"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Jake Bailey",33963,"P","NE",1,3,3,4.36,40.67,39.67,-3,0,0,1,0,19,65.7,3,55,1,0,33.3,-3,1,3,13.07,122,0,119,1,2020
"Jack Fox",34735,"P","DET",1,4,4,4.75,49.25,49.25,0,0,0,1,1,11,74.2,2,55,1,0,25,0,1,4,19,197,0,197,1,2020
"Michael Dickson",35381,"P","SEA",1,4,4,4.14,45.75,47.75,8,0,0,0,2,29,64.5,2,53,1,0,25,8,1,4,16.57,183,0,191,1,2020
"A.J. Cole III",36038,"P","LV",1,3,3,4.72,32.67,42.33,14.5,0,0,0,0,23,60.7,0,52,1,0,66.7,29,2,3,14.16,98,0,127,1,2020
"J.K. Scott",38809,"P","GB",1,1,1,4.88,40,40,,0,0,0,0,12,60,1,40,1,0,0,0,0,1,4.88,40,0,40,1,2020
"Mitch Wishnowsky",44663,"P","SF",1,4,4,4.24,42.5,44.5,4,1,0,0,1,28,64.2,3,51,1,0,50,8,2,5,16.94,170,0,178,1,2020
"Braden Mann",44664,"P","NYJ",1,6,6,4.15,35,46.33,13.6,0,0,0,1,22,55.3,0,58,0,0,83.3,68,5,6,24.9,210,0,278,1,2020
"Jamie Gillan",63303,"P","CLV",1,3,3,3.86,37,45.67,13,0,0,1,0,8,54.3,1,59,0,0,66.7,26,2,3,11.58,111,0,137,1,2020
"Andy Lee",1906,"P","ARZ",1,4,4,4.57,45,49.25,5.7,0,0,0,1,1,59.9,1,58,0,0,75,17,3,4,18.26,180,0,197,2,2020
"Dustin Colquitt",2316,"P","PIT",1,5,5,4.17,34.8,41.8,7.5,0,0,0,2,25,62.8,2,54,0,0,40,15,2,5,20.84,174,1,209,2,2020
"Sam Koch",3148,"P","BLT",1,2,2,4.49,42,47,10,0,0,0,1,3,60.9,1,53,0,0,50,10,1,2,8.97,84,0,94,2,2020
"Brett Kern",4580,"P","TEN",1,3,3,4.1,40.67,40.67,0,0,0,1,1,31,63,3,57,0,0,33.3,0,1,3,12.31,122,0,122,2,2020
"Kevin Huber",5066,"P","CIN",1,2,2,3.71,42.5,49,13,0,0,1,0,7,59.4,0,50,0,0,50,13,1,2,7.42,85,0,98,2,2020
"Thomas Morstead",5088,"P","NO",1,3,3,4.31,34.67,36.33,5,0,0,0,2,20,61.6,2,43,0,0,33.3,5,1,3,12.92,104,0,109,2,2020
"Britton Colquitt",5192,"P","MIN",1,4,4,4.29,32,42,10,0,0,0,0,18,59.2,1,46,0,0,100,40,4,4,17.15,128,0,168,2,2020
"Chris Jones",6798,"P","DAL",1,1,1,5.13,43,43,,0,0,0,1,9,60,0,43,0,0,0,0,0,1,5.13,43,0,43,2,2020
"Bryan Anger",7072,"P","HST",1,3,3,4.52,44,46.67,8,0,0,0,2,13,64.1,2,57,0,0,33.3,8,1,3,13.57,132,0,140,2,2020
"Johnny Hekker",7252,"P","LA",1,2,2,4.1,38,48,,0,0,0,0,26,59.8,1,57,1,0,0,0,0,2,8.2,76,1,96,2,2020
"Sam Martin",7947,"P","DEN",1,4,4,4.17,36,42.25,12.5,0,0,0,0,10,59.4,1,55,2,0,50,25,2,4,16.69,144,0,169,2,2020
"Tress Way",8358,"P","WAS",1,6,6,4.45,43.17,47.33,2.5,0,0,1,2,32,64.2,3,60,0,0,33.3,5,2,6,26.68,259,1,284,2,2020
"Pat O'Donnell",8826,"P","CHI",1,3,3,4.47,41,44.67,11,0,0,2,0,6,61.4,2,51,0,0,33.3,11,1,3,13.42,123,0,134,2,2020
"Bradley Pinion",9598,"P","TB",1,4,4,4.36,42.25,42,-0.5,0,0,0,2,30,66.3,2,49,0,0,50,-1,2,4,17.45,169,0,168,2,2020
"Ty Long",9728,"K","LAC",1,3,3,3.81,38.33,43.67,16,0,0,1,1,27,63,2,61,0,0,33.3,16,1,3,11.44,115,0,131,2,2020
"Riley Dixon",10862,"P","NYG",1,3,3,4.33,44.67,58,,0,0,1,0,21,64.8,1,62,0,0,0,0,0,3,13,134,2,174,2,2020
"Rigoberto Sanchez",12130,"P","IND",1,2,2,4.2,43.5,43.5,,0,0,2,0,14,60.2,1,48,0,0,0,0,0,2,8.4,87,0,87,2,2020
"Matt Haack",12212,"P","MIA",1,5,5,4.49,48.8,52.4,9,0,0,2,1,17,70.4,3,63,0,0,40,18,2,5,22.44,244,0,262,2,2020
"Cameron Johnston",12255,"P","PHI",1,2,2,4.37,46.5,60.5,8,0,0,0,0,24,60.4,1,62,0,0,50,8,1,2,8.74,93,1,121,2,2020
"Corey Bojorquez",27626,"P","BUF",1,4,4,4.03,38.25,41,5.5,0,0,0,1,4,61.1,2,45,1,0,50,11,2,4,16.13,153,0,164,2,2020
"Logan Cooke",29214,"P","JAX",1,2,2,4.27,40,40,0,0,0,0,0,15,60.2,1,45,1,0,50,0,1,2,8.54,80,0,80,2,2020
"Tommy Townsend",33007,"P","KC",1,5,5,4.35,39.6,44.2,3,0,0,0,2,16,64.7,2,55,1,0,20,3,1,5,21.73,198,1,221,2,2020
"Sterling Hofrichter",33541,"P","ATL",1,4,4,4.48,38.75,39.5,3,0,0,0,3,2,59.6,1,44,0,0,25,3,1,4,17.9,155,0,158,2,2020
"Joseph Charlton",33672,"P","CAR",1,2,2,4.66,40.5,50.5,0,0,0,0,0,5,59.7,1,57,0,0,50,0,1,2,9.32,81,1,101,2,2020
"Jake Bailey",33963,"P","NE",1,2,2,4.17,46.5,56.5,20,0,0,1,0,19,60.2,0,57,0,0,50,20,1,2,8.33,93,0,113,2,2020
"Jack Fox",34735,"P","DET",1,5,5,5,53,54.2,3,0,0,0,2,11,83.6,2,67,1,0,40,6,2,5,25.01,265,0,271,2,2020
"Michael Dickson",35381,"P","SEA",1,4,4,4.06,50,50,0,0,0,1,2,29,63.1,4,63,0,0,25,0,1,4,16.22,200,0,200,2,2020
"A.J. Cole III",36038,"P","LV",1,2,2,4.95,39,39,,0,0,0,2,23,59.4,1,42,0,0,0,0,0,2,9.9,78,0,78,2,2020
"J.K. Scott",38809,"P","GB",1,3,3,4.39,42.67,42.67,,0,0,1,0,12,69.8,3,54,2,0,0,0,0,3,13.16,128,0,128,2,2020
"Mitch Wishnowsky",44663,"P","SF",1,4,4,4.68,44.75,49.75,,0,0,0,3,28,67.5,2,59,0,0,0,0,0,4,18.71,179,1,199,2,2020
"Braden Mann",44664,"P","NYJ",1,5,5,4.23,40.4,44.4,,0,0,0,3,22,59.2,1,52,1,0,0,0,0,5,21.16,202,1,222,2,2020
"Jamie Gillan",63303,"P","CLV",1,1,1,4.86,43,43,,0,0,0,1,8,60,0,43,0,0,0,0,0,1,4.86,43,0,43,2,2020
"Andy Lee",1906,"P","ARZ",1,2,2,3.92,36.5,46,19,0,0,1,0,1,59.7,1,51,0,0,50,19,1,2,7.84,73,0,92,3,2020
"Dustin Colquitt",2316,"P","PIT",1,4,4,4.25,40,44.25,5.7,0,0,1,0,25,56.2,2,48,0,0,75,17,3,4,16.98,160,0,177,3,2020
"Sam Koch",3148,"P","BLT",1,3,3,3.84,46.67,49,7,0,0,0,1,3,61.7,1,50,1,0,33.3,7,1,3,11.53,140,0,147,3,2020
"Brett Kern",4580,"P","TEN",1,3,3,4.15,41,47.67,,0,0,0,2,31,61.9,1,59,0,0,0,0,0,3,12.45,123,1,143,3,2020
"Kevin Huber",5066,"P","CIN",1,7,7,4.48,42.29,42.57,1,0,0,1,4,7,60.8,4,49,0,0,28.6,2,2,7,31.33,296,0,298,3,2020
"Thomas Morstead",5088,"P","NO",1,3,3,4.69,38.33,38.33,,0,0,0,3,20,58.7,0,46,0,0,0,0,0,3,14.08,115,0,115,3,2020
"Britton Colquitt",5192,"P","MIN",1,3,3,4.68,42.33,44,2.5,0,0,0,1,18,59.4,1,53,0,0,66.7,5,2,3,14.05,127,0,132,3,2020
"Chris Jones",6798,"P","DAL",1,3,3,4.91,46.33,46.33,0,0,0,0,2,9,64.3,1,49,0,0,33.3,0,1,3,14.72,139,0,139,3,2020
"Bryan Anger",7072,"P","HST",1,6,6,4.24,44.33,48.5,12.5,0,0,1,2,13,65.1,1,58,1,0,33.3,25,2,6,25.41,266,0,291,3,2020
"Sam Martin",7947,"P","DEN",1,5,5,3.78,41,45.2,7,1,0,1,0,10,57.2,0,49,1,0,60,21,3,6,18.92,205,0,226,3,2020
"Tress Way",8358,"P","WAS",1,3,3,4.44,45.33,49,5.5,0,0,1,0,32,64.1,2,60,0,0,66.7,11,2,3,13.31,136,0,147,3,2020
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.31,45.75,53.75,10.7,0,0,0,1,6,56.5,1,64,0,0,75,32,3,4,17.24,183,0,215,3,2020
"Bradley Pinion",9598,"P","TB",1,5,5,4.32,39.8,43.8,,0,0,0,3,30,65.8,3,58,1,0,0,0,0,5,21.58,199,1,219,3,2020
"Ty Long",9728,"K","LAC",1,3,3,4.26,37,39.67,8,0,0,1,1,27,64.8,2,47,0,0,33.3,8,1,3,12.78,111,0,119,3,2020
"Riley Dixon",10862,"P","NYG",1,1,1,5.16,54,54,,0,0,1,0,21,60,1,54,0,0,0,0,0,1,5.16,54,0,54,3,2020
"Rigoberto Sanchez",12130,"P","IND",1,4,4,4.58,43.75,43.75,,0,0,0,4,14,68.9,3,50,0,0,0,0,0,4,18.32,175,0,175,3,2020
"Matt Haack",12212,"P","MIA",1,4,4,4.17,39,41,8,0,0,1,2,17,57.1,2,47,0,0,25,8,1,4,16.69,156,0,164,3,2020
"Cameron Johnston",12255,"P","PHI",1,6,6,4.57,41.17,47.33,9.3,0,0,0,2,24,63.4,3,56,0,0,66.7,37,4,6,27.39,247,0,284,3,2020
"Corey Bojorquez",27626,"P","BUF",1,2,2,4.94,58,58,,0,0,1,1,4,60.6,2,72,0,0,0,0,0,2,9.88,116,0,116,3,2020
"Logan Cooke",29214,"P","JAX",1,3,3,4.31,36.33,52.33,14,0,0,0,0,15,63,0,63,0,0,66.7,28,2,3,12.92,109,1,157,3,2020
"Tommy Townsend",33007,"P","KC",1,1,1,5.08,42,58,16,0,0,0,0,16,60,0,58,0,0,100,16,1,1,5.08,42,0,58,3,2020
"Sterling Hofrichter",33541,"P","ATL",1,6,6,4.17,37.83,38.83,6,0,0,0,3,2,60.2,2,45,2,0,16.7,6,1,6,25.03,227,0,233,3,2020
"Joseph Charlton",33672,"P","CAR",1,4,4,4.67,44.75,47.25,5,0,0,1,1,5,61.3,1,52,0,0,50,10,2,4,18.66,179,0,189,3,2020
"Jake Bailey",33963,"P","NE",1,2,2,4.82,47.5,47.5,,0,0,0,2,19,60.9,1,54,0,0,0,0,0,2,9.63,95,0,95,3,2020
"Jack Fox",34735,"P","DET",1,4,4,4.53,50.5,55.5,,0,0,2,1,11,69.8,3,65,0,0,0,0,0,4,18.1,202,1,222,3,2020
"Michael Dickson",35381,"P","SEA",1,7,7,4.39,44.29,54.71,8.3,0,0,1,0,29,64.7,4,67,0,0,57.1,33,4,7,30.73,310,2,383,3,2020
"A.J. Cole III",36038,"P","LV",1,3,3,4.45,41.67,45.33,11,0,0,0,2,23,64.3,1,46,0,0,33.3,11,1,3,13.34,125,0,136,3,2020
"J.K. Scott",38809,"P","GB",1,1,1,3.97,24,38,14,0,0,0,0,12,60,0,38,0,0,100,14,1,1,3.97,24,0,38,3,2020
"Braden Mann",44664,"P","NYJ",1,5,5,4.36,37.2,42,12,0,0,0,2,22,64.2,1,45,1,0,40,24,2,5,21.82,186,0,210,3,2020
"Jamie Gillan",63303,"P","CLV",1,5,5,3.99,41.2,45.8,7.7,0,0,0,1,8,64,2,57,1,0,60,23,3,5,19.95,206,0,229,3,2020
"Andy Lee",1906,"P","ARZ",1,5,5,4.28,40.2,41.4,3,0,0,1,2,1,61.6,3,53,0,0,40,6,2,5,21.41,201,0,207,4,2020
"Sam Koch",3148,"P","BLT",1,3,3,4.66,48,47,-3,0,0,0,2,3,60.3,3,51,0,0,33.3,-3,1,3,13.99,144,0,141,4,2020
"Kevin Huber",5066,"P","CIN",1,1,1,4.11,20,40,,0,0,0,0,7,60,0,40,0,0,0,0,0,1,4.11,20,1,40,4,2020
"Thomas Morstead",5088,"P","NO",1,2,2,4.06,33,33,,0,0,1,0,20,59.2,1,38,1,0,0,0,0,2,8.11,66,0,66,4,2020
"Britton Colquitt",5192,"P","MIN",1,4,4,4.45,38,41.5,7,0,0,1,1,18,59.7,1,46,0,0,50,14,2,4,17.81,152,0,166,4,2020
"Chris Jones",6798,"P","DAL",1,3,3,4.46,40,44.33,13,0,0,0,2,9,62.1,1,52,0,0,33.3,13,1,3,13.38,120,0,133,4,2020
"Bryan Anger",7072,"P","HST",1,4,4,5.02,43.75,50.25,6,0,0,0,2,13,72,0,59,0,0,25,6,1,4,20.07,175,1,201,4,2020
"Johnny Hekker",7252,"P","LA",1,5,5,4.89,42,56,10,0,0,0,0,26,69.1,1,61,0,0,60,30,3,5,24.45,210,2,280,4,2020
"Sam Martin",7947,"P","DEN",1,1,1,4.74,38,49,11,0,0,0,0,10,60,0,49,0,0,100,11,1,1,4.74,38,0,49,4,2020
"Tress Way",8358,"P","WAS",1,5,5,4.32,40.2,45.8,9.3,0,0,0,2,32,63.2,2,51,0,0,60,28,3,5,21.59,201,0,229,4,2020
"Pat O'Donnell",8826,"P","CHI",1,7,7,3.53,35.86,44.71,10.5,0,0,1,1,6,55.6,2,62,0,0,57.1,42,4,7,24.69,251,1,313,4,2020
"Bradley Pinion",9598,"P","TB",1,3,3,4.74,53.67,57,10,0,0,0,0,30,69.8,2,58,2,0,33.3,10,1,3,14.21,161,0,171,4,2020
"Ty Long",9728,"K","LAC",1,3,3,4.48,44.33,53.33,9,0,0,0,0,27,64.3,0,61,0,0,100,27,3,3,13.45,133,0,160,4,2020
"Riley Dixon",10862,"P","NYG",1,5,5,4.36,40,43.2,8,0,0,0,3,21,66.6,2,50,0,0,40,16,2,5,21.8,200,0,216,4,2020
"Rigoberto Sanchez",12130,"P","IND",1,5,5,3.74,42.8,50.4,6,0,0,1,0,14,58.1,2,60,0,0,60,18,3,5,18.68,214,1,252,4,2020
"Matt Haack",12212,"P","MIA",1,1,1,4.7,51,51,,0,0,0,1,17,60,0,51,0,0,0,0,0,1,4.7,51,0,51,4,2020
"Cameron Johnston",12255,"P","PHI",1,6,6,4.41,46.83,51.17,3,0,0,1,1,24,67,3,61,1,0,33.3,6,2,6,26.44,281,1,307,4,2020
"Corey Bojorquez",27626,"P","BUF",1,3,3,4.23,27.67,46.33,16,0,0,0,0,4,55.9,0,51,0,0,33.3,16,1,3,12.68,83,2,139,4,2020
"Logan Cooke",29214,"P","JAX",1,2,2,4.9,44,44,,0,0,0,2,15,59.8,0,46,0,0,0,0,0,2,9.79,88,0,88,4,2020
"Tommy Townsend",33007,"P","KC",1,4,4,4.97,47.75,60.75,12,0,0,0,1,16,80.9,1,65,0,0,25,12,1,4,19.86,191,2,243,4,2020
"Sterling Hofrichter",33541,"P","ATL",1,3,3,4.39,37,40.67,11,0,0,0,1,2,60.3,0,44,1,0,33.3,11,1,3,13.18,111,0,122,4,2020
"Joseph Charlton",33672,"P","CAR",1,1,1,4.38,42,42,,0,0,0,1,5,60,1,42,0,0,0,0,0,1,4.38,42,0,42,4,2020
"Jake Bailey",33963,"P","NE",1,3,3,4.34,52.33,52.33,0,0,0,1,1,19,60,3,58,0,0,33.3,0,1,3,13.01,157,0,157,4,2020
"Jack Fox",34735,"P","DET",1,4,4,4.71,46.25,54.5,11,0,0,1,0,11,69.3,2,57,0,0,75,33,3,4,18.83,185,0,218,4,2020
"Michael Dickson",35381,"P","SEA",1,2,2,4.81,40.5,46,11,0,0,1,0,29,60.9,1,58,0,0,50,11,1,2,9.62,81,0,92,4,2020
"A.J. Cole III",36038,"P","LV",1,1,1,4.5,19,57,38,0,0,0,0,23,60,0,57,0,0,100,38,1,1,4.5,19,0,57,4,2020
"J.K. Scott",38809,"P","GB",1,2,2,4.02,30.5,40.5,,0,0,0,0,12,59.2,0,44,1,0,0,0,0,2,8.04,61,1,81,4,2020
"Mitch Wishnowsky",44663,"P","SF",1,4,4,4.66,42.25,44.25,8,0,0,1,2,28,56.7,2,51,0,0,25,8,1,4,18.62,169,0,177,4,2020
"Braden Mann",44664,"P","NYJ",1,3,3,4.64,25,48.67,25.5,0,0,0,0,22,65.4,0,53,0,0,66.7,51,2,3,13.91,75,1,146,4,2020
"Jamie Gillan",63303,"P","CLV",1,4,4,4.15,34.75,42.75,8,0,0,0,0,8,59.9,2,45,0,0,100,32,4,4,16.61,139,0,171,4,2020
"Andy Lee",1906,"P","ARZ",1,4,4,4.11,39.5,41.75,9,0,0,1,2,1,55.2,1,51,0,0,25,9,1,4,16.43,158,0,167,5,2020
"Dustin Colquitt",2316,"P","PIT",1,2,2,4.5,41,41.5,1,0,0,0,1,25,60.5,2,44,0,0,50,1,1,2,8.99,82,0,83,5,2020
"Sam Koch",3148,"P","BLT",1,4,4,4.26,38.25,44.25,4,0,0,0,1,3,63,0,49,1,0,25,4,1,4,17.02,153,1,177,5,2020
"Brett Kern",4580,"P","TEN",1,3,3,4.36,43,42.67,-1,0,0,1,1,31,67.1,3,55,0,0,33.3,-1,1,3,13.07,129,0,128,5,2020
"Kevin Huber",5066,"P","CIN",1,7,7,4.53,43,50.14,3.3,0,0,0,2,7,66.9,1,60,0,0,42.9,10,3,7,31.74,301,2,351,5,2020
"Thomas Morstead",5088,"P","NO",1,6,6,4.47,42,46.83,9,0,0,0,4,20,64.4,4,50,0,0,16.7,9,1,6,26.8,252,1,281,5,2020
"Britton Colquitt",5192,"P","MIN",1,2,2,4.36,40.5,48,15,0,0,1,0,18,60.2,0,57,0,0,50,15,1,2,8.71,81,0,96,5,2020
"Chris Jones",6798,"P","DAL",1,2,2,4.52,43.5,43.5,,0,0,0,1,9,59.7,0,48,1,0,0,0,0,2,9.03,87,0,87,5,2020
"Bryan Anger",7072,"P","HST",1,1,1,4,33,33,,0,0,0,0,13,60,1,33,1,0,0,0,0,1,4,33,0,33,5,2020
"Johnny Hekker",7252,"P","LA",1,5,5,4.17,38.4,41,6.5,0,0,1,1,26,61.6,4,56,1,0,40,13,2,5,20.85,192,0,205,5,2020
"Tress Way",8358,"P","WAS",1,10,10,4.26,46,51.1,4.4,0,0,0,2,32,58.2,2,61,0,0,70,31,7,10,42.59,460,1,511,5,2020
"Pat O'Donnell",8826,"P","CHI",1,5,5,3.96,41.6,45.6,10,0,0,0,2,6,59.9,3,59,1,0,40,20,2,5,19.81,208,0,228,5,2020
"Bradley Pinion",9598,"P","TB",1,3,3,3.93,44.67,46.67,6,0,0,1,1,30,61.7,1,56,0,0,33.3,6,1,3,11.8,134,0,140,5,2020
"Ty Long",9728,"K","LAC",1,7,7,4.29,38.57,48.43,11.5,0,0,0,1,27,63.1,1,57,0,0,85.7,69,6,7,30.03,270,0,339,5,2020
"Riley Dixon",10862,"P","NYG",1,2,2,5,50.5,52,3,0,0,0,1,21,64.4,1,55,0,0,50,3,1,2,9.99,101,0,104,5,2020
"Rigoberto Sanchez",12130,"P","IND",1,1,1,4.23,49,54,5,0,0,0,0,14,60,1,54,0,0,100,5,1,1,4.23,49,0,54,5,2020
"Matt Haack",12212,"P","MIA",1,2,2,4.87,33.5,42,17,0,0,1,0,17,59.5,0,53,0,0,50,17,1,2,9.73,67,0,84,5,2020
"Cameron Johnston",12255,"P","PHI",1,2,2,4.61,44,50,6,0,0,0,0,24,60.2,0,51,0,0,100,12,2,2,9.21,88,0,100,5,2020
"Corey Bojorquez",27626,"P","BUF",1,2,2,4.95,44,64,20,0,0,0,0,4,61.6,1,71,0,0,100,40,2,2,9.89,88,0,128,5,2020
"Logan Cooke",29214,"P","JAX",1,3,3,4.12,44.67,47.67,9,0,0,2,0,15,61.3,3,52,0,0,33.3,9,1,3,12.36,134,0,143,5,2020
"Tommy Townsend",33007,"P","KC",1,5,5,4.94,44.8,48.8,,0,0,1,2,16,77,1,67,1,0,0,0,0,5,24.68,224,1,244,5,2020
"Sterling Hofrichter",33541,"P","ATL",1,3,3,4.74,47.33,46.33,-3,0,0,1,1,2,61.4,2,52,0,0,33.3,-3,1,3,14.23,142,0,139,5,2020
"Joseph Charlton",33672,"P","CAR",1,3,3,4.64,37,44.67,3,0,0,0,1,5,64,1,54,0,0,33.3,3,1,3,13.92,111,1,134,5,2020
"Michael Dickson",35381,"P","SEA",1,5,5,3.9,43.8,45.2,2.3,0,0,2,0,29,54.8,4,60,0,0,60,7,3,5,19.5,219,0,226,5,2020
"A.J. Cole III",36038,"P","LV",1,2,2,4.07,53,53,0,0,0,0,0,23,61.1,2,59,1,0,50,0,1,2,8.14,106,0,106,5,2020
"Mitch Wishnowsky",44663,"P","SF",1,3,3,4.55,41.33,44.33,3,0,0,0,0,28,61.4,1,58,0,0,100,9,3,3,13.64,124,0,133,5,2020
"Braden Mann",44664,"P","NYJ",1,6,6,4.49,45.17,46.5,2.7,0,0,1,1,22,62.2,4,59,1,0,50,8,3,6,26.91,271,0,279,5,2020
"Jamie Gillan",63303,"P","CLV",1,2,2,4.52,43,46.5,7,0,0,0,1,8,60.9,2,51,0,0,50,7,1,2,9.04,86,0,93,5,2020
"Andy Lee",1906,"P","ARZ",1,4,4,4.26,37.5,37.75,0.5,0,0,2,0,1,61.3,2,49,0,0,50,1,2,4,17.04,150,0,151,6,2020
"Dustin Colquitt",2316,"P","PIT",1,5,5,4.25,36.6,41.8,3,0,0,1,1,25,63.3,1,44,0,0,40,6,2,5,21.27,183,1,209,6,2020
"Sam Koch",3148,"P","BLT",1,7,7,4.48,43.57,46.43,6.7,0,0,0,2,3,69.7,3,59,2,0,42.9,20,3,7,31.39,305,0,325,6,2020
"Brett Kern",4580,"P","TEN",1,1,1,4.22,54,54,0,0,0,0,0,31,60,1,54,0,0,100,0,1,1,4.22,54,0,54,6,2020
"Kevin Huber",5066,"P","CIN",1,3,3,4.53,38,43.67,8.5,0,0,1,0,7,61.7,0,53,0,0,66.7,17,2,3,13.58,114,0,131,6,2020
"Britton Colquitt",5192,"P","MIN",1,4,4,4.62,40.5,49.5,12,0,0,0,1,18,64.7,1,53,0,0,75,36,3,4,18.48,162,0,198,6,2020
"Chris Jones",6798,"P","DAL",1,3,3,4.34,37,43.33,-1,0,0,0,1,9,60,0,45,0,0,33.3,-1,1,3,13.03,111,1,130,6,2020
"Bryan Anger",7072,"P","HST",1,4,4,4.63,42.25,52.25,6.7,0,0,0,0,13,64.5,2,56,0,0,75,20,3,4,18.53,169,1,209,6,2020
"Johnny Hekker",7252,"P","LA",1,6,6,4.25,45.17,48.5,10,0,0,1,2,26,58.4,4,63,1,0,33.3,20,2,6,25.48,271,0,291,6,2020
"Sam Martin",7947,"P","DEN",1,2,2,4.34,38.5,38.5,,0,0,1,1,10,60.5,2,46,0,0,0,0,0,2,8.68,77,0,77,6,2020
"Tress Way",8358,"P","WAS",1,1,1,4.59,55,55,,0,0,0,1,32,61.3,1,55,0,0,0,0,0,1,4.59,55,0,55,6,2020
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.24,37,44.25,9,0,0,1,1,6,58.6,3,54,0,0,25,9,1,4,16.94,148,1,177,6,2020
"Bradley Pinion",9598,"P","TB",1,5,5,4.33,38.4,38.4,,0,0,1,2,30,64.2,2,47,2,0,0,0,0,5,21.63,192,0,192,6,2020
"Riley Dixon",10862,"P","NYG",1,2,2,3.79,34,35,2,0,0,1,0,21,58.6,1,46,0,0,50,2,1,2,7.58,68,0,70,6,2020
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.34,41.67,45.67,6,0,0,1,0,14,63,1,51,0,0,66.7,12,2,3,13.01,125,0,137,6,2020
"Matt Haack",12212,"P","MIA",1,7,7,4.43,40.29,40.29,,0,0,1,6,17,58.9,5,46,0,0,0,0,0,7,31,282,0,282,6,2020
"Cameron Johnston",12255,"P","PHI",1,6,6,4.12,42,49.17,8.6,0,0,0,0,24,57.2,1,66,1,0,83.3,43,5,6,24.74,252,0,295,6,2020
"Corey Bojorquez",27626,"P","BUF",1,4,4,4.36,52.75,53.25,1,0,0,1,1,4,63.1,4,59,0,0,50,2,2,4,17.43,211,0,213,6,2020
"Logan Cooke",29214,"P","JAX",1,2,2,4.22,38,38,,0,0,0,1,15,59.2,0,47,1,0,0,0,0,2,8.44,76,0,76,6,2020
"Tommy Townsend",33007,"P","KC",1,2,2,4.41,28,40,24,0,0,0,1,16,60.9,1,42,0,0,50,24,1,2,8.82,56,0,80,6,2020
"Sterling Hofrichter",33541,"P","ATL",1,2,2,4.58,34,34,,0,0,1,1,2,59.7,1,43,0,0,0,0,0,2,9.16,68,0,68,6,2020
"Joseph Charlton",33672,"P","CAR",1,1,1,3.56,49,49,0,0,0,0,0,5,60,0,49,0,0,100,0,1,1,3.56,49,0,49,6,2020
"Jake Bailey",33963,"P","NE",1,3,3,4.37,48.33,48.33,,0,0,1,2,19,62.8,2,60,0,0,0,0,0,3,13.12,145,0,145,6,2020
"Jack Fox",34735,"P","DET",1,2,2,4.16,25,45,,0,0,0,0,11,58.8,0,50,0,0,0,0,0,2,8.31,50,2,90,6,2020
"J.K. Scott",38809,"P","GB",1,7,7,4.71,42.14,46.43,7.5,0,0,0,1,12,68.7,2,55,2,0,57.1,30,4,7,32.98,295,0,325,6,2020
"Mitch Wishnowsky",44663,"P","SF",1,5,5,4.48,41.2,47,9.7,0,0,1,1,28,62.3,2,51,0,0,60,29,3,5,22.4,206,0,235,6,2020
"Braden Mann",44664,"P","NYJ",1,10,10,4.44,35.9,46.2,13.8,0,0,1,1,22,59.9,0,54,1,0,60,83,6,10,44.44,359,1,462,6,2020
"Jamie Gillan",63303,"P","CLV",1,6,6,4.61,34.17,40.33,12.3,0,0,0,2,8,63.7,2,59,1,0,50,37,3,6,27.68,205,0,242,6,2020
"Andy Lee",1906,"P","ARZ",1,4,4,4.11,39.5,41.75,9,0,0,1,2,1,55.2,1,51,0,0,25,9,1,4,16.43,158,0,167,5,2020
"Dustin Colquitt",2316,"P","PIT",1,2,2,4.5,41,41.5,1,0,0,0,1,25,60.5,2,44,0,0,50,1,1,2,8.99,82,0,83,5,2020
"Sam Koch",3148,"P","BLT",1,4,4,4.26,38.25,44.25,4,0,0,0,1,3,63,0,49,1,0,25,4,1,4,17.02,153,1,177,5,2020
"Brett Kern",4580,"P","TEN",1,3,3,4.36,43,42.67,-1,0,0,1,1,31,67.1,3,55,0,0,33.3,-1,1,3,13.07,129,0,128,5,2020
"Kevin Huber",5066,"P","CIN",1,7,7,4.53,43,50.14,3.3,0,0,0,2,7,66.9,1,60,0,0,42.9,10,3,7,31.74,301,2,351,5,2020
"Thomas Morstead",5088,"P","NO",1,6,6,4.47,42,46.83,9,0,0,0,4,20,64.4,4,50,0,0,16.7,9,1,6,26.8,252,1,281,5,2020
"Britton Colquitt",5192,"P","MIN",1,2,2,4.36,40.5,48,15,0,0,1,0,18,60.2,0,57,0,0,50,15,1,2,8.71,81,0,96,5,2020
"Chris Jones",6798,"P","DAL",1,2,2,4.52,43.5,43.5,,0,0,0,1,9,59.7,0,48,1,0,0,0,0,2,9.03,87,0,87,5,2020
"Bryan Anger",7072,"P","HST",1,1,1,4,33,33,,0,0,0,0,13,60,1,33,1,0,0,0,0,1,4,33,0,33,5,2020
"Johnny Hekker",7252,"P","LA",1,5,5,4.17,38.4,41,6.5,0,0,1,1,26,61.6,4,56,1,0,40,13,2,5,20.85,192,0,205,5,2020
