"player","player_id","position","team_name","player_game_count","coverage_snaps","coverage_snaps_per_reception","coverage_snaps_per_target","franchise_id","interceptions","qb_rating_against","receptions","targets","touchdowns","yards","yards_after_catch","yards_per_coverage_snap","week","year"
"Antoine Winfield Jr.",42475,"S","TB",1,4,2,2,30,0,79.2,2,2,0,6,11,1.5,2,2021
"Daniel Sorensen",9253,"S","KC",1,5,1.7,1.7,16,0,115.3,3,3,0,35,13,7,2,2021
"Trey Flowers",9534,"ED","DET",1,3,1.5,1.5,11,0,104.2,2,2,0,18,23,6,2,2021
"Alex Anzalone",11831,"LB","DET",1,3,1.5,1.5,11,0,158.3,2,2,1,25,5,8.33,2,2021
"Isaiah Rodgers",27069,"CB","IND",1,1,1,1,14,0,118.8,1,1,0,16,2,16,2,2021
"David Long",29367,"LB","TEN",1,1,1,1,31,0,95.8,1,1,0,7,2,7,2,2021
"Davion Taylor",81991,"LB","PHI",1,1,1,1,24,0,91.7,1,1,0,6,11,6,2,2021
"Justin Strnad",42659,"LB","DEN",1,1,1,1,10,0,91.7,1,1,0,6,1,6,2,2021
"Damien Wilson",9560,"LB","JAX",1,1,1,1,15,0,158.3,1,1,1,14,9,14,2,2021
"Foyesade Oluokun",24904,"LB","ATL",1,1,1,1,2,0,79.2,1,1,0,-2,-1,-2,2,2021
"T.J. Carrie",8853,"CB","IND",1,1,1,1,14,0,118.8,1,1,0,14,8,14,2,2021
"Melvin Ingram III",7024,"ED","PIT",1,1,1,1,25,0,118.8,1,1,0,13,18,13,2,2021
"Jon Bostic",7831,"LB","WAS",1,1,1,1,32,0,118.8,1,1,0,21,3,21,2,2021
"Rashan Gary",42905,"ED","GB",1,1,1,1,12,0,108.3,1,1,0,10,6,10,2,2021
"Leighton Vander Esch",50950,"LB","DAL",1,1,1,1,9,0,118.8,1,1,0,20,4,20,2,2021
"Terrell Burgess",45255,"S","LA",1,1,1,1,26,0,87.5,1,1,0,5,-3,5,2,2021
"Breon Borders",39398,"CB","TEN",1,2,,2,31,0,39.6,0,1,0,0,0,0,3,2021
"Adrian Colbert",11983,"S","NYJ",1,1,,1,22,0,39.6,0,1,0,0,0,0,3,2021
"Pete Werner",58093,"LB","NO",1,6,,6,20,0,39.6,0,1,0,0,0,0,3,2021
"Keith Taylor",56289,"CB","CAR",1,2,,2,5,0,39.6,0,1,0,0,0,0,3,2021
"Jon Bostic",7831,"LB","WAS",1,3,,3,32,0,39.6,0,1,0,0,0,0,3,2021
"Jordan Poyer",8000,"S","BUF",1,4,,4,4,1,0,0,1,0,0,0,0,3,2021
"Lonnie Johnson Jr.",55615,"S","HST",1,2,,2,13,0,39.6,0,1,0,0,0,0,3,2021
"Jaquiski Tartt",9479,"S","SF",1,4,,4,28,0,39.6,0,1,0,0,0,0,3,2021
"Bobby Okereke",50954,"LB","IND",1,4,,4,14,0,39.6,0,1,0,0,0,0,3,2021
"Roquan Smith",50892,"LB","CHI",1,1,,1,6,0,39.6,0,1,0,0,0,0,3,2021
"Adrian Amos",9575,"S","GB",1,11,,11,12,0,39.6,0,1,0,0,0,0,3,2021
"Cody Barton",50727,"LB","SEA",1,5,,5,29,0,39.6,0,1,0,0,0,0,3,2021
"Jaycee Horn",83375,"CB","CAR",1,7,,7,5,0,39.6,0,1,0,0,0,0,3,2021
"Erik Harris",10346,"S","ATL",1,9,,9,2,0,39.6,0,1,0,0,0,0,3,2021
"Avonte Maddox",50543,"CB","PHI",1,15,,15,24,0,39.6,0,1,0,0,0,0,3,2021
"Vonn Bell",10695,"S","CIN",1,6,,6,7,0,39.6,0,1,0,0,0,0,3,2021
"Taron Johnson",49511,"CB","BUF",1,28,,14,4,0,39.6,0,2,0,0,0,0,3,2021
"Justin Simmons",10732,"S","DEN",1,2,,2,10,0,39.6,0,1,0,0,0,0,3,2021
"Ronnie Harrison",49206,"S","CLV",1,8,,8,8,0,39.6,0,1,0,0,0,0,3,2021
"Kyzir White",44485,"LB","LAC",1,8,,8,27,0,39.6,0,1,0,0,0,0,3,2021
"Malcolm Smith",6394,"LB","CLV",1,1,,1,8,0,39.6,0,1,0,0,0,0,3,2021
"Jalen Mills",10867,"CB","NE",1,5,,5,19,0,39.6,0,1,0,0,0,0,3,2021
"Mack Wilson",43190,"LB","CLV",1,1,,1,8,0,39.6,0,1,0,0,0,0,3,2021
"Jeremy Chinn",43179,"S","CAR",1,8,,8,5,0,39.6,0,1,0,0,0,0,3,2021
"Kristian Fulton",42894,"CB","TEN",1,2,,2,31,0,39.6,0,1,0,0,0,0,3,2021
"Trevon Diggs",41817,"CB","DAL",1,5,,5,9,0,39.6,0,1,0,0,0,0,3,2021
"Jourdan Lewis",11846,"CB","DAL",1,31,,31,9,0,39.6,0,1,0,0,0,0,3,2021
"Chris Jackson",42512,"CB","TEN",1,31,31,15.5,31,0,95.8,1,2,0,27,0,0.87,3,2021
"Bryce Callahan",10000,"CB","DEN",1,31,31,15.5,10,0,89.6,1,2,0,22,1,0.71,3,2021
"Mackensie Alexander",10688,"CB","MIN",1,23,23,23,18,0,118.8,1,1,0,19,4,0.83,3,2021
"Troy Hill",9881,"CB","CLV",1,23,23,11.5,8,0,66.7,1,2,0,11,5,0.48,3,2021
"Nate Hobbs",55948,"CB","LV",1,44,22,14.7,23,0,70.1,2,3,0,4,13,0.09,3,2021
"Desmond King II",11906,"CB","HST",1,21,21,5.3,13,0,39.6,1,4,0,11,5,0.52,3,2021
"Tavon Young",10738,"CB","BLT",1,16,16,16,3,0,79.2,1,1,0,1,2,0.06,3,2021
"Duke Shelley",49569,"CB","CHI",1,30,15,15,6,0,81.3,2,2,0,7,6,0.23,3,2021
"Chauncey Gardner-Johnson",49371,"CB","NO",1,43,14.3,8.6,20,0,84.6,3,5,0,39,7,0.91,3,2021
"Byron Murphy Jr.",44027,"CB","ARZ",1,28,14,14,1,1,60.4,2,2,0,16,5,0.57,3,2021
"Tevaughn Campbell",91247,"CB","LAC",1,41,13.7,8.2,27,0,74.6,3,5,0,27,16,0.66,3,2021
"Derwin James",51368,"S","LAC",1,13,13,4.3,27,0,42.4,1,3,0,5,1,0.38,3,2021
"Mike Hilton",10898,"CB","CIN",1,50,12.5,8.3,7,0,81.9,4,6,0,35,16,0.7,3,2021
"L'Jarius Sneed",40588,"CB","KC",1,23,11.5,11.5,16,0,79.2,2,2,0,5,1,0.22,3,2021
"Taylor Rapp",51172,"S","LA",1,21,10.5,4.2,26,0,53.8,2,5,0,22,12,1.05,3,2021
"De'Vondre Campbell",10749,"LB","GB",1,10,10,3.3,12,0,42.4,1,3,0,5,0,0.5,3,2021
"Johnathan Abram",34646,"S","LV",1,10,10,10,23,0,83.3,1,1,0,4,1,0.4,3,2021
"Michael Carter II",60644,"CB","NYJ",1,20,10,5,22,0,57.3,2,4,0,13,14,0.65,3,2021
"Daniel Sorensen",9253,"S","KC",1,10,10,10,16,0,91.7,1,1,0,6,5,0.6,3,2021
"Kenny Moore II",51596,"CB","IND",1,19,9.5,3.8,14,1,47.9,2,5,1,12,8,0.63,3,2021
"AJ Parker",55983,"CB","DET",1,19,9.5,6.3,11,0,149.3,2,3,1,60,18,3.16,3,2021
"Ross Cockrell",8744,"CB","TB",1,28,9.3,5.6,30,0,70.4,3,5,0,22,6,0.79,3,2021
"Kevin Byard",10698,"S","TEN",1,9,9,9,31,0,116.7,1,1,0,12,16,1.33,3,2021
"Jimmie Ward",8665,"S","SF",1,9,9,4.5,28,0,64.6,1,2,0,10,7,1.11,3,2021
"Deion Jones",10686,"LB","ATL",1,9,9,4.5,2,0,60.4,1,2,0,8,2,0.89,3,2021
"Isaiah Oliver",50393,"CB","ATL",1,27,9,4.5,2,0,63.2,3,6,0,28,19,1.04,3,2021
"Adoree' Jackson",11773,"CB","NYG",1,9,9,4.5,21,0,64.6,1,2,0,10,0,1.11,3,2021
"Byron Jones",9460,"CB","MIA",1,9,9,9,17,0,118.8,1,1,0,23,2,2.56,3,2021
"Jayron Kearse",10878,"S","DAL",1,9,9,4.5,9,0,58.3,1,2,0,7,-1,0.78,3,2021
"Nik Needham",50356,"CB","MIA",1,25,8.3,6.3,17,0,116.7,3,4,0,52,29,2.08,3,2021
"Malcolm Jenkins",4937,"S","NO",1,16,8,4,20,0,81.3,2,4,0,36,25,2.25,3,2021
"Tyrann Mathieu",7850,"S","KC",1,8,8,8,16,0,112.5,1,1,0,11,7,1.38,3,2021
"Anthony Harris",9895,"S","PHI",1,8,8,8,24,0,87.5,1,1,0,5,8,0.63,3,2021
"Maurice Canady",10843,"CB","DAL",1,8,8,8,9,0,118.8,1,1,0,41,1,5.13,3,2021
"Devin White",43089,"LB","TB",1,8,8,4,30,0,56.3,1,2,0,3,2,0.38,3,2021
"Tre Norwood",55675,"S","PIT",1,8,8,8,25,0,95.8,1,1,0,7,1,0.88,3,2021
"Deommodore Lenoir",55686,"CB","SF",1,7,7,7,28,0,79.2,1,1,0,3,3,0.43,3,2021
"Micah Hyde",7941,"S","BUF",1,7,7,3.5,4,0,95.8,1,2,1,2,0,0.29,3,2021
"Rayshawn Jenkins",11868,"S","JAX",1,13,6.5,6.5,15,0,87.5,2,2,0,10,9,0.77,3,2021
"Kendall Fuller",10718,"CB","WAS",1,36,6,5.1,32,0,110.7,6,7,0,74,23,2.06,3,2021
"David Long",29367,"LB","TEN",1,6,6,6,31,0,118.8,1,1,0,18,0,3,3,2021
"Eddie Jackson",11867,"S","CHI",1,6,6,6,6,0,158.3,1,1,1,13,0,2.17,3,2021
"Xavier McKinney",55775,"S","NYG",1,6,6,6,21,0,79.2,1,1,0,3,6,0.5,3,2021
"Jalen Thompson",49116,"S","ARZ",1,6,6,6,1,0,91.7,1,1,0,6,7,1,3,2021
"Ugo Amadi",49352,"CB","SEA",1,23,5.8,4.6,29,0,96.7,4,5,0,36,14,1.57,3,2021
"Chandon Sullivan",49349,"CB","GB",1,26,5.2,4.3,12,0,118.8,5,6,0,87,39,3.35,3,2021
"Jordan Whitehead",49196,"S","TB",1,5,5,5,30,0,83.3,1,1,0,4,6,0.8,3,2021
"Dee Delaney",31078,"CB","TB",1,5,5,5,30,0,118.8,1,1,0,22,8,4.4,3,2021
"Darnell Savage",34247,"S","GB",1,10,5,5,12,0,106.3,2,2,0,19,27,1.9,3,2021
"Lavonte David",7060,"LB","TB",1,5,5,5,30,0,91.7,1,1,0,6,2,1.2,3,2021
"Terrell Edmunds",51334,"S","PIT",1,5,5,5,25,0,100,1,1,0,8,5,1.6,3,2021
"Jabrill Peppers",11780,"S","NYG",1,10,5,3.3,21,0,109.7,2,3,0,39,16,3.9,3,2021
"Jamal Adams",11761,"S","SEA",1,5,5,5,29,0,118.8,1,1,0,14,7,2.8,3,2021
"Eric Murray",10740,"S","HST",1,5,5,5,13,0,100,1,1,0,8,-1,1.6,3,2021
"Denzel Perryman",9481,"LB","LV",1,19,4.8,4.8,23,0,95.8,4,4,0,28,8,1.47,3,2021
"Chris Claybrooks",76692,"CB","JAX",1,28,4.7,4.7,15,0,116.7,6,6,0,72,41,2.57,3,2021
"Alex Anzalone",11831,"LB","DET",1,9,4.5,4.5,11,0,87.5,2,2,0,10,0,1.11,3,2021
"Jalen Ramsey",10639,"CB","LA",1,30,4.3,4.3,26,0,103,7,7,0,61,39,2.03,3,2021
"Tremaine Edmunds",50905,"LB","BUF",1,4,4,4,4,0,95.8,1,1,0,7,2,1.75,3,2021
"Jordan Hicks",9517,"LB","ARZ",1,4,4,4,1,0,79.2,1,1,0,0,0,0,3,2021
"Shaq Thompson",9458,"LB","CAR",1,4,4,4,5,0,116.7,1,1,0,12,7,3,3,2021
"Xavien Howard",10672,"CB","MIA",1,11,3.7,2.2,17,0,129.2,3,5,1,45,12,4.09,3,2021
"Justin Coleman",9892,"CB","MIA",1,7,3.5,3.5,17,0,118.8,2,2,0,56,17,8,3,2021
"Marcus Maye",11794,"S","NYJ",1,7,3.5,3.5,22,0,118.8,2,2,0,34,15,4.86,3,2021
"K'Waun Williams",9332,"CB","SF",1,3,3,3,28,0,118.8,1,1,0,42,19,14,3,2021
"Dane Cruikshank",25546,"S","TEN",1,6,3,3,31,0,81.3,2,2,0,7,1,1.17,3,2021
"Tremon Smith",28196,"CB","HST",1,3,3,3,13,0,79.2,1,1,0,1,2,0.33,3,2021
"Logan Wilson",29623,"LB","CIN",1,6,3,3,7,0,85.4,2,2,0,9,3,1.5,3,2021
"Justin Strnad",42659,"LB","DEN",1,3,3,3,10,0,83.3,1,1,0,4,1,1.33,3,2021
"Jonathan Jones",11217,"CB","NE",1,9,3,2.3,19,0,128.1,3,4,1,23,14,2.56,3,2021
"Julian Blackmon",49434,"S","IND",1,3,3,3,14,0,104.2,1,1,0,9,4,3,3,2021
"Jaylon Smith",10668,"LB","DAL",1,3,3,3,9,0,79.2,1,1,0,0,5,0,3,2021
"Damien Wilson",9560,"LB","JAX",1,3,3,3,15,0,118.8,1,1,0,34,14,11.33,3,2021
"P.J. Williams",9511,"S","NO",1,6,3,3,20,0,93.8,2,2,0,13,9,2.17,3,2021
"Paulson Adebo",52280,"CB","NO",1,3,3,3,20,0,108.3,1,1,0,10,4,3.33,3,2021
"Matt Milano",11918,"LB","BUF",1,6,3,3,4,0,118.8,2,2,0,30,13,5,3,2021
"Chuck Clark",11941,"S","BLT",1,3,3,3,3,0,87.5,1,1,0,5,2,1.67,3,2021
"Devin Bush",27375,"LB","PIT",1,5,2.5,1.7,25,0,127.8,2,3,1,22,17,4.4,3,2021
"DeAndre Houston-Carson",10819,"S","CHI",1,5,2.5,2.5,6,0,102.1,2,2,0,17,2,3.4,3,2021
"Azeez Al-Shaair",49792,"LB","SF",1,7,2.3,2.3,28,0,97.2,3,3,0,22,7,3.14,3,2021
"Marcell Harris",51408,"LB","SF",1,4,2,2,28,0,91.7,2,2,0,12,13,3,3,2021
"James Bradberry",10696,"CB","NYG",1,2,2,2,21,0,83.3,1,1,0,4,2,2,3,2021
"Cole Holcomb",49753,"LB","WAS",1,2,2,2,32,0,87.5,1,1,0,5,3,2.5,3,2021
"Xavier Rhodes",7806,"CB","IND",1,2,2,2,14,0,118.8,1,1,0,15,10,7.5,3,2021
"Joe Schobert",10733,"LB","PIT",1,2,2,2,25,0,118.8,1,1,0,14,14,7,3,2021
"Alohi Gilman",41662,"S","LAC",1,2,2,2,27,0,91.7,1,1,0,6,10,3,3,2021
"Zaire Franklin",49834,"LB","IND",1,2,2,2,14,0,158.3,1,1,1,18,10,9,3,2021
"Drue Tranquill",51276,"LB","LAC",1,2,2,2,27,0,87.5,1,1,0,5,0,2.5,3,2021
"Patrick Queen",57941,"LB","BLT",1,2,2,2,3,0,104.2,1,1,0,9,15,4.5,3,2021
"Tre'Davious White",11782,"CB","BUF",1,2,2,2,4,0,118.8,1,1,0,15,1,7.5,3,2021
"Zach Cunningham",11812,"LB","HST",1,4,2,2,13,0,118.8,2,2,0,26,7,6.5,3,2021
"Akeem Davis-Gaither",34788,"LB","CIN",1,2,2,2,7,0,79.2,1,1,0,3,0,1.5,3,2021
"Mark Webb",61274,"S","LAC",1,3,1.5,1.5,27,0,118.8,2,2,0,35,3,11.67,3,2021
"Carlton Davis",49335,"CB","TB",1,3,1.5,1.5,30,0,158.3,2,2,1,42,33,14,3,2021
"Tyus Bowser",11802,"ED","BLT",1,3,1.5,1.5,3,0,102.1,2,2,0,17,19,5.67,3,2021
"Tyree Gillespie",60692,"S","LV",1,1,1,1,23,0,79.2,1,1,0,3,7,3,3,2021
"Patrick Peterson",6157,"CB","MIN",1,1,1,1,18,0,118.8,1,1,0,28,16,28,3,2021
"Terrell Lewis",42845,"ED","LA",1,2,1,1,26,0,112.5,2,2,0,22,18,11,3,2021
"Trevon Moehrig",77847,"S","LV",1,1,1,1,23,0,95.8,1,1,0,7,1,7,3,2021
"Xavier Woods",11946,"S","MIN",1,1,1,1,18,0,118.8,1,1,0,21,0,21,3,2021
"Andrew Sendejo",6118,"S","IND",1,1,1,1,14,0,79.2,1,1,0,-2,0,-2,3,2021
"Mike Hughes",34057,"CB","KC",1,1,1,1,16,0,104.2,1,1,0,9,2,9,3,2021
"Jerome Baker",28091,"LB","MIA",1,1,1,1,17,0,118.8,1,1,0,16,1,16,3,2021
"Jamin Davis",57905,"LB","WAS",1,1,1,1,32,0,79.2,1,1,0,0,-1,0,3,2021
"Bobby Wagner",7050,"LB","SEA",1,1,1,1,29,0,118.8,1,1,0,26,13,26,3,2021
"Dont'a Hightower",7030,"LB","NE",1,1,1,1,19,0,104.2,1,1,0,9,14,9,3,2021
"Emmanuel Moseley",50430,"CB","SF",1,1,1,1,28,0,79.2,1,1,0,2,3,2,3,2021
"Antonio Hamilton",11353,"CB","ARZ",1,8,,8,1,0,39.6,0,1,0,0,0,0,4,2021
"Jarrod Wilson",10902,"S","NYJ",1,8,,8,22,0,39.6,0,1,0,0,0,0,4,2021
"Trevon Moehrig",77847,"S","LV",1,2,,2,23,0,39.6,0,1,0,0,0,0,4,2021
"Trevon Diggs",41817,"CB","DAL",1,3,,3,9,1,0,0,1,0,0,0,0,4,2021
"Sione Takitaki",12666,"LB","CLV",1,1,,1,8,0,39.6,0,1,0,0,0,0,4,2021
"Budda Baker",11791,"S","ARZ",1,9,,9,1,0,39.6,0,1,0,0,0,0,4,2021
"Jamal Adams",11761,"S","SEA",1,11,,11,29,0,39.6,0,1,0,0,0,0,4,2021
"Mackensie Alexander",10688,"CB","MIN",1,19,,6.3,18,0,39.6,0,3,0,0,0,0,4,2021
"Jackrabbit Jenkins",7043,"CB","TEN",1,3,,3,31,0,39.6,0,1,0,0,0,0,4,2021
"Patrick Queen",57941,"LB","BLT",1,1,,1,3,0,39.6,0,1,0,0,0,0,4,2021
"A.J. Terrell",55586,"CB","ATL",1,7,,7,2,0,39.6,0,1,0,0,0,0,4,2021
"Harrison Smith",7641,"S","MIN",1,3,,3,18,0,39.6,0,1,0,0,0,0,4,2021
"Alec Ogletree",7811,"LB","CHI",1,1,,1,6,0,39.6,0,1,0,0,0,0,4,2021
"Tyrann Mathieu",7850,"S","KC",1,15,,15,16,0,39.6,0,1,0,0,0,0,4,2021
"Ross Cockrell",8744,"CB","TB",1,25,,12.5,30,0,39.6,0,2,0,0,0,0,4,2021
"Roderic Teamer",51405,"S","LV",1,2,,2,23,0,39.6,0,1,0,0,0,0,4,2021
"Sharrod Neasman",11050,"S","NYJ",1,7,,7,22,0,39.6,0,1,0,0,0,0,4,2021
"Shaquil Barrett",9000,"ED","TB",1,2,,2,30,0,39.6,0,1,0,0,0,0,4,2021
"Adrian Phillips",9177,"S","NE",1,3,,3,19,0,39.6,0,1,0,0,0,0,4,2021
"Jordyn Brooks",50851,"LB","SEA",1,1,,1,29,0,39.6,0,1,0,0,0,0,4,2021
"Torry McTyer",49357,"CB","WAS",1,18,,9,32,0,39.6,0,2,0,0,0,0,4,2021
"Ryan Neal",49132,"S","SEA",1,4,,4,29,0,39.6,0,1,0,0,0,0,4,2021
"Bryce Callahan",10000,"CB","DEN",1,13,,13,10,0,39.6,0,1,0,0,0,0,4,2021
"Brandon Stephens",45644,"S","BLT",1,6,,6,3,0,39.6,0,1,0,0,0,0,4,2021
"Daryl Worley",10711,"CB","DET",1,1,,1,11,0,39.6,0,1,0,0,0,0,4,2021
"Kenny Moore II",51596,"CB","IND",1,24,24,24,14,0,91.7,1,1,0,6,2,0.25,4,2021
"Tavierre Thomas",66931,"CB","HST",1,22,22,22,13,0,87.5,1,1,0,5,5,0.23,4,2021
"Jalen Ramsey",10639,"CB","LA",1,22,22,11,26,0,81.3,1,2,0,18,2,0.82,4,2021
"Michael Carter II",60644,"CB","NYJ",1,43,21.5,14.3,22,0,88.2,2,3,0,22,7,0.51,4,2021
"Cameron Lewis",49395,"CB","BUF",1,19,19,9.5,4,0,56.3,1,2,0,3,6,0.16,4,2021
"Tavon Young",10738,"CB","BLT",1,17,17,8.5,3,0,56.3,1,2,0,3,4,0.18,4,2021
"Jayron Kearse",10878,"S","DAL",1,15,15,15,9,0,87.5,1,1,0,5,3,0.33,4,2021
"Kyle Dugger",90621,"S","NE",1,14,14,4.7,19,0,45.1,1,3,0,11,0,0.79,4,2021
"Kenny Young",51029,"LB","LA",1,13,13,13,26,0,79.2,1,1,0,3,4,0.23,4,2021
"Byron Murphy Jr.",44027,"CB","ARZ",1,25,12.5,6.3,1,0,86.5,2,4,0,41,3,1.64,4,2021
"Jordan Whitehead",49196,"S","TB",1,12,12,12,30,0,116.7,1,1,0,12,16,1,4,2021
"Marlon Humphrey",11771,"CB","BLT",1,12,12,12,3,0,104.2,1,1,0,9,10,0.75,4,2021
"Nik Needham",50356,"CB","MIA",1,24,12,8,17,0,70.1,2,3,0,-1,3,-0.04,4,2021
"Kamren Curl",55800,"S","WAS",1,24,12,12,32,0,97.9,2,2,0,15,4,0.63,4,2021
"Chandon Sullivan",49349,"CB","GB",1,33,11,8.3,12,0,87.5,3,4,0,22,17,0.67,4,2021
"Arthur Maulet",12224,"CB","PIT",1,11,11,5.5,25,0,77.1,1,2,0,16,13,1.45,4,2021
"Jourdan Lewis",11846,"CB","DAL",1,33,11,8.3,9,0,88.5,3,4,0,23,8,0.7,4,2021
"L'Jarius Sneed",40588,"CB","KC",1,40,10,5.7,16,0,117.3,4,7,1,47,35,1.18,4,2021
"Andrew Sendejo",6118,"S","IND",1,10,10,3.3,14,0,81.9,1,3,1,1,1,0.1,4,2021
"Rayshawn Jenkins",11868,"S","JAX",1,10,10,10,15,0,95.8,1,1,0,7,2,0.7,4,2021
"Troy Hill",9881,"CB","CLV",1,29,9.7,4.8,8,0,59.7,3,6,0,23,13,0.79,4,2021
"Jalen Mills",10867,"CB","NE",1,28,9.3,7,19,0,116.7,3,4,0,57,13,2.04,4,2021
"Tevaughn Campbell",91247,"CB","LAC",1,28,9.3,9.3,27,0,100,3,3,0,24,21,0.86,4,2021
"Bradley Roby",8666,"CB","NO",1,9,9,9,20,0,79.2,1,1,0,3,0,0.33,4,2021
"Justin Reid",49048,"S","HST",1,9,9,4.5,13,0,95.8,1,2,1,1,0,0.11,4,2021
"Nate Hobbs",55948,"CB","LV",1,26,8.7,8.7,23,0,116.7,3,3,0,36,30,1.38,4,2021
"Kareem Jackson",5545,"S","DEN",1,8,8,4,10,0,72.9,1,2,0,14,1,1.75,4,2021
"Anthony Brown",10823,"CB","DAL",1,8,8,2.7,9,0,42.4,1,3,0,9,7,1.13,4,2021
"Chauncey Gardner-Johnson",49371,"CB","NO",1,30,7.5,7.5,20,0,104.2,4,4,0,36,25,1.2,4,2021
"De'Vondre Campbell",10749,"LB","GB",1,7,7,2.3,12,0,42.4,1,3,0,2,1,0.29,4,2021
"Xavier McKinney",55775,"S","NYG",1,7,7,7,21,0,87.5,1,1,0,5,2,0.71,4,2021
"Avery Williams",42873,"CB","ATL",1,25,6.3,3.6,2,0,75.9,4,7,0,44,39,1.76,4,2021
"Eric Rowe",9480,"S","MIA",1,19,6.3,6.3,17,0,120.1,3,3,1,10,11,0.53,4,2021
"Duke Shelley",49569,"CB","CHI",1,38,6.3,4.8,6,0,96.4,6,8,0,61,39,1.61,4,2021
"Derwin James",51368,"S","LAC",1,12,6,6,27,0,91.7,2,2,0,12,11,1,4,2021
"J.C. Jackson",42781,"CB","NE",1,12,6,6,19,0,112.5,2,2,0,22,5,1.83,4,2021
"Taylor Rapp",51172,"S","LA",1,12,6,6,26,0,116.7,2,2,0,24,16,2,4,2021
"Leighton Vander Esch",50950,"LB","DAL",1,6,6,6,9,0,95.8,1,1,0,7,4,1.17,4,2021
"Ugo Amadi",49352,"CB","SEA",1,12,6,6,29,0,147.9,2,2,1,20,12,1.67,4,2021
"Anthony Hitchens",8754,"LB","KC",1,6,6,6,16,0,118.8,1,1,0,14,4,2.33,4,2021
"Shaquill Griffin",11845,"CB","JAX",1,6,6,6,15,0,79.2,1,1,0,0,0,0,4,2021
"Bobby Okereke",50954,"LB","IND",1,6,6,6,14,0,100,1,1,0,8,7,1.33,4,2021
"Terrell Edmunds",51334,"S","PIT",1,18,6,4.5,25,0,137.5,3,4,1,32,19,1.78,4,2021
"Kristian Fulton",42894,"CB","TEN",1,16,5.3,5.3,31,0,158.3,3,3,1,43,7,2.69,4,2021
"Avonte Maddox",50543,"CB","PHI",1,26,5.2,5.2,24,0,95.8,5,5,0,35,20,1.35,4,2021
"Eric Wilson",38587,"LB","PHI",1,5,5,5,24,0,131.3,1,1,1,6,0,1.2,4,2021
"Minkah Fitzpatrick",51206,"S","PIT",1,5,5,5,25,0,118.8,1,1,1,1,0,0.2,4,2021
"Lonnie Johnson Jr.",55615,"S","HST",1,5,5,1.7,13,0,42.4,1,3,0,8,1,1.6,4,2021
"Marco Wilson",55592,"CB","ARZ",1,5,5,5,1,0,118.8,1,1,0,18,9,3.6,4,2021
"Malcolm Jenkins",4937,"S","NO",1,5,5,5,20,0,95.8,1,1,0,7,2,1.4,4,2021
"Azeez Al-Shaair",49792,"LB","SF",1,5,5,5,28,0,156.3,1,1,1,12,7,2.4,4,2021
"Dontae Johnson",8764,"CB","SF",1,9,4.5,4.5,28,0,81.3,2,2,0,7,11,0.78,4,2021
"Tre Herndon",50380,"CB","JAX",1,26,4.3,3.7,15,0,158.3,6,7,1,90,50,3.46,4,2021
"Blake Lynch",47621,"LB","MIN",1,4,4,2,18,0,62.5,1,2,0,9,4,2.25,4,2021
"Denzel Perryman",9481,"LB","LV",1,4,4,4,23,0,118.8,1,1,0,13,3,3.25,4,2021
"Marquise Blair",56263,"CB","SEA",1,4,4,4,29,0,95.8,1,1,0,7,10,1.75,4,2021
"William Jackson III",10658,"CB","WAS",1,4,4,4,32,0,95.8,1,1,0,7,1,1.75,4,2021
"Richard Sherman",6306,"CB","TB",1,4,4,4,30,0,116.7,1,1,0,12,8,3,4,2021
"Darius Leonard",49684,"LB","IND",1,8,4,4,14,0,118.8,2,2,0,26,12,3.25,4,2021
"Isaiah Oliver",50393,"CB","ATL",1,4,4,4,2,0,104.2,1,1,0,9,4,2.25,4,2021
"Cameron Sutton",11850,"CB","PIT",1,4,4,4,25,0,118.8,1,1,0,25,4,6.25,4,2021
"Nasir Adderley",33880,"S","LAC",1,4,4,4,27,0,118.8,1,1,1,3,0,0.75,4,2021
"Shaq Thompson",9458,"LB","CAR",1,4,4,4,5,0,108.3,1,1,0,10,6,2.5,4,2021
"Jalen Thompson",49116,"S","ARZ",1,8,4,2.7,1,0,75.7,2,3,0,13,3,1.63,4,2021
"M.J. Stewart",49397,"S","CLV",1,11,3.7,3.7,8,0,81.9,3,3,0,11,9,1,4,2021
"Julian Love",51081,"S","NYG",1,7,3.5,3.5,21,0,118.8,2,2,0,30,24,4.29,4,2021
"Justin Simmons",10732,"S","DEN",1,10,3.3,2,10,0,92.1,3,5,0,48,24,4.8,4,2021
"Jordan Fuller",45326,"S","LA",1,10,3.3,3.3,26,0,116.7,3,3,0,36,50,3.6,4,2021
"Deion Jones",10686,"LB","ATL",1,3,3,3,2,0,83.3,1,1,0,4,5,1.33,4,2021
"Chris Jackson",42512,"CB","TEN",1,6,3,3,31,0,85.4,2,2,0,9,4,1.5,4,2021
"John Johnson III",11847,"S","CLV",1,3,3,3,8,0,79.2,1,1,0,1,3,0.33,4,2021
"Ashtyn Davis",49560,"S","NYJ",1,3,3,3,22,0,116.7,1,1,0,12,1,4,4,2021
"Quincy Williams",49779,"LB","NYJ",1,3,3,1.5,22,0,75,1,2,0,15,19,5,4,2021
"Myles Jack",10670,"LB","JAX",1,6,3,3,15,0,106.3,2,2,0,19,6,3.17,4,2021
"Anthony Averett",50365,"CB","BLT",1,3,3,3,3,0,112.5,1,1,0,11,4,3.67,4,2021
"Adoree' Jackson",11773,"CB","NYG",1,6,3,2,21,0,95.1,2,3,0,27,16,4.5,4,2021
