p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play,week,year,plyr_number
richardrodgers_lac_2022_6,lac_2022_6,richardrodgers_lac_2022,lac_2022,richardrodgers,8733,te,lac,1,0,27,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mattfarniok_dal_2022_6,dal_2022_6,mattfarniok_dal_2022,dal_2022,mattfarniok,41585,g,dal,1,0,9,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jordanakins_hou_2022_6,hou_2022_6,jordanakins_hou_2022,hou_2022,jordanakins,47050,te,hou,1,0,13,70.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kendallblanton_lar_2022_6,lar_2022_6,kendallblanton_lar_2022,lar_2022,kendallblanton,47311,te,lar,1,0,26,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brandonwalton_tb_2022_6,tb_2022_6,brandonwalton_tb_2022,tb_2022,brandonwalton,41533,t,tb,1,0,30,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
trevonwesco_chi_2022_6,chi_2022_6,trevonwesco_chi_2022,chi_2022,trevonwesco,42018,te,chi,1,0,6,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
rossdwelley_sf_2022_6,sf_2022_6,rossdwelley_sf_2022,sf_2022,rossdwelley,20994,te,sf,1,0,28,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
willharris_det_2022_6,det_2022_6,willharris_det_2022,det_2022,willharris,51336,cb,det,1,0,11,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
colbyparkinson_sea_2022_6,sea_2022_6,colbyparkinson_sea_2022,sea_2022,colbyparkinson,52266,te,sea,1,0,29,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
stephenanderson_ari_2022_6,ari_2022_6,stephenanderson_ari_2022,ari_2022,stephenanderson,11160,te,ari,1,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
darrenwaller_lv_2022_6,lv_2022_6,darrenwaller_lv_2022,lv_2022,darrenwaller,9637,te,lv,1,0,23,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
maxxwilliams_ari_2022_6,ari_2022_6,maxxwilliams_ari_2022,ari_2022,maxxwilliams,9488,te,ari,1,0,1,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
loganthomas_was_2022_6,was_2022_6,loganthomas_was_2022,was_2022,loganthomas,8755,te,was,1,0,32,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamesmitchell_det_2022_6,det_2022_6,jamesmitchell_det_2022,det_2022,jamesmitchell,77885,te,det,1,0,11,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kylepitts_atl_2022_6,atl_2022_6,kylepitts_atl_2022,atl_2022,kylepitts,83964,te,atl,1,0,2,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
zachertz_ari_2022_6,ari_2022_6,zachertz_ari_2022,ari_2022,zachertz,7816,te,ari,1,0,1,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dawsonknox_buf_2022_6,buf_2022_6,dawsonknox_buf_2022,buf_2022,dawsonknox,35883,te,buf,1,0,4,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
charlieheck_hou_2022_6,hou_2022_6,charlieheck_hou_2022,hou_2022,charlieheck,36501,t,hou,1,0,13,72.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
masoncole_pit_2022_6,pit_2022_6,masoncole_pit_2022,pit_2022,masoncole,45547,ol,pit,1,0,25,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
danmoorejr_pit_2022_6,pit_2022_6,danmoorejr_pit_2022,pit_2022,danmoorejr,60120,t,pit,1,0,25,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
chukwumaokorafor_pit_2022_6,pit_2022_6,chukwumaokorafor_pit_2022,pit_2022,chukwumaokorafor,46302,t,pit,1,0,25,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kevindotson_pit_2022_6,pit_2022_6,kevindotson_pit_2022,pit_2022,kevindotson,46735,g,pit,1,1,25,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamesdaniels_pit_2022_6,pit_2022_6,jamesdaniels_pit_2022,pit_2022,jamesdaniels,45576,g,pit,1,0,25,64.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
roberthainsey_tb_2022_6,tb_2022_6,roberthainsey_tb_2022,tb_2022,roberthainsey,59980,ol,tb,1,0,30,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
shaqmason_tb_2022_6,tb_2022_6,shaqmason_tb_2022,tb_2022,shaqmason,9564,g,tb,1,0,30,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lukegoedeke_tb_2022_6,tb_2022_6,lukegoedeke_tb_2022,tb_2022,lukegoedeke,77548,g,tb,1,0,30,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tristanwirfs_tb_2022_6,tb_2022_6,tristanwirfs_tb_2022,tb_2022,tristanwirfs,64818,t,tb,1,0,30,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
donovansmith_tb_2022_6,tb_2022_6,donovansmith_tb_2022,tb_2022,donovansmith,9467,t,tb,1,0,30,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
quentonnelson_ind_2022_6,ind_2022_6,quentonnelson_ind_2022,ind_2022,quentonnelson,12954,g,ind,1,0,14,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
bernhardraimann_ind_2022_6,ind_2022_6,bernhardraimann_ind_2022,ind_2022,bernhardraimann,77948,t,ind,1,1,14,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mattpryor_ind_2022_6,ind_2022_6,mattpryor_ind_2022,ind_2022,mattpryor,46647,t,ind,1,0,14,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
bradensmith_ind_2022_6,ind_2022_6,bradensmith_ind_2022,ind_2022,bradensmith,46794,t,ind,1,0,14,83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
bradychristensen_car_2022_6,car_2022_6,bradychristensen_car_2022,car_2022,bradychristensen,51985,g,car,1,0,5,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ikemekwonu_car_2022_6,car_2022_6,ikemekwonu_car_2022,car_2022,ikemekwonu,98286,t,car,1,0,5,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
austincorbett_car_2022_6,car_2022_6,austincorbett_car_2022,car_2022,austincorbett,46290,g,car,1,0,5,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
taylormoton_car_2022_6,car_2022_6,taylormoton_car_2022,car_2022,taylormoton,11819,t,car,1,0,5,80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
patelflein_car_2022_6,car_2022_6,patelflein_car_2022,car_2022,patelflein,11825,ol,car,1,0,5,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
andrewwylie_kc_2022_6,kc_2022_6,andrewwylie_kc_2022,kc_2022,andrewwylie,12333,t,kc,1,0,16,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
orlandobrownjr_kc_2022_6,kc_2022_6,orlandobrownjr_kc_2022,kc_2022,orlandobrownjr,46227,t,kc,1,0,16,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jawaantaylor_jax_2022_6,jax_2022_6,jawaantaylor_jax_2022,jax_2022,jawaantaylor,41665,t,jax,1,0,15,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
camrobinson_jax_2022_6,jax_2022_6,camrobinson_jax_2022,jax_2022,camrobinson,11789,t,jax,1,0,15,78.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brandonscherff_jax_2022_6,jax_2022_6,brandonscherff_jax_2022,jax_2022,brandonscherff,9438,g,jax,1,0,15,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lukefortner_jax_2022_6,jax_2022_6,lukefortner_jax_2022,jax_2022,lukefortner,42028,ol,jax,1,0,15,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
creedhumphrey_kc_2022_6,kc_2022_6,creedhumphrey_kc_2022,kc_2022,creedhumphrey,59996,ol,kc,1,0,16,84.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joethuney_kc_2022_6,kc_2022_6,joethuney_kc_2022,kc_2022,joethuney,10712,g,kc,1,0,16,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
nickallegretti_kc_2022_6,kc_2022_6,nickallegretti_kc_2022,kc_2022,nickallegretti,39268,g,kc,1,0,16,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jeremiahkolone_lar_2022_6,lar_2022_6,jeremiahkolone_lar_2022,lar_2022,jeremiahkolone,46167,ol,lar,1,0,26,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
josephnoteboom_lar_2022_6,lar_2022_6,josephnoteboom_lar_2022,lar_2022,josephnoteboom,46249,t,lar,1,0,26,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
robhavenstein_lar_2022_6,lar_2022_6,robhavenstein_lar_2022,lar_2022,robhavenstein,9490,t,lar,1,0,26,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alaricjackson_lar_2022_6,lar_2022_6,alaricjackson_lar_2022,lar_2022,alaricjackson,40972,g,lar,1,0,26,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
edingram_min_2022_6,min_2022_6,edingram_min_2022,min_2022,edingram,59819,g,min,1,0,18,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ezracleveland_min_2022_6,min_2022_6,ezracleveland_min_2022,min_2022,ezracleveland,41973,g,min,1,0,18,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
garrettbradbury_min_2022_6,min_2022_6,garrettbradbury_min_2022,min_2022,garrettbradbury,46013,ol,min,1,0,18,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
christiandarrisaw_min_2022_6,min_2022_6,christiandarrisaw_min_2022,min_2022,christiandarrisaw,77373,t,min,1,0,18,90.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brianoneill_min_2022_6,min_2022_6,brianoneill_min_2022,min_2022,brianoneill,46854,t,min,1,0,18,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
nickmartin_was_2022_6,was_2022_6,nickmartin_was_2022,was_2022,nickmartin,10684,ol,was,1,0,32,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
saahdiqcharles_was_2022_6,was_2022_6,saahdiqcharles_was_2022,was_2022,saahdiqcharles,59820,g,was,1,0,32,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
corneliuslucas_was_2022_6,was_2022_6,corneliuslucas_was_2022,was_2022,corneliuslucas,9025,t,was,1,0,32,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
charleslenojr_was_2022_6,was_2022_6,charleslenojr_was_2022,was_2022,charleslenojr,8880,t,was,1,0,32,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
andrewnorwell_was_2022_6,was_2022_6,andrewnorwell_was_2022,was_2022,andrewnorwell,9126,g,was,1,0,32,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
daltonrisner_den_2022_6,den_2022_6,daltonrisner_den_2022,den_2022,daltonrisner,47008,g,den,1,0,10,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
cameronfleming_den_2022_6,den_2022_6,cameronfleming_den_2022,den_2022,cameronfleming,8775,t,den,1,0,10,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lloydcushenberryiii_den_2022_6,den_2022_6,lloydcushenberryiii_den_2022,den_2022,lloydcushenberryiii,41924,ol,den,1,0,10,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
grahamglasgow_den_2022_6,den_2022_6,grahamglasgow_den_2022,den_2022,grahamglasgow,10729,g,den,1,0,10,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
djhumphries_ari_2022_6,ari_2022_6,djhumphries_ari_2022,ari_2022,djhumphries,9457,t,ari,1,0,1,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
seanharlow_ari_2022_6,ari_2022_6,seanharlow_ari_2022,ari_2022,seanharlow,11891,ol,ari,1,0,1,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinpugh_ari_2022_6,ari_2022_6,justinpugh_ari_2022,ari_2022,justinpugh,7800,g,ari,1,0,1,40.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kelvinbeachum_ari_2022_6,ari_2022_6,kelvinbeachum_ari_2022,ari_2022,kelvinbeachum,7229,t,ari,1,0,1,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
willhernandez_ari_2022_6,ari_2022_6,willhernandez_ari_2022,ari_2022,willhernandez,46180,g,ari,1,0,1,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joshmyers_gb_2022_6,gb_2022_6,joshmyers_gb_2022,gb_2022,joshmyers,59992,ol,gb,1,0,12,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
roycenewman_gb_2022_6,gb_2022_6,roycenewman_gb_2022,gb_2022,roycenewman,41746,g,gb,1,0,12,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jonrunyan_gb_2022_6,gb_2022_6,jonrunyan_gb_2022,gb_2022,jonrunyan,36661,g,gb,1,0,12,87.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
elgtonjenkins_gb_2022_6,gb_2022_6,elgtonjenkins_gb_2022,gb_2022,elgtonjenkins,46298,t,gb,1,0,12,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
laelcollins_cin_2022_6,cin_2022_6,laelcollins_cin_2022,cin_2022,laelcollins,9719,t,cin,1,0,7,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alexcappa_cin_2022_6,cin_2022_6,alexcappa_cin_2022,cin_2022,alexcappa,66578,g,cin,1,0,7,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tedkarras_cin_2022_6,cin_2022_6,tedkarras_cin_2022,cin_2022,tedkarras,10855,ol,cin,1,0,7,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
cordellvolson_cin_2022_6,cin_2022_6,cordellvolson_cin_2022,cin_2022,cordellvolson,30614,g,cin,1,0,7,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jonahjackson_det_2022_6,det_2022_6,jonahjackson_det_2022,det_2022,jonahjackson,37070,g,det,1,0,11,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
frankragnow_det_2022_6,det_2022_6,frankragnow_det_2022,det_2022,frankragnow,39137,ol,det,1,0,11,70.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
taylordecker_det_2022_6,det_2022_6,taylordecker_det_2022,det_2022,taylordecker,10650,t,det,1,0,11,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
isaacseumalo_phi_2022_6,phi_2022_6,isaacseumalo_phi_2022,phi_2022,isaacseumalo,10713,g,phi,1,0,24,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
peneisewell_det_2022_6,det_2022_6,peneisewell_det_2022,det_2022,peneisewell,81788,t,det,1,0,11,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
roberthunt_mia_2022_6,mia_2022_6,roberthunt_mia_2022,mia_2022,roberthunt,46139,g,mia,1,0,17,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lanejohnson_phi_2022_6,phi_2022_6,lanejohnson_phi_2022,phi_2022,lanejohnson,7786,t,phi,1,0,24,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
liameichenberg_mia_2022_6,mia_2022_6,liameichenberg_mia_2022,mia_2022,liameichenberg,41851,g,mia,1,0,17,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
connorwilliams_mia_2022_6,mia_2022_6,connorwilliams_mia_2022,mia_2022,connorwilliams,46216,ol,mia,1,0,17,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jackdriscoll_phi_2022_6,phi_2022_6,jackdriscoll_phi_2022,phi_2022,jackdriscoll,27064,t,phi,1,0,24,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
greglittle_mia_2022_6,mia_2022_6,greglittle_mia_2022,mia_2022,greglittle,46254,t,mia,1,0,17,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamareesalyer_lac_2022_6,lac_2022_6,jamareesalyer_lac_2022,lac_2022,jamareesalyer,81656,t,lac,1,0,27,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ryanbates_buf_2022_6,buf_2022_6,ryanbates_buf_2022,buf_2022,ryanbates,28300,g,buf,1,0,4,87.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
zionjohnson_lac_2022_6,lac_2022_6,zionjohnson_lac_2022,lac_2022,zionjohnson,99681,g,lac,1,0,27,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
coreylinsley_lac_2022_6,lac_2022_6,coreylinsley_lac_2022,lac_2022,coreylinsley,8796,ol,lac,1,0,27,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dannypinter_ind_2022_6,ind_2022_6,dannypinter_ind_2022,ind_2022,dannypinter,47339,g,ind,1,0,14,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mattfeiler_lac_2022_6,lac_2022_6,mattfeiler_lac_2022,lac_2022,mattfeiler,9289,g,lac,1,0,27,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
