p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year,plyr_number
cjmosley_nyj_2022_6,nyj_2022_6,cjmosley_nyj_2022,nyj_2022,cjmosley,8652,lb,nyj,1,1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jimmieward_sf_2022_6,sf_2022_6,jimmieward_sf_2022,sf_2022,jimmieward,8665,s,sf,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
bradleyroby_no_2022_6,no_2022_6,bradleyroby_no_2022,no_2022,bradleyroby,8666,cb,no,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
demarcuslawrence_dal_2022_6,dal_2022_6,demarcuslawrence_dal_2022,dal_2022,demarcuslawrence,8669,ed,dal,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kylevannoy_lac_2022_6,lac_2022_6,kylevannoy_lac_2022,lac_2022,kylevannoy,8675,ed,lac,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lamarcusjoyner_nyj_2022_6,nyj_2022_6,lamarcusjoyner_nyj_2022,nyj_2022,lamarcusjoyner,8676,s,nyj,1,1,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
christiankirksey_hou_2022_6,hou_2022_6,christiankirksey_hou_2022,hou_2022,christiankirksey,8706,lb,hou,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinellis_nyg_2022_6,nyg_2022_6,justinellis_nyg_2022,nyg_2022,justinellis,8742,di,nyg,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
daquanjones_buf_2022_6,buf_2022_6,daquanjones_buf_2022,buf_2022,daquanjones,8747,di,buf,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brenturban_bal_2022_6,bal_2022_6,brenturban_bal_2022,bal_2022,brenturban,8769,di,bal,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
devonkennard_ari_2022_6,ari_2022_6,devonkennard_ari_2022,ari_2022,devonkennard,8809,ed,ari,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
shelbyharris_sea_2022_6,sea_2022_6,shelbyharris_sea_2022,sea_2022,shelbyharris,8869,di,sea,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
terrancemitchell_ten_2022_6,ten_2022_6,terrancemitchell_ten_2022,ten_2022,terrancemitchell,8888,cb,ten,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
denicoautry_ten_2022_6,ten_2022_6,denicoautry_ten_2022,ten_2022,denicoautry,8982,ed,ten,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
shaquilbarrett_tb_2022_6,tb_2022_6,shaquilbarrett_tb_2022,tb_2022,shaquilbarrett,9000,ed,tb,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
christianjones_sea_2022_6,sea_2022_6,christianjones_sea_2022,sea_2022,christianjones,9020,ed,sea,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kerryhyder_sf_2022_6,sf_2022_6,kerryhyder_sf_2022,sf_2022,kerryhyder,9045,ed,sf,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
adrianphillips_ne_2022_6,ne_2022_6,adrianphillips_ne_2022,ne_2022,adrianphillips,9177,s,ne,1,2,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
danielsorensen_no_2022_6,no_2022_6,danielsorensen_no_2022,no_2022,danielsorensen,9253,s,no,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joethomas_chi_2022_6,chi_2022_6,joethomas_chi_2022,chi_2022,joethomas,9272,lb,chi,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mikepennel_chi_2022_6,chi_2022_6,mikepennel_chi_2022,chi_2022,mikepennel,9316,di,chi,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kwaunwilliams_den_2022_6,den_2022_6,kwaunwilliams_den_2022,den_2022,kwaunwilliams,9332,cb,den,1,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dantefowlerjr_dal_2022_6,dal_2022_6,dantefowlerjr_dal_2022,dal_2022,dantefowlerjr,9436,ed,dal,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
marcuspeters_bal_2022_6,bal_2022_6,marcuspeters_bal_2022,bal_2022,marcuspeters,9451,cb,bal,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
shaqthompson_car_2022_6,car_2022_6,shaqthompson_car_2022,car_2022,shaqthompson,9458,lb,car,1,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
marioedwardsjr_ten_2022_6,ten_2022_6,marioedwardsjr_ten_2022,ten_2022,marioedwardsjr,9468,ed,ten,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
prestonsmith_gb_2022_6,gb_2022_6,prestonsmith_gb_2022,gb_2022,prestonsmith,9471,ed,gb,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
erickendricks_min_2022_6,min_2022_6,erickendricks_min_2022,min_2022,erickendricks,9478,lb,min,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ericrowe_mia_2022_6,mia_2022_6,ericrowe_mia_2022,mia_2022,ericrowe,9480,s,mia,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
denzelperryman_lv_2022_6,lv_2022_6,denzelperryman_lv_2022,lv_2022,denzelperryman,9481,lb,lv,1,2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jordanphillips_buf_2022_6,buf_2022_6,jordanphillips_buf_2022,buf_2022,jordanphillips,9485,di,buf,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
markusgolden_ari_2022_6,ari_2022_6,markusgolden_ari_2022,ari_2022,markusgolden,9491,ed,ari,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
frankclark_kc_2022_6,kc_2022_6,frankclark_kc_2022,kc_2022,frankclark,9496,ed,kc,1,0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jordanhicks_min_2022_6,min_2022_6,jordanhicks_min_2022,min_2022,jordanhicks,9517,lb,min,1,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
daniellehunter_min_2022_6,min_2022_6,daniellehunter_min_2022,min_2022,daniellehunter,9521,ed,min,1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
carldavis_ne_2022_6,ne_2022_6,carldavis_ne_2022,ne_2022,carldavis,9523,di,ne,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
