p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,week,year,plyr_number
rudyford_gb_2022_6,gb_2022_6,rudyford_gb_2022,gb_2022,rudyford,11963,s,gb,1,2,,2.0,0,0,0,0,0,0,0,0,0,6,2022,6
eddiejackson_chi_2022_6,chi_2022_6,eddiejackson_chi_2022,chi_2022,eddiejackson,11867,s,chi,1,1,,1.0,0,0,0,0,0,0,0,0,0,6,2022,6
marcusepps_phi_2022_6,phi_2022_6,marcusepps_phi_2022,phi_2022,marcusepps,51391,s,phi,1,3,,3.0,0,0,0,0,0,0,0,0,0,6,2022,6
minkahfitzpatrick_pit_2022_6,pit_2022_6,minkahfitzpatrick_pit_2022,pit_2022,minkahfitzpatrick,51206,s,pit,1,8,,8.0,0,0,0,0,0,0,0,0,0,6,2022,6
robertspillane_pit_2022_6,pit_2022_6,robertspillane_pit_2022,pit_2022,robertspillane,50918,lb,pit,1,4,,4.0,0,0,0,0,0,0,0,0,0,6,2022,6
nikneedham_mia_2022_6,mia_2022_6,nikneedham_mia_2022,mia_2022,nikneedham,50356,cb,mia,1,3,,3.0,0,0,0,0,0,0,0,0,0,6,2022,6
jordanpoyer_buf_2022_6,buf_2022_6,jordanpoyer_buf_2022,buf_2022,jordanpoyer,8000,s,buf,1,10,,5.0,0,0,0,0,0,0,0,0,0,6,2022,6
israelmukuamu_dal_2022_6,dal_2022_6,israelmukuamu_dal_2022,dal_2022,israelmukuamu,83377,s,dal,1,11,,11.0,0,0,0,0,0,0,0,0,0,6,2022,6
taecrowder_nyg_2022_6,nyg_2022_6,taecrowder_nyg_2022,nyg_2022,taecrowder,35774,lb,nyg,1,2,,2.0,0,0,0,0,0,0,0,0,0,6,2022,6
xavienhoward_mia_2022_6,mia_2022_6,xavienhoward_mia_2022,mia_2022,xavienhoward,10672,cb,mia,1,3,,3.0,0,0,0,0,0,0,0,0,0,6,2022,6
blakecashman_hou_2022_6,hou_2022_6,blakecashman_hou_2022,hou_2022,blakecashman,35413,lb,hou,1,1,,1.0,0,0,0,0,0,0,0,0,0,6,2022,6
rodneythomasii_ind_2022_6,ind_2022_6,rodneythomasii_ind_2022,ind_2022,rodneythomasii,108389,s,ind,1,3,,3.0,0,0,0,0,0,0,0,0,0,6,2022,6
akeemdavisgaither_cin_2022_6,cin_2022_6,akeemdavisgaither_cin_2022,cin_2022,akeemdavisgaither,34788,lb,cin,1,1,,1.0,0,0,0,0,0,0,0,0,0,6,2022,6
tashaungipsonsr_sf_2022_6,sf_2022_6,tashaungipsonsr_sf_2022,sf_2022,tashaungipsonsr,7288,s,sf,1,6,,6.0,0,0,0,0,0,0,0,0,0,6,2022,6
dariusharris_kc_2022_6,kc_2022_6,dariusharris_kc_2022,kc_2022,dariusharris,29188,lb,kc,1,1,,1.0,0,0,0,0,0,0,0,0,0,6,2022,6
mattmilano_buf_2022_6,buf_2022_6,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,14,14.0,14.0,0,0,0,0,0,0,0,0,0,6,2022,6
rayshawnjenkins_jax_2022_6,jax_2022_6,rayshawnjenkins_jax_2022,jax_2022,rayshawnjenkins,11868,s,jax,1,12,12.0,6.0,0,0,0,0,0,0,0,0,0,6,2022,6
