team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.55,0.49,0.32,0.83,0.62,0.52,0.83,0.58
car_2022_4,2022,car,4,ari,0.25,0.3,0.34,0.13,0.42,0.43,0.5,0.43
car_2022_1,2022,car,1,cle,0.32,0.36,0.43,0.1,0.43,0.55,0.31,0.51
car_2022_3,2022,car,3,no,0.53,0.58,0.41,0.64,0.41,0.35,0.8,0.76
car_2022_5,2022,car,5,sf,0.31,0.52,0.42,0.53,0.18,0.29,0.25,0.59
lar_2022_2,2022,lar,2,atl,0.49,0.69,0.58,0.62,0.53,0.42,0.79,0.0
lar_2022_4,2022,lar,4,sf,0.36,0.46,0.43,0.34,0.31,0.27,0.61,0.67
lar_2022_1,2022,lar,1,buf,0.28,0.33,0.38,0.21,0.4,0.35,0.89,0.52
lar_2022_3,2022,lar,3,ari,0.63,0.68,0.63,0.66,0.51,0.52,0.56,0.61
lar_2022_5,2022,lar,5,dal,0.44,0.48,0.47,0.15,0.61,0.86,0.36,0.18
tb_2022_2,2022,tb,2,no,0.58,0.38,0.47,0.12,0.83,0.79,0.55,0.53
tb_2022_4,2022,tb,4,kc,0.68,0.97,0.75,0.42,0.38,0.51,0.26,0.3
tb_2022_1,2022,tb,1,dal,0.72,0.6,0.5,0.58,0.81,0.77,0.57,0.5
tb_2022_3,2022,tb,3,gb,0.58,0.53,0.56,0.11,0.6,0.51,0.82,0.6
tb_2022_5,2022,tb,5,atl,0.68,0.74,0.63,0.55,0.56,0.6,0.5,0.52
den_2022_2,2022,den,2,hou,0.63,0.59,0.5,0.64,0.67,0.71,0.42,0.48
den_2022_4,2022,den,4,lv,0.47,0.59,0.6,0.31,0.37,0.47,0.34,0.59
den_2022_1,2022,den,1,sea,0.51,0.49,0.61,0.12,0.61,0.51,0.85,0.43
den_2022_3,2022,den,3,sf,0.59,0.47,0.44,0.38,0.72,0.69,0.61,0.55
den_2022_5,2022,den,5,ind,0.5,0.42,0.37,0.58,0.76,0.76,0.55,0.22
ari_2022_2,2022,ari,2,lv,0.47,0.54,0.4,0.69,0.46,0.43,0.7,0.5
ari_2022_4,2022,ari,4,car,0.69,0.63,0.56,0.53,0.66,0.6,0.75,0.63
ari_2022_1,2022,ari,1,kc,0.22,0.46,0.46,0.23,0.14,0.24,0.47,0.53
ari_2022_3,2022,ari,3,lar,0.28,0.54,0.48,0.49,0.21,0.31,0.33,0.35
ari_2022_5,2022,ari,5,phi,0.53,0.69,0.62,0.48,0.43,0.47,0.45,0.41
sf_2022_2,2022,sf,2,sea,0.72,0.62,0.71,0.34,0.77,0.69,0.74,0.53
sf_2022_4,2022,sf,4,lar,0.74,0.8,0.74,0.45,0.69,0.63,0.72,0.29
sf_2022_1,2022,sf,1,chi,0.47,0.38,0.35,0.45,0.63,0.54,0.7,0.56
sf_2022_3,2022,sf,3,den,0.55,0.43,0.45,0.29,0.72,0.64,0.75,0.51
sf_2022_5,2022,sf,5,car,0.71,0.89,0.73,0.78,0.56,0.55,0.58,0.23
sea_2022_2,2022,sea,2,sf,0.4,0.53,0.5,0.4,0.38,0.23,0.59,0.46
sea_2022_4,2022,sea,4,det,0.68,1.0,0.79,1.0,0.31,0.37,0.43,0.38
sea_2022_1,2022,sea,1,den,0.51,0.62,0.65,0.17,0.33,0.32,0.78,0.74
sea_2022_3,2022,sea,3,atl,0.49,0.76,0.69,0.46,0.17,0.36,0.12,0.67
sea_2022_5,2022,sea,5,no,0.56,0.76,0.7,0.6,0.37,0.48,0.33,0.47
phi_2022_2,2022,phi,2,min,0.82,0.81,0.67,0.77,0.77,0.72,0.53,0.38
phi_2022_4,2022,phi,4,jax,0.84,0.71,0.57,0.67,0.88,0.82,0.7,0.46
phi_2022_1,2022,phi,1,det,0.52,0.67,0.55,0.75,0.41,0.54,0.25,0.48
phi_2022_3,2022,phi,3,was,0.74,0.74,0.78,0.14,0.68,0.68,0.46,0.46
phi_2022_5,2022,phi,5,ari,0.59,0.7,0.54,0.66,0.44,0.44,0.56,0.57
cle_2022_2,2022,cle,2,nyj,0.61,0.9,0.76,0.75,0.24,0.31,0.54,0.57
cle_2022_4,2022,cle,4,atl,0.49,0.56,0.45,0.55,0.47,0.71,0.27,0.5
cle_2022_1,2022,cle,1,car,0.59,0.66,0.47,0.79,0.46,0.52,0.42,0.66
cle_2022_3,2022,cle,3,pit,0.51,0.75,0.69,0.53,0.29,0.44,0.21,0.46
cle_2022_5,2022,cle,5,lac,0.48,0.8,0.63,0.71,0.25,0.45,0.08,0.33
was_2022_2,2022,was,2,det,0.28,0.48,0.47,0.24,0.3,0.4,0.34,0.34
was_2022_4,2022,was,4,dal,0.43,0.44,0.4,0.47,0.47,0.26,0.94,0.61
was_2022_1,2022,was,1,jax,0.57,0.69,0.64,0.3,0.43,0.55,0.13,0.56
was_2022_3,2022,was,3,phi,0.31,0.33,0.31,0.47,0.36,0.23,0.91,0.7
was_2022_5,2022,was,5,ten,0.46,0.46,0.52,0.12,0.53,0.59,0.47,0.55
ne_2022_2,2022,ne,2,pit,0.65,0.76,0.62,0.86,0.5,0.56,0.42,0.49
ne_2022_4,2022,ne,4,gb,0.51,0.55,0.36,0.69,0.43,0.54,0.33,0.72
ne_2022_1,2022,ne,1,mia,0.47,0.43,0.35,0.5,0.56,0.55,0.6,0.59
ne_2022_3,2022,ne,3,bal,0.32,0.57,0.39,0.72,0.24,0.44,0.05,0.36
ne_2022_5,2022,ne,5,det,0.63,0.56,0.77,0.19,0.67,0.67,0.55,0.57
buf_2022_2,2022,buf,2,ten,0.97,0.76,0.73,0.38,0.89,0.88,0.71,0.83
buf_2022_4,2022,buf,4,bal,0.66,0.63,0.59,0.34,0.59,0.67,0.42,0.69
buf_2022_1,2022,buf,1,lar,0.84,0.71,0.72,0.14,0.82,0.71,0.82,0.62
buf_2022_3,2022,buf,3,mia,0.4,0.61,0.56,0.3,0.34,0.32,0.53,0.31
buf_2022_5,2022,buf,5,pit,0.73,0.95,0.77,0.76,0.46,0.44,0.81,0.38
no_2022_2,2022,no,2,tb,0.45,0.33,0.29,0.49,0.67,0.56,0.81,0.5
no_2022_4,2022,no,4,min,0.65,0.71,0.59,0.7,0.53,0.47,0.75,0.53
no_2022_1,2022,no,1,atl,0.47,0.68,0.48,0.86,0.34,0.44,0.33,0.42
no_2022_3,2022,no,3,car,0.38,0.55,0.61,0.15,0.49,0.54,0.47,0.06
no_2022_5,2022,no,5,sea,0.46,0.67,0.46,0.77,0.31,0.37,0.44,0.46
dal_2022_2,2022,dal,2,cin,0.79,0.73,0.65,0.58,0.69,0.63,0.7,0.66
dal_2022_4,2022,dal,4,was,0.61,0.58,0.71,0.19,0.63,0.67,0.44,0.54
dal_2022_1,2022,dal,1,tb,0.32,0.31,0.34,0.47,0.49,0.59,0.38,0.52
dal_2022_3,2022,dal,3,nyg,0.77,0.82,0.67,0.84,0.54,0.61,0.29,0.69
dal_2022_5,2022,dal,5,lar,0.6,0.54,0.13,0.77,0.67,0.6,0.8,0.52
pit_2022_2,2022,pit,2,ne,0.32,0.54,0.5,0.52,0.22,0.37,0.22,0.48
pit_2022_4,2022,pit,4,nyj,0.45,0.41,0.38,0.37,0.53,0.48,0.66,0.6
pit_2022_1,2022,pit,1,cin,0.61,0.5,0.49,0.21,0.7,0.64,0.71,0.6
pit_2022_3,2022,pit,3,cle,0.52,0.7,0.55,0.69,0.38,0.34,0.52,0.43
pit_2022_5,2022,pit,5,buf,0.1,0.53,0.53,0.13,0.01,0.25,0.01,0.16
hou_2022_2,2022,hou,2,den,0.3,0.44,0.36,0.54,0.37,0.49,0.26,0.35
hou_2022_4,2022,hou,4,lac,0.39,0.56,0.45,0.78,0.3,0.31,0.59,0.53
hou_2022_1,2022,hou,1,ind,0.48,0.55,0.56,0.3,0.37,0.46,0.36,0.72
hou_2022_3,2022,hou,3,chi,0.39,0.36,0.36,0.24,0.41,0.66,0.19,0.82
hou_2022_5,2022,hou,5,jax,0.54,0.6,0.58,0.52,0.47,0.5,0.48,0.62
bal_2022_2,2022,bal,2,mia,0.63,0.83,1.0,0.21,0.18,0.27,0.45,1.0
bal_2022_4,2022,bal,4,buf,0.58,0.63,0.49,0.72,0.5,0.5,0.59,0.58
bal_2022_1,2022,bal,1,nyj,0.71,0.73,0.72,0.19,0.61,0.59,0.63,0.54
bal_2022_3,2022,bal,3,ne,0.82,0.9,0.67,0.97,0.51,0.62,0.3,0.76
bal_2022_5,2022,bal,5,cin,0.54,0.64,0.48,0.74,0.39,0.54,0.18,0.68
kc_2022_2,2022,kc,2,lac,0.62,0.68,0.6,0.48,0.48,0.48,0.59,0.68
kc_2022_4,2022,kc,4,tb,0.58,0.84,0.64,0.76,0.17,0.3,0.63,0.79
kc_2022_1,2022,kc,1,ari,0.7,0.86,0.77,0.33,0.47,0.46,0.67,0.46
kc_2022_3,2022,kc,3,ind,0.41,0.5,0.52,0.19,0.59,0.55,0.66,0.06
kc_2022_5,2022,kc,5,lv,0.57,0.77,0.68,0.45,0.32,0.46,0.26,0.58
lv_2022_2,2022,lv,2,ari,0.52,0.57,0.53,0.38,0.49,0.57,0.32,0.56
lv_2022_4,2022,lv,4,den,0.58,0.75,0.59,0.72,0.45,0.39,0.71,0.37
lv_2022_1,2022,lv,1,lac,0.3,0.32,0.31,0.43,0.41,0.33,0.69,0.6
lv_2022_3,2022,lv,3,ten,0.35,0.55,0.57,0.39,0.24,0.26,0.42,0.52
lv_2022_5,2022,lv,5,kc,0.57,0.74,0.52,0.85,0.32,0.37,0.53,0.68
min_2022_2,2022,min,2,phi,0.26,0.44,0.4,0.5,0.21,0.35,0.22,0.57
min_2022_4,2022,min,4,no,0.42,0.52,0.56,0.31,0.28,0.35,0.36,0.81
min_2022_1,2022,min,1,gb,0.68,0.77,0.67,0.59,0.48,0.57,0.26,0.62
min_2022_3,2022,min,3,det,0.57,0.74,0.55,0.75,0.46,0.44,0.61,0.34
min_2022_5,2022,min,5,chi,0.44,0.73,0.61,0.68,0.36,0.25,0.93,0.08
cin_2022_2,2022,cin,2,dal,0.37,0.42,0.46,0.24,0.38,0.4,0.48,0.65
cin_2022_4,2022,cin,4,mia,0.68,0.71,0.68,0.44,0.53,0.46,0.75,0.68
cin_2022_1,2022,cin,1,pit,0.39,0.33,0.36,0.26,0.62,0.56,0.77,0.41
cin_2022_3,2022,cin,3,nyj,0.68,0.65,0.66,0.36,0.69,0.67,0.55,0.49
cin_2022_5,2022,cin,5,bal,0.55,0.64,0.48,0.7,0.48,0.63,0.25,0.49
nyg_2022_2,2022,nyg,2,car,0.48,0.47,0.49,0.24,0.47,0.6,0.19,0.71
nyg_2022_4,2022,nyg,4,chi,0.69,0.78,0.73,0.59,0.6,0.54,0.72,0.32
nyg_2022_1,2022,nyg,1,ten,0.43,0.59,0.39,0.78,0.31,0.25,0.75,0.52
nyg_2022_3,2022,nyg,3,dal,0.32,0.61,0.48,0.75,0.17,0.32,0.19,0.42
nyg_2022_5,2022,nyg,5,gb,0.65,0.82,0.74,0.69,0.37,0.43,0.42,0.63
chi_2022_2,2022,chi,2,gb,0.15,0.35,0.0,0.68,0.12,0.22,0.21,0.62
chi_2022_4,2022,chi,4,nyg,0.36,0.41,0.42,0.28,0.32,0.29,0.45,0.8
chi_2022_1,2022,chi,1,sf,0.56,0.56,0.51,0.43,0.63,0.7,0.47,0.36
chi_2022_3,2022,chi,3,hou,0.6,0.52,0.31,0.69,0.69,0.61,0.74,0.54
chi_2022_5,2022,chi,5,min,0.43,0.54,0.67,0.01,0.32,0.4,0.37,0.71
lac_2022_2,2022,lac,2,kc,0.55,0.64,0.57,0.39,0.46,0.48,0.52,0.53
lac_2022_4,2022,lac,4,hou,0.61,0.79,0.75,0.34,0.42,0.54,0.14,0.46
