p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week,year,plyr_number
treysermon_phi_2022_6,phi_2022_6,treysermon_phi_2022,phi_2022,treysermon,57372,hb,phi,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
aaronrodgers_gb_2022_6,gb_2022_6,aaronrodgers_gb_2022,gb_2022,aaronrodgers,2241,qb,gb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
davanteadams_lv_2022_6,lv_2022_6,davanteadams_lv_2022,lv_2022,davanteadams,8688,wr,lv,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
teddybridgewater_mia_2022_6,mia_2022_6,teddybridgewater_mia_2022,mia_2022,teddybridgewater,8667,qb,mia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kylejuszczyk_sf_2022_6,sf_2022_6,kylejuszczyk_sf_2022,sf_2022,kylejuszczyk,7912,fb,sf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
christiankirk_jax_2022_6,jax_2022_6,christiankirk_jax_2022,jax_2022,christiankirk,47546,wr,jax,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
laviskashenaultjr_car_2022_6,car_2022_6,laviskashenaultjr_car_2022,car_2022,laviskashenaultjr,61220,wr,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinjefferson_min_2022_6,min_2022_6,justinjefferson_min_2022,min_2022,justinjefferson,61398,wr,min,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kalifraymond_det_2022_6,det_2022_6,kalifraymond_det_2022,det_2022,kalifraymond,11028,wr,det,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mitchelltrubisky_pit_2022_6,pit_2022_6,mitchelltrubisky_pit_2022,pit_2022,mitchelltrubisky,11757,qb,pit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
elijahmoore_nyj_2022_6,nyj_2022_6,elijahmoore_nyj_2022,nyj_2022,elijahmoore,84302,wr,nyj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kjosborn_min_2022_6,min_2022_6,kjosborn_min_2022,min_2022,kjosborn,23503,wr,min,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
gunnerolszewski_pit_2022_6,pit_2022_6,gunnerolszewski_pit_2022,pit_2022,gunnerolszewski,95015,wr,pit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
patrickricard_bal_2022_6,bal_2022_6,patrickricard_bal_2022,bal_2022,patrickricard,48862,fb,bal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dwayneeskridge_sea_2022_6,sea_2022_6,dwayneeskridge_sea_2022,sea_2022,dwayneeskridge,29573,wr,sea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
derrickhenry_ten_2022_6,ten_2022_6,derrickhenry_ten_2022,ten_2022,derrickhenry,10679,hb,ten,1,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dameonpierce_hou_2022_6,hou_2022_6,dameonpierce_hou_2022,hou_2022,dameonpierce,83659,hb,hou,1,26,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
rhamondrestevenson_ne_2022_6,ne_2022_6,rhamondrestevenson_ne_2022,ne_2022,rhamondrestevenson,98689,hb,ne,1,25,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alvinkamara_no_2022_6,no_2022_6,alvinkamara_no_2022,no_2022,alvinkamara,11822,hb,no,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ezekielelliott_dal_2022_6,dal_2022_6,ezekielelliott_dal_2022,dal_2022,ezekielelliott,10638,hb,dal,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joshjacobs_lv_2022_6,lv_2022_6,joshjacobs_lv_2022,lv_2022,joshjacobs,45953,hb,lv,1,21,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
raheemmostert_mia_2022_6,mia_2022_6,raheemmostert_mia_2022,mia_2022,raheemmostert,9783,hb,mia,1,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
breecehall_nyj_2022_6,nyj_2022_6,breecehall_nyj_2022,nyj_2022,breecehall,97636,hb,nyj,1,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dalvincook_min_2022_6,min_2022_6,dalvincook_min_2022,min_2022,dalvincook,11796,hb,min,1,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jeffwilsonjr_sf_2022_6,sf_2022_6,jeffwilsonjr_sf_2022,sf_2022,jeffwilsonjr,29413,hb,sf,1,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
nickchubb_cle_2022_6,cle_2022_6,nickchubb_cle_2022,cle_2022,nickchubb,45783,hb,cle,1,17,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
austinekeler_lac_2022_6,lac_2022_6,austinekeler_lac_2022,lac_2022,austinekeler,12164,hb,lac,1,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamaalwilliams_det_2022_6,det_2022_6,jamaalwilliams_det_2022,det_2022,jamaalwilliams,11889,hb,det,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
milessanders_phi_2022_6,phi_2022_6,milessanders_phi_2022,phi_2022,milessanders,40555,hb,phi,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
melvingordoniii_den_2022_6,den_2022_6,melvingordoniii_den_2022,den_2022,melvingordoniii,9448,hb,den,1,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jalenhurts_phi_2022_6,phi_2022_6,jalenhurts_phi_2022,phi_2022,jalenhurts,40291,qb,phi,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
christianmccaffrey_car_2022_6,car_2022_6,christianmccaffrey_car_2022,car_2022,christianmccaffrey,11763,hb,car,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joemixon_cin_2022_6,cin_2022_6,joemixon_cin_2022,cin_2022,joemixon,11803,hb,cin,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
leonardfournette_tb_2022_6,tb_2022_6,leonardfournette_tb_2022,tb_2022,leonardfournette,11759,hb,tb,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
deonjackson_ind_2022_6,ind_2022_6,deonjackson_ind_2022,ind_2022,deonjackson,57189,hb,ind,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
aaronjones_gb_2022_6,gb_2022_6,aaronjones_gb_2022,gb_2022,aaronjones,11937,hb,gb,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
saquonbarkley_nyg_2022_6,nyg_2022_6,saquonbarkley_nyg_2022,nyg_2022,saquonbarkley,45791,hb,nyg,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
camakers_lar_2022_6,lar_2022_6,camakers_lar_2022,lar_2022,camakers,57206,hb,lar,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tylerallgeier_atl_2022_6,atl_2022_6,tylerallgeier_atl_2022,atl_2022,tylerallgeier,83639,hb,atl,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
lamarjackson_bal_2022_6,bal_2022_6,lamarjackson_bal_2022,bal_2022,lamarjackson,46416,qb,bal,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
davidmontgomery_chi_2022_6,chi_2022_6,davidmontgomery_chi_2022,chi_2022,davidmontgomery,45719,hb,chi,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
philliplindsay_ind_2022_6,ind_2022_6,philliplindsay_ind_2022,ind_2022,philliplindsay,12660,hb,ind,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kareemhunt_cle_2022_6,cle_2022_6,kareemhunt_cle_2022,cle_2022,kareemhunt,11841,hb,cle,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
najeeharris_pit_2022_6,pit_2022_6,najeeharris_pit_2022,pit_2022,najeeharris,57121,hb,pit,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
danieljones_nyg_2022_6,nyg_2022_6,danieljones_nyg_2022,nyg_2022,danieljones,39395,qb,nyg,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
michaelcarter_nyj_2022_6,nyj_2022_6,michaelcarter_nyj_2022,nyj_2022,michaelcarter,57337,hb,nyj,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
travisetienne_jax_2022_6,jax_2022_6,travisetienne_jax_2022,jax_2022,travisetienne,57185,hb,jax,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joshuakelley_lac_2022_6,lac_2022_6,joshuakelley_lac_2022,lac_2022,joshuakelley,13750,hb,lac,1,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamesrobinson_jax_2022_6,jax_2022_6,jamesrobinson_jax_2022,jax_2022,jamesrobinson,22425,hb,jax,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jamesconner_ari_2022_6,ari_2022_6,jamesconner_ari_2022,ari_2022,jamesconner,11860,hb,ari,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
clydeedwardshelaire_kc_2022_6,kc_2022_6,clydeedwardshelaire_kc_2022,kc_2022,clydeedwardshelaire,57279,hb,kc,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brianrobinsonjr_was_2022_6,was_2022_6,brianrobinsonjr_was_2022,was_2022,brianrobinsonjr,57120,hb,was,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
markingramii_no_2022_6,no_2022_6,markingramii_no_2022,no_2022,markingramii,6180,hb,no,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alexandermattison_min_2022_6,min_2022_6,alexandermattison_min_2022,min_2022,alexandermattison,45817,hb,min,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinfields_chi_2022_6,chi_2022_6,justinfields_chi_2022,chi_2022,justinfields,82118,qb,chi,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tevincoleman_sf_2022_6,sf_2022_6,tevincoleman_sf_2022,sf_2022,tevincoleman,9506,hb,sf,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jerickmckinnon_kc_2022_6,kc_2022_6,jerickmckinnon_kc_2022,kc_2022,jerickmckinnon,8731,hb,kc,1,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jkdobbins_bal_2022_6,bal_2022_6,jkdobbins_bal_2022,bal_2022,jkdobbins,57366,hb,bal,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
calebhuntley_atl_2022_6,atl_2022_6,calebhuntley_atl_2022,atl_2022,calebhuntley,57156,hb,atl,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kennethwalkeriii_sea_2022_6,sea_2022_6,kennethwalkeriii_sea_2022,sea_2022,kennethwalkeriii,97199,hb,sea,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tonypollard_dal_2022_6,dal_2022_6,tonypollard_dal_2022,dal_2022,tonypollard,27126,hb,dal,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
enobenjamin_ari_2022_6,ari_2022_6,enobenjamin_ari_2022,ari_2022,enobenjamin,57136,hb,ari,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
marcusmariota_atl_2022_6,atl_2022_6,marcusmariota_atl_2022,atl_2022,marcusmariota,9435,qb,atl,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
andydalton_no_2022_6,no_2022_6,andydalton_no_2022,no_2022,andydalton,6187,qb,no,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mikeboone_den_2022_6,den_2022_6,mikeboone_den_2022,den_2022,mikeboone,31615,hb,den,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
devinsingletary_buf_2022_6,buf_2022_6,devinsingletary_buf_2022,buf_2022,devinsingletary,40485,hb,buf,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
craigreynolds_det_2022_6,det_2022_6,craigreynolds_det_2022,det_2022,craigreynolds,94383,hb,det,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ajdillon_gb_2022_6,gb_2022_6,ajdillon_gb_2022,gb_2022,ajdillon,57165,hb,gb,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
rachaadwhite_tb_2022_6,tb_2022_6,rachaadwhite_tb_2022,tb_2022,rachaadwhite,131633,hb,tb,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
carsonwentz_was_2022_6,was_2022_6,carsonwentz_was_2022,was_2022,carsonwentz,10636,qb,was,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinherbert_lac_2022_6,lac_2022_6,justinherbert_lac_2022,lac_2022,justinherbert,28237,qb,lac,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joshallen_buf_2022_6,buf_2022_6,joshallen_buf_2022,buf_2022,joshallen,46601,qb,buf,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
baileyzappe_ne_2022_6,ne_2022_6,baileyzappe_ne_2022,ne_2022,baileyzappe,60396,qb,ne,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jaylenwarren_pit_2022_6,pit_2022_6,jaylenwarren_pit_2022,pit_2022,jaylenwarren,98692,hb,pit,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kenyandrake_bal_2022_6,bal_2022_6,kenyandrake_bal_2022,bal_2022,kenyandrake,10707,hb,bal,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
cooperrush_dal_2022_6,dal_2022_6,cooperrush_dal_2022,dal_2022,cooperrush,12324,qb,dal,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mattbreida_nyg_2022_6,nyg_2022_6,mattbreida_nyg_2022,nyg_2022,mattbreida,12271,hb,nyg,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
khalilherbert_chi_2022_6,chi_2022_6,khalilherbert_chi_2022,chi_2022,khalilherbert,41668,hb,chi,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
