p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year,plyr_number
joeschobert_ten_2022_6,ten_2022_6,joeschobert_ten_2022,ten_2022,joeschobert,10733,lb,ten,1,0,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mileskillebrew_pit_2022_6,pit_2022_6,mileskillebrew_pit_2022,pit_2022,mileskillebrew,10745,lb,pit,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
devondrecampbell_gb_2022_6,gb_2022_6,devondrecampbell_gb_2022,gb_2022,devondrecampbell,10749,lb,gb,1,0,-0.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justonburris_car_2022_6,car_2022_6,justonburris_car_2022,car_2022,justonburris,10752,s,car,1,0,14.0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
deonbush_kc_2022_6,kc_2022_6,deonbush_kc_2022,kc_2022,deonbush,10758,s,kc,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
blakemartinez_lv_2022_6,lv_2022_6,blakemartinez_lv_2022,lv_2022,blakemartinez,10765,lb,lv,1,0,11.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
anthonybrown_dal_2022_6,dal_2022_6,anthonybrown_dal_2022,dal_2022,anthonybrown,10823,cb,dal,1,0,8.9,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kamugrugierhill_hou_2022_6,hou_2022_6,kamugrugierhill_hou_2022,hou_2022,kamugrugierhill,10842,lb,hou,1,0,8.1,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
elandonroberts_mia_2022_6,mia_2022_6,elandonroberts_mia_2022,mia_2022,elandonroberts,10848,lb,mia,1,0,-1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
willparks_nyj_2022_6,nyj_2022_6,willparks_nyj_2022,nyj_2022,willparks,10853,s,nyj,1,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jalenmills_ne_2022_6,ne_2022_6,jalenmills_ne_2022,ne_2022,jalenmills,10867,cb,ne,1,0,8.5,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jayronkearse_dal_2022_6,dal_2022_6,jayronkearse_dal_2022,dal_2022,jayronkearse,10878,s,dal,1,0,6.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mikehilton_cin_2022_6,cin_2022_6,mikehilton_cin_2022,cin_2022,mikehilton,10898,cb,cin,1,0,3.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
matthiasfarley_lv_2022_6,lv_2022_6,matthiasfarley_lv_2022,lv_2022,matthiasfarley,10953,s,lv,1,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
corylittleton_car_2022_6,car_2022_6,corylittleton_car_2022,car_2022,corylittleton,11190,lb,car,1,0,1.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jonathanjones_ne_2022_6,ne_2022_6,jonathanjones_ne_2022,ne_2022,jonathanjones,11217,cb,ne,1,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
andrewadams_ten_2022_6,ten_2022_6,andrewadams_ten_2022,ten_2022,andrewadams,11240,s,ten,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
antoniohamilton_ari_2022_6,ari_2022_6,antoniohamilton_ari_2022,ari_2022,antoniohamilton,11353,cb,ari,1,0,-2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
marshonlattimore_no_2022_6,no_2022_6,marshonlattimore_no_2022,no_2022,marshonlattimore,11766,cb,no,1,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
malikhooker_dal_2022_6,dal_2022_6,malikhooker_dal_2022,dal_2022,malikhooker,11770,s,dal,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
marlonhumphrey_bal_2022_6,bal_2022_6,marlonhumphrey_bal_2022,bal_2022,marlonhumphrey,11771,cb,bal,1,0,4.8,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
adoreejackson_nyg_2022_6,nyg_2022_6,adoreejackson_nyg_2022,nyg_2022,adoreejackson,11773,cb,nyg,1,0,10.0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jabrillpeppers_ne_2022_6,ne_2022_6,jabrillpeppers_ne_2022,ne_2022,jabrillpeppers,11780,s,ne,1,1,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
buddabaker_ari_2022_6,ari_2022_6,buddabaker_ari_2022,ari_2022,buddabaker,11791,s,ari,1,1,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinevans_no_2022_6,no_2022_6,justinevans_no_2022,no_2022,justinevans,11805,s,no,1,1,7.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
raekwonmcmillan_ne_2022_6,ne_2022_6,raekwonmcmillan_ne_2022,ne_2022,raekwonmcmillan,11809,lb,ne,1,1,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
chidobeawuzie_cin_2022_6,cin_2022_6,chidobeawuzie_cin_2022,cin_2022,chidobeawuzie,11815,cb,cin,1,1,7.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
joshjones_sea_2022_6,sea_2022_6,joshjones_sea_2022,sea_2022,joshjones,11816,s,sea,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dukeriley_mia_2022_6,mia_2022_6,dukeriley_mia_2022,mia_2022,dukeriley,11830,lb,mia,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alexanzalone_det_2022_6,det_2022_6,alexanzalone_det_2022,det_2022,alexanzalone,11831,lb,det,1,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
fabianmoreau_nyg_2022_6,nyg_2022_6,fabianmoreau_nyg_2022,nyg_2022,fabianmoreau,11836,cb,nyg,1,1,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
shaquillgriffin_jax_2022_6,jax_2022_6,shaquillgriffin_jax_2022,jax_2022,shaquillgriffin,11845,cb,jax,1,0,9.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jourdanlewis_dal_2022_6,dal_2022_6,jourdanlewis_dal_2022,dal_2022,jourdanlewis,11846,cb,dal,1,0,11.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
johnjohnsoniii_cle_2022_6,cle_2022_6,johnjohnsoniii_cle_2022,cle_2022,johnjohnsoniii,11847,s,cle,1,0,3.5,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
cameronsutton_pit_2022_6,pit_2022_6,cameronsutton_pit_2022,pit_2022,cameronsutton,11850,cb,pit,1,0,19.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
rasuldouglas_gb_2022_6,gb_2022_6,rasuldouglas_gb_2022,gb_2022,rasuldouglas,11854,cb,gb,1,0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
eddiejackson_chi_2022_6,chi_2022_6,eddiejackson_chi_2022,chi_2022,eddiejackson,11867,s,chi,1,0,-3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
rayshawnjenkins_jax_2022_6,jax_2022_6,rayshawnjenkins_jax_2022,jax_2022,rayshawnjenkins,11868,s,jax,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jalenreevesmaybin_hou_2022_6,hou_2022_6,jalenreevesmaybin_hou_2022,hou_2022,jalenreevesmaybin,11879,lb,hou,1,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
desmondkingii_hou_2022_6,hou_2022_6,desmondkingii_hou_2022,hou_2022,desmondkingii,11906,cb,hou,1,1,13.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mattmilano_buf_2022_6,buf_2022_6,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,1,4.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
chuckclark_bal_2022_6,bal_2022_6,chuckclark_bal_2022,bal_2022,chuckclark,11941,s,bal,1,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tannervallejo_ari_2022_6,ari_2022_6,tannervallejo_ari_2022,ari_2022,tannervallejo,11950,lb,ari,1,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
arthurmaulet_pit_2022_6,pit_2022_6,arthurmaulet_pit_2022,pit_2022,arthurmaulet,12224,cb,pit,1,0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
sionetakitaki_cle_2022_6,cle_2022_6,sionetakitaki_cle_2022,cle_2022,sionetakitaki,12666,lb,cle,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dylancole_ten_2022_6,ten_2022_6,dylancole_ten_2022,ten_2022,dylancole,24304,lb,ten,1,0,17.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
foyesadeoluokun_jax_2022_6,jax_2022_6,foyesadeoluokun_jax_2022,jax_2022,foyesadeoluokun,24904,lb,jax,1,0,2.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
leviwallace_pit_2022_6,pit_2022_6,leviwallace_pit_2022,pit_2022,leviwallace,25445,cb,pit,1,0,19.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
seanmurphybunting_tb_2022_6,tb_2022_6,seanmurphybunting_tb_2022,tb_2022,seanmurphybunting,25891,cb,tb,1,0,13.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
djreedjr_nyj_2022_6,nyj_2022_6,djreedjr_nyj_2022,nyj_2022,djreedjr,26940,cb,nyj,1,0,10.6,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
isaiahrodgers_ind_2022_6,ind_2022_6,isaiahrodgers_ind_2022,ind_2022,isaiahrodgers,27069,cb,ind,1,0,3.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
siranneal_buf_2022_6,buf_2022_6,siranneal_buf_2022,buf_2022,siranneal,27130,cb,buf,1,1,8.7,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
devinbush_pit_2022_6,pit_2022_6,devinbush_pit_2022,pit_2022,devinbush,27375,lb,pit,1,1,11.4,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
malikharrison_bal_2022_6,bal_2022_6,malikharrison_bal_2022,bal_2022,malikharrison,28081,lb,bal,1,0,-3.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jeromebaker_mia_2022_6,mia_2022_6,jeromebaker_mia_2022,mia_2022,jeromebaker,28091,lb,mia,1,0,19.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
deshonelliott_det_2022_6,det_2022_6,deshonelliott_det_2022,det_2022,deshonelliott,28854,s,det,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jackjones_ne_2022_6,ne_2022_6,jackjones_ne_2022,ne_2022,jackjones,29050,cb,ne,1,0,15.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
dariusharris_kc_2022_6,kc_2022_6,dariusharris_kc_2022,kc_2022,dariusharris,29188,lb,kc,1,0,1.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
davidlong_ten_2022_6,ten_2022_6,davidlong_ten_2022,ten_2022,davidlong,29367,lb,ten,1,1,6.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
germainepratt_cin_2022_6,cin_2022_6,germainepratt_cin_2022,cin_2022,germainepratt,29407,lb,cin,1,2,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
loganwilson_cin_2022_6,cin_2022_6,loganwilson_cin_2022,cin_2022,loganwilson,29623,lb,cin,1,0,-1.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
tjedwards_phi_2022_6,phi_2022_6,tjedwards_phi_2022,phi_2022,tjedwards,30737,lb,phi,1,0,5.1,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
danejackson_buf_2022_6,buf_2022_6,danejackson_buf_2022,buf_2022,danejackson,32989,cb,buf,1,1,13.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
robertrochell_lar_2022_6,lar_2022_6,robertrochell_lar_2022,lar_2022,robertrochell,33693,cb,lar,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
nasiradderley_lac_2022_6,lac_2022_6,nasiradderley_lac_2022,lac_2022,nasiradderley,33880,s,lac,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mikehughes_det_2022_6,det_2022_6,mikehughes_det_2022,det_2022,mikehughes,34057,cb,det,1,1,10.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
darnellsavage_gb_2022_6,gb_2022_6,darnellsavage_gb_2022,gb_2022,darnellsavage,34247,s,gb,1,0,14.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
johnathanabram_lv_2022_6,lv_2022_6,johnathanabram_lv_2022,lv_2022,johnathanabram,34646,s,lv,1,0,6.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
akeemdavisgaither_cin_2022_6,cin_2022_6,akeemdavisgaither_cin_2022,cin_2022,akeemdavisgaither,34788,lb,cin,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jameldean_tb_2022_6,tb_2022_6,jameldean_tb_2022,tb_2022,jameldean,34918,cb,tb,1,0,4.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
taecrowder_nyg_2022_6,nyg_2022_6,taecrowder_nyg_2022,nyg_2022,taecrowder,35774,lb,nyg,1,0,-5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jonasgriffith_den_2022_6,den_2022_6,jonasgriffith_den_2022,den_2022,jonasgriffith,35858,lb,den,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
camrynbynum_min_2022_6,min_2022_6,camrynbynum_min_2022,min_2022,camrynbynum,38408,s,min,1,1,0.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
matthewadams_chi_2022_6,chi_2022_6,matthewadams_chi_2022,chi_2022,matthewadams,38526,lb,chi,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
justinlayne_nyg_2022_6,nyg_2022_6,justinlayne_nyg_2022,nyg_2022,justinlayne,40160,cb,nyg,1,0,5.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
ljariussneed_kc_2022_6,kc_2022_6,ljariussneed_kc_2022,kc_2022,ljariussneed,40588,cb,kc,1,0,6.5,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
alohigilman_lac_2022_6,lac_2022_6,alohigilman_lac_2022,lac_2022,alohigilman,41662,s,lac,1,0,20.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
trevondiggs_dal_2022_6,dal_2022_6,trevondiggs_dal_2022,dal_2022,trevondiggs,41817,cb,dal,1,0,7.7,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
divinedeablo_lv_2022_6,lv_2022_6,divinedeablo_lv_2022,lv_2022,divinedeablo,42208,lb,lv,1,0,2.2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
isaiahsimmons_ari_2022_6,ari_2022_6,isaiahsimmons_ari_2022,ari_2022,isaiahsimmons,42451,lb,ari,1,2,-1.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kvonwallace_phi_2022_6,phi_2022_6,kvonwallace_phi_2022,phi_2022,kvonwallace,42467,s,phi,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
camerondantzler_min_2022_6,min_2022_6,camerondantzler_min_2022,min_2022,camerondantzler,42472,cb,min,1,0,10.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
antoinewinfieldjr_tb_2022_6,tb_2022_6,antoinewinfieldjr_tb_2022,tb_2022,antoinewinfieldjr,42475,s,tb,1,0,16.4,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jcjackson_lac_2022_6,lac_2022_6,jcjackson_lac_2022,lac_2022,jcjackson,42781,cb,lac,1,1,13.8,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
chaselucas_det_2022_6,det_2022_6,chaselucas_det_2022,det_2022,chaselucas,42833,s,det,1,0,20.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kristianfulton_ten_2022_6,ten_2022_6,kristianfulton_ten_2022,ten_2022,kristianfulton,42894,cb,ten,1,1,10.8,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
charvariusward_sf_2022_6,sf_2022_6,charvariusward_sf_2022,sf_2022,charvariusward,43034,cb,sf,1,1,12.4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
brandonjones_mia_2022_6,mia_2022_6,brandonjones_mia_2022,mia_2022,brandonjones,43049,s,mia,1,0,5.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
devinwhite_tb_2022_6,tb_2022_6,devinwhite_tb_2022,tb_2022,devinwhite,43089,lb,tb,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mackwilson_ne_2022_6,ne_2022_6,mackwilson_ne_2022,ne_2022,mackwilson,43190,lb,ne,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
richiegrant_atl_2022_6,atl_2022_6,richiegrant_atl_2022,atl_2022,richiegrant,43196,s,atl,1,0,8.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
damarhamlin_buf_2022_6,buf_2022_6,damarhamlin_buf_2022,buf_2022,damarhamlin,43291,s,buf,1,1,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
mylesbryant_ne_2022_6,ne_2022_6,mylesbryant_ne_2022,ne_2022,mylesbryant,43336,cb,ne,1,0,3.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
jakehansen_hou_2022_6,hou_2022_6,jakehansen_hou_2022,hou_2022,jakehansen,43645,lb,hou,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
byronmurphyjr_ari_2022_6,ari_2022_6,byronmurphyjr_ari_2022,ari_2022,byronmurphyjr,44027,cb,ari,1,0,7.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
saivionsmith_det_2022_6,det_2022_6,saivionsmith_det_2022,det_2022,saivionsmith,44429,cb,det,1,0,12.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
kyzirwhite_phi_2022_6,phi_2022_6,kyzirwhite_phi_2022,phi_2022,kyzirwhite,44485,lb,phi,1,1,5.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
terrellburgess_lar_2022_6,lar_2022_6,terrellburgess_lar_2022,lar_2022,terrellburgess,45255,s,lar,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022,6
