Player,Team,Pos,Injury,Status,Est. Return
Marcus McKethan,NYG,OG,Knee - ACL,IR,Subscribers Only
Javon McKinley,FA,WR,Undisclosed,Questionable,Subscribers Only
Anthony McKinney,FA,OT,Undisclosed,Questionable,Subscribers Only
Colton McKivitz,SF,OT,Knee - MCL,IR,Subscribers Only
Sherrick McManis,FA,S,Hamstring,Questionable,Subscribers Only
Racey McMath,TEN,WR,Undisclosed,IR,Subscribers Only
Jeremy McNichols,PIT,RB,Shoulder,IR,Subscribers Only
Jake McQuaide,DAL,C,Triceps,IR,Subscribers Only
Tony McRae,FA,CB,Knee,Questionable,Subscribers Only
Torry McTyer,FA,CB,Knee - ACL,Questionable,Subscribers Only
Montrel Meander,FA,LB,Achilles,Questionable,Subscribers Only
Steven Means,BAL,LB,Achilles,IR,Subscribers Only
Quinn Meinerz,DEN,OG,Hamstring,Questionable,Subscribers Only
Ifeatu Melifonwu,DET,S,Ankle,Questionable,Subscribers Only
Obi Melifonwu,FA,S,Undisclosed,Questionable,Subscribers Only
Forrest Merrill,LAC,DT,Undisclosed,IR,Subscribers Only
John Metchie,HOU,WR,Illness,NFI-R,Subscribers Only
Joshua Miles,ARI,OT,Undisclosed,IR,Subscribers Only
Andre Miller,FA,TE,Wrist,Questionable,Subscribers Only
Anthony Miller,PIT,WR,Shoulder,IR,Subscribers Only
DaMarcus Mitchell,NE,DE,Concussion,Questionable,Subscribers Only
Elijah Mitchell,SF,RB,Knee - MCL,IR,Subscribers Only
Max Mitchell,NYJ,OT,Knee,IR,Subscribers Only
Osirus Mitchell,FA,WR,Quadriceps,Questionable,Subscribers Only
Taquan Mizzell,FA,WR,Undisclosed,Questionable,Subscribers Only
Elijah Molden,TEN,CB,Groin,IR,Subscribers Only
Donte Moncrief,FA,WR,Undisclosed,Questionable,Subscribers Only
Smoke Monday,NO,S,Knee - ACL,IR,Subscribers Only
Henry Mondeaux,FA,DE,Leg,Out,Subscribers Only
Ty Montgomery,NE,RB,Knee,IR,Subscribers Only
A.J. Moore,TEN,S,Ankle,IR,Subscribers Only
Chris Moore,HOU,WR,Hip,Questionable,Subscribers Only
David Moore,FA,WR,Lower Leg,Questionable,Subscribers Only
J'Mon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalin Moore,FA,RB,Ankle,Reserve-Ret,Subscribers Only
Tarvarius Moore,SF,S,Hamstring,Questionable,Subscribers Only
Fabian Moreau,NYG,CB,Undisclosed,Questionable,Subscribers Only
Foster Moreau,LV,TE,Knee,Questionable,Subscribers Only
Emmanuel Moseley,SF,CB,Knee - ACL,Out,Subscribers Only
Jordan Mosley,FA,S,Undisclosed,Questionable,Subscribers Only
T.D. Moultry,FA,LB,Undisclosed,Questionable,Subscribers Only
Trayvon Mullen,ARI,CB,Hamstring,Questionable,Subscribers Only
Calvin Munson,FA,LB,Undisclosed,Questionable,Subscribers Only
Daniel Munyer,FA,C,Undisclosed,Questionable,Subscribers Only
Kyle Murphy,FA,OG,Ankle,Questionable,Subscribers Only
Sean Murphy-Bunting,TB,CB,Quadriceps,Questionable,Subscribers Only
Jalen Nailor,MIN,WR,Hamstring,Questionable,Subscribers Only
Ryan Nall,FA,FB,Shoulder,Questionable,Subscribers Only
Isaac Nauta,FA,TE,Undisclosed,Questionable,Subscribers Only
Sharrod Neasman,FA,S,Undisclosed,Questionable,Subscribers Only
J.J. Nelson,FA,WR,Groin,Questionable,Subscribers Only
Matt Nelson,DET,OT,Calf,Questionable,Subscribers Only
Nick Nelson,FA,CB,Undisclosed,Questionable,Subscribers Only
Lucas Niang,KC,OT,Kneecap,PUP-R,Subscribers Only
Hardy Nickerson,FA,LB,Concussion,Questionable,Subscribers Only
Elijah Nkansah,FA,OT,Undisclosed,Questionable,Subscribers Only
Desmond Noel,FA,OG,Undisclosed,Questionable,Subscribers Only
Quinn Nordin,NE,K,Undisclosed,NFI-R,Subscribers Only
Jared Norris,FA,LB,Shoulder,Questionable,Subscribers Only
Carter O'Donnell,IND,OT,Undisclosed,IR,Subscribers Only
Nick O'Leary,FA,TE,Chest,Questionable,Subscribers Only
Leon O'Neal,FA,S,Undisclosed,Questionable,Subscribers Only
Chris Odom,CLE,DE,Knee - ACL,IR,Subscribers Only
Andrew Ogletree,IND,TE,Knee - ACL,IR,Subscribers Only
Larry Ogunjobi,PIT,DT,Back,Questionable,Subscribers Only
David Ojabo,BAL,LB,Achilles,NFI-R,Subscribers Only
Michael Ojemudia,DEN,CB,Elbow,IR-R,Subscribers Only
Azeez Ojulari,NYG,DE,Calf,Questionable,Subscribers Only
Chris Okoye,FA,DT,Undisclosed,Questionable,Subscribers Only
Russell Okung,FA,OT,Calf,Questionable,Subscribers Only
Romeo Okwara,DET,DE,Achilles,PUP-R,Subscribers Only
Chris Olave,NO,WR,Concussion,Questionable,Subscribers Only
Isaiah Oliver,ATL,CB,Knee,IR-R,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Levi Onwuzurike,DET,DE,Back,IR,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
Tyler Ott,SEA,C,Shoulder,IR,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
JoJo Ozougwu,FA,DE,Undisclosed,Questionable,Subscribers Only
Mike Panasiuk,FA,C,Undisclosed,Questionable,Subscribers Only
Matt Paradis,FA,C,Knee - ACL,Questionable,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
Brandon Parker,LV,OT,Triceps,IR,Subscribers Only
Josh Paschal,DET,DE,Sports Hernia,PUP-R,Subscribers Only
Aaron Patrick,DEN,LB,Concussion,Questionable,Subscribers Only
Tim Patrick,DEN,WR,Knee - ACL,IR,Subscribers Only
Cordarrelle Patterson,ATL,RB,Knee,IR,Subscribers Only
Kwity Paye,IND,DE,Ankle,Questionable,Subscribers Only
Matt Peart,NYG,OT,Knee - ACL,PUP-R,Subscribers Only
Trevor Penning,NO,OT,Toe,IR,Subscribers Only
Rashaad Penny,SEA,RB,Lower Leg,Out,Subscribers Only
Ronnie Perkins,NE,LB,Undisclosed,IR,Subscribers Only
Breshad Perriman,TB,WR,Knee,Questionable,Subscribers Only
Ricky Person,BAL,RB,Undisclosed,Reserve-Ex,Subscribers Only
Jason Peters,DAL,OT,Chest,Questionable,Subscribers Only
Darius Phillips,DEN,CB,Hamstring,Questionable,Subscribers Only
Kyle Phillips,FA,DE,Undisclosed,Questionable,Subscribers Only
Darius Philon,FA,DT,Knee,Questionable,Subscribers Only
Chris Pierce,FA,TE,Undisclosed,Questionable,Subscribers Only
Michael Pierce,BAL,DT,Biceps,IR,Subscribers Only
Kevin Pierre-Louis,HOU,LB,Groin,IR,Subscribers Only
Trey Pipkins,LAC,OT,Knee - MCL,Questionable,Subscribers Only
Kyle Pitts,ATL,TE,Hamstring,Questionable,Subscribers Only
Carlins Platel,PIT,CB,Lower Body,IR,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Elijah Ponder,FA,LB,Undisclosed,Questionable,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Jordan Poyer,BUF,S,Ribs,Questionable,Subscribers Only
Matt Prater,ARI,K,Hip,Questionable,Subscribers Only
Dak Prescott,DAL,QB,Thumb,Out,Subscribers Only
Isaiah Prince,CIN,OT,Elbow,IR,Subscribers Only
Byron Pringle,CHI,WR,Calf,IR,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Blake Proehl,MIN,WR,Knee - ACL,PUP-R,Subscribers Only
Teagan Quitoriano,HOU,TE,Knee,IR,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
John Raine,FA,TE,Undisclosed,Questionable,Subscribers Only
Taylor Rapp,LAR,S,Ribs,Questionable,Subscribers Only
Hamilcar Rashed,FA,LB,Undisclosed,Out,Subscribers Only
Clint Ratkovich,FA,RB,Knee,Questionable,Subscribers Only
D.J. Reader,CIN,DT,Knee - MCL,IR,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
John Reid,SEA,CB,Groin,IR,Subscribers Only
Sam Renner,FA,DT,Undisclosed,Questionable,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Jon Rhattigan,SEA,LB,Knee - ACL,PUP-R,Subscribers Only
Xavier Rhodes,FA,CB,Hamstring,Out,Subscribers Only
Will Richardson,FA,OG,Ankle,Questionable,Subscribers Only
Calvin Ridley,ATL,WR,Suspension,Reserve-Sus,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Derek Rivers,HOU,DE,Biceps,IR,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
Andre Roberts,CAR,WR,Knee - PCL,IR,Subscribers Only
Aaron Robinson,NYG,CB,Knee,IR,Subscribers Only
Alton Robinson,SEA,DE,Knee - PCL,IR,Subscribers Only
Curtis Robinson,SF,LB,Ankle,IR,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Wan'Dale Robinson,NYG,WR,Knee,Questionable,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
John Ross,FA,WR,Knee,Questionable,Subscribers Only
Josh Ross,BAL,LB,Foot,IR,Subscribers Only
Justyn Ross,KC,WR,Foot,IR,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Chase Roullier,WAS,C,Knee,IR,Subscribers Only
Bravvion Roy,CAR,DT,Hamstring,IR,Subscribers Only
Logan Ryan,TB,S,Foot,Questionable,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Dru Samia,FA,OG,Undisclosed,Questionable,Subscribers Only
Drew Sample,CIN,TE,Knee - MCL,IR,Subscribers Only
Rigoberto Sanchez,IND,P,Achilles,IR,Subscribers Only
Brennan Scarlett,FA,LB,Undisclosed,Questionable,Subscribers Only
Jordan Scarlett,FA,RB,Knee,Questionable,Subscribers Only
Cole Schneider,FA,C,Ankle,Questionable,Subscribers Only
Dalton Schultz,DAL,TE,Knee - PCL,Questionable,Subscribers Only
Wes Schweitzer,WAS,C,Concussion,IR,Subscribers Only
Boston Scott,PHI,RB,Ribs,Questionable,Subscribers Only
Vernon Scott,GB,S,Shoulder,IR,Subscribers Only
Ricky Seals-Jones,FA,TE,Toe,Questionable,Subscribers Only
Austin Seibert,FA,K,Groin,Questionable,Subscribers Only
Greg Senat,NYJ,OT,Undisclosed,NFI-R,Subscribers Only
Mathew Sexton,FA,WR,Undisclosed,Questionable,Subscribers Only
Adam Shaheen,MIA,TE,Knee,IR,Subscribers Only
Aaron Shampklin,FA,RB,Ankle,Questionable,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Kendall Sheffield,FA,CB,Undisclosed,Questionable,Subscribers Only
Ty Shelby,FA,LB,Groin,Questionable,Subscribers Only
Coleman Shelton,LAR,C,Ankle,IR,Subscribers Only
Laviska Shenault,CAR,WR,Hamstring,Questionable,Subscribers Only
Sterling Shepard,NYG,WR,Knee - ACL,IR,Subscribers Only
A.Q. Shipley,FA,C,Neck,Questionable,Subscribers Only
Caleb Shudak,TEN,K,Undisclosed,PUP-R,Subscribers Only
Justin Simmons,DEN,S,Quadriceps,IR-R,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Out,Subscribers Only
Steven Sims,PIT,WR,Eye,Questionable,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Rashawn Slater,LAC,OT,Biceps,IR,Subscribers Only
Stone Smartt,LAC,TE,Undisclosed,NFI-R,Subscribers Only
Andre Smith,BUF,LB,Suspension,Reserve-Sus,Subscribers Only
Elerson Smith,NYG,LB,Lower Leg,IR,Subscribers Only
Jonnu Smith,NE,TE,Ankle,Questionable,Subscribers Only
Jordan Smith,JAX,LB,Knee,IR,Subscribers Only
Kaden Smith,FA,TE,Knee,Questionable,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Saivion Smith,DET,S,Concussion,Questionable,Subscribers Only
Trey Smith,KC,OG,Pectoral,Questionable,Subscribers Only
Tyreke Smith,SEA,LB,Hip,IR,Subscribers Only
Tyron Smith,DAL,OT,Knee,IR,Subscribers Only
Durham Smythe,MIA,TE,Hamstring,Questionable,Subscribers Only
Dylan Soehner,NO,TE,Undisclosed,PUP-P,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
Julian Stanford,FA,LB,Undisclosed,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Marquez Stevenson,BUF,WR,Foot,IR,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Aaron Stinnie,TB,OG,Knee - ACL + MCL,IR,Subscribers Only
Dillon Stoner,FA,WR,Undisclosed,Out,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Andrew Stueber,NE,OT,Hamstring,NFI-R,Subscribers Only
Stephen Sullivan,CAR,TE,Back,Questionable,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Sage Surratt,FA,TE,Undisclosed,Questionable,Subscribers Only
Cameron Sutton,PIT,CB,Hamstring,Questionable,Subscribers Only
D'Andre Swift,DET,RB,Shoulder,Questionable,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Tua Tagovailoa,MIA,QB,Concussion,Out,Subscribers Only
Alontae Taylor,NO,CB,Knee,IR,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Jonathan Taylor,IND,RB,Ankle,Questionable,Subscribers Only
Jullian Taylor,FA,DT,Undisclosed,Questionable,Subscribers Only
Malik Taylor,FA,WR,Undisclosed,Questionable,Subscribers Only
Tyrod Taylor,NYG,QB,Concussion,Questionable,Subscribers Only
Vincent Taylor,ATL,DT,Achilles,IR,Subscribers Only
Isaac Taylor-Stuart,DAL,CB,Ankle,IR,Subscribers Only
Master Teague,FA,RB,Ankle,Questionable,Subscribers Only
Sam Tevi,FA,OT,Knee - ACL,Questionable,Subscribers Only
Jordan Thomas,FA,TE,Undisclosed,Questionable,Subscribers Only
Logan Thomas,WAS,TE,Calf,Questionable,Subscribers Only
Michael Thomas,NO,WR,Foot,Questionable,Subscribers Only
Tavierre Thomas,HOU,CB,Quadriceps,IR,Subscribers Only
Stantley Thomas-Oliver,CAR,CB,Thigh,Questionable,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Cody Thompson,SEA,WR,Shoulder,IR,Subscribers Only
Colin Thompson,FA,TE,Calf,Questionable,Subscribers Only
Calvin Throckmorton,NO,OG,Hip,Questionable,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Khalan Tolson,FA,LB,Undisclosed,Questionable,Subscribers Only
Kadarius Toney,NYG,WR,Hamstring,Questionable,Subscribers Only
Brett Toth,PHI,OT,Knee,PUP-R,Subscribers Only
Andrew Trainer,LAC,OT,Undisclosed,IR,Subscribers Only
Casey Tucker,DEN,OT,Toe,IR,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
DJ Turner,LV,WR,Ankle,IR,Subscribers Only
Payton Turner,NO,DE,Chest,Questionable,Subscribers Only
John Ursua,FA,WR,Knee - ACL,Questionable,Subscribers Only
Halapoulivaati Vaitai,DET,OG,Back,IR,Subscribers Only
Donte Vaughn,FA,CB,Hamstring,Questionable,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,SF,CB,Knee - ACL,PUP-R,Subscribers Only
Nick Vigil,ARI,LB,Hamstring,IR,Subscribers Only
Andrew Vollert,FA,TE,Ankle,Questionable,Subscribers Only
Tyler Vrabel,FA,OT,Undisclosed,Out,Subscribers Only
Barrington Wade,FA,LB,Undisclosed,Questionable,Subscribers Only
Anthony Walker,CLE,LB,Quadriceps,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Mykal Walker,ATL,LB,Groin,Questionable,Subscribers Only
Tracy Walker,DET,S,Achilles,IR,Subscribers Only
Levi Wallace,PIT,CB,Concussion,Questionable,Subscribers Only
Darren Waller,LV,TE,Hamstring,Questionable,Subscribers Only
Denzel Ward,CLE,CB,Concussion,Questionable,Subscribers Only
Greg Ward,FA,WR,Toe,Questionable,Subscribers Only
Jimmie Ward,SF,S,Hand,Questionable,Subscribers Only
Jonathan Ward,ARI,RB,Hamstring,Questionable,Subscribers Only
Charles Washington,ARI,S,Chest,IR,Subscribers Only
James Washington,DAL,WR,Foot,IR,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Sammy Watkins,GB,WR,Hamstring,IR,Subscribers Only
Christian Watson,GB,WR,Hamstring,Questionable,Subscribers Only
Deshaun Watson,CLE,QB,Suspension,Reserve-Sus,Subscribers Only
T.J. Watt,PIT,LB,Knee,IR,Subscribers Only
Armani Watts,IND,S,Ankle,IR,Subscribers Only
Stephen Weatherly,CLE,DE,Knee,IR,Subscribers Only
Isaac Weaver,LAC,C,Undisclosed,IR,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Mark Webb,FA,S,Knee,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Wells,TB,OT,Calf,IR,Subscribers Only
Carson Wentz,WAS,QB,Shoulder,Questionable,Subscribers Only
Antoine Wesley,ARI,WR,Hip,IR,Subscribers Only
Isaiah Weston,CLE,WR,Knee,IR,Subscribers Only
Tershawn Wharton,KC,DT,Knee - ACL,Out,Subscribers Only
Keric Wheatfall,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,WAS,LB,Knee,IR,Subscribers Only
Javin White,CHI,LB,Knee - ACL,IR,Subscribers Only
Tre'Davious White,BUF,CB,Knee - ACL,PUP-R,Subscribers Only
Cody Whitehair,CHI,OG,Knee,IR,Subscribers Only
Kristian Wilkerson,NE,WR,Concussion,IR,Subscribers Only
Kenny Willekes,MIN,DE,Undisclosed,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Damien Williams,ATL,RB,Ribs,IR,Subscribers Only
Darrel Williams,ARI,RB,Knee,Questionable,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Greedy Williams,CLE,CB,Hamstring,IR-R,Subscribers Only
Jameson Williams,DET,WR,Knee - ACL,NFI-R,Subscribers Only
Javonte Williams,DEN,RB,Knee - ACL,IR,Subscribers Only
Joejuan Williams,NE,CB,Shoulder,IR,Subscribers Only
Jonah Williams,CIN,OT,Knee - MCL,Questionable,Subscribers Only
Jonathan Williams,WAS,RB,Knee,Questionable,Subscribers Only
Kyren Williams,LAR,RB,Ankle,IR,Subscribers Only
Leonard Williams,NYG,DE,Knee - MCL,Questionable,Subscribers Only
Marcus Williams,BAL,S,Wrist,IR,Subscribers Only
Maxx Williams,FA,TE,Knee,Questionable,Subscribers Only
P.J. Williams,NO,S,Quadriceps,IR,Subscribers Only
Quincy Williams,NYJ,LB,Ankle,Questionable,Subscribers Only
Raequan Williams,FA,DT,Undisclosed,Questionable,Subscribers Only
Rodarius Williams,NYG,CB,Knee - ACL,IR,Subscribers Only
Trent Williams,SF,OT,Ankle,Out,Subscribers Only
Trill Williams,MIA,S,Knee - ACL,IR,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Jordan Willis,SF,DE,Undisclosed,IR,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Brandon Wilson,CIN,S,Knee,PUP-R,Subscribers Only
Russell Wilson,DEN,QB,Shoulder,Questionable,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Chase Winovich,CLE,DE,Hamstring,IR,Subscribers Only
Jameis Winston,NO,QB,Back,Questionable,Subscribers Only
Ahkello Witherspoon,PIT,CB,Hamstring,Questionable,Subscribers Only
Eli Wolf,WAS,TE,Undisclosed,IR,Subscribers Only
Al Woods,SEA,DT,Knee,Questionable,Subscribers Only
Xavier Woods,CAR,S,Hamstring,Questionable,Subscribers Only
Nate Wozniak,FA,OT,Undisclosed,Reserve-Ret,Subscribers Only
Devonte Wyatt,GB,DE,Quadriceps,Questionable,Subscribers Only
Chase Young,WAS,DE,Knee - ACL + MCL,PUP-R,Subscribers Only
Dareke Young,SEA,WR,Quadriceps,Questionable,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
