team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.55,0.57,0.34,0.84,0.52,0.5,0.74,0.57
car_2022_1,2022,car,1,cle,0.33,0.44,0.42,0.23,0.31,0.52,0.21,0.51
car_2022_3,2022,car,3,no,0.53,0.6,0.4,0.6,0.37,0.39,0.73,0.75
lar_2022_2,2022,lar,2,atl,0.5,0.77,0.57,0.68,0.43,0.42,0.68,0.0
lar_2022_1,2022,lar,1,buf,0.2,0.27,0.3,0.18,0.26,0.3,0.87,0.5
lar_2022_3,2022,lar,3,ari,0.63,0.73,0.64,0.61,0.46,0.52,0.54,0.61
tb_2022_2,2022,tb,2,no,0.57,0.41,0.47,0.11,0.76,0.77,0.47,0.52
tb_2022_1,2022,tb,1,dal,0.67,0.6,0.44,0.6,0.73,0.73,0.52,0.49
tb_2022_3,2022,tb,3,gb,0.54,0.57,0.53,0.17,0.48,0.49,0.69,0.59
den_2022_2,2022,den,2,hou,0.65,0.64,0.48,0.68,0.65,0.71,0.44,0.47
den_2022_1,2022,den,1,sea,0.49,0.6,0.64,0.16,0.45,0.43,0.81,0.42
den_2022_3,2022,den,3,sf,0.5,0.41,0.37,0.29,0.62,0.64,0.6,0.54
ari_2022_2,2022,ari,2,lv,0.49,0.61,0.42,0.68,0.4,0.44,0.65,0.49
ari_2022_1,2022,ari,1,kc,0.22,0.5,0.47,0.18,0.04,0.23,0.44,0.53
ari_2022_3,2022,ari,3,lar,0.32,0.57,0.47,0.46,0.21,0.35,0.4,0.34
sf_2022_2,2022,sf,2,sea,0.69,0.74,0.77,0.41,0.58,0.58,0.66,0.53
sf_2022_1,2022,sf,1,chi,0.5,0.43,0.35,0.47,0.59,0.57,0.67,0.55
sf_2022_3,2022,sf,3,den,0.51,0.4,0.37,0.3,0.66,0.63,0.73,0.5
sea_2022_2,2022,sea,2,sf,0.3,0.45,0.4,0.35,0.27,0.23,0.52,0.45
sea_2022_1,2022,sea,1,den,0.47,0.58,0.56,0.19,0.3,0.34,0.78,0.73
sea_2022_3,2022,sea,3,atl,0.48,0.83,0.68,0.52,0.06,0.37,0.0,0.67
phi_2022_2,2022,phi,2,min,0.79,0.89,0.68,0.78,0.67,0.67,0.49,0.36
phi_2022_1,2022,phi,1,det,0.54,0.76,0.57,0.78,0.32,0.52,0.21,0.47
phi_2022_3,2022,phi,3,was,0.75,0.8,0.79,0.12,0.66,0.68,0.52,0.45
cle_2022_2,2022,cle,2,nyj,0.61,0.95,0.74,0.74,0.2,0.33,0.53,0.56
