p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,week,year,plyr_number
carltondavis_tb_2022_7,tb_2022_7,carltondavis_tb_2022,tb_2022,carltondavis,49335,cb,tb,1,2,,2.0,0,0,0,0,0,0,0,0,0,7,2022,7
caseyhaywardjr_atl_2022_7,atl_2022_7,caseyhaywardjr_atl_2022,atl_2022,caseyhaywardjr,7064,cb,atl,1,4,,4.0,0,0,0,0,0,0,0,0,0,7,2022,7
tyrannmathieu_no_2022_7,no_2022_7,tyrannmathieu_no_2022,no_2022,tyrannmathieu,7850,s,no,1,5,,5.0,0,0,0,0,0,0,0,0,0,7,2022,7
bradleyroby_no_2022_7,no_2022_7,bradleyroby_no_2022,no_2022,bradleyroby,8666,cb,no,1,14,,7.0,0,0,0,0,0,0,0,0,0,7,2022,7
christiankirksey_hou_2022_7,hou_2022_7,christiankirksey_hou_2022,hou_2022,christiankirksey,8706,lb,hou,1,10,,10.0,0,0,0,0,0,0,0,0,0,7,2022,7
terrancemitchell_ten_2022_7,ten_2022_7,terrancemitchell_ten_2022,ten_2022,terrancemitchell,8888,cb,ten,1,3,,3.0,0,0,0,0,0,0,0,0,0,7,2022,7
garretwallow_hou_2022_7,hou_2022_7,garretwallow_hou_2022,hou_2022,garretwallow,60761,lb,hou,1,9,,4.5,0,0,0,0,0,0,0,0,0,7,2022,7
jamindavis_was_2022_7,was_2022_7,jamindavis_was_2022,was_2022,jamindavis,57905,lb,was,1,2,,2.0,0,0,0,0,0,0,0,0,0,7,2022,7
nevillehewitt_hou_2022_7,hou_2022_7,nevillehewitt_hou_2022,hou_2022,nevillehewitt,9836,lb,hou,1,2,,2.0,0,0,0,0,0,0,0,0,0,7,2022,7
marcusjones_ne_2022_7,ne_2022_7,marcusjones_ne_2022,ne_2022,marcusjones,55717,cb,ne,1,8,,8.0,0,0,0,0,0,0,0,0,0,7,2022,7
siranneal_buf_2022_7,buf_2022_7,siranneal_buf_2022,buf_2022,siranneal,27130,cb,buf,1,17,,2.8,0,0,0,0,0,0,0,0,0,7,2022,7
johnathanabram_lv_2022_7,lv_2022_7,johnathanabram_lv_2022,lv_2022,johnathanabram,34646,s,lv,1,12,12.0,6.0,0,0,0,0,0,0,0,0,0,7,2022,7
desmondkingii_hou_2022_7,hou_2022_7,desmondkingii_hou_2022,hou_2022,desmondkingii,11906,cb,hou,1,32,10.7,5.3,0,0,0,0,0,0,0,0,0,7,2022,7
samwebb_lv_2022_7,lv_2022_7,samwebb_lv_2022,lv_2022,samwebb,134606,cb,lv,1,10,10.0,3.3,0,0,0,0,0,0,0,0,0,7,2022,7
justonburris_car_2022_7,car_2022_7,justonburris_car_2022,car_2022,justonburris,10752,s,car,1,10,10.0,10.0,0,0,0,0,0,0,0,0,0,7,2022,7
josiahscott_phi_2022_7,phi_2022_7,josiahscott_phi_2022,phi_2022,josiahscott,55634,cb,phi,1,38,9.5,7.6,0,0,0,0,0,0,0,0,0,7,2022,7
trenorwood_pit_2022_7,pit_2022_7,trenorwood_pit_2022,pit_2022,trenorwood,55675,s,pit,1,9,9.0,4.5,0,0,0,0,0,0,0,0,0,7,2022,7
rogermccreary_ten_2022_7,ten_2022_7,rogermccreary_ten_2022,ten_2022,rogermccreary,83176,cb,ten,1,33,8.3,4.7,0,0,0,0,0,0,0,0,0,7,2022,7
joshuakalu_ten_2022_7,ten_2022_7,joshuakalu_ten_2022,ten_2022,joshuakalu,51203,s,ten,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,7,2022,7
jayronkearse_dal_2022_7,dal_2022_7,jayronkearse_dal_2022,dal_2022,jayronkearse,10878,s,dal,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,7,2022,7
harrisonsmith_min_2022_7,min_2022_7,harrisonsmith_min_2022,min_2022,harrisonsmith,7641,s,min,1,8,8.0,4.0,0,0,0,0,0,0,0,0,0,7,2022,7
adrianamos_gb_2022_7,gb_2022_7,adrianamos_gb_2022,gb_2022,adrianamos,9575,s,gb,1,7,7.0,3.5,0,0,0,0,0,0,0,0,0,7,2022,7
ronnieharrison_cle_2022_7,cle_2022_7,ronnieharrison_cle_2022,cle_2022,ronnieharrison,49206,s,cle,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,7,2022,7
rockyasin_lv_2022_7,lv_2022_7,rockyasin_lv_2022,lv_2022,rockyasin,49564,cb,lv,1,7,7.0,3.5,0,0,0,0,0,0,0,0,0,7,2022,7
andrewadams_ten_2022_7,ten_2022_7,andrewadams_ten_2022,ten_2022,andrewadams,11240,s,ten,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,7,2022,7
ajparker_det_2022_7,det_2022_7,ajparker_det_2022,det_2022,ajparker,55983,cb,det,1,19,6.3,6.3,0,0,0,0,0,0,0,0,0,7,2022,7
jessiebatesiii_cin_2022_7,cin_2022_7,jessiebatesiii_cin_2022,cin_2022,jessiebatesiii,49162,s,cin,1,6,6.0,3.0,0,0,0,0,0,0,0,0,0,7,2022,7
amikrobertson_lv_2022_7,lv_2022_7,amikrobertson_lv_2022,lv_2022,amikrobertson,55619,cb,lv,1,12,6.0,6.0,0,0,0,0,0,0,0,0,0,7,2022,7
trevondiggs_dal_2022_7,dal_2022_7,trevondiggs_dal_2022,dal_2022,trevondiggs,41817,cb,dal,1,11,5.5,5.5,0,0,0,0,0,0,0,0,0,7,2022,7
corylittleton_car_2022_7,car_2022_7,corylittleton_car_2022,car_2022,corylittleton,11190,lb,car,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,7,2022,7
mikeedwards_tb_2022_7,tb_2022_7,mikeedwards_tb_2022,tb_2022,mikeedwards,51282,s,tb,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,7,2022,7
darnayholmes_nyg_2022_7,nyg_2022_7,darnayholmes_nyg_2022,nyg_2022,darnayholmes,56247,cb,nyg,1,28,4.7,3.1,0,0,0,0,0,0,0,0,0,7,2022,7
