p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year,plyr_number
williamjacksoniii_was_2022_7,was_2022_7,williamjacksoniii_was_2022,was_2022,williamjacksoniii,10658,cb,was,1,0,6.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
artieburns_sea_2022_7,sea_2022_7,artieburns_sea_2022,sea_2022,artieburns,10659,cb,sea,1,0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kevinbyard_ten_2022_7,ten_2022_7,kevinbyard_ten_2022,ten_2022,kevinbyard,10698,s,ten,1,2,2.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joeschobert_ten_2022_7,ten_2022_7,joeschobert_ten_2022,ten_2022,joeschobert,10733,lb,ten,1,0,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mileskillebrew_pit_2022_7,pit_2022_7,mileskillebrew_pit_2022,pit_2022,mileskillebrew,10745,lb,pit,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
blakemartinez_lv_2022_7,lv_2022_7,blakemartinez_lv_2022,lv_2022,blakemartinez,10765,lb,lv,1,0,11.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kamugrugierhill_hou_2022_7,hou_2022_7,kamugrugierhill_hou_2022,hou_2022,kamugrugierhill,10842,lb,hou,1,0,8.1,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
willparks_nyj_2022_7,nyj_2022_7,willparks_nyj_2022,nyj_2022,willparks,10853,s,nyj,1,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
matthiasfarley_lv_2022_7,lv_2022_7,matthiasfarley_lv_2022,lv_2022,matthiasfarley,10953,s,lv,1,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jonathanjones_ne_2022_7,ne_2022_7,jonathanjones_ne_2022,ne_2022,jonathanjones,11217,cb,ne,1,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
andrewadams_ten_2022_7,ten_2022_7,andrewadams_ten_2022,ten_2022,andrewadams,11240,s,ten,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
alexanzalone_det_2022_7,det_2022_7,alexanzalone_det_2022,det_2022,alexanzalone,11831,lb,det,1,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cameronsutton_pit_2022_7,pit_2022_7,cameronsutton_pit_2022,pit_2022,cameronsutton,11850,cb,pit,1,0,19.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jalenreevesmaybin_hou_2022_7,hou_2022_7,jalenreevesmaybin_hou_2022,hou_2022,jalenreevesmaybin,11879,lb,hou,1,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
desmondkingii_hou_2022_7,hou_2022_7,desmondkingii_hou_2022,hou_2022,desmondkingii,11906,cb,hou,1,1,13.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
dylancole_ten_2022_7,ten_2022_7,dylancole_ten_2022,ten_2022,dylancole,24304,lb,ten,1,0,17.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
leviwallace_pit_2022_7,pit_2022_7,leviwallace_pit_2022,pit_2022,leviwallace,25445,cb,pit,1,0,19.4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
seanmurphybunting_tb_2022_7,tb_2022_7,seanmurphybunting_tb_2022,tb_2022,seanmurphybunting,25891,cb,tb,1,0,13.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
deshonelliott_det_2022_7,det_2022_7,deshonelliott_det_2022,det_2022,deshonelliott,28854,s,det,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
davidlong_ten_2022_7,ten_2022_7,davidlong_ten_2022,ten_2022,davidlong,29367,lb,ten,1,1,6.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
robertrochell_lar_2022_7,lar_2022_7,robertrochell_lar_2022,lar_2022,robertrochell,33693,cb,lar,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mikehughes_det_2022_7,det_2022_7,mikehughes_det_2022,det_2022,mikehughes,34057,cb,det,1,1,10.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
johnathanabram_lv_2022_7,lv_2022_7,johnathanabram_lv_2022,lv_2022,johnathanabram,34646,s,lv,1,0,6.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
matthewadams_chi_2022_7,chi_2022_7,matthewadams_chi_2022,chi_2022,matthewadams,38526,lb,chi,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
justinlayne_nyg_2022_7,nyg_2022_7,justinlayne_nyg_2022,nyg_2022,justinlayne,40160,cb,nyg,1,0,5.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
divinedeablo_lv_2022_7,lv_2022_7,divinedeablo_lv_2022,lv_2022,divinedeablo,42208,lb,lv,1,0,2.2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
chaselucas_det_2022_7,det_2022_7,chaselucas_det_2022,det_2022,chaselucas,42833,s,det,1,0,20.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kristianfulton_ten_2022_7,ten_2022_7,kristianfulton_ten_2022,ten_2022,kristianfulton,42894,cb,ten,1,1,10.8,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jakehansen_hou_2022_7,hou_2022_7,jakehansen_hou_2022,hou_2022,jakehansen,43645,lb,hou,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
saivionsmith_det_2022_7,det_2022_7,saivionsmith_det_2022,det_2022,saivionsmith,44429,cb,det,1,0,12.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
terrellburgess_lar_2022_7,lar_2022_7,terrellburgess_lar_2022,lar_2022,terrellburgess,45255,s,lar,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rashadfenton_kc_2022_7,kc_2022_7,rashadfenton_kc_2022,kc_2022,rashadfenton,49329,cb,kc,1,0,13.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jaylonjones_chi_2022_7,chi_2022_7,jaylonjones_chi_2022,chi_2022,jaylonjones,49374,cb,chi,1,1,5.8,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
nickmccloud_nyg_2022_7,nyg_2022_7,nickmccloud_nyg_2022,nyg_2022,nickmccloud,49535,cb,nyg,1,0,15.8,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
denzelward_cle_2022_7,cle_2022_7,denzelward_cle_2022,cle_2022,denzelward,49558,cb,cle,1,0,13.7,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rockyasin_lv_2022_7,lv_2022_7,rockyasin_lv_2022,lv_2022,rockyasin,49564,cb,lv,1,0,8.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ajgreen_cle_2022_7,cle_2022_7,ajgreen_cle_2022,cle_2022,ajgreen,50394,cb,cle,1,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
lamarjackson_chi_2022_7,chi_2022_7,lamarjackson_chi_2022,chi_2022,lamarjackson,50532,cb,chi,1,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joseyjewell_den_2022_7,den_2022_7,joseyjewell_den_2022,den_2022,joseyjewell,50720,lb,den,1,0,2.3,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tyreldodson_buf_2022_7,buf_2022_7,tyreldodson_buf_2022,buf_2022,tyreldodson,51045,lb,buf,1,2,6.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joshuakalu_ten_2022_7,ten_2022_7,joshuakalu_ten_2022,ten_2022,joshuakalu,51203,s,ten,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
minkahfitzpatrick_pit_2022_7,pit_2022_7,minkahfitzpatrick_pit_2022,pit_2022,minkahfitzpatrick,51206,s,pit,1,1,29.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mikeedwards_tb_2022_7,tb_2022_7,mikeedwards_tb_2022,tb_2022,mikeedwards,51282,s,tb,1,0,2.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
seanchandler_car_2022_7,car_2022_7,seanchandler_car_2022,car_2022,seanchandler,51315,s,car,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
willharris_det_2022_7,det_2022_7,willharris_det_2022,det_2022,willharris,51336,cb,det,1,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rodericteamer_lv_2022_7,lv_2022_7,rodericteamer_lv_2022,lv_2022,rodericteamer,51405,s,lv,1,0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jaquanjohnson_buf_2022_7,buf_2022_7,jaquanjohnson_buf_2022,buf_2022,jaquanjohnson,51433,s,buf,1,3,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kadenelliss_no_2022_7,no_2022_7,kadenelliss_no_2022,no_2022,kadenelliss,51485,lb,no,1,0,26.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jtgray_no_2022_7,no_2022_7,jtgray_no_2022,no_2022,jtgray,51495,s,no,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
amikrobertson_lv_2022_7,lv_2022_7,amikrobertson_lv_2022,lv_2022,amikrobertson,55619,cb,lv,1,0,12.7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
russyeast_lar_2022_7,lar_2022_7,russyeast_lar_2022,lar_2022,russyeast,55629,s,lar,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
josiahscott_phi_2022_7,phi_2022_7,josiahscott_phi_2022,phi_2022,josiahscott,55634,cb,phi,1,0,-0.4,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jeffreyokudah_det_2022_7,det_2022_7,jeffreyokudah_det_2022,det_2022,jeffreyokudah,55674,cb,det,1,0,14.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jamarcusingram_buf_2022_7,buf_2022_7,jamarcusingram_buf_2022,buf_2022,jamarcusingram,55738,cb,buf,1,0,13.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bryancook_kc_2022_7,kc_2022_7,bryancook_kc_2022,kc_2022,bryancook,55940,s,kc,1,1,48.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ajparker_det_2022_7,det_2022_7,ajparker_det_2022,det_2022,ajparker,55983,cb,det,1,0,6.7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ambrythomas_sf_2022_7,sf_2022_7,ambrythomas_sf_2022,sf_2022,ambrythomas,56058,cb,sf,1,0,22.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
daronbland_dal_2022_7,dal_2022_7,daronbland_dal_2022,dal_2022,daronbland,56158,cb,dal,1,0,6.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ifeatumelifonwu_det_2022_7,det_2022_7,ifeatumelifonwu_det_2022,det_2022,ifeatumelifonwu,56203,s,det,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jalenpitre_hou_2022_7,hou_2022_7,jalenpitre_hou_2022,hou_2022,jalenpitre,57737,s,hou,1,0,21.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
terrelbernard_buf_2022_7,buf_2022_7,terrelbernard_buf_2022,buf_2022,terrelbernard,57739,lb,buf,1,0,2.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
baylonspector_buf_2022_7,buf_2022_7,baylonspector_buf_2022,buf_2022,baylonspector,57782,lb,buf,1,0,4.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mykalwalker_atl_2022_7,atl_2022_7,mykalwalker_atl_2022,atl_2022,mykalwalker,57834,lb,atl,1,3,6.2,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
derrickbarnes_det_2022_7,det_2022_7,derrickbarnes_det_2022,det_2022,derrickbarnes,58120,lb,det,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
malcolmrodriguez_det_2022_7,det_2022_7,malcolmrodriguez_det_2022,det_2022,malcolmrodriguez,60731,lb,det,1,1,1.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
garretwallow_hou_2022_7,hou_2022_7,garretwallow_hou_2022,hou_2022,garretwallow,60761,lb,hou,1,0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
calebfarley_ten_2022_7,ten_2022_7,calebfarley_ten_2022,ten_2022,calebfarley,61803,cb,ten,1,0,48.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
zyonmccollum_tb_2022_7,tb_2022_7,zyonmccollum_tb_2022,tb_2022,zyonmccollum,66769,cb,tb,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jonathanowens_hou_2022_7,hou_2022_7,jonathanowens_hou_2022,hou_2022,jonathanowens,66930,s,hou,1,1,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
chadmuma_jax_2022_7,jax_2022_7,chadmuma_jax_2022,jax_2022,chadmuma,75818,lb,jax,1,0,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cadensterns_den_2022_7,den_2022_7,cadensterns_den_2022,den_2022,cadensterns,76725,s,den,1,0,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
trevonmoehrig_lv_2022_7,lv_2022_7,trevonmoehrig_lv_2022,lv_2022,trevonmoehrig,77847,s,lv,1,1,9.5,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
micahmcfadden_nyg_2022_7,nyg_2022_7,micahmcfadden_nyg_2022,nyg_2022,micahmcfadden,81246,lb,nyg,1,0,0.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rogermccreary_ten_2022_7,ten_2022_7,rogermccreary_ten_2022,ten_2022,rogermccreary,83176,cb,ten,1,0,9.1,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kerbyjoseph_det_2022_7,det_2022_7,kerbyjoseph_det_2022,det_2022,kerbyjoseph,83239,s,det,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jayceehorn_car_2022_7,car_2022_7,jayceehorn_car_2022,car_2022,jayceehorn,83375,cb,car,1,0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bobbyprice_det_2022_7,det_2022_7,bobbyprice_det_2022,det_2022,bobbyprice,91112,cb,det,1,0,15.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
derekstingleyjr_hou_2022_7,hou_2022_7,derekstingleyjr_hou_2022,hou_2022,derekstingleyjr,98253,cb,hou,1,0,17.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
samwebb_lv_2022_7,lv_2022_7,samwebb_lv_2022,lv_2022,samwebb,134606,cb,lv,1,0,10.3,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kaderkohou_mia_2022_7,mia_2022_7,kaderkohou_mia_2022,mia_2022,kaderkohou,156070,cb,mia,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kareemjackson_den_2022_7,den_2022_7,kareemjackson_den_2022,den_2022,kareemjackson,5545,s,den,1,1,5.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
devinmccourty_ne_2022_7,ne_2022_7,devinmccourty_ne_2022,ne_2022,devinmccourty,5552,s,ne,1,0,8.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
patrickpeterson_min_2022_7,min_2022_7,patrickpeterson_min_2022,min_2022,patrickpeterson,6157,cb,min,1,1,11.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
chrisharrisjr_no_2022_7,no_2022_7,chrisharrisjr_no_2022,no_2022,chrisharrisjr,6457,cb,no,1,0,4.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joshbynes_bal_2022_7,bal_2022_7,joshbynes_bal_2022,bal_2022,joshbynes,6503,lb,bal,1,0,-1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
stephongilmore_ind_2022_7,ind_2022_7,stephongilmore_ind_2022,ind_2022,stephongilmore,7016,cb,ind,1,0,14.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
