p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year,plyr_number
kwitypaye_ind_2022_7,ind_2022_7,kwitypaye_ind_2022,ind_2022,kwitypaye,56713,ed,ind,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kurthinish_hou_2022_7,hou_2022_7,kurthinish_hou_2022,hou_2022,kurthinish,56787,di,hou,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jalenpitre_hou_2022_7,hou_2022_7,jalenpitre_hou_2022,hou_2022,jalenpitre,57737,s,hou,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
terrelbernard_buf_2022_7,buf_2022_7,terrelbernard_buf_2022,buf_2022,terrelbernard,57739,lb,buf,1,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
isaiahmcduffie_gb_2022_7,gb_2022_7,isaiahmcduffie_gb_2022,gb_2022,isaiahmcduffie,57754,lb,gb,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
baylonspector_buf_2022_7,buf_2022_7,baylonspector_buf_2022,buf_2022,baylonspector,57782,lb,buf,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
natelandman_atl_2022_7,atl_2022_7,natelandman_atl_2022,atl_2022,natelandman,57788,lb,atl,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mykalwalker_atl_2022_7,atl_2022_7,mykalwalker_atl_2022,atl_2022,mykalwalker,57834,lb,atl,1,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kyronjohnson_phi_2022_7,phi_2022_7,kyronjohnson_phi_2022,phi_2022,kyronjohnson,57890,ed,phi,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
derrickbarnes_det_2022_7,det_2022_7,derrickbarnes_det_2022,det_2022,derrickbarnes,58120,lb,det,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tylershelvin_cin_2022_7,cin_2022_7,tylershelvin_cin_2022,cin_2022,tylershelvin,58438,di,cin,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
malcolmrodriguez_det_2022_7,det_2022_7,malcolmrodriguez_det_2022,det_2022,malcolmrodriguez,60731,lb,det,1,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
garretwallow_hou_2022_7,hou_2022_7,garretwallow_hou_2022,hou_2022,garretwallow,60761,lb,hou,1,0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
calebfarley_ten_2022_7,ten_2022_7,calebfarley_ten_2022,ten_2022,calebfarley,61803,cb,ten,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tariqcarpenter_gb_2022_7,gb_2022_7,tariqcarpenter_gb_2022,gb_2022,tariqcarpenter,62987,s,gb,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
zyonmccollum_tb_2022_7,tb_2022_7,zyonmccollum_tb_2022,tb_2022,zyonmccollum,66769,cb,tb,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jonathanowens_hou_2022_7,hou_2022_7,jonathanowens_hou_2022,hou_2022,jonathanowens,66930,s,hou,1,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cadensterns_den_2022_7,den_2022_7,cadensterns_den_2022,den_2022,cadensterns,76725,s,den,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
alimmcneill_det_2022_7,det_2022_7,alimmcneill_det_2022,det_2022,alimmcneill,76996,di,det,1,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
trevonmoehrig_lv_2022_7,lv_2022_7,trevonmoehrig_lv_2022,lv_2022,trevonmoehrig,77847,s,lv,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
micahmcfadden_nyg_2022_7,nyg_2022_7,micahmcfadden_nyg_2022,nyg_2022,micahmcfadden,81246,lb,nyg,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
teairtart_ten_2022_7,ten_2022_7,teairtart_ten_2022,ten_2022,teairtart,82261,di,ten,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
aidanhutchinson_det_2022_7,det_2022_7,aidanhutchinson_det_2022,det_2022,aidanhutchinson,82330,ed,det,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
daviyonnixon_car_2022_7,car_2022_7,daviyonnixon_car_2022,car_2022,daviyonnixon,82488,di,car,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
channingtindall_mia_2022_7,mia_2022_7,channingtindall_mia_2022,mia_2022,channingtindall,82548,lb,mia,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joshjobe_phi_2022_7,phi_2022_7,joshjobe_phi_2022,phi_2022,joshjobe,83122,cb,phi,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rogermccreary_ten_2022_7,ten_2022_7,rogermccreary_ten_2022,ten_2022,rogermccreary,83176,cb,ten,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kerbyjoseph_det_2022_7,det_2022_7,kerbyjoseph_det_2022,det_2022,kerbyjoseph,83239,s,det,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jayceehorn_car_2022_7,car_2022_7,jayceehorn_car_2022,car_2022,jayceehorn,83375,cb,car,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
brycethompson_no_2022_7,no_2022_7,brycethompson_no_2022,no_2022,brycethompson,83392,s,no,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bobbyprice_det_2022_7,det_2022_7,bobbyprice_det_2022,det_2022,bobbyprice,91112,cb,det,1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
anthonypittman_det_2022_7,det_2022_7,anthonypittman_det_2022,det_2022,anthonypittman,94372,ed,det,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
derekstingleyjr_hou_2022_7,hou_2022_7,derekstingleyjr_hou_2022,hou_2022,derekstingleyjr,98253,cb,hou,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jermainejohnsonii_nyj_2022_7,nyj_2022_7,jermainejohnsonii_nyj_2022,nyj_2022,jermainejohnsonii,99015,ed,nyj,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
nakobedean_phi_2022_7,phi_2022_7,nakobedean_phi_2022,phi_2022,nakobedean,99018,lb,phi,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
amarebarno_car_2022_7,car_2022_7,amarebarno_car_2022,car_2022,amarebarno,99780,ed,car,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
samokuayinonu_ten_2022_7,ten_2022_7,samokuayinonu_ten_2022,ten_2022,samokuayinonu,101425,ed,ten,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
brandonsmith_car_2022_7,car_2022_7,brandonsmith_car_2022,car_2022,brandonsmith,101497,lb,car,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
michaelhoecht_lar_2022_7,lar_2022_7,michaelhoecht_lar_2022,lar_2022,michaelhoecht,108840,di,lar,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
samwebb_lv_2022_7,lv_2022_7,samwebb_lv_2022,lv_2022,samwebb,134606,cb,lv,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kaderkohou_mia_2022_7,mia_2022_7,kaderkohou_mia_2022,mia_2022,kaderkohou,156070,cb,mia,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
calaiscampbell_bal_2022_7,bal_2022_7,calaiscampbell_bal_2022,bal_2022,calaiscampbell,4364,di,bal,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tysonalualu_pit_2022_7,pit_2022_7,tysonalualu_pit_2022,pit_2022,tysonalualu,5535,di,pit,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
brandongraham_phi_2022_7,phi_2022_7,brandongraham_phi_2022,phi_2022,brandongraham,5538,ed,phi,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jasonpierrepaul_bal_2022_7,bal_2022_7,jasonpierrepaul_bal_2022,bal_2022,jasonpierrepaul,5540,ed,bal,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kareemjackson_den_2022_7,den_2022_7,kareemjackson_den_2022,den_2022,kareemjackson,5545,s,den,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
devinmccourty_ne_2022_7,ne_2022_7,devinmccourty_ne_2022,ne_2022,devinmccourty,5552,s,ne,1,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
carlosdunlap_kc_2022_7,kc_2022_7,carlosdunlap_kc_2022,kc_2022,carlosdunlap,5579,ed,kc,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
coreypeters_jax_2022_7,jax_2022_7,coreypeters_jax_2022,jax_2022,coreypeters,5607,di,jax,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
vonmiller_buf_2022_7,buf_2022_7,vonmiller_buf_2022,buf_2022,vonmiller,6154,ed,buf,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
patrickpeterson_min_2022_7,min_2022_7,patrickpeterson_min_2022,min_2022,patrickpeterson,6157,cb,min,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jjwatt_ari_2022_7,ari_2022_7,jjwatt_ari_2022,ari_2022,jjwatt,6163,ed,ari,1,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
robertquinn_chi_2022_7,chi_2022_7,robertquinn_chi_2022,chi_2022,robertquinn,6166,ed,chi,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cameronjordan_no_2022_7,no_2022_7,cameronjordan_no_2022,no_2022,cameronjordan,6176,ed,no,1,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cameronheyward_pit_2022_7,pit_2022_7,cameronheyward_pit_2022,pit_2022,cameronheyward,6183,di,pit,1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
chrisharrisjr_no_2022_7,no_2022_7,chrisharrisjr_no_2022,no_2022,chrisharrisjr,6457,cb,no,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joshbynes_bal_2022_7,bal_2022_7,joshbynes_bal_2022,bal_2022,joshbynes,6503,lb,bal,1,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
stephongilmore_ind_2022_7,ind_2022_7,stephongilmore_ind_2022,ind_2022,stephongilmore,7016,cb,ind,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
fletchercox_phi_2022_7,phi_2022_7,fletchercox_phi_2022,phi_2022,fletchercox,7018,di,phi,1,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
melviningramiii_mia_2022_7,mia_2022_7,melviningramiii_mia_2022,mia_2022,melviningramiii,7024,ed,mia,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bobbywagner_lar_2022_7,lar_2022_7,bobbywagner_lar_2022,lar_2022,bobbywagner,7050,lb,lar,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
lavontedavid_tb_2022_7,tb_2022_7,lavontedavid_tb_2022,tb_2022,lavontedavid,7060,lb,tb,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
vinnycurry_nyj_2022_7,nyj_2022_7,vinnycurry_nyj_2022,nyj_2022,vinnycurry,7061,ed,nyj,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
caseyhaywardjr_atl_2022_7,atl_2022_7,caseyhaywardjr_atl_2022,atl_2022,caseyhaywardjr,7064,cb,atl,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
demariodavis_no_2022_7,no_2022_7,demariodavis_no_2022,no_2022,demariodavis,7079,lb,no,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rodneymcleod_ind_2022_7,ind_2022_7,rodneymcleod_ind_2022,ind_2022,rodneymcleod,7271,s,ind,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tashaungipsonsr_sf_2022_7,sf_2022_7,tashaungipsonsr_sf_2022,sf_2022,tashaungipsonsr,7288,s,sf,1,2,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
harrisonsmith_min_2022_7,min_2022_7,harrisonsmith_min_2022,min_2022,harrisonsmith,7641,s,min,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
justinbethel_mia_2022_7,mia_2022_7,justinbethel_mia_2022,mia_2022,justinbethel,7654,cb,mia,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
dariusslay_phi_2022_7,phi_2022_7,dariusslay_phi_2022,phi_2022,dariusslay,7817,cb,phi,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
tyrannmathieu_no_2022_7,no_2022_7,tyrannmathieu_no_2022,no_2022,tyrannmathieu,7850,s,no,1,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
akeemspence_sf_2022_7,sf_2022_7,akeemspence_sf_2022,sf_2022,akeemspence,7882,di,sf,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
williamgholston_tb_2022_7,tb_2022_7,williamgholston_tb_2022,tb_2022,williamgholston,7908,di,tb,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ajklein_bal_2022_7,bal_2022_7,ajklein_bal_2022,bal_2022,ajklein,7930,lb,bal,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jordanpoyer_buf_2022_7,buf_2022_7,jordanpoyer_buf_2022,buf_2022,jordanpoyer,8000,s,buf,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
nickwilliams_nyg_2022_7,nyg_2022_7,nickwilliams_nyg_2022,nyg_2022,nickwilliams,8006,di,nyg,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
chrisbanjo_ari_2022_7,ari_2022_7,chrisbanjo_ari_2022,ari_2022,chrisbanjo,8419,s,ari,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mikepurcell_den_2022_7,den_2022_7,mikepurcell_den_2022,den_2022,mikepurcell,8530,di,den,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
khalilmack_lac_2022_7,lac_2022_7,khalilmack_lac_2022,lac_2022,khalilmack,8640,ed,lac,1,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
anthonybarr_dal_2022_7,dal_2022_7,anthonybarr_dal_2022,dal_2022,anthonybarr,8644,lb,dal,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
aarondonald_lar_2022_7,lar_2022_7,aarondonald_lar_2022,lar_2022,aarondonald,8648,di,lar,1,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
cjmosley_nyj_2022_7,nyj_2022_7,cjmosley_nyj_2022,nyj_2022,cjmosley,8652,lb,nyj,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bradleyroby_no_2022_7,no_2022_7,bradleyroby_no_2022,no_2022,bradleyroby,8666,cb,no,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
demarcuslawrence_dal_2022_7,dal_2022_7,demarcuslawrence_dal_2022,dal_2022,demarcuslawrence,8669,ed,dal,1,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kylevannoy_lac_2022_7,lac_2022_7,kylevannoy_lac_2022,lac_2022,kylevannoy,8675,ed,lac,1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
lamarcusjoyner_nyj_2022_7,nyj_2022_7,lamarcusjoyner_nyj_2022,nyj_2022,lamarcusjoyner,8676,s,nyj,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jeremiahattaochu_bal_2022_7,bal_2022_7,jeremiahattaochu_bal_2022,bal_2022,jeremiahattaochu,8685,ed,bal,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
justinellis_nyg_2022_7,nyg_2022_7,justinellis_nyg_2022,nyg_2022,justinellis,8742,di,nyg,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
daquanjones_buf_2022_7,buf_2022_7,daquanjones_buf_2022,buf_2022,daquanjones,8747,di,buf,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
dontaejohnson_sf_2022_7,sf_2022_7,dontaejohnson_sf_2022,sf_2022,dontaejohnson,8764,cb,sf,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
brenturban_bal_2022_7,bal_2022_7,brenturban_bal_2022,bal_2022,brenturban,8769,di,bal,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
shelbyharris_sea_2022_7,sea_2022_7,shelbyharris_sea_2022,sea_2022,shelbyharris,8869,di,sea,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
shaquilbarrett_tb_2022_7,tb_2022_7,shaquilbarrett_tb_2022,tb_2022,shaquilbarrett,9000,ed,tb,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
christianjones_sea_2022_7,sea_2022_7,christianjones_sea_2022,sea_2022,christianjones,9020,ed,sea,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kerryhyder_sf_2022_7,sf_2022_7,kerryhyder_sf_2022,sf_2022,kerryhyder,9045,ed,sf,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
adrianphillips_ne_2022_7,ne_2022_7,adrianphillips_ne_2022,ne_2022,adrianphillips,9177,s,ne,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
joethomas_chi_2022_7,chi_2022_7,joethomas_chi_2022,chi_2022,joethomas,9272,lb,chi,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
mikepennel_chi_2022_7,chi_2022_7,mikepennel_chi_2022,chi_2022,mikepennel,9316,di,chi,1,0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kwaunwilliams_den_2022_7,den_2022_7,kwaunwilliams_den_2022,den_2022,kwaunwilliams,9332,cb,den,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
dantefowlerjr_dal_2022_7,dal_2022_7,dantefowlerjr_dal_2022,dal_2022,dantefowlerjr,9436,ed,dal,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
leonardwilliams_nyg_2022_7,nyg_2022_7,leonardwilliams_nyg_2022,nyg_2022,leonardwilliams,9439,di,nyg,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
marcuspeters_bal_2022_7,bal_2022_7,marcuspeters_bal_2022,bal_2022,marcuspeters,9451,cb,bal,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
shaqthompson_car_2022_7,car_2022_7,shaqthompson_car_2022,car_2022,shaqthompson,9458,lb,car,1,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
prestonsmith_gb_2022_7,gb_2022_7,prestonsmith_gb_2022,gb_2022,prestonsmith,9471,ed,gb,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
erickendricks_min_2022_7,min_2022_7,erickendricks_min_2022,min_2022,erickendricks,9478,lb,min,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
ericrowe_mia_2022_7,mia_2022_7,ericrowe_mia_2022,mia_2022,ericrowe,9480,s,mia,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jordanphillips_buf_2022_7,buf_2022_7,jordanphillips_buf_2022,buf_2022,jordanphillips,9485,di,buf,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
markusgolden_ari_2022_7,ari_2022_7,markusgolden_ari_2022,ari_2022,markusgolden,9491,ed,ari,1,3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
frankclark_kc_2022_7,kc_2022_7,frankclark_kc_2022,kc_2022,frankclark,9496,ed,kc,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jordanhicks_min_2022_7,min_2022_7,jordanhicks_min_2022,min_2022,jordanhicks,9517,lb,min,1,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
daniellehunter_min_2022_7,min_2022_7,daniellehunter_min_2022,min_2022,daniellehunter,9521,ed,min,1,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
carldavis_ne_2022_7,ne_2022_7,carldavis_ne_2022,ne_2022,carldavis,9523,di,ne,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
henryanderson_car_2022_7,car_2022_7,henryanderson_car_2022,car_2022,henryanderson,9526,ed,car,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
angeloblackson_chi_2022_7,chi_2022_7,angeloblackson_chi_2022,chi_2022,angeloblackson,9533,di,chi,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
zadariussmith_min_2022_7,min_2022_7,zadariussmith_min_2022,min_2022,zadariussmith,9555,ed,min,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
kwonalexander_nyj_2022_7,nyj_2022_7,kwonalexander_nyj_2022,nyj_2022,kwonalexander,9557,lb,nyj,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
damienwilson_car_2022_7,car_2022_7,damienwilson_car_2022,car_2022,damienwilson,9560,lb,car,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
gradyjarrett_atl_2022_7,atl_2022_7,gradyjarrett_atl_2022,atl_2022,gradyjarrett,9570,di,atl,1,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
adrianamos_gb_2022_7,gb_2022_7,adrianamos_gb_2022,gb_2022,adrianamos,9575,s,gb,1,2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
bobbymccain_was_2022_7,was_2022_7,bobbymccain_was_2022,was_2022,bobbymccain,9578,s,was,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
quandrediggs_sea_2022_7,sea_2022_7,quandrediggs_sea_2022,sea_2022,quandrediggs,9633,s,sea,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
rakeemnunezroches_tb_2022_7,tb_2022_7,rakeemnunezroches_tb_2022,tb_2022,rakeemnunezroches,9650,di,tb,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
deshawnwilliams_den_2022_7,den_2022_7,deshawnwilliams_den_2022,den_2022,deshawnwilliams,9891,di,den,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
alexsingleton_den_2022_7,den_2022_7,alexsingleton_den_2022,den_2022,alexsingleton,9994,lb,den,1,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
brycecallahan_lac_2022_7,lac_2022_7,brycecallahan_lac_2022,lac_2022,brycecallahan,10000,cb,lac,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
efeobada_was_2022_7,was_2022_7,efeobada_was_2022,was_2022,efeobada,10235,ed,was,1,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
jalenramsey_lar_2022_7,lar_2022_7,jalenramsey_lar_2022,lar_2022,jalenramsey,10639,cb,lar,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
deforestbuckner_ind_2022_7,ind_2022_7,deforestbuckner_ind_2022,ind_2022,deforestbuckner,10641,di,ind,1,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
leonardfloyd_lar_2022_7,lar_2022_7,leonardfloyd_lar_2022,lar_2022,leonardfloyd,10643,ed,lar,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
eliapple_cin_2022_7,cin_2022_7,eliapple_cin_2022,cin_2022,eliapple,10644,cb,cin,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
sheldonrankins_nyj_2022_7,nyj_2022_7,sheldonrankins_nyj_2022,nyj_2022,sheldonrankins,10646,di,nyj,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022,7
