team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
phi_2022_2,2022,phi,2,min,0.82,0.83,0.66,0.78,0.74,0.73,0.53,0.45
phi_2022_4,2022,phi,4,jax,0.83,0.71,0.52,0.66,0.87,0.85,0.74,0.52
phi_2022_6,2022,phi,6,dal,0.62,0.68,0.6,0.48,0.56,0.69,0.36,0.55
phi_2022_1,2022,phi,1,det,0.53,0.68,0.54,0.74,0.42,0.56,0.26,0.54
phi_2022_3,2022,phi,3,was,0.75,0.78,0.79,0.14,0.65,0.69,0.47,0.52
phi_2022_5,2022,phi,5,ari,0.58,0.74,0.53,0.67,0.39,0.44,0.53,0.63
cle_2022_2,2022,cle,2,nyj,0.63,0.94,0.76,0.77,0.23,0.31,0.57,0.62
cle_2022_4,2022,cle,4,atl,0.52,0.59,0.43,0.56,0.49,0.76,0.3,0.56
cle_2022_6,2022,cle,6,ne,0.31,0.46,0.4,0.27,0.28,0.27,0.62,0.62
cle_2022_1,2022,cle,1,car,0.57,0.67,0.45,0.76,0.42,0.5,0.42,0.7
cle_2022_3,2022,cle,3,pit,0.54,0.79,0.69,0.55,0.3,0.48,0.2,0.53
cle_2022_5,2022,cle,5,lac,0.48,0.82,0.62,0.71,0.23,0.45,0.08,0.41
was_2022_2,2022,was,2,det,0.3,0.5,0.45,0.23,0.31,0.43,0.35,0.42
was_2022_4,2022,was,4,dal,0.44,0.48,0.4,0.47,0.45,0.27,0.94,0.66
was_2022_6,2022,was,6,chi,0.57,0.55,0.41,0.54,0.57,0.61,0.54,0.71
was_2022_1,2022,was,1,jax,0.56,0.68,0.6,0.29,0.44,0.58,0.16,0.61
was_2022_3,2022,was,3,phi,0.34,0.38,0.31,0.44,0.37,0.25,0.92,0.74
was_2022_5,2022,was,5,ten,0.47,0.49,0.5,0.13,0.52,0.62,0.46,0.61
ne_2022_2,2022,ne,2,pit,0.67,0.8,0.61,0.88,0.5,0.6,0.39,0.55
ne_2022_4,2022,ne,4,gb,0.51,0.57,0.36,0.66,0.41,0.55,0.32,0.76
ne_2022_6,2022,ne,6,cle,0.7,0.63,0.71,0.31,0.73,0.69,0.76,0.58
ne_2022_1,2022,ne,1,mia,0.48,0.47,0.35,0.5,0.53,0.56,0.58,0.64
ne_2022_3,2022,ne,3,bal,0.35,0.6,0.38,0.73,0.26,0.46,0.11,0.43
ne_2022_5,2022,ne,5,det,0.63,0.58,0.75,0.16,0.66,0.71,0.55,0.62
buf_2022_2,2022,buf,2,ten,0.98,0.79,0.72,0.39,0.87,0.91,0.71,0.84
buf_2022_4,2022,buf,4,bal,0.67,0.66,0.58,0.34,0.58,0.68,0.46,0.72
buf_2022_6,2022,buf,6,kc,0.78,0.86,0.74,0.52,0.54,0.55,0.69,0.67
buf_2022_1,2022,buf,1,lar,0.85,0.75,0.73,0.13,0.8,0.74,0.82,0.66
buf_2022_3,2022,buf,3,mia,0.42,0.66,0.57,0.3,0.33,0.33,0.51,0.39
buf_2022_5,2022,buf,5,pit,0.76,0.98,0.77,0.77,0.47,0.47,0.79,0.45
no_2022_2,2022,no,2,tb,0.44,0.37,0.27,0.51,0.64,0.58,0.79,0.56
no_2022_4,2022,no,4,min,0.65,0.74,0.58,0.71,0.51,0.47,0.76,0.59
no_2022_6,2022,no,6,cin,0.39,0.69,0.51,0.71,0.16,0.34,0.17,0.56
no_2022_1,2022,no,1,atl,0.49,0.69,0.46,0.85,0.36,0.47,0.36,0.49
no_2022_3,2022,no,3,car,0.36,0.55,0.57,0.13,0.46,0.52,0.47,0.17
no_2022_5,2022,no,5,sea,0.49,0.72,0.47,0.77,0.3,0.38,0.44,0.52
dal_2022_2,2022,dal,2,cin,0.79,0.75,0.63,0.56,0.69,0.67,0.71,0.7
dal_2022_4,2022,dal,4,was,0.62,0.63,0.71,0.18,0.6,0.69,0.45,0.6
dal_2022_6,2022,dal,6,phi,0.62,0.68,0.46,0.7,0.5,0.54,0.53,0.67
dal_2022_1,2022,dal,1,tb,0.32,0.33,0.31,0.49,0.46,0.61,0.35,0.58
dal_2022_3,2022,dal,3,nyg,0.76,0.83,0.67,0.79,0.53,0.64,0.28,0.72
dal_2022_5,2022,dal,5,lar,0.62,0.58,0.12,0.77,0.66,0.63,0.8,0.58
pit_2022_2,2022,pit,2,ne,0.37,0.6,0.51,0.53,0.24,0.4,0.22,0.54
pit_2022_4,2022,pit,4,nyj,0.47,0.47,0.38,0.39,0.52,0.49,0.69,0.65
pit_2022_6,2022,pit,6,tb,0.67,0.65,0.78,0.08,0.52,0.51,0.64,0.87
pit_2022_1,2022,pit,1,cin,0.62,0.52,0.48,0.17,0.7,0.67,0.72,0.66
pit_2022_3,2022,pit,3,cle,0.51,0.71,0.51,0.72,0.35,0.33,0.51,0.5
pit_2022_5,2022,pit,5,buf,0.15,0.56,0.53,0.13,0.07,0.29,0.07,0.26
hou_2022_2,2022,hou,2,den,0.31,0.47,0.36,0.51,0.35,0.51,0.25,0.43
hou_2022_4,2022,hou,4,lac,0.4,0.59,0.44,0.78,0.28,0.32,0.58,0.59
hou_2022_1,2022,hou,1,ind,0.49,0.58,0.55,0.27,0.38,0.49,0.36,0.75
hou_2022_3,2022,hou,3,chi,0.39,0.39,0.36,0.21,0.38,0.65,0.19,0.85
hou_2022_5,2022,hou,5,jax,0.54,0.6,0.52,0.51,0.47,0.52,0.52,0.67
bal_2022_2,2022,bal,2,mia,0.65,0.87,1.0,0.22,0.17,0.28,0.44,1.0
bal_2022_4,2022,bal,4,buf,0.62,0.67,0.48,0.73,0.52,0.54,0.61,0.63
bal_2022_6,2022,bal,6,nyg,0.46,0.61,0.42,1.0,0.43,0.42,0.59,0.43
bal_2022_1,2022,bal,1,nyj,0.73,0.78,0.72,0.21,0.59,0.6,0.65,0.6
bal_2022_3,2022,bal,3,ne,0.85,0.94,0.69,0.96,0.51,0.66,0.27,0.79
bal_2022_5,2022,bal,5,cin,0.56,0.66,0.47,0.72,0.41,0.57,0.21,0.72
kc_2022_2,2022,kc,2,lac,0.62,0.7,0.59,0.47,0.45,0.48,0.6,0.72
kc_2022_4,2022,kc,4,tb,0.59,0.87,0.63,0.79,0.16,0.31,0.6,0.81
kc_2022_6,2022,kc,6,buf,0.51,0.75,0.63,0.39,0.23,0.32,0.41,0.69
kc_2022_1,2022,kc,1,ari,0.68,0.88,0.76,0.31,0.42,0.45,0.65,0.52
kc_2022_3,2022,kc,3,ind,0.42,0.53,0.51,0.15,0.59,0.59,0.65,0.17
kc_2022_5,2022,kc,5,lv,0.57,0.78,0.66,0.42,0.32,0.47,0.27,0.63
lv_2022_2,2022,lv,2,ari,0.52,0.61,0.53,0.37,0.44,0.57,0.29,0.62
lv_2022_4,2022,lv,4,den,0.59,0.79,0.59,0.71,0.43,0.41,0.7,0.44
lv_2022_1,2022,lv,1,lac,0.31,0.35,0.29,0.43,0.39,0.33,0.69,0.65
lv_2022_3,2022,lv,3,ten,0.36,0.58,0.56,0.39,0.24,0.28,0.42,0.58
lv_2022_5,2022,lv,5,kc,0.56,0.73,0.49,0.81,0.32,0.39,0.53,0.72
min_2022_2,2022,min,2,phi,0.3,0.49,0.41,0.48,0.22,0.38,0.22,0.62
min_2022_4,2022,min,4,no,0.43,0.52,0.53,0.28,0.3,0.36,0.4,0.83
min_2022_6,2022,min,6,mia,0.58,0.59,0.44,0.66,0.53,0.54,0.67,0.68
min_2022_1,2022,min,1,gb,0.68,0.8,0.67,0.56,0.46,0.59,0.26,0.67
min_2022_3,2022,min,3,det,0.58,0.75,0.53,0.73,0.46,0.47,0.62,0.41
min_2022_5,2022,min,5,chi,0.44,0.75,0.6,0.66,0.33,0.24,0.92,0.19
cin_2022_2,2022,cin,2,dal,0.38,0.45,0.46,0.22,0.37,0.41,0.51,0.69
cin_2022_4,2022,cin,4,mia,0.7,0.75,0.69,0.45,0.52,0.48,0.74,0.72
cin_2022_6,2022,cin,6,no,0.69,0.89,0.65,0.79,0.39,0.51,0.35,0.62
cin_2022_1,2022,cin,1,pit,0.43,0.38,0.36,0.27,0.62,0.6,0.76,0.48
cin_2022_3,2022,cin,3,nyj,0.7,0.7,0.66,0.38,0.66,0.68,0.57,0.54
cin_2022_5,2022,cin,5,bal,0.57,0.67,0.47,0.71,0.48,0.65,0.29,0.55
nyg_2022_2,2022,nyg,2,car,0.46,0.49,0.47,0.22,0.42,0.59,0.19,0.75
nyg_2022_4,2022,nyg,4,chi,0.67,0.79,0.72,0.55,0.56,0.53,0.71,0.41
nyg_2022_6,2022,nyg,6,bal,0.57,0.68,0.64,0.41,0.41,0.62,0.07,0.71
nyg_2022_1,2022,nyg,1,ten,0.44,0.63,0.38,0.78,0.31,0.27,0.75,0.59
nyg_2022_3,2022,nyg,3,dal,0.34,0.65,0.48,0.75,0.17,0.32,0.2,0.49
nyg_2022_5,2022,nyg,5,gb,0.63,0.83,0.74,0.66,0.34,0.44,0.42,0.67
chi_2022_2,2022,chi,2,gb,0.17,0.39,0.0,0.66,0.11,0.22,0.21,0.67
chi_2022_4,2022,chi,4,nyg,0.37,0.43,0.42,0.21,0.31,0.31,0.44,0.82
chi_2022_6,2022,chi,6,was,0.35,0.44,0.31,0.49,0.46,0.57,0.4,0.43
chi_2022_1,2022,chi,1,sf,0.55,0.57,0.49,0.4,0.61,0.73,0.45,0.44
chi_2022_3,2022,chi,3,hou,0.59,0.54,0.29,0.66,0.65,0.62,0.73,0.6
chi_2022_5,2022,chi,5,min,0.44,0.57,0.65,0.01,0.3,0.4,0.37,0.74
lac_2022_2,2022,lac,2,kc,0.55,0.66,0.55,0.38,0.45,0.5,0.51,0.59
lac_2022_4,2022,lac,4,hou,0.6,0.8,0.74,0.31,0.4,0.55,0.14,0.52
lac_2022_6,2022,lac,6,den,0.65,0.65,0.53,0.5,0.51,0.55,0.54,0.83
lac_2022_1,2022,lac,1,lv,0.73,0.66,0.67,0.3,0.75,0.74,0.6,0.53
lac_2022_3,2022,lac,3,jax,0.33,0.49,0.48,0.02,0.31,0.27,0.6,0.54
lac_2022_5,2022,lac,5,cle,0.53,0.76,0.59,0.79,0.29,0.4,0.35,0.58
gb_2022_2,2022,gb,2,chi,0.75,0.87,0.8,0.66,0.5,1.0,0.14,0.63
gb_2022_4,2022,gb,4,ne,0.62,0.78,0.56,0.7,0.48,0.69,0.32,0.48
gb_2022_6,2022,gb,6,nyj,0.21,0.44,0.42,0.21,0.42,0.61,0.32,0.0
gb_2022_1,2022,gb,1,min,0.42,0.64,0.42,0.81,0.26,0.35,0.39,0.58
gb_2022_3,2022,gb,3,tb,0.56,0.64,0.57,0.31,0.47,0.52,0.55,0.61
gb_2022_5,2022,gb,5,nyg,0.5,0.73,0.58,0.58,0.22,0.31,0.35,0.73
ind_2022_2,2022,ind,2,jax,0.0,0.0,0.02,0.23,0.32,0.15,0.73,0.61
ind_2022_4,2022,ind,4,ten,0.28,0.45,0.51,0.0,0.34,0.44,0.39,0.41
ind_2022_6,2022,ind,6,jax,0.62,0.85,0.67,0.43,0.34,0.5,0.3,0.59
ind_2022_1,2022,ind,1,hou,0.42,0.55,0.48,0.35,0.45,0.41,0.77,0.39
ind_2022_3,2022,ind,3,kc,0.6,0.45,0.39,0.28,0.62,0.55,0.87,0.93
ind_2022_5,2022,ind,5,den,0.37,0.31,0.26,0.4,0.54,0.62,0.44,0.64
mia_2022_2,2022,mia,2,bal,0.53,0.99,0.79,0.54,0.18,0.0,0.77,0.23
mia_2022_4,2022,mia,4,cin,0.39,0.63,0.64,0.25,0.29,0.26,0.61,0.44
mia_2022_6,2022,mia,6,min,0.48,0.6,0.53,0.31,0.5,0.56,0.48,0.36
mia_2022_1,2022,mia,1,ne,0.67,0.65,0.58,0.36,0.64,0.65,0.63,0.64
mia_2022_3,2022,mia,3,buf,0.74,0.91,0.85,0.6,0.47,0.51,0.61,0.6
mia_2022_5,2022,mia,5,nyj,0.31,0.6,0.39,0.77,0.18,0.29,0.26,0.49
nyj_2022_2,2022,nyj,2,cle,0.51,0.75,0.65,0.36,0.19,0.25,0.38,0.78
nyj_2022_4,2022,nyj,4,pit,0.61,0.55,0.51,0.43,0.6,0.68,0.49,0.74
nyj_2022_6,2022,nyj,6,gb,0.58,0.59,0.42,0.61,0.64,0.61,0.77,0.47
nyj_2022_1,2022,nyj,1,bal,0.38,0.51,0.42,0.35,0.43,0.34,0.92,0.43
nyj_2022_3,2022,nyj,3,cin,0.38,0.47,0.36,0.46,0.34,0.35,0.6,0.73
nyj_2022_5,2022,nyj,5,mia,0.75,0.86,0.64,0.87,0.46,0.63,0.25,0.78
det_2022_2,2022,det,2,was,0.73,0.79,0.6,0.74,0.48,0.5,0.66,0.82
det_2022_4,2022,det,4,sea,0.32,0.74,0.62,0.59,0.0,0.24,0.0,0.54
det_2022_1,2022,det,1,phi,0.57,0.77,0.57,0.81,0.34,0.48,0.28,0.6
det_2022_3,2022,det,3,min,0.43,0.67,0.56,0.42,0.3,0.44,0.27,0.43
det_2022_5,2022,det,5,ne,0.26,0.43,0.3,0.44,0.21,0.13,0.51,0.65
ten_2022_2,2022,ten,2,buf,0.18,0.34,0.24,0.29,0.29,0.35,0.57,0.44
ten_2022_4,2022,ten,4,ind,0.69,0.75,0.6,0.68,0.53,0.42,1.0,0.67
ten_2022_1,2022,ten,1,nyg,0.53,0.64,0.76,0.08,0.48,0.65,0.33,0.5
ten_2022_3,2022,ten,3,lv,0.68,0.85,0.71,0.61,0.37,0.39,0.74,0.71
ten_2022_5,2022,ten,5,was,0.46,0.56,0.44,0.62,0.37,0.42,0.66,0.69
jax_2022_2,2022,jax,2,ind,1.0,0.81,0.89,0.28,1.0,0.97,0.66,0.59
jax_2022_4,2022,jax,4,phi,0.32,0.32,0.33,0.08,0.44,0.57,0.39,0.66
jax_2022_6,2022,jax,6,ind,0.45,0.75,0.55,0.73,0.18,0.29,0.55,0.59
jax_2022_1,2022,jax,1,was,0.47,0.63,0.46,0.87,0.4,0.4,0.67,0.48
jax_2022_3,2022,jax,3,lac,0.74,0.8,0.8,0.36,0.57,0.52,0.98,0.62
jax_2022_5,2022,jax,5,hou,0.52,0.63,0.52,0.45,0.41,0.44,0.48,0.63
atl_2022_2,2022,atl,2,lar,0.37,0.59,0.6,0.24,0.29,0.41,0.32,0.49
atl_2022_4,2022,atl,4,cle,0.59,0.63,0.27,0.75,0.5,0.58,0.46,0.69
atl_2022_6,2022,atl,6,sf,0.69,0.86,0.86,0.64,0.41,0.41,0.72,0.64
atl_2022_1,2022,atl,1,no,0.6,0.73,0.53,0.71,0.38,0.51,0.24,0.75
atl_2022_3,2022,atl,3,sea,0.65,0.87,0.6,0.9,0.32,0.38,0.51,0.68
atl_2022_5,2022,atl,5,tb,0.41,0.64,0.48,0.6,0.28,0.4,0.35,0.49
