p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent,week,year,plyr_number
tylerbass_buf_2022_9,buf_2022_9,tylerbass_buf_2022,buf_2022,tylerbass,33010,k,buf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
chasemclaughlin_ind_2022_9,ind_2022_9,chasemclaughlin_ind_2022,ind_2022,chasemclaughlin,33285,k,ind,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joeyslye_was_2022_9,was_2022_9,joeyslye_was_2022,was_2022,joeyslye,39235,k,was,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
michaelbadgley_det_2022_9,det_2022_9,michaelbadgley_det_2022,det_2022,michaelbadgley,39417,k,det,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
eddypineiro_car_2022_9,car_2022_9,eddypineiro_car_2022,car_2022,eddypineiro,44140,k,car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
rileypatterson_jax_2022_9,jax_2022_9,rileypatterson_jax_2022,jax_2022,rileypatterson,57556,k,jax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
mattgay_lar_2022_9,lar_2022_9,mattgay_lar_2022,lar_2022,mattgay,57643,k,lar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
nicksciba_pit_2022_9,pit_2022_9,nicksciba_pit_2022,pit_2022,nicksciba,77043,k,pit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
evanmcpherson_cin_2022_9,cin_2022_9,evanmcpherson_cin_2022,cin_2022,evanmcpherson,82583,k,cin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
cadeyork_cle_2022_9,cle_2022_9,cadeyork_cle_2022,cle_2022,cadeyork,98975,k,cle,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
