p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year,plyr_number
larryborom_chi_2022_9,chi_2022_9,larryborom_chi_2022,chi_2022,larryborom,59879,t,chi,1,0,6,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
saahdiqcharles_was_2022_9,was_2022_9,saahdiqcharles_was_2022,was_2022,saahdiqcharles,59820,g,was,1,0,32,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
cameronfleming_den_2022_9,den_2022_9,cameronfleming_den_2022,den_2022,cameronfleming,8775,t,den,1,0,10,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
djhumphries_ari_2022_9,ari_2022_9,djhumphries_ari_2022,ari_2022,djhumphries,9457,t,ari,1,0,1,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ajcann_hou_2022_9,hou_2022_9,ajcann_hou_2022,hou_2022,ajcann,9500,g,hou,1,0,13,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
treysmith_kc_2022_9,kc_2022_9,treysmith_kc_2022,kc_2022,treysmith,62960,g,kc,1,0,16,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joethuney_kc_2022_9,kc_2022_9,joethuney_kc_2022,kc_2022,joethuney,10712,g,kc,1,0,16,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
noahgray_kc_2022_9,kc_2022_9,noahgray_kc_2022,kc_2022,noahgray,60878,te,kc,1,0,16,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
orlandobrownjr_kc_2022_9,kc_2022_9,orlandobrownjr_kc_2022,kc_2022,orlandobrownjr,46227,t,kc,1,0,16,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
andrewwylie_kc_2022_9,kc_2022_9,andrewwylie_kc_2022,kc_2022,andrewwylie,12333,t,kc,1,0,16,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
creedhumphrey_kc_2022_9,kc_2022_9,creedhumphrey_kc_2022,kc_2022,creedhumphrey,59996,ol,kc,1,0,16,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
davidnjoku_cle_2022_9,cle_2022_9,davidnjoku_cle_2022,cle_2022,davidnjoku,11784,te,cle,1,0,8,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
traviskelce_kc_2022_9,kc_2022_9,traviskelce_kc_2022,kc_2022,traviskelce,7844,te,kc,1,0,16,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jakecurhan_sea_2022_9,sea_2022_9,jakecurhan_sea_2022,sea_2022,jakecurhan,38549,g,sea,1,0,29,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
elgtonjenkins_gb_2022_9,gb_2022_9,elgtonjenkins_gb_2022,gb_2022,elgtonjenkins,46298,t,gb,1,0,12,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joefortson_kc_2022_9,kc_2022_9,joefortson_kc_2022,kc_2022,joefortson,94384,te,kc,1,0,16,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
mattfeiler_lac_2022_9,lac_2022_9,mattfeiler_lac_2022,lac_2022,mattfeiler,9289,g,lac,1,0,27,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
coreylinsley_lac_2022_9,lac_2022_9,coreylinsley_lac_2022,lac_2022,coreylinsley,8796,ol,lac,1,1,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
