,unique_id,player_id,player,team,year,week,value
15,darnelldockett_ari_2014_1,darnelldockett_ari_2014,darnelldockett,ari,2014,1,1
28,tyrannmathieu_ari_2014_1,tyrannmathieu_ari_2014,tyrannmathieu,ari,2014,1,1
31,alexokafor_ari_2014_1,alexokafor_ari_2014,alexokafor,ari,2014,1,1
42,darylwashington_ari_2014_1,darylwashington_ari_2014,darylwashington,ari,2014,1,1
43,eddiewhitley_ari_2014_1,eddiewhitley_ari_2014,eddiewhitley,ari,2014,1,1
51,geraldchristian_ari_2015_1,geraldchristian_ari_2015,geraldchristian,ari,2015,1,1
65,mikeiupati_ari_2015_1,mikeiupati_ari_2015,mikeiupati,ari,2015,1,1
73,ifeanyimomah_ari_2015_1,ifeanyimomah_ari_2015,ifeanyimomah,ari,2015,1,1
79,coreypeters_ari_2015_1,coreypeters_ari_2015,coreypeters,ari,2015,1,1
94,eliebouka_ari_2016_1,eliebouka_ari_2016,eliebouka,ari,2016,1,1
101,durelleskridge_ari_2016_1,durelleskridge_ari_2016,durelleskridge,ari,2016,1,1
109,mikejenkins_ari_2016_1,mikejenkins_ari_2016,mikejenkins,ari,2016,1,1
114,kareemmartin_ari_2016_1,kareemmartin_ari_2016,kareemmartin,ari,2016,1,1
119,siomoore_ari_2016_1,siomoore_ari_2016,siomoore,ari,2016,1,1
123,tristanokpalaugo_ari_2016_1,tristanokpalaugo_ari_2016,tristanokpalaugo,ari,2016,1,1
128,stepfantaylor_ari_2016_1,stepfantaylor_ari_2016,stepfantaylor,ari,2016,1,1
136,deonebucannon_ari_2017_1,deonebucannon_ari_2017,deonebucannon,ari,2017,1,1
139,aarondobson_ari_2017_1,aarondobson_ari_2017,aarondobson,ari,2017,1,1
142,alanifua_ari_2017_1,alanifua_ari_2017,alanifua,ari,2017,1,1
149,jarvisjones_ari_2017_1,jarvisjones_ari_2017,jarvisjones,ari,2017,1,1
150,tjlogan_ari_2017_1,tjlogan_ari_2017,tjlogan,ari,2017,1,1
151,gabemartin_ari_2017_1,gabemartin_ari_2017,gabemartin,ari,2017,1,1
157,robertnkemdiche_ari_2017_1,robertnkemdiche_ari_2017,robertnkemdiche,ari,2017,1,1
173,ronaldzamort_ari_2017_1,ronaldzamort_ari_2017,ronaldzamort,ari,2017,1,1
174,brysonalbright_ari_2018_1,brysonalbright_ari_2018,brysonalbright,ari,2018,1,1
181,christiancampbell_ari_2018_1,christiancampbell_ari_2018,christiancampbell,ari,2018,1,1
182,jeremycash_ari_2018_1,jeremycash_ari_2018,jeremycash,ari,2018,1,1
187,djfoster_ari_2018_1,djfoster_ari_2018,djfoster,ari,2018,1,1
189,markusgolden_ari_2018_1,markusgolden_ari_2018,markusgolden,ari,2018,1,1
190,jermainegresham_ari_2018_1,jermainegresham_ari_2018,jermainegresham,ari,2018,1,1
196,tjlogan_ari_2018_1,tjlogan_ari_2018,tjlogan,ari,2018,1,1
197,gabemartin_ari_2018_1,gabemartin_ari_2018,gabemartin,ari,2018,1,1
198,praisemartinoguike_ari_2018_1,praisemartinoguike_ari_2018,praisemartinoguike,ari,2018,1,1
200,arthurmoats_ari_2018_1,arthurmoats_ari_2018,arthurmoats,ari,2018,1,1
211,aqshipley_ari_2018_1,aqshipley_ari_2018,aqshipley,ari,2018,1,1
217,robertalford_ari_2019_1,robertalford_ari_2019,robertalford,ari,2019,1,1
222,hakeembutler_ari_2019_1,hakeembutler_ari_2019,hakeembutler,ari,2019,1,1
228,lamontgaillard_ari_2019_1,lamontgaillard_ari_2019,lamontgaillard,ari,2019,1,1
229,maxgarcia_ari_2019_1,maxgarcia_ari_2019,maxgarcia,ari,2019,1,1
231,marcusgilbert_ari_2019_1,marcusgilbert_ari_2019,marcusgilbert,ari,2019,1,1
246,reesodhiambo_ari_2019_1,reesodhiambo_ari_2019,reesodhiambo,ari,2019,1,1
252,joshshaw_ari_2019_1,joshshaw_ari_2019,joshshaw,ari,2019,1,1
255,williamsweet_ari_2019_1,williamsweet_ari_2019,williamsweet,ari,2019,1,1
256,pitataumoepenu_ari_2019_1,pitataumoepenu_ari_2019,pitataumoepenu,ari,2019,1,1
264,brandonwilliams_ari_2019_1,brandonwilliams_ari_2019,brandonwilliams,ari,2019,1,1
284,marcusgilbert_ari_2020_1,marcusgilbert_ari_2020,marcusgilbert,ari,2020,1,1
290,joshjones_ari_2020_1,joshjones_ari_2020,joshjones,ari,2020,1,1
309,bretttoth_ari_2020_1,bretttoth_ari_2020,bretttoth,ari,2020,1,1
329,dennisgardeck_ari_2021_1,dennisgardeck_ari_2021,dennisgardeck,ari,2021,1,1
347,jordanphillips_ari_2021_1,jordanphillips_ari_2021,jordanphillips,ari,2021,1,1
355,antoinewesley_ari_2021_1,antoinewesley_ari_2021,antoinewesley,ari,2021,1,1
363,sambaker_atl_2014_1,sambaker_atl_2014,sambaker,atl,2014,1,1
367,drewdavis_atl_2014_1,drewdavis_atl_2014,drewdavis,atl,2014,1,1
375,mikejohnson_atl_2014_1,mikejohnson_atl_2014,mikejohnson,atl,2014,1,1
383,zekemotta_atl_2014_1,zekemotta_atl_2014,zekemotta,atl,2014,1,1
384,coreypeters_atl_2014_1,coreypeters_atl_2014,coreypeters,atl,2014,1,1
390,marquisspruill_atl_2014_1,marquisspruill_atl_2014,marquisspruill,atl,2014,1,1
392,seanweatherspoon_atl_2014_1,seanweatherspoon_atl_2014,seanweatherspoon,atl,2014,1,1
398,jonasamoah_atl_2015_1,jonasamoah_atl_2015,jonasamoah,atl,2015,1,1
400,joplobartu_atl_2015_1,joplobartu_atl_2015,joplobartu,atl,2015,1,1
413,devinhester_atl_2015_1,devinhester_atl_2015,devinhester,atl,2015,1,1
414,lamarholmes_atl_2015_1,lamarholmes_atl_2015,lamarholmes,atl,2015,1,1
415,travishoward_atl_2015_1,travishoward_atl_2015,travishoward,atl,2015,1,1
423,collinmooney_atl_2015_1,collinmooney_atl_2015,collinmooney,atl,2015,1,1
426,brooksreed_atl_2015_1,brooksreed_atl_2015,brooksreed,atl,2015,1,1
432,robensontherezie_atl_2015_1,robensontherezie_atl_2015,robensontherezie,atl,2015,1,1
444,devinfuller_atl_2016_1,devinfuller_atl_2016,devinfuller,atl,2016,1,1
452,akeemking_atl_2016_1,akeemking_atl_2016,akeemking,atl,2016,1,1
455,keanuneal_atl_2016_1,keanuneal_atl_2016,keanuneal,atl,2016,1,1
462,demarcusvandyke_atl_2016_1,demarcusvandyke_atl_2016,demarcusvandyke,atl,2016,1,1
463,terronward_atl_2016_1,terronward_atl_2016,terronward,atl,2016,1,1
473,devinfuller_atl_2017_1,devinfuller_atl_2017,devinfuller,atl,2017,1,1
478,quincymauger_atl_2017_1,quincymauger_atl_2017,quincymauger,atl,2017,1,1
479,austinpasztor_atl_2017_1,austinpasztor_atl_2017,austinpasztor,atl,2017,1,1
480,laroyreynolds_atl_2017_1,laroyreynolds_atl_2017,laroyreynolds,atl,2017,1,1
499,bengarland_atl_2018_1,bengarland_atl_2018,bengarland,atl,2018,1,1
500,joshharris_atl_2018_1,joshharris_atl_2018,joshharris,atl,2018,1,1
513,blidiwrehwilson_atl_2018_1,blidiwrehwilson_atl_2018,blidiwrehwilson,atl,2018,1,1
516,kurtbenkert_atl_2019_1,kurtbenkert_atl_2019,kurtbenkert,atl,2019,1,1
517,michaelbennett_atl_2019_1,michaelbennett_atl_2019,michaelbennett,atl,2019,1,1
520,ryanbrown_atl_2019_1,ryanbrown_atl_2019,ryanbrown,atl,2019,1,1
521,tavezecalhoun_atl_2019_1,tavezecalhoun_atl_2019,tavezecalhoun,atl,2019,1,1
528,mattgono_atl_2019_1,mattgono_atl_2019,mattgono,atl,2019,1,1
529,alexgray_atl_2019_1,alexgray_atl_2019,alexgray,atl,2019,1,1
538,stevenmeans_atl_2019_1,stevenmeans_atl_2019,stevenmeans,atl,2019,1,1
548,mattsimms_atl_2019_1,mattsimms_atl_2019,mattsimms,atl,2019,1,1
552,jjwilcox_atl_2019_1,jjwilcox_atl_2019,jjwilcox,atl,2019,1,1
558,marlondavidson_atl_2020_1,marlondavidson_atl_2020,marlondavidson,atl,2020,1,1
562,charlesharris_atl_2020_1,charlesharris_atl_2020,charlesharris,atl,2020,1,1
577,kendallsheffield_atl_2020_1,kendallsheffield_atl_2020,kendallsheffield,atl,2020,1,1
579,joshandrews_atl_2021_1,joshandrews_atl_2021,joshandrews,atl,2021,1,1
610,kendallsheffield_atl_2021_1,kendallsheffield_atl_2021,kendallsheffield,atl,2021,1,1
620,jeremybutler_bal_2014_1,jeremybutler_bal_2014,jeremybutler,bal,2014,1,1
623,terrencecody_bal_2014_1,terrencecody_bal_2014,terrencecody,bal,2014,1,1
631,willhill_bal_2014_1,willhill_bal_2014,willhill,bal,2014,1,1
638,kapronlewismoore_bal_2014_1,kapronlewismoore_bal_2014,kapronlewismoore,bal,2014,1,1
648,willrackley_bal_2014_1,willrackley_bal_2014,willrackley,bal,2014,1,1
650,rayrice_bal_2014_1,rayrice_bal_2014,rayrice,bal,2014,1,1
651,aaronross_bal_2014_1,aaronross_bal_2014,aaronross,bal,2014,1,1
660,brenturban_bal_2014_1,brenturban_bal_2014,brenturban,bal,2014,1,1
662,lardariuswebb_bal_2014_1,lardariuswebb_bal_2014,lardariuswebb,bal,2014,1,1
673,mattelam_bal_2015_1,mattelam_bal_2015,mattelam,bal,2015,1,1
681,timmyjernigan_bal_2015_1,timmyjernigan_bal_2015,timmyjernigan,bal,2015,1,1
685,rashaanmelvin_bal_2015_1,rashaanmelvin_bal_2015,rashaanmelvin,bal,2015,1,1
689,breshadperriman_bal_2015_1,breshadperriman_bal_2015,breshadperriman,bal,2015,1,1
690,dennispitta_bal_2015_1,dennispitta_bal_2015,dennispitta,bal,2015,1,1
691,allenreisner_bal_2015_1,allenreisner_bal_2015,allenreisner,bal,2015,1,1
697,lorenzotaliaferro_bal_2015_1,lorenzotaliaferro_bal_2015,lorenzotaliaferro,bal,2015,1,1
698,brenturban_bal_2015_1,brenturban_bal_2015,brenturban,bal,2015,1,1
706,julianwilson_bal_2015_1,julianwilson_bal_2015,julianwilson,bal,2015,1,1
711,kylearrington_bal_2016_1,kylearrington_bal_2016,kylearrington,bal,2016,1,1
712,michaelcampanaro_bal_2016_1,michaelcampanaro_bal_2016,michaelcampanaro,bal,2016,1,1
714,kaelinclay_bal_2016_1,kaelinclay_bal_2016,kaelinclay,bal,2016,1,1
716,carldavis_bal_2016_1,carldavis_bal_2016,carldavis,bal,2016,1,1
717,kennethdixon_bal_2016_1,kennethdixon_bal_2016,kennethdixon,bal,2016,1,1
718,elvisdumervil_bal_2016_1,elvisdumervil_bal_2016,elvisdumervil,bal,2016,1,1
719,mattelam_bal_2016_1,mattelam_bal_2016,mattelam,bal,2016,1,1
723,bronsonkaufusi_bal_2016_1,bronsonkaufusi_bal_2016,bronsonkaufusi,bal,2016,1,1
727,cavellisluckett_bal_2016_1,cavellisluckett_bal_2016,cavellisluckett,bal,2016,1,1
728,chrismatthews_bal_2016_1,chrismatthews_bal_2016,chrismatthews,bal,2016,1,1
731,stephanenembot_bal_2016_1,stephanenembot_bal_2016,stephanenembot,bal,2016,1,1
735,jerraudpowers_bal_2016_1,jerraudpowers_bal_2016,jerraudpowers,bal,2016,1,1
737,jumalrolle_bal_2016_1,jumalrolle_bal_2016,jumalrolle,bal,2016,1,1
742,lorenzotaliaferro_bal_2016_1,lorenzotaliaferro_bal_2016,lorenzotaliaferro,bal,2016,1,1
744,johnurschel_bal_2016_1,johnurschel_bal_2016,johnurschel,bal,2016,1,1
746,benwatson_bal_2016_1,benwatson_bal_2016,benwatson,bal,2016,1,1
748,deondrewesley_bal_2016_1,deondrewesley_bal_2016,deondrewesley,bal,2016,1,1
754,kennybell_bal_2017_1,kennybell_bal_2017,kennybell,bal,2017,1,1
755,brandonboykin_bal_2017_1,brandonboykin_bal_2017,brandonboykin,bal,2017,1,1
759,mauricecanady_bal_2017_1,mauricecanady_bal_2017,mauricecanady,bal,2017,1,1
763,kennethdixon_bal_2017_1,kennethdixon_bal_2017,kennethdixon,bal,2017,1,1
764,jermaineeluemunor_bal_2017_1,jermaineeluemunor_bal_2017,jermaineeluemunor,bal,2017,1,1
766,crockettgillmore_bal_2017_1,crockettgillmore_bal_2017,crockettgillmore,bal,2017,1,1
775,alexlewis_bal_2017_1,alexlewis_bal_2017,alexlewis,bal,2017,1,1
780,albertmcclellan_bal_2017_1,albertmcclellan_bal_2017,albertmcclellan,bal,2017,1,1
786,sheldonprice_bal_2017_1,sheldonprice_bal_2017,sheldonprice,bal,2017,1,1
788,alhajjshabazz_bal_2017_1,alhajjshabazz_bal_2017,alhajjshabazz,bal,2017,1,1
789,nicosiragusa_bal_2017_1,nicosiragusa_bal_2017,nicosiragusa,bal,2017,1,1
801,timwhite_bal_2017_1,timwhite_bal_2017,timwhite,bal,2017,1,1
807,tavonyoung_bal_2017_1,tavonyoung_bal_2017,tavonyoung,bal,2017,1,1
808,quincyadeboyejo_bal_2018_1,quincyadeboyejo_bal_2018,quincyadeboyejo,bal,2018,1,1
812,bambradley_bal_2018_1,bambradley_bal_2018,bambradley,bal,2018,1,1
819,deshonelliott_bal_2018_1,deshonelliott_bal_2018,deshonelliott,bal,2018,1,1
822,williehenry_bal_2018_1,williehenry_bal_2018,williehenry,bal,2018,1,1
823,jaylenhill_bal_2018_1,jaylenhill_bal_2018,jaylenhill,bal,2018,1,1
825,haydenhurst_bal_2018_1,haydenhurst_bal_2018,haydenhurst,bal,2018,1,1
827,bennettjackson_bal_2018_1,bennettjackson_bal_2018,bennettjackson,bal,2018,1,1
828,stanleyjeanbaptiste_bal_2018_1,stanleyjeanbaptiste_bal_2018,stanleyjeanbaptiste,bal,2018,1,1
834,stevenmoore_bal_2018_1,stevenmoore_bal_2018,stevenmoore,bal,2018,1,1
837,jaleelscott_bal_2018_1,jaleelscott_bal_2018,jaleelscott,bal,2018,1,1
838,gregsenat_bal_2018_1,gregsenat_bal_2018,gregsenat,bal,2018,1,1
843,alexthompson_bal_2018_1,alexthompson_bal_2018,alexthompson,bal,2018,1,1
845,kaarevedvik_bal_2018_1,kaarevedvik_bal_2018,kaarevedvik,bal,2018,1,1
860,randincrecelius_bal_2019_1,randincrecelius_bal_2019,randincrecelius,bal,2019,1,1
861,kennethdixon_bal_2019_1,kennethdixon_bal_2019,kennethdixon,bal,2019,1,1
869,alvinjones_bal_2019_1,alvinjones_bal_2019,alvinjones,bal,2019,1,1
874,imanmarshall_bal_2019_1,imanmarshall_bal_2019,imanmarshall,bal,2019,1,1
887,fishsmithson_bal_2019_1,fishsmithson_bal_2019,fishsmithson,bal,2019,1,1
894,tavonyoung_bal_2019_1,tavonyoung_bal_2019,tavonyoung,bal,2019,1,1
903,jacobbreeland_bal_2020_1,jacobbreeland_bal_2020,jacobbreeland,bal,2020,1,1
920,justicehill_bal_2020_1,justicehill_bal_2020,justicehill,bal,2020,1,1
927,justinmadubuike_bal_2020_1,justinmadubuike_bal_2020,justinmadubuike,bal,2020,1,1
932,chrismoore_bal_2020_1,chrismoore_bal_2020,chrismoore,bal,2020,1,1
940,andresmith_bal_2020_1,andresmith_bal_2020,andresmith,bal,2020,1,1
945,deanthonythomas_bal_2020_1,deanthonythomas_bal_2020,deanthonythomas,bal,2020,1,1
950,antoinewesley_bal_2020_1,antoinewesley_bal_2020,antoinewesley,bal,2020,1,1
951,deandrewwhite_bal_2020_1,deandrewwhite_bal_2020,deandrewwhite,bal,2020,1,1
958,rashodbateman_bal_2021_1,rashodbateman_bal_2021,rashodbateman,bal,2021,1,1
960,milesboykin_bal_2021_1,milesboykin_bal_2021,milesboykin,bal,2021,1,1
970,gusedwards_bal_2021_1,gusedwards_bal_2021,gusedwards,bal,2021,1,1
975,daelinhayes_bal_2021_1,daelinhayes_bal_2021,daelinhayes,bal,2021,1,1
987,marcuspeters_bal_2021_1,marcuspeters_bal_2021,marcuspeters,bal,2021,1,1
992,jimmysmith_bal_2021_1,jimmysmith_bal_2021,jimmysmith,bal,2021,1,1
1003,derekwolfe_bal_2021_1,derekwolfe_bal_2021,derekwolfe,bal,2021,1,1
1005,kikoalonso_buf_2014_1,kikoalonso_buf_2014,kikoalonso,buf,2014,1,1
1006,nigelbradham_buf_2014_1,nigelbradham_buf_2014,nigelbradham,buf,2014,1,1
1008,mariobutler_buf_2014_1,mariobutler_buf_2014,mariobutler,buf,2014,1,1
1015,stephongilmore_buf_2014_1,stephongilmore_buf_2014,stephongilmore,buf,2014,1,1
1027,jonathanmeeks_buf_2014_1,jonathanmeeks_buf_2014,jonathanmeeks,buf,2014,1,1
1034,leesmith_buf_2014_1,leesmith_buf_2014,leesmith,buf,2014,1,1
1038,stevensonsylvester_buf_2014_1,stevensonsylvester_buf_2014,stevensonsylvester,buf,2014,1,1
1064,marquisegoodwin_buf_2015_1,marquisegoodwin_buf_2015,marquisegoodwin,buf,2015,1,1
1075,leodismckelvin_buf_2015_1,leodismckelvin_buf_2015,leodismckelvin,buf,2015,1,1
1077,typowell_buf_2015_1,typowell_buf_2015,typowell,buf,2015,1,1
1081,tonysteward_buf_2015_1,tonysteward_buf_2015,tonysteward,buf,2015,1,1
1092,jariuswynn_buf_2015_1,jariuswynn_buf_2015,jariuswynn,buf,2015,1,1
1094,coltanderson_buf_2016_1,coltanderson_buf_2016,coltanderson,buf,2016,1,1
1095,blakeannen_buf_2016_1,blakeannen_buf_2016,blakeannen,buf,2016,1,1
1104,jonathandowling_buf_2016_1,jonathandowling_buf_2016,jonathandowling,buf,2016,1,1
1105,marcuseasley_buf_2016_1,marcuseasley_buf_2016,marcuseasley,buf,2016,1,1
1106,ikenemkpali_buf_2016_1,ikenemkpali_buf_2016,ikenemkpali,buf,2016,1,1
1110,chrisgragg_buf_2016_1,chrisgragg_buf_2016,chrisgragg,buf,2016,1,1
1117,randelljohnson_buf_2016_1,randelljohnson_buf_2016,randelljohnson,buf,2016,1,1
1118,cardalejones_buf_2016_1,cardalejones_buf_2016,cardalejones,buf,2016,1,1
1120,shaqlawson_buf_2016_1,shaqlawson_buf_2016,shaqlawson,buf,2016,1,1
1122,kolbylistenbee_buf_2016_1,kolbylistenbee_buf_2016,kolbylistenbee,buf,2016,1,1
1127,reggieragland_buf_2016_1,reggieragland_buf_2016,reggieragland,buf,2016,1,1
1130,kevonseymour_buf_2016_1,kevonseymour_buf_2016,kevonseymour,buf,2016,1,1
1134,jameswilder_buf_2016_1,jameswilder_buf_2016,jameswilder,buf,2016,1,1
1136,jonathanwilliams_buf_2016_1,jonathanwilliams_buf_2016,jonathanwilliams,buf,2016,1,1
1141,sambarrington_buf_2017_1,sambarrington_buf_2017,sambarrington,buf,2017,1,1
1171,keithtowbridge_buf_2017_1,keithtowbridge_buf_2017,keithtowbridge,buf,2017,1,1
1174,jerelworthy_buf_2017_1,jerelworthy_buf_2017,jerelworthy,buf,2017,1,1
1177,tjyates_buf_2017_1,tjyates_buf_2017,tjyates,buf,2017,1,1
1183,corycarter_buf_2018_1,corycarter_buf_2018,corycarter,buf,2018,1,1
1187,aarongreen_buf_2018_1,aarongreen_buf_2018,aarongreen,buf,2018,1,1
1196,rayraymccloud_buf_2018_1,rayraymccloud_buf_2018,rayraymccloud,buf,2018,1,1
1203,julianstanford_buf_2018_1,julianstanford_buf_2018,julianstanford,buf,2018,1,1
1209,jasoncroom_buf_2019_1,jasoncroom_buf_2019,jasoncroom,buf,2019,1,1
1217,voseanjoseph_buf_2019_1,voseanjoseph_buf_2019,voseanjoseph,buf,2019,1,1
1218,tylerkroft_buf_2019_1,tylerkroft_buf_2019,tylerkroft,buf,2019,1,1
1222,mikelove_buf_2019_1,mikelove_buf_2019,mikelove,buf,2019,1,1
1230,andreroberts_buf_2019_1,andreroberts_buf_2019,andreroberts,buf,2019,1,1
1233,laadrianwaddle_buf_2019_1,laadrianwaddle_buf_2019,laadrianwaddle,buf,2019,1,1
1238,isiahbrown_buf_2020_1,isiahbrown_buf_2020,isiahbrown,buf,2020,1,1
1240,vernonbutler_buf_2020_1,vernonbutler_buf_2020,vernonbutler,buf,2020,1,1
1245,jonfeliciano_buf_2020_1,jonfeliciano_buf_2020,jonfeliciano,buf,2020,1,1
1248,ejgaines_buf_2020_1,ejgaines_buf_2020,ejgaines,buf,2020,1,1
1250,isaiahhodgins_buf_2020_1,isaiahhodgins_buf_2020,isaiahhodgins,buf,2020,1,1
1261,starlotulelei_buf_2020_1,starlotulelei_buf_2020,starlotulelei,buf,2020,1,1
1266,joshnorman_buf_2020_1,joshnorman_buf_2020,joshnorman,buf,2020,1,1
1270,nilesscott_buf_2020_1,nilesscott_buf_2020,nilesscott,buf,2020,1,1
1273,tommysweeney_buf_2020_1,tommysweeney_buf_2020,tommysweeney,buf,2020,1,1
1292,starlotulelei_buf_2021_1,starlotulelei_buf_2021,starlotulelei,buf,2021,1,1
1299,marquezstevenson_buf_2021_1,marquezstevenson_buf_2021,marquezstevenson,buf,2021,1,1
1303,dukewilliams_buf_2021_1,dukewilliams_buf_2021,dukewilliams,buf,2021,1,1
1306,frankalexander_car_2014_1,frankalexander_car_2014,frankalexander,car,2014,1,1
1313,mattblanchard_car_2014_1,mattblanchard_car_2014,mattblanchard,car,2014,1,1
1328,kevinhughes_car_2014_1,kevinhughes_car_2014,kevinhughes,car,2014,1,1
1329,dcjefferson_car_2014_1,dcjefferson_car_2014,dcjefferson,car,2014,1,1
1333,edmundkugbila_car_2014_1,edmundkugbila_car_2014,edmundkugbila,car,2014,1,1
1335,kevinmatthews_car_2014_1,kevinmatthews_car_2014,kevinmatthews,car,2014,1,1
1336,camnewton_car_2014_1,camnewton_car_2014,camnewton,car,2014,1,1
1341,deandrepresley_car_2014_1,deandrepresley_car_2014,deandrepresley,car,2014,1,1
1357,kelvinbenjamin_car_2015_1,kelvinbenjamin_car_2015,kelvinbenjamin,car,2015,1,1
1360,richiebrockel_car_2015_1,richiebrockel_car_2015,richiebrockel,car,2015,1,1
1362,natechandler_car_2015_1,natechandler_car_2015,natechandler,car,2015,1,1
1380,starlotulelei_car_2015_1,starlotulelei_car_2015,starlotulelei,car,2015,1,1
1383,arthurmiley_car_2015_1,arthurmiley_car_2015,arthurmiley,car,2015,1,1
1404,laronbyrd_car_2016_1,laronbyrd_car_2016,laronbyrd,car,2016,1,1
1407,rakimcox_car_2016_1,rakimcox_car_2016,rakimcox,car,2016,1,1
1413,devonjohnson_car_2016_1,devonjohnson_car_2016,devonjohnson,car,2016,1,1
1414,leonardjohnson_car_2016_1,leonardjohnson_car_2016,leonardjohnson,car,2016,1,1
1420,deanmarlowe_car_2016_1,deanmarlowe_car_2016,deanmarlowe,car,2016,1,1
1423,kevinnorwood_car_2016_1,kevinnorwood_car_2016,kevinnorwood,car,2016,1,1
1426,jordanrigsbee_car_2016_1,jordanrigsbee_car_2016,jordanrigsbee,car,2016,1,1
1440,brentonbersin_car_2017_1,brentonbersin_car_2017,brentonbersin,car,2017,1,1
1441,vernonbutler_car_2017_1,vernonbutler_car_2017,vernonbutler,car,2017,1,1
1449,travelldixon_car_2017_1,travelldixon_car_2017,travelldixon,car,2017,1,1
1450,cornelder_car_2017_1,cornelder_car_2017,cornelder,car,2017,1,1
1451,danfrance_car_2017_1,danfrance_car_2017,danfrance,car,2017,1,1
1454,ginogradkowski_car_2017_1,ginogradkowski_car_2017,ginogradkowski,car,2017,1,1
1457,drewiddings_car_2017_1,drewiddings_car_2017,drewiddings,car,2017,1,1
1458,charlesjohnson_car_2017_1,charlesjohnson_car_2017,charlesjohnson,car,2017,1,1
1465,coleluke_car_2017_1,coleluke_car_2017,coleluke,car,2017,1,1
1467,deanmarlowe_car_2017_1,deanmarlowe_car_2017,deanmarlowe,car,2017,1,1
1469,ljmccray_car_2017_1,ljmccray_car_2017,ljmccray,car,2017,1,1
1472,jarednorris_car_2017_1,jarednorris_car_2017,jarednorris,car,2017,1,1
1476,chrisscott_car_2017_1,chrisscott_car_2017,chrisscott,car,2017,1,1
1478,scottsimonson_car_2017_1,scottsimonson_car_2017,scottsimonson,car,2017,1,1
1484,teddywilliams_car_2017_1,teddywilliams_car_2017,teddywilliams,car,2017,1,1
1486,davidyankey_car_2017_1,davidyankey_car_2017,davidyankey,car,2017,1,1
1490,rosscockrell_car_2018_1,rosscockrell_car_2018,rosscockrell,car,2018,1,1
1497,elijahhood_car_2018_1,elijahhood_car_2018,elijahhood,car,2018,1,1
1500,mattkalil_car_2018_1,mattkalil_car_2018,mattkalil,car,2018,1,1
1509,damianparms_car_2018_1,damianparms_car_2018,damianparms,car,2018,1,1
1511,fredross_car_2018_1,fredross_car_2018,fredross,car,2018,1,1
1512,curtissamuel_car_2018_1,curtissamuel_car_2018,curtissamuel,car,2018,1,1
1514,kevonseymour_car_2018_1,kevonseymour_car_2018,kevonseymour,car,2018,1,1
1517,jeremiahsirles_car_2018_1,jeremiahsirles_car_2018,jeremiahsirles,car,2018,1,1
1522,fozzywhittaker_car_2018_1,fozzywhittaker_car_2018,fozzywhittaker,car,2018,1,1
1525,kofiamichia_car_2019_1,kofiamichia_car_2019,kofiamichia,car,2019,1,1
1526,marcusbaugh_car_2019_1,marcusbaugh_car_2019,marcusbaugh,car,2019,1,1
1533,grahamgano_car_2019_1,grahamgano_car_2019,grahamgano,car,2019,1,1
1535,dillongordon_car_2019_1,dillongordon_car_2019,dillongordon,car,2019,1,1
1540,bruceirvin_car_2019_1,bruceirvin_car_2019,bruceirvin,car,2019,1,1
1544,greglittle_car_2019_1,greglittle_car_2019,greglittle,car,2019,1,1
1552,kittobrien_car_2019_1,kittobrien_car_2019,kittobrien,car,2019,1,1
1555,damianparms_car_2019_1,damianparms_car_2019,damianparms,car,2019,1,1
1563,destinyvaeao_car_2019_1,destinyvaeao_car_2019,destinyvaeao,car,2019,1,1
1565,eliapple_car_2020_1,eliapple_car_2020,eliapple,car,2020,1,1
1566,omarbayless_car_2020_1,omarbayless_car_2020,omarbayless,car,2020,1,1
1574,dennisdaley_car_2020_1,dennisdaley_car_2020,dennisdaley,car,2020,1,1
1582,keithkirkwood_car_2020_1,keithkirkwood_car_2020,keithkirkwood,car,2020,1,1
1583,lukekuechly_car_2020_1,lukekuechly_car_2020,lukekuechly,car,2020,1,1
1587,jordanmack_car_2020_1,jordanmack_car_2020,jordanmack,car,2020,1,1
1590,christianmiller_car_2020_1,christianmiller_car_2020,christianmiller,car,2020,1,1
1595,michaelpalardy_car_2020_1,michaelpalardy_car_2020,michaelpalardy,car,2020,1,1
1605,stantleythomasoliver_car_2020_1,stantleythomasoliver_car_2020,stantleythomasoliver,car,2020,1,1
1645,shismith_car_2021_1,shismith_car_2021,shismith,car,2021,1,1
1662,davidfales_chi_2014_1,davidfales_chi_2014,davidfales,chi,2014,1,1
1664,tonyfiammetta_chi_2014_1,tonyfiammetta_chi_2014,tonyfiammetta,chi,2014,1,1
1678,zachmiller_chi_2014_1,zachmiller_chi_2014,zachmiller,chi,2014,1,1
1694,marquesswilson_chi_2014_1,marquesswilson_chi_2014,marquesswilson,chi,2014,1,1
1696,samacho_chi_2015_1,samacho_chi_2015,samacho,chi,2015,1,1
1701,jonathanbostic_chi_2015_1,jonathanbostic_chi_2015,jonathanbostic,chi,2015,1,1
1705,jimmyclausen_chi_2015_1,jimmyclausen_chi_2015,jimmyclausen,chi,2015,1,1
1724,ryanmundy_chi_2015_1,ryanmundy_chi_2015,ryanmundy,chi,2015,1,1
1727,senoriseperry_chi_2015_1,senoriseperry_chi_2015,senoriseperry,chi,2015,1,1
1728,tracyporter_chi_2015_1,tracyporter_chi_2015,tracyporter,chi,2015,1,1
1738,kevinwhite_chi_2015_1,kevinwhite_chi_2015,kevinwhite,chi,2015,1,1
