,unique_id,player_id,player,team,year,week,value
46542,eliharold_det_2018_5,eliharold_det_2018,eliharold,det,2018,5,1
46546,andyjones_det_2018_5,andyjones_det_2018,andyjones,det,2018,5,1
46549,tjlang_det_2018_5,tjlang_det_2018,tjlang,det,2018,5,1
46551,stevelonga_det_2018_5,stevelonga_det_2018,stevelonga,det,2018,5,1
46555,michaelroberts_det_2018_5,michaelroberts_det_2018,michaelroberts,det,2018,5,1
46564,corneliuswashington_det_2018_5,corneliuswashington_det_2018,corneliuswashington,det,2018,5,1
46566,tavonwilson_det_2018_5,tavonwilson_det_2018,tavonwilson,det,2018,5,1
46567,zachzenner_det_2018_5,zachzenner_det_2018,zachzenner,det,2018,5,1
46662,timboyle_det_2021_5,timboyle_det_2021,timboyle,det,2021,5,1
46668,taylordecker_det_2021_5,taylordecker_det_2021,taylordecker,det,2021,5,1
46671,shaundionhamilton_det_2021_5,shaundionhamilton_det_2021,shaundionhamilton,det,2021,5,1
46672,dashawnhand_det_2021_5,dashawnhand_det_2021,dashawnhand,det,2021,5,1
46674,joelheath_det_2021_5,joelheath_det_2021,joelheath,det,2021,5,1
46681,ifeatumelifonwu_det_2021_5,ifeatumelifonwu_det_2021,ifeatumelifonwu,det,2021,5,1
46683,jeffokudah_det_2021_5,jeffokudah_det_2021,jeffokudah,det,2021,5,1
46685,romeookwara_det_2021_5,romeookwara_det_2021,romeookwara,det,2021,5,1
46692,frankragnow_det_2021_5,frankragnow_det_2021,frankragnow,det,2021,5,1
46699,kevinstrong_det_2021_5,kevinstrong_det_2021,kevinstrong,det,2021,5,1
46705,tyrellwilliams_det_2021_5,tyrellwilliams_det_2021,tyrellwilliams,det,2021,5,1
46708,jaredabbrederis_gb_2014_5,jaredabbrederis_gb_2014,jaredabbrederis,gb,2014,5,1
46709,aaronadams_gb_2014_5,aaronadams_gb_2014,aaronadams,gb,2014,5,1
46712,donbarclay_gb_2014_5,donbarclay_gb_2014,donbarclay,gb,2014,5,1
46713,sambarrington_gb_2014_5,sambarrington_gb_2014,sambarrington,gb,2014,5,1
46715,joshboyd_gb_2014_5,joshboyd_gb_2014,joshboyd,gb,2014,5,1
46716,jarrettboykin_gb_2014_5,jarrettboykin_gb_2014,jarrettboykin,gb,2014,5,1
46735,andymulumba_gb_2014_5,andymulumba_gb_2014,andymulumba,gb,2014,5,1
46738,natepalmer_gb_2014_5,natepalmer_gb_2014,natepalmer,gb,2014,5,1
46740,bjraji_gb_2014_5,bjraji_gb_2014,bjraji,gb,2014,5,1
46747,jakestoneburner_gb_2014_5,jakestoneburner_gb_2014,jakestoneburner,gb,2014,5,1
46749,khyrithornton_gb_2014_5,khyrithornton_gb_2014,khyrithornton,gb,2014,5,1
46751,jctretter_gb_2014_5,jctretter_gb_2014,jctretter,gb,2014,5,1
46754,davanteadams_gb_2015_5,davanteadams_gb_2015,davanteadams,gb,2015,5,1
46756,sambarrington_gb_2015_5,sambarrington_gb_2015,sambarrington,gb,2015,5,1
46757,joshboyd_gb_2015_5,joshboyd_gb_2015,joshboyd,gb,2015,5,1
46759,morganburnett_gb_2015_5,morganburnett_gb_2015,morganburnett,gb,2015,5,1
46778,jordynelson_gb_2015_5,jordynelson_gb_2015,jordynelson,gb,2015,5,1
46783,andrewquarless_gb_2015_5,andrewquarless_gb_2015,andrewquarless,gb,2015,5,1
46786,seanrichardson_gb_2015_5,seanrichardson_gb_2015,seanrichardson,gb,2015,5,1
46791,jakeryan_gb_2015_5,jakeryan_gb_2015,jakeryan,gb,2015,5,1
46800,kennardbackman_gb_2016_5,kennardbackman_gb_2016,kennardbackman,gb,2016,5,1
46806,johncrockett_gb_2016_5,johncrockett_gb_2016,johncrockett,gb,2016,5,1
46808,makintondorleant_gb_2016_5,makintondorleant_gb_2016,makintondorleant,gb,2016,5,1
46811,jacobflores_gb_2016_5,jacobflores_gb_2016,jacobflores,gb,2016,5,1
46818,tylerkuder_gb_2016_5,tylerkuder_gb_2016,tylerkuder,gb,2016,5,1
46820,coreylinsley_gb_2016_5,coreylinsley_gb_2016,coreylinsley,gb,2016,5,1
46827,damariousrandall_gb_2016_5,damariousrandall_gb_2016,damariousrandall,gb,2016,5,1
46832,samshields_gb_2016_5,samshields_gb_2016,samshields,gb,2016,5,1
46834,kylesteuck_gb_2016_5,kylesteuck_gb_2016,kylesteuck,gb,2016,5,1
46838,montraviusadams_gb_2017_5,montraviusadams_gb_2017,montraviusadams,gb,2017,5,1
46840,davidbakhtiari_gb_2017_5,davidbakhtiari_gb_2017,davidbakhtiari,gb,2017,5,1
46841,donbarclay_gb_2017_5,donbarclay_gb_2017,donbarclay,gb,2017,5,1
46843,vincebiegel_gb_2017_5,vincebiegel_gb_2017,vincebiegel,gb,2017,5,1
46853,brettgoode_gb_2017_5,brettgoode_gb_2017,brettgoode,gb,2017,5,1
46854,antwangoodley_gb_2017_5,antwangoodley_gb_2017,antwangoodley,gb,2017,5,1
46855,demetrigoodson_gb_2017_5,demetrigoodson_gb_2017,demetrigoodson,gb,2017,5,1
46864,tymontgomery_gb_2017_5,tymontgomery_gb_2017,tymontgomery,gb,2017,5,1
46865,kylemurphy_gb_2017_5,kylemurphy_gb_2017,kylemurphy,gb,2017,5,1
46875,beausandland_gb_2017_5,beausandland_gb_2017,beausandland,gb,2017,5,1
46876,jasonspriggs_gb_2017_5,jasonspriggs_gb_2017,jasonspriggs,gb,2017,5,1
46878,joethomas_gb_2017_5,joethomas_gb_2017,joethomas,gb,2017,5,1
46879,herbwaters_gb_2017_5,herbwaters_gb_2017,herbwaters,gb,2017,5,1
46881,jairealexander_gb_2018_5,jairealexander_gb_2018,jairealexander,gb,2018,5,1
46882,geronimoallison_gb_2018_5,geronimoallison_gb_2018,geronimoallison,gb,2018,5,1
46886,bashaudbreeland_gb_2018_5,bashaudbreeland_gb_2018,bashaudbreeland,gb,2018,5,1
46894,michaelclark_gb_2018_5,michaelclark_gb_2018,michaelclark,gb,2018,5,1
46895,randallcobb_gb_2018_5,randallcobb_gb_2018,randallcobb,gb,2018,5,1
46898,trevordavis_gb_2018_5,trevordavis_gb_2018,trevordavis,gb,2018,5,1
46901,davonhouse_gb_2018_5,davonhouse_gb_2018,davonhouse,gb,2018,5,1
46905,jakekumerow_gb_2018_5,jakekumerow_gb_2018,jakekumerow,gb,2018,5,1
46906,colemadison_gb_2018_5,colemadison_gb_2018,colemadison,gb,2018,5,1
46908,justinmccray_gb_2018_5,justinmccray_gb_2018,justinmccray,gb,2018,5,1
46909,kylemurphy_gb_2018_5,kylemurphy_gb_2018,kylemurphy,gb,2018,5,1
46914,jakeryan_gb_2018_5,jakeryan_gb_2018,jakeryan,gb,2018,5,1
46917,jermainewhitehead_gb_2018_5,jermainewhitehead_gb_2018,jermainewhitehead,gb,2018,5,1
46918,muhammadwilkerson_gb_2018_5,muhammadwilkerson_gb_2018,muhammadwilkerson,gb,2018,5,1
46919,davanteadams_gb_2019_5,davanteadams_gb_2019,davanteadams,gb,2019,5,1
46927,curtisbolton_gb_2019_5,curtisbolton_gb_2019,curtisbolton,gb,2019,5,1
46928,tonybrown_gb_2019_5,tonybrown_gb_2019,tonybrown,gb,2019,5,1
46931,ibraheimcampbell_gb_2019_5,ibraheimcampbell_gb_2019,ibraheimcampbell,gb,2019,5,1
46935,ravengreene_gb_2019_5,ravengreene_gb_2019,ravengreene,gb,2019,5,1
46937,malcolmjohnson_gb_2019_5,malcolmjohnson_gb_2019,malcolmjohnson,gb,2019,5,1
46946,gregroberts_gb_2019_5,gregroberts_gb_2019,gregroberts,gb,2019,5,1
46951,jasonspriggs_gb_2019_5,jasonspriggs_gb_2019,jasonspriggs,gb,2019,5,1
46952,equanimeousstbrown_gb_2019_5,equanimeousstbrown_gb_2019,equanimeousstbrown,gb,2019,5,1
46953,jacesternberger_gb_2019_5,jacesternberger_gb_2019,jacesternberger,gb,2019,5,1
46954,lanetaylor_gb_2019_5,lanetaylor_gb_2019,lanetaylor,gb,2019,5,1
46961,jamaalwilliams_gb_2019_5,jamaalwilliams_gb_2019,jamaalwilliams,gb,2019,5,1
47018,jairealexander_gb_2021_5,jairealexander_gb_2021,jairealexander,gb,2021,5,1
47024,dominiquedafney_gb_2021_5,dominiquedafney_gb_2021,dominiquedafney,gb,2021,5,1
47029,elgtonjenkins_gb_2021_5,elgtonjenkins_gb_2021,elgtonjenkins,gb,2021,5,1
47032,denniskelly_gb_2021_5,denniskelly_gb_2021,denniskelly,gb,2021,5,1
47038,joshmyers_gb_2021_5,joshmyers_gb_2021,joshmyers,gb,2021,5,1
47040,randyramsey_gb_2021_5,randyramsey_gb_2021,randyramsey,gb,2021,5,1
47041,willredmond_gb_2021_5,willredmond_gb_2021,willredmond,gb,2021,5,1
47042,chaunceyrivers_gb_2021_5,chaunceyrivers_gb_2021,chaunceyrivers,gb,2021,5,1
47046,zadariussmith_gb_2021_5,zadariussmith_gb_2021,zadariussmith,gb,2021,5,1
47053,marquezvaldesscantling_gb_2021_5,marquezvaldesscantling_gb_2021,marquezvaldesscantling,gb,2021,5,1
47054,lonnieballentine_hou_2014_5,lonnieballentine_hou_2014,lonnieballentine,hou,2014,5,1
47056,alanbonner_hou_2014_5,alanbonner_hou_2014,alanbonner,hou,2014,5,1
47057,ajbouye_hou_2014_5,ajbouye_hou_2014,ajbouye,hou,2014,5,1
47062,jadeveonclowney_hou_2014_5,jadeveonclowney_hou_2014,jadeveonclowney,hou,2014,5,1
47079,shilohkeo_hou_2014_5,shilohkeo_hou_2014,shilohkeo,hou,2014,5,1
47087,darrylmorris_hou_2014_5,darrylmorris_hou_2014,darrylmorris,hou,2014,5,1
47090,louisnix_hou_2014_5,louisnix_hou_2014,louisnix,hou,2014,5,1
47092,eddiepleasant_hou_2014_5,eddiepleasant_hou_2014,eddiepleasant,hou,2014,5,1
47096,davidquessenberry_hou_2014_5,davidquessenberry_hou_2014,davidquessenberry,hou,2014,5,1
47107,codywhite_hou_2014_5,codywhite_hou_2014,codywhite,hou,2014,5,1
47108,bryanwitzmann_hou_2014_5,bryanwitzmann_hou_2014,bryanwitzmann,hou,2014,5,1
47109,willyeatman_hou_2014_5,willyeatman_hou_2014,willyeatman,hou,2014,5,1
47111,jeffadams_hou_2015_5,jeffadams_hou_2015,jeffadams,hou,2015,5,1
47119,reshardcliett_hou_2015_5,reshardcliett_hou_2015,reshardcliett,hou,2015,5,1
47125,quintindemps_hou_2015_5,quintindemps_hou_2015,quintindemps,hou,2015,5,1
47126,akeemdent_hou_2015_5,akeemdent_hou_2015,akeemdent,hou,2015,5,1
47130,ryangriffin_hou_2015_5,ryangriffin_hou_2015,ryangriffin,hou,2015,5,1
47131,jonathangrimes_hou_2015_5,jonathangrimes_hou_2015,jonathangrimes,hou,2015,5,1
47145,mikemohamed_hou_2015_5,mikemohamed_hou_2015,mikemohamed,hou,2015,5,1
47154,davidquessenberry_hou_2015_5,davidquessenberry_hou_2015,davidquessenberry,hou,2015,5,1
47155,tomsavage_hou_2015_5,tomsavage_hou_2015,tomsavage,hou,2015,5,1
47156,cecilshorts_hou_2015_5,cecilshorts_hou_2015,cecilshorts,hou,2015,5,1
47160,carlosthompson_hou_2015_5,carlosthompson_hou_2015,carlosthompson,hou,2015,5,1
47161,natewashington_hou_2015_5,natewashington_hou_2015,natewashington,hou,2015,5,1
47166,stephenanderson_hou_2016_5,stephenanderson_hou_2016,stephenanderson,hou,2016,5,1
47167,lonnieballentine_hou_2016_5,lonnieballentine_hou_2016,lonnieballentine,hou,2016,5,1
47174,kurtisdrummond_hou_2016_5,kurtisdrummond_hou_2016,kurtisdrummond,hou,2016,5,1
47176,kaimifairbairn_hou_2016_5,kaimifairbairn_hou_2016,kaimifairbairn,hou,2016,5,1
47178,daltonfreeman_hou_2016_5,daltonfreeman_hou_2016,daltonfreeman,hou,2016,5,1
47180,jonathangrimes_hou_2016_5,jonathangrimes_hou_2016,jonathangrimes,hou,2016,5,1
47182,kareemjackson_hou_2016_5,kareemjackson_hou_2016,kareemjackson,hou,2016,5,1
47185,nickmartin_hou_2016_5,nickmartin_hou_2016,nickmartin,hou,2016,5,1
47192,geraldrivers_hou_2016_5,geraldrivers_hou_2016,geraldrivers,hou,2016,5,1
47195,devonstill_hou_2016_5,devonstill_hou_2016,devonstill,hou,2016,5,1
47197,somavainuku_hou_2016_5,somavainuku_hou_2016,somavainuku,hou,2016,5,1
47198,tonywashington_hou_2016_5,tonywashington_hou_2016,tonywashington,hou,2016,5,1
47199,jjwatt_hou_2016_5,jjwatt_hou_2016,jjwatt,hou,2016,5,1
47213,tylerervin_hou_2017_5,tylerervin_hou_2017,tylerervin,hou,2017,5,1
47214,cjfiedorowicz_hou_2017_5,cjfiedorowicz_hou_2017,cjfiedorowicz,hou,2017,5,1
47216,kylefuller_hou_2017_5,kylefuller_hou_2017,kylefuller,hou,2017,5,1
47218,matthewgodin_hou_2017_5,matthewgodin_hou_2017,matthewgodin,hou,2017,5,1
47219,deantegray_hou_2017_5,deantegray_hou_2017,deantegray,hou,2017,5,1
47222,benheeney_hou_2017_5,benheeney_hou_2017,benheeney,hou,2017,5,1
47225,kevinjohnson_hou_2017_5,kevinjohnson_hou_2017,kevinjohnson,hou,2017,5,1
47230,gregmancz_hou_2017_5,gregmancz_hou_2017,gregmancz,hou,2017,5,1
47236,dereknewton_hou_2017_5,dereknewton_hou_2017,dereknewton,hou,2017,5,1
47241,devinstreet_hou_2017_5,devinstreet_hou_2017,devinstreet,hou,2017,5,1
47247,deandrewwhite_hou_2017_5,deandrewwhite_hou_2017,deandrewwhite,hou,2017,5,1
47252,dylancole_hou_2018_5,dylancole_hou_2018,dylancole,hou,2018,5,1
47253,aaroncolvin_hou_2018_5,aaroncolvin_hou_2018,aaroncolvin,hou,2018,5,1
47259,bruceellington_hou_2018_5,bruceellington_hou_2018,bruceellington,hou,2018,5,1
47260,dontaforeman_hou_2018_5,dontaforeman_hou_2018,dontaforeman,hou,2018,5,1
47263,matthewgodin_hou_2018_5,matthewgodin_hou_2018,matthewgodin,hou,2018,5,1
47265,andrehal_hou_2018_5,andrehal_hou_2018,andrehal,hou,2018,5,1
47266,benheeney_hou_2018_5,benheeney_hou_2018,benheeney,hou,2018,5,1
47267,seantrelhenderson_hou_2018_5,seantrelhenderson_hou_2018,seantrelhenderson,hou,2018,5,1
47269,kevinjohnson_hou_2018_5,kevinjohnson_hou_2018,kevinjohnson,hou,2018,5,1
47272,jermainekellyjr_hou_2018_5,jermainekellyjr_hou_2018,jermainekellyjr,hou,2018,5,1
47273,lamarmiller_hou_2018_5,lamarmiller_hou_2018,lamarmiller,hou,2018,5,1
47274,brianpeters_hou_2018_5,brianpeters_hou_2018,brianpeters,hou,2018,5,1
47275,jevonirobinson_hou_2018_5,jevonirobinson_hou_2018,jevonirobinson,hou,2018,5,1
47291,dukeejiofor_hou_2019_5,dukeejiofor_hou_2019,dukeejiofor,hou,2019,5,1
47304,seniokelemete_hou_2019_5,seniokelemete_hou_2019,seniokelemete,hou,2019,5,1
47305,chrislandrum_hou_2019_5,chrislandrum_hou_2019,chrislandrum,hou,2019,5,1
47306,gregmancz_hou_2019_5,gregmancz_hou_2019,gregmancz,hou,2019,5,1
47309,lamarmiller_hou_2019_5,lamarmiller_hou_2019,lamarmiller,hou,2019,5,1
47313,irasavagelewis_hou_2019_5,irasavagelewis_hou_2019,irasavagelewis,hou,2019,5,1
47315,davidsteinmetz_hou_2019_5,davidsteinmetz_hou_2019,davidsteinmetz,hou,2019,5,1
47316,kennystills_hou_2019_5,kennystills_hou_2019,kennystills,hou,2019,5,1
47317,jordanthomas_hou_2019_5,jordanthomas_hou_2019,jordanthomas,hou,2019,5,1
47319,kahalewarring_hou_2019_5,kahalewarring_hou_2019,kahalewarring,hou,2019,5,1
47323,joewebb_hou_2019_5,joewebb_hou_2019,joewebb,hou,2019,5,1
47324,isaacwhitney_hou_2019_5,isaacwhitney_hou_2019,isaacwhitney,hou,2019,5,1
47325,xavierwoodsonluster_hou_2019_5,xavierwoodsonluster_hou_2019,xavierwoodsonluster,hou,2019,5,1
47326,jordanakins_hou_2020_5,jordanakins_hou_2020,jordanakins,hou,2020,5,1
47333,gareonconley_hou_2020_5,gareonconley_hou_2020,gareonconley,hou,2020,5,1
47335,isaiahcoulter_hou_2020_5,isaiahcoulter_hou_2020,isaiahcoulter,hou,2020,5,1
47347,buddyhowell_hou_2020_5,buddyhowell_hou_2020,buddyhowell,hou,2020,5,1
47351,peterkalambayi_hou_2020_5,peterkalambayi_hou_2020,peterkalambayi,hou,2020,5,1
47356,benardrickmckinney_hou_2020_5,benardrickmckinney_hou_2020,benardrickmckinney,hou,2020,5,1
47358,ajmoore_hou_2020_5,ajmoore_hou_2020,ajmoore,hou,2020,5,1
47371,eddievanderdoes_hou_2020_5,eddievanderdoes_hou_2020,eddievanderdoes,hou,2020,5,1
47374,dannyamendola_hou_2021_5,dannyamendola_hou_2021,dannyamendola,hou,2021,5,1
47379,rexburkhead_hou_2021_5,rexburkhead_hou_2021,rexburkhead,hou,2021,5,1
47380,marcuscannon_hou_2021_5,marcuscannon_hou_2021,marcuscannon,hou,2021,5,1
47381,nicocollins_hou_2021_5,nicocollins_hou_2021,nicocollins,hou,2021,5,1
47408,kevinpierrelouis_hou_2021_5,kevinpierrelouis_hou_2021,kevinpierrelouis,hou,2021,5,1
47410,tyrodtaylor_hou_2021_5,tyrodtaylor_hou_2021,tyrodtaylor,hou,2021,5,1
47411,vincenttaylor_hou_2021_5,vincenttaylor_hou_2021,vincenttaylor,hou,2021,5,1
47416,deshaunwatson_hou_2021_5,deshaunwatson_hou_2021,deshaunwatson,hou,2021,5,1
47418,danieladongo_ind_2014_5,danieladongo_ind_2014,danieladongo,ind,2014,5,1
47421,vickballard_ind_2014_5,vickballard_ind_2014,vickballard,ind,2014,5,1
47435,stanleyhavili_ind_2014_5,stanleyhavili_ind_2014,stanleyhavili,ind,2014,5,1
47441,ulrickjohn_ind_2014_5,ulrickjohn_ind_2014,ulrickjohn,ind,2014,5,1
47442,camjohnson_ind_2014_5,camjohnson_ind_2014,camjohnson,ind,2014,5,1
47443,arthurjones_ind_2014_5,arthurjones_ind_2014,arthurjones,ind,2014,5,1
47444,dejikarim_ind_2014_5,dejikarim_ind_2014,dejikarim,ind,2014,5,1
47446,laronlandry_ind_2014_5,laronlandry_ind_2014,laronlandry,ind,2014,5,1
47447,shawnloiseau_ind_2014_5,shawnloiseau_ind_2014,shawnloiseau,ind,2014,5,1
47449,robertmathis_ind_2014_5,robertmathis_ind_2014,robertmathis,ind,2014,5,1
47451,jackmewhort_ind_2014_5,jackmewhort_ind_2014,jackmewhort,ind,2014,5,1
47452,filimoala_ind_2014_5,filimoala_ind_2014,filimoala,ind,2014,5,1
47453,aaronmorgan_ind_2014_5,aaronmorgan_ind_2014,aaronmorgan,ind,2014,5,1
47456,xaviernixon_ind_2014_5,xaviernixon_ind_2014,xaviernixon,ind,2014,5,1
47457,jerispendleton_ind_2014_5,jerispendleton_ind_2014,jerispendleton,ind,2014,5,1
47464,donaldthomas_ind_2014_5,donaldthomas_ind_2014,donaldthomas,ind,2014,5,1
47477,jalilbrown_ind_2015_5,jalilbrown_ind_2015,jalilbrown,ind,2015,5,1
47484,jerrellfreeman_ind_2015_5,jerrellfreeman_ind_2015,jerrellfreeman,ind,2015,5,1
47490,danherron_ind_2015_5,danherron_ind_2015,danherron,ind,2015,5,1
47496,arthurjones_ind_2015_5,arthurjones_ind_2015,arthurjones,ind,2015,5,1
47499,andrewluck_ind_2015_5,andrewluck_ind_2015,andrewluck,ind,2015,5,1
47503,tevinmitchel_ind_2015_5,tevinmitchel_ind_2015,tevinmitchel,ind,2015,5,1
47509,djounsmith_ind_2015_5,djounsmith_ind_2015,djounsmith,ind,2015,5,1
47512,tylervarga_ind_2015_5,tylervarga_ind_2015,tylervarga,ind,2015,5,1
47514,bjoernwerner_ind_2015_5,bjoernwerner_ind_2015,bjoernwerner,ind,2015,5,1
47521,trentcole_ind_2016_5,trentcole_ind_2016,trentcole,ind,2016,5,1
47538,tevinmitchel_ind_2016_5,tevinmitchel_ind_2016,tevinmitchel,ind,2016,5,1
47539,dontemoncrief_ind_2016_5,dontemoncrief_ind_2016,dontemoncrief,ind,2016,5,1
47544,djounsmith_ind_2016_5,djounsmith_ind_2016,djounsmith,ind,2016,5,1
47545,dezmensouthward_ind_2016_5,dezmensouthward_ind_2016,dezmensouthward,ind,2016,5,1
47546,ronthompson_ind_2016_5,ronthompson_ind_2016,ronthompson,ind,2016,5,1
47547,hughthornton_ind_2016_5,hughthornton_ind_2016,hughthornton,ind,2016,5,1
47548,robertturbin_ind_2016_5,robertturbin_ind_2016,robertturbin,ind,2016,5,1
47550,andrewwilliamson_ind_2016_5,andrewwilliamson_ind_2016,andrewwilliamson,ind,2016,5,1
47553,deyshawnbond_ind_2017_5,deyshawnbond_ind_2017,deyshawnbond,ind,2017,5,1
47556,chrisbriggs_ind_2017_5,chrisbriggs_ind_2017,chrisbriggs,ind,2017,5,1
47559,chrisculliver_ind_2017_5,chrisculliver_ind_2017,chrisculliver,ind,2017,5,1
47563,jackdoyle_ind_2017_5,jackdoyle_ind_2017,jackdoyle,ind,2017,5,1
47565,claytongeathers_ind_2017_5,claytongeathers_ind_2017,claytongeathers,ind,2017,5,1
47566,denzellegood_ind_2017_5,denzellegood_ind_2017,denzellegood,ind,2017,5,1
47568,natehairston_ind_2017_5,natehairston_ind_2017,natehairston,ind,2017,5,1
47574,edwinjackson_ind_2017_5,edwinjackson_ind_2017,edwinjackson,ind,2017,5,1
47575,mattjones_ind_2017_5,mattjones_ind_2017,mattjones,ind,2017,5,1
47578,kendalllangford_ind_2017_5,kendalllangford_ind_2017,kendalllangford,ind,2017,5,1
47579,andrewluck_ind_2017_5,andrewluck_ind_2017,andrewluck,ind,2017,5,1
47583,christinemichael_ind_2017_5,christinemichael_ind_2017,christinemichael,ind,2017,5,1
47585,tevinmitchel_ind_2017_5,tevinmitchel_ind_2017,tevinmitchel,ind,2017,5,1
47587,darrylmorris_ind_2017_5,darrylmorris_ind_2017,darrylmorris,ind,2017,5,1
47589,deiontrezmount_ind_2017_5,deiontrezmount_ind_2017,deiontrezmount,ind,2017,5,1
47590,blakemuir_ind_2017_5,blakemuir_ind_2017,blakemuir,ind,2017,5,1
47593,chesterrogers_ind_2017_5,chesterrogers_ind_2017,chesterrogers,ind,2017,5,1
47597,tevaunsmith_ind_2017_5,tevaunsmith_ind_2017,tevaunsmith,ind,2017,5,1
47598,erikswoope_ind_2017_5,erikswoope_ind_2017,erikswoope,ind,2017,5,1
47602,frankiewilliams_ind_2017_5,frankiewilliams_ind_2017,frankiewilliams,ind,2017,5,1
47604,georgewinn_ind_2017_5,georgewinn_ind_2017,georgewinn,ind,2017,5,1
47605,earlwolff_ind_2017_5,earlwolff_ind_2017,earlwolff,ind,2017,5,1
47608,deoncain_ind_2018_5,deoncain_ind_2018,deoncain,ind,2018,5,1
47609,johnathancalvin_ind_2018_5,johnathancalvin_ind_2018,johnathancalvin,ind,2018,5,1
47610,anthonycastonzo_ind_2018_5,anthonycastonzo_ind_2018,anthonycastonzo,ind,2018,5,1
47611,chriscooper_ind_2018_5,chriscooper_ind_2018,chriscooper,ind,2018,5,1
47612,jackdoyle_ind_2018_5,jackdoyle_ind_2018,jackdoyle,ind,2018,5,1
47615,joshferguson_ind_2018_5,joshferguson_ind_2018,joshferguson,ind,2018,5,1
47618,jeremiahgeorge_ind_2018_5,jeremiahgeorge_ind_2018,jeremiahgeorge,ind,2018,5,1
47620,denzellegood_ind_2018_5,denzellegood_ind_2018,denzellegood,ind,2018,5,1
47622,joehaeg_ind_2018_5,joehaeg_ind_2018,joehaeg,ind,2018,5,1
47623,natehairston_ind_2018_5,natehairston_ind_2018,natehairston,ind,2018,5,1
47624,matthazel_ind_2018_5,matthazel_ind_2018,matthazel,ind,2018,5,1
47626,tyhilton_ind_2018_5,tyhilton_ind_2018,tyhilton,ind,2018,5,1
47628,austinhoward_ind_2018_5,austinhoward_ind_2018,austinhoward,ind,2018,5,1
47631,robertjackson_ind_2018_5,robertjackson_ind_2018,robertjackson,ind,2018,5,1
47632,anthonyjohnson_ind_2018_5,anthonyjohnson_ind_2018,anthonyjohnson,ind,2018,5,1
47634,bradkaaya_ind_2018_5,bradkaaya_ind_2018,bradkaaya,ind,2018,5,1
47637,dariusleonard_ind_2018_5,dariusleonard_ind_2018,dariusleonard,ind,2018,5,1
47638,tyquanlewis_ind_2018_5,tyquanlewis_ind_2018,tyquanlewis,ind,2018,5,1
47639,kolbylistenbee_ind_2018_5,kolbylistenbee_ind_2018,kolbylistenbee,ind,2018,5,1
47640,marlonmack_ind_2018_5,marlonmack_ind_2018,marlonmack,ind,2018,5,1
47641,ronaldmartin_ind_2018_5,ronaldmartin_ind_2018,ronaldmartin,ind,2018,5,1
47643,chrismccain_ind_2018_5,chrismccain_ind_2018,chrismccain,ind,2018,5,1
47646,kennymoore_ind_2018_5,kennymoore_ind_2018,kennymoore,ind,2018,5,1
47651,hassanridgeway_ind_2018_5,hassanridgeway_ind_2018,hassanridgeway,ind,2018,5,1
47657,robensontherezie_ind_2018_5,robensontherezie_ind_2018,robensontherezie,ind,2018,5,1
47658,rosstravis_ind_2018_5,rosstravis_ind_2018,rosstravis,ind,2018,5,1
47662,jeremyvujnovich_ind_2018_5,jeremyvujnovich_ind_2018,jeremyvujnovich,ind,2018,5,1
47665,jmarcuswebb_ind_2018_5,jmarcuswebb_ind_2018,jmarcuswebb,ind,2018,5,1
47666,quincywilson_ind_2018_5,quincywilson_ind_2018,quincywilson,ind,2018,5,1
47668,jameswright_ind_2018_5,jameswright_ind_2018,jameswright,ind,2018,5,1
47672,billybrown_ind_2019_5,billybrown_ind_2019,billybrown,ind,2019,5,1
47673,parriscampbell_ind_2019_5,parriscampbell_ind_2019,parriscampbell,ind,2019,5,1
47678,dauricefountain_ind_2019_5,dauricefountain_ind_2019,dauricefountain,ind,2019,5,1
47679,devinfunchess_ind_2019_5,devinfunchess_ind_2019,devinfunchess,ind,2019,5,1
47680,claytongeathers_ind_2019_5,claytongeathers_ind_2019,claytongeathers,ind,2019,5,1
47683,malikhooker_ind_2019_5,malikhooker_ind_2019,malikhooker,ind,2019,5,1
47685,steveishmael_ind_2019_5,steveishmael_ind_2019,steveishmael,ind,2019,5,1
47686,iseoluwapojegede_ind_2019_5,iseoluwapojegede_ind_2019,iseoluwapojegede,ind,2019,5,1
47687,isaiahjohnson_ind_2019_5,isaiahjohnson_ind_2019,isaiahjohnson,ind,2019,5,1
47689,dariusleonard_ind_2019_5,dariusleonard_ind_2019,dariusleonard,ind,2019,5,1
47690,tyquanlewis_ind_2019_5,tyquanlewis_ind_2019,tyquanlewis,ind,2019,5,1
47692,rolanmilligan_ind_2019_5,rolanmilligan_ind_2019,rolanmilligan,ind,2019,5,1
47695,kainacua_ind_2019_5,kainacua_ind_2019,kainacua,ind,2019,5,1
47697,javonpatterson_ind_2019_5,javonpatterson_ind_2019,javonpatterson,ind,2019,5,1
47711,matthewadams_ind_2020_5,matthewadams_ind_2020,matthewadams,ind,2020,5,1
47718,parriscampbell_ind_2020_5,parriscampbell_ind_2020,parriscampbell,ind,2020,5,1
47720,anthonycastonzo_ind_2020_5,anthonycastonzo_ind_2020,anthonycastonzo,ind,2020,5,1
47722,sheldonday_ind_2020_5,sheldonday_ind_2020,sheldonday,ind,2020,5,1
47729,malikhooker_ind_2020_5,malikhooker_ind_2020,malikhooker,ind,2020,5,1
47734,dariusleonard_ind_2020_5,dariusleonard_ind_2020,dariusleonard,ind,2020,5,1
47736,marlonmack_ind_2020_5,marlonmack_ind_2020,marlonmack,ind,2020,5,1
