"unique_id","player","team","year","position","height","wt","speed","draft_yr","round","selection"
"aaronburbridge_sf_2016","aaronburbridge","sf",2016,"wr",73,208,4.56,2016,6,213
"aaronburbridge_sf_2017","aaronburbridge","sf",2017,"wr",73,208,4.56,2016,6,213
"aaroncolvin_jax_2014","aaroncolvin","jax",2014,"cb",72,191,,2014,4,114
"aaroncolvin_jax_2015","aaroncolvin","jax",2015,"cb",72,191,,2014,4,114
"aaroncolvin_jax_2016","aaroncolvin","jax",2016,"cb",72,191,,2014,4,114
"aaroncolvin_jax_2017","aaroncolvin","jax",2017,"cb",72,191,,2014,4,114
"aaroncolvin_hou_2018","aaroncolvin","hou",2018,"cb",72,191,,2014,4,114
"aaroncolvin_hou_2019","aaroncolvin","hou",2019,"cb",72,191,,2014,4,114
"aaroncolvin_was_2019","aaroncolvin","was",2019,"cb",72,191,,2014,4,114
"aarondonald_lar_2014","aarondonald","lar",2014,"di",73,280,4.68,2014,1,13
"aarondonald_lar_2015","aarondonald","lar",2015,"di",73,280,4.68,2014,1,13
"aarondonald_lar_2016","aarondonald","lar",2016,"di",73,280,4.68,2014,1,13
"aarondonald_lar_2017","aarondonald","lar",2017,"di",73,280,4.68,2014,1,13
"aarondonald_lar_2018","aarondonald","lar",2018,"di",73,280,4.68,2014,1,13
"aarondonald_lar_2019","aarondonald","lar",2019,"di",73,280,4.68,2014,1,13
"aarongreen_lar_2016","aarongreen","lar",2016,"hb",70,202,,2016,10,300
"aarongrymes_phi_2016","aarongrymes","phi",2016,"cb",71,183,,2016,10,300
"aaronjones_gb_2017","aaronjones","gb",2017,"hb",69,208,4.56,2017,5,182
"aaronjones_gb_2018","aaronjones","gb",2018,"hb",69,208,4.56,2017,5,182
"aaronjones_gb_2019","aaronjones","gb",2019,"hb",69,208,4.56,2017,5,182
"aaronlynch_sf_2014","aaronlynch","sf",2014,"ed",78,270,,2014,5,150
"aaronlynch_sf_2015","aaronlynch","sf",2015,"ed",78,270,,2014,5,150
"aaronlynch_sf_2016","aaronlynch","sf",2016,"ed",78,270,,2014,5,150
"aaronlynch_sf_2017","aaronlynch","sf",2017,"ed",78,270,,2014,5,150
"aaronlynch_chi_2018","aaronlynch","chi",2018,"ed",78,270,,2014,5,150
"aaronlynch_chi_2019","aaronlynch","chi",2019,"ed",78,270,,2014,5,150
"aaronneary_lar_2017","aaronneary","lar",2017,"ol",76,299,,2016,10,300
"aaronneary_lar_2018","aaronneary","lar",2018,"ol",76,299,,2016,10,300
"aaronripkowski_gb_2015","aaronripkowski","gb",2015,"fb",73,246,,2015,6,206
"aaronripkowski_gb_2016","aaronripkowski","gb",2016,"fb",73,246,,2015,6,206
"aaronripkowski_gb_2017","aaronripkowski","gb",2017,"fb",73,246,,2015,6,206
"aaronripkowski_gb_2018","aaronripkowski","gb",2018,"fb",73,246,,2015,6,206
"aaronstinnie_ten_2018","aaronstinnie","ten",2018,"g",75,312,,2018,10,300
"aaronstinnie_tb_2019","aaronstinnie","tb",2019,"g",75,312,,2018,10,300
"aaronstinnie_ten_2019","aaronstinnie","ten",2019,"g",75,312,,2018,10,300
"aaronwallace_ten_2016","aaronwallace","ten",2016,"ed",74,242,,2016,7,222
"aaronwallace_ten_2017","aaronwallace","ten",2017,"ed",74,242,,2016,7,222
"aaronwallace_ten_2018","aaronwallace","ten",2018,"ed",74,242,,2016,7,222
"abdullahanderson_chi_2019","abdullahanderson","chi",2019,"di",76,295,,2018,10,300
"adairiusbarnes_det_2016","adairiusbarnes","det",2016,"cb",71,186,,2016,10,300
"adambighill_no_2017","adambighill","no",2017,"lb",70,230,,2017,10,300
"adambisnowaty_nyg_2017","adambisnowaty","nyg",2017,"t",78,305,5.23,2017,6,200
"adambisnowaty_nyg_2018","adambisnowaty","nyg",2018,"t",78,305,5.23,2017,6,200
"adambutler_ne_2017","adambutler","ne",2017,"di",76,300,,2017,10,300
"adambutler_ne_2018","adambutler","ne",2018,"di",76,300,,2017,10,300
"adambutler_ne_2019","adambutler","ne",2019,"di",76,300,,2017,10,300
"adamgotsis_den_2016","adamgotsis","den",2016,"di",76,287,,2016,2,63
"adamgotsis_den_2017","adamgotsis","den",2017,"di",76,287,,2016,2,63
"adamgotsis_den_2018","adamgotsis","den",2018,"di",76,287,,2016,2,63
"adamgotsis_den_2019","adamgotsis","den",2019,"di",76,287,,2016,2,63
"adamhumphries_tb_2015","adamhumphries","tb",2015,"wr",71,195,,2015,10,300
"adamhumphries_tb_2016","adamhumphries","tb",2016,"wr",71,195,,2015,10,300
"adamhumphries_tb_2017","adamhumphries","tb",2017,"wr",71,195,,2015,10,300
"adamhumphries_tb_2018","adamhumphries","tb",2018,"wr",71,195,,2015,10,300
"adamhumphries_tb_2019","adamhumphries","tb",2019,"wr",71,195,,2015,10,300
"adamhumphries_ten_2019","adamhumphries","ten",2019,"wr",71,195,,2015,10,300
"adampankey_gb_2017","adampankey","gb",2017,"g",77,313,,2017,10,300
"adampankey_gb_2018","adampankey","gb",2018,"g",77,313,,2017,10,300
"adampankey_mia_2019","adampankey","mia",2019,"t",77,313,,2017,10,300
"adamredmond_ind_2017","adamredmond","ind",2017,"g",78,300,,2016,10,300
"adamredmond_dal_2018","adamredmond","dal",2018,"g",78,300,,2016,10,300
"adamredmond_dal_2019","adamredmond","dal",2019,"g",78,300,,2016,10,300
"adamshaheen_chi_2017","adamshaheen","chi",2017,"te",77,270,4.79,2017,2,45
"adamshaheen_chi_2018","adamshaheen","chi",2018,"te",77,270,4.79,2017,2,45
"adamshaheen_chi_2019","adamshaheen","chi",2019,"te",77,270,4.79,2017,2,45
"adariustaylor_car_2014","adariustaylor","car",2014,"lb",72,230,,2014,10,300
"adariustaylor_tb_2015","adariustaylor","tb",2015,"lb",72,230,,2014,10,300
"adariustaylor_tb_2016","adariustaylor","tb",2016,"lb",72,230,,2014,10,300
"adariustaylor_tb_2017","adariustaylor","tb",2017,"lb",72,230,,2014,10,300
"adariustaylor_tb_2018","adariustaylor","tb",2018,"lb",72,230,,2014,10,300
"adariustaylor_cle_2019","adariustaylor","cle",2019,"lb",72,230,,2014,10,300
"adolphuswashington_buf_2016","adolphuswashington","buf",2016,"di",76,295,5.17,2016,3,80
"adolphuswashington_buf_2017","adolphuswashington","buf",2017,"di",76,295,5.17,2016,3,80
"adolphuswashington_buf_2018","adolphuswashington","buf",2018,"di",76,295,5.17,2016,3,80
"adolphuswashington_cin_2018","adolphuswashington","cin",2018,"di",76,295,5.17,2016,3,80
"adonisalexander_was_2018","adonisalexander","was",2018,"cb",75,207,,2018,6,300
"adoreejackson_ten_2017","adoreejackson","ten",2017,"cb",71,185,4.42,2017,1,18
"adoreejackson_ten_2018","adoreejackson","ten",2018,"cb",71,185,4.42,2017,1,18
"adoreejackson_ten_2019","adoreejackson","ten",2019,"cb",71,185,4.42,2017,1,18
"adrianamos_chi_2015","adrianamos","chi",2015,"s",72,214,4.56,2015,5,142
"adrianamos_chi_2016","adrianamos","chi",2016,"s",72,214,4.56,2015,5,142
"adrianamos_chi_2017","adrianamos","chi",2017,"s",72,214,4.56,2015,5,142
"adrianamos_chi_2018","adrianamos","chi",2018,"s",72,214,4.56,2015,5,142
"adrianamos_gb_2019","adrianamos","gb",2019,"s",72,214,4.56,2015,5,142
"adriancolbert_sf_2017","adriancolbert","sf",2017,"s",74,205,,2017,7,229
"adriancolbert_sf_2018","adriancolbert","sf",2018,"s",74,205,,2017,7,229
"adriancolbert_mia_2019","adriancolbert","mia",2019,"s",74,205,,2017,7,229
"adrianphillips_lac_2014","adrianphillips","lac",2014,"s",71,210,,2014,10,300
"adrianphillips_lac_2015","adrianphillips","lac",2015,"s",71,210,,2014,10,300
"adrianphillips_lac_2016","adrianphillips","lac",2016,"s",71,210,,2014,10,300
"adrianphillips_lac_2017","adrianphillips","lac",2017,"s",71,210,,2014,10,300
"adrianphillips_lac_2018","adrianphillips","lac",2018,"s",71,210,,2014,10,300
"adrianphillips_lac_2019","adrianphillips","lac",2019,"s",71,210,,2014,10,300
"ahkellowitherspoon_sf_2017","ahkellowitherspoon","sf",2017,"cb",74,195,4.45,2017,3,66
"ahkellowitherspoon_sf_2018","ahkellowitherspoon","sf",2018,"cb",74,195,4.45,2017,3,66
"ahkellowitherspoon_sf_2019","ahkellowitherspoon","sf",2019,"cb",74,195,4.45,2017,3,66
"ahmaddixon_chi_2014","ahmaddixon","chi",2014,"s",72,212,4.54,2014,7,248
"ahmadgooden_den_2019","ahmadgooden","den",2019,"ed",74,245,,2019,10,300
"ahmadthomas_ind_2018","ahmadthomas","ind",2018,"lb",72,220,,2017,10,300
"ahmadthomas_atl_2019","ahmadthomas","atl",2019,"lb",72,220,,2017,10,300
"ajbrown_ten_2006","ajbrown","ten",2006,"wr",72,226,,2019,2,51
"ajbrown_ten_2019","ajbrown","ten",2019,"wr",72,226,,2019,2,51
"ajcann_jax_2015","ajcann","jax",2015,"g",75,325,,2015,3,67
"ajcann_jax_2016","ajcann","jax",2016,"g",75,325,,2015,3,67
"ajcann_jax_2017","ajcann","jax",2017,"g",75,325,,2015,3,67
"ajcann_jax_2018","ajcann","jax",2018,"g",75,325,,2015,3,67
"ajcann_jax_2019","ajcann","jax",2019,"g",75,325,,2015,3,67
"ajcoleiii_oak_2019","ajcoleiii","oak",2019,"p",76,218,,2019,10,300
"ajderby_den_2016","ajderby","den",2016,"te",77,240,,2015,6,202
"ajderby_ne_2016","ajderby","ne",2016,"te",77,240,,2015,6,202
"ajderby_den_2017","ajderby","den",2017,"te",77,240,,2015,6,202
"ajderby_mia_2017","ajderby","mia",2017,"te",77,240,,2015,6,202
"ajderby_mia_2018","ajderby","mia",2018,"te",77,240,,2015,6,202
"ajhendy_mia_2016","ajhendy","mia",2016,"s",73,202,,2016,10,300
"ajmccarron_hou_2006","ajmccarron","hou",2006,"qb",75,215,4.94,2014,5,164
"ajmccarron_cin_2015","ajmccarron","cin",2015,"qb",75,215,4.94,2014,5,164
"ajmccarron_cin_2016","ajmccarron","cin",2016,"qb",75,215,4.94,2014,5,164
"ajmccarron_cin_2017","ajmccarron","cin",2017,"qb",75,215,4.94,2014,5,164
"ajmccarron_oak_2018","ajmccarron","oak",2018,"qb",75,215,4.94,2014,5,164
"ajmccarron_hou_2019","ajmccarron","hou",2019,"qb",75,215,4.94,2014,5,164
"ajmoore_hou_2018","ajmoore","hou",2018,"s",71,200,,2018,10,300
"ajmoore_hou_2019","ajmoore","hou",2019,"lb",71,200,,2018,10,300
"ajtarpley_buf_2015","ajtarpley","buf",2015,"lb",74,225,,2015,10,300
"akeemdavis_was_2014","akeemdavis","was",2014,"s",73,200,,2014,10,300
"akeemdavis_ind_2015","akeemdavis","ind",2015,"s",73,200,,2014,10,300
"akeemdavis_no_2015","akeemdavis","no",2015,"s",73,200,,2014,10,300
"akeemdavis_sea_2015","akeemdavis","sea",2015,"s",73,200,,2014,10,300
"akeemdavis_jax_2016","akeemdavis","jax",2016,"s",73,200,,2014,10,300
"akeemhunt_hou_2015","akeemhunt","hou",2015,"hb",70,189,,2015,10,300
"akeemhunt_hou_2016","akeemhunt","hou",2016,"hb",70,189,,2015,10,300
"akeemhunt_kc_2017","akeemhunt","kc",2017,"hb",70,189,,2015,10,300
"akeemhunt_kc_2018","akeemhunt","kc",2018,"hb",70,189,,2015,10,300
"akeemking_atl_2015","akeemking","atl",2015,"cb",73,215,,2015,7,249
"akeemking_sea_2018","akeemking","sea",2018,"cb",73,215,,2015,7,249
"akeemking_sea_2019","akeemking","sea",2019,"cb",73,215,,2015,7,249
"alancross_tb_2016","alancross","tb",2016,"te",73,235,,2016,10,300
"alancross_tb_2017","alancross","tb",2017,"fb",73,235,,2016,10,300
"alancross_tb_2018","alancross","tb",2018,"te",73,235,,2016,10,300
"alanifua_ari_2015","alanifua","ari",2015,"lb",77,234,4.73,2015,10,300
"alanifua_ari_2016","alanifua","ari",2016,"lb",77,234,4.73,2015,10,300
"alberthuggins_phi_2019","alberthuggins","phi",2019,"di",75,315,,2019,10,300
"albertwilson_mia_2006","albertwilson","mia",2006,"wr",69,186,4.43,2014,10,300
"albertwilson_kc_2014","albertwilson","kc",2014,"wr",69,186,4.43,2014,10,300
"albertwilson_kc_2015","albertwilson","kc",2015,"wr",69,186,4.43,2014,10,300
"albertwilson_kc_2016","albertwilson","kc",2016,"wr",69,186,4.43,2014,10,300
"albertwilson_kc_2017","albertwilson","kc",2017,"wr",69,186,4.43,2014,10,300
"albertwilson_kc_2018","albertwilson","kc",2018,"wr",69,186,4.43,2014,10,300
"albertwilson_mia_2018","albertwilson","mia",2018,"wr",69,186,4.43,2014,10,300
"albertwilson_mia_2019","albertwilson","mia",2019,"wr",69,186,4.43,2014,10,300
"aldrickrosas_nyg_2017","aldrickrosas","nyg",2017,"k",75,221,,2016,10,300
"aldrickrosas_nyg_2018","aldrickrosas","nyg",2018,"k",75,221,,2016,10,300
"aldrickrosas_nyg_2019","aldrickrosas","nyg",2019,"k",75,221,,2016,10,300
"alecingold_oak_2019","alecingold","oak",2019,"fb",73,242,,2019,10,300
"alejandrovillanueva_pit_2015","alejandrovillanueva","pit",2015,"t",81,320,,2014,10,300
"alejandrovillanueva_pit_2016","alejandrovillanueva","pit",2016,"t",81,320,,2014,10,300
"alejandrovillanueva_pit_2017","alejandrovillanueva","pit",2017,"t",81,320,,2014,10,300
"alejandrovillanueva_pit_2018","alejandrovillanueva","pit",2018,"t",81,320,,2014,10,300
"alejandrovillanueva_pit_2019","alejandrovillanueva","pit",2019,"t",81,320,,2014,10,300
"alexanderhollins_min_2019","alexanderhollins","min",2019,"wr",73,170,,2019,10,300
"alexanderjohnson_den_2018","alexanderjohnson","den",2018,"lb",74,245,,2018,10,300
"alexanderjohnson_den_2019","alexanderjohnson","den",2019,"lb",74,245,,2018,10,300
"alexandermattison_min_2019","alexandermattison","min",2019,"hb",71,221,,2019,3,102
"alexanzalone_no_2017","alexanzalone","no",2017,"lb",75,241,4.63,2017,3,76
"alexanzalone_no_2018","alexanzalone","no",2018,"lb",75,241,4.63,2017,3,76
"alexanzalone_no_2019","alexanzalone","no",2019,"lb",75,241,4.63,2017,3,76
"alexarmah_car_2017","alexarmah","car",2017,"fb",74,255,,2017,6,192
"alexarmah_car_2018","alexarmah","car",2018,"fb",74,255,,2017,6,192
"alexarmah_car_2019","alexarmah","car",2019,"fb",74,255,,2017,6,192
"alexbalducci_sf_2016","alexbalducci","sf",2016,"ol",76,300,,2016,10,300
"alexbarrett_det_2017","alexbarrett","det",2017,"ed",75,260,,2017,10,300
"alexbars_chi_2019","alexbars","chi",2019,"t",78,312,,2019,10,300
"alexbayer_lar_2014","alexbayer","lar",2014,"te",76,258,,2014,10,300
"alexbrown_kc_2019","alexbrown","kc",2019,"cb",71,170,,2019,10,300
"alexcappa_tb_2018","alexcappa","tb",2018,"g",78,305,5.39,2018,3,94
"alexcappa_tb_2019","alexcappa","tb",2019,"g",78,305,5.39,2018,3,94
"alexcarter_det_2016","alexcarter","det",2016,"cb",72,201,4.51,2015,3,80
"alexcarter_was_2018","alexcarter","was",2018,"cb",72,201,4.51,2015,3,80
"alexcollins_sea_2016","alexcollins","sea",2016,"hb",70,208,4.59,2016,5,171
"alexcollins_bal_2017","alexcollins","bal",2017,"hb",70,208,4.59,2016,5,171
"alexcollins_sea_2017","alexcollins","sea",2017,"hb",70,208,4.59,2016,5,171
"alexcollins_bal_2018","alexcollins","bal",2018,"hb",70,208,4.59,2016,5,171
"alexellis_jax_2016","alexellis","jax",2016,"te",76,236,,2016,10,300
"alexellis_jax_2017","alexellis","jax",2017,"te",76,236,,2016,10,300
"alexellis_kc_2018","alexellis","kc",2018,"te",76,236,,2016,10,300
"alexellis_phi_2019","alexellis","phi",2019,"te",76,236,,2016,10,300
"alexerickson_cin_2006","alexerickson","cin",2006,"wr",72,195,,2016,10,300
"alexerickson_cin_2016","alexerickson","cin",2016,"wr",72,195,,2016,10,300
"alexerickson_cin_2017","alexerickson","cin",2017,"wr",72,195,,2016,10,300
"alexerickson_cin_2018","alexerickson","cin",2018,"wr",72,195,,2016,10,300
"alexerickson_cin_2019","alexerickson","cin",2019,"wr",72,195,,2016,10,300
"alexlewis_bal_2016","alexlewis","bal",2016,"g",78,305,5.22,2016,4,130
"alexlewis_bal_2017","alexlewis","bal",2017,"g",78,305,5.22,2016,4,130
"alexlewis_bal_2018","alexlewis","bal",2018,"g",78,305,5.22,2016,4,130
"alexlewis_nyj_2019","alexlewis","nyj",2019,"g",78,305,5.22,2016,4,130
"alexlight_gb_2018","alexlight","gb",2018,"g",77,309,,2018,10,300
"alexlight_gb_2019","alexlight","gb",2019,"t",77,309,,2018,10,300
"alexredmond_cin_2017","alexredmond","cin",2017,"g",77,310,5.3,2016,10,300
"alexredmond_cin_2018","alexredmond","cin",2018,"g",77,310,5.3,2016,10,300
"alexredmond_cin_2019","alexredmond","cin",2019,"g",77,310,5.3,2016,10,300
"alexsingleton_phi_2019","alexsingleton","phi",2019,"lb",74,232,,2015,10,300
"alfredblue_hou_2014","alfredblue","hou",2014,"hb",74,225,4.63,2014,6,181
"alfredblue_hou_2015","alfredblue","hou",2015,"hb",74,225,4.63,2014,6,181
"alfredblue_hou_2016","alfredblue","hou",2016,"hb",74,225,4.63,2014,6,181
"alfredblue_hou_2017","alfredblue","hou",2017,"hb",74,225,4.63,2014,6,181
"alfredblue_hou_2018","alfredblue","hou",2018,"hb",74,225,4.63,2014,6,181
"alfredblue_hou_2019","alfredblue","hou",2019,"hb",74,225,4.63,2014,6,181
"alhajjshabazz_hou_2016","alhajjshabazz","hou",2016,"cb",74,200,,2015,10,300
"alhajjshabazz_pit_2016","alhajjshabazz","pit",2016,"cb",74,200,,2015,10,300
"alijahholder_den_2019","alijahholder","den",2019,"s",74,188,,2019,10,300
"alimarpet_tb_2015","alimarpet","tb",2015,"g",76,307,4.98,2015,2,61
"alimarpet_tb_2016","alimarpet","tb",2016,"g",76,307,4.98,2015,2,61
"alimarpet_tb_2017","alimarpet","tb",2017,"ol",76,307,4.98,2015,2,61
"alimarpet_tb_2018","alimarpet","tb",2018,"g",76,307,4.98,2015,2,61
"alimarpet_tb_2019","alimarpet","tb",2019,"g",76,307,4.98,2015,2,61
"allenhurns_jax_2014","allenhurns","jax",2014,"wr",75,201,4.55,2014,10,300
"allenhurns_jax_2015","allenhurns","jax",2015,"wr",75,201,4.55,2014,10,300
"allenhurns_jax_2016","allenhurns","jax",2016,"wr",75,201,4.55,2014,10,300
"allenhurns_jax_2017","allenhurns","jax",2017,"wr",75,201,4.55,2014,10,300
"allenhurns_dal_2018","allenhurns","dal",2018,"wr",75,201,4.55,2014,10,300
"allenhurns_jax_2018","allenhurns","jax",2018,"wr",75,201,4.55,2014,10,300
"allenhurns_dal_2019","allenhurns","dal",2019,"wr",75,201,4.55,2014,10,300
"allenhurns_mia_2019","allenhurns","mia",2019,"wr",75,201,4.55,2014,10,300
"allenlazard_gb_2006","allenlazard","gb",2006,"wr",77,227,4.55,2018,10,300
"allenlazard_gb_2018","allenlazard","gb",2018,"wr",77,227,4.55,2018,10,300
"allenlazard_gb_2019","allenlazard","gb",2019,"wr",77,227,4.55,2018,10,300
"allenrobinsonii_chi_2006","allenrobinsonii","chi",2006,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_jax_2014","allenrobinsonii","jax",2014,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_jax_2015","allenrobinsonii","jax",2015,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_jax_2016","allenrobinsonii","jax",2016,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_jax_2017","allenrobinsonii","jax",2017,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_chi_2018","allenrobinsonii","chi",2018,"wr",75,211,4.6,2014,2,61
"allenrobinsonii_chi_2019","allenrobinsonii","chi",2019,"wr",75,211,4.6,2014,2,61
"allouisjean_chi_2014","allouisjean","chi",2014,"cb",73,187,,2014,10,300
"alonzoharris_gb_2015","alonzoharris","gb",2015,"hb",73,238,,2015,10,300
"alonzorussell_nyg_2018","alonzorussell","nyg",2018,"wr",76,218,4.54,2016,10,300
"alquadinmuhammad_no_2017","alquadinmuhammad","no",2017,"ed",76,250,4.88,2017,6,196
"alquadinmuhammad_ind_2018","alquadinmuhammad","ind",2018,"ed",76,250,4.88,2017,6,196
"alquadinmuhammad_ind_2019","alquadinmuhammad","ind",2019,"ed",76,250,4.88,2017,6,196
"alvinkamara_no_2017","alvinkamara","no",2017,"hb",70,215,4.56,2017,3,67
"alvinkamara_no_2018","alvinkamara","no",2018,"hb",70,215,4.56,2017,3,67
"alvinkamara_no_2019","alvinkamara","no",2019,"hb",70,215,4.56,2017,3,67
"amanihooker_ten_2019","amanihooker","ten",2019,"s",71,210,,2019,4,116
"amanioruwariye_det_2019","amanioruwariye","det",2019,"cb",73,205,,2019,5,146
"amaradarboh_sea_2017","amaradarboh","sea",2017,"wr",74,215,4.45,2017,3,106
"amaradarboh_sea_2018","amaradarboh","sea",2018,"wr",74,215,4.45,2017,3,106
"amaricooper_oak_2015","amaricooper","oak",2015,"wr",73,210,4.42,2015,1,4
"amaricooper_oak_2016","amaricooper","oak",2016,"wr",73,210,4.42,2015,1,4
"amaricooper_oak_2017","amaricooper","oak",2017,"wr",73,210,4.42,2015,1,4
"amaricooper_dal_2018","amaricooper","dal",2018,"wr",73,210,4.42,2015,1,4
"amaricooper_oak_2018","amaricooper","oak",2018,"wr",73,210,4.42,2015,1,4
"amaricooper_dal_2019","amaricooper","dal",2019,"wr",73,210,4.42,2015,1,4
"amarloherrera_ind_2015","amarloherrera","ind",2015,"lb",74,231,4.83,2015,6,207
"ameerabdullah_det_2015","ameerabdullah","det",2015,"hb",69,203,4.6,2015,2,54
"ameerabdullah_det_2016","ameerabdullah","det",2016,"hb",69,203,4.6,2015,2,54
"ameerabdullah_det_2017","ameerabdullah","det",2017,"hb",69,203,4.6,2015,2,54
"ameerabdullah_det_2018","ameerabdullah","det",2018,"hb",69,203,4.6,2015,2,54
"ameerabdullah_min_2018","ameerabdullah","min",2018,"hb",69,203,4.6,2015,2,54
"ameerabdullah_min_2019","ameerabdullah","min",2019,"hb",69,203,4.6,2015,2,54
"andredillard_phi_2019","andredillard","phi",2019,"t",77,310,,2019,1,22
"andrehal_hou_2014","andrehal","hou",2014,"cb",70,184,4.4,2014,7,216
"andrehal_hou_2015","andrehal","hou",2015,"s",70,184,4.4,2014,7,216
"andrehal_hou_2016","andrehal","hou",2016,"s",70,184,4.4,2014,7,216
"andrehal_hou_2017","andrehal","hou",2017,"s",70,184,4.4,2014,7,216
"andrehal_hou_2018","andrehal","hou",2018,"s",70,184,4.4,2014,7,216
"andrejames_oak_2019","andrejames","oak",2019,"ol",76,299,,2019,10,300
"andrepatton_lac_2019","andrepatton","lac",2019,"wr",74,200,,2017,10,300
"andresmith_car_2018","andresmith","car",2018,"lb",72,240,4.63,2018,7,234
"andresmith_car_2019","andresmith","car",2019,"lb",72,240,4.63,2018,7,234
"andrewadams_nyg_2016","andrewadams","nyg",2016,"s",72,198,,2016,10,300
"andrewadams_nyg_2017","andrewadams","nyg",2017,"s",72,198,,2016,10,300
"andrewadams_tb_2018","andrewadams","tb",2018,"s",72,198,,2016,10,300
"andrewadams_tb_2019","andrewadams","tb",2019,"s",72,198,,2016,10,300
"andrewbeck_den_2019","andrewbeck","den",2019,"te",75,255,,2019,10,300
"andrewbillings_cin_2017","andrewbillings","cin",2017,"di",73,325,5.05,2016,4,122
"andrewbillings_cin_2018","andrewbillings","cin",2018,"di",73,325,5.05,2016,4,122
"andrewbillings_cin_2019","andrewbillings","cin",2019,"di",73,325,5.05,2016,4,122
"andrewbrown_cin_2019","andrewbrown","cin",2019,"ed",75,296,5.03,2018,5,158
"andrewdonnal_lar_2015","andrewdonnal","lar",2015,"t",78,305,5.31,2015,4,119
"andrewdonnal_lar_2016","andrewdonnal","lar",2016,"t",78,305,5.31,2015,4,119
"andrewdonnal_bal_2017","andrewdonnal","bal",2017,"g",78,305,5.31,2015,4,119
"andrewdonnal_lar_2017","andrewdonnal","lar",2017,"t",78,305,5.31,2015,4,119
"andrewdonnal_bal_2018","andrewdonnal","bal",2018,"g",78,305,5.31,2015,4,119
"andrewdonnal_det_2018","andrewdonnal","det",2018,"t",78,305,5.31,2015,4,119
"andrewdonnal_det_2019","andrewdonnal","det",2019,"t",78,305,5.31,2015,4,119
"andrewdonnal_mia_2019","andrewdonnal","mia",2019,"t",78,305,5.31,2015,4,119
"andreweast_was_2018","andreweast","was",2018,"nan",74,220,,2015,10,300
"andreweast_was_2019","andreweast","was",2019,"nan",74,220,,2015,10,300
"andrewfranks_mia_2015","andrewfranks","mia",2015,"k",73,205,,2015,10,300
"andrewfranks_mia_2016","andrewfranks","mia",2016,"k",73,205,,2015,10,300
"andrewilliams_nyg_2014","andrewilliams","nyg",2014,"hb",72,220,4.56,2014,4,113
"andrewilliams_nyg_2015","andrewilliams","nyg",2015,"hb",72,220,4.56,2014,4,113
"andrewilliams_lac_2016","andrewilliams","lac",2016,"hb",72,220,4.56,2014,4,113
"andrewilliams_nyg_2016","andrewilliams","nyg",2016,"hb",72,220,4.56,2014,4,113
"andrewilliams_lac_2017","andrewilliams","lac",2017,"hb",72,220,4.56,2014,4,113
"andrewnorwell_car_2014","andrewnorwell","car",2014,"g",78,325,,2014,10,300
"andrewnorwell_car_2015","andrewnorwell","car",2015,"g",78,325,,2014,10,300
"andrewnorwell_car_2016","andrewnorwell","car",2016,"g",78,325,,2014,10,300
"andrewnorwell_car_2017","andrewnorwell","car",2017,"g",78,325,,2014,10,300
"andrewnorwell_car_2018","andrewnorwell","car",2018,"g",78,325,,2014,10,300
"andrewnorwell_jax_2018","andrewnorwell","jax",2018,"g",78,325,,2014,10,300
"andrewnorwell_jax_2019","andrewnorwell","jax",2019,"g",78,325,,2014,10,300
"andrewturzilli_ten_2015","andrewturzilli","ten",2015,"wr",75,195,,2015,10,300
"andrewvanginkel_mia_2019","andrewvanginkel","mia",2019,"ed",76,236,,2019,5,151
"andrewwingard_jax_2019","andrewwingard","jax",2019,"s",72,209,,2019,10,300
"andrewwylie_kc_2018","andrewwylie","kc",2018,"g",78,309,,2017,10,300
"andrewwylie_kc_2019","andrewwylie","kc",2019,"g",78,309,,2017,10,300
"andruspeat_no_2015","andruspeat","no",2015,"t",79,316,5.18,2015,1,13
"andruspeat_no_2016","andruspeat","no",2016,"t",79,316,5.18,2015,1,13
"andruspeat_no_2017","andruspeat","no",2017,"g",79,316,5.18,2015,1,13
"andruspeat_no_2018","andruspeat","no",2018,"g",79,316,5.18,2015,1,13
"andruspeat_no_2019","andruspeat","no",2019,"g",79,316,5.18,2015,1,13
"andygallik_ten_2015","andygallik","ten",2015,"ol",75,304,5.5,2015,6,208
"andyisabella_ari_2019","andyisabella","ari",2019,"wr",69,188,,2019,2,62
"andyjanovich_den_2016","andyjanovich","den",2016,"fb",73,238,4.81,2016,6,176
"andyjanovich_den_2017","andyjanovich","den",2017,"fb",73,238,4.81,2016,6,176
"andyjanovich_den_2018","andyjanovich","den",2018,"fb",73,238,4.81,2016,6,176
"andyjanovich_den_2019","andyjanovich","den",2019,"fb",73,238,4.81,2016,6,176
"andyjones_det_2017","andyjones","det",2017,"wr",73,215,,2016,10,300
"andyjones_det_2018","andyjones","det",2018,"wr",73,215,,2016,10,300
"andyjones_det_2019","andyjones","det",2019,"wr",73,215,,2016,10,300
"angeloblackson_ten_2015","angeloblackson","ten",2015,"di",76,319,5.02,2015,4,100
"angeloblackson_ten_2016","angeloblackson","ten",2016,"di",76,319,5.02,2015,4,100
"angeloblackson_hou_2017","angeloblackson","hou",2017,"di",76,319,5.02,2015,4,100
