p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,pass_summary_player_game_count,pass_summary_accuracy_percent,pass_summary_aimed_passes,pass_summary_attempts,pass_summary_avg_depth_of_target,pass_summary_avg_time_to_throw,pass_summary_bats,pass_summary_big_time_throws,pass_summary_btt_rate,pass_summary_completion_percent,pass_summary_completions,pass_summary_declined_penalties,pass_summary_def_gen_pressures,pass_summary_drop_rate,pass_summary_dropbacks,pass_summary_drops,pass_summary_first_downs,pass_summary_franchise_id,pass_summary_grades_hands_fumble,pass_summary_grades_offense,pass_summary_grades_pass,pass_summary_grades_run,pass_summary_hit_as_threw,pass_summary_interceptions,pass_summary_passing_snaps,pass_summary_penalties,pass_summary_pressure_to_sack_rate,pass_summary_qb_rating,pass_summary_sack_percent,pass_summary_sacks,pass_summary_scrambles,pass_summary_spikes,pass_summary_thrown_aways,pass_summary_touchdowns,pass_summary_turnover_worthy_plays,pass_summary_twp_rate,pass_summary_yards,pass_summary_ypa
russellwilson_sea_2014_15,russellwilson,russellwilson_sea_2014,sea_2014_15,sea_2014,7077,qb,sea,2014,15,1,70.0,20,24,13.4,3.23,0,2,7.7,50.0,12,0,18,14.3,31,2,5,29,78.6,69.2,65.3,70.1,1,1,33,0,27.8,69.4,16.1,5,2,0,3,1,3,9.1,168,7.0
andydalton_cin_2014_15,andydalton,andydalton_cin_2014,cin_2014_15,cin_2014,6187,qb,cin,2014,15,1,60.9,23,24,10.6,2.54,0,0,0.0,58.3,14,0,9,0.0,27,0,6,7,77.6,45.6,46.1,53.6,1,1,30,0,22.2,53.6,7.4,2,1,0,0,0,2,6.7,117,4.9
charliewhitehurst_ten_2014_15,charliewhitehurst,charliewhitehurst_ten_2014,ten_2014_15,ten_2014,3026,qb,ten,2014,15,1,47.6,21,24,11.8,2.66,2,1,3.8,41.7,10,0,12,0.0,26,0,10,31,77.4,41.6,40.1,64.7,0,0,29,0,8.3,72.0,3.8,1,1,1,0,0,3,10.3,203,8.5
peytonmanning_den_2014_15,peytonmanning,peytonmanning_den_2014,den_2014_15,den_2014,327,qb,den,2014,15,1,70.0,20,20,10.9,2.05,0,1,4.8,70.0,14,0,2,0.0,21,0,10,10,76.4,78.7,77.4,60.5,0,0,23,0,50.0,125.6,4.8,1,0,0,0,1,0,0.0,233,11.7
drewstanton_ari_2014_15,drewstanton,drewstanton_ari_2014,ari_2014_15,ari_2014,3659,qb,ari,2014,15,1,78.9,19,20,7.4,2.5,1,2,8.3,60.0,12,0,6,20.0,22,3,3,1,76.9,65.3,65.6,57.4,0,0,26,0,16.7,74.8,4.5,1,1,0,0,0,1,3.8,109,5.5
tomsavage_hou_2014_15,tomsavage,tomsavage_hou_2014,hou_2014_15,hou_2014,8770,qb,hou,2014,15,1,66.7,18,19,11.0,2.38,0,2,9.1,52.6,10,0,9,16.7,21,2,6,13,18.7,51.7,61.6,29.6,1,1,24,0,22.2,51.9,9.5,2,0,0,0,0,2,8.3,127,6.7
colinkaepernick_sf_2014_15,colinkaepernick,colinkaepernick_sf_2014,sf_2014_15,sf_2014,6188,qb,sf,2014,15,1,70.6,17,19,7.1,3.38,2,2,10.5,57.9,11,0,12,8.3,29,1,7,28,78.5,71.0,73.5,58.8,0,0,29,0,50.0,81.3,20.7,6,4,0,0,0,0,0.0,141,7.4
johnnymanziel_cle_2014_15,johnnymanziel,johnnymanziel_cle_2014,cle_2014_15,cle_2014,8657,qb,cle,2014,15,1,58.8,17,18,7.0,3.45,0,0,0.0,55.6,10,0,11,0.0,23,0,2,8,77.6,37.5,35.5,59.3,0,2,27,0,27.3,27.3,13.0,3,2,0,1,0,2,7.4,80,4.4
jakelocker_ten_2014_15,jakelocker,jakelocker_ten_2014,ten_2014_15,ten_2014,6160,qb,ten,2014,15,1,60.0,10,11,8.2,2.71,0,1,8.3,54.5,6,0,5,0.0,12,0,3,31,73.3,62.8,59.4,64.7,1,0,13,0,0.0,69.1,0.0,0,1,0,0,0,0,0.0,57,5.2
ryanlindley_ari_2014_15,ryanlindley,ryanlindley_ari_2014,ari_2014_15,ari_2014,7174,qb,ari,2014,15,1,40.0,10,10,12.5,2.03,0,0,0.0,40.0,4,0,2,0.0,10,0,1,1,71.4,38.6,38.8,61.09127155172414,0,0,10,0,0.0,47.9,0.0,0,0,0,0,0,1,10.0,30,3.0
coltmccoy_was_2014_15,coltmccoy,coltmccoy_was_2014,was_2014_15,was_2014,5609,qb,was,2014,15,1,57.1,7,7,5.7,2.88,0,0,0.0,57.1,4,0,3,0.0,8,0,1,32,71.1,62.8,52.2,73.3,0,0,8,0,0.0,72.9,0.0,0,1,0,0,0,0,0.0,39,5.6
ryanfitzpatrick_hou_2014_15,ryanfitzpatrick,ryanfitzpatrick_hou_2014,hou_2014_15,hou_2014,2467,qb,hou,2014,15,1,50.0,6,6,9.3,2.84,0,0,0.0,50.0,3,0,2,0.0,9,0,2,13,70.9,56.1,59.1,54.8,0,0,9,0,0.0,64.6,0.0,0,3,0,0,0,1,11.1,30,5.0
brockosweiler_den_2014_15,brockosweiler,brockosweiler_den_2014,den_2014_15,den_2014,7059,qb,den,2014,15,1,100.0,1,2,5.0,3.1,0,0,0.0,0.0,0,0,1,100.0,2,1,0,10,66.1,59.3,59.0,60.0,0,0,2,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
chasedaniel_kc_2014_15,chasedaniel,chasedaniel_kc_2014,kc_2014_15,kc_2014,5214,qb,kc,2014,15,1,0.0,1,1,-6.0,1.4,0,0,0.0,0.0,0,0,0,7.426829268292683,1,0,0,16,64.5,61.6,60.6,60.0,0,0,1,0,17.889788997739263,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
philiprivers_lac_2014_16,philiprivers,philiprivers_lac_2014,lac_2014_16,lac_2014,1725,qb,lac,2014,16,1,74.0,50,54,9.4,2.57,0,6,10.3,61.1,33,0,19,10.8,56,4,19,27,81.4,72.2,70.9,61.09127155172414,1,3,60,0,10.5,82.0,3.6,2,0,0,3,4,3,5.0,356,6.6
marksanchez_phi_2014_16,marksanchez,marksanchez_phi_2014,phi_2014_16,phi_2014,4928,qb,phi,2014,16,1,82.0,50,50,7.3,2.6,0,2,3.7,74.0,37,0,17,9.8,56,4,22,24,81.7,70.5,71.0,55.0,0,1,60,0,17.6,99.9,5.4,3,3,0,0,2,2,3.3,374,7.5
joeflacco_bal_2014_16,joeflacco,joeflacco_bal_2014,bal_2014_16,bal_2014,4332,qb,bal,2014,16,1,46.8,47,50,9.7,2.45,0,0,0.0,42.0,21,0,25,4.5,53,1,11,3,35.6,38.6,45.0,39.5,1,3,57,1,8.0,41.7,3.8,2,1,0,2,2,3,5.3,195,3.9
kyleorton_buf_2014_16,kyleorton,kyleorton_buf_2014,buf_2014_16,buf_2014,2323,qb,buf,2014,16,1,75.6,45,49,7.2,2.61,1,3,5.8,65.3,32,0,15,5.9,51,2,12,4,80.9,57.6,57.3,61.09127155172414,2,2,54,0,13.3,87.9,3.9,2,0,0,1,3,3,5.6,329,6.7
drewbrees_no_2014_16,drewbrees,drewbrees_no_2014,no_2014_16,no_2014,802,qb,no,2014,16,1,71.1,45,47,9.3,2.54,0,0,0.0,63.8,30,0,20,6.3,53,2,22,20,25.3,54.9,53.9,63.8,0,2,53,0,25.0,72.4,9.4,5,1,1,1,1,4,7.5,313,6.7
ryantannehill_mia_2014_16,ryantannehill,ryantannehill_mia_2014,mia_2014_16,mia_2014,7014,qb,mia,2014,16,1,80.0,45,47,6.2,2.5,0,1,1.9,74.5,35,0,17,2.8,48,1,23,17,82.0,68.4,66.1,67.1,0,1,54,0,5.9,118.8,2.1,1,0,0,2,4,3,5.6,396,8.4
alexsmith_kc_2014_16,alexsmith,alexsmith_kc_2014,kc_2014_16,kc_2014,2218,qb,kc,2014,16,1,87.2,39,45,5.6,2.85,0,0,0.0,68.9,31,0,20,8.8,53,3,17,16,80.9,69.2,67.0,66.4,0,0,54,0,30.0,88.3,11.3,6,2,0,6,0,0,0.0,311,6.9
peytonmanning_den_2014_16,peytonmanning,peytonmanning_den_2014,den_2014_16,den_2014,327,qb,den,2014,16,1,74.4,43,44,8.0,2.32,0,6,12.5,63.6,28,0,14,12.5,46,4,15,10,80.4,61.0,60.4,61.09127155172414,0,4,50,0,14.3,61.8,4.3,2,0,0,1,2,5,10.0,311,7.1
ryanlindley_ari_2014_16,ryanlindley,ryanlindley_ari_2014,ari_2014_16,ari_2014,7174,qb,ari,2014,16,1,45.2,42,44,12.1,2.54,1,2,4.3,40.9,18,0,23,5.3,48,1,12,1,31.2,37.6,38.7,61.09127155172414,0,1,51,0,17.4,47.2,8.3,4,0,0,1,0,4,7.8,216,4.9
casekeenum_hou_2014_16,casekeenum,casekeenum_hou_2014,hou_2014_16,hou_2014,7323,qb,hou,2014,16,1,63.2,38,42,7.4,2.1,1,1,2.3,47.6,20,0,11,16.7,43,4,9,13,80.3,60.2,60.9,55.2,1,1,45,0,0.0,50.2,0.0,0,1,0,2,0,1,2.2,185,4.4
mattryan_atl_2014_16,mattryan,mattryan_atl_2014,atl_2014_16,atl_2014,4317,qb,atl,2014,16,1,89.2,37,40,8.3,2.3,0,3,7.1,75.0,30,0,11,9.1,41,3,15,2,79.5,89.1,89.8,51.3,0,0,43,0,0.0,106.5,0.0,0,1,0,3,1,0,0.0,322,8.1
aaronrodgers_gb_2014_16,aaronrodgers,aaronrodgers_gb_2014,gb_2014_16,gb_2014,2241,qb,gb,2014,16,1,82.5,40,40,6.5,2.64,0,1,2.4,77.5,31,0,8,6.1,41,2,17,12,28.6,78.7,78.8,61.09127155172414,0,0,42,1,12.5,108.1,2.4,1,0,0,0,1,1,2.4,318,8.0
jimmyclausen_chi_2014_16,jimmyclausen,jimmyclausen_chi_2014,chi_2014_16,chi_2014,5573,qb,chi,2014,16,1,75.0,36,39,6.6,2.67,0,0,0.0,59.0,23,0,16,14.8,43,4,12,6,79.8,67.6,66.8,60.7,1,1,44,0,12.5,77.0,4.7,2,2,0,2,2,2,4.5,181,4.6
matthewstafford_det_2014_16,matthewstafford,matthewstafford_det_2014,det_2014_16,det_2014,4924,qb,det,2014,16,1,70.3,37,39,9.3,2.97,1,2,4.8,56.4,22,0,17,15.4,44,4,14,11,80.6,55.7,56.1,55.8,1,2,47,0,23.5,53.7,9.1,4,1,0,0,0,2,4.3,243,6.2
tombrady_ne_2014_16,tombrady,tombrady_ne_2014,ne_2014_16,ne_2014,698,qb,ne,2014,16,1,74.3,35,35,5.3,2.55,0,0,0.0,65.7,23,0,13,11.5,41,3,14,19,80.3,68.3,64.6,70.9,0,1,42,0,30.8,76.1,9.8,4,2,0,0,1,1,2.4,182,5.2
charliewhitehurst_ten_2014_16,charliewhitehurst,charliewhitehurst_ten_2014,ten_2014_16,ten_2014,3026,qb,ten,2014,16,1,75.0,32,35,9.8,3.02,1,4,11.4,68.6,24,0,16,0.0,41,0,14,31,79.4,84.7,86.6,55.0,0,0,41,1,25.0,102.9,9.8,4,2,1,1,1,0,0.0,287,8.2
derekcarr_lv_2014_16,derekcarr,derekcarr_lv_2014,lv_2014_16,lv_2014,8671,qb,lv,2014,16,1,64.3,28,34,11.9,2.48,1,2,5.9,50.0,17,0,13,5.6,35,1,11,23,28.6,54.1,61.6,30.0,2,0,35,0,7.7,89.6,2.9,1,0,0,3,2,1,2.9,214,6.3
shaunhill_lar_2014_16,shaunhill,shaunhill_lar_2014,lar_2014_16,lar_2014,1255,qb,lar,2014,16,1,89.7,29,32,9.6,2.56,0,3,8.1,75.0,24,0,8,7.7,34,2,14,26,79.1,71.9,70.7,60.0,2,1,39,0,25.0,110.2,5.9,2,0,0,1,2,2,5.1,290,9.1
elimanning_nyg_2014_16,elimanning,elimanning_nyg_2014,nyg_2014_16,nyg_2014,1722,qb,nyg,2014,16,1,81.3,32,32,10.2,2.15,0,3,8.8,78.1,25,0,9,3.8,33,1,13,21,78.9,78.6,77.3,60.5,0,0,35,0,11.1,148.8,3.0,1,0,0,0,3,2,5.7,391,12.2
camnewton_car_2014_16,camnewton,camnewton_car_2014,car_2014_16,car_2014,6153,qb,car,2014,16,1,65.5,29,31,9.3,3.36,0,2,6.1,58.1,18,0,12,5.3,37,1,16,5,29.9,65.5,63.7,64.4,0,1,39,0,8.3,74.8,2.7,1,5,0,2,1,1,2.6,201,6.5
russellwilson_sea_2014_16,russellwilson,russellwilson_sea_2014,sea_2014_16,sea_2014,7077,qb,sea,2014,16,1,76.9,26,31,8.8,2.95,1,4,12.9,64.5,20,0,16,0.0,35,0,15,29,78.9,91.6,85.7,86.4,0,0,35,0,6.3,122.9,2.9,1,3,1,3,2,1,2.9,339,10.9
genosmith_nyj_2014_16,genosmith,genosmith_nyj_2014,nyj_2014_16,nyj_2014,7820,qb,nyj,2014,16,1,66.7,27,27,10.9,3.21,0,0,0.0,63.0,17,0,9,5.6,31,1,10,22,78.0,52.2,54.2,50.1,0,1,32,0,22.2,83.9,6.5,2,2,0,0,1,2,6.3,210,7.8
teddybridgewater_min_2014_16,teddybridgewater,teddybridgewater_min_2014,min_2014_16,min_2014,8667,qb,min,2014,16,1,83.3,24,26,7.0,3.06,0,5,17.9,73.1,19,0,17,5.0,35,1,11,18,78.6,86.1,90.3,52.2,0,1,38,0,23.5,114.1,11.4,4,5,1,1,2,0,0.0,259,10.0
joshmccown_tb_2014_16,joshmccown,joshmccown_tb_2014,tb_2014_16,tb_2014,1085,qb,tb,2014,16,1,54.5,22,26,11.3,2.97,1,1,3.7,46.2,12,0,16,0.0,33,0,5,30,77.9,41.6,42.2,61.09127155172414,2,1,34,0,43.8,48.1,21.2,7,0,0,1,0,0,0.0,147,5.7
blakebortles_jax_2014_16,blakebortles,blakebortles_jax_2014,jax_2014_16,jax_2014,8638,qb,jax,2014,16,1,65.2,23,26,7.0,2.72,2,0,0.0,50.0,13,0,12,13.3,33,2,8,15,78.7,61.2,62.1,61.3,0,0,36,1,33.3,75.0,12.1,4,3,0,1,1,0,0.0,115,4.4
benroethlisberger_pit_2014_16,benroethlisberger,benroethlisberger_pit_2014,pit_2014_16,pit_2014,1732,qb,pit,2014,16,1,82.6,23,25,8.7,2.23,1,1,3.7,72.0,18,0,7,5.3,26,1,11,25,78.0,79.5,78.1,61.0,1,0,28,0,14.3,112.1,3.8,1,0,0,0,1,0,0.0,220,8.8
andydalton_cin_2014_16,andydalton,andydalton_cin_2014,cin_2014_16,cin_2014,6187,qb,cin,2014,16,1,75.0,24,25,5.8,2.33,0,0,0.0,68.0,17,0,4,5.6,26,1,9,7,78.1,53.4,47.0,72.6,0,1,27,0,0.0,93.1,0.0,0,1,0,1,2,3,11.1,146,5.8
colinkaepernick_sf_2014_16,colinkaepernick,colinkaepernick_sf_2014,sf_2014_16,sf_2014,6188,qb,sf,2014,16,1,72.7,22,24,4.5,3.18,0,1,3.3,62.5,15,0,11,6.3,32,1,10,28,26.1,65.7,55.7,82.4,0,0,38,0,18.2,87.8,6.3,2,6,0,2,1,1,2.6,114,4.8
robertgriffiniii_was_2014_16,robertgriffiniii,robertgriffiniii_was_2014,was_2014_16,was_2014,7008,qb,was,2014,16,1,78.3,23,23,10.6,2.95,0,3,12.0,69.6,16,0,17,11.1,28,2,9,32,32.0,56.3,65.4,38.8,0,1,30,1,11.8,81.8,7.1,2,3,0,0,0,3,10.0,220,9.6
andrewluck_ind_2014_16,andrewluck,andrewluck_ind_2014,ind_2014_16,ind_2014,7007,qb,ind,2014,16,1,77.3,22,22,6.2,2.55,0,0,0.0,68.2,15,0,9,11.8,22,2,3,14,76.3,64.5,63.8,61.09127155172414,0,2,25,0,0.0,41.7,0.0,0,0,0,0,0,2,8.0,109,5.0
matthasselbeck_ind_2014_16,matthasselbeck,matthasselbeck_ind_2014,ind_2014_16,ind_2014,408,qb,ind,2014,16,1,76.2,21,21,6.4,2.32,0,0,0.0,71.4,15,0,5,6.3,23,1,9,14,76.6,70.4,69.4,61.09127155172414,0,0,27,0,40.0,102.5,8.7,2,0,0,0,1,0,0.0,126,6.0
tonyromo_dal_2014_16,tonyromo,tonyromo_dal_2014,dal_2014_16,dal_2014,1693,qb,dal,2014,16,1,94.7,19,20,8.3,2.72,1,1,4.8,90.0,18,0,4,0.0,24,0,15,9,76.3,96.0,94.6,74.8,0,0,25,0,25.0,151.7,4.2,1,3,0,0,4,0,0.0,218,10.9
brianhoyer_cle_2014_16,brianhoyer,brianhoyer_cle_2014,cle_2014_16,cle_2014,5277,qb,cle,2014,16,1,53.8,13,13,13.3,2.94,0,1,7.1,53.8,7,0,7,0.0,18,0,4,8,74.8,63.7,62.4,61.8,0,1,19,0,42.9,83.5,16.7,3,2,0,0,1,1,5.3,134,10.3
johnnymanziel_cle_2014_16,johnnymanziel,johnnymanziel_cle_2014,cle_2014_16,cle_2014,8657,qb,cle,2014,16,1,42.9,7,8,6.3,2.66,1,1,12.5,37.5,3,0,4,0.0,9,0,1,8,71.6,62.3,67.1,52.6,0,0,9,0,0.0,50.0,0.0,0,1,0,0,0,0,0.0,32,4.0
loganthomas_ari_2014_16,loganthomas,loganthomas_ari_2014,ari_2014_16,ari_2014,8755,qb,ari,2014,16,1,73.24955882352941,0,1,8.631525735294117,3.9,0,0,0.0,0.0,0,0,1,7.426829268292683,1,0,0,1,60.4,60.0,60.0,61.09127155172414,1,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
tarvarisjackson_sea_2014_16,tarvarisjackson,tarvarisjackson_sea_2014,sea_2014_16,sea_2014,3009,qb,sea,2014,16,1,100.0,1,1,0.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,29,60.4,61.0,60.5,61.09127155172414,0,0,1,0,17.889788997739263,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
brandonweeden_dal_2014_16,brandonweeden,brandonweeden_dal_2014,dal_2014_16,dal_2014,7028,qb,dal,2014,16,1,100.0,1,1,33.0,2.3,0,1,100.0,100.0,1,0,0,0.0,1,0,1,9,60.4,94.7,92.9,61.09127155172414,0,0,1,0,17.889788997739263,158.3,0.0,0,0,0,0,1,0,0.0,43,43.0
elimanning_nyg_2014_17,elimanning,elimanning_nyg_2014,nyg_2014_17,nyg_2014,1722,qb,nyg,2014,17,1,59.6,52,53,13.9,2.45,0,2,3.6,52.8,28,0,14,9.7,53,3,17,21,81.0,50.8,50.8,61.09127155172414,0,1,55,0,0.0,78.3,0.0,0,0,0,1,1,5,9.1,429,8.1
mattryan_atl_2014_17,mattryan,mattryan_atl_2014,atl_2014_17,atl_2014,4317,qb,atl,2014,17,1,66.7,45,47,6.8,2.69,0,1,2.0,61.7,29,0,25,3.3,54,1,13,2,81.1,58.3,58.4,58.3,2,2,56,0,24.0,58.8,11.1,6,1,0,0,0,5,8.9,260,5.5
matthewstafford_det_2014_17,matthewstafford,matthewstafford_det_2014,det_2014_17,det_2014,4924,qb,det,2014,17,1,56.8,37,41,9.8,2.58,0,2,4.8,48.8,20,0,14,4.8,45,1,16,11,80.1,63.5,62.4,68.7,3,0,46,1,14.3,89.2,4.4,2,2,0,1,3,2,4.3,217,5.3
robertgriffiniii_was_2014_17,robertgriffiniii,robertgriffiniii_was_2014,was_2014_17,was_2014,7008,qb,was,2014,17,1,78.4,37,41,2.6,2.58,1,0,0.0,65.9,27,0,12,6.9,47,2,15,32,32.2,41.9,40.9,58.2,0,2,48,0,25.0,78.9,6.4,3,3,0,3,1,3,6.3,336,8.2
ryantannehill_mia_2014_17,ryantannehill,ryantannehill_mia_2014,mia_2014_17,mia_2014,7014,qb,mia,2014,17,1,69.4,36,39,11.0,2.49,3,0,0.0,59.0,23,0,26,8.0,46,2,14,17,80.0,58.5,57.9,61.09127155172414,0,0,48,0,26.9,87.4,15.2,7,0,0,0,1,1,2.1,259,6.6
ryanlindley_ari_2014_17,ryanlindley,ryanlindley_ari_2014,ari_2014_17,ari_2014,7174,qb,ari,2014,17,1,63.2,38,39,14.2,2.75,0,3,7.3,59.0,23,0,8,4.2,41,1,17,1,79.5,53.2,53.0,61.09127155172414,0,3,43,0,25.0,70.0,4.9,2,0,0,1,2,4,9.3,316,8.1
benroethlisberger_pit_2014_17,benroethlisberger,benroethlisberger_pit_2014,pit_2014_17,pit_2014,1732,qb,pit,2014,17,1,69.4,36,38,9.1,2.56,1,1,2.4,63.2,24,0,5,4.0,39,1,14,25,42.7,68.5,72.7,38.6,0,1,42,0,0.0,96.1,0.0,0,1,0,1,2,1,2.4,317,8.3
drewbrees_no_2014_17,drewbrees,drewbrees_no_2014,no_2014_17,no_2014,802,qb,no,2014,17,1,72.2,36,38,9.6,2.65,1,1,2.6,63.2,24,0,6,7.7,40,2,14,20,79.6,72.2,70.9,60.0,0,3,41,0,33.3,61.4,5.0,2,0,0,1,1,1,2.4,281,7.4
andydalton_cin_2014_17,andydalton,andydalton_cin_2014,cin_2014_17,cin_2014,6187,qb,cin,2014,17,1,82.4,34,38,7.4,2.66,1,0,0.0,71.1,27,0,16,3.6,43,1,13,7,79.7,61.9,65.1,46.4,0,2,43,0,18.8,83.7,7.0,3,2,0,3,2,1,2.3,244,6.4
peytonmanning_den_2014_17,peytonmanning,peytonmanning_den_2014,den_2014_17,den_2014,327,qb,den,2014,17,1,62.2,37,37,9.9,2.36,0,3,7.3,56.8,21,0,9,8.7,38,2,11,10,79.3,67.6,67.8,60.0,0,0,42,0,11.1,80.2,2.6,1,0,0,0,0,0,0.0,274,7.4
shaunhill_lar_2014_17,shaunhill,shaunhill_lar_2014,lar_2014_17,lar_2014,1255,qb,lar,2014,17,1,82.9,35,37,5.2,2.28,0,0,0.0,70.3,26,0,19,10.3,41,3,13,26,79.5,61.9,63.0,61.09127155172414,0,2,44,1,21.1,65.5,9.8,4,0,0,2,0,1,2.3,243,6.6
jaycutler_chi_2014_17,jaycutler,jaycutler_chi_2014,chi_2014_17,chi_2014,2956,qb,chi,2014,17,1,73.5,34,36,5.3,2.64,2,2,5.3,63.9,23,0,14,8.0,40,2,9,6,79.5,68.3,67.5,73.9,0,0,42,2,14.3,75.2,5.0,2,2,0,0,0,1,2.4,172,4.8
joeflacco_bal_2014_17,joeflacco,joeflacco_bal_2014,bal_2014_17,bal_2014,4332,qb,bal,2014,17,1,76.5,34,36,10.9,3.13,0,3,7.9,61.1,22,0,12,15.4,38,4,15,3,28.8,74.1,72.0,64.4,2,0,40,0,8.3,107.6,2.6,1,1,0,0,2,3,7.5,312,8.7
derekcarr_lv_2014_17,derekcarr,derekcarr_lv_2014,lv_2014_17,lv_2014,8671,qb,lv,2014,17,1,60.0,35,36,9.1,2.89,1,0,0.0,50.0,18,0,13,14.3,41,3,7,23,21.8,35.1,42.2,31.8,0,1,41,0,23.1,59.7,7.3,3,2,0,0,1,2,4.9,158,4.4
marksanchez_phi_2014_17,marksanchez,marksanchez_phi_2014,phi_2014_17,phi_2014,4928,qb,phi,2014,17,1,63.9,36,36,10.4,2.9,0,1,2.7,63.9,23,0,14,0.0,43,0,12,24,80.4,46.2,46.4,55.7,0,1,44,1,28.6,96.1,9.3,4,3,0,0,2,3,6.8,292,8.1
casekeenum_hou_2014_17,casekeenum,casekeenum_hou_2014,hou_2014_17,hou_2014,7323,qb,hou,2014,17,1,78.8,33,35,6.0,2.61,1,2,5.3,71.4,25,0,10,3.8,42,1,16,13,80.1,50.8,52.0,52.6,1,1,46,0,30.0,98.5,7.1,3,4,0,0,2,3,6.5,250,7.1
philiprivers_lac_2014_17,philiprivers,philiprivers_lac_2014,lac_2014_17,lac_2014,1725,qb,lac,2014,17,1,71.9,32,34,14.0,2.84,1,1,2.7,58.8,20,0,14,13.0,42,3,13,27,29.2,66.8,67.9,58.3,0,2,45,2,50.0,62.3,16.7,7,1,0,1,0,1,2.2,291,8.6
tonyromo_dal_2014_17,tonyromo,tonyromo_dal_2014,dal_2014_17,dal_2014,1693,qb,dal,2014,17,1,71.0,31,34,9.4,2.68,1,2,5.6,64.7,22,0,10,0.0,35,0,13,9,27.6,64.1,65.0,61.09127155172414,0,1,37,1,10.0,100.0,2.9,1,0,0,2,2,3,8.1,299,8.8
blakebortles_jax_2014_17,blakebortles,blakebortles_jax_2014,jax_2014_17,jax_2014,8638,qb,jax,2014,17,1,58.1,31,33,6.0,2.68,1,2,5.6,42.4,14,0,16,22.2,40,4,5,15,79.5,60.3,55.1,78.4,0,0,43,0,31.3,52.2,12.5,5,2,0,1,0,2,4.7,117,3.5
connorshaw_cle_2014_17,connorshaw,connorshaw_cle_2014,cle_2014_17,cle_2014,9036,qb,cle,2014,17,1,61.5,26,28,9.8,2.96,1,0,0.0,50.0,14,0,16,12.5,34,2,10,8,29.0,42.2,48.5,43.4,0,1,37,1,25.0,55.2,11.8,4,2,0,1,0,1,2.7,177,6.3
charliewhitehurst_ten_2014_17,charliewhitehurst,charliewhitehurst_ten_2014,ten_2014_17,ten_2014,3026,qb,ten,2014,17,1,50.0,24,28,9.3,2.85,1,1,3.4,42.9,12,0,19,0.0,35,0,5,31,78.5,51.1,49.1,69.8,0,0,36,1,21.1,62.2,11.4,4,3,1,2,1,2,5.6,72,2.6
chasedaniel_kc_2014_17,chasedaniel,chasedaniel_kc_2014,kc_2014_17,kc_2014,5214,qb,kc,2014,17,1,80.0,25,27,8.0,2.52,1,0,0.0,59.3,16,0,10,20.0,32,4,7,16,78.6,68.0,63.3,73.7,0,0,34,0,40.0,75.7,12.5,4,1,0,1,0,0,0.0,157,5.8
colinkaepernick_sf_2014_17,colinkaepernick,colinkaepernick_sf_2014,sf_2014_17,sf_2014,6188,qb,sf,2014,17,1,77.3,22,26,7.8,3.58,0,1,3.6,57.7,15,0,12,11.8,31,2,12,28,78.8,80.1,73.7,77.3,0,0,34,0,8.3,108.5,3.2,1,4,0,4,2,1,2.9,204,7.8
russellwilson_sea_2014_17,russellwilson,russellwilson_sea_2014,sea_2014_17,sea_2014,7077,qb,sea,2014,17,1,90.5,21,25,6.4,2.93,0,0,0.0,68.0,17,0,13,10.5,29,2,10,29,20.3,53.5,62.3,34.3,1,1,29,0,23.1,81.9,10.3,3,1,0,3,0,2,6.9,239,9.6
genosmith_nyj_2014_17,genosmith,genosmith_nyj_2014,nyj_2014_17,nyj_2014,7820,qb,nyj,2014,17,1,95.5,22,25,10.5,2.88,2,5,19.2,80.0,20,0,11,4.8,28,1,14,22,26.7,90.5,94.8,32.8,0,0,29,0,9.1,158.3,3.6,1,2,0,1,3,0,0.0,358,14.3
teddybridgewater_min_2014_17,teddybridgewater,teddybridgewater_min_2014,min_2014_17,min_2014,8667,qb,min,2014,17,1,95.7,23,25,8.1,2.91,1,3,11.5,68.0,17,0,12,22.7,31,5,10,18,78.5,90.3,87.8,70.5,0,1,32,0,25.0,90.3,9.7,3,3,0,1,1,0,0.0,209,8.4
joshmccown_tb_2014_17,joshmccown,joshmccown_tb_2014,tb_2014_17,tb_2014,1085,qb,tb,2014,17,1,84.2,19,23,9.6,2.74,0,0,0.0,60.9,14,0,10,12.5,28,2,10,30,77.2,80.3,78.9,62.2,1,1,29,0,30.0,70.0,10.7,3,2,1,2,1,0,0.0,115,5.0
kyleorton_buf_2014_17,kyleorton,kyleorton_buf_2014,buf_2014_17,buf_2014,2323,qb,buf,2014,17,1,72.7,22,23,7.5,2.6,0,3,12.5,69.6,16,0,9,0.0,25,0,10,4,25.7,70.2,69.0,60.0,0,0,26,0,22.2,106.4,8.0,2,0,0,1,1,1,3.8,176,7.7
aaronrodgers_gb_2014_17,aaronrodgers,aaronrodgers_gb_2014,gb_2014_17,gb_2014,2241,qb,gb,2014,17,1,85.0,20,22,6.3,2.71,1,0,0.0,77.3,17,0,7,0.0,23,0,15,12,76.9,77.4,75.9,62.4,0,0,26,0,0.0,139.6,0.0,0,1,0,1,2,0,0.0,226,10.3
