p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,pass_summary_player_game_count,pass_summary_accuracy_percent,pass_summary_aimed_passes,pass_summary_attempts,pass_summary_avg_depth_of_target,pass_summary_avg_time_to_throw,pass_summary_bats,pass_summary_big_time_throws,pass_summary_btt_rate,pass_summary_completion_percent,pass_summary_completions,pass_summary_declined_penalties,pass_summary_def_gen_pressures,pass_summary_drop_rate,pass_summary_dropbacks,pass_summary_drops,pass_summary_first_downs,pass_summary_franchise_id,pass_summary_grades_hands_fumble,pass_summary_grades_offense,pass_summary_grades_pass,pass_summary_grades_run,pass_summary_hit_as_threw,pass_summary_interceptions,pass_summary_passing_snaps,pass_summary_penalties,pass_summary_pressure_to_sack_rate,pass_summary_qb_rating,pass_summary_sack_percent,pass_summary_sacks,pass_summary_scrambles,pass_summary_spikes,pass_summary_thrown_aways,pass_summary_touchdowns,pass_summary_turnover_worthy_plays,pass_summary_twp_rate,pass_summary_yards,pass_summary_ypa
jalenhurts_phi_2020_8,jalenhurts,jalenhurts_phi_2020,phi_2020_8,phi_2020,40291,qb,phi,2020,8,1,100.0,1,1,5.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,24,64.5,43.6,60.1,60.0,0,0,1,1,17.889788997739263,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
nickfoles_chi_2020_9,nickfoles,nickfoles_chi_2020,chi_2020_9,chi_2020,7089,qb,chi,2020,9,1,83.7,43,52,6.7,2.24,4,3,5.6,69.2,36,0,20,0.0,56,0,17,6,38.9,77.1,80.1,42.1,0,0,59,1,15.0,99.4,5.4,3,1,0,5,2,0,0.0,335,6.4
teddybridgewater_car_2020_9,teddybridgewater,teddybridgewater_car_2020,car_2020_9,car_2020,8667,qb,car,2020,9,1,85.7,42,49,4.5,2.62,0,1,1.8,73.5,36,0,26,0.0,52,0,18,5,81.5,66.7,64.1,67.7,1,0,58,0,7.7,103.3,3.8,2,1,1,5,2,0,0.0,310,6.3
drewlock_den_2020_9,drewlock,drewlock_den_2020,den_2020_9,den_2020,39517,qb,den,2020,9,1,75.0,40,48,11.0,2.8,1,2,4.0,52.1,25,0,23,16.7,55,5,19,10,81.4,70.0,70.8,61.4,4,1,57,1,4.3,77.9,1.8,1,6,0,3,2,1,1.8,313,6.5
patrickmahomes_kc_2020_9,patrickmahomes,patrickmahomes_kc_2020,kc_2020_9,kc_2020,11765,qb,kc,2020,9,1,75.0,44,45,9.8,2.63,0,3,6.1,66.7,30,0,13,9.1,48,3,19,16,80.6,77.1,75.0,62.6,0,0,52,0,15.4,121.7,4.2,2,1,1,0,4,1,1.9,372,8.3
philiprivers_ind_2020_9,philiprivers,philiprivers_ind_2020,ind_2020_9,ind_2020,1725,qb,ind,2020,9,1,65.8,38,43,7.1,2.38,1,0,0.0,58.1,25,1,7,0.0,43,0,11,14,79.9,54.4,54.1,61.09127155172414,1,1,46,1,0.0,62.8,0.0,0,0,2,1,0,1,2.2,227,5.3
justinherbert_lac_2020_9,justinherbert,justinherbert_lac_2020,lac_2020_9,lac_2020,28237,qb,lac,2020,9,1,74.4,39,42,8.1,2.56,1,1,2.2,66.7,28,0,13,3.4,47,1,18,27,80.7,66.3,67.0,56.1,1,0,50,0,15.4,105.9,4.3,2,3,1,0,2,0,0.0,326,7.8
benroethlisberger_pit_2020_9,benroethlisberger,benroethlisberger_pit_2020,pit_2020_9,pit_2020,1732,qb,pit,2020,9,1,80.0,40,42,7.4,2.09,1,2,4.3,69.0,29,0,6,9.4,43,3,16,25,80.0,79.8,77.2,63.9,1,0,48,0,0.0,113.8,0.0,0,1,0,0,3,1,2.1,306,7.3
russellwilson_sea_2020_9,russellwilson,russellwilson_sea_2020,sea_2020_9,sea_2020,7077,qb,sea,2020,9,1,73.7,38,41,10.4,2.69,1,2,4.7,68.3,28,0,19,0.0,46,0,15,29,23.2,52.7,52.9,57.7,1,2,48,0,21.1,94.6,8.7,4,1,0,1,2,5,10.4,390,9.5
tombrady_tb_2020_9,tombrady,tombrady_tb_2020,tb_2020_9,tb_2020,698,qb,tb,2020,9,1,69.4,36,38,10.1,2.55,0,0,0.0,57.9,22,0,22,12.0,41,3,10,30,29.3,57.8,57.7,61.09127155172414,1,3,44,1,13.6,40.4,7.3,3,0,0,1,0,4,9.1,209,5.5
garrettgilbert_dal_2020_9,garrettgilbert,garrettgilbert_dal_2020,dal_2020_9,dal_2020,8848,qb,dal,2020,9,1,68.8,32,38,11.0,2.64,3,2,5.1,55.3,21,0,18,4.5,42,1,12,9,79.7,66.4,62.5,73.0,1,1,43,0,11.1,72.6,4.8,2,2,1,1,1,2,4.7,243,6.4
jakeluton_jax_2020_9,jakeluton,jakeluton_jax_2020,jax_2020_9,jax_2020,17287,qb,jax,2020,9,1,80.6,36,38,9.2,2.67,2,4,10.0,68.4,26,0,14,10.3,41,3,14,15,79.3,66.3,61.0,70.8,0,1,43,0,14.3,90.2,4.9,2,1,0,0,1,2,4.7,304,8.0
joshallen_buf_2020_9,joshallen,joshallen_buf_2020,buf_2020_9,buf_2020,46601,qb,buf,2020,9,1,83.8,37,38,10.5,3.12,0,1,2.5,81.6,31,0,20,0.0,48,0,19,4,81.3,83.2,84.3,55.0,0,0,52,0,35.0,138.5,14.6,7,3,0,1,3,0,0.0,415,10.9
nickmullens_sf_2020_9,nickmullens,nickmullens_sf_2020,sf_2020_9,sf_2020,12282,qb,sf,2020,9,1,74.2,31,35,6.1,2.33,1,1,2.8,62.9,22,0,10,4.3,36,1,8,28,78.8,50.0,50.8,58.2,2,1,38,0,10.0,86.7,2.8,1,0,0,1,1,2,5.3,291,8.3
camnewton_ne_2020_9,camnewton,camnewton_ne_2020,ne_2020_9,ne_2020,6153,qb,ne,2020,9,1,84.4,32,35,9.0,2.62,0,1,2.7,77.1,27,0,11,0.0,36,0,13,19,80.6,82.3,82.5,63.7,1,0,39,0,0.0,99.0,0.0,0,1,1,1,0,0,0.0,274,7.8
mattryan_atl_2020_9,mattryan,mattryan_atl_2020,atl_2020_9,atl_2020,4317,qb,atl,2020,9,1,81.3,32,35,10.6,2.83,3,3,8.1,71.4,25,0,16,3.8,38,1,16,2,79.5,84.5,80.8,69.4,0,1,40,0,12.5,112.1,5.3,2,1,0,0,3,1,2.5,284,8.1
danieljones_nyg_2020_9,danieljones,danieljones_nyg_2020,nyg_2020_9,nyg_2020,39395,qb,nyg,2020,9,1,83.9,31,34,5.3,2.38,1,2,5.6,67.6,23,0,14,11.5,39,3,9,21,21.7,66.8,74.6,33.3,1,0,41,0,35.7,94.2,12.8,5,0,0,1,1,1,2.4,212,6.2
matthewstafford_det_2020_9,matthewstafford,matthewstafford_det_2020,det_2020_9,det_2020,4924,qb,det,2020,9,1,78.1,32,32,6.0,2.56,0,0,0.0,71.9,23,0,8,8.0,34,2,13,11,78.3,45.1,45.0,61.09127155172414,0,2,35,0,25.0,73.8,5.9,2,0,0,0,1,3,8.6,211,6.6
deshaunwatson_hou_2020_9,deshaunwatson,deshaunwatson_hou_2020,hou_2020_9,hou_2020,11767,qb,hou,2020,9,1,69.0,29,32,8.3,2.93,0,1,3.0,59.4,19,0,20,5.0,40,1,13,13,29.8,68.6,63.7,71.5,0,0,41,0,10.0,109.0,5.0,2,6,0,3,2,0,0.0,281,8.8
alexsmith_was_2020_9,alexsmith,alexsmith_was_2020,was_2020_9,was_2020,2218,qb,was,2020,9,1,80.6,31,32,3.5,2.66,0,1,3.0,75.0,24,0,9,4.0,34,1,12,32,78.3,64.5,63.8,61.09127155172414,0,3,35,0,22.2,78.3,5.9,2,0,0,1,1,2,5.7,325,10.2
drewbrees_no_2020_9,drewbrees,drewbrees_no_2020,no_2020_9,no_2020,802,qb,no,2020,9,1,83.9,31,32,6.0,2.59,0,0,0.0,81.3,26,0,12,0.0,33,0,12,20,78.2,78.3,77.4,60.0,0,0,33,0,8.3,135.2,3.0,1,0,0,1,4,1,3.0,222,6.9
aaronrodgers_gb_2020_9,aaronrodgers,aaronrodgers_gb_2020,gb_2020_9,gb_2020,2241,qb,gb,2020,9,1,89.7,29,31,8.3,2.38,1,4,12.1,80.6,25,0,5,3.8,33,1,14,12,78.3,91.8,90.7,63.3,0,0,35,0,20.0,147.2,3.0,1,1,0,1,4,0,0.0,305,9.8
tuatagovailoa_mia_2020_9,tuatagovailoa,tuatagovailoa_mia_2020,mia_2020_9,mia_2020,60326,qb,mia,2020,9,1,84.0,25,28,10.1,2.68,0,1,3.1,71.4,20,0,11,4.8,34,1,14,17,79.7,66.1,65.1,67.2,0,0,39,1,27.3,122.3,8.8,3,3,1,2,2,1,2.6,248,8.9
kylermurray_ari_2020_9,kylermurray,kylermurray_ari_2020,ari_2020_9,ari_2020,38334,qb,ari,2020,9,1,87.5,24,26,11.2,3.23,2,2,6.5,80.8,21,0,10,0.0,32,0,18,1,29.3,75.5,66.7,80.2,0,0,37,0,10.0,150.5,3.1,1,5,0,0,3,2,5.4,283,10.9
joeflacco_nyj_2020_9,joeflacco,joeflacco_nyj_2020,nyj_2020_9,nyj_2020,4332,qb,nyj,2020,9,1,75.0,24,25,13.7,2.79,0,3,11.1,72.0,18,0,11,0.0,26,0,12,22,77.0,76.0,74.5,61.09127155172414,0,1,28,0,9.1,128.7,3.8,1,0,0,1,3,2,7.1,262,10.5
lamarjackson_bal_2020_9,lamarjackson,lamarjackson_bal_2020,bal_2020_9,bal_2020,46416,qb,bal,2020,9,1,87.0,23,23,4.0,3.05,0,0,0.0,82.6,19,0,7,5.0,29,1,10,3,79.5,66.7,70.5,56.2,0,0,30,0,28.6,97.5,6.9,2,4,0,0,0,1,3.3,170,7.4
derekcarr_lv_2020_9,derekcarr,derekcarr_lv_2020,lv_2020_9,lv_2020,8671,qb,lv,2020,9,1,63.6,22,23,12.7,2.62,0,4,17.4,56.5,13,1,8,7.1,26,1,7,23,25.2,76.3,73.5,66.0,1,0,26,1,12.5,108.1,3.8,1,2,0,0,2,2,7.7,165,7.2
ryantannehill_ten_2020_9,ryantannehill,ryantannehill_ten_2020,ten_2020_9,ten_2020,7014,qb,ten,2020,9,1,60.0,20,21,10.4,2.53,0,1,4.8,47.6,10,0,11,16.7,25,2,7,31,76.9,66.5,62.3,69.4,1,0,25,0,27.3,104.9,12.0,3,1,0,0,2,1,4.0,158,7.5
kirkcousins_min_2020_9,kirkcousins,kirkcousins_min_2020,min_2020_9,min_2020,7102,qb,min,2020,9,1,72.2,18,20,12.3,3.0,1,1,4.8,65.0,13,0,9,0.0,21,0,11,18,75.6,69.2,70.4,61.09127155172414,1,0,22,2,11.1,141.7,4.8,1,0,0,0,3,0,0.0,220,11.0
chasedaniel_det_2020_9,chasedaniel,chasedaniel_det_2020,det_2020_9,det_2020,5214,qb,det,2020,9,1,83.3,12,13,8.2,2.11,0,0,0.0,61.5,8,0,1,20.0,14,2,6,11,73.2,45.0,46.7,58.3,0,1,14,0,0.0,77.1,0.0,0,1,1,0,1,1,7.1,94,7.2
kyleallen_was_2020_9,kyleallen,kyleallen_was_2020,was_2020_9,was_2020,26152,qb,was,2020,9,1,100.0,6,7,5.0,2.47,1,0,0.0,71.4,5,0,0,16.7,7,1,3,32,70.3,81.7,79.9,61.09127155172414,0,0,8,0,17.889788997739263,98.5,0.0,0,0,0,0,0,0,0.0,62,8.9
masonrudolph_pit_2020_9,masonrudolph,masonrudolph_pit_2020,pit_2020_9,pit_2020,46569,qb,pit,2020,9,1,66.7,3,3,5.0,2.27,0,0,0.0,66.7,2,0,1,0.0,3,0,0,25,66.9,46.9,47.9,61.09127155172414,0,0,4,0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,3,1.0
taysomhill_no_2020_9,taysomhill,taysomhill_no_2020,no_2020_9,no_2020,12112,qb,no,2020,9,1,100.0,2,2,9.5,3.3,0,0,0.0,100.0,2,0,0,0.0,3,0,3,20,20.3,82.0,63.4,74.7,0,0,3,0,17.889788997739263,118.8,0.0,0,1,0,0,0,1,33.3,48,24.0
jacobybrissett_ind_2020_9,jacobybrissett,jacobybrissett_ind_2020,ind_2020_9,ind_2020,10725,qb,ind,2020,9,1,73.24955882352941,0,1,8.631525735294117,3.1,0,0,0.0,0.0,0,0,1,7.426829268292683,1,0,0,14,60.4,58.7,60.0,61.09127155172414,0,0,1,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
jameiswinston_no_2020_9,jameiswinston,jameiswinston_no_2020,no_2020_9,no_2020,9434,qb,no,2020,9,1,100.0,1,1,1.0,2.0,0,0,0.0,100.0,1,0,1,0.0,1,0,1,20,68.2,63.0,60.4,60.5,0,0,1,0,0.0,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
alexsmith_was_2020_10,alexsmith,alexsmith_was_2020,was_2020_10,was_2020,2218,qb,was,2020,10,1,78.4,51,55,6.2,2.64,1,3,5.0,69.1,38,0,17,5.0,58,2,22,32,82.0,69.4,70.3,57.8,1,0,63,1,11.8,89.2,3.4,2,1,0,2,0,0,0.0,390,7.1
joshallen_buf_2020_10,joshallen,joshallen_buf_2020,buf_2020_10,buf_2020,46601,qb,buf,2020,10,1,77.3,44,49,7.4,2.88,0,2,3.7,65.3,32,0,18,5.9,50,2,14,4,82.0,60.6,56.8,66.7,0,2,55,1,0.0,77.3,0.0,0,1,0,5,2,5,9.1,284,5.8
drewlock_den_2020_10,drewlock,drewlock_den_2020,den_2020_10,den_2020,39517,qb,den,2020,10,1,57.8,45,47,8.8,2.66,0,3,6.0,48.9,23,0,16,11.5,49,3,14,10,34.1,58.5,56.1,69.7,0,4,52,0,12.5,37.3,4.1,2,0,0,2,1,5,9.6,257,5.5
benroethlisberger_pit_2020_10,benroethlisberger,benroethlisberger_pit_2020,pit_2020_10,pit_2020,1732,qb,pit,2020,10,1,65.9,44,46,10.3,2.34,2,2,3.9,58.7,27,0,7,6.9,46,2,17,25,80.7,60.1,60.6,56.9,0,0,51,0,0.0,110.1,0.0,0,0,0,0,4,2,3.9,333,7.2
joeburrow_cin_2020_10,joeburrow,joeburrow_cin_2020,cin_2020_10,cin_2020,28022,qb,cin,2020,10,1,65.8,38,40,8.6,2.48,0,0,0.0,52.5,21,0,17,16.0,44,4,9,7,79.6,55.8,55.4,61.09127155172414,0,0,44,0,23.5,76.4,9.1,4,0,1,1,1,0,0.0,213,5.3
tombrady_tb_2020_10,tombrady,tombrady_tb_2020,tb_2020_10,tb_2020,698,qb,tb,2020,10,1,84.2,38,39,9.1,2.44,0,1,2.4,71.8,28,0,15,12.5,41,4,18,30,79.8,74.4,73.4,59.6,0,0,44,0,6.7,124.0,2.4,1,1,0,1,3,0,0.0,341,8.7
philiprivers_ind_2020_10,philiprivers,philiprivers_ind_2020,ind_2020_10,ind_2020,1725,qb,ind,2020,10,1,85.7,35,39,5.9,2.08,1,0,0.0,74.4,29,0,6,3.3,40,1,14,14,79.0,70.0,68.9,61.09127155172414,0,0,40,0,16.7,105.5,2.5,1,0,1,2,1,1,2.5,308,7.9
nickmullens_sf_2020_10,nickmullens,nickmullens_sf_2020,sf_2020_10,sf_2020,12282,qb,sf,2020,10,1,78.8,33,38,6.8,2.49,3,2,4.9,63.2,24,0,16,7.7,41,2,14,28,79.6,44.4,44.9,58.3,2,2,44,0,12.5,68.6,4.9,2,1,0,0,1,3,6.8,247,6.5
carsonwentz_phi_2020_10,carsonwentz,carsonwentz_phi_2020,phi_2020_10,phi_2020,10636,qb,phi,2020,10,1,71.4,35,37,9.8,2.73,0,1,2.6,56.8,21,0,17,16.0,41,4,11,24,29.2,65.4,69.2,41.9,1,0,43,1,17.6,72.8,7.3,3,1,0,1,0,0,0.0,208,5.6
russellwilson_sea_2020_10,russellwilson,russellwilson_sea_2020,sea_2020_10,sea_2020,7077,qb,sea,2020,10,1,65.7,35,37,10.7,3.24,0,0,0.0,59.5,22,0,27,4.3,51,1,16,29,80.8,41.4,42.6,62.7,0,2,53,3,22.2,57.0,11.8,6,7,0,2,0,3,5.7,248,6.7
jaredgoff_lar_2020_10,jaredgoff,jaredgoff_lar_2020,lar_2020_10,lar_2020,10635,qb,lar,2020,10,1,85.7,35,37,7.3,2.58,0,1,2.6,73.0,27,0,9,10.0,42,3,16,26,79.9,82.0,81.0,68.3,1,0,43,1,33.3,96.9,7.1,3,2,0,1,0,0,0.0,302,8.2
kirkcousins_min_2020_10,kirkcousins,kirkcousins_min_2020,min_2020_10,min_2020,7102,qb,min,2020,10,1,84.4,32,36,7.6,2.58,0,1,2.8,69.4,25,0,14,7.4,37,2,14,18,79.0,84.8,81.0,68.5,0,1,38,0,7.1,100.7,2.7,1,0,0,4,2,0,0.0,292,8.1
jakeluton_jax_2020_10,jakeluton,jakeluton_jax_2020,jax_2020_10,jax_2020,17287,qb,jax,2020,10,1,68.8,32,35,6.6,2.67,1,0,0.0,51.4,18,0,13,18.2,38,4,10,15,78.9,45.0,44.9,61.09127155172414,0,1,39,0,23.1,62.7,7.9,3,0,0,2,1,1,2.6,169,4.8
lamarjackson_bal_2020_10,lamarjackson,lamarjackson_bal_2020,bal_2020_10,bal_2020,46416,qb,bal,2020,10,1,81.8,33,34,8.5,3.2,1,1,2.9,70.6,24,0,14,11.1,40,3,12,3,80.5,64.6,51.4,86.6,0,1,42,0,14.3,98.8,5.0,2,4,0,0,2,2,4.8,249,7.3
aaronrodgers_gb_2020_10,aaronrodgers,aaronrodgers_gb_2020,gb_2020_10,gb_2020,2241,qb,gb,2020,10,1,81.3,32,34,6.3,2.41,1,2,5.3,70.6,24,0,4,7.7,36,2,12,12,79.6,73.3,70.4,67.2,0,1,41,0,25.0,108.1,2.8,1,1,0,1,2,2,4.9,325,9.6
matthewstafford_det_2020_10,matthewstafford,matthewstafford_det_2020,det_2020_10,det_2020,4924,qb,det,2020,10,1,83.9,31,33,6.9,2.3,0,2,5.6,72.7,24,0,5,7.7,34,2,12,11,78.7,73.6,72.2,61.09127155172414,0,0,38,0,20.0,127.8,2.9,1,0,0,2,3,0,0.0,276,8.4
kylermurray_ari_2020_10,kylermurray,kylermurray_ari_2020,ari_2020_10,ari_2020,38334,qb,ari,2020,10,1,78.6,28,32,7.3,3.08,2,0,0.0,68.8,22,0,10,0.0,39,0,13,1,80.7,66.9,59.1,75.3,0,1,41,0,30.0,88.7,7.7,3,4,0,2,1,0,0.0,245,7.7
justinherbert_lac_2020_10,justinherbert,justinherbert_lac_2020,lac_2020_10,lac_2020,28237,qb,lac,2020,10,1,66.7,30,32,7.3,2.57,1,0,0.0,62.5,20,0,13,0.0,36,0,10,27,78.9,51.4,50.4,60.2,1,1,36,0,15.4,86.3,5.6,2,2,0,0,2,1,2.8,187,5.8
deshaunwatson_hou_2020_10,deshaunwatson,deshaunwatson_hou_2020,hou_2020_10,hou_2020,11767,qb,hou,2020,10,1,75.0,28,30,6.8,2.65,1,2,6.5,66.7,20,0,10,4.8,34,1,9,13,79.6,74.8,70.8,75.5,0,0,35,1,20.0,91.4,5.9,2,2,0,1,1,0,0.0,163,5.4
danieljones_nyg_2020_10,danieljones,danieljones_nyg_2020,nyg_2020_10,nyg_2020,39395,qb,nyg,2020,10,1,85.2,27,28,8.9,2.54,0,4,13.8,75.0,21,0,14,8.7,33,2,13,21,80.1,84.2,77.3,79.4,1,0,36,2,21.4,100.9,9.1,3,2,0,0,0,0,0.0,244,8.7
ryantannehill_ten_2020_10,ryantannehill,ryantannehill_ten_2020,ten_2020_10,ten_2020,7014,qb,ten,2020,10,1,68.0,25,27,7.5,2.56,0,2,6.9,55.6,15,0,10,11.8,30,2,9,31,77.9,68.3,70.2,52.3,0,0,33,0,10.0,83.4,3.3,1,2,0,2,1,0,0.0,147,5.4
nickfoles_chi_2020_10,nickfoles,nickfoles_chi_2020,chi_2020_10,chi_2020,7089,qb,chi,2020,10,1,68.2,22,26,8.0,2.6,1,1,3.8,57.7,15,0,12,0.0,30,0,8,6,77.4,58.6,59.8,56.8,1,1,30,0,16.7,51.1,6.7,2,1,0,2,0,0,0.0,106,4.1
tuatagovailoa_mia_2020_10,tuatagovailoa,tuatagovailoa_mia_2020,mia_2020_10,mia_2020,60326,qb,mia,2020,10,1,66.7,24,25,11.7,2.4,0,0,0.0,60.0,15,0,7,6.3,26,1,10,17,77.9,62.4,63.6,53.9,0,0,27,0,0.0,106.9,0.0,0,1,0,1,2,1,3.7,169,6.8
derekcarr_lv_2020_10,derekcarr,derekcarr_lv_2020,lv_2020_10,lv_2020,8671,qb,lv,2020,10,1,82.6,23,25,9.7,2.84,0,4,14.8,64.0,16,0,5,15.8,27,3,8,23,78.1,90.3,90.4,61.8,0,0,31,0,0.0,81.1,0.0,0,2,0,2,0,0,0.0,154,6.2
teddybridgewater_car_2020_10,teddybridgewater,teddybridgewater_car_2020,car_2020_10,car_2020,8667,qb,car,2020,10,1,79.2,24,24,5.6,2.78,0,1,4.0,75.0,18,0,8,5.3,28,1,7,5,77.4,65.4,61.7,68.6,0,1,30,0,12.5,98.6,3.6,1,3,0,0,2,1,3.3,136,5.7
bakermayfield_cle_2020_10,bakermayfield,bakermayfield_cle_2020,cle_2020_10,cle_2020,46518,qb,cle,2020,10,1,70.6,17,20,7.8,2.77,1,1,4.5,60.0,12,0,5,0.0,22,0,5,8,76.7,67.7,68.8,54.4,0,0,24,1,20.0,79.6,4.5,1,1,0,2,0,0,0.0,132,6.6
camnewton_ne_2020_10,camnewton,camnewton_ne_2020,ne_2020_10,ne_2020,6153,qb,ne,2020,10,1,87.5,16,17,5.1,2.61,0,0,0.0,76.5,13,0,6,7.1,18,1,9,19,78.1,74.1,71.1,68.5,0,0,18,0,16.7,114.3,5.6,1,0,0,1,1,0,0.0,118,6.9
drewbrees_no_2020_10,drewbrees,drewbrees_no_2020,no_2020_10,no_2020,802,qb,no,2020,10,1,61.5,13,13,4.1,2.02,0,0,0.0,61.5,8,0,1,0.0,13,0,4,20,73.3,42.5,42.7,60.0,0,0,14,0,0.0,103.4,0.0,0,0,0,0,1,1,7.1,76,5.8
jameiswinston_no_2020_10,jameiswinston,jameiswinston_no_2020,no_2020_10,no_2020,9434,qb,no,2020,10,1,60.0,10,10,6.0,2.7,0,0,0.0,60.0,6,0,5,0.0,13,0,4,20,74.6,37.6,38.3,55.2,0,0,14,0,40.0,78.3,15.4,2,1,0,0,0,1,7.1,63,6.3
tylerbray_chi_2020_10,tylerbray,tylerbray_chi_2020,chi_2020_10,chi_2020,8440,qb,chi,2020,10,1,33.3,3,5,11.7,2.22,0,0,0.0,20.0,1,0,2,0.0,5,0,1,6,68.0,40.7,42.2,61.09127155172414,1,0,5,0,0.0,42.1,0.0,0,0,1,0,0,0,0.0,18,3.6
phillipwalker_car_2020_10,phillipwalker,phillipwalker_car_2020,car_2020_10,car_2020,12134,qb,car,2020,10,1,50.0,4,4,15.3,3.9,0,0,0.0,50.0,2,0,3,0.0,5,0,1,5,68.0,45.2,46.4,61.09127155172414,0,0,5,0,33.3,56.3,20.0,1,0,0,0,0,0,0.0,12,3.0
cjbeathard_sf_2020_10,cjbeathard,cjbeathard_sf_2020,sf_2020_10,sf_2020,11859,qb,sf,2020,10,1,0.0,1,1,48.0,3.6,0,0,0.0,0.0,0,0,1,7.426829268292683,1,0,0,28,60.4,37.0,39.5,61.09127155172414,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
jaredgoff_lar_2020_11,jaredgoff,jaredgoff_lar_2020,lar_2020_11,lar_2020,10635,qb,lar,2020,11,1,85.1,47,51,5.0,2.29,1,0,0.0,76.5,39,0,14,2.5,51,1,19,26,80.5,74.0,76.1,60.0,0,2,51,2,0.0,99.8,0.0,0,0,1,2,3,1,2.0,376,7.4
justinherbert_lac_2020_11,justinherbert,justinherbert_lac_2020,lac_2020_11,lac_2020,28237,qb,lac,2020,11,1,84.8,46,49,7.0,2.34,1,2,3.7,75.5,37,0,17,5.1,54,2,20,27,81.4,84.4,80.8,70.8,1,0,59,0,17.6,116.5,5.6,3,2,0,1,3,0,0.0,366,7.5
tombrady_tb_2020_11,tombrady,tombrady_tb_2020,tb_2020_11,tb_2020,698,qb,tb,2020,11,1,63.0,46,48,8.9,2.18,0,0,0.0,54.2,26,1,13,10.3,49,3,14,30,80.5,54.1,54.0,61.09127155172414,1,2,51,1,7.7,62.5,2.0,1,0,0,1,2,3,5.9,216,4.5
benroethlisberger_pit_2020_11,benroethlisberger,benroethlisberger_pit_2020,pit_2020_11,pit_2020,1732,qb,pit,2020,11,1,73.3,45,46,8.4,1.96,1,3,6.3,69.6,32,0,7,3.0,46,1,12,25,80.1,60.0,59.4,61.09127155172414,0,1,48,0,0.0,89.7,0.0,0,0,0,0,2,2,4.2,267,5.8
patrickmahomes_kc_2020_11,patrickmahomes,patrickmahomes_kc_2020,kc_2020_11,kc_2020,11765,qb,kc,2020,11,1,83.7,43,45,8.4,2.76,0,2,4.0,75.6,34,0,14,5.6,47,2,22,16,81.0,86.8,83.0,74.4,0,1,52,0,0.0,102.8,0.0,0,2,0,2,2,0,0.0,348,7.7
kylermurray_ari_2020_11,kylermurray,kylermurray_ari_2020,ari_2020_11,ari_2020,38334,qb,ari,2020,11,1,76.3,38,42,7.3,2.97,1,2,4.5,69.0,29,0,24,0.0,47,0,17,1,80.8,76.0,74.4,64.4,0,0,49,1,12.5,102.2,6.4,3,2,0,3,2,0,0.0,269,6.4
camnewton_ne_2020_11,camnewton,camnewton_ne_2020,ne_2020_11,ne_2020,6153,qb,ne,2020,11,1,84.4,32,40,6.1,2.87,5,1,2.4,65.0,26,0,11,3.7,42,1,16,19,80.1,74.8,71.5,69.5,2,0,43,0,18.2,102.6,4.8,2,0,0,1,1,0,0.0,365,9.1
aaronrodgers_gb_2020_11,aaronrodgers,aaronrodgers_gb_2020,gb_2020_11,gb_2020,2241,qb,gb,2020,11,1,80.0,35,38,8.2,2.51,0,2,5.1,71.1,27,0,9,3.6,41,1,14,12,28.9,63.6,67.0,45.2,0,1,42,0,11.1,110.7,2.4,1,2,2,1,3,1,2.4,311,8.2
jakeluton_jax_2020_11,jakeluton,jakeluton_jax_2020,jax_2020_11,jax_2020,17287,qb,jax,2020,11,1,56.7,30,37,9.3,2.46,1,0,0.0,43.2,16,0,15,5.9,39,1,8,15,28.4,27.1,27.7,61.09127155172414,2,4,41,0,13.3,15.5,5.1,2,0,0,4,0,6,14.6,151,4.1
mattryan_atl_2020_11,mattryan,mattryan_atl_2020,atl_2020_11,atl_2020,4317,qb,atl,2020,11,1,62.9,35,37,12.0,3.03,1,1,2.5,51.4,19,0,23,13.6,45,3,10,2,80.1,55.6,55.4,61.09127155172414,0,2,48,0,34.8,48.5,17.8,8,0,0,1,0,2,4.2,232,6.3
deshaunwatson_hou_2020_11,deshaunwatson,deshaunwatson_hou_2020,hou_2020_11,hou_2020,11767,qb,hou,2020,11,1,83.3,36,37,9.1,3.39,1,5,12.2,75.7,28,0,12,6.7,43,2,19,13,80.0,94.3,93.5,69.8,0,0,47,0,0.0,121.9,0.0,0,6,0,0,2,1,2.1,344,9.3
philiprivers_ind_2020_11,philiprivers,philiprivers_ind_2020,ind_2020_11,ind_2020,1725,qb,ind,2020,11,1,75.0,32,36,7.3,2.54,2,2,5.1,66.7,24,0,11,0.0,37,0,12,14,79.3,88.4,86.6,60.0,1,1,40,0,9.1,107.2,2.7,1,0,0,1,3,0,0.0,288,8.0
carsonwentz_phi_2020_11,carsonwentz,carsonwentz_phi_2020,phi_2020_11,phi_2020,10636,qb,phi,2020,11,1,67.6,34,35,9.1,2.91,0,3,8.1,60.0,21,0,15,8.7,40,2,11,24,79.9,77.6,76.2,61.5,0,2,43,0,33.3,75.3,12.5,5,0,0,1,2,0,0.0,235,6.7
