unique_id,name,team,year,position,height,wt,speed,draft_yr,round,selection
johnathanjoseph_ten_2020,johnathanjoseph,ten,2020,cb,71,186,4.31,2006,1,24
johnathanjoseph_ari_2020,johnathanjoseph,ari,2020,cb,71,186,4.31,2006,1,24
calaiscampbell_bal_2020,calaiscampbell,bal,2020,di,80,307,5.04,2008,2,50
malcolmjenkins_no_2020,malcolmjenkins,no,2020,s,72,204,4.51,2009,1,14
jasonmccourty_ne_2020,jasonmccourty,ne,2020,cb,71,195,,2009,6,203
stevemclendon_nyj_2020,stevemclendon,nyj,2020,di,75,310,,2009,10,300
stevemclendon_tb_2020,stevemclendon,tb,2020,di,75,310,,2009,10,300
ndamukongsuh_tb_2020,ndamukongsuh,tb,2020,di,76,313,5.03,2010,1,2
joehaden_pit_2020,joehaden,pit,2020,cb,71,195,4.52,2010,1,7
tysonalualu_pit_2020,tysonalualu,pit,2020,di,75,304,4.87,2010,1,10
brandongraham_phi_2020,brandongraham,phi,2020,ed,74,265,4.71,2010,1,13
jasonpierrepaul_tb_2020,jasonpierrepaul,tb,2020,ed,77,275,4.78,2010,1,15
kareemjackson_den_2020,kareemjackson,den,2020,s,70,183,4.4,2010,1,20
devinmccourty_ne_2020,devinmccourty,ne,2020,s,70,195,4.38,2010,1,27
jerryhughes_buf_2020,jerryhughes,buf,2020,ed,74,254,4.65,2010,1,31
patrickrobinson_no_2020,patrickrobinson,no,2020,cb,71,191,4.46,2010,1,32
linvaljoseph_lac_2020,linvaljoseph,lac,2020,di,76,329,5.09,2010,2,46
carlosdunlap_cin_2020,carlosdunlap,cin,2020,ed,78,277,4.68,2010,2,54
carlosdunlap_sea_2020,carlosdunlap,sea,2020,ed,78,277,4.68,2010,2,54
coreypeters_ari_2020,coreypeters,ari,2020,di,75,295,4.98,2010,3,83
eversongriffen_dal_2020,eversongriffen,dal,2020,ed,75,273,4.65,2010,4,100
eversongriffen_det_2020,eversongriffen,det,2020,ed,75,273,4.65,2010,4,100
sherrickmcmanis_chi_2020,sherrickmcmanis,chi,2020,s,73,193,,2010,5,144
anthonylevine_bal_2020,anthonylevine,bal,2020,s,71,207,,2010,10,300
andrewsendejo_cle_2020,andrewsendejo,cle,2020,s,73,210,,2010,10,300
patrickpeterson_ari_2020,patrickpeterson,ari,2020,cb,73,198,4.31,2011,1,5
aldonsmith_dal_2020,aldonsmith,dal,2020,ed,76,258,4.74,2011,1,7
jjwatt_hou_2020,jjwatt,hou,2020,ed,77,288,4.81,2011,1,11
ryankerrigan_was_2020,ryankerrigan,was,2020,ed,76,259,4.67,2011,1,16
adrianclayborn_cle_2020,adrianclayborn,cle,2020,ed,75,280,4.78,2011,1,20
cameronjordan_no_2020,cameronjordan,no,2020,ed,76,287,4.74,2011,1,24
jimmysmith_bal_2020,jimmysmith,bal,2020,cb,74,210,4.42,2011,1,27
cameronheyward_pit_2020,cameronheyward,pit,2020,di,77,295,,2011,1,31
justinhouston_ind_2020,justinhouston,ind,2020,ed,75,270,4.62,2011,3,70
jurrellcasey_den_2020,jurrellcasey,den,2020,di,73,305,5.04,2011,3,77
allenbailey_atl_2020,allenbailey,atl,2020,di,75,288,4.71,2011,3,86
kjwright_sea_2020,kjwright,sea,2020,lb,76,246,4.75,2011,4,99
busterskrine_chi_2020,busterskrine,chi,2020,cb,69,185,4.48,2011,5,137
richardsherman_sf_2020,richardsherman,sf,2020,cb,75,195,4.54,2011,5,154
pernellmcphee_bal_2020,pernellmcphee,bal,2020,ed,75,265,4.91,2011,5,165
lawrenceguy_ne_2020,lawrenceguy,ne,2020,di,76,315,4.96,2011,7,233
malcolmsmith_cle_2020,malcolmsmith,cle,2020,lb,72,225,,2011,7,242
chrisharrisjr_lac_2020,chrisharrisjr,lac,2020,cb,70,199,,2011,10,300
joshbynes_cin_2020,joshbynes,cin,2020,lb,73,235,,2011,10,300
nickbellore_sea_2020,nickbellore,sea,2020,fb,73,250,4.84,2011,10,300
marioaddison_buf_2020,marioaddison,buf,2020,ed,75,260,,2011,10,300
stephongilmore_ne_2020,stephongilmore,ne,2020,cb,72,190,4.4,2012,1,10
dontaripoe_dal_2020,dontaripoe,dal,2020,di,75,346,4.98,2012,1,11
fletchercox_phi_2020,fletchercox,phi,2020,di,76,310,4.79,2012,1,12
michaelbrockers_lar_2020,michaelbrockers,lar,2020,di,77,297,5.36,2012,1,14
bruceirvin_sea_2020,bruceirvin,sea,2020,ed,75,250,4.5,2012,1,15
drekirkpatrick_ari_2020,drekirkpatrick,ari,2020,cb,74,196,4.51,2012,1,17
melviningramiii_lac_2020,melviningramiii,lac,2020,ed,74,247,4.79,2012,1,18
chandlerjones_ari_2020,chandlerjones,ari,2020,ed,77,260,4.87,2012,1,21
whitneymercilus_hou_2020,whitneymercilus,hou,2020,ed,76,258,4.68,2012,1,26
derekwolfe_bal_2020,derekwolfe,bal,2020,di,77,285,5.01,2012,2,36
jackrabbitjenkins_no_2020,jackrabbitjenkins,no,2020,cb,70,190,4.46,2012,2,39
bobbywagner_sea_2020,bobbywagner,sea,2020,lb,72,241,,2012,2,47
lavontedavid_tb_2020,lavontedavid,tb,2020,lb,73,233,4.65,2012,2,58
vinnycurry_phi_2020,vinnycurry,phi,2020,ed,75,279,4.98,2012,2,59
caseyhaywardjr_lac_2020,caseyhaywardjr,lac,2020,cb,71,192,4.57,2012,2,62
oliviervernon_cle_2020,oliviervernon,cle,2020,ed,74,262,4.8,2012,3,72
demariodavis_no_2020,demariodavis,no,2020,lb,74,248,4.61,2012,3,77
tyronecrawford_dal_2020,tyronecrawford,dal,2020,di,76,290,4.89,2012,3,81
akiemhicks_chi_2020,akiemhicks,chi,2020,di,77,324,5.23,2012,3,89
kylewilber_lv_2020,kylewilber,lv,2020,lb,76,245,4.86,2012,4,113
mikedaniels_cin_2020,mikedaniels,cin,2020,di,72,310,,2012,4,132
tahirwhitehead_car_2020,tahirwhitehead,car,2020,lb,74,241,4.7,2012,5,138
jackcrawford_ten_2020,jackcrawford,ten,2020,ed,77,288,4.85,2012,5,158
dannytrevathan_chi_2020,dannytrevathan,chi,2020,lb,73,239,,2012,6,188
rodneymcleod_phi_2020,rodneymcleod,phi,2020,s,70,183,,2012,10,300
tashaungipsonsr_chi_2020,tashaungipsonsr,chi,2020,s,71,212,,2012,10,300
ljfort_bal_2020,ljfort,bal,2020,lb,72,232,,2012,10,300
harrisonsmith_min_2020,harrisonsmith,min,2020,s,74,211,4.57,2012,1,29
malikjackson_phi_2020,malikjackson,phi,2020,di,77,290,4.91,2012,5,137
neikothorpe_sea_2020,neikothorpe,sea,2020,s,74,210,,2012,10,300
barkeviousmingo_chi_2020,barkeviousmingo,chi,2020,ed,77,235,4.58,2013,1,6
djhayden_jax_2020,djhayden,jax,2020,cb,71,190,,2013,1,12
sheldonrichardson_cle_2020,sheldonrichardson,cle,2020,di,75,294,5.02,2013,1,13
kennyvaccaro_ten_2020,kennyvaccaro,ten,2020,s,72,214,4.63,2013,1,15
desmondtrufant_det_2020,desmondtrufant,det,2020,cb,72,190,4.38,2013,1,22
xavierrhodes_ind_2020,xavierrhodes,ind,2020,cb,73,218,4.43,2013,1,25
dariusslay_phi_2020,dariusslay,phi,2020,cb,72,190,4.36,2013,2,36
kawannshort_car_2020,kawannshort,car,2020,di,75,315,,2013,2,44
johnathanhankins_lv_2020,johnathanhankins,lv,2020,di,75,340,5.31,2013,2,49
jonbostic_was_2020,jonbostic,was,2020,lb,73,245,4.61,2013,2,50
jamiecollinssr_det_2020,jamiecollinssr,det,2020,lb,75,250,4.64,2013,2,52
margushunt_no_2020,margushunt,no,2020,di,80,298,4.6,2013,2,53
margushunt_cin_2020,margushunt,cin,2020,di,80,298,4.6,2013,2,53
djswearingersr_no_2020,djswearingersr,no,2020,s,70,205,4.67,2013,2,57
tyrannmathieu_kc_2020,tyrannmathieu,kc,2020,s,69,190,4.5,2013,3,69
blidiwrehwilson_atl_2020,blidiwrehwilson,atl,2020,cb,73,190,4.53,2013,3,70
damontremoore_sea_2020,damontremoore,sea,2020,ed,76,260,4.95,2013,3,81
johnjenkins_chi_2020,johnjenkins,chi,2020,di,75,340,,2013,3,82
loganryan_nyg_2020,loganryan,nyg,2020,s,71,195,4.56,2013,3,83
duronharmon_det_2020,duronharmon,det,2020,s,72,205,,2013,3,91
brandonwilliams_bal_2020,brandonwilliams,bal,2020,di,73,336,5.37,2013,3,94
alexokafor_kc_2020,alexokafor,kc,2020,ed,76,261,,2013,4,103
williamgholston_tb_2020,williamgholston,tb,2020,di,78,281,4.96,2013,4,126
johnsimon_ne_2020,johnsimon,ne,2020,ed,74,260,,2013,4,129
stevenmeans_atl_2020,stevenmeans,atl,2020,ed,75,269,,2013,5,147
ajklein_buf_2020,ajklein,buf,2020,lb,73,240,4.66,2013,5,148
micahhyde_buf_2020,micahhyde,buf,2020,s,72,197,4.56,2013,5,159
vincewilliams_pit_2020,vincewilliams,pit,2020,lb,73,233,,2013,6,206
jordanpoyer_buf_2020,jordanpoyer,buf,2020,s,72,191,4.54,2013,7,218
nickwilliams_det_2020,nickwilliams,det,2020,di,76,310,4.94,2013,7,223
damionsquare_lac_2020,damionsquare,lac,2020,di,74,293,5.22,2013,10,300
ajbouye_den_2020,ajbouye,den,2020,cb,72,191,,2013,10,300
abryjones_jax_2020,abryjones,jax,2020,di,76,318,,2013,10,300
bensonmayowa_sea_2020,bensonmayowa,sea,2020,ed,75,265,,2013,10,300
bradleymcdougald_nyj_2020,bradleymcdougald,nyj,2020,s,73,215,4.74,2013,10,300
willcompton_ten_2020,willcompton,ten,2020,lb,73,235,,2013,10,300
brandoncopeland_ne_2020,brandoncopeland,ne,2020,lb,75,263,,2013,10,300
jeffheath_lv_2020,jeffheath,lv,2020,s,73,212,,2013,10,300
chrisbanjo_ari_2020,chrisbanjo,ari,2020,s,70,207,,2012,10,300
nickellrobeycoleman_phi_2020,nickellrobeycoleman,phi,2020,cb,68,180,4.53,2013,10,300
mikepurcell_den_2020,mikepurcell,den,2020,di,75,328,,2013,10,300
jadeveonclowney_ten_2020,jadeveonclowney,ten,2020,ed,77,255,4.53,2014,1,1
khalilmack_chi_2020,khalilmack,chi,2020,ed,75,269,4.65,2014,1,5
anthonybarr_min_2020,anthonybarr,min,2020,lb,77,255,4.66,2014,1,9
aarondonald_lar_2020,aarondonald,lar,2020,di,73,280,4.68,2014,1,13
kylefuller_chi_2020,kylefuller,chi,2020,cb,71,200,4.4,2014,1,14
deeford_sf_2020,deeford,sf,2020,ed,74,252,,2014,1,23
darquezedennard_atl_2020,darquezedennard,atl,2020,cb,71,200,4.42,2014,1,24
jimmieward_sf_2020,jimmieward,sf,2020,s,71,195,,2014,1,30
bradleyroby_hou_2020,bradleyroby,hou,2020,cb,71,194,4.39,2014,1,31
demarcuslawrence_dal_2020,demarcuslawrence,dal,2020,ed,75,265,4.8,2014,2,34
kylevannoy_mia_2020,kylevannoy,mia,2020,lb,75,250,4.71,2014,2,40
lamarcusjoyner_lv_2020,lamarcusjoyner,lv,2020,cb,68,185,4.55,2014,2,41
stephontuitt_pit_2020,stephontuitt,pit,2020,di,78,303,,2014,2,46
trentmurphy_buf_2020,trentmurphy,buf,2020,ed,78,260,4.86,2014,2,47
timmyjernigan_jax_2020,timmyjernigan,jax,2020,di,74,295,5.06,2014,2,48
timmyjernigan_den_2020,timmyjernigan,den,2020,di,74,295,5.06,2014,2,48
jeremiahattaochu_den_2020,jeremiahattaochu,den,2020,ed,75,252,,2014,2,50
christiankirksey_gb_2020,christiankirksey,gb,2020,lb,74,235,,2014,3,71
terrencebrooks_ne_2020,terrencebrooks,ne,2020,s,71,200,4.41,2014,3,79
justinellis_bal_2020,justinellis,bal,2020,di,74,334,5.27,2014,4,107
daquanjones_ten_2020,daquanjones,ten,2020,di,76,320,5.35,2014,4,112
anthonyhitchens_kc_2020,anthonyhitchens,kc,2020,lb,72,235,4.74,2014,4,119
pierredesir_nyj_2020,pierredesir,nyj,2020,cb,73,198,4.52,2014,4,127
pierredesir_bal_2020,pierredesir,bal,2020,cb,73,198,4.52,2014,4,127
treboston_car_2020,treboston,car,2020,s,73,205,4.53,2014,4,128
kevinpierrelouis_was_2020,kevinpierrelouis,was,2020,lb,72,231,4.51,2014,4,132
brenturban_chi_2020,brenturban,chi,2020,di,79,309,,2014,4,134
ricardoallen_atl_2020,ricardoallen,atl,2020,s,69,186,4.53,2014,5,147
devonkennard_ari_2020,devonkennard,ari,2020,ed,75,256,4.7,2014,5,174
tjcarrie_ind_2020,tjcarrie,ind,2020,cb,72,204,,2014,7,219
shamarstephen_min_2020,shamarstephen,min,2020,di,77,309,5.25,2014,7,220
shelbyharris_den_2020,shelbyharris,den,2020,di,75,300,,2014,7,235
terrancemitchell_cle_2020,terrancemitchell,cle,2020,cb,71,191,4.63,2014,7,254
denicoautry_ind_2020,denicoautry,ind,2020,ed,77,285,,2014,10,300
shaquilbarrett_tb_2020,shaquilbarrett,tb,2020,ed,74,250,,2014,10,300
christianjones_det_2020,christianjones,det,2020,ed,75,244,4.74,2014,10,300
malcolmbutler_ten_2020,malcolmbutler,ten,2020,cb,71,190,,2014,10,300
kerryhyder_sf_2020,kerryhyder,sf,2020,ed,74,270,5.1,2014,10,300
adariustaylor_car_2020,adariustaylor,car,2020,lb,72,230,,2014,10,300
adrianphillips_ne_2020,adrianphillips,ne,2020,s,71,210,,2014,10,300
zachkerr_car_2020,zachkerr,car,2020,di,74,334,5.08,2014,10,300
danielsorensen_kc_2020,danielsorensen,kc,2020,s,73,208,4.67,2014,10,300
brandondunn_hou_2020,brandondunn,hou,2020,di,74,310,,2014,10,300
joethomas_dal_2020,joethomas,dal,2020,lb,73,232,,2014,10,300
kwaunwilliams_sf_2020,kwaunwilliams,sf,2020,cb,69,185,,2014,10,300
dantefowlerjr_atl_2020,dantefowlerjr,atl,2020,ed,75,255,4.6,2015,1,3
leonardwilliams_nyg_2020,leonardwilliams,nyg,2020,di,77,302,4.97,2015,1,6
dannyshelton_det_2020,dannyshelton,det,2020,di,74,345,5.64,2015,1,12
arikarmstead_sf_2020,arikarmstead,sf,2020,ed,79,290,5.1,2015,1,17
marcuspeters_bal_2020,marcuspeters,bal,2020,cb,72,197,4.53,2015,1,18
buddupree_pit_2020,buddupree,pit,2020,ed,76,269,4.56,2015,1,22
shaqthompson_car_2020,shaqthompson,car,2020,lb,72,230,4.64,2015,1,25
byronjones_mia_2020,byronjones,mia,2020,cb,73,194,,2015,1,27
malcombrown_no_2020,malcombrown,no,2020,di,74,320,5.05,2015,1,32
landoncollins_was_2020,landoncollins,was,2020,s,72,222,4.53,2015,2,33
prestonsmith_gb_2020,prestonsmith,gb,2020,ed,77,265,4.74,2015,2,38
benardrickmckinney_hou_2020,benardrickmckinney,hou,2020,lb,76,257,4.66,2015,2,43
erickendricks_min_2020,erickendricks,min,2020,lb,72,232,4.61,2015,2,45
jaquiskitartt_sf_2020,jaquiskitartt,sf,2020,s,73,215,4.53,2015,2,46
ericrowe_mia_2020,ericrowe,mia,2020,s,73,210,4.45,2015,2,47
denzelperryman_lac_2020,denzelperryman,lac,2020,lb,71,240,4.78,2015,2,48
ronalddarby_was_2020,ronalddarby,was,2020,cb,71,193,4.38,2015,2,50
jordanphillips_ari_2020,jordanphillips,ari,2020,di,78,330,5.17,2015,2,52
markusgolden_nyg_2020,markusgolden,nyg,2020,ed,75,260,4.9,2015,2,58
markusgolden_ari_2020,markusgolden,ari,2020,ed,75,260,4.9,2015,2,58
frankclark_kc_2020,frankclark,kc,2020,ed,75,272,4.79,2015,2,63
jordanrichards_bal_2020,jordanrichards,bal,2020,s,71,210,4.65,2015,2,64
jordanhicks_ari_2020,jordanhicks,ari,2020,lb,73,236,4.68,2015,3,84
henryanderson_nyj_2020,henryanderson,nyj,2020,di,78,300,5.03,2015,3,93
stevennelson_pit_2020,stevennelson,pit,2020,cb,71,194,4.49,2015,3,98
angeloblackson_ari_2020,angeloblackson,ari,2020,di,76,315,5.02,2015,4,100
treyflowers_det_2020,treyflowers,det,2020,ed,74,265,4.93,2015,4,101
zadariussmith_gb_2020,zadariussmith,gb,2020,ed,76,272,4.83,2015,4,122
kwonalexander_sf_2020,kwonalexander,sf,2020,lb,73,227,4.55,2015,4,124
kwonalexander_no_2020,kwonalexander,no,2020,lb,73,227,4.55,2015,4,124
damienwilson_kc_2020,damienwilson,kc,2020,lb,73,245,4.77,2015,4,127
gradyjarrett_atl_2020,gradyjarrett,atl,2020,di,72,305,5.06,2015,5,137
adrianamos_gb_2020,adrianamos,gb,2020,s,72,214,4.56,2015,5,142
bobbymccain_mia_2020,bobbymccain,mia,2020,s,69,196,4.51,2015,5,145
tyelerdavison_atl_2020,tyelerdavison,atl,2020,di,74,309,5.18,2015,5,154
quandrediggs_sea_2020,quandrediggs,sea,2020,s,69,200,4.56,2015,6,200
christiancovington_cin_2020,christiancovington,cin,2020,di,74,305,,2015,6,216
rakeemnunezroches_tb_2020,rakeemnunezroches,tb,2020,di,74,307,5.02,2015,6,217
darrylroberts_det_2020,darrylroberts,det,2020,cb,72,182,,2015,7,247
xavierwilliams_ne_2020,xavierwilliams,ne,2020,di,74,309,,2015,10,300
xavierwilliams_cin_2020,xavierwilliams,cin,2020,di,74,309,,2015,10,300
nevillehewitt_nyj_2020,nevillehewitt,nyj,2020,lb,74,234,,2015,10,300
troyhill_lar_2020,troyhill,lar,2020,cb,71,180,4.55,2015,10,300
justincoleman_det_2020,justincoleman,det,2020,cb,71,190,4.53,2015,10,300
anthonyharris_min_2020,anthonyharris,min,2020,s,73,202,4.56,2015,10,300
jamesvaughters_chi_2020,jamesvaughters,chi,2020,ed,74,245,,2015,10,300
deshazoreverett_was_2020,deshazoreverett,was,2020,s,72,195,,2015,10,300
deanmarlowe_buf_2020,deanmarlowe,buf,2020,s,73,205,4.58,2015,10,300
alexsingleton_phi_2020,alexsingleton,phi,2020,lb,74,240,,2015,10,300
brycecallahan_den_2020,brycecallahan,den,2020,cb,69,188,,2015,10,300
quintondunbar_sea_2020,quintondunbar,sea,2020,cb,74,197,,2015,10,300
nickdzubnar_ten_2020,nickdzubnar,ten,2020,lb,73,240,,2015,10,300
tymcgill_phi_2020,tymcgill,phi,2020,di,72,299,,2015,10,300
efeobada_car_2020,efeobada,car,2020,di,78,265,,2015,10,300
erikharris_lv_2020,erikharris,lv,2020,s,74,225,,2016,10,300
joeybosa_lac_2020,joeybosa,lac,2020,ed,77,280,4.86,2016,1,3
jalenramsey_lar_2020,jalenramsey,lar,2020,cb,73,208,4.41,2016,1,5
deforestbuckner_ind_2020,deforestbuckner,ind,2020,di,79,295,5.05,2016,1,7
leonardfloyd_lar_2020,leonardfloyd,lar,2020,ed,77,240,4.6,2016,1,9
vernonhargreavesiii_hou_2020,vernonhargreavesiii,hou,2020,cb,70,204,4.5,2016,1,11
sheldonrankins_no_2020,sheldonrankins,no,2020,di,74,305,5.03,2016,1,12
karljoseph_cle_2020,karljoseph,cle,2020,s,70,200,,2016,1,14
keanuneal_atl_2020,keanuneal,atl,2020,s,72,211,4.62,2016,1,17
shaqlawson_mia_2020,shaqlawson,mia,2020,ed,75,265,4.7,2016,1,19
williamjacksoniii_cin_2020,williamjacksoniii,cin,2020,cb,72,196,4.37,2016,1,24
kennyclark_gb_2020,kennyclark,gb,2020,di,75,314,5.06,2016,1,27
emmanuelogbah_mia_2020,emmanuelogbah,mia,2020,ed,76,278,4.63,2016,2,32
jaylonsmith_dal_2020,jaylonsmith,dal,2020,lb,74,245,,2016,2,34
mylesjack_jax_2020,mylesjack,jax,2020,lb,73,255,,2016,2,36
chrisjones_kc_2020,chrisjones,kc,2020,di,78,310,5.03,2016,2,37
xavienhoward_mia_2020,xavienhoward,mia,2020,cb,73,203,4.58,2016,2,38
reggieragland_det_2020,reggieragland,det,2020,lb,74,252,4.72,2016,2,41
kamaleicorrea_ten_2020,kamaleicorrea,ten,2020,ed,75,241,4.69,2016,2,42
kamaleicorrea_jax_2020,kamaleicorrea,jax,2020,ed,75,241,4.69,2016,2,42
austinjohnson_nyg_2020,austinjohnson,nyg,2020,di,76,314,5.32,2016,2,43
jihadward_bal_2020,jihadward,bal,2020,ed,77,287,5.11,2016,2,44
jarranreed_sea_2020,jarranreed,sea,2020,di,75,307,5.21,2016,2,49
deionjones_atl_2020,deionjones,atl,2020,lb,73,227,4.59,2016,2,52
mackensiealexander_cin_2020,mackensiealexander,cin,2020,cb,70,192,,2016,2,54
vonnbell_cin_2020,vonnbell,cin,2020,s,71,215,,2016,2,61
jamesbradberry_nyg_2020,jamesbradberry,nyg,2020,cb,73,210,4.5,2016,2,62
adamgotsis_jax_2020,adamgotsis,jax,2020,ed,76,287,,2016,2,63
kevinbyard_ten_2020,kevinbyard,ten,2020,s,71,212,,2016,3,64
carlnassib_lv_2020,carlnassib,lv,2020,ed,79,275,4.84,2016,3,65
maliekcollins_lv_2020,maliekcollins,lv,2020,di,74,310,5.03,2016,3,67
willredmond_gb_2020,willredmond,gb,2020,s,71,186,,2016,3,68
yannickngakoue_min_2020,yannickngakoue,min,2020,ed,74,246,4.75,2016,3,69
yannickngakoue_bal_2020,yannickngakoue,bal,2020,ed,74,246,4.75,2016,3,69
darianthompson_dal_2020,darianthompson,dal,2020,s,74,211,4.69,2016,3,71
shiliquecalhoun_ne_2020,shiliquecalhoun,ne,2020,ed,76,250,4.82,2016,3,75
darylworley_dal_2020,darylworley,dal,2020,cb,73,205,4.64,2016,3,77
darylworley_buf_2020,darylworley,buf,2020,cb,73,205,4.64,2016,3,77
darylworley_lv_2020,darylworley,lv,2020,cb,73,205,4.64,2016,3,77
jordanjenkins_nyj_2020,jordanjenkins,nyj,2020,ed,75,259,4.8,2016,3,83
nickvigil_lac_2020,nickvigil,lac,2020,lb,74,239,4.72,2016,3,87
kylerfackrell_nyg_2020,kylerfackrell,nyg,2020,ed,77,245,4.72,2016,3,88
justinsimmons_den_2020,justinsimmons,den,2020,s,74,202,4.61,2016,3,98
joeschobert_jax_2020,joeschobert,jax,2020,lb,73,245,4.76,2016,4,99
tavonyoung_bal_2020,tavonyoung,bal,2020,cb,69,185,4.46,2016,4,104
ericmurray_hou_2020,ericmurray,hou,2020,s,71,199,4.49,2016,4,106
bjgoodson_cle_2020,bjgoodson,cle,2020,lb,73,241,4.69,2016,4,109
nickkwiatkoski_lv_2020,nickkwiatkoski,lv,2020,lb,74,242,4.73,2016,4,113
devondrecampbell_ari_2020,devondrecampbell,ari,2020,lb,75,232,4.58,2016,4,115
hassanridgeway_phi_2020,hassanridgeway,phi,2020,di,75,305,5.02,2016,4,116
justonburris_car_2020,justonburris,car,2020,s,72,212,4.53,2016,4,118
davidonyemata_no_2020,davidonyemata,no,2020,di,76,300,,2016,4,120
deonbush_chi_2020,deonbush,chi,2020,s,72,200,4.64,2016,4,124
blakemartinez_nyg_2020,blakemartinez,nyg,2020,lb,74,237,4.71,2016,4,131
deanlowry_gb_2020,deanlowry,gb,2020,di,78,296,4.87,2016,4,137
matthewjudon_bal_2020,matthewjudon,bal,2020,ed,75,261,4.73,2016,5,146
quintonjefferson_buf_2020,quintonjefferson,buf,2020,di,76,291,4.95,2016,5,147
mattioannidis_was_2020,mattioannidis,was,2020,di,75,305,5.03,2016,5,152
djreader_cin_2020,djreader,cin,2020,di,75,347,5.33,2016,5,166
anthonybrown_dal_2020,anthonybrown,dal,2020,cb,71,196,4.35,2016,6,189
kamugrugierhill_mia_2020,kamugrugierhill,mia,2020,lb,74,230,,2016,6,208
elandonroberts_mia_2020,elandonroberts,mia,2020,lb,73,238,,2016,6,214
stephenweatherly_car_2020,stephenweatherly,car,2020,ed,77,265,4.61,2016,7,227
jalenmills_phi_2020,jalenmills,phi,2020,s,72,191,4.61,2016,7,233
tylermatakevich_buf_2020,tylermatakevich,buf,2020,lb,73,235,4.81,2016,7,246
mikehilton_pit_2020,mikehilton,pit,2020,cb,69,184,,2016,10,300
jarrodwilson_jax_2020,jarrodwilson,jax,2020,s,74,210,,2016,10,300
justinzimmer_buf_2020,justinzimmer,buf,2020,di,75,292,,2016,10,300
eddieyarbrough_min_2020,eddieyarbrough,min,2020,ed,75,259,,2016,10,300
brianpoole_nyj_2020,brianpoole,nyj,2020,cb,69,213,,2016,10,300
charleswashington_ari_2020,charleswashington,ari,2020,s,70,192,,2016,10,300
brennanscarlett_hou_2020,brennanscarlett,hou,2020,lb,76,263,,2016,10,300
morganfox_lar_2020,morganfox,lar,2020,di,75,275,,2016,10,300
corylittleton_lv_2020,corylittleton,lv,2020,lb,75,225,4.73,2016,10,300
jonathanjones_ne_2020,jonathanjones,ne,2020,cb,70,190,4.33,2016,10,300
crevonleblanc_phi_2020,crevonleblanc,phi,2020,cb,71,190,,2016,10,300
andrewadams_tb_2020,andrewadams,tb,2020,s,72,198,,2016,10,300
romeookwara_det_2020,romeookwara,det,2020,ed,76,255,4.9,2016,10,300
antwaunwoods_dal_2020,antwaunwoods,dal,2020,di,73,318,,2016,10,300
royrobertsonharris_chi_2020,royrobertsonharris,chi,2020,di,77,298,,2016,10,300
antoniohamilton_kc_2020,antoniohamilton,kc,2020,cb,72,188,,2016,10,300
tonymcrae_det_2020,tonymcrae,det,2020,cb,70,185,,2016,10,300
mylesgarrett_cle_2020,mylesgarrett,cle,2020,ed,76,272,4.64,2017,1,1
solomonthomas_sf_2020,solomonthomas,sf,2020,di,74,256,4.69,2017,1,3
jamaladams_sea_2020,jamaladams,sea,2020,s,73,213,4.56,2017,1,6
marshonlattimore_no_2020,marshonlattimore,no,2020,cb,72,192,4.36,2017,1,11
haasonreddick_ari_2020,haasonreddick,ari,2020,ed,73,240,4.52,2017,1,13
malikhooker_ind_2020,malikhooker,ind,2020,s,74,212,,2017,1,15
marlonhumphrey_bal_2020,marlonhumphrey,bal,2020,cb,72,205,4.41,2017,1,16
jonathanallen_was_2020,jonathanallen,was,2020,di,75,300,5,2017,1,17
jarraddavis_det_2020,jarraddavis,det,2020,lb,73,238,,2017,1,21
jabrillpeppers_nyg_2020,jabrillpeppers,nyg,2020,s,71,213,4.46,2017,1,25
takkaristmckinley_atl_2020,takkaristmckinley,atl,2020,ed,74,265,4.59,2017,1,26
tredaviouswhite_buf_2020,tredaviouswhite,buf,2020,cb,71,192,4.47,2017,1,27
tjwatt_pit_2020,tjwatt,pit,2020,ed,76,252,4.69,2017,1,30
kevinking_gb_2020,kevinking,gb,2020,cb,75,200,4.43,2017,2,33
buddabaker_ari_2020,buddabaker,ari,2020,s,70,195,4.45,2017,2,36
marcusmaye_nyj_2020,marcusmaye,nyj,2020,s,71,207,,2017,2,39
marcuswilliams_no_2020,marcuswilliams,no,2020,s,73,207,4.56,2017,2,42
tyusbowser_bal_2020,tyusbowser,bal,2020,ed,75,242,4.65,2017,2,47
ryananderson_was_2020,ryananderson,was,2020,ed,74,253,4.78,2017,2,49
demarcuswalker_den_2020,demarcuswalker,den,2020,di,76,280,,2017,2,51
raekwonmcmillan_lv_2020,raekwonmcmillan,lv,2020,lb,74,242,4.61,2017,2,54
dalvintomlinson_nyg_2020,dalvintomlinson,nyg,2020,di,75,325,5.19,2017,2,55
zachcunningham_hou_2020,zachcunningham,hou,2020,lb,75,230,4.67,2017,2,57
tanohkpassagnon_kc_2020,tanohkpassagnon,kc,2020,ed,79,289,4.83,2017,2,59
chidobeawuzie_dal_2020,chidobeawuzie,dal,2020,cb,72,202,4.43,2017,2,60
joshjones_jax_2020,joshjones,jax,2020,s,74,220,4.41,2017,2,61
larryogunjobi_cle_2020,larryogunjobi,cle,2020,di,75,305,4.97,2017,3,65
ahkellowitherspoon_sf_2020,ahkellowitherspoon,sf,2020,cb,74,195,4.45,2017,3,66
dawuanesmoot_jax_2020,dawuanesmoot,jax,2020,ed,75,264,4.77,2017,3,68
