player_name,match_name,score
darianthompson_dal_2018,darianthompson_dal_2018,100
deontethompson_dal_2018,deontethompson_dal_2018,100
connorwilliams_dal_2018,connorwilliams_dal_2018,100
terrancewilliams_dal_2018,terrancewilliams_dal_2018,100
cedrickwilsonjr_dal_2018,,0
antwaunwoods_dal_2018,antwaunwoods_dal_2018,100
xavierwoods_dal_2018,xavierwoods_dal_2018,100
dorancearmstrongjr_dal_2019,dorancearmstrong_dal_2019,96
tavonaustin_dal_2019,tavonaustin_dal_2019,100
anthonybrown_dal_2019,anthonybrown_dal_2019,100
noahbrown_dal_2019,noahbrown_dal_2019,100
ventellbryant_dal_2019,ventellbryant_dal_2019,100
randallcobb_dal_2019,randallcobb_dal_2019,100
laelcollins_dal_2019,laelcollins_dal_2019,100
amaricooper_dal_2019,amaricooper_dal_2019,100
tyronecrawford_dal_2019,tyronecrawford_dal_2019,100
cameronfleming_dal_2019,cameronfleming_dal_2019,100
kavonfrazier_dal_2019,kavonfrazier_dal_2019,100
michaelgallup_dal_2019,michaelgallup_dal_2019,100
lukegifford_dal_2019,lukegifford_dal_2019,100
cjgoodwin_dal_2019,cjgoodwin_dal_2019,100
jeffheath_dal_2019,jeffheath_dal_2019,100
jalenjelks_dal_2019,,0
jonveajohnson_dal_2019,,0
byronjones_dal_2019,byronjones_dal_2019,100
seanlee_dal_2019,seanlee_dal_2019,100
lancelenoir_dal_2019,,0
joelooney_dal_2019,joelooney_dal_2019,100
zackmartin_dal_2019,zackmartin_dal_2019,100
connormcgovern_dal_2019,,0
tonypollard_dal_2019,tonypollard_dal_2019,100
tyvispowell_dal_2019,,0
derrickpuni_dal_2019,,0
adamredmond_dal_2019,adamredmond_dal_2019,100
danielross_dal_2019,,0
jameillshowers_dal_2019,,0
devinsmith_dal_2019,devinsmith_dal_2019,100
tyronsmith_dal_2019,tyronsmith_dal_2019,100
xaviersuafilo_dal_2019,xaviersuafilo_dal_2019,100
joethomas_dal_2019,joethomas_dal_2019,100
darianthompson_dal_2019,darianthompson_dal_2019,100
leightonvanderesch_dal_2019,leightonvanderesch_dal_2019,100
chriswestry_dal_2019,,0
codywichmann_dal_2019,,0
connorwilliams_dal_2019,connorwilliams_dal_2019,100
cedrickwilsonjr_dal_2019,cedrickwilson_dal_2019,96
donovanwilson_dal_2019,donovanwilson_dal_2019,100
antwaunwoods_dal_2019,antwaunwoods_dal_2019,100
xavierwoods_dal_2019,xavierwoods_dal_2019,100
chidobeawuzie_dal_2020,chidobeawuzie_dal_2020,100
blakebell_dal_2020,blakebell_dal_2020,100
tylerbiadasz_dal_2020,tylerbiadasz_dal_2020,100
anthonybrown_dal_2020,anthonybrown_dal_2020,100
ventellbryant_dal_2020,,0
deanteburton_dal_2020,,0
mauricecanady_dal_2020,,0
laelcollins_dal_2020,,0
andydalton_dal_2020,,0
trevondiggs_dal_2020,trevondiggs_dal_2020,100
ezekielelliott_dal_2020,ezekielelliott_dal_2020,100
cameronerving_dal_2020,,0
travisfrederick_dal_2020,,0
randygregory_dal_2020,,0
stephenguidry_dal_2020,,0
justinhamilton_dal_2020,,0
trystenhill_dal_2020,trystenhill_dal_2020,100
mitchhyatt_dal_2020,,0
blakejarwin_dal_2020,blakejarwin_dal_2020,100
chrisjones_dal_2020,,0
azurkamara_dal_2020,,0
brandonknight_dal_2020,brandonknight_dal_2020,100
demarcuslawrence_dal_2020,demarcuslawrence_dal_2020,100
seanlee_dal_2020,,0
jourdanlewis_dal_2020,jourdanlewis_dal_2020,100
joelooney_dal_2020,joelooney_dal_2020,100
justinmarch_dal_2020,,0
zackmartin_dal_2020,zackmartin_dal_2020,100
jamizeolawale_dal_2020,,0
stevenparker_dal_2020,,0
dakprescott_dal_2020,dakprescott_dal_2020,100
rashardrobinson_dal_2020,,0
aldonsmith_dal_2020,aldonsmith_dal_2020,100
tyronsmith_dal_2020,tyronsmith_dal_2020,100
joethomas_dal_2020,joethomas_dal_2020,100
darianthompson_dal_2020,darianthompson_dal_2020,100
leightonvanderesch_dal_2020,leightonvanderesch_dal_2020,100
donovanwilson_dal_2020,,0
antwaunwoods_dal_2020,antwaunwoods_dal_2020,100
xavierwoods_dal_2020,xavierwoods_dal_2020,100
gregzuerlein_dal_2020,,0
dorancearmstrongjr_dal_2021,dorancearmstrong_dal_2021,96
joshball_dal_2021,,0
francisbernard_dal_2021,,0
noahbrown_dal_2021,noahbrown_dal_2021,100
deanteburton_dal_2021,,0
mauricecanady_dal_2021,mauricecanady_dal_2021,100
amaricooper_dal_2021,amaricooper_dal_2021,100
jabrilcox_dal_2021,jabrilcox_dal_2021,100
trevondiggs_dal_2021,trevondiggs_dal_2021,100
ricodowdle_dal_2021,,0
ezekielelliott_dal_2021,ezekielelliott_dal_2021,100
nevillegallimore_dal_2021,,0
michaelgallup_dal_2021,michaelgallup_dal_2021,100
randygregory_dal_2021,randygregory_dal_2021,100
willgrier_dal_2021,,0
mitchhyatt_dal_2021,,0
blakejarwin_dal_2021,blakejarwin_dal_2021,100
kelvinjoseph_dal_2021,,0
damontaekazee_dal_2021,damontaekazee_dal_2021,100
ceedeelamb_dal_2021,ceedeelamb_dal_2021,100
demarcuslawrence_dal_2021,demarcuslawrence_dal_2021,100
seanmckeon_dal_2021,,0
osirusmitchell_dal_2021,,0
israelmukuamu_dal_2021,israelmukuamu_dal_2021,100
hunterniswander_dal_2021,,0
tynsekhe_dal_2021,,0
sewoolonilua_dal_2021,,0
tonypollard_dal_2021,tonypollard_dal_2021,100
dakprescott_dal_2021,dakprescott_dal_2021,100
reggierobinsonii_dal_2021,,0
tyronsmith_dal_2021,tyronsmith_dal_2021,100
darianthompson_dal_2021,darianthompson_dal_2021,100
malikturner_dal_2021,,0
brenturban_dal_2021,brenturban_dal_2021,100
carloswatkins_dal_2021,carloswatkins_dal_2021,100
cedrickwilsonjr_dal_2021,cedrickwilson_dal_2021,96
donovanwilson_dal_2021,donovanwilson_dal_2021,100
nahshonwright_dal_2021,nahshonwright_dal_2021,100
cjanderson_den_2014,cjanderson_den_2014,100
kennyanunike_den_2014,,0
monteeball_den_2014,monteeball_den_2014,100
laminbarrow_den_2014,laminbarrow_den_2014,100
omarbolden_den_2014,omarbolden_den_2014,100
davidbruton_den_2014,davidbruton_den_2014,100
isaiahburse_den_2014,isaiahburse_den_2014,100
andrecaldwell_den_2014,andrecaldwell_den_2014,100
quintoncarter_den_2014,quintoncarter_den_2014,100
ryanclady_den_2014,ryanclady_den_2014,100
chrisclark_den_2014,chrisclark_den_2014,100
brittoncolquitt_den_2014,brittoncolquitt_den_2014,100
paulcornick_den_2014,paulcornick_den_2014,100
orlandofranklin_den_2014,orlandofranklin_den_2014,100
bengarland_den_2014,bengarland_den_2014,100
virgilgreen_den_2014,virgilgreen_den_2014,100
chrisharrisjr_den_2014,chrisharrisjr_den_2014,100
ronniehillman_den_2014,ronniehillman_den_2014,100
nateirving_den_2014,nateirving_den_2014,100
malikjackson_den_2014,malikjackson_den_2014,100
stevenjohnson_den_2014,stevenjohnson_den_2014,100
terranceknighton_den_2014,terranceknighton_den_2014,100
codylatimer_den_2014,codylatimer_den_2014,100
greglatta_den_2014,,0
peytonmanning_den_2014,peytonmanning_den_2014,100
brandonmarshall_den_2014,brandonmarshall_den_2014,100
lerenteemccray_den_2014,lerenteemccray_den_2014,100
brandonmcmanus_den_2014,brandonmcmanus_den_2014,100
vonmiller_den_2014,vonmiller_den_2014,100
willmontgomery_den_2014,willmontgomery_den_2014,100
coreynelson_den_2014,coreynelson_den_2014,100
jordannorwood_den_2014,,0
mattprater_den_2014,,0
manuelramirez_den_2014,manuelramirez_den_2014,100
emmanuelsanders_den_2014,emmanuelsanders_den_2014,100
quanterussmith_den_2014,quanterussmith_den_2014,100
aqibtalib_den_2014,aqibtalib_den_2014,100
jacobtamme_den_2014,jacobtamme_den_2014,100
demaryiusthomas_den_2014,demaryiusthomas_den_2014,100
juliusthomas_den_2014,juliusthomas_den_2014,100
juwanthompson_den_2014,juwanthompson_den_2014,100
dannytrevathan_den_2014,dannytrevathan_den_2014,100
mitchunrein_den_2014,mitchunrein_den_2014,100
louisvasquez_den_2014,louisvasquez_den_2014,100
tjward_den_2014,tjward_den_2014,100
demarcusware_den_2014,demarcusware_den_2014,100
kayvonwebster_den_2014,kayvonwebster_den_2014,100
weswelker_den_2014,weswelker_den_2014,100
derekwolfe_den_2014,derekwolfe_den_2014,100
johnyouboty_den_2014,,0
cjanderson_den_2015,cjanderson_den_2015,100
kennyanunike_den_2015,kennyanunike_den_2015,100
marvinaustin_den_2015,,0
shaquilbarrett_den_2015,shaquilbarrett_den_2015,100
omarbolden_den_2015,omarbolden_den_2015,100
davidbruton_den_2015,davidbruton_den_2015,100
joshbush_den_2015,joshbush_den_2015,100
andrecaldwell_den_2015,andrecaldwell_den_2015,100
jamescasey_den_2015,jamescasey_den_2015,100
ryanclady_den_2015,ryanclady_den_2015,100
owendaniels_den_2015,owendaniels_den_2015,100
todddavis_den_2015,todddavis_den_2015,100
vernondavis_den_2015,vernondavis_den_2015,100
lorenzodoss_den_2015,lorenzodoss_den_2015,100
benniefowler_den_2015,benniefowler_den_2015,100
maxgarcia_den_2015,maxgarcia_den_2015,100
virgilgreen_den_2015,virgilgreen_den_2015,100
chrisharrisjr_den_2015,chrisharrisjr_den_2015,100
ryanharris_den_2015,ryanharris_den_2015,100
jeffheuerman_den_2015,,0
ronniehillman_den_2015,ronniehillman_den_2015,100
malikjackson_den_2015,malikjackson_den_2015,100
codylatimer_den_2015,codylatimer_den_2015,100
peytonmanning_den_2015,peytonmanning_den_2015,100
brandonmarshall_den_2015,brandonmarshall_den_2015,100
evanmathis_den_2015,evanmathis_den_2015,100
lerenteemccray_den_2015,lerenteemccray_den_2015,100
vonmiller_den_2015,vonmiller_den_2015,100
coreynelson_den_2015,coreynelson_den_2015,100
jordannorwood_den_2015,jordannorwood_den_2015,100
brockosweiler_den_2015,brockosweiler_den_2015,100
mattparadis_den_2015,mattparadis_den_2015,100
shaneray_den_2015,shaneray_den_2015,100
bradleyroby_den_2015,bradleyroby_den_2015,100
tysambrailo_den_2015,tysambrailo_den_2015,100
emmanuelsanders_den_2015,emmanuelsanders_den_2015,100
michaelschofield_den_2015,michaelschofieldiii_den_2015,94
antoniosmith_den_2015,antoniosmith_den_2015,100
darianstewart_den_2015,darianstewart_den_2015,100
aqibtalib_den_2015,aqibtalib_den_2015,100
demaryiusthomas_den_2015,demaryiusthomas_den_2015,100
juwanthompson_den_2015,juwanthompson_den_2015,100
dannytrevathan_den_2015,dannytrevathan_den_2015,100
louisvasquez_den_2015,louisvasquez_den_2015,100
vancewalker_den_2015,vancewalker_den_2015,100
tjward_den_2015,tjward_den_2015,100
demarcusware_den_2015,demarcusware_den_2015,100
kayvonwebster_den_2015,kayvonwebster_den_2015,100
kylewilliams_den_2015,,0
sylvesterwilliams_den_2015,sylvesterwilliams_den_2015,100
derekwolfe_den_2015,derekwolfe_den_2015,100
cjanderson_den_2016,cjanderson_den_2016,100
kapribibbs_den_2016,kapribibbs_den_2016,100
sambrenner_den_2016,,0
marlonbrown_den_2016,,0
todddavis_den_2016,todddavis_den_2016,100
ajderby_den_2016,ajderby_den_2016,100
jamesferentz_den_2016,jamesferentz_den_2016,100
benniefowler_den_2016,benniefowler_den_2016,100
garrettgraham_den_2016,,0
virgilgreen_den_2016,virgilgreen_den_2016,100
jeffheuerman_den_2016,jeffheuerman_den_2016,100
andyjanovich_den_2016,andyjanovich_den_2016,100
caseykreiter_den_2016,caseykreiter_den_2016,100
brandonmarshall_den_2016,brandonmarshall_den_2016,100
coreynelson_den_2016,coreynelson_den_2016,100
mattparadis_den_2016,mattparadis_den_2016,100
tysambrailo_den_2016,tysambrailo_den_2016,100
trevorsiemian_den_2016,trevorsiemian_den_2016,100
justinsimmons_den_2016,justinsimmons_den_2016,100
donaldstephenson_den_2016,donaldstephenson_den_2016,100
aqibtalib_den_2016,aqibtalib_den_2016,100
demaryiusthomas_den_2016,demaryiusthomas_den_2016,100
vancewalker_den_2016,,0
tjward_den_2016,tjward_den_2016,100
demarcusware_den_2016,demarcusware_den_2016,100
kayvonwebster_den_2016,kayvonwebster_den_2016,100
derekwolfe_den_2016,derekwolfe_den_2016,100
garettbolles_den_2017,garettbolles_den_2017,100
devontaebooker_den_2017,devontaebooker_den_2017,100
jakebutt_den_2017,,0
jaredcrick_den_2017,,0
todddavis_den_2017,todddavis_den_2017,100
ajderby_den_2017,ajderby_den_2017,100
benniefowler_den_2017,benniefowler_den_2017,100
adamgotsis_den_2017,adamgotsis_den_2017,100
virgilgreen_den_2017,virgilgreen_den_2017,100
carloshenderson_den_2017,,0
jeffheuerman_den_2017,jeffheuerman_den_2017,100
chadkelly_den_2017,,0
zachkerr_den_2017,zachkerr_den_2017,100
brendanlangley_den_2017,brendanlangley_den_2017,100
codylatimer_den_2017,codylatimer_den_2017,100
ronaldleary_den_2017,ronleary_den_2017,92
paxtonlynch_den_2017,paxtonlynch_den_2017,100
isaiahmckenzie_den_2017,isaiahmckenzie_den_2017,100
coreynelson_den_2017,coreynelson_den_2017,100
domatapeko_den_2017,domatapekosr_den_2017,95
kylepeko_den_2017,kylepeko_den_2017,100
shaneray_den_2017,shaneray_den_2017,100
emmanuelsanders_den_2017,emmanuelsanders_den_2017,100
trevorsiemian_den_2017,trevorsiemian_den_2017,100
justinsimmons_den_2017,justinsimmons_den_2017,100
donaldstephenson_den_2017,donaldstephenson_den_2017,100
darianstewart_den_2017,darianstewart_den_2017,100
billyturner_den_2017,billyturner_den_2017,100
demarcuswalker_den_2017,demarcuswalker_den_2017,100
menelikwatson_den_2017,menelikwatson_den_2017,100
billywinn_den_2017,,0
derekwolfe_den_2017,derekwolfe_den_2017,100
shaquilbarrett_den_2018,shaquilbarrett_den_2018,100
kennybell_den_2018,,0
tramainebrock_den_2018,tramainebrocksr_den_2018,96
jakebutt_den_2018,jakebutt_den_2018,100
jamalcarter_den_2018,,0
suacravens_den_2018,suacravens_den_2018,100
todddavis_den_2018,todddavis_den_2018,100
nicofalah_den_2018,,0
roycefreeman_den_2018,roycefreeman_den_2018,100
troyfumagalli_den_2018,,0
maxgarcia_den_2018,maxgarcia_den_2018,100
jerrolgarciawilliams_den_2018,,0
adamgotsis_den_2018,adamgotsis_den_2018,100
daeseanhamilton_den_2018,daeseanhamilton_den_2018,100
chrisharrisjr_den_2018,chrisharrisjr_den_2018,100
carloshenderson_den_2018,,0
jeffheuerman_den_2018,jeffheuerman_den_2018,100
andreholmes_den_2018,andreholmes_den_2018,100
adamjones_den_2018,adamjones_den_2018,100
marquetteking_den_2018,marquetteking_den_2018,100
mattlacosse_den_2018,mattlacosse_den_2018,100
brendanlangley_den_2018,brendanlangley_den_2018,100
ronaldleary_den_2018,ronleary_den_2018,92
philliplindsay_den_2018,philliplindsay_den_2018,100
brandonmarshall_den_2018,brandonmarshall_den_2018,100
vonmiller_den_2018,vonmiller_den_2018,100
deiontrezmount_den_2018,,0
mattparadis_den_2018,mattparadis_den_2018,100
shaneray_den_2018,shaneray_den_2018,100
bradleyroby_den_2018,bradleyroby_den_2018,100
emmanuelsanders_den_2018,emmanuelsanders_den_2018,100
darianstewart_den_2018,darianstewart_den_2018,100
jordantaylor_den_2018,jordantaylor_den_2018,100
dymontethomas_den_2018,dymontethomas_den_2018,100
jaredveldheer_den_2018,jaredveldheer_den_2018,100
menelikwatson_den_2018,,0
derekwolfe_den_2018,derekwolfe_den_2018,100
isaacyiadom_den_2018,isaacyiadom_den_2018,100
devantebausby_den_2019,devantebausby_den_2019,100
jakebutt_den_2019,,0
brycecallahan_den_2019,,0
bradleychubb_den_2019,bradleychubb_den_2019,100
ryancrozier_den_2019,,0
todddavis_den_2019,todddavis_den_2019,100
dukedawson_den_2019,dukedawsonjr_den_2019,95
joedineen_den_2019,,0
nicofalah_den_2019,,0
noahfant_den_2019,noahfant_den_2019,100
joeflacco_den_2019,joeflacco_den_2019,100
austinfort_den_2019,,0
adamgotsis_den_2019,adamgotsis_den_2019,100
daeseanhamilton_den_2019,daeseanhamilton_den_2019,100
shelbyharris_den_2019,shelbyharris_den_2019,100
jeffheuerman_den_2019,jeffheuerman_den_2019,100
justinhollins_den_2019,justinhollins_den_2019,100
kareemjackson_den_2019,kareemjackson_den_2019,100
jawuanjames_den_2019,jawuanjames_den_2019,100
andyjanovich_den_2019,andyjanovich_den_2019,100
joseyjewell_den_2019,joseyjewell_den_2019,100
alexanderjohnson_den_2019,alexanderjohnson_den_2019,100
cyrusjones_den_2019,,0
dremontjones_den_2019,dremontjones_den_2019,100
josephjones_den_2019,joejones_den_2019,92
ronaldleary_den_2019,ronleary_den_2019,92
drewlock_den_2019,drewlock_den_2019,100
treymarshall_den_2019,treymarshall_den_2019,100
connormcgovern_den_2019,connormcgovern_den_2019,100
vonmiller_den_2019,vonmiller_den_2019,100
coreynelson_den_2019,coreynelson_den_2019,100
dadinicolas_den_2019,,0
willparks_den_2019,willparks_den_2019,100
timpatrick_den_2019,timpatrick_den_2019,100
kylepeko_den_2019,kylepeko_den_2019,100
malikreed_den_2019,malikreed_den_2019,100
horacerichardson_den_2019,,0
theoriddick_den_2019,,0
daltonrisner_den_2019,daltonrisner_den_2019,100
dymontethomas_den_2019,,0
demarcuswalker_den_2019,demarcuswalker_den_2019,100
elijahwilkinson_den_2019,elijahwilkinson_den_2019,100
juwannwinfree_den_2019,juwannwinfree_den_2019,100
billywinn_den_2019,,0
derekwolfe_den_2019,derekwolfe_den_2019,100
jeremiahattaochu_den_2020,jeremiahattaochu_den_2020,100
markbarron_den_2020,,0
essangbassey_den_2020,essangbassey_den_2020,100
andrewbeck_den_2020,,0
levantebellamy_den_2020,,0
garettbolles_den_2020,garettbolles_den_2020,100
ajbouye_den_2020,ajbouye_den_2020,100
jakebutt_den_2020,jakebutt_den_2020,100
austincalitro_den_2020,,0
brycecallahan_den_2020,brycecallahan_den_2020,100
jurrellcasey_den_2020,jurrellcasey_den_2020,100
anthonychickillo_den_2020,anthonychickillo_den_2020,100
bradleychubb_den_2020,bradleychubb_den_2020,100
tyriecleveland_den_2020,tyriecleveland_den_2020,100
dukedawson_den_2020,dukedawsonjr_den_2020,95
demardotson_den_2020,demardotson_den_2020,100
jeffdriskel_den_2020,jeffdriskel_den_2020,100
noahfant_den_2020,noahfant_den_2020,100
austinfort_den_2020,,0
roycefreeman_den_2020,roycefreeman_den_2020,100
grahamglasgow_den_2020,grahamglasgow_den_2020,100
melvingordon_den_2020,melvingordoniii_den_2020,93
natehairston_den_2020,,0
kjhamler_den_2020,kjhamler_den_2020,100
davontaeharris_den_2020,,0
jonathanharris_den_2020,,0
shelbyharris_den_2020,shelbyharris_den_2020,100
joelheath_den_2020,,0
jawuanjames_den_2020,,0
jerryjeudy_den_2020,jerryjeudy_den_2020,100
dremontjones_den_2020,dremontjones_den_2020,100
josephjones_den_2020,joejones_den_2020,92
philliplindsay_den_2020,philliplindsay_den_2020,100
drewlock_den_2020,drewlock_den_2020,100
treymarshall_den_2020,treymarshall_den_2020,100
brandonmcmanus_den_2020,,0
vonmiller_den_2020,,0
albertokwuegbunam_den_2020,,0
timpatrick_den_2020,timpatrick_den_2020,100
kylepeko_den_2020,,0
mikepurcell_den_2020,mikepurcell_den_2020,100
malikreed_den_2020,malikreed_den_2020,100
daltonrisner_den_2020,daltonrisner_den_2020,100
jakerodgers_den_2020,,0
brettrypien_den_2020,,0
diontaespencer_den_2020,diontaespencer_den_2020,100
justinstrnad_den_2020,,0
courtlandsutton_den_2020,courtlandsutton_den_2020,100
kevintoliver_den_2020,,0
derrektuszka_den_2020,,0
nickvannett_den_2020,nickvannett_den_2020,100
demarcuswalker_den_2020,demarcuswalker_den_2020,100
elijahwilkinson_den_2020,elijahwilkinson_den_2020,100
deshawnwilliams_den_2020,deshawnwilliams_den_2020,100
sylvesterwilliams_den_2020,,0
mctelvinagim_den_2021,,0
calvinanderson_den_2021,,0
andrewbeck_den_2021,andrewbeck_den_2021,100
levantebellamy_den_2021,,0
garettbolles_den_2021,garettbolles_den_2021,100
mikeboone_den_2021,,0
teddybridgewater_den_2021,teddybridgewater_den_2021,100
baronbrowning_den_2021,baronbrowning_den_2021,100
brycecallahan_den_2021,brycecallahan_den_2021,100
bradleychubb_den_2021,bradleychubb_den_2021,100
tyriecleveland_den_2021,,0
jonathoncooper_den_2021,jonathoncooper_den_2021,100
ronalddarby_den_2021,ronalddarby_den_2021,100
dukedawson_den_2021,,0
mikeford_den_2021,mikeford_den_2021,100
grahamglasgow_den_2021,grahamglasgow_den_2021,100
melvingordon_den_2021,melvingordoniii_den_2021,93
jonasgriffith_den_2021,,0
natehairston_den_2021,natehairston_den_2021,100
kjhamler_den_2021,kjhamler_den_2021,100
shelbyharris_den_2021,shelbyharris_den_2021,100
kareemjackson_den_2021,kareemjackson_den_2021,100
jerryjeudy_den_2021,jerryjeudy_den_2021,100
joseyjewell_den_2021,joseyjewell_den_2021,100
alexanderjohnson_den_2021,alexanderjohnson_den_2021,100
jamarjohnson_den_2021,,0
brettjones_den_2021,,0
dremontjones_den_2021,dremontjones_den_2021,100
adriankillins_den_2021,,0
micahkiser_den_2021,micahkiser_den_2021,100
sammartin_den_2021,,0
bobbymassie_den_2021,bobbymassie_den_2021,100
brandonmcmanus_den_2021,,0
quinnmeinerz_den_2021,quinnmeinerz_den_2021,100
vonmiller_den_2021,vonmiller_den_2021,100
andremintze_den_2021,andremintze_den_2021,100
michaelojemudia_den_2021,,0
albertokwuegbunam_den_2021,albertokwuegbunam_den_2021,100
aaronpatrick_den_2021,,0
natrezpatrick_den_2021,,0
timpatrick_den_2021,timpatrick_den_2021,100
mikepurcell_den_2021,mikepurcell_den_2021,100
malikreed_den_2021,malikreed_den_2021,100
daltonrisner_den_2021,daltonrisner_den_2021,100
diontaespencer_den_2021,diontaespencer_den_2021,100
shamarstephen_den_2021,shamarstephen_den_2021,100
cadensterns_den_2021,cadensterns_den_2021,100
patricksurtainii_den_2021,patricksurtainii_den_2021,100
courtlandsutton_den_2021,courtlandsutton_den_2021,100
deshawnwilliams_den_2021,deshawnwilliams_den_2021,100
javontewilliams_den_2021,javontewilliams_den_2021,100
kennyyoung_den_2021,,0
ezekielansah_det_2014,ezekielansah_det_2014,100
joiquebell_det_2014,joiquebell_det_2014,100
billbentley_det_2014,,0
reggiebush_det_2014,reggiebush_det_2014,100
joshbynes_det_2014,joshbynes_det_2014,100
doncarey_det_2014,doncarey_det_2014,100
jeromecouplin_det_2014,jeromecoupliniii_det_2014,94
ericebron_det_2014,ericebron_det_2014,100
nickfairley_det_2014,nickfairley_det_2014,100
josephfauria_det_2014,josephfauria_det_2014,100
coreyhilliard_det_2014,coreyhilliard_det_2014,100
jamesihedigbo_det_2014,jamesihedigbo_det_2014,100
calvinjohnson_det_2014,calvinjohnson_det_2014,100
georgejohnson_det_2014,georgejohnson_det_2014,100
tjjones_det_2014,jasonjones_det_2014,86
nevinlawson_det_2014,nevinlawson_det_2014,100
travislewis_det_2014,travislewis_det_2014,100
rasheanmathis_det_2014,rasheanmathis_det_2014,100
cjmosley_det_2014,cjmosley_det_2014,100
donmuhlbach_det_2014,donmuhlbach_det_2014,100
montellowens_det_2014,montellowens_det_2014,100
ashleepalmer_det_2014,ashleepalmer_det_2014,100
brandonpettigrew_det_2014,brandonpettigrew_det_2014,100
gloverquin_det_2014,gloverquin_det_2014,100
dominicraiola_det_2014,dominicraiola_det_2014,100
caraunreid_det_2014,caraunreid_det_2014,100
rileyreiff_det_2014,rileyreiff_det_2014,100
theoriddick_det_2014,theoriddick_det_2014,100
jeremyross_det_2014,jeremyross_det_2014,100
mohammedseisay_det_2014,mohammedseisay_det_2014,100
robsims_det_2014,robsims_det_2014,100
dariusslay_det_2014,dariusslay_det_2014,100
ndamukongsuh_det_2014,ndamukongsuh_det_2014,100
goldentate_det_2014,goldentate_det_2014,100
devintaylor_det_2014,devintaylor_det_2014,100
stephentulloch_det_2014,stephentulloch_det_2014,100
kylevannoy_det_2014,kylevannoy_det_2014,100
cassiusvaughn_det_2014,cassiusvaughn_det_2014,100
laadrianwaddle_det_2014,laadrianwaddle_det_2014,100
larrywarford_det_2014,larrywarford_det_2014,100
tahirwhitehead_det_2014,tahirwhitehead_det_2014,100
isaabdulquddus_det_2015,isaabdulquddus_det_2015,100
ameerabdullah_det_2015,ameerabdullah_det_2015,100
ezekielansah_det_2015,ezekielansah_det_2015,100
joiquebell_det_2015,joiquebell_det_2015,100
billbentley_det_2015,,0
crezdonbutler_det_2015,crezdonbutler_det_2015,100
joshbynes_det_2015,joshbynes_det_2015,100
doncarey_det_2015,doncarey_det_2015,100
alexcarter_det_2015,,0
ericebron_det_2015,ericebron_det_2015,100
andrefluellen_det_2015,andrefluellen_det_2015,100
jamesihedigbo_det_2015,jamesihedigbo_det_2015,100
calvinjohnson_det_2015,calvinjohnson_det_2015,100
jasonjones_det_2015,jasonjones_det_2015,100
darrenkeyton_det_2015,,0
nevinlawson_det_2015,nevinlawson_det_2015,100
deandrelevy_det_2015,deandrelevy_det_2015,100
travislewis_det_2015,travislewis_det_2015,100
corneliuslucas_det_2015,corneliuslucas_det_2015,100
sammartin_det_2015,sammartin_det_2015,100
rasheanmathis_det_2015,rasheanmathis_det_2015,100
lancemoore_det_2015,lancemoore_det_2015,100
halotingata_det_2015,halotingata_det_2015,100
michaelola_det_2015,michaelola_det_2015,100
chrisowens_det_2015,,0
brandonpettigrew_det_2015,brandonpettigrew_det_2015,100
mattprater_det_2015,mattprater_det_2015,100
gloverquin_det_2015,gloverquin_det_2015,100
caraunreid_det_2015,caraunreid_det_2015,100
theoriddick_det_2015,theoriddick_det_2015,100
coreyrobinson_det_2015,coreyrobinson_det_2015,100
dariusslay_det_2015,dariusslay_det_2015,100
matthewstafford_det_2015,matthewstafford_det_2015,100
travisswanson_det_2015,travisswanson_det_2015,100
darryltapp_det_2015,darryltapp_det_2015,100
goldentate_det_2015,goldentate_det_2015,100
stephentulloch_det_2015,stephentulloch_det_2015,100
laadrianwaddle_det_2015,laadrianwaddle_det_2015,100
tyrunnwalker_det_2015,tyrunnwalker_det_2015,100
larrywarford_det_2015,larrywarford_det_2015,100
tahirwhitehead_det_2015,tahirwhitehead_det_2015,100
joshwilson_det_2015,joshwilson_det_2015,100
gabewright_det_2015,gabewright_det_2015,100
zachzenner_det_2015,zachzenner_det_2015,100
ameerabdullah_det_2016,ameerabdullah_det_2016,100
adairiusbarnes_det_2016,adairiusbarnes_det_2016,100
anquanboldin_det_2016,anquanboldin_det_2016,100
jonathanbostic_det_2016,,0
armontybryant_det_2016,armontybryant_det_2016,100
joshbynes_det_2016,joshbynes_det_2016,100
doncarey_det_2016,doncarey_det_2016,100
stefancharles_det_2016,stefancharles_det_2016,100
taylordecker_det_2016,taylordecker_det_2016,100
quandrediggs_det_2016,quandrediggs_det_2016,100
ericebron_det_2016,ericebron_det_2016,100
coreyfuller_det_2016,,0
wallacegilberry_det_2016,wallacegilberry_det_2016,100
grahamglasgow_det_2016,grahamglasgow_det_2016,100
asajackson_det_2016,asajackson_det_2016,100
marvinjones_det_2016,marvinjonesjr_det_2016,95
jimmylandes_det_2016,,0
nevinlawson_det_2016,nevinlawson_det_2016,100
deandrelevy_det_2016,deandrelevy_det_2016,100
halotingata_det_2016,halotingata_det_2016,100
brandonpettigrew_det_2016,,0
theoriddick_det_2016,theoriddick_det_2016,100
ashawnrobinson_det_2016,ashawnrobinson_det_2016,100
coreyrobinson_det_2016,coreyrobinson_det_2016,100
dariusslay_det_2016,dariusslay_det_2016,100
ryanspadola_det_2016,,0
travisswanson_det_2016,travisswanson_det_2016,100
goldentate_det_2016,goldentate_det_2016,100
