p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,rush_summary_player_game_count,rush_summary_attempts,rush_summary_avoided_tackles,rush_summary_breakaway_attempts,rush_summary_breakaway_percent,rush_summary_breakaway_yards,rush_summary_declined_penalties,rush_summary_designed_yards,rush_summary_drops,rush_summary_elu_recv_mtf,rush_summary_elu_rush_mtf,rush_summary_elu_yco,rush_summary_elusive_rating,rush_summary_explosive,rush_summary_first_downs,rush_summary_franchise_id,rush_summary_fumbles,rush_summary_gap_attempts,rush_summary_grades_hands_fumble,rush_summary_grades_offense,rush_summary_grades_offense_penalty,rush_summary_grades_pass,rush_summary_grades_pass_block,rush_summary_grades_pass_route,rush_summary_grades_run,rush_summary_grades_run_block,rush_summary_longest,rush_summary_penalties,rush_summary_rec_yards,rush_summary_receptions,rush_summary_routes,rush_summary_run_plays,rush_summary_scramble_yards,rush_summary_scrambles,rush_summary_targets,rush_summary_total_touches,rush_summary_touchdowns,rush_summary_yards,rush_summary_yards_after_contact,rush_summary_yco_attempt,rush_summary_ypa,rush_summary_yprr,rush_summary_zone_attempts,rush_summary_unique_team_id
dukejohnsonjr_cle_2016_8,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_8,cle_2016,9510,hb,cle,2016,8,1,4,0,2,110.3,32,0,29,1,4,0,8.0,80.0,2,2,8,0,0,73.9,63.8,77.9,60.309,40.2,67.7,63.2,60.3950445259298,16,0,87,6,22,4,0,0,8,10,0,29,8.0,2.0,7.3,3.95,2,
dukejohnsonjr_cle_2016_9,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_9,cle_2016,9510,hb,cle,2016,9,1,5,1,0,0.0,0,0,30,0,0,1,20.0,57.1,0,2,8,0,1,72.1,69.2,74.9,60.309,84.1,59.6,69.0,60.3950445259298,9,0,16,2,12,5,0,0,2,7,0,30,20.0,4.0,6.0,1.33,2,
dukejohnsonjr_cle_2016_10,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_10,cle_2016,9510,hb,cle,2016,10,1,2,0,0,0.0,0,0,6,0,4,0,3.0,120.0,0,0,8,0,2,71.6,68.3,74.8,60.309,83.6,72.4,62.1,60.0,6,0,25,3,12,3,0,0,3,5,0,6,3.0,1.5,3.0,2.08,0,
dukejohnsonjr_cle_2016_11,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_11,cle_2016,9510,hb,cle,2016,11,1,2,0,0,0.0,0,0,10,0,0,0,5.0,0.0,1,1,8,0,1,20.2,50.9,78.4,60.309,29.0,42.4,63.3,60.3950445259298,12,0,46,3,19,2,0,0,4,5,0,10,5.0,2.5,5.0,2.42,0,
dukejohnsonjr_cle_2016_12,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_12,cle_2016,9510,hb,cle,2016,12,1,5,2,0,0.0,0,0,14,0,0,2,11.0,55.0,0,2,8,0,5,74.6,57.9,75.8,51.2,79.5,62.3,59.5,60.3950445259298,6,0,26,3,22,5,0,0,4,8,0,14,11.0,2.2,2.8,1.18,0,
dukejohnsonjr_cle_2016_14,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_14,cle_2016,9510,hb,cle,2016,14,1,4,1,1,87.5,21,0,24,1,0,1,24.0,120.0,1,1,8,0,2,69.4,66.3,73.5,60.309,81.8,43.3,72.3,60.0,21,0,21,1,13,6,0,0,2,5,0,24,24.0,6.0,6.0,1.62,2,
dukejohnsonjr_cle_2016_15,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_15,cle_2016,9510,hb,cle,2016,15,1,5,1,0,0.0,0,0,31,0,1,1,9.0,36.0,2,2,8,1,0,20.5,58.2,76.9,60.309,78.6,57.6,56.9,60.0,13,0,62,5,19,6,0,0,7,10,0,31,9.0,1.8,6.2,3.26,4,
dukejohnsonjr_cle_2016_16,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_16,cle_2016,9510,hb,cle,2016,16,1,7,2,1,78.6,22,0,28,0,1,2,19.0,90.5,1,1,8,0,2,72.3,79.0,75.6,60.309,83.5,90.8,67.0,60.3950445259298,22,0,21,2,17,7,0,0,2,9,0,28,19.0,2.71,4.0,1.24,4,
dukejohnsonjr_cle_2016_17,dukejohnsonjr,dukejohnsonjr_cle_2016,cle_2016_17,cle_2016,9510,hb,cle,2016,17,1,1,0,0,0.0,0,0,4,0,0,0,1.0,0.0,0,1,8,0,1,61.9,60.8,70.3,60.309,26.9,57.6,61.9,60.3950445259298,4,0,0,0,2,1,0,0,0,1,0,4,1.0,1.0,4.0,0.0,0,
dukejohnsonjr_cle_2017_2,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_2,cle_2017,9510,hb,cle,2017,2,1,4,0,1,76.2,16,0,21,0,2,0,7.0,50.0,1,1,8,0,2,70.6,78.8,80.4,60.309,83.9,92.9,56.8,60.3950445259298,16,0,59,3,27,4,0,0,5,7,0,21,7.0,1.75,5.3,2.19,1,
dukejohnsonjr_cle_2017_3,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_3,cle_2017,9510,hb,cle,2017,3,1,2,2,1,82.6,19,0,23,0,3,2,26.0,812.5,1,1,8,0,1,71.1,74.4,78.3,60.309,79.4,82.3,68.4,60.0,19,0,81,6,27,5,0,0,7,8,1,23,26.0,13.0,11.5,3.0,1,
dukejohnsonjr_cle_2017_4,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_4,cle_2017,9510,hb,cle,2017,4,1,4,1,0,0.0,0,0,13,0,3,1,11.0,84.6,0,2,8,0,2,73.1,66.3,77.0,60.309,73.4,76.9,55.2,60.0,9,0,47,9,21,5,0,0,9,13,1,13,11.0,2.75,3.3,2.24,1,
dukejohnsonjr_cle_2017_5,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_5,cle_2017,9510,hb,cle,2017,5,1,6,0,0,0.0,0,0,20,0,2,0,13.0,48.1,0,1,8,0,2,72.0,66.9,77.1,60.309,79.7,67.3,62.7,60.0,8,0,63,3,15,9,0,0,3,9,0,20,13.0,2.17,3.3,4.2,4,
dukejohnsonjr_cle_2017_6,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_6,cle_2017,9510,hb,cle,2017,6,1,5,1,1,37.5,15,0,40,0,0,1,29.0,72.5,2,3,8,0,1,72.0,72.4,75.4,60.309,71.1,64.2,73.9,60.0,15,0,-1,3,14,7,0,0,5,8,0,40,29.0,5.8,8.0,-0.07,4,
dukejohnsonjr_cle_2017_7,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_7,cle_2017,9510,hb,cle,2017,7,1,7,0,0,0.0,0,0,26,1,0,0,17.0,0.0,1,1,8,0,2,73.8,68.7,77.0,60.309,75.0,78.8,61.9,60.0,10,0,45,6,25,7,0,0,7,13,0,26,17.0,2.43,3.7,1.8,3,
dukejohnsonjr_cle_2017_8,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_8,cle_2017,9510,hb,cle,2017,8,1,6,1,0,0.0,0,0,33,0,1,1,22.0,73.3,0,1,8,0,1,71.8,65.8,75.9,60.309,75.7,60.8,66.7,60.0,7,0,10,4,14,6,0,0,5,10,0,33,22.0,3.67,5.5,0.71,4,
dukejohnsonjr_cle_2017_10,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_10,cle_2017,9510,hb,cle,2017,10,1,10,2,1,35.2,19,0,54,0,2,2,28.0,70.0,2,4,8,0,5,74.9,64.9,0.0,60.309,80.6,61.8,69.2,60.0,19,1,34,6,28,12,0,0,6,16,0,54,28.0,2.8,5.4,1.21,4,
dukejohnsonjr_cle_2017_11,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_11,cle_2017,9510,hb,cle,2017,11,1,2,1,0,0.0,0,0,10,2,1,1,12.0,200.0,0,0,8,1,1,17.2,56.2,77.9,60.309,76.3,65.3,47.2,60.0,7,0,56,4,20,4,0,0,6,6,0,10,12.0,6.0,5.0,2.8,1,
dukejohnsonjr_cle_2017_12,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_12,cle_2017,9510,hb,cle,2017,12,1,6,2,0,0.0,0,0,35,0,2,2,14.0,93.3,3,4,8,0,2,72.4,71.7,77.8,60.309,44.6,69.1,72.2,71.4,13,0,32,4,22,9,0,0,4,10,0,35,14.0,2.33,5.8,1.45,4,
dukejohnsonjr_cle_2017_13,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_13,cle_2017,9510,hb,cle,2017,13,1,7,2,0,0.0,0,0,2,0,2,2,13.0,82.5,0,1,8,0,2,73.3,61.8,77.4,60.309,80.9,65.4,57.4,58.8,4,0,10,2,15,10,0,0,4,9,0,2,13.0,1.86,0.3,0.67,4,
dukejohnsonjr_cle_2017_14,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_14,cle_2017,9510,hb,cle,2017,14,1,6,1,0,0.0,0,0,8,0,0,1,9.0,15.0,0,0,8,0,2,75.0,66.6,74.2,60.309,19.8,79.3,59.3,60.0,6,0,41,4,14,7,0,0,4,10,0,8,9.0,1.5,1.3,2.93,4,
dukejohnsonjr_cle_2017_15,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_15,cle_2017,9510,hb,cle,2017,15,1,7,1,0,0.0,0,0,23,0,1,1,9.0,21.4,1,2,8,1,3,21.6,61.3,78.3,60.309,75.9,62.2,57.8,59.0,12,0,40,5,21,10,0,0,7,12,1,23,9.0,1.29,3.3,1.9,4,
dukejohnsonjr_cle_2017_16,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_16,cle_2017,9510,hb,cle,2017,16,1,4,0,0,0.0,0,0,20,0,0,0,6.0,0.0,0,1,8,0,1,72.9,80.8,76.2,60.309,75.0,91.4,68.6,60.3950445259298,7,0,81,7,23,5,0,0,7,11,0,20,6.0,1.5,5.0,3.52,3,
dukejohnsonjr_cle_2017_17,dukejohnsonjr,dukejohnsonjr_cle_2017,cle_2017_17,cle_2017,9510,hb,cle,2017,17,1,6,1,0,0.0,0,0,20,0,3,1,5.0,27.8,1,3,8,1,1,21.4,63.0,74.9,60.309,22.7,66.3,68.1,60.3950445259298,10,0,75,6,16,6,0,0,6,12,1,20,5.0,0.83,3.3,4.69,4,
dukejohnsonjr_cle_2018_1,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_1,cle_2018,9510,hb,cle,2018,1,1,5,1,0,0.0,0,0,17,0,0,1,14.0,46.7,1,1,8,0,2,70.3,53.0,77.1,60.309,32.0,53.1,55.8,60.0,13,0,8,1,26,6,0,0,5,6,0,17,14.0,2.8,3.4,0.31,1,
dukejohnsonjr_cle_2018_2,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_2,cle_2018,9510,hb,cle,2018,2,1,3,0,0,0.0,0,0,3,0,2,0,3.0,40.0,0,0,8,0,3,69.0,56.5,74.2,60.309,77.6,62.1,51.5,60.0,3,0,7,2,14,5,0,0,2,5,0,3,3.0,1.0,1.0,0.5,0,
dukejohnsonjr_cle_2018_3,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_3,cle_2018,9510,hb,cle,2018,3,1,2,0,0,0.0,0,0,9,0,0,0,7.0,0.0,0,0,8,1,1,15.3,57.6,77.0,60.309,81.4,45.9,63.1,60.0,8,0,24,2,17,5,0,0,2,4,0,9,7.0,3.5,4.5,1.41,1,
dukejohnsonjr_cle_2018_4,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_4,cle_2018,9510,hb,cle,2018,4,1,2,0,0,0.0,0,0,11,1,1,0,10.0,83.3,0,0,8,0,0,71.1,67.6,75.0,60.309,77.5,63.7,69.2,60.3950445259298,8,0,45,4,21,4,0,0,6,6,0,11,10.0,5.0,5.5,2.14,1,
dukejohnsonjr_cle_2018_5,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_5,cle_2018,9510,hb,cle,2018,5,1,5,0,1,42.9,15,0,35,0,0,0,23.0,0.0,1,2,8,0,1,70.3,66.4,77.0,60.309,86.3,51.6,66.4,72.5,15,0,7,1,24,6,0,0,1,6,0,35,23.0,4.6,7.0,0.29,4,
dukejohnsonjr_cle_2018_6,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_6,cle_2018,9510,hb,cle,2018,6,1,2,2,1,63.9,23,0,36,0,3,2,39.0,1625.0,2,2,8,0,0,69.4,71.5,75.0,60.309,83.2,73.6,69.8,60.0,23,0,73,4,27,3,0,0,5,6,0,36,39.0,19.5,18.0,2.7,1,
dukejohnsonjr_cle_2018_7,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_7,cle_2018,9510,hb,cle,2018,7,1,1,0,0,0.0,0,0,-4,0,0,0,-1.0,0.0,0,0,8,0,0,70.0,66.0,78.5,60.309,77.3,70.6,56.9,60.2,-4,0,23,4,24,6,0,0,4,5,0,-4,-1.0,-1.0,-4.0,0.96,0,
dukejohnsonjr_cle_2018_8,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_8,cle_2018,9510,hb,cle,2018,8,1,2,0,0,14.464653372687351,0,0,0,0,0,0,5.0,0.0,0,0,8,0,0,67.8,54.6,74.4,60.309,0.0,68.7,52.1,60.3950445259298,3,0,16,2,18,2,0,0,3,4,0,0,5.0,2.5,0.0,0.89,2,
dukejohnsonjr_cle_2018_9,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_9,cle_2018,9510,hb,cle,2018,9,1,1,2,0,0.0,0,0,8,0,1,2,14.0,420.0,0,0,8,0,0,71.3,78.4,76.6,60.309,79.9,89.6,63.4,60.0,8,0,78,9,26,3,0,0,9,10,0,8,14.0,14.0,8.0,3.0,0,
dukejohnsonjr_cle_2018_10,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_10,cle_2018,9510,hb,cle,2018,10,1,3,1,0,0.0,0,0,15,0,0,1,12.0,57.1,0,0,8,0,1,71.1,71.4,74.7,60.309,77.3,78.2,63.9,58.3,9,0,31,4,8,7,0,0,4,7,0,15,12.0,4.0,5.0,3.88,1,
dukejohnsonjr_cle_2018_12,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_12,cle_2018,9510,hb,cle,2018,12,1,2,0,0,0.0,0,0,16,1,0,0,5.0,0.0,1,2,8,0,1,66.7,60.0,73.3,60.309,77.0,52.9,67.3,60.0,13,0,23,1,12,3,0,0,2,3,0,16,5.0,2.5,8.0,1.92,0,
dukejohnsonjr_cle_2018_14,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_14,cle_2018,9510,hb,cle,2018,14,1,2,2,0,0.0,0,0,-6,0,0,2,1.0,50.0,0,0,8,0,2,65.2,57.4,74.4,60.309,81.2,55.4,57.0,59.4,0,0,0,0,6,6,0,0,0,2,0,-6,1.0,0.5,-3.0,0.0,0,
dukejohnsonjr_cle_2018_15,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_15,cle_2018,9510,hb,cle,2018,15,1,4,2,1,53.6,15,0,28,1,0,2,21.0,131.3,1,1,8,0,3,71.1,63.5,76.9,60.309,82.1,59.6,65.1,60.0,15,0,25,4,18,5,0,0,5,8,0,28,21.0,5.25,7.0,1.39,1,
dukejohnsonjr_cle_2018_16,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_16,cle_2018,9510,hb,cle,2018,16,1,2,2,0,0.0,0,0,12,0,0,2,7.0,87.5,0,1,8,0,1,70.6,84.6,77.3,60.309,78.7,87.5,67.7,60.0,7,0,54,6,23,4,0,0,6,8,0,12,7.0,3.5,6.0,2.35,1,
dukejohnsonjr_cle_2018_17,dukejohnsonjr,dukejohnsonjr_cle_2018,cle_2018_17,cle_2018,9510,hb,cle,2018,17,1,4,0,0,0.0,0,0,21,0,1,0,5.0,25.0,0,0,8,0,3,70.3,56.9,78.4,60.309,54.2,54.8,60.3,60.3950445259298,8,0,3,1,23,5,0,0,4,5,0,21,5.0,1.25,5.3,0.13,0,
dukejohnsonjr_hou_2019_1,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_1,hou_2019,9510,hb,hou,2019,1,1,9,1,1,56.1,32,0,57,0,0,1,40.0,34.2,2,2,13,0,1,74.0,58.5,0.0,60.309,22.3,78.7,60.4,60.0,32,1,33,4,20,10,0,0,5,13,0,57,40.0,4.44,6.3,1.65,8,
dukejohnsonjr_hou_2019_2,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_2,hou_2019,9510,hb,hou,2019,2,1,6,1,1,61.3,19,0,31,0,0,1,17.0,47.2,1,0,13,0,2,70.6,64.0,74.7,60.309,75.3,52.1,67.5,60.0,19,0,0,0,16,7,0,0,1,6,0,31,17.0,2.83,5.2,0.0,4,
dukejohnsonjr_hou_2019_3,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_3,hou_2019,9510,hb,hou,2019,3,1,2,2,0,0.0,0,0,2,0,4,2,7.0,525.0,0,0,13,0,1,67.8,61.9,79.4,60.309,79.8,62.3,58.7,60.3950445259298,1,0,22,2,23,2,0,0,3,4,0,2,7.0,3.5,1.0,0.96,1,
dukejohnsonjr_hou_2019_4,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_4,hou_2019,9510,hb,hou,2019,4,1,6,3,1,71.4,40,0,56,0,0,3,46.0,287.5,1,2,13,0,2,71.6,69.9,77.8,60.309,79.4,57.0,78.0,59.1,40,0,22,2,25,11,0,0,4,8,0,56,46.0,7.67,9.3,0.88,4,
dukejohnsonjr_hou_2019_5,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_5,hou_2019,9510,hb,hou,2019,5,1,9,4,1,40.7,24,0,59,0,0,4,29.0,128.9,1,2,13,0,0,73.1,69.1,75.3,60.309,80.8,54.7,71.9,60.0,24,0,8,1,15,11,0,0,1,10,0,59,29.0,3.22,6.6,0.53,7,
dukejohnsonjr_hou_2019_6,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_6,hou_2019,9510,hb,hou,2019,6,1,5,2,1,44.1,15,0,34,0,0,2,28.0,160.0,1,2,13,0,4,70.9,67.2,77.2,60.309,49.0,61.1,71.6,60.3950445259298,15,0,20,2,20,5,0,0,4,7,0,34,28.0,5.6,6.8,1.0,0,
dukejohnsonjr_hou_2019_7,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_7,hou_2019,9510,hb,hou,2019,7,1,7,2,0,0.0,0,0,34,0,1,2,17.0,81.0,1,2,13,0,2,72.3,57.9,77.0,60.309,17.4,56.6,62.5,60.3950445259298,11,0,22,2,27,7,0,0,5,9,0,34,17.0,2.43,4.9,0.81,5,
dukejohnsonjr_hou_2019_8,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_8,hou_2019,9510,hb,hou,2019,8,1,3,0,0,0.0,0,0,1,0,0,0,5.0,0.0,0,0,13,0,0,71.1,64.3,77.3,60.309,69.2,65.8,62.5,60.3950445259298,4,0,33,4,26,4,0,0,5,7,0,1,5.0,1.67,0.3,1.27,3,
dukejohnsonjr_hou_2019_9,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_9,hou_2019,9510,hb,hou,2019,9,1,7,2,0,0.0,0,0,13,0,0,2,11.0,26.2,0,1,13,0,1,73.3,83.8,77.3,60.309,79.7,91.9,69.0,60.0,4,0,68,5,18,8,0,0,5,12,1,13,11.0,1.57,1.9,3.78,6,
dukejohnsonjr_hou_2019_11,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_11,hou_2019,9510,hb,hou,2019,11,1,6,4,1,42.5,17,0,40,0,0,4,35.0,291.7,2,2,13,0,1,71.6,74.8,78.5,60.309,83.2,52.3,89.3,60.3950445259298,17,0,4,2,23,6,0,0,2,8,0,40,35.0,5.83,6.7,0.17,5,
dukejohnsonjr_hou_2019_12,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_12,hou_2019,9510,hb,hou,2019,12,1,5,0,1,86.4,19,0,22,0,1,0,23.0,76.7,1,2,13,0,1,70.3,63.7,77.2,60.309,63.6519979079498,57.2,67.9,60.3950445259298,19,0,8,1,24,5,0,0,1,6,0,22,23.0,4.6,4.4,0.33,4,
dukejohnsonjr_hou_2019_13,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_13,hou_2019,9510,hb,hou,2019,13,1,9,1,0,0.0,0,0,36,0,1,1,30.0,47.6,1,1,13,0,0,74.7,73.1,77.2,60.309,73.1,88.1,61.4,60.0,13,0,54,5,21,13,0,0,6,14,0,36,30.0,3.33,4.0,2.57,9,
dukejohnsonjr_hou_2019_14,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_14,hou_2019,9510,hb,hou,2019,14,1,1,0,0,0.0,0,0,5,1,1,0,2.0,28.6,0,0,13,0,0,69.8,56.4,78.3,60.309,75.4,48.4,62.8,60.0,5,0,40,6,34,2,0,0,8,7,0,5,2.0,2.0,5.0,1.18,1,
dukejohnsonjr_hou_2019_15,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_15,hou_2019,9510,hb,hou,2019,15,1,2,0,0,0.0,0,0,4,0,0,0,3.0,0.0,0,0,13,0,0,67.8,56.0,74.4,60.309,73.4,58.8,53.7,60.3950445259298,3,0,19,2,18,2,0,0,3,4,0,4,3.0,1.5,2.0,1.06,2,
dukejohnsonjr_hou_2019_16,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_16,hou_2019,9510,hb,hou,2019,16,1,2,0,0,0.0,0,0,4,0,1,0,-1.0,-16.7,0,0,13,1,1,14.3,50.4,77.0,60.309,50.6,57.4,39.6,81.6,6,0,12,1,23,3,0,0,3,3,0,4,-1.0,-0.5,2.0,0.52,1,
dukejohnsonjr_hou_2019_17,dukejohnsonjr,dukejohnsonjr_hou_2019,hou_2019_17,hou_2019,9510,hb,hou,2019,17,1,4,1,0,0.0,0,0,12,0,1,1,10.0,55.6,0,1,13,0,0,71.6,77.4,75.4,60.309,80.6,90.0,64.7,60.3950445259298,8,0,45,5,13,4,0,0,6,9,1,12,10.0,2.5,3.0,3.46,4,
dukejohnsonjr_hou_2020_1,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_1,hou_2020,9510,hb,hou,2020,1,1,5,1,0,0.0,0,0,14,0,0,1,9.0,36.0,0,1,13,0,2,69.7,57.9,71.9,60.309,82.3,54.7,57.0,60.3950445259298,7,0,0,0,5,5,0,0,1,5,0,14,9.0,1.8,2.8,0.0,3,
dukejohnsonjr_hou_2020_4,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_4,hou_2020,9510,hb,hou,2020,4,1,5,2,0,0.0,0,0,24,0,0,2,15.0,75.0,0,0,13,0,1,71.4,64.3,74.1,60.309,79.6,64.1,62.0,60.0,8,0,21,3,15,6,0,0,4,8,0,24,15.0,3.0,4.8,1.4,3,
dukejohnsonjr_hou_2020_5,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_5,hou_2020,9510,hb,hou,2020,5,1,3,0,0,0.0,0,0,8,0,1,0,3.0,25.0,0,0,13,0,0,68.2,56.7,74.9,60.309,76.0,63.5,52.7,60.3950445259298,3,0,11,1,10,3,0,0,1,4,0,8,3.0,1.0,2.7,1.1,3,
dukejohnsonjr_hou_2020_6,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_6,hou_2020,9510,hb,hou,2020,6,1,4,1,0,0.0,0,0,9,1,0,1,12.0,60.0,1,0,13,0,2,71.1,56.6,76.8,60.309,63.6519979079498,39.0,68.8,60.0,10,0,2,1,10,8,0,0,2,5,0,9,12.0,3.0,2.3,0.2,2,
dukejohnsonjr_hou_2020_7,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_7,hou_2020,9510,hb,hou,2020,7,1,1,0,0,0.0,0,0,-1,0,2,0,1.0,33.3,0,0,13,1,1,17.3,52.5,74.8,60.309,76.7,46.1,58.9,60.1,-1,0,43,5,14,3,0,0,5,6,0,-1,1.0,1.0,-1.0,3.07,0,
dukejohnsonjr_hou_2020_9,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_9,hou_2020,9510,hb,hou,2020,9,1,16,3,0,0.0,0,0,41,0,2,3,44.0,68.8,0,3,13,1,1,25.6,65.0,78.9,60.309,28.1,72.6,61.0,72.4,8,0,32,4,25,17,0,0,4,20,1,41,44.0,2.75,2.6,1.28,15,
dukejohnsonjr_hou_2020_10,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_10,hou_2020,9510,hb,hou,2020,10,1,14,3,1,42.6,23,0,54,0,0,3,32.0,49.0,2,4,13,0,4,75.8,65.6,79.9,60.309,28.2,50.2,72.9,59.8,23,0,0,0,25,21,0,0,1,14,0,54,32.0,2.29,3.9,0.0,10,
dukejohnsonjr_hou_2020_11,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_11,hou_2020,9510,hb,hou,2020,11,1,10,0,0,0.0,0,0,15,0,2,0,16.0,24.6,0,0,13,0,1,74.6,51.5,78.9,60.309,55.6,60.2,46.6,60.3950445259298,3,0,20,3,31,11,0,0,5,13,0,15,16.0,1.6,1.5,0.65,9,
dukejohnsonjr_hou_2020_12,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_12,hou_2020,9510,hb,hou,2020,12,1,9,0,0,0.0,0,0,37,0,0,0,13.0,0.0,0,1,13,0,4,74.2,78.9,78.5,60.309,60.9,79.6,75.1,60.0,8,0,43,3,22,11,0,0,3,12,0,37,13.0,1.44,4.1,1.95,5,
dukejohnsonjr_hou_2020_13,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_13,hou_2020,9510,hb,hou,2020,13,1,2,0,0,0.0,0,0,8,0,0,0,4.0,0.0,0,0,13,0,1,70.6,60.9,76.5,60.309,31.1,72.0,53.7,59.7,4,0,24,6,27,4,0,0,6,8,0,8,4.0,2.0,4.0,0.89,1,
dukejohnsonjr_hou_2020_14,dukejohnsonjr,dukejohnsonjr_hou_2020,hou_2020_14,hou_2020,9510,hb,hou,2020,14,1,8,2,0,0.0,0,0,26,0,1,2,24.0,90.0,1,2,13,1,3,20.6,54.0,77.1,60.309,76.1,73.1,40.6,60.3950445259298,10,0,53,2,20,8,0,0,2,10,0,26,24.0,3.0,3.3,2.65,5,
dukejohnsonjr_mia_2021_11,dukejohnsonjr,dukejohnsonjr_mia_2021,mia_2021_11,mia_2021,9510,hb,mia,2021,11,1,4,0,0,0.0,0,0,18,0,0,0,11.0,0.0,0,0,17,0,0,68.6,67.2,69.4,60.309,76.7,59.9,65.1,60.3950445259298,6,0,0,0,1,4,0,0,0,4,0,18,11.0,2.75,4.5,0.0,4,
dukejohnsonjr_mia_2021_15,dukejohnsonjr,dukejohnsonjr_mia_2021,mia_2021_15,mia_2021,9510,hb,mia,2021,15,1,22,8,0,0.0,0,0,107,0,2,8,81.0,160.1,4,9,17,0,21,78.1,80.8,76.2,60.309,80.8,70.6,76.7,60.0,12,0,20,1,9,28,0,0,1,23,2,107,81.0,3.68,4.9,2.22,1,
dukejohnsonjr_mia_2021_16,dukejohnsonjr,dukejohnsonjr_mia_2021,mia_2021_16,mia_2021,9510,hb,mia,2021,16,1,13,1,0,0.0,0,0,39,0,0,1,26.0,15.4,1,1,17,0,10,75.5,57.8,73.5,60.309,70.4,54.2,58.5,60.3950445259298,10,0,0,0,6,15,0,0,0,13,0,39,26.0,2.0,3.0,0.0,3,
dukejohnsonjr_mia_2021_17,dukejohnsonjr,dukejohnsonjr_mia_2021,mia_2021_17,mia_2021,9510,hb,mia,2021,17,1,7,2,1,32.7,16,0,49,1,0,2,28.0,88.9,3,3,17,0,6,72.3,60.7,77.1,60.309,77.4,41.6,67.2,60.0,16,0,16,2,24,8,0,0,3,9,0,49,28.0,4.0,7.0,0.67,1,
