p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,rush_summary_player_game_count,rush_summary_attempts,rush_summary_avoided_tackles,rush_summary_breakaway_attempts,rush_summary_breakaway_percent,rush_summary_breakaway_yards,rush_summary_declined_penalties,rush_summary_designed_yards,rush_summary_drops,rush_summary_elu_recv_mtf,rush_summary_elu_rush_mtf,rush_summary_elu_yco,rush_summary_elusive_rating,rush_summary_explosive,rush_summary_first_downs,rush_summary_franchise_id,rush_summary_fumbles,rush_summary_gap_attempts,rush_summary_grades_hands_fumble,rush_summary_grades_offense,rush_summary_grades_offense_penalty,rush_summary_grades_pass,rush_summary_grades_pass_block,rush_summary_grades_pass_route,rush_summary_grades_run,rush_summary_grades_run_block,rush_summary_longest,rush_summary_penalties,rush_summary_rec_yards,rush_summary_receptions,rush_summary_routes,rush_summary_run_plays,rush_summary_scramble_yards,rush_summary_scrambles,rush_summary_targets,rush_summary_total_touches,rush_summary_touchdowns,rush_summary_yards,rush_summary_yards_after_contact,rush_summary_yco_attempt,rush_summary_ypa,rush_summary_yprr,rush_summary_zone_attempts,rush_summary_unique_team_id
aaronjones_gb_2017_4,aaronjones,aaronjones_gb_2017,gb_2017_4,gb_2017,11937,hb,gb,2017,4,1,13,2,0,0.0,0,0,49,0,0,2,26.0,30.8,1,3,12,0,6,74.7,60.6,75.1,60.309,79.9,52.6,61.4,60.0,11,0,0,0,11,14,0,0,0,13,1,49,26.0,2.0,3.8,0.0,7,
aaronjones_gb_2017_5,aaronjones,aaronjones_gb_2017,gb_2017_5,gb_2017,11937,hb,gb,2017,5,1,19,5,2,29.6,37,0,125,0,0,5,54.0,71.1,5,7,12,0,10,77.0,76.6,77.5,60.309,83.0,59.5,78.0,60.3950445259298,22,0,9,1,26,19,0,0,1,20,1,125,54.0,2.84,6.6,0.35,9,
aaronjones_gb_2017_6,aaronjones,aaronjones_gb_2017,gb_2017_6,gb_2017,11937,hb,gb,2017,6,1,13,1,0,0.0,0,0,41,0,0,1,24.0,13.2,0,1,12,0,2,74.9,58.0,76.1,60.309,25.7,52.2,62.4,60.3950445259298,9,0,1,1,27,13,0,0,2,14,0,41,24.0,1.85,3.2,0.04,11,
aaronjones_gb_2017_7,aaronjones,aaronjones_gb_2017,gb_2017_7,gb_2017,11937,hb,gb,2017,7,1,17,2,3,62.6,82,0,131,0,0,2,62.0,36.5,3,5,12,0,8,76.7,80.0,77.1,60.309,86.8,58.6,80.0,60.0,46,0,7,3,14,18,0,0,4,20,1,131,62.0,3.65,7.7,0.5,9,
aaronjones_gb_2017_9,aaronjones,aaronjones_gb_2017,gb_2017_9,gb_2017,11937,hb,gb,2017,9,1,5,0,0,0.0,0,0,12,0,0,0,11.0,0.0,0,1,12,0,1,70.9,56.1,72.4,60.309,17.0,60.8,58.9,60.0,4,0,-1,2,10,8,0,0,4,7,0,12,11.0,2.2,2.4,-0.1,4,
aaronjones_gb_2017_10,aaronjones,aaronjones_gb_2017,gb_2017_10,gb_2017,11937,hb,gb,2017,10,1,3,1,0,0.0,0,0,12,0,0,1,5.0,41.7,0,0,12,0,2,68.2,67.5,68.5,60.309,63.6519979079498,59.8,67.0,60.3950445259298,6,0,0,1,3,3,0,0,1,4,0,12,5.0,1.67,4.0,0.0,1,
aaronjones_gb_2017_13,aaronjones,aaronjones_gb_2017,gb_2017_13,gb_2017,11937,hb,gb,2017,13,1,1,0,1,100.0,20,0,20,0,0,0,0.0,0.0,1,1,12,0,1,61.9,92.7,66.4,60.309,63.6519979079498,59.9,81.2,60.3950445259298,20,0,0,0,1,1,0,0,0,1,1,20,0.0,0.0,20.0,0.0,0,
aaronjones_gb_2017_14,aaronjones,aaronjones_gb_2017,gb_2017_14,gb_2017,11937,hb,gb,2017,14,1,4,0,0,0.0,0,0,-2,0,0,0,5.0,0.0,0,0,12,0,1,68.6,47.6,70.2,60.309,18.0,59.7,54.4,60.0,1,0,0,0,1,5,0,0,0,4,0,-2,5.0,1.25,-0.5,0.0,3,
aaronjones_gb_2017_15,aaronjones,aaronjones_gb_2017,gb_2017_15,gb_2017,11937,hb,gb,2017,15,1,3,2,2,91.5,43,0,47,0,0,2,39.0,650.0,2,2,12,0,0,68.2,72.4,76.8,60.309,31.9,71.0,75.3,60.3950445259298,23,0,6,1,16,3,0,0,1,4,0,47,39.0,13.0,15.7,0.38,3,
aaronjones_gb_2017_16,aaronjones,aaronjones_gb_2017,gb_2017_16,gb_2017,11937,hb,gb,2017,16,1,3,0,0,0.0,0,0,13,0,0,0,7.0,0.0,0,0,12,0,1,67.2,70.0,66.3,60.309,25.3,61.47548293391431,69.5,60.3950445259298,6,0,0,0,0,3,0,0,0,3,0,13,7.0,2.33,4.3,1.2435787097713702,1,
aaronjones_gb_2018_3,aaronjones,aaronjones_gb_2018,gb_2018_3,gb_2018,11937,hb,gb,2018,3,1,6,2,1,40.5,17,0,42,0,0,2,22.0,104.8,2,3,12,0,3,71.1,70.8,72.7,60.309,72.7,58.7,71.9,60.3950445259298,17,0,5,1,9,6,0,0,1,7,0,42,22.0,3.67,7.0,0.56,3,
aaronjones_gb_2018_4,aaronjones,aaronjones_gb_2018,gb_2018_4,gb_2018,11937,hb,gb,2018,4,1,11,6,1,46.2,30,0,65,0,2,6,37.0,224.2,2,4,12,0,4,74.1,80.9,74.1,60.309,79.4,70.1,79.4,60.3950445259298,30,0,17,1,15,11,0,0,1,12,1,65,37.0,3.36,5.9,1.13,7,
aaronjones_gb_2018_5,aaronjones,aaronjones_gb_2018,gb_2018_5,gb_2018,11937,hb,gb,2018,5,1,7,1,1,45.0,18,0,40,0,0,1,20.0,31.7,1,2,12,0,4,72.3,71.0,74.8,60.309,68.5,74.8,68.2,60.3950445259298,18,0,19,2,14,7,0,0,3,9,0,40,20.0,2.86,5.7,1.36,2,
aaronjones_gb_2018_6,aaronjones,aaronjones_gb_2018,gb_2018_6,gb_2018,11937,hb,gb,2018,6,1,8,0,1,39.0,16,0,41,1,0,0,15.0,0.0,2,3,12,0,5,72.1,55.6,71.0,60.309,63.6519979079498,28.2,64.9,60.0,16,0,0,0,10,9,0,0,1,8,0,41,15.0,1.88,5.1,0.0,3,
aaronjones_gb_2018_8,aaronjones,aaronjones_gb_2018,gb_2018_8,gb_2018,11937,hb,gb,2018,8,1,12,2,1,38.4,33,0,86,0,0,2,55.0,65.5,3,4,12,0,2,74.8,64.0,76.5,60.309,78.6,57.1,64.3,60.3950445259298,33,0,0,2,17,12,0,0,2,14,1,86,55.0,4.58,7.2,0.0,7,
aaronjones_gb_2018_9,aaronjones,aaronjones_gb_2018,gb_2018_9,gb_2018,11937,hb,gb,2018,9,1,14,3,0,0.0,0,0,75,0,0,3,35.0,46.9,2,4,12,1,5,24.2,71.3,77.1,60.309,84.5,60.7,71.2,60.3950445259298,13,0,10,2,22,15,0,0,3,16,0,75,35.0,2.5,5.4,0.45,8,
aaronjones_gb_2018_10,aaronjones,aaronjones_gb_2018,gb_2018_10,gb_2018,11937,hb,gb,2018,10,1,15,0,2,56.6,82,0,145,1,2,0,43.0,31.9,6,8,12,0,7,76.1,70.3,0.0,60.309,58.4,49.6,82.7,60.3950445259298,67,1,27,3,22,15,0,0,5,18,2,145,43.0,2.87,9.7,1.23,7,
aaronjones_gb_2018_11,aaronjones,aaronjones_gb_2018,gb_2018_11,gb_2018,11937,hb,gb,2018,11,1,11,2,0,0.0,0,0,40,0,2,2,23.0,52.3,0,2,12,0,3,75.5,76.0,76.7,60.309,82.7,80.2,72.8,60.3950445259298,8,0,63,5,28,12,0,0,6,16,1,40,23.0,2.09,3.6,2.25,8,
aaronjones_gb_2018_12,aaronjones,aaronjones_gb_2018,gb_2018_12,gb_2018,11937,hb,gb,2018,12,1,17,2,0,0.0,0,0,72,0,0,2,44.0,25.9,1,5,12,0,3,76.7,63.5,75.2,60.309,78.2,65.0,61.7,60.0,11,0,21,3,18,18,0,0,3,20,1,72,44.0,2.59,4.2,1.17,13,
aaronjones_gb_2018_13,aaronjones,aaronjones_gb_2018,gb_2018_13,gb_2018,11937,hb,gb,2018,13,1,11,4,0,0.0,0,0,36,0,0,4,33.0,80.0,1,2,12,0,2,74.9,66.5,79.3,60.309,75.0,56.7,70.3,60.3950445259298,13,0,16,4,26,11,0,0,4,15,1,36,33.0,3.0,3.3,0.62,9,
aaronjones_gb_2018_14,aaronjones,aaronjones_gb_2018,gb_2018_14,gb_2018,11937,hb,gb,2018,14,1,17,3,1,37.2,29,0,78,0,1,3,57.0,67.1,2,4,12,0,6,76.7,70.9,0.0,60.309,79.7,69.7,71.9,60.3950445259298,29,1,28,3,20,17,0,0,3,20,1,78,57.0,3.35,4.6,1.4,11,
aaronjones_gb_2018_15,aaronjones,aaronjones_gb_2018,gb_2018_15,gb_2018,11937,hb,gb,2018,15,1,4,1,0,0.0,0,0,8,0,0,1,11.0,68.8,0,0,12,0,1,68.6,53.2,70.6,60.309,63.6519979079498,57.4,54.8,60.3950445259298,3,0,0,0,3,4,0,0,0,4,0,8,11.0,2.75,2.0,0.0,3,
aaronjones_gb_2019_1,aaronjones,aaronjones_gb_2019,gb_2019_1,gb_2019,11937,hb,gb,2019,1,1,13,4,0,0.0,0,0,39,0,0,4,31.0,68.1,0,1,12,0,0,74.9,58.6,74.4,60.309,82.3,54.3,58.0,60.0,9,0,0,1,14,15,0,0,1,14,0,39,31.0,2.38,3.0,0.0,13,
aaronjones_gb_2019_2,aaronjones,aaronjones_gb_2019,gb_2019_2,gb_2019,11937,hb,gb,2019,2,1,22,3,1,13.6,15,0,110,0,0,3,49.0,24.7,3,5,12,0,3,78.4,69.5,77.4,60.309,81.9,68.8,66.0,60.3950445259298,15,0,40,5,16,22,0,0,7,27,1,110,49.0,2.23,5.0,2.5,19,
aaronjones_gb_2019_3,aaronjones,aaronjones_gb_2019,gb_2019_3,gb_2019,11937,hb,gb,2019,3,1,10,1,0,0.0,0,0,19,0,0,1,13.0,11.8,0,4,12,0,1,74.1,58.3,72.2,60.309,74.4,59.2,58.0,60.3950445259298,7,0,4,1,9,11,0,0,1,11,2,19,13.0,1.3,1.9,0.44,9,
aaronjones_gb_2019_4,aaronjones,aaronjones_gb_2019,gb_2019_4,gb_2019,11937,hb,gb,2019,4,1,13,4,0,0.0,0,0,21,1,3,4,37.0,104.9,0,1,12,0,3,76.2,62.4,79.1,60.309,85.1,56.9,63.0,60.0,7,0,37,6,39,14,0,0,7,19,1,21,37.0,2.85,1.6,0.95,10,
aaronjones_gb_2019_5,aaronjones,aaronjones_gb_2019,gb_2019_5,gb_2019,11937,hb,gb,2019,5,1,19,6,4,59.8,64,0,107,0,2,6,64.0,103.6,6,10,12,0,3,77.9,88.3,77.4,60.309,82.8,90.3,83.8,44.5,18,0,75,7,19,22,0,0,8,26,4,107,64.0,3.37,5.6,3.95,16,
aaronjones_gb_2019_6,aaronjones,aaronjones_gb_2019,gb_2019_6,gb_2019,11937,hb,gb,2019,6,1,11,0,0,0.0,0,0,47,1,0,0,26.0,0.0,0,0,12,1,3,23.1,45.0,78.2,60.309,63.6519979079498,46.9,45.7,60.0,9,0,13,4,21,13,0,0,6,15,0,47,26.0,2.36,4.3,0.62,8,
aaronjones_gb_2019_7,aaronjones,aaronjones_gb_2019,gb_2019_7,gb_2019,11937,hb,gb,2019,7,1,12,2,1,30.0,15,0,50,0,0,2,45.0,46.9,1,4,12,0,2,75.5,76.5,77.5,60.309,79.0,71.4,71.9,85.0,15,0,33,4,16,12,0,0,4,16,0,50,45.0,3.75,4.2,2.06,10,
aaronjones_gb_2019_8,aaronjones,aaronjones_gb_2019,gb_2019_8,gb_2019,11937,hb,gb,2019,8,1,13,3,0,0.0,0,0,67,0,0,3,41.0,47.3,0,2,12,0,4,76.5,94.7,78.2,60.309,63.5,96.6,79.3,60.5,9,0,159,7,17,20,0,0,8,20,0,67,41.0,3.15,5.2,9.35,9,
aaronjones_gb_2019_9,aaronjones,aaronjones_gb_2019,gb_2019_9,gb_2019,11937,hb,gb,2019,9,1,8,2,0,0.0,0,0,30,0,1,2,26.0,108.3,0,1,12,0,3,72.5,65.6,77.0,60.309,15.0,52.8,74.5,60.3950445259298,7,0,-1,1,19,8,0,0,2,9,0,30,26.0,3.25,3.8,-0.05,5,
aaronjones_gb_2019_10,aaronjones,aaronjones_gb_2019,gb_2019_10,gb_2019,11937,hb,gb,2019,10,1,13,5,1,30.1,28,0,93,0,0,5,64.0,189.3,3,5,12,0,7,74.9,77.2,74.6,60.309,25.8,71.3,77.2,60.3950445259298,28,0,0,0,13,13,0,0,0,13,3,93,64.0,4.92,7.2,0.0,6,
aaronjones_gb_2019_12,aaronjones,aaronjones_gb_2019,gb_2019_12,gb_2019,11937,hb,gb,2019,12,1,13,1,0,0.0,0,0,38,0,0,1,33.0,19.5,1,2,12,0,2,75.5,59.2,79.0,60.309,77.3,50.8,61.1,60.0,11,0,0,0,17,16,0,0,1,13,0,38,33.0,2.54,2.9,0.0,11,
aaronjones_gb_2019_13,aaronjones,aaronjones_gb_2019,gb_2019_13,gb_2019,11937,hb,gb,2019,13,1,11,1,0,0.0,0,0,18,1,1,1,20.0,24.2,0,0,12,0,2,75.2,55.5,75.2,60.309,32.0,48.9,60.9,60.3950445259298,9,0,13,4,17,12,0,0,6,15,0,18,20.0,1.82,1.6,0.76,9,
aaronjones_gb_2019_14,aaronjones,aaronjones_gb_2019,gb_2019_14,gb_2019,11937,hb,gb,2019,14,1,16,4,3,60.4,81,0,134,0,0,4,87.0,98.9,5,7,12,0,2,76.9,90.3,75.2,60.309,76.4,91.8,82.1,60.3950445259298,42,0,58,6,17,16,0,0,7,22,1,134,87.0,5.44,8.4,3.41,14,
aaronjones_gb_2019_15,aaronjones,aaronjones_gb_2019,gb_2019_15,gb_2019,11937,hb,gb,2019,15,1,13,3,1,41.2,21,0,51,0,0,3,45.0,79.9,1,2,12,0,5,75.1,55.0,75.8,60.309,18.0,51.0,63.0,60.3950445259298,21,0,0,0,15,14,0,0,0,13,2,51,45.0,3.46,3.9,0.0,8,
aaronjones_gb_2019_16,aaronjones,aaronjones_gb_2019,gb_2019_16,gb_2019,11937,hb,gb,2019,16,1,23,0,2,46.1,71,0,154,1,0,0,97.0,0.0,3,6,12,1,5,27.1,58.6,77.0,60.309,81.1,29.1,68.0,60.3950445259298,56,0,6,2,25,23,0,0,3,25,2,154,97.0,4.22,6.7,0.24,18,
aaronjones_gb_2019_17,aaronjones,aaronjones_gb_2019,gb_2019_17,gb_2019,11937,hb,gb,2019,17,1,25,5,0,0.0,0,0,100,0,1,5,72.0,64.0,2,5,12,0,8,78.8,71.3,79.3,60.309,79.3,74.0,66.6,60.0,14,0,43,2,35,26,0,0,6,27,0,100,72.0,2.88,4.0,1.23,17,
aaronjones_gb_2020_1,aaronjones,aaronjones_gb_2020,gb_2020_1,gb_2020,11937,hb,gb,2020,1,1,16,3,1,22.7,15,0,66,0,2,3,38.0,59.4,1,4,12,1,2,25.6,56.7,75.9,60.309,79.5,64.2,53.8,60.0,15,0,10,4,19,20,0,0,6,20,1,66,38.0,2.38,4.1,0.53,14,
aaronjones_gb_2020_2,aaronjones,aaronjones_gb_2020,gb_2020_2,gb_2020,11937,hb,gb,2020,2,1,18,3,1,44.6,75,0,168,1,0,3,116.0,87.9,4,5,12,0,7,77.2,80.2,76.0,60.309,29.6,81.6,73.2,60.3950445259298,75,0,68,4,13,18,0,0,8,22,2,168,116.0,6.44,9.3,5.23,11,
aaronjones_gb_2020_3,aaronjones,aaronjones_gb_2020,gb_2020_3,gb_2020,11937,hb,gb,2020,3,1,16,1,1,27.5,19,0,69,0,0,1,36.0,12.5,2,4,12,0,3,76.2,57.7,76.4,60.309,30.5,61.7,58.9,60.0,19,0,17,2,19,18,0,0,3,18,1,69,36.0,2.25,4.3,0.89,13,
aaronjones_gb_2020_4,aaronjones,aaronjones_gb_2020,gb_2020_4,gb_2020,11937,hb,gb,2020,4,1,15,5,1,32.4,23,0,71,0,0,5,49.0,81.7,3,4,12,0,3,76.5,73.7,78.0,60.309,77.3,84.5,68.1,33.1,23,0,40,5,15,16,0,0,5,20,0,71,49.0,3.27,4.7,2.67,12,
aaronjones_gb_2020_6,aaronjones,aaronjones_gb_2020,gb_2020_6,gb_2020,11937,hb,gb,2020,6,1,10,1,0,0.0,0,0,15,0,3,1,14.0,43.1,0,1,12,0,1,74.2,51.9,78.5,60.309,31.7,56.4,53.3,59.9,7,0,26,3,19,13,0,0,5,13,1,15,14.0,1.4,1.5,1.37,9,
aaronjones_gb_2020_9,aaronjones,aaronjones_gb_2020,gb_2020_9,gb_2020,11937,hb,gb,2020,9,1,15,3,0,0.0,0,0,58,0,2,3,41.0,68.3,2,3,12,0,8,76.5,62.5,74.9,60.309,23.1,64.6,63.2,60.0,11,0,21,5,20,16,0,0,5,20,0,58,41.0,2.73,3.9,1.05,7,
aaronjones_gb_2020_10,aaronjones,aaronjones_gb_2020,gb_2020_10,gb_2020,11937,hb,gb,2020,10,1,13,1,1,43.5,20,0,46,1,2,1,28.0,35.9,1,1,12,1,6,28.1,52.8,79.9,60.309,35.2,58.6,53.0,60.0,20,0,49,5,19,15,0,0,6,18,0,46,28.0,2.15,3.5,2.58,7,
aaronjones_gb_2020_11,aaronjones,aaronjones_gb_2020,gb_2020_11,gb_2020,11937,hb,gb,2020,11,1,10,1,1,36.6,15,0,41,0,1,1,19.0,27.1,1,3,12,0,1,74.9,75.0,75.2,60.309,66.3,77.5,71.5,60.0,15,0,30,4,17,12,0,0,4,14,1,41,19.0,1.9,4.1,1.76,9,
aaronjones_gb_2020_12,aaronjones,aaronjones_gb_2020,gb_2020_12,gb_2020,11937,hb,gb,2020,12,1,17,4,1,17.8,16,0,90,0,0,4,53.0,69.3,3,7,12,0,7,76.7,75.9,75.6,60.309,81.0,54.4,78.3,60.3950445259298,16,0,0,1,15,18,0,0,1,18,0,90,53.0,3.12,5.3,0.0,10,
aaronjones_gb_2020_13,aaronjones,aaronjones_gb_2020,gb_2020_13,gb_2020,11937,hb,gb,2020,13,1,15,8,1,59.2,77,0,130,0,0,8,120.0,355.6,1,5,12,0,5,76.1,89.1,75.8,60.309,75.2,72.0,89.6,60.0,77,0,18,3,21,17,0,0,3,18,1,130,120.0,8.0,8.7,0.86,10,
aaronjones_gb_2020_14,aaronjones,aaronjones_gb_2020,gb_2020_14,gb_2020,11937,hb,gb,2020,14,1,15,4,0,0.0,0,0,69,0,0,4,46.0,72.2,1,4,12,0,4,76.2,68.0,78.0,60.309,76.9,52.1,71.5,60.0,11,0,6,2,27,18,0,0,3,17,0,69,46.0,3.07,4.6,0.22,11,
aaronjones_gb_2020_15,aaronjones,aaronjones_gb_2020,gb_2020_15,gb_2020,11937,hb,gb,2020,15,1,20,2,1,31.7,46,0,145,1,1,2,52.0,33.9,3,6,12,0,9,77.6,74.9,79.7,60.309,85.9,56.5,76.2,60.0,46,0,13,3,25,22,0,0,4,23,1,145,52.0,2.6,7.3,0.52,11,
aaronjones_gb_2020_16,aaronjones,aaronjones_gb_2020,gb_2020_16,gb_2020,11937,hb,gb,2020,16,1,10,1,1,62.8,59,0,94,0,0,1,71.0,59.2,3,3,12,0,1,74.4,62.9,73.6,60.309,7.3,58.5,69.3,60.0,59,0,14,2,9,12,0,0,3,12,0,94,71.0,7.1,9.4,1.56,9,
aaronjones_gb_2020_17,aaronjones,aaronjones_gb_2020,gb_2020_17,gb_2020,11937,hb,gb,2020,17,1,11,1,0,0.0,0,0,42,0,3,1,29.0,70.3,1,2,12,0,3,74.9,68.9,79.9,60.309,22.8,82.1,58.4,60.0,10,0,43,4,15,13,0,0,5,15,1,42,29.0,2.64,3.8,2.87,8,
aaronjones_gb_2021_1,aaronjones,aaronjones_gb_2021,gb_2021_1,gb_2021,11937,hb,gb,2021,1,1,5,0,0,0.0,0,0,9,0,0,0,5.0,0.0,0,0,12,0,1,71.4,51.5,76.6,60.309,81.0,57.3,46.1,60.3950445259298,3,0,13,2,14,5,0,0,2,7,0,9,5.0,1.0,1.8,0.93,4,
aaronjones_gb_2021_2,aaronjones,aaronjones_gb_2021,gb_2021_2,gb_2021,11937,hb,gb,2021,2,1,17,2,0,0.0,0,0,67,0,0,2,40.0,20.5,0,5,12,0,5,77.8,88.1,83.6,60.309,77.5,92.1,74.1,60.0,9,0,48,6,20,21,0,0,6,23,1,67,40.0,2.35,3.9,2.4,11,
aaronjones_gb_2021_3,aaronjones,aaronjones_gb_2021,gb_2021_3,gb_2021,11937,hb,gb,2021,3,1,19,5,0,0.0,0,0,82,0,0,5,48.0,60.2,3,4,12,1,5,25.7,55.9,80.3,60.309,80.3,34.0,65.4,60.3950445259298,12,0,14,2,20,19,0,0,2,21,1,82,48.0,2.53,4.3,0.7,13,
aaronjones_gb_2021_4,aaronjones,aaronjones_gb_2021,gb_2021_4,gb_2021,11937,hb,gb,2021,4,1,15,2,1,31.3,15,0,48,0,0,2,33.0,24.4,1,3,12,1,2,25.0,74.3,80.4,60.309,82.3,82.8,63.1,60.0,15,0,51,3,25,16,0,0,4,18,0,48,33.0,2.2,3.2,2.04,13,
aaronjones_gb_2021_5,aaronjones,aaronjones_gb_2021,gb_2021_5,gb_2021,11937,hb,gb,2021,5,1,14,7,1,55.3,57,0,103,0,0,7,89.0,247.2,3,3,12,0,3,76.0,70.8,80.3,60.309,73.0,56.6,75.1,60.3950445259298,57,0,6,4,29,14,0,0,5,18,0,103,89.0,6.36,7.4,0.21,11,
aaronjones_gb_2021_6,aaronjones,aaronjones_gb_2021,gb_2021_6,gb_2021,11937,hb,gb,2021,6,1,13,3,1,36.8,28,0,76,0,1,3,38.0,68.8,1,3,12,0,5,75.6,86.4,75.5,60.309,74.2,82.2,81.4,60.0,28,0,34,4,18,14,0,0,4,17,0,76,38.0,2.92,5.8,1.89,8,
aaronjones_gb_2021_7,aaronjones,aaronjones_gb_2021,gb_2021_7,gb_2021,11937,hb,gb,2021,7,1,6,1,0,0.0,0,0,19,0,0,1,15.0,22.7,0,0,12,0,1,73.3,67.0,76.9,60.309,64.2,74.9,58.1,60.0,9,0,20,5,27,8,0,0,5,11,0,19,15.0,2.5,3.2,0.74,5,
aaronjones_gb_2021_8,aaronjones,aaronjones_gb_2021,gb_2021_8,gb_2021,11937,hb,gb,2021,8,1,15,2,1,27.1,16,0,59,1,2,2,31.0,37.6,2,4,12,0,3,76.8,72.6,77.7,60.309,77.7,61.1,76.0,58.3,16,0,51,7,25,19,0,0,11,22,1,59,31.0,2.07,3.9,2.04,11,
aaronjones_gb_2021_9,aaronjones,aaronjones_gb_2021,gb_2021_9,gb_2021,11937,hb,gb,2021,9,1,12,3,0,0.0,0,0,53,0,0,3,35.0,72.9,0,4,12,0,4,74.7,69.2,78.7,60.309,29.3,52.4,75.5,60.0,9,0,0,0,18,15,0,0,2,12,0,53,35.0,2.92,4.4,0.0,8,
aaronjones_gb_2021_10,aaronjones,aaronjones_gb_2021,gb_2021_10,gb_2021,11937,hb,gb,2021,10,1,7,0,0,0.0,0,0,25,2,1,0,19.0,24.7,0,0,12,0,1,73.0,50.3,77.4,60.309,55.6,41.6,57.1,60.3950445259298,6,0,61,4,23,7,0,0,6,11,0,25,19.0,2.71,3.6,2.65,6,
aaronjones_gb_2021_12,aaronjones,aaronjones_gb_2021,gb_2021_12,gb_2021,11937,hb,gb,2021,12,1,10,2,0,0.0,0,1,23,0,0,2,24.0,48.0,0,0,12,0,2,73.8,54.6,78.8,60.309,52.8,50.4,57.2,60.3950445259298,8,1,0,0,21,11,0,0,0,10,0,23,24.0,2.4,2.3,0.0,8,
aaronjones_gb_2021_14,aaronjones,aaronjones_gb_2021,gb_2021_14,gb_2021,11937,hb,gb,2021,14,1,5,0,1,42.9,15,0,35,0,0,0,20.0,0.0,2,3,12,0,3,71.4,68.0,78.1,60.309,56.1,64.5,69.3,60.0,15,0,30,3,20,6,0,0,3,8,1,35,20.0,4.0,7.0,1.5,2,
aaronjones_gb_2021_15,aaronjones,aaronjones_gb_2021,gb_2021_15,gb_2021,11937,hb,gb,2021,15,1,13,3,0,0.0,0,0,58,0,0,3,29.0,44.6,1,2,12,0,4,75.7,65.8,76.4,60.309,82.4,60.6,64.7,60.0,11,0,12,2,18,15,0,0,2,15,0,58,29.0,2.23,4.5,0.67,9,
aaronjones_gb_2021_16,aaronjones,aaronjones_gb_2021,gb_2021_16,gb_2021,11937,hb,gb,2021,16,1,12,6,1,40.9,27,0,66,0,3,6,68.0,300.0,1,4,12,0,4,75.5,86.0,78.4,60.309,45.3,81.9,80.7,60.0,27,0,21,5,17,13,0,0,6,17,0,66,68.0,5.67,5.5,1.24,7,
aaronjones_gb_2021_17,aaronjones,aaronjones_gb_2021,gb_2021_17,gb_2021,11937,hb,gb,2021,17,1,8,3,2,72.4,55,0,76,1,2,3,49.0,235.6,2,2,12,0,1,73.8,73.7,81.5,60.309,63.6519979079498,65.0,76.0,60.0,28,0,30,5,21,10,0,0,6,13,0,76,49.0,6.13,9.5,1.43,7,
aaronjones_gb_2022_1,aaronjones,aaronjones_gb_2022,gb_2022_1,gb_2022,11937,hb,gb,2022,1,1,5,2,1,59.2,29,0,49,0,0,2,22.0,110.0,2,3,12,0,2,71.4,68.5,81.3,60.309,73.0,56.5,77.4,60.0,29,0,27,3,28,8,0,0,5,8,0,49,22.0,4.4,9.8,0.96,3,
aaronjones_gb_2022_2,aaronjones,aaronjones_gb_2022,gb_2022_2,gb_2022,11937,hb,gb,2022,2,1,15,11,3,52.3,69,0,132,0,2,11,85.0,409.3,4,7,12,0,7,76.1,90.1,79.8,60.309,68.8,81.9,85.6,61.0,36,0,38,3,18,20,0,0,3,18,1,132,85.0,5.67,8.8,2.11,8,
aaronjones_gb_2022_3,aaronjones,aaronjones_gb_2022,gb_2022_3,gb_2022,11937,hb,gb,2022,3,1,12,3,0,0.0,0,0,36,0,0,3,29.0,48.3,1,1,12,1,3,23.2,55.5,81.0,60.309,80.6,40.0,61.5,60.0,10,0,11,3,22,14,0,0,4,15,0,36,29.0,2.42,3.0,0.5,9,
aaronjones_gb_2022_4,aaronjones,aaronjones_gb_2022,gb_2022_4,gb_2022,11937,hb,gb,2022,4,1,16,2,2,33.6,37,0,110,0,0,2,76.0,50.0,5,7,12,0,5,76.7,72.4,80.3,60.309,46.2,58.4,74.9,60.0,20,0,5,3,15,23,0,0,4,19,0,110,76.0,4.75,6.9,0.33,10,
aaronjones_gb_2022_5,aaronjones,aaronjones_gb_2022,gb_2022_5,gb_2022,11937,hb,gb,2022,5,1,13,2,0,0.0,0,0,63,0,0,2,31.0,31.8,1,3,12,0,3,75.2,71.9,78.8,60.309,81.7,70.3,69.0,60.0,11,0,17,2,26,14,0,0,3,15,0,63,31.0,2.38,4.8,0.65,10,
aaronjones_gb_2022_6,aaronjones,aaronjones_gb_2022,,gb_2022,11937,hb,gb,2022,6,1,13,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,gb_2022_6
aaronripkowski_gb_2016_5,aaronripkowski,aaronripkowski_gb_2016,gb_2016_5,gb_2016,9639,fb,gb,2016,5,1,2,0,0,0.0,0,0,17,0,0,0,14.0,0.0,1,2,12,0,0,65.2,66.7,75.3,60.309,76.4,54.6,65.6,62.4,13,0,0,0,8,16,0,0,0,2,0,17,14.0,7.0,8.5,0.0,0,
