,unique_id,name,team,year,position,height,wt,speed,draft_yr,round,selection
504,keirthomas_lar_2021,keirthomas,lar,2021,ed,74,275,,2022,10,300
505,krysbarnes_gb_2021,krysbarnes,gb,2021,lb,74,229,,2020,10,300
506,chaunceygolston_dal_2021,chaunceygolston,dal,2021,di,77,268,,2021,3,85
507,nickbosa_sf_2021,nickbosa,sf,2021,ed,76,266,,2019,1,2
508,osaodighizuwa_dal_2021,osaodighizuwa,dal,2021,di,74,280,,2021,3,75
509,shakatoney_was_2021,shakatoney,was,2021,ed,74,238,,2021,7,248
510,terrelllewis_lar_2021,terrelllewis,lar,2021,ed,77,262,,2020,3,84
511,kristianfulton_ten_2021,kristianfulton,ten,2021,cb,71,197,,2020,2,61
512,rashangary_gb_2021,rashangary,gb,2021,ed,77,277,,2019,1,12
513,jonathoncooper_den_2021,jonathoncooper,den,2021,ed,76,257,,2021,7,240
514,charvariusward_sf_2021,charvariusward,sf,2021,cb,73,196,,2018,10,300
515,brandonjones_mia_2021,brandonjones,mia,2021,s,73,191,,2020,3,70
516,devinwhite_tb_2021,devinwhite,tb,2021,lb,72,237,,2019,1,5
517,jeremychinn_car_2021,jeremychinn,car,2021,s,75,220,,2020,2,64
518,mackwilson_ne_2021,mackwilson,ne,2021,lb,73,240,,2019,5,155
519,richiegrant_atl_2021,richiegrant,atl,2021,s,72,200,,2021,2,40
520,damarhamlin_buf_2021,damarhamlin,buf,2021,s,72,200,,2021,6,213
521,mylesbryant_ne_2021,mylesbryant,ne,2021,cb,69,185,,2020,10,300
522,alexhighsmith_pit_2021,alexhighsmith,pit,2021,ed,76,242,,2020,3,102
523,quincyroche_nyg_2021,quincyroche,nyg,2021,ed,75,245,,2021,6,217
524,jefferysimmons_ten_2021,jefferysimmons,ten,2021,di,76,305,,2019,1,19
525,derrickbrown_car_2021,derrickbrown,car,2021,di,77,320,,2020,1,7
526,timmyhorne_atl_2021,timmyhorne,atl,2021,di,76,323,,2022,10,300
527,patrickjonesii_min_2021,patrickjonesii,min,2021,ed,77,260,,2021,3,91
528,byronmurphyjr_ari_2021,byronmurphyjr,ari,2021,cb,71,190,,2019,2,33
529,benitojones_det_2021,benitojones,det,2021,di,73,318,,2020,10,300
530,adetokunboogundeji_atl_2021,adetokunboogundeji,atl,2021,ed,76,268,,2021,5,183
531,quinnenwilliams_nyj_2021,quinnenwilliams,nyj,2021,di,75,303,,2019,1,3
532,jamirjones_pit_2021,jamirjones,pit,2021,ed,75,255,,2020,10,300
533,justinmadubuike_bal_2021,justinmadubuike,bal,2021,di,75,293,,2020,3,71
534,boogiebasham_buf_2021,boogiebasham,buf,2021,ed,75,281,,2021,2,61
535,kyzirwhite_phi_2021,kyzirwhite,phi,2021,lb,74,234,,2018,4,119
536,rashardlawrence_ari_2021,rashardlawrence,ari,2021,di,74,308,,2020,4,131
537,trystenhill_dal_2021,trystenhill,dal,2021,di,75,308,,2019,2,58
538,brianburns_car_2021,brianburns,car,2021,ed,77,250,,2019,1,16
539,rossblacklock_min_2021,rossblacklock,min,2021,di,77,307,,2020,2,40
540,djwonnum_min_2021,djwonnum,min,2021,ed,77,258,,2020,4,117
541,raekwondavis_mia_2021,raekwondavis,mia,2021,di,79,335,,2020,2,56
542,jonahwilliams_lar_2021,jonahwilliams,lar,2021,di,77,275,,2020,10,300
543,lekifotu_ari_2021,lekifotu,ari,2021,di,77,330,,2020,4,114
544,lukemasterson_lv_2021,lukemasterson,lv,2021,lb,73,234,,2022,10,300
545,jordanfuller_lar_2021,jordanfuller,lar,2021,s,74,203,,2020,6,199
546,brandonstephens_bal_2021,brandonstephens,bal,2021,cb,73,215,,2021,3,105
547,dashawnhand_ten_2021,dashawnhand,ten,2021,di,75,297,4.83,2018,4,114
548,kentaviusstreet_no_2021,kentaviusstreet,no,2021,di,74,287,4.87,2018,4,128
549,anthonynelson_tb_2021,anthonynelson,tb,2021,ed,79,271,,2019,4,107
550,jonathangreenard_hou_2021,jonathangreenard,hou,2021,ed,75,263,,2020,3,90
551,michaeldanna_kc_2021,michaeldanna,kc,2021,ed,74,261,,2020,5,177
552,demoneharris_hou_2021,demoneharris,hou,2021,ed,76,272,,2018,10,300
553,jamessmithwilliams_was_2021,jamessmithwilliams,was,2021,ed,76,265,,2020,7,229
554,samhubbard_cin_2021,samhubbard,cin,2021,ed,77,265,,2018,3,77
555,tyquanlewis_ind_2021,tyquanlewis,ind,2021,di,75,277,,2018,2,64
556,justinhollins_lar_2021,justinhollins,lar,2021,ed,77,248,,2019,5,156
557,carlgranderson_no_2021,carlgranderson,no,2021,ed,77,261,,2019,10,300
558,bradleychubb_den_2021,bradleychubb,den,2021,ed,76,275,4.65,2018,1,5
559,oshaneximines_nyg_2021,oshaneximines,nyg,2021,ed,76,254,,2019,3,95
560,dorancearmstrong_dal_2021,dorancearmstrong,dal,2021,ed,76,255,4.87,2018,4,116
561,aaronpatrick_den_2021,aaronpatrick,den,2021,ed,76,245,,2020,10,300
562,malikreed_pit_2021,malikreed,pit,2021,ed,74,235,,2019,10,300
563,roylopez_hou_2021,roylopez,hou,2021,di,74,318,,2021,6,196
564,harrisonphillips_min_2021,harrisonphillips,min,2021,di,75,307,5.21,2018,3,96
565,daronpayne_was_2021,daronpayne,was,2021,di,75,320,4.95,2018,1,13
566,greggaines_lar_2021,greggaines,lar,2021,di,73,312,,2019,4,134
567,tavenbryan_cle_2021,tavenbryan,cle,2021,di,76,291,4.98,2018,1,29
568,michaeldogbe_ari_2021,michaeldogbe,ari,2021,di,75,295,,2019,7,249
569,poonaford_sea_2021,poonaford,sea,2021,di,71,310,,2018,10,300
570,danielwise_was_2021,danielwise,was,2021,di,75,285,,2019,10,300
571,justinjones_chi_2021,justinjones,chi,2021,di,75,309,,2018,3,84
572,vitavea_tb_2021,vitavea,tb,2021,di,76,347,5.1,2018,1,12
573,timsettle_buf_2021,timsettle,buf,2021,di,75,313,,2018,5,163
574,kevinstrongjr_ten_2021,kevinstrongjr,ten,2021,di,76,300,,2019,10,300
575,kendalvickers_lv_2021,kendalvickers,lv,2021,di,75,295,,2018,10,300
576,nickscott_lar_2021,nickscott,lar,2021,s,71,201,,2019,7,243
577,justinreid_kc_2021,justinreid,kc,2021,s,73,207,4.4,2018,3,68
578,treflowers_cin_2021,treflowers,cin,2021,cb,75,200,4.45,2018,5,146
579,jalenthompson_ari_2021,jalenthompson,ari,2021,s,71,190,,2019,10,300
580,ryanneal_sea_2021,ryanneal,sea,2021,s,75,200,,2018,10,300
581,myleshartsfield_car_2021,myleshartsfield,car,2021,cb,71,210,,2020,10,300
582,jessiebatesiii_cin_2021,jessiebatesiii,cin,2021,s,73,200,4.5,2018,2,54
583,ezekielturner_ari_2021,ezekielturner,ari,2021,lb,74,214,,2018,10,300
584,elijahcampbell_mia_2021,elijahcampbell,mia,2021,s,71,195,,2018,10,300
585,jordanwhitehead_nyj_2021,jordanwhitehead,nyj,2021,s,70,198,,2018,4,117
586,ronnieharrison_cle_2021,ronnieharrison,cle,2021,s,75,214,,2018,3,93
587,demetriusflanniganfowles_sf_2021,demetriusflanniganfowles,sf,2021,lb,74,223,,2019,10,300
588,rashadfenton_kc_2021,rashadfenton,kc,2021,cb,71,193,,2019,6,201
589,carltondavis_tb_2021,carltondavis,tb,2021,cb,73,206,4.53,2018,2,63
590,kindlevildor_chi_2021,kindlevildor,chi,2021,cb,71,189,,2020,5,163
591,chandonsullivan_min_2021,chandonsullivan,min,2021,cb,71,189,4.6,2018,10,300
592,jairealexander_gb_2021,jairealexander,gb,2021,cb,70,196,4.38,2018,1,18
593,ugoamadi_ten_2021,ugoamadi,ten,2021,cb,69,201,,2019,4,132
594,chrislammons_kc_2021,chrislammons,kc,2021,cb,69,194,,2018,10,300
595,chaunceygardnerjohnson_phi_2021,chaunceygardnerjohnson,phi,2021,s,72,208,,2019,4,105
596,dontejackson_car_2021,dontejackson,car,2021,cb,70,180,4.32,2018,2,55
597,donovanwilson_dal_2021,donovanwilson,dal,2021,s,72,204,,2019,6,213
598,julianblackmon_ind_2021,julianblackmon,ind,2021,s,72,187,,2020,3,85
599,keioncrossen_mia_2021,keioncrossen,mia,2021,cb,70,195,,2018,7,243
600,taronjohnson_buf_2021,taronjohnson,buf,2021,cb,71,192,4.5,2018,4,121
601,jujuhughes_det_2021,jujuhughes,det,2021,s,71,191,,2020,10,300
602,denzelward_cle_2021,denzelward,cle,2021,cb,71,190,4.32,2018,1,4
603,rockyasin_lv_2021,rockyasin,lv,2021,cb,72,190,,2019,2,34
604,mattdickerson_atl_2021,mattdickerson,atl,2021,di,77,292,5.06,2018,10,300
605,zachallen_ari_2021,zachallen,ari,2021,di,76,281,,2019,3,65
606,markusbailey_cin_2021,markusbailey,cin,2021,lb,72,235,,2020,7,215
607,coleholcomb_was_2021,coleholcomb,was,2021,lb,73,240,,2019,5,173
608,quincywilliams_nyj_2021,quincywilliams,nyj,2021,lb,71,225,,2019,3,98
609,azeezalshaair_sf_2021,azeezalshaair,sf,2021,lb,74,228,,2019,10,300
610,zairefranklin_ind_2021,zairefranklin,ind,2021,lb,72,235,,2018,7,235
611,bjhill_cin_2021,bjhill,cin,2021,di,75,311,4.99,2018,3,69
612,sebastianjosephday_lac_2021,sebastianjosephday,lac,2021,di,76,310,,2018,6,195
613,jerrytillery_lac_2021,jerrytillery,lac,2021,di,78,295,,2019,1,28
614,derricknnadi_kc_2021,derricknnadi,kc,2021,di,73,317,5.38,2018,3,75
615,broderickwashingtonjr_bal_2021,broderickwashingtonjr,bal,2021,di,75,305,,2020,5,170
616,uchennanwosu_sea_2021,uchennanwosu,sea,2021,ed,74,251,4.65,2018,2,48
617,johnfranklinmyers_nyj_2021,johnfranklinmyers,nyj,2021,ed,76,288,4.75,2018,4,135
618,joshsweat_phi_2021,joshsweat,phi,2021,ed,77,265,4.53,2018,4,130
619,lorenzocarter_atl_2021,lorenzocarter,atl,2021,ed,77,252,4.5,2018,3,66
620,ogbonniaokoronkwo_hou_2021,ogbonniaokoronkwo,hou,2021,ed,74,253,4.77,2018,5,160
621,jacobmartin_nyj_2021,jacobmartin,nyj,2021,ed,74,242,,2018,6,186
622,olasunkanmiadeniyi_ten_2021,olasunkanmiadeniyi,ten,2021,ed,73,248,4.83,2018,10,300
623,ardenkey_jax_2021,ardenkey,jax,2021,ed,77,240,,2018,3,87
624,rashaanevans_atl_2021,rashaanevans,atl,2021,lb,74,232,,2018,1,22
625,joshallen_jax_2021,joshallen,jax,2021,ed,77,262,,2019,1,7
626,marquishaynes_car_2021,marquishaynes,car,2021,ed,74,235,4.67,2018,4,136
627,marcusdavenport_no_2021,marcusdavenport,no,2021,ed,78,265,4.58,2018,1,14
628,christianwilkins_mia_2021,christianwilkins,mia,2021,di,76,310,,2019,1,13
629,nikneedham_mia_2021,nikneedham,mia,2021,cb,73,196,,2019,10,300
630,anthonyaverett_lv_2021,anthonyaverett,lv,2021,cb,71,185,4.36,2018,4,118
631,aaronrobinson_nyg_2021,aaronrobinson,nyg,2021,cb,73,193,,2021,3,71
632,jeremyreaves_was_2021,jeremyreaves,was,2021,s,71,200,,2018,10,300
633,juanthornhill_kc_2021,juanthornhill,kc,2021,s,72,205,,2019,2,63
634,emmanuelmoseley_sf_2021,emmanuelmoseley,sf,2021,cb,71,190,,2018,10,300
635,michaeljackson_sea_2021,michaeljackson,sea,2021,cb,73,210,,2019,5,158
636,jacewhittaker_ari_2021,jacewhittaker,ari,2021,cb,71,185,,2020,10,300
637,amanioruwariye_det_2021,amanioruwariye,det,2021,cb,74,202,,2019,5,146
638,mikeford_atl_2021,mikeford,atl,2021,cb,72,194,,2018,10,300
639,avontemaddox_phi_2021,avontemaddox,phi,2021,cb,69,184,4.39,2018,4,125
640,brandonfacyson_ind_2021,brandonfacyson,ind,2021,cb,74,197,4.53,2018,10,300
641,byroncowart_ind_2021,byroncowart,ind,2021,di,75,300,,2019,5,159
642,charlesomenihu_sf_2021,charlesomenihu,sf,2021,ed,77,280,,2019,5,161
643,austincalitro_nyg_2021,austincalitro,nyg,2021,lb,72,240,,2017,10,300
644,codybarton_sea_2021,codybarton,sea,2021,lb,74,237,,2019,3,88
645,jordynbrooks_sea_2021,jordynbrooks,sea,2021,lb,73,245,,2020,1,27
646,roquansmith_chi_2021,roquansmith,chi,2021,lb,73,232,4.51,2018,1,8
647,tremaineedmunds_buf_2021,tremaineedmunds,buf,2021,lb,77,250,4.54,2018,1,16
648,robertspillane_pit_2021,robertspillane,pit,2021,lb,73,229,,2018,10,300
649,leightonvanderesch_dal_2021,leightonvanderesch,dal,2021,lb,76,256,4.65,2018,1,19
650,bobbyokereke_ind_2021,bobbyokereke,ind,2021,lb,73,235,,2019,3,89
651,jawhaunbentley_ne_2021,jawhaunbentley,ne,2021,lb,74,244,,2018,5,143
652,frankieluvu_car_2021,frankieluvu,car,2021,lb,75,235,,2018,10,300
653,tyreldodson_buf_2021,tyreldodson,buf,2021,lb,72,237,,2019,10,300
654,jahlanitavai_ne_2021,jahlanitavai,ne,2021,lb,74,246,,2019,2,43
655,julianlove_nyg_2021,julianlove,nyg,2021,s,71,195,,2019,4,108
656,taylorrapp_lar_2021,taylorrapp,lar,2021,s,72,208,,2019,2,61
657,pjlocke_den_2021,pjlocke,den,2021,s,70,202,,2019,10,300
658,joshuakalu_ten_2021,joshuakalu,ten,2021,s,72,203,4.58,2018,10,300
659,minkahfitzpatrick_pit_2021,minkahfitzpatrick,pit,2021,s,73,207,4.46,2018,1,11
660,fredwarner_sf_2021,fredwarner,sf,2021,lb,75,230,4.64,2018,3,70
661,tracywalker_det_2021,tracywalker,det,2021,s,73,206,4.51,2018,3,82
662,druetranquill_lac_2021,druetranquill,lac,2021,lb,74,234,,2019,4,130
663,mikeedwards_tb_2021,mikeedwards,tb,2021,s,70,205,,2019,3,99
664,terrelledmunds_pit_2021,terrelledmunds,pit,2021,s,73,217,4.47,2018,1,28
665,willharris_det_2021,willharris,det,2021,cb,73,206,,2019,3,81
666,derwinjames_lac_2021,derwinjames,lac,2021,s,74,215,4.47,2018,1,17
667,amanihooker_ten_2021,amanihooker,ten,2021,s,71,210,,2019,4,116
668,marcusepps_phi_2021,marcusepps,phi,2021,s,72,198,,2019,6,191
669,rodericteamer_lv_2021,rodericteamer,lv,2021,s,72,205,,2019,10,300
670,jaylinnhawkins_atl_2021,jaylinnhawkins,atl,2021,s,73,208,,2020,4,134
671,jaquanjohnson_buf_2021,jaquanjohnson,buf,2021,s,70,191,,2019,6,181
672,kadenelliss_no_2021,kadenelliss,no,2021,lb,75,238,,2019,7,244
673,jtgray_no_2021,jtgray,no,2021,s,72,202,,2018,10,300
674,dregreenlaw_sf_2021,dregreenlaw,sf,2021,lb,72,230,,2019,5,148
675,kennymooreii_ind_2021,kennymooreii,ind,2021,cb,69,190,,2017,10,300
676,nicholasmorrow_chi_2021,nicholasmorrow,chi,2021,lb,72,216,,2017,10,300
677,malcolmkoonce_lv_2021,malcolmkoonce,lv,2021,ed,74,250,,2021,3,80
678,darrickforrest_was_2021,darrickforrest,was,2021,s,71,200,,2021,5,164
679,cobybryant_sea_2021,cobybryant,sea,2021,cb,73,193,,2022,4,109
680,boyemafe_sea_2021,boyemafe,sea,2021,ed,76,261,,2022,2,40
681,ajterrell_atl_2021,ajterrell,atl,2021,cb,73,195,,2020,1,16
682,marcowilson_ari_2021,marcowilson,ari,2021,cb,71,187,,2021,4,137
683,cjhenderson_car_2021,cjhenderson,car,2021,cb,73,191,,2020,1,9
684,amikrobertson_lv_2021,amikrobertson,lv,2021,cb,68,187,,2020,4,139
685,jeffreyokudah_det_2021,jeffreyokudah,det,2021,cb,73,199,,2020,1,3
686,trenorwood_pit_2021,trenorwood,pit,2021,s,72,194,,2021,7,247
687,deommodorelenoir_sf_2021,deommodorelenoir,sf,2021,cb,70,200,,2021,5,173
688,marcusjones_ne_2021,marcusjones,ne,2021,s,68,175,,2022,3,85
689,dariouswilliams_jax_2021,dariouswilliams,jax,2021,cb,69,187,,2018,10,300
690,xaviermckinney_nyg_2021,xaviermckinney,nyg,2021,s,72,201,,2020,2,36
691,ericstokes_gb_2021,ericstokes,gb,2021,cb,72,194,,2021,1,29
692,bryancook_kc_2021,bryancook,kc,2021,s,73,206,,2022,2,62
693,natehobbs_lv_2021,natehobbs,lv,2021,cb,73,195,,2021,5,168
694,tonyadams_nyj_2021,tonyadams,nyj,2021,s,72,205,,2022,10,300
695,benjaminstjuste_was_2021,benjaminstjuste,was,2021,cb,75,200,,2021,3,74
696,keiseannixon_gb_2021,keiseannixon,gb,2021,cb,70,200,,2019,10,300
697,darnayholmes_nyg_2021,darnayholmes,nyg,2021,cb,70,195,,2020,4,110
698,jaylonjohnson_chi_2021,jaylonjohnson,chi,2021,cb,72,196,,2020,2,50
699,chrisrumphii_lac_2021,chrisrumphii,lac,2021,ed,76,235,,2021,4,119
700,victordimukeje_ari_2021,victordimukeje,ari,2021,ed,74,265,,2021,6,211
701,zacharycarter_cin_2021,zacharycarter,cin,2021,di,76,282,,2022,3,95
702,ajepenesa_buf_2021,ajepenesa,buf,2021,ed,78,260,,2020,2,54
703,yeturgrossmatos_car_2021,yeturgrossmatos,car,2021,ed,77,265,,2020,2,38
704,patrickjohnson_phi_2021,patrickjohnson,phi,2021,ed,74,248,,2021,7,235
705,cameronsample_cin_2021,cameronsample,cin,2021,ed,75,280,,2021,4,112
706,matthenningsen_den_2021,matthenningsen,den,2021,di,75,291,,2022,6,207
707,isaiahbuggs_det_2021,isaiahbuggs,det,2021,di,75,295,,2019,6,192
708,phidarianmathis_was_2021,phidarianmathis,was,2021,di,76,312,,2022,2,47
709,djdavidson_nyg_2021,djdavidson,nyg,2021,di,75,327,,2022,5,147
710,tedarrellslaton_gb_2021,tedarrellslaton,gb,2021,di,77,340,,2021,5,174
711,paytonturner_no_2021,paytonturner,no,2021,ed,78,270,,2021,1,28
712,philhoskins_car_2021,philhoskins,car,2021,di,77,280,,2021,7,233
713,quintonbohanna_dal_2021,quintonbohanna,dal,2021,di,76,360,,2021,6,193
714,miltonwilliams_phi_2021,miltonwilliams,phi,2021,di,75,290,,2021,3,73
715,jonathangarvin_gb_2021,jonathangarvin,gb,2021,ed,76,257,,2020,7,242
716,kwitypaye_ind_2021,kwitypaye,ind,2021,ed,74,261,,2021,1,21
717,jordanelliott_cle_2021,jordanelliott,cle,2021,di,76,303,,2020,3,88
718,kurthinish_hou_2021,kurthinish,hou,2021,di,74,300,,2022,10,300
719,javonkinlaw_sf_2021,javonkinlaw,sf,2021,di,77,319,,2020,1,14
720,arnoldebiketie_atl_2021,arnoldebiketie,atl,2021,ed,75,256,,2022,2,38
721,taquongraham_atl_2021,taquongraham,atl,2021,di,76,294,,2021,5,149
722,michealclemons_nyj_2021,michealclemons,nyj,2021,ed,77,270,,2022,4,117
723,anthonyrush_atl_2021,anthonyrush,atl,2021,di,77,350,,2019,10,300
724,jaelanphillips_mia_2021,jaelanphillips,mia,2021,ed,77,263,,2021,1,18
725,dayoodeyingbo_ind_2021,dayoodeyingbo,ind,2021,ed,78,276,,2021,2,54
726,jameslynch_min_2021,jameslynch,min,2021,di,76,295,,2020,4,130
727,marlontuipulotu_phi_2021,marlontuipulotu,phi,2021,di,74,307,,2021,6,190
728,jalenpitre_hou_2021,jalenpitre,hou,2021,s,71,198,,2022,2,37
729,terrelbernard_buf_2021,terrelbernard,buf,2021,lb,73,224,,2022,3,89
730,isaiahmcduffie_gb_2021,isaiahmcduffie,gb,2021,lb,73,227,,2021,6,221
731,mykalwalker_atl_2021,mykalwalker,atl,2021,lb,75,230,,2020,4,119
732,jamindavis_was_2021,jamindavis,was,2021,lb,75,234,,2021,1,19
733,patrickqueen_bal_2021,patrickqueen,bal,2021,lb,72,237,,2020,1,28
734,jacobphillips_cle_2021,jacobphillips,cle,2021,lb,75,228,,2020,3,97
735,klavonchaisson_jax_2021,klavonchaisson,jax,2021,ed,75,254,,2020,1,20
736,williegayjr_kc_2021,williegayjr,kc,2021,lb,74,240,,2020,2,63
737,jeremiahowusukoramoah_cle_2021,jeremiahowusukoramoah,cle,2021,lb,74,221,,2021,2,52
738,petewerner_no_2021,petewerner,no,2021,lb,75,242,,2021,2,60
739,baronbrowning_den_2021,baronbrowning,den,2021,ed,75,240,,2021,3,106
740,kennethmurray_lac_2021,kennethmurray,lac,2021,lb,74,243,,2020,1,23
741,derrickbarnes_det_2021,derrickbarnes,det,2021,lb,72,238,,2021,4,114
742,devinlloyd_jax_2021,devinlloyd,jax,2021,lb,75,235,,2022,1,27
743,joetryonshoyinka_tb_2021,joetryonshoyinka,tb,2021,ed,77,259,,2021,1,32
744,michaelcarterii_nyj_2021,michaelcarterii,nyj,2021,cb,71,190,,2021,5,155
745,grantdelpit_cle_2021,grantdelpit,cle,2021,s,75,208,,2020,2,44
746,malcolmrodriguez_det_2021,malcolmrodriguez,det,2021,lb,71,230,,2022,6,188
747,darrenhall_atl_2021,darrenhall,atl,2021,cb,72,190,,2021,4,109
748,dominiquerobinson_chi_2021,dominiquerobinson,chi,2021,ed,77,253,,2022,5,174
749,tariqwoolen_sea_2021,tariqwoolen,sea,2021,cb,76,205,,2022,5,153
750,calebfarley_ten_2021,calebfarley,ten,2021,cb,74,197,,2021,1,22
751,akaylebevans_min_2021,akaylebevans,min,2021,cb,74,198,,2022,4,118
752,samuelwomack_sf_2021,samuelwomack,sf,2021,cb,70,187,,2022,5,172
753,zachsieler_mia_2021,zachsieler,mia,2021,di,78,305,,2018,7,238
754,dennisgardeck_ari_2021,dennisgardeck,ari,2021,ed,72,232,,2018,10,300
755,jonathanowens_hou_2021,jonathanowens,hou,2021,s,71,210,,2018,10,300
756,drakejackson_sf_2021,drakejackson,sf,2021,ed,76,273,,2022,2,61
757,trentmcduffie_kc_2021,trentmcduffie,kc,2021,cb,71,193,,2022,1,21
758,chadmuma_jax_2021,chadmuma,jax,2021,lb,75,239,,2022,3,70
759,asantesamueljr_lac_2021,asantesamueljr,lac,2021,cb,70,184,,2021,2,47
760,andrecisco_jax_2021,andrecisco,jax,2021,s,72,209,,2021,3,65
761,cadensterns_den_2021,cadensterns,den,2021,s,73,207,,2021,5,153
762,gregoryrousseau_buf_2021,gregoryrousseau,buf,2021,ed,78,260,,2021,1,30
763,loganhall_tb_2021,loganhall,tb,2021,di,78,283,,2022,2,33
764,alimmcneill_det_2021,alimmcneill,det,2021,di,74,325,,2021,3,72
765,zavencollins_ari_2021,zavencollins,ari,2021,lb,76,260,,2021,1,16
766,josephossai_cin_2021,josephossai,cin,2021,ed,76,263,,2021,3,69
767,trevonmoehrig_lv_2021,trevonmoehrig,lv,2021,s,74,202,,2021,2,43
768,christianbenford_buf_2021,christianbenford,buf,2021,cb,73,205,,2022,6,185
769,micahmcfadden_nyg_2021,micahmcfadden,nyg,2021,lb,74,232,,2022,5,146
770,nickbolton_kc_2021,nickbolton,kc,2021,lb,71,237,,2021,2,58
771,micahparsons_dal_2021,micahparsons,dal,2021,ed,75,245,,2021,1,12
772,ernestjones_lar_2021,ernestjones,lar,2021,lb,74,230,,2021,3,104
773,odafeoweh_bal_2021,odafeoweh,bal,2021,ed,77,257,,2021,1,31
774,christianbarmore_ne_2021,christianbarmore,ne,2021,di,77,310,,2021,2,38
775,teairtart_ten_2021,teairtart,ten,2021,di,74,304,,2020,10,300
776,devontewyatt_gb_2021,devontewyatt,gb,2021,di,75,304,,2022,1,28
777,aidanhutchinson_det_2021,aidanhutchinson,det,2021,ed,79,264,,2022,1,2
778,cameronthomas_ari_2021,cameronthomas,ari,2021,ed,77,270,,2022,3,87
779,kingsleyenagbare_gb_2021,kingsleyenagbare,gb,2021,ed,76,258,,2022,5,179
780,otitoogbonnia_lac_2021,otitoogbonnia,lac,2021,di,76,320,,2022,5,160
781,tommytogiai_cle_2021,tommytogiai,cle,2021,di,74,296,,2021,4,133
782,quaywalker_gb_2021,quaywalker,gb,2021,lb,76,241,,2022,1,22
783,kelvinjoseph_dal_2021,kelvinjoseph,dal,2021,cb,73,192,,2021,2,44
784,patricksurtainii_den_2021,patricksurtainii,den,2021,cb,74,202,,2021,1,9
785,jalynarmourdavis_bal_2021,jalynarmourdavis,bal,2021,cb,73,195,,2022,4,119
786,rogermccreary_ten_2021,rogermccreary,ten,2021,cb,71,190,,2022,2,35
787,tysoncampbell_jax_2021,tysoncampbell,jax,2021,cb,73,195,,2021,2,33
788,percybutler_was_2021,percybutler,was,2021,s,72,191,,2022,4,113
789,gregnewsomeii_cle_2021,gregnewsomeii,cle,2021,cb,73,190,,2021,1,26
790,jayceehorn_car_2021,jayceehorn,car,2021,cb,73,200,,2021,1,8
791,kylergordon_chi_2021,kylergordon,chi,2021,cb,72,200,,2022,2,39
792,jevonholland_mia_2021,jevonholland,mia,2021,s,73,210,,2021,2,36
793,talanoahufanga_sf_2021,talanoahufanga,sf,2021,s,72,200,,2021,5,181
794,johncominsky_det_2021,johncominsky,det,2021,di,77,285,,2019,4,135
795,kyledugger_ne_2021,kyledugger,ne,2021,s,74,220,,2020,2,37
796,ejspeed_ind_2021,ejspeed,ind,2021,lb,75,224,,2019,5,164
797,jordandavis_phi_2021,jordandavis,phi,2021,di,78,336,,2022,1,13
798,nickcross_ind_2021,nickcross,ind,2021,s,72,212,,2022,3,96
799,daxtonhill_cin_2021,daxtonhill,cin,2021,s,72,191,,2022,1,31
800,martinemerson_cle_2021,martinemerson,cle,2021,cb,74,201,,2022,3,68
801,derekstingleyjr_hou_2021,derekstingleyjr,hou,2021,cb,72,190,,2022,1,3
802,alexwright_cle_2021,alexwright,cle,2021,ed,77,267,,2022,3,78
803,georgekarlaftis_kc_2021,georgekarlaftis,kc,2021,ed,76,263,,2022,1,30
804,kaiirelam_buf_2021,kaiirelam,buf,2021,cb,73,191,,2022,1,23
805,brandinechols_nyj_2021,brandinechols,nyj,2021,cb,70,175,,2021,6,201
806,demarvinleal_pit_2021,demarvinleal,pit,2021,ed,76,290,,2022,3,84
807,travonwalker_jax_2021,travonwalker,jax,2021,ed,77,275,,2022,1,1
808,jermainejohnsonii_nyj_2021,jermainejohnsonii,nyj,2021,ed,77,254,,2022,1,26
809,nakobedean_phi_2021,nakobedean,phi,2021,lb,71,231,,2022,3,83
810,samwilliams_dal_2021,samwilliams,dal,2021,ed,76,261,,2022,2,56
811,saucegardner_nyj_2021,saucegardner,nyj,2021,cb,75,200,,2022,1,4
812,damarionwilliams_bal_2021,damarionwilliams,bal,2021,cb,70,180,,2022,4,141
813,leochenal_kc_2021,leochenal,kc,2021,lb,75,250,,2022,3,103
814,jaquanbrisker_chi_2021,jaquanbrisker,chi,2021,s,73,200,,2022,2,48
815,kylehamilton_bal_2021,kylehamilton,bal,2021,s,76,221,,2022,1,14
816,michaelhoecht_lar_2021,michaelhoecht,lar,2021,di,76,310,,2020,10,300
817,deealford_atl_2021,deealford,atl,2021,cb,71,175,,2022,10,300
818,perrionwinfrey_cle_2021,perrionwinfrey,cle,2021,di,76,290,,2022,4,108
819,jaylenwatson_kc_2021,jaylenwatson,kc,2021,cb,74,197,,2022,7,244
820,kaderkohou_mia_2021,kaderkohou,mia,2021,cb,70,195,,2022,10,300
821,joshuawilliams_kc_2021,joshuawilliams,kc,2021,cb,75,193,,2022,4,135
822,christianmatthew_ari_2021,christianmatthew,ari,2021,cb,74,195,,2022,7,245
823,jjwatt_ari_2021,jjwatt,ari,2021,ed,77,288,4.81,2011,1,11
824,nickbellore_sea_2021,nickbellore,sea,2021,lb,73,250,4.84,2011,10,300
825,keithsmith_atl_2021,keithsmith,atl,2021,fb,72,240,,2014,10,300
826,marcuspeters_bal_2021,marcuspeters,bal,2021,cb,72,197,4.53,2015,1,18
