home_matchup_id,home_team,away_team,year,week,wl_total,game_count,avg_pf,avg_pa,avg_point_diff,pff_ovr_total,pff_offense_total,pff_pass_total,pff_pass_blocking_total,pff_run_blocking_total,pff_receiving_total,pff_rushing_total,pff_defense_total,pff_rush_defense_total,pff_tackling_total,pff_pass_rush_total,pff_coverage_total,pff_special_teams_total,win_percentage,opp_wl_total,opp_game_count,opp_avg_pf,opp_avg_pa,opp_avg_point_diff,opp_pff_ovr_total,opp_pff_offense_total,opp_pff_pass_total,opp_pff_pass_blocking_total,opp_pff_run_blocking_total,opp_pff_receiving_total,opp_pff_rushing_total,opp_pff_defense_total,opp_pff_rush_defense_total,opp_pff_tackling_total,opp_pff_pass_rush_total,opp_pff_coverage_total,opp_pff_special_teams_total,opp_win_percentage,fav_homeoraway,team_favorite_id,fav_cover,spread_favorite,over_under_line,starting_spread,Total Score Open,spread_movement,precip,dome,temperature,wind_mph,ou_movement,strong_movement,fav_team_stronger,fav_spread,ats_w,ats_l,home_is_fav
arivskc_2014_14,ari,kc,2014,14,9.0,12.0,21.5,18.666666666666668,2.8333333333333335,66.36666666666666,65.54166666666667,61.98333333333333,71.08333333333333,64.29166666666667,66.075,55.86666666666667,64.50833333333334,68.94166666666666,65.66666666666667,55.88333333333333,63.65,58.574999999999996,0.75,7.0,12.0,23.083333333333332,18.666666666666668,4.416666666666667,70.33333333333333,67.675,67.925,66.50833333333334,63.78333333333333,65.60833333333332,60.75,66.59166666666667,60.90833333333333,62.025,63.73333333333334,67.7,65.19999999999999,0.5833333333333334,1,kc,no cover,-2.5,41.0,0.0,41.5,2.5,0.0,1.0,70.0,0.0,0.0,0.0,0.0,-2.5,1,0,0
larvsari_2014_15,lar,ari,2014,15,10.0,13.0,21.153846153846153,18.307692307692307,2.8461538461538463,65.76923076923077,65.43846153846154,60.00769230769231,71.66923076923078,65.31538461538462,65.82307692307693,56.79230769230769,63.63076923076923,67.11538461538461,64.73846153846154,56.41538461538461,62.853846153846156,59.223076923076924,0.7692307692307693,6.0,13.0,21.923076923076923,21.923076923076923,0.0,69.13846153846154,67.33076923076922,60.56153846153846,67.26153846153846,65.76153846153846,68.55384615384614,62.092307692307685,65.58461538461539,70.26923076923077,63.123076923076916,64.24615384615386,61.60000000000001,62.37692307692306,0.46153846153846156,0,lar,no cover,-6.0,40.5,-3.0,40.5,-3.0,0.0,1.0,70.0,0.0,0.0,1.0,1.0,-6.0,0,1,1
arivssea_2014_16,ari,sea,2014,16,11.0,14.0,20.5,17.428571428571427,3.0714285714285716,66.27857142857142,65.27857142857142,59.62142857142857,71.86428571428571,66.0,65.12142857142858,56.964285714285715,64.62857142857142,68.77142857142857,66.47142857142858,56.857142857142854,63.34285714285714,58.892857142857146,0.7857142857142857,10.0,14.0,24.214285714285715,17.285714285714285,6.928571428571429,71.62857142857145,70.44285714285714,64.45714285714286,67.0142857142857,68.12142857142857,67.54285714285713,69.37857142857142,67.30000000000001,67.27142857142857,64.17857142857143,65.00714285714287,66.51428571428572,58.050000000000004,0.7142857142857143,1,sea,cover,-9.5,36.5,-7.5,39.5,2.0,0.0,1.0,70.0,0.0,-3.0,0.0,0.0,-9.5,0,1,0
sfvsari_2014_17,sf,ari,2014,17,11.0,15.0,19.533333333333335,18.6,0.9333333333333333,65.04,64.54,58.22,71.6,65.79333333333334,64.86666666666666,56.68,63.24666666666667,67.48666666666666,63.92666666666666,56.6,61.89333333333333,58.29333333333333,0.7333333333333333,7.0,15.0,19.066666666666666,21.533333333333335,-2.466666666666667,70.30666666666667,68.53999999999999,62.04,72.08,73.48,65.57333333333332,57.53999999999999,67.78666666666668,71.29333333333334,69.17333333333333,60.253333333333345,65.58666666666667,57.74666666666667,0.4666666666666667,0,sf,no cover,-6.0,37.5,-4.5,36.5,-1.5,0.0,0.0,56.0,5.0,1.5,0.0,1.0,-6.0,0,1,1
arivssf_2015_3,ari,sf,2015,3,2.0,2.0,39.5,21.0,18.5,72.55,76.55,79.7,65.9,65.64999999999999,76.25,58.900000000000006,64.65,62.3,42.400000000000006,56.2,69.3,54.150000000000006,1.0,1.0,2.0,19.0,23.0,-4.0,67.25000000000007,71.04999999999998,68.49999999999999,70.89999999999999,66.59999999999997,65.19999999999993,61.899999999999935,59.95000000000006,68.35,66.4,53.95000000000009,57.200000000000045,44.25000000000003,0.5,0,ari,cover,-7.0,45.0,-6.0,44.0,-1.0,0.0,1.0,70.0,0.0,1.0,0.0,1.0,-7.0,1,0,1
arivslar_2015_4,ari,lar,2015,4,3.0,3.0,42.0,16.333333333333332,25.666666666666668,77.93333333333334,77.26666666666667,83.66666666666667,72.60000000000001,63.533333333333324,75.66666666666667,57.26666666666667,72.73333333333333,66.36666666666666,50.300000000000004,58.36666666666667,76.56666666666666,57.900000000000006,1.0,1.0,3.0,16.666666666666668,22.333333333333332,-5.666666666666667,74.13333333333335,64.59999999999998,67.19999999999999,62.93333333333334,69.13333333333333,62.53333333333328,56.73333333333331,76.00000000000001,79.10000000000001,63.4,73.23333333333339,66.06666666666669,64.43333333333331,0.3333333333333333,0,ari,no cover,-7.0,43.5,-6.0,42.0,-1.0,0.0,1.0,70.0,0.0,1.5,0.0,1.0,-7.0,0,1,1
detvsari_2015_5,det,ari,2015,5,3.0,4.0,37.0,18.25,18.75,76.05,75.425,81.375,70.975,63.824999999999996,72.55,59.125,71.7,64.8,52.725,60.125,75.925,57.150000000000006,0.75,0.0,4.0,16.5,24.0,-7.5,64.75000000000001,61.4,51.92499999999999,58.75000000000001,55.624999999999986,69.74999999999999,54.54999999999998,66.07500000000002,72.725,67.2,66.65,56.125000000000014,65.125,0.0,1,ari,cover,-4.5,46.0,-2.5,44.0,2.0,0.0,1.0,70.0,0.0,2.0,0.0,0.0,-4.5,0,1,0
pitvsari_2015_6,pit,ari,2015,6,4.0,5.0,38.0,18.0,20.0,76.44,78.66,83.8,72.24,68.74,74.0,59.339999999999996,70.22,66.14,55.64,58.739999999999995,74.66,55.8,0.8,3.0,5.0,24.0,19.0,5.0,74.94000000000003,79.82,66.72,83.8,70.53999999999999,74.05999999999997,74.47999999999999,62.68000000000002,64.34,42.48000000000001,64.08000000000004,59.26000000000001,61.52,0.6,1,ari,no cover,-5.5,45.0,-3.0,44.0,2.5,0.0,0.0,42.0,8.0,1.0,0.0,0.0,-5.5,1,0,0
arivsbal_2015_7,ari,bal,2015,7,4.0,6.0,33.833333333333336,19.166666666666668,14.666666666666666,76.05,78.48333333333333,82.45,71.26666666666667,69.68333333333334,74.7,56.75,69.33333333333333,64.91666666666667,56.06666666666666,59.5,74.14999999999999,55.73333333333334,0.6666666666666666,1.0,6.0,23.833333333333332,27.0,-3.1666666666666665,69.85000000000001,69.01666666666667,59.96666666666666,67.93333333333334,71.06666666666666,67.39999999999999,61.29999999999999,64.11666666666666,68.95,61.550000000000004,62.18333333333334,59.199999999999996,62.88333333333333,0.16666666666666666,0,ari,no cover,-10.0,49.5,-7.5,48.5,-2.5,0.0,1.0,70.0,0.0,1.0,0.0,1.0,-10.0,0,1,1
clevsari_2015_8,cle,ari,2015,8,5.0,7.0,32.714285714285715,19.0,13.714285714285714,76.95714285714287,79.37142857142858,83.52857142857144,70.34285714285714,71.05714285714285,74.91428571428571,57.728571428571435,69.84285714285714,65.18571428571428,56.41428571428571,59.614285714285714,74.5,58.128571428571426,0.7142857142857143,2.0,7.0,21.0,26.0,-5.0,65.75714285714287,66.45714285714286,56.22857142857142,79.35714285714286,66.95714285714286,66.94285714285714,57.114285714285714,59.157142857142865,53.47142857142857,58.58571428571429,60.228571428571435,62.88571428571429,62.37142857142857,0.2857142857142857,1,ari,cover,-7.0,46.0,-4.5,46.0,2.5,0.0,0.0,63.0,17.0,0.0,0.0,0.0,-7.0,0,1,0
seavsari_2015_10,sea,ari,2015,10,6.0,8.0,32.875,19.125,13.75,77.4375,79.65,82.8375,69.9375,72.4375,76.5875,55.0,69.575,65.1125,55.8875,60.8,73.44999999999999,57.9875,0.75,4.0,8.0,20.875,17.5,3.375,74.73750000000001,72.225,69.8125,56.625,66.64999999999999,70.54999999999998,69.81249999999999,70.38750000000002,67.4625,65.0875,69.67500000000003,66.5875,60.612500000000004,0.5,0,sea,no cover,-3.0,43.5,-3.0,45.0,0.0,1.0,0.0,42.0,1.0,-1.5,0.0,0.0,-3.0,0,1,1
arivscin_2015_11,ari,cin,2015,11,7.0,9.0,33.55555555555556,20.555555555555557,13.0,77.32222222222222,79.43333333333334,82.07777777777778,67.74444444444445,71.96666666666667,76.93333333333334,56.27777777777778,68.75555555555555,62.900000000000006,55.144444444444446,61.3111111111111,72.53333333333333,58.666666666666664,0.7777777777777778,8.0,9.0,26.11111111111111,16.88888888888889,9.222222222222221,74.97777777777779,75.85555555555555,74.28888888888888,75.95555555555556,67.96666666666665,73.08888888888889,64.1,66.12222222222222,64.28888888888889,61.74444444444445,65.61111111111113,64.30000000000001,61.633333333333326,0.8888888888888888,0,ari,no cover,-4.0,48.0,-3.5,47.0,-0.5,0.0,1.0,70.0,0.0,1.0,0.0,1.0,-4.0,0,1,1
sfvsari_2015_12,sf,ari,2015,12,8.0,10.0,33.6,21.6,12.0,76.3,78.83,80.05,67.2,71.47999999999999,77.47,56.17999999999999,67.37,61.29,54.910000000000004,62.42,70.35,58.970000000000006,0.8,3.0,10.0,13.9,25.2,-11.3,63.41000000000001,63.019999999999996,57.5,72.89,62.92999999999999,62.749999999999986,57.91999999999998,62.250000000000014,67.58,64.36,59.77000000000002,58.730000000000004,57.480000000000004,0.3,1,ari,no cover,-8.5,45.0,-10.5,44.5,-3.0,0.0,0.0,57.0,2.0,0.5,1.0,1.0,-8.5,1,0,0
larvsari_2015_13,lar,ari,2015,13,9.0,11.0,32.27272727272727,20.818181818181817,11.454545454545455,75.53636363636363,78.0909090909091,79.56363636363636,68.24545454545455,70.36363636363636,76.67272727272727,56.41818181818182,66.8,61.76363636363636,56.77272727272727,61.46363636363637,69.51818181818182,59.43636363636363,0.8181818181818182,4.0,11.0,16.90909090909091,20.90909090909091,-4.0,69.04545454545456,63.93636363636363,61.027272727272724,64.64545454545454,66.61818181818181,60.818181818181806,63.07272727272727,70.75454545454545,73.07272727272726,67.81818181818181,68.67272727272729,65.19090909090909,59.59090909090908,0.36363636363636365,1,ari,cover,-3.5,43.0,-5.5,44.0,-2.0,0.0,1.0,70.0,0.0,-1.0,0.0,1.0,-3.5,0,1,0
arivsmin_2015_14,ari,min,2015,14,10.0,12.0,31.833333333333332,19.333333333333332,12.5,76.30833333333334,78.44166666666666,79.69166666666666,66.49166666666666,71.09166666666667,76.89999999999999,56.925000000000004,67.7,61.78333333333333,58.5,61.59166666666667,70.58333333333333,59.55833333333334,0.8333333333333334,8.0,12.0,19.833333333333332,19.333333333333332,0.5,70.04166666666667,68.78333333333333,63.20833333333332,67.31666666666666,67.78333333333333,65.24166666666666,64.90833333333332,65.30833333333334,66.18333333333334,68.85833333333333,67.90833333333335,60.525000000000006,65.7,0.6666666666666666,0,ari,no cover,-10.0,46.5,-7.5,45.0,-2.5,0.0,1.0,70.0,0.0,1.5,0.0,1.0,-10.0,0,1,1
phivsari_2015_15,phi,ari,2015,15,11.0,13.0,31.153846153846153,19.384615384615383,11.76923076923077,75.91538461538461,78.54615384615384,78.76153846153846,65.87692307692308,71.3923076923077,77.1076923076923,57.80769230769231,66.75384615384615,61.65384615384615,57.723076923076924,62.30769230769231,68.55384615384615,58.66923076923077,0.8461538461538461,6.0,13.0,23.153846153846153,24.76923076923077,-1.6153846153846154,69.85384615384616,68.13846153846154,66.6,67.96923076923078,77.39999999999999,60.1076923076923,59.78461538461538,67.95384615384616,67.8076923076923,64.05384615384615,67.13846153846156,63.70769230769231,58.23076923076923,0.46153846153846156,1,ari,cover,-4.0,51.5,-3.5,50.5,0.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,-4.0,0,1,0
