p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa,week,year,plyr_number
jaredgoff_det_2022_8,det_2022_8,jaredgoff_det_2022,det_2022,jaredgoff,10635,qb,det,1,67.6,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
aaronrodgers_gb_2022_8,gb_2022_8,aaronrodgers_gb_2022,gb_2022,aaronrodgers,2241,qb,gb,1,80,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
davismills_hou_2022_8,hou_2022_8,davismills_hou_2022,hou_2022,davismills,52269,qb,hou,1,71.4,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
trevorlawrence_jax_2022_8,jax_2022_8,trevorlawrence_jax_2022,jax_2022,trevorlawrence,77632,qb,jax,1,69.4,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
patrickmahomes_kc_2022_8,kc_2022_8,patrickmahomes_kc_2022,kc_2022,patrickmahomes,11765,qb,kc,1,79.5,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
justinherbert_lac_2022_8,lac_2022_8,justinherbert_lac_2022,lac_2022,justinherbert,28237,qb,lac,1,84.8,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
matthewstafford_lar_2022_8,lar_2022_8,matthewstafford_lar_2022,lar_2022,matthewstafford,4924,qb,lar,1,79.5,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
derekcarr_lv_2022_8,lv_2022_8,derekcarr_lv_2022,lv_2022,derekcarr,8671,qb,lv,1,66.7,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tuatagovailoa_mia_2022_8,mia_2022_8,tuatagovailoa_mia_2022,mia_2022,tuatagovailoa,60326,qb,mia,1,77.4,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kirkcousins_min_2022_8,min_2022_8,kirkcousins_min_2022,min_2022,kirkcousins,7102,qb,min,1,88.5,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
macjones_ne_2022_8,ne_2022_8,macjones_ne_2022,ne_2022,macjones,60323,qb,ne,1,72.4,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
baileyzappe_ne_2022_8,ne_2022_8,baileyzappe_ne_2022,ne_2022,baileyzappe,60396,qb,ne,1,78.6,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jameiswinston_no_2022_8,no_2022_8,jameiswinston_no_2022,no_2022,jameiswinston,9434,qb,no,1,77.4,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
andydalton_no_2022_8,no_2022_8,andydalton_no_2022,no_2022,andydalton,6187,qb,no,1,74.1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
danieljones_nyg_2022_8,nyg_2022_8,danieljones_nyg_2022,nyg_2022,danieljones,39395,qb,nyg,1,89.5,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
zachwilson_nyj_2022_8,nyj_2022_8,zachwilson_nyj_2022,nyj_2022,zachwilson,82096,qb,nyj,1,73.3,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jalenhurts_phi_2022_8,phi_2022_8,jalenhurts_phi_2022,phi_2022,jalenhurts,40291,qb,phi,1,83.3,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kennypickett_pit_2022_8,pit_2022_8,kennypickett_pit_2022,pit_2022,kennypickett,60515,qb,pit,1,84.6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
genosmith_sea_2022_8,sea_2022_8,genosmith_sea_2022,sea_2022,genosmith,7820,qb,sea,1,88.5,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jimmygaroppolo_sf_2022_8,sf_2022_8,jimmygaroppolo_sf_2022,sf_2022,jimmygaroppolo,8697,qb,sf,1,73.7,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tombrady_tb_2022_8,tb_2022_8,tombrady_tb_2022,tb_2022,tombrady,698,qb,tb,1,70.4,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
ryantannehill_ten_2022_8,ten_2022_8,ryantannehill_ten_2022,ten_2022,ryantannehill,7014,qb,ten,1,80,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
malikwillis_ten_2022_8,ten_2022_8,malikwillis_ten_2022,ten_2022,malikwillis,60341,qb,ten,1,33.3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
taylorheinicke_was_2022_8,was_2022_8,taylorheinicke_was_2022,was_2022,taylorheinicke,9896,qb,was,1,64.5,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
