p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,week,year,plyr_number
brycecallahan_lac_2022_8,lac_2022_8,brycecallahan_lac_2022,lac_2022,brycecallahan,10000,cb,lac,1,27,9.0,9.0,0,0,0,0,0,0,0,0,0,8,2022,8
kareemjackson_den_2022_8,den_2022_8,kareemjackson_den_2022,den_2022,kareemjackson,5545,s,den,1,8,8.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
chaunceygardnerjohnson_phi_2022_8,phi_2022_8,chaunceygardnerjohnson_phi_2022,phi_2022,chaunceygardnerjohnson,49371,s,phi,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,8,2022,8
gregnewsomeii_cle_2022_8,cle_2022_8,gregnewsomeii_cle_2022,cle_2022,gregnewsomeii,83341,cb,cle,1,22,7.3,5.5,0,0,0,0,0,0,0,0,0,8,2022,8
chandonsullivan_min_2022_8,min_2022_8,chandonsullivan_min_2022,min_2022,chandonsullivan,49349,cb,min,1,42,7.0,5.3,0,0,0,0,0,0,0,0,0,8,2022,8
brandonstephens_bal_2022_8,bal_2022_8,brandonstephens_bal_2022,bal_2022,brandonstephens,45644,cb,bal,1,7,7.0,3.5,0,0,0,0,0,0,0,0,0,8,2022,8
tjedwards_phi_2022_8,phi_2022_8,tjedwards_phi_2022,phi_2022,tjedwards,30737,lb,phi,1,6,6.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
mikeford_atl_2022_8,atl_2022_8,mikeford_atl_2022,atl_2022,mikeford,50535,cb,atl,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,8,2022,8
malikhooker_dal_2022_8,dal_2022_8,malikhooker_dal_2022,dal_2022,malikhooker,11770,s,dal,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
jordynbrooks_sea_2022_8,sea_2022_8,jordynbrooks_sea_2022,sea_2022,jordynbrooks,50851,lb,sea,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
davidlongjr_lar_2022_8,lar_2022_8,davidlongjr_lar_2022,lar_2022,davidlongjr,27377,cb,lar,1,5,5.0,2.5,0,0,0,0,0,0,0,0,0,8,2022,8
andrecisco_jax_2022_8,jax_2022_8,andrecisco_jax_2022,jax_2022,andrecisco,76641,s,jax,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
jordanwhitehead_nyj_2022_8,nyj_2022_8,jordanwhitehead_nyj_2022,nyj_2022,jordanwhitehead,49196,s,nyj,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
chrisharrisjr_no_2022_8,no_2022_8,chrisharrisjr_no_2022,no_2022,chrisharrisjr,6457,cb,no,1,36,4.5,4.5,0,0,0,0,0,0,0,0,0,8,2022,8
quincywilliams_nyj_2022_8,nyj_2022_8,quincywilliams_nyj_2022,nyj_2022,quincywilliams,49779,lb,nyj,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
camrynbynum_min_2022_8,min_2022_8,camrynbynum_min_2022,min_2022,camrynbynum,38408,s,min,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
johnjohnsoniii_cle_2022_8,cle_2022_8,johnjohnsoniii_cle_2022,cle_2022,johnjohnsoniii,11847,s,cle,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
shaquillgriffin_jax_2022_8,jax_2022_8,shaquillgriffin_jax_2022,jax_2022,shaquillgriffin,11845,cb,jax,1,8,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
roquansmith_chi_2022_8,chi_2022_8,roquansmith_chi_2022,chi_2022,roquansmith,50892,lb,chi,1,4,4.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
marcusepps_phi_2022_8,phi_2022_8,marcusepps_phi_2022,phi_2022,marcusepps,51391,s,phi,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
justinsimmons_den_2022_8,den_2022_8,justinsimmons_den_2022,den_2022,justinsimmons,10732,s,den,1,12,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
troyandersen_atl_2022_8,atl_2022_8,troyandersen_atl_2022,atl_2022,troyandersen,57317,lb,atl,1,8,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
zavencollins_ari_2022_8,ari_2022_8,zavencollins_ari_2022,ari_2022,zavencollins,77190,lb,ari,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
kylehamilton_bal_2022_8,bal_2022_8,kylehamilton_bal_2022,bal_2022,kylehamilton,102684,s,bal,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
taecrowder_nyg_2022_8,nyg_2022_8,taecrowder_nyg_2022,nyg_2022,taecrowder,35774,lb,nyg,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
foyesadeoluokun_jax_2022_8,jax_2022_8,foyesadeoluokun_jax_2022,jax_2022,foyesadeoluokun,24904,lb,jax,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
paulsonadebo_no_2022_8,no_2022_8,paulsonadebo_no_2022,no_2022,paulsonadebo,52280,cb,no,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
marcowilson_ari_2022_8,ari_2022_8,marcowilson_ari_2022,ari_2022,marcowilson,55592,cb,ari,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
genostone_bal_2022_8,bal_2022_8,genostone_bal_2022,bal_2022,genostone,55967,s,bal,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
keithtaylor_car_2022_8,car_2022_8,keithtaylor_car_2022,car_2022,keithtaylor,56289,cb,car,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
loganwilson_cin_2022_8,cin_2022_8,loganwilson_cin_2022,cin_2022,loganwilson,29623,lb,cin,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
alexsingleton_den_2022_8,den_2022_8,alexsingleton_den_2022,den_2022,alexsingleton,9994,lb,den,1,9,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
deedelaney_tb_2022_8,tb_2022_8,deedelaney_tb_2022,tb_2022,deedelaney,31078,s,tb,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
raekwonmcmillan_ne_2022_8,ne_2022_8,raekwonmcmillan_ne_2022,ne_2022,raekwonmcmillan,11809,lb,ne,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
talanoahufanga_sf_2022_8,sf_2022_8,talanoahufanga_sf_2022,sf_2022,talanoahufanga,83903,s,sf,1,6,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
jalenthompson_ari_2022_8,ari_2022_8,jalenthompson_ari_2022,ari_2022,jalenthompson,49116,s,ari,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
mattmilano_buf_2022_8,buf_2022_8,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
arronmosby_car_2022_8,car_2022_8,arronmosby_car_2022,car_2022,arronmosby,55908,lb,car,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
eliapple_cin_2022_8,cin_2022_8,eliapple_cin_2022,cin_2022,eliapple,10644,cb,cin,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
malikharrison_bal_2022_8,bal_2022_8,malikharrison_bal_2022,bal_2022,malikharrison,28081,lb,bal,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
danejackson_buf_2022_8,buf_2022_8,danejackson_buf_2022,buf_2022,danejackson,32989,cb,buf,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
kvonwallace_phi_2022_8,phi_2022_8,kvonwallace_phi_2022,phi_2022,kvonwallace,42467,s,phi,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
tremaineedmunds_buf_2022_8,buf_2022_8,tremaineedmunds_buf_2022,buf_2022,tremaineedmunds,50905,lb,buf,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
anthonybrown_dal_2022_8,dal_2022_8,anthonybrown_dal_2022,dal_2022,anthonybrown,10823,cb,dal,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
devinlloyd_jax_2022_8,jax_2022_8,devinlloyd_jax_2022,jax_2022,devinlloyd,58238,lb,jax,1,3,1.5,1.5,0,0,0,0,0,0,0,0,0,8,2022,8
xavienhoward_mia_2022_8,mia_2022_8,xavienhoward_mia_2022,mia_2022,xavienhoward,10672,cb,mia,1,3,1.5,1.5,0,0,0,0,0,0,0,0,0,8,2022,8
greedywilliams_cle_2022_8,cle_2022_8,greedywilliams_cle_2022,cle_2022,greedywilliams,43254,cb,cle,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
chidobeawuzie_cin_2022_8,cin_2022_8,chidobeawuzie_cin_2022,cin_2022,chidobeawuzie,11815,cb,cin,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
joshuawilliams_kc_2022_8,kc_2022_8,joshuawilliams_kc_2022,kc_2022,joshuawilliams,156083,cb,kc,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
dontejackson_car_2022_8,car_2022_8,dontejackson_car_2022,car_2022,dontejackson,49377,cb,car,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
ajterrell_atl_2022_8,atl_2022_8,ajterrell_atl_2022,atl_2022,ajterrell,55586,cb,atl,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
justonburris_car_2022_8,car_2022_8,justonburris_car_2022,car_2022,justonburris,10752,s,car,1,16,,8.0,0,0,0,0,0,0,0,0,0,8,2022,8
kerbyjoseph_det_2022_8,det_2022_8,kerbyjoseph_det_2022,det_2022,kerbyjoseph,83239,s,det,1,6,,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
mikehilton_cin_2022_8,cin_2022_8,mikehilton_cin_2022,cin_2022,mikehilton,10898,cb,cin,1,13,,13.0,0,0,0,0,0,0,0,0,0,8,2022,8
darnellsavage_gb_2022_8,gb_2022_8,darnellsavage_gb_2022,gb_2022,darnellsavage,34247,s,gb,1,9,,9.0,0,0,0,0,0,0,0,0,0,8,2022,8
kennethmurray_lac_2022_8,lac_2022_8,kennethmurray_lac_2022,lac_2022,kennethmurray,58099,lb,lac,1,1,,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
jeremiahowusukoramoah_cle_2022_8,cle_2022_8,jeremiahowusukoramoah_cle_2022,cle_2022,jeremiahowusukoramoah,58089,lb,cle,1,2,,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
demariodavis_no_2022_8,no_2022_8,demariodavis_no_2022,no_2022,demariodavis,7079,lb,no,1,4,,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
julianlove_nyg_2022_8,nyg_2022_8,julianlove_nyg_2022,nyg_2022,julianlove,51081,s,nyg,1,6,,6.0,0,0,0,0,0,0,0,0,0,8,2022,8
cornellarmstrong_atl_2022_8,atl_2022_8,cornellarmstrong_atl_2022,atl_2022,cornellarmstrong,50351,cb,atl,1,4,,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
ryanneal_sea_2022_8,sea_2022_8,ryanneal_sea_2022,sea_2022,ryanneal,49132,s,sea,1,11,,11.0,0,0,0,0,0,0,0,0,0,8,2022,8
terrelledmunds_pit_2022_8,pit_2022_8,terrelledmunds_pit_2022,pit_2022,terrelledmunds,51334,s,pit,1,7,,3.5,0,0,0,0,0,0,0,0,0,8,2022,8
justinreid_kc_2022_8,kc_2022_8,justinreid_kc_2022,kc_2022,justinreid,49048,s,kc,1,9,,9.0,0,0,0,0,0,0,0,0,0,8,2022,8
damarionwilliams_bal_2022_8,bal_2022_8,damarionwilliams_bal_2022,bal_2022,damarionwilliams,100904,cb,bal,1,21,,21.0,0,0,0,0,0,0,0,0,0,8,2022,8
adrianphillips_ne_2022_8,ne_2022_8,adrianphillips_ne_2022,ne_2022,adrianphillips,9177,s,ne,1,4,,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
alontaetaylor_no_2022_8,no_2022_8,alontaetaylor_no_2022,no_2022,alontaetaylor,83469,cb,no,1,3,,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
denzelperryman_lv_2022_8,lv_2022_8,denzelperryman_lv_2022,lv_2022,denzelperryman,9481,lb,lv,1,1,,1.0,0,0,0,0,0,0,0,0,0,8,2022,8
keanuneal_tb_2022_8,tb_2022_8,keanuneal_tb_2022,tb_2022,keanuneal,10651,s,tb,1,4,,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
isaiaholiver_atl_2022_8,atl_2022_8,isaiaholiver_atl_2022,atl_2022,isaiaholiver,50393,cb,atl,1,27,27.0,13.5,0,0,0,0,0,0,0,0,0,8,2022,8
amikrobertson_lv_2022_8,lv_2022_8,amikrobertson_lv_2022,lv_2022,amikrobertson,55619,cb,lv,1,26,26.0,13.0,0,0,0,0,0,0,0,0,0,8,2022,8
ljariussneed_kc_2022_8,kc_2022_8,ljariussneed_kc_2022,kc_2022,ljariussneed,40588,cb,kc,1,22,22.0,11.0,0,0,0,0,0,0,0,0,0,8,2022,8
kwonalexander_nyj_2022_8,nyj_2022_8,kwonalexander_nyj_2022,nyj_2022,kwonalexander,9557,lb,nyj,1,15,15.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
rogermccreary_ten_2022_8,ten_2022_8,rogermccreary_ten_2022,ten_2022,rogermccreary,83176,cb,ten,1,24,12.0,12.0,0,0,0,0,0,0,0,0,0,8,2022,8
darnayholmes_nyg_2022_8,nyg_2022_8,darnayholmes_nyg_2022,nyg_2022,darnayholmes,56247,cb,nyg,1,34,11.3,6.8,0,0,0,0,0,0,0,0,0,8,2022,8
michaelcarterii_nyj_2022_8,nyj_2022_8,michaelcarterii_nyj_2022,nyj_2022,michaelcarterii,60644,cb,nyj,1,33,11.0,8.3,0,0,0,0,0,0,0,0,0,8,2022,8
rasuldouglas_gb_2022_8,gb_2022_8,rasuldouglas_gb_2022,gb_2022,rasuldouglas,11854,cb,gb,1,21,10.5,5.3,0,0,0,0,0,0,0,0,0,8,2022,8
dicapriobootle_kc_2022_8,kc_2022_8,dicapriobootle_kc_2022,kc_2022,dicapriobootle,42913,cb,kc,1,10,10.0,3.3,0,0,0,0,0,0,0,0,0,8,2022,8
antoinewinfieldjr_tb_2022_8,tb_2022_8,antoinewinfieldjr_tb_2022,tb_2022,antoinewinfieldjr,42475,s,tb,1,10,10.0,10.0,0,0,0,0,0,0,0,0,0,8,2022,8
ajparker_det_2022_8,det_2022_8,ajparker_det_2022,det_2022,ajparker,55983,cb,det,1,19,9.5,9.5,0,0,0,0,0,0,0,0,0,8,2022,8
cobybryant_sea_2022_8,sea_2022_8,cobybryant_sea_2022,sea_2022,cobybryant,55088,cb,sea,1,46,9.2,9.2,0,0,0,0,0,0,0,0,0,8,2022,8
devondrecampbell_gb_2022_8,gb_2022_8,devondrecampbell_gb_2022,gb_2022,devondrecampbell,10749,lb,gb,1,9,9.0,4.5,0,0,0,0,0,0,0,0,0,8,2022,8
kylergordon_chi_2022_8,chi_2022_8,kylergordon_chi_2022,chi_2022,kylergordon,83451,cb,chi,1,27,9.0,6.8,0,0,0,0,0,0,0,0,0,8,2022,8
johnathanabram_lv_2022_8,lv_2022_8,johnathanabram_lv_2022,lv_2022,johnathanabram,34646,s,lv,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,8,2022,8
richiegrant_atl_2022_8,atl_2022_8,richiegrant_atl_2022,atl_2022,richiegrant,43196,s,atl,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,8,2022,8
danebelton_nyg_2022_8,nyg_2022_8,danebelton_nyg_2022,nyg_2022,danebelton,101398,s,nyg,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,8,2022,8
justinbethel_mia_2022_8,mia_2022_8,justinbethel_mia_2022,mia_2022,justinbethel,7654,cb,mia,1,39,7.8,5.6,0,0,0,0,0,0,0,0,0,8,2022,8
myleshartsfield_car_2022_8,car_2022_8,myleshartsfield_car_2022,car_2022,myleshartsfield,49159,cb,car,1,39,7.8,4.9,0,0,0,0,0,0,0,0,0,8,2022,8
desmondkingii_hou_2022_8,hou_2022_8,desmondkingii_hou_2022,hou_2022,desmondkingii,11906,cb,hou,1,21,7.0,7.0,0,0,0,0,0,0,0,0,0,8,2022,8
nasiradderley_lac_2022_8,lac_2022_8,nasiradderley_lac_2022,lac_2022,nasiradderley,33880,s,lac,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,8,2022,8
grantdelpit_cle_2022_8,cle_2022_8,grantdelpit_cle_2022,cle_2022,grantdelpit,60685,s,cle,1,7,7.0,2.3,0,0,0,0,0,0,0,0,0,8,2022,8
amanihooker_ten_2022_8,ten_2022_8,amanihooker_ten_2022,ten_2022,amanihooker,51378,s,ten,1,28,7.0,7.0,0,0,0,0,0,0,0,0,0,8,2022,8
daronbland_dal_2022_8,dal_2022_8,daronbland_dal_2022,dal_2022,daronbland,56158,cb,dal,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,8,2022,8
kwaunwilliams_den_2022_8,den_2022_8,kwaunwilliams_den_2022,den_2022,kwaunwilliams,9332,cb,den,1,20,6.7,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
mykalwalker_atl_2022_8,atl_2022_8,mykalwalker_atl_2022,atl_2022,mykalwalker,57834,lb,atl,1,19,6.3,4.8,0,0,0,0,0,0,0,0,0,8,2022,8
dariouswilliams_jax_2022_8,jax_2022_8,dariouswilliams_jax_2022,jax_2022,dariouswilliams,55724,cb,jax,1,29,5.8,3.6,0,0,0,0,0,0,0,0,0,8,2022,8
byronmurphyjr_ari_2022_8,ari_2022_8,byronmurphyjr_ari_2022,ari_2022,byronmurphyjr,44027,cb,ari,1,29,5.8,4.8,0,0,0,0,0,0,0,0,0,8,2022,8
mylesbryant_ne_2022_8,ne_2022_8,mylesbryant_ne_2022,ne_2022,mylesbryant,43336,cb,ne,1,11,5.5,3.7,0,0,0,0,0,0,0,0,0,8,2022,8
jimmieward_sf_2022_8,sf_2022_8,jimmieward_sf_2022,sf_2022,jimmieward,8665,s,sf,1,32,5.3,5.3,0,0,0,0,0,0,0,0,0,8,2022,8
jonasgriffith_den_2022_8,den_2022_8,jonasgriffith_den_2022,den_2022,jonasgriffith,35858,lb,den,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
jalenpitre_hou_2022_8,hou_2022_8,jalenpitre_hou_2022,hou_2022,jalenpitre,57737,s,hou,1,10,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
tashaungipsonsr_sf_2022_8,sf_2022_8,tashaungipsonsr_sf_2022,sf_2022,tashaungipsonsr,7288,s,sf,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
patrickqueen_bal_2022_8,bal_2022_8,patrickqueen_bal_2022,bal_2022,patrickqueen,57941,lb,bal,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
robertspillane_pit_2022_8,pit_2022_8,robertspillane_pit_2022,pit_2022,robertspillane,50918,lb,pit,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,8,2022,8
rodneymcleod_ind_2022_8,ind_2022_8,rodneymcleod_ind_2022,ind_2022,rodneymcleod,7271,s,ind,1,5,5.0,2.5,0,0,0,0,0,0,0,0,0,8,2022,8
fabianmoreau_nyg_2022_8,nyg_2022_8,fabianmoreau_nyg_2022,nyg_2022,fabianmoreau,11836,cb,nyg,1,9,4.5,4.5,0,0,0,0,0,0,0,0,0,8,2022,8
rachadwildgoose_was_2022_8,was_2022_8,rachadwildgoose_was_2022,was_2022,rachadwildgoose,83111,cb,was,1,25,4.2,2.1,0,0,0,0,0,0,0,0,0,8,2022,8
devinmccourty_ne_2022_8,ne_2022_8,devinmccourty_ne_2022,ne_2022,devinmccourty,5552,s,ne,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
eddiejackson_chi_2022_8,chi_2022_8,eddiejackson_chi_2022,chi_2022,eddiejackson,11867,s,chi,1,4,4.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
arthurmaulet_pit_2022_8,pit_2022_8,arthurmaulet_pit_2022,pit_2022,arthurmaulet,12224,cb,pit,1,20,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
dariusharris_kc_2022_8,kc_2022_8,dariusharris_kc_2022,kc_2022,dariusharris,29188,lb,kc,1,4,4.0,2.0,0,0,0,0,0,0,0,0,0,8,2022,8
isaiahsimmons_ari_2022_8,ari_2022_8,isaiahsimmons_ari_2022,ari_2022,isaiahsimmons,42451,lb,ari,1,20,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
druetranquill_lac_2022_8,lac_2022_8,druetranquill_lac_2022,lac_2022,druetranquill,51276,lb,lac,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
derwinjames_lac_2022_8,lac_2022_8,derwinjames_lac_2022,lac_2022,derwinjames,51368,s,lac,1,8,4.0,4.0,0,0,0,0,0,0,0,0,0,8,2022,8
jayronkearse_dal_2022_8,dal_2022_8,jayronkearse_dal_2022,dal_2022,jayronkearse,10878,s,dal,1,7,3.5,3.5,0,0,0,0,0,0,0,0,0,8,2022,8
trenorwood_pit_2022_8,pit_2022_8,trenorwood_pit_2022,pit_2022,trenorwood,55675,s,pit,1,7,3.5,2.3,0,0,0,0,0,0,0,0,0,8,2022,8
brandinechols_nyj_2022_8,nyj_2022_8,brandinechols_nyj_2022,nyj_2022,brandinechols,98900,cb,nyj,1,7,3.5,2.3,0,0,0,0,0,0,0,0,0,8,2022,8
justinevans_no_2022_8,no_2022_8,justinevans_no_2022,no_2022,justinevans,11805,s,no,1,20,3.3,2.9,0,0,0,0,0,0,0,0,0,8,2022,8
trevonmoehrig_lv_2022_8,lv_2022_8,trevonmoehrig_lv_2022,lv_2022,trevonmoehrig,77847,s,lv,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
andrewadams_ten_2022_8,ten_2022_8,andrewadams_ten_2022,ten_2022,andrewadams,11240,s,ten,1,3,3.0,1.5,0,0,0,0,0,0,0,0,0,8,2022,8
nicholasmorrow_chi_2022_8,chi_2022_8,nicholasmorrow_chi_2022,chi_2022,nicholasmorrow,51674,lb,chi,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
lamarcusjoyner_nyj_2022_8,nyj_2022_8,lamarcusjoyner_nyj_2022,nyj_2022,lamarcusjoyner,8676,s,nyj,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
marcusmaye_no_2022_8,no_2022_8,marcusmaye_no_2022,no_2022,marcusmaye,11794,s,no,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
jaylonsmith_nyg_2022_8,nyg_2022_8,jaylonsmith_nyg_2022,nyg_2022,jaylonsmith,10668,lb,nyg,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
jaylenwatson_kc_2022_8,kc_2022_8,jaylenwatson_kc_2022,kc_2022,jaylenwatson,131960,cb,kc,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
rockyasin_lv_2022_8,lv_2022_8,rockyasin_lv_2022,lv_2022,rockyasin,49564,cb,lv,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,8,2022,8
christianharris_hou_2022_8,hou_2022_8,christianharris_hou_2022,hou_2022,christianharris,98996,lb,hou,1,5,2.5,2.5,0,0,0,0,0,0,0,0,0,8,2022,8
