away_matchup_id,precip,dome,temperature,wind_mph
ten@jax_2016_16,0,0,65,2
min@gb_2016_16,0,0,35,4
lac@cle_2016_16,1,0,37,10
was@chi_2016_16,0,0,35,1
atl@car_2016_16,0,0,52,4
ind@oak_2016_16,0,0,48,5
ari@sea_2016_16,0,0,39,2
sf@lar_2016_16,1,0,55,7
cin@hou_2016_16,0,0,72,8
bal@pit_2016_16,0,0,39,4
den@kc_2016_16,1,0,60,11
det@dal_2016_16,1,0,65,0
cle@pit_2016_17,0,0,38,1
bal@cin_2016_17,1,0,38,1
hou@ten_2016_17,1,0,49,2
car@tb_2016_17,0,0,76,7
jax@ind_2016_17,0,1,70,0
ne@mia_2016_17,1,0,80,10
chi@min_2016_17,0,1,70,0
buf@nyj_2016_17,0,0,45,8
dal@phi_2016_17,0,0,48,6
ari@lar_2016_17,0,0,56,1
oak@den_2016_17,0,0,48,3
kc@lac_2016_17,0,0,56,4
sea@sf_2016_17,0,0,52,6
no@atl_2016_17,0,1,70,0
nyg@was_2016_17,0,0,52,1
gb@det_2016_17,0,1,70,0
kc@ne_2017_1,0,0,62,1
nyj@buf_2017_1,0,0,61,6
phi@was_2017_1,0,0,69,3
oak@ten_2017_1,0,0,73,4
jax@hou_2017_1,0,0,80,4
ari@det_2017_1,0,1,70,0
atl@chi_2017_1,0,0,66,5
bal@cin_2017_1,0,0,69,3
pit@cle_2017_1,0,0,65,5
ind@lar_2017_1,0,0,85,4
sea@gb_2017_1,0,0,70,6
car@sf_2017_1,0,0,86,2
nyg@dal_2017_1,0,0,78,3
no@min_2017_1,0,1,70,0
lac@den_2017_1,0,0,73,3
hou@cin_2017_2,0,0,67,0
cle@bal_2017_2,0,0,78,1
chi@tb_2017_2,0,0,88,4
min@pit_2017_2,0,0,78,0
ne@no_2017_2,0,1,70,0
phi@kc_2017_2,1,0,65,3
ten@jax_2017_2,0,0,86,7
ari@ind_2017_2,0,1,70,0
buf@car_2017_2,0,0,81,3
nyj@oak_2017_2,0,0,70,3
mia@lac_2017_2,0,0,71,3
sf@sea_2017_2,1,0,63,5
was@lar_2017_2,0,0,71,4
dal@den_2017_2,0,0,69,1
gb@atl_2017_2,0,1,70,0
det@nyg_2017_2,0,0,70,2
lar@sf_2017_3,0,0,65,5
bal@jax_2017_3,1,0,70,7
cle@ind_2017_3,0,1,70,0
nyg@phi_2017_3,0,0,87,2
mia@nyj_2017_3,0,0,87,1
den@buf_2017_3,0,0,84,4
no@car_2017_3,0,0,81,4
pit@chi_2017_3,0,0,87,3
atl@det_2017_3,0,1,70,0
tb@min_2017_3,0,1,70,0
hou@ne_2017_3,0,0,84,0
sea@ten_2017_3,0,0,88,2
cin@gb_2017_3,0,0,88,7
kc@lac_2017_3,0,0,81,4
oak@was_2017_3,0,0,73,0
dal@ari_2017_3,0,1,70,0
chi@gb_2017_4,0,0,64,4
no@mia_2017_4,1,0,62,9
ten@hou_2017_4,0,0,84,0
jax@nyj_2017_4,0,0,64,1
car@ne_2017_4,0,0,61,1
det@min_2017_4,0,1,70,0
buf@atl_2017_4,0,1,70,0
pit@bal_2017_4,0,0,64,1
cin@cle_2017_4,0,0,64,2
lar@dal_2017_4,0,0,80,3
phi@lac_2017_4,1,0,74,4
nyg@tb_2017_4,1,0,89,4
sf@ari_2017_4,0,1,70,0
oak@den_2017_4,1,0,70,2
ind@sea_2017_4,0,0,57,3
was@kc_2017_4,0,0,78,5
ne@tb_2017_5,0,0,77,4
nyj@cle_2017_5,1,0,68,5
car@det_2017_5,0,1,70,0
sf@ind_2017_5,0,1,70,0
ten@mia_2017_5,1,0,89,6
buf@cin_2017_5,1,0,63,2
lac@nyg_2017_5,1,0,74,4
jax@pit_2017_5,1,0,71,4
ari@phi_2017_5,1,0,77,3
sea@lar_2017_5,0,0,75,4
bal@oak_2017_5,0,0,75,3
gb@dal_2017_5,0,0,88,2
kc@hou_2017_5,0,0,83,2
min@chi_2017_5,0,0,64,3
phi@car_2017_6,1,0,73,5
chi@bal_2017_6,1,0,68,4
cle@hou_2017_6,1,0,85,2
gb@min_2017_6,0,1,70,0
det@no_2017_6,0,1,70,0
mia@atl_2017_6,0,1,70,0
ne@nyj_2017_6,1,0,71,5
sf@was_2017_6,1,0,69,3
tb@ari_2017_6,0,1,70,0
lar@jax_2017_6,1,0,84,7
pit@kc_2017_6,0,0,60,6
lac@oak_2017_6,0,0,75,1
nyg@den_2017_6,0,0,53,0
ind@ten_2017_6,0,0,53,1
kc@oak_2017_7,1,0,61,4
tb@buf_2017_7,0,0,73,3
cin@pit_2017_7,0,0,73,1
bal@min_2017_7,0,1,70,0
nyj@mia_2017_7,0,0,85,9
ari@lar_2017_7,0,0,52,4
car@chi_2017_7,1,0,67,4
ten@cle_2017_7,0,0,74,4
no@gb_2017_7,0,0,51,5
jax@ind_2017_7,0,1,70,0
dal@sf_2017_7,0,0,69,2
sea@nyg_2017_7,0,0,72,2
den@lac_2017_7,0,0,89,2
atl@ne_2017_7,0,0,56,0
was@phi_2017_7,0,0,69,3
mia@bal_2017_8,0,0,48,0
min@cle_2017_8,0,0,54,5
atl@nyj_2017_8,1,0,62,2
car@tb_2017_8,0,0,63,9
sf@phi_2017_8,1,0,63,2
chi@no_2017_8,0,1,70,0
lac@ne_2017_8,1,0,61,1
oak@buf_2017_8,1,0,39,2
ind@cin_2017_8,0,0,39,1
hou@sea_2017_8,0,0,50,0
dal@was_2017_8,1,0,60,0
pit@det_2017_8,0,1,70,0
den@kc_2017_8,0,0,41,3
buf@nyj_2017_9,0,0,64,2
ind@hou_2017_9,0,0,82,4
cin@jax_2017_9,0,0,77,4
tb@no_2017_9,0,1,70,0
lar@nyg_2017_9,0,0,56,1
atl@car_2017_9,0,0,58,0
den@phi_2017_9,1,0,62,1
bal@ten_2017_9,1,0,75,8
ari@sf_2017_9,0,0,57,1
was@sea_2017_9,1,0,35,4
kc@dal_2017_9,0,0,90,4
oak@mia_2017_9,0,0,76,0
det@gb_2017_9,0,0,34,1
sea@ari_2017_10,0,1,70,0
gb@chi_2017_10,1,0,39,0
cle@det_2017_10,0,1,70,0
pit@ind_2017_10,0,1,70,0
lac@jax_2017_10,1,0,75,5
no@buf_2017_10,0,0,37,0
nyj@tb_2017_10,0,0,76,6
min@was_2017_10,0,0,43,1
cin@ten_2017_10,0,0,52,2
hou@lar_2017_10,0,0,66,0
dal@atl_2017_10,0,1,70,0
nyg@sf_2017_10,0,0,63,0
ne@den_2017_10,0,0,48,0
mia@car_2017_10,0,0,52,9
ten@pit_2017_11,0,0,37,2
tb@mia_2017_11,0,0,80,4
jax@cle_2017_11,1,0,38,8
bal@gb_2017_11,0,0,26,6
ari@hou_2017_11,0,0,59,5
lar@min_2017_11,0,1,70,0
det@chi_2017_11,0,0,31,6
was@no_2017_11,0,1,70,0
kc@nyg_2017_11,1,0,49,8
buf@lac_2017_11,0,0,72,1
cin@den_2017_11,0,0,59,0
ne@oak_2017_11,0,0,64,3
phi@dal_2017_11,0,0,52,0
atl@sea_2017_11,1,0,46,1
min@det_2017_12,0,1,70,0
lac@dal_2017_12,0,0,67,1
nyg@was_2017_12,0,0,32,0
buf@kc_2017_12,0,0,58,3
ten@ind_2017_12,0,1,70,0
cle@cin_2017_12,0,0,46,2
tb@atl_2017_12,0,1,70,0
mia@ne_2017_12,0,0,46,4
chi@phi_2017_12,0,0,48,5
car@nyj_2017_12,0,0,46,6
sea@sf_2017_12,1,0,63,4
no@lar_2017_12,0,0,67,2
jax@ari_2017_12,0,1,70,0
den@oak_2017_12,1,0,61,6
gb@pit_2017_12,0,0,36,1
hou@bal_2017_12,0,0,44,0
was@dal_2017_13,0,0,58,0
min@atl_2017_13,0,1,70,0
hou@ten_2017_13,0,0,59,2
kc@nyj_2017_13,0,0,46,0
den@mia_2017_13,0,0,80,5
det@bal_2017_13,0,0,51,1
ne@buf_2017_13,0,0,46,2
sf@chi_2017_13,0,0,50,2
tb@gb_2017_13,0,0,41,1
ind@jax_2017_13,0,0,67,2
cle@lac_2017_13,0,0,66,2
car@no_2017_13,0,1,70,0
nyg@oak_2017_13,0,0,55,3
lar@ari_2017_13,0,1,70,0
phi@sea_2017_13,0,0,42,0
pit@cin_2017_13,0,0,60,3
no@atl_2017_14,0,1,70,0
ind@buf_2017_14,1,0,26,4
det@tb_2017_14,0,0,53,4
oak@kc_2017_14,0,0,47,5
sea@jax_2017_14,0,0,46,2
sf@hou_2017_14,0,0,57,0
gb@cle_2017_14,0,0,28,9
chi@cin_2017_14,0,0,30,4
min@car_2017_14,0,0,39,2
was@lac_2017_14,0,0,79,2
nyj@den_2017_14,0,0,58,0
ten@ari_2017_14,0,1,70,0
dal@nyg_2017_14,1,0,37,5
phi@lar_2017_14,0,0,79,1
bal@pit_2017_14,0,0,30,3
ne@mia_2017_14,0,0,56,3
den@ind_2017_15,0,1,70,0
chi@det_2017_15,0,1,70,0
lac@kc_2017_15,0,0,50,2
hou@jax_2017_15,0,0,68,2
bal@cle_2017_15,0,0,34,1
gb@car_2017_15,0,0,48,1
mia@buf_2017_15,0,0,25,0
cin@min_2017_15,0,1,70,0
ari@was_2017_15,0,0,47,0
phi@nyg_2017_15,0,0,34,0
nyj@no_2017_15,0,1,70,0
lar@sea_2017_15,0,0,46,5
ten@sf_2017_15,0,0,60,2
ne@pit_2017_15,1,0,40,0
dal@oak_2017_15,0,0,59,0
atl@tb_2017_15,0,0,70,1
ind@bal_2017_16,1,0,61,5
min@gb_2017_16,0,0,9,1
det@cin_2017_16,0,0,35,2
mia@kc_2017_16,0,0,22,5
buf@ne_2017_16,1,0,34,1
cle@chi_2017_16,1,0,21,0
tb@car_2017_16,0,0,53,1
atl@no_2017_16,0,1,70,0
den@was_2017_16,0,0,41,2
lar@ten_2017_16,0,0,41,2
lac@nyj_2017_16,1,0,38,3
jax@sf_2017_16,0,0,52,0
sea@dal_2017_16,0,0,43,6
nyg@ari_2017_16,0,1,70,0
pit@hou_2017_16,0,0,51,4
oak@phi_2017_16,0,0,28,5
cle@pit_2017_17,0,0,9,0
gb@det_2017_17,0,1,70,0
hou@ind_2017_17,0,1,70,0
chi@min_2017_17,0,1,70,0
nyj@ne_2017_17,0,0,11,5
was@nyg_2017_17,0,0,15,6
dal@phi_2017_17,0,0,15,4
car@atl_2017_17,0,1,70,0
cin@bal_2017_17,0,0,18,5
jax@ten_2017_17,0,0,22,7
no@tb_2017_17,0,0,69,1
buf@mia_2017_17,0,0,71,4
oak@lac_2017_17,0,0,62,0
kc@den_2017_17,0,0,16,3
sf@lar_2017_17,0,0,63,0
ari@sea_2017_17,0,0,39,3
atl@phi_2018_1,1,0,81,2
buf@bal_2018_1,1,0,62,11
jax@nyg_2018_1,1,0,58,4
tb@no_2018_1,0,1,70,0
hou@ne_2018_1,0,0,62,6
sf@min_2018_1,0,1,70,0
ten@mia_2018_1,1,0,88,4
cin@ind_2018_1,0,1,70,0
pit@cle_2018_1,1,0,59,4
kc@lac_2018_1,0,0,85,5
sea@den_2018_1,0,0,85,3
dal@car_2018_1,1,0,83,6
was@ari_2018_1,0,1,70,0
chi@gb_2018_1,0,0,60,4
nyj@det_2018_1,0,1,70,0
lar@oak_2018_1,0,0,71,5
bal@cin_2018_2,0,0,75,0
car@atl_2018_2,0,1,70,0
ind@was_2018_2,0,0,73,5
hou@ten_2018_2,0,0,81,7
phi@tb_2018_2,0,0,89,8
kc@pit_2018_2,0,0,79,7
mia@nyj_2018_2,0,0,82,3
lac@buf_2018_2,0,0,79,7
min@gb_2018_2,0,0,78,5
cle@no_2018_2,0,1,70,0
det@sf_2018_2,0,0,72,5
ari@lar_2018_2,0,0,85,4
ne@jax_2018_2,1,0,93,7
oak@den_2018_2,0,0,90,3
nyg@dal_2018_2,0,0,87,2
sea@chi_2018_2,0,0,80,2
nyj@cle_2018_3,0,0,78,3
no@atl_2018_3,0,1,70,0
gb@was_2018_3,1,0,63,4
ind@phi_2018_3,1,0,61,3
buf@min_2018_3,0,1,70,0
oak@mia_2018_3,1,0,88,6
den@bal_2018_3,1,0,62,4
cin@car_2018_3,0,0,81,1
nyg@hou_2018_3,0,0,79,7
ten@jax_2018_3,0,0,87,5
sf@kc_2018_3,0,0,72,4
lac@lar_2018_3,0,0,79,4
dal@sea_2018_3,0,0,62,1
chi@ari_2018_3,0,1,70,0
ne@det_2018_3,0,1,70,0
pit@tb_2018_3,1,0,77,3
min@lar_2018_4,0,0,83,3
nyj@jax_2018_4,0,0,86,10
mia@ne_2018_4,0,0,66,3
phi@ten_2018_4,0,0,80,0
hou@ind_2018_4,0,1,70,0
buf@gb_2018_4,0,0,48,4
det@dal_2018_4,0,0,79,6
tb@chi_2018_4,0,0,64,1
cin@atl_2018_4,0,1,70,0
sea@ari_2018_4,0,1,70,0
cle@oak_2018_4,0,0,71,2
no@nyg_2018_4,0,0,69,4
sf@lac_2018_4,0,0,82,4
bal@pit_2018_4,0,0,66,0
kc@den_2018_4,0,0,65,2
ind@ne_2018_5,0,0,66,3
ten@buf_2018_5,0,0,65,3
atl@pit_2018_5,0,0,82,6
den@nyj_2018_5,0,0,75,4
jax@kc_2018_5,1,0,58,2
gb@det_2018_5,0,1,70,0
bal@cle_2018_5,1,0,70,2
nyg@car_2018_5,0,0,80,1
mia@cin_2018_5,0,0,86,2
oak@lac_2018_5,0,0,74,5
ari@sf_2018_5,0,0,76,9
min@phi_2018_5,0,0,78,3
lar@sea_2018_5,1,0,54,3
dal@hou_2018_5,0,0,81,6
was@no_2018_5,0,1,70,0
phi@nyg_2018_6,1,0,70,1
tb@atl_2018_6,0,1,70,0
car@was_2018_6,0,0,54,0
ind@nyj_2018_6,0,0,57,5
ari@min_2018_6,0,1,70,0
pit@cin_2018_6,0,0,51,2
lac@cle_2018_6,0,0,55,1
buf@hou_2018_6,0,0,87,9
chi@mia_2018_6,0,0,88,7
sea@oak_2018_6,1,0,50,12
lar@den_2018_6,0,0,24,2
bal@ten_2018_6,1,0,66,3
jax@dal_2018_6,1,0,78,4
kc@ne_2018_6,0,0,45,2
sf@gb_2018_6,0,0,35,4
den@ari_2018_7,0,1,70,0
ten@lac_2018_7,0,0,64,7
cle@tb_2018_7,0,0,80,5
car@phi_2018_7,0,0,47,9
min@nyj_2018_7,0,0,46,11
det@mia_2018_7,0,0,88,5
ne@chi_2018_7,0,0,43,6
buf@ind_2018_7,0,1,70,0
hou@jax_2018_7,0,0,70,13
no@bal_2018_7,0,0,52,12
dal@was_2018_7,0,0,51,11
lar@sf_2018_7,0,0,71,2
cin@kc_2018_7,0,0,58,6
nyg@atl_2018_7,0,1,70,0
mia@hou_2018_8,1,0,65,6
phi@jax_2018_8,0,0,48,13
den@kc_2018_8,0,0,60,8
cle@pit_2018_8,1,0,48,7
was@nyg_2018_8,1,0,50,7
sea@det_2018_8,0,1,70,0
tb@cin_2018_8,0,0,56,7
nyj@chi_2018_8,1,0,48,11
bal@car_2018_8,0,0,61,6
ind@oak_2018_8,0,0,69,5
sf@ari_2018_8,0,1,70,0
gb@lar_2018_8,0,0,81,3
no@min_2018_8,0,1,70,0
ne@buf_2018_8,0,0,37,9
oak@sf_2018_9,0,0,80,3
chi@buf_2018_9,0,0,43,8
tb@car_2018_9,1,0,60,4
kc@cle_2018_9,0,0,53,5
nyj@mia_2018_9,0,0,84,14
pit@bal_2018_9,0,0,52,3
det@min_2018_9,0,1,70,0
atl@was_2018_9,0,0,53,4
hou@den_2018_9,0,0,53,2
lac@sea_2018_9,0,0,57,4
lar@no_2018_9,0,1,70,0
gb@ne_2018_9,0,0,42,2
ten@dal_2018_9,0,0,73,2
car@pit_2018_10,0,0,40,1
no@cin_2018_10,0,0,38,3
atl@cle_2018_10,0,0,38,2
mia@gb_2018_10,0,0,30,8
jax@ind_2018_10,0,1,70,0
det@chi_2018_10,0,0,35,7
ari@kc_2018_10,1,0,42,1
ne@ten_2018_10,0,0,46,2
was@tb_2018_10,0,0,80,6
buf@nyj_2018_10,0,0,44,7
lac@oak_2018_10,0,0,66,8
sea@lar_2018_10,0,0,73,1
dal@phi_2018_10,0,0,37,1
nyg@sf_2018_10,0,0,68,1
gb@sea_2018_11,0,0,54,3
cin@bal_2018_11,0,0,46,4
car@det_2018_11,0,1,70,0
ten@ind_2018_11,0,1,70,0
dal@atl_2018_11,0,1,70,0
tb@nyg_2018_11,0,0,41,0
hou@was_2018_11,0,0,47,4
pit@jax_2018_11,0,0,72,6
den@lac_2018_11,0,0,70,3
oak@ari_2018_11,0,1,70,0
phi@no_2018_11,0,1,70,0
min@chi_2018_11,1,0,31,3
kc@lar_2018_11,0,0,69,1
chi@det_2018_12,0,1,70,0
was@dal_2018_12,0,0,63,6
atl@no_2018_12,0,1,70,0
cle@cin_2018_12,1,0,48,0
sea@car_2018_12,0,0,52,0
jax@buf_2018_12,0,0,39,7
oak@bal_2018_12,0,0,57,5
mia@ind_2018_12,0,1,70,0
sf@tb_2018_12,0,0,75,5
nyg@phi_2018_12,0,0,55,6
ne@nyj_2018_12,0,0,53,8
ari@lac_2018_12,0,0,72,1
pit@den_2018_12,0,0,41,4
gb@min_2018_12,0,1,70,0
ten@hou_2018_12,0,0,51,7
no@dal_2018_13,0,0,73,7
bal@atl_2018_13,0,1,70,0
car@tb_2018_13,0,0,80,15
chi@nyg_2018_13,1,0,50,2
buf@mia_2018_13,0,0,85,13
den@cin_2018_13,0,0,63,9
lar@det_2018_13,0,1,70,0
ari@gb_2018_13,1,0,34,18
cle@hou_2018_13,0,0,70,7
ind@jax_2018_13,1,0,78,10
nyj@ten_2018_13,0,0,68,13
kc@oak_2018_13,0,0,53,1
min@ne_2018_13,1,0,51,2
sf@sea_2018_13,0,0,45,0
lac@pit_2018_13,0,0,58,9
was@phi_2018_13,0,0,48,4
jax@ten_2018_14,0,0,44,4
nyj@buf_2018_14,0,0,25,6
nyg@was_2018_14,0,0,32,4
no@tb_2018_14,1,0,69,6
ne@mia_2018_14,0,0,80,12
bal@kc_2018_14,0,0,26,0
ind@hou_2018_14,0,0,45,10
lar@chi_2018_14,0,0,29,1
car@cle_2018_14,0,0,31,0
atl@gb_2018_14,0,0,24,12
den@sf_2018_14,0,0,54,1
cin@lac_2018_14,0,0,70,1
phi@dal_2018_14,0,0,49,6
det@ari_2018_14,0,1,70,0
pit@oak_2018_14,0,0,51,2
min@sea_2018_14,1,0,47,5
lac@kc_2018_15,0,0,37,8
cle@den_2018_15,0,0,54,2
hou@nyj_2018_15,0,0,50,8
gb@chi_2018_15,0,0,40,5
det@buf_2018_15,1,0,33,2
tb@bal_2018_15,1,0,43,7
ari@atl_2018_15,0,1,70,0
oak@cin_2018_15,0,0,42,1
ten@nyg_2018_15,1,0,39,10
mia@min_2018_15,0,1,70,0
was@jax_2018_15,0,0,62,9
dal@ind_2018_15,0,1,70,0
sea@sf_2018_15,1,0,59,7
ne@pit_2018_15,1,0,41,3
phi@lar_2018_15,0,0,65,3
no@car_2018_15,0,0,48,0
was@ten_2018_16,0,0,50,7
bal@lac_2018_16,0,0,64,4
nyg@ind_2018_16,0,1,70,0
hou@phi_2018_16,0,0,43,5
jax@mia_2018_16,0,0,71,4
gb@nyj_2018_16,0,0,41,6
cin@cle_2018_16,0,0,37,3
tb@dal_2018_16,0,0,48,9
min@det_2018_16,0,1,70,0
buf@ne_2018_16,0,0,37,8
atl@car_2018_16,0,0,49,1
chi@sf_2018_16,0,0,59,1
lar@ari_2018_16,0,1,70,0
pit@no_2018_16,0,1,70,0
kc@sea_2018_16,1,0,45,4
den@oak_2018_16,1,0,56,9
mia@buf_2018_17,0,0,28,7
det@gb_2018_17,0,0,25,11
jax@hou_2018_17,1,0,45,6
nyj@ne_2018_17,0,0,31,0
car@no_2018_17,0,1,70,0
dal@nyg_2018_17,0,0,35,0
atl@tb_2018_17,0,0,77,4
cle@bal_2018_17,0,0,45,3
phi@was_2018_17,0,0,45,3
oak@kc_2018_17,0,0,40,11
chi@min_2018_17,0,1,70,0
cin@pit_2018_17,0,0,41,8
lac@den_2018_17,0,0,51,5
sf@lar_2018_17,0,0,62,3
ari@sea_2018_17,0,0,45,3
ind@ten_2018_17,1,0,53,1
gb@chi_2019_1,0,0,65,7
lar@car_2019_1,0,0,85,3
was@phi_2019_1,0,0,79,4
buf@nyj_2019_1,0,0,74,4
atl@min_2019_1,0,1,70,0
bal@mia_2019_1,0,0,89,7
kc@jax_2019_1,0,0,93,3
ten@cle_2019_1,0,0,69,6
ind@lac_2019_1,0,0,73,6
cin@sea_2019_1,1,0,66,4
sf@tb_2019_1,0,0,91,5
nyg@dal_2019_1,0,0,97,9
det@ari_2019_1,0,1,70,0
pit@ne_2019_1,0,0,64,3
hou@no_2019_1,0,1,70,0
den@oak_2019_1,0,0,64,10
tb@car_2019_2,1,0,86,1
ari@bal_2019_2,0,0,81,3
dal@was_2019_2,0,0,82,3
ind@ten_2019_2,0,0,92,1
sea@pit_2019_2,0,0,78,1
buf@nyg_2019_2,0,0,80,2
sf@cin_2019_2,0,0,82,3
lac@det_2019_2,0,1,70,0
min@gb_2019_2,0,0,72,3
jax@hou_2019_2,0,0,90,11
ne@mia_2019_2,1,0,90,9
kc@oak_2019_2,0,0,66,9
no@lar_2019_2,0,0,84,5
chi@den_2019_2,0,0,88,4
phi@atl_2019_2,0,1,70,0
cle@nyj_2019_2,0,0,71,1
ten@jax_2019_3,1,0,73,7
cin@buf_2019_3,0,0,79,9
det@phi_2019_3,0,0,86,5
nyj@ne_2019_3,0,0,82,8
oak@min_2019_3,0,1,70,0
bal@kc_2019_3,1,0,69,3
atl@ind_2019_3,0,1,70,0
den@gb_2019_3,1,0,69,5
mia@dal_2019_3,0,0,86,10
nyg@tb_2019_3,0,0,89,8
car@ari_2019_3,0,1,70,0
pit@sf_2019_3,0,0,82,6
no@sea_2019_3,1,0,62,7
hou@lac_2019_3,0,0,84,4
lar@cle_2019_3,0,0,82,5
chi@was_2019_3,0,0,82,3
phi@gb_2019_4,0,0,60,2
ten@atl_2019_4,0,1,70,0
was@nyg_2019_4,0,0,78,6
lac@mia_2019_4,0,0,86,11
oak@ind_2019_4,0,1,70,0
car@hou_2019_4,0,0,89,8
kc@det_2019_4,0,1,70,0
cle@bal_2019_4,0,0,82,5
ne@buf_2019_4,0,0,57,10
tb@lar_2019_4,0,0,70,6
sea@ari_2019_4,0,1,70,0
min@chi_2019_4,1,0,66,6
jax@den_2019_4,0,0,86,12
dal@no_2019_4,0,1,70,0
cin@pit_2019_4,1,0,75,1
lar@sea_2019_5,1,0,55,5
jax@car_2019_5,0,0,74,1
ne@was_2019_5,0,0,70,6
buf@ten_2019_5,1,0,76,3
bal@pit_2019_5,1,0,68,3
ari@cin_2019_5,1,0,76,6
atl@hou_2019_5,0,0,88,6
tb@no_2019_5,0,1,70,0
min@nyg_2019_5,0,0,67,5
chi@oak_2019_5,1,0,60,16
nyj@phi_2019_5,0,0,70,7
den@lac_2019_5,0,0,80,5
gb@dal_2019_5,0,0,96,5
ind@kc_2019_5,0,0,58,0
cle@sf_2019_5,0,0,87,6
nyg@ne_2019_6,1,0,54,9
was@mia_2019_6,0,0,83,9
phi@min_2019_6,0,1,70,0
hou@kc_2019_6,0,0,58,2
no@jax_2019_6,0,0,80,10
sea@cle_2019_6,0,0,61,7
cin@bal_2019_6,0,0,61,3
sf@lar_2019_6,0,0,72,5
atl@ari_2019_6,0,1,70,0
dal@nyj_2019_6,0,0,65,3
ten@den_2019_6,0,0,71,4
pit@lac_2019_6,0,0,67,7
car@tb_2019_6,1,0,51,4
det@gb_2019_6,0,0,42,0
kc@den_2019_7,0,0,72,5
mia@buf_2019_7,0,0,59,3
jax@cin_2019_7,0,0,72,1
min@det_2019_7,0,1,70,0
oak@gb_2019_7,0,0,54,3
lar@atl_2019_7,0,1,70,0
hou@ind_2019_7,0,1,70,0
sf@was_2019_7,1,0,55,8
ari@nyg_2019_7,1,0,57,2
lac@ten_2019_7,0,0,75,2
no@chi_2019_7,0,0,53,5
bal@sea_2019_7,1,0,49,6
phi@dal_2019_7,1,0,82,8
ne@nyj_2019_7,0,0,56,1
was@min_2019_8,0,1,70,0
sea@atl_2019_8,0,1,70,0
tb@ten_2019_8,0,0,59,1
ari@no_2019_8,0,1,70,0
cin@lar_2019_8,0,0,48,3
nyj@jax_2019_8,1,0,81,7
phi@buf_2019_8,1,0,52,11
lac@chi_2019_8,0,0,51,6
nyg@det_2019_8,0,1,70,0
oak@hou_2019_8,0,0,72,6
car@sf_2019_8,0,0,63,12
cle@ne_2019_8,1,0,50,8
den@ind_2019_8,0,1,70,0
gb@kc_2019_8,0,0,52,6
mia@pit_2019_8,0,0,61,1
sf@ari_2019_9,0,1,70,0
hou@jax_2019_9,1,0,47,7
chi@phi_2019_9,0,0,51,7
ind@pit_2019_9,0,0,46,5
nyj@mia_2019_9,1,0,83,5
min@kc_2019_9,0,0,55,9
ten@car_2019_9,0,0,55,5
was@buf_2019_9,1,0,35,10
tb@sea_2019_9,0,0,51,4
det@oak_2019_9,0,0,70,4
gb@lac_2019_9,0,0,73,4
cle@den_2019_9,0,0,57,5
ne@bal_2019_9,0,0,45,0
dal@nyg_2019_9,0,0,51,6
lac@oak_2019_10,0,0,57,7
bal@cin_2019_10,0,0,56,5
buf@cle_2019_10,0,0,48,5
atl@no_2019_10,0,1,70,0
det@chi_2019_10,1,0,40,10
nyg@nyj_2019_10,0,0,47,5
kc@ten_2019_10,0,0,62,9
ari@tb_2019_10,0,0,75,5
mia@ind_2019_10,0,1,70,0
car@gb_2019_10,0,0,33,4
lar@pit_2019_10,0,0,55,7
min@dal_2019_10,0,0,68,9
sea@sf_2019_10,0,0,75,3
pit@cle_2019_11,1,0,37,6
atl@car_2019_11,0,0,52,10
dal@det_2019_11,0,1,70,0
jax@ind_2019_11,0,1,70,0
buf@mia_2019_11,0,0,60,7
hou@bal_2019_11,0,0,42,8
den@min_2019_11,0,1,70,0
nyj@was_2019_11,0,0,41,7
no@tb_2019_11,0,0,53,2
ari@sf_2019_11,0,0,68,4
cin@oak_2019_11,0,0,68,5
ne@phi_2019_11,0,0,42,8
chi@lar_2019_11,0,0,85,4
kc@lac_2019_11,1,0,63,7
ind@hou_2019_12,0,0,74,9
den@buf_2019_12,0,0,37,7
nyg@chi_2019_12,0,0,44,8
pit@cin_2019_12,0,0,43,9
mia@cle_2019_12,0,0,37,12
tb@atl_2019_12,0,1,70,0
car@no_2019_12,0,1,70,0
det@was_2019_12,1,0,46,10
oak@nyj_2019_12,1,0,41,9
sea@phi_2019_12,1,0,38,11
jax@ten_2019_12,0,0,53,7
dal@ne_2019_12,1,0,40,11
gb@sf_2019_12,0,0,66,2
bal@lar_2019_12,0,0,64,3
chi@det_2019_13,0,1,70,0
buf@dal_2019_13,1,0,47,6
no@atl_2019_13,0,1,70,0
ten@ind_2019_13,0,1,70,0
nyj@cin_2019_13,1,0,48,14
was@car_2019_13,1,0,60,7
sf@bal_2019_13,1,0,38,9
tb@jax_2019_13,0,0,78,14
gb@nyg_2019_13,1,0,30,7
phi@mia_2019_13,0,0,80,10
cle@pit_2019_13,1,0,45,3
lar@ari_2019_13,0,1,70,0
oak@kc_2019_13,0,0,35,12
lac@den_2019_13,0,0,35,4
ne@hou_2019_13,0,0,59,6
min@sea_2019_13,0,0,47,1
dal@chi_2019_14,1,0,40,8
car@atl_2019_14,0,1,70,0
ind@tb_2019_14,0,0,76,8
mia@nyj_2019_14,0,0,37,6
sf@no_2019_14,0,1,70,0
det@min_2019_14,0,1,70,0
den@hou_2019_14,0,0,67,7
bal@buf_2019_14,0,0,34,18
cin@cle_2019_14,0,0,43,14
was@gb_2019_14,0,0,38,10
lac@jax_2019_14,0,0,63,4
pit@ari_2019_14,0,1,70,0
ten@oak_2019_14,1,0,58,3
