p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year,plyr_number
haasonreddick_phi_2022_8,phi_2022_8,haasonreddick_phi_2022,phi_2022,haasonreddick,11768,ed,phi,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
malikhooker_dal_2022_8,dal_2022_8,malikhooker_dal_2022,dal_2022,malikhooker,11770,s,dal,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
takkaristmckinley_lar_2022_8,lar_2022_8,takkaristmckinley_lar_2022,lar_2022,takkaristmckinley,11781,ed,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
raekwonmcmillan_ne_2022_8,ne_2022_8,raekwonmcmillan_ne_2022,ne_2022,raekwonmcmillan,11809,lb,ne,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
dalvintomlinson_min_2022_8,min_2022_8,dalvintomlinson_min_2022,min_2022,dalvintomlinson,11810,di,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
eddiejackson_chi_2022_8,chi_2022_8,eddiejackson_chi_2022,chi_2022,eddiejackson,11867,s,chi,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
mattmilano_buf_2022_8,buf_2022_8,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
chuckclark_bal_2022_8,bal_2022_8,chuckclark_bal_2022,bal_2022,chuckclark,11941,s,bal,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tannervallejo_ari_2022_8,ari_2022_8,tannervallejo_ari_2022,ari_2022,tannervallejo,11950,lb,ari,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
isaacrochell_cle_2022_8,cle_2022_8,isaacrochell_cle_2022,cle_2022,isaacrochell,11980,ed,cle,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
patrickoconnor_tb_2022_8,tb_2022_8,patrickoconnor_tb_2022,tb_2022,patrickoconnor,12005,di,tb,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
joshtupou_cin_2022_8,cin_2022_8,joshtupou_cin_2022,cin_2022,joshtupou,12093,di,cin,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kemokoturay_sf_2022_8,sf_2022_8,kemokoturay_sf_2022,sf_2022,kemokoturay,21702,ed,sf,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
nevillegallimore_dal_2022_8,dal_2022_8,nevillegallimore_dal_2022,dal_2022,nevillegallimore,28094,di,dal,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
loganwilson_cin_2022_8,cin_2022_8,loganwilson_cin_2022,cin_2022,loganwilson,29623,lb,cin,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tjedwards_phi_2022_8,phi_2022_8,tjedwards_phi_2022,phi_2022,tjedwards,30737,lb,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
quintonbell_atl_2022_8,atl_2022_8,quintonbell_atl_2022,atl_2022,quintonbell,37468,ed,atl,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
marquisecopeland_lar_2022_8,lar_2022_8,marquisecopeland_lar_2022,lar_2022,marquisecopeland,38540,di,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
edoliver_buf_2022_8,buf_2022_8,edoliver_buf_2022,buf_2022,edoliver,42200,di,buf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
antoinewinfieldjr_tb_2022_8,tb_2022_8,antoinewinfieldjr_tb_2022,tb_2022,antoinewinfieldjr,42475,s,tb,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
shakatoney_was_2022_8,was_2022_8,shakatoney_was_2022,was_2022,shakatoney,42806,ed,was,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
terrelllewis_lar_2022_8,lar_2022_8,terrelllewis_lar_2022,lar_2022,terrelllewis,42845,ed,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
damarhamlin_buf_2022_8,buf_2022_8,damarhamlin_buf_2022,buf_2022,damarhamlin,43291,s,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
patrickjonesii_min_2022_8,min_2022_8,patrickjonesii_min_2022,min_2022,patrickjonesii,43974,ed,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
boogiebasham_buf_2022_8,buf_2022_8,boogiebasham_buf_2022,buf_2022,boogiebasham,44320,ed,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kyzirwhite_phi_2022_8,phi_2022_8,kyzirwhite_phi_2022,phi_2022,kyzirwhite,44485,lb,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
rossblacklock_min_2022_8,min_2022_8,rossblacklock_min_2022,min_2022,rossblacklock,44526,di,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jonahwilliams_lar_2022_8,lar_2022_8,jonahwilliams_lar_2022,lar_2022,jonahwilliams,44597,di,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
michaeldanna_kc_2022_8,kc_2022_8,michaeldanna_kc_2022,kc_2022,michaeldanna,48415,ed,kc,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
justinhollins_lar_2022_8,lar_2022_8,justinhollins_lar_2022,lar_2022,justinhollins,48498,ed,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
oshaneximines_nyg_2022_8,nyg_2022_8,oshaneximines_nyg_2022,nyg_2022,oshaneximines,48538,ed,nyg,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
harrisonphillips_min_2022_8,min_2022_8,harrisonphillips_min_2022,min_2022,harrisonphillips,48690,di,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
greggaines_lar_2022_8,lar_2022_8,greggaines_lar_2022,lar_2022,greggaines,48706,di,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
timsettle_buf_2022_8,buf_2022_8,timsettle_buf_2022,buf_2022,timsettle,48966,di,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jalenthompson_ari_2022_8,ari_2022_8,jalenthompson_ari_2022,ari_2022,jalenthompson,49116,s,ari,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jessiebatesiii_cin_2022_8,cin_2022_8,jessiebatesiii_cin_2022,cin_2022,jessiebatesiii,49162,s,cin,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
mattdickerson_atl_2022_8,atl_2022_8,mattdickerson_atl_2022,atl_2022,mattdickerson,49601,di,atl,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
zairefranklin_ind_2022_8,ind_2022_8,zairefranklin_ind_2022,ind_2022,zairefranklin,49834,lb,ind,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
joshsweat_phi_2022_8,phi_2022_8,joshsweat_phi_2022,phi_2022,joshsweat,50120,ed,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tremaineedmunds_buf_2022_8,buf_2022_8,tremaineedmunds_buf_2022,buf_2022,tremaineedmunds,50905,lb,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
derwinjames_lac_2022_8,lac_2022_8,derwinjames_lac_2022,lac_2022,derwinjames,51368,s,lac,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
marcusepps_phi_2022_8,phi_2022_8,marcusepps_phi_2022,phi_2022,marcusepps,51391,s,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kadenelliss_no_2022_8,no_2022_8,kadenelliss_no_2022,no_2022,kadenelliss,51485,lb,no,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
darrickforrest_was_2022_8,was_2022_8,darrickforrest_was_2022,was_2022,darrickforrest,55087,s,was,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
ajepenesa_buf_2022_8,buf_2022_8,ajepenesa_buf_2022,buf_2022,ajepenesa,56369,ed,buf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
patrickjohnson_phi_2022_8,phi_2022_8,patrickjohnson_phi_2022,phi_2022,patrickjohnson,56460,ed,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
philhoskins_car_2022_8,car_2022_8,philhoskins_car_2022,car_2022,philhoskins,56672,di,car,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
miltonwilliams_phi_2022_8,phi_2022_8,miltonwilliams_phi_2022,phi_2022,miltonwilliams,56682,di,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jonathangarvin_gb_2022_8,gb_2022_8,jonathangarvin_gb_2022,gb_2022,jonathangarvin,56703,ed,gb,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
luijivilain_min_2022_8,min_2022_8,luijivilain_min_2022,min_2022,luijivilain,56715,ed,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jameslynch_min_2022_8,min_2022_8,jameslynch_min_2022,min_2022,jameslynch,56962,di,min,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
marlontuipulotu_phi_2022_8,phi_2022_8,marlontuipulotu_phi_2022,phi_2022,marlontuipulotu,57035,di,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
natelandman_atl_2022_8,atl_2022_8,natelandman_atl_2022,atl_2022,natelandman,57788,lb,atl,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jamindavis_was_2022_8,was_2022_8,jamindavis_was_2022,was_2022,jamindavis,57905,lb,was,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
dennisgardeck_ari_2022_8,ari_2022_8,dennisgardeck_ari_2022,ari_2022,dennisgardeck,66928,ed,ari,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
gregoryrousseau_buf_2022_8,buf_2022_8,gregoryrousseau_buf_2022,buf_2022,gregoryrousseau,76889,ed,buf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
ernestjones_lar_2022_8,lar_2022_8,ernestjones_lar_2022,lar_2022,ernestjones,81399,lb,lar,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
christianbarmore_ne_2022_8,ne_2022_8,christianbarmore_ne_2022,ne_2022,christianbarmore,82198,di,ne,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jevonholland_mia_2022_8,mia_2022_8,jevonholland_mia_2022,mia_2022,jevonholland,83873,s,mia,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
kyledugger_ne_2022_8,ne_2022_8,kyledugger_ne_2022,ne_2022,kyledugger,90621,s,ne,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
ejspeed_ind_2022_8,ind_2022_8,ejspeed_ind_2022,ind_2022,ejspeed,94351,lb,ind,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jordandavis_phi_2022_8,phi_2022_8,jordandavis_phi_2022,phi_2022,jordandavis,94854,di,phi,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jaquanbrisker_chi_2022_8,chi_2022_8,jaquanbrisker_chi_2022,chi_2022,jaquanbrisker,101665,s,chi,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
damarcusmitchell_ne_2022_8,ne_2022_8,damarcusmitchell_ne_2022,ne_2022,damarcusmitchell,129826,ed,ne,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
calaiscampbell_bal_2022_8,bal_2022_8,calaiscampbell_bal_2022,bal_2022,calaiscampbell,4364,di,bal,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
tysonalualu_pit_2022_8,pit_2022_8,tysonalualu_pit_2022,pit_2022,tysonalualu,5535,di,pit,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jasonpierrepaul_bal_2022_8,bal_2022_8,jasonpierrepaul_bal_2022,bal_2022,jasonpierrepaul,5540,ed,bal,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jerryhughes_hou_2022_8,hou_2022_8,jerryhughes_hou_2022,hou_2022,jerryhughes,5556,ed,hou,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
carlosdunlap_kc_2022_8,kc_2022_8,carlosdunlap_kc_2022,kc_2022,carlosdunlap,5579,ed,kc,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
coreypeters_jax_2022_8,jax_2022_8,coreypeters_jax_2022,jax_2022,coreypeters,5607,di,jax,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
alwoods_sea_2022_8,sea_2022_8,alwoods_sea_2022,sea_2022,alwoods,5646,di,sea,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
jjwatt_ari_2022_8,ari_2022_8,jjwatt_ari_2022,ari_2022,jjwatt,6163,ed,ari,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
robertquinn_chi_2022_8,chi_2022_8,robertquinn_chi_2022,chi_2022,robertquinn,6166,ed,chi,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
cameronjordan_no_2022_8,no_2022_8,cameronjordan_no_2022,no_2022,cameronjordan,6176,ed,no,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
cameronheyward_pit_2022_8,pit_2022_8,cameronheyward_pit_2022,pit_2022,cameronheyward,6183,di,pit,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
justinhouston_bal_2022_8,bal_2022_8,justinhouston_bal_2022,bal_2022,justinhouston,6222,ed,bal,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
lawrenceguy_ne_2022_8,ne_2022_8,lawrenceguy_ne_2022,ne_2022,lawrenceguy,6385,di,ne,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
joshbynes_bal_2022_8,bal_2022_8,joshbynes_bal_2022,bal_2022,joshbynes,6503,lb,bal,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
marioaddison_hou_2022_8,hou_2022_8,marioaddison_hou_2022,hou_2022,marioaddison,6558,ed,hou,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2022,8
