player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year
Jonas Griffith,35858,LB,DEN,1,1,,,78.6,,,0,0,0,,10,44.4,60.2,73.7,72.8,67.2,77.7,0,,0.0,0,0,0,0.0,0,11,14,0,0,0,0,0,0,0.0,,5,2022
Darrell Taylor,36001,ED,SEA,1,0,,,5.3,,,0,0,0,,29,60.0,47.5,0.0,48.0,62.3,71.7,0,,,0,0,1,0.0,0,1,19,0,0,0,0,0,0,0.0,,5,2022
Austin Bryant,36248,ED,DET,1,0,,,8.3,,,0,0,0,,11,60.5,69.1,80.6,60.8,68.5,74.6,0,,,0,0,0,0.0,0,2,24,0,0,0,0,0,0,0.0,,5,2022
Derrek Tuszka,37724,ED,LAC,1,0,,,14.3,,,0,0,0,,27,60.0,55.9,72.8,53.5,60.0,,0,,,0,0,0,0.0,0,1,7,0,0,0,0,0,0,0.0,,5,2022
Camryn Bynum,38408,S,MIN,1,1,0.5,100.0,100.0,14.5,14.5,0,0,0,0.0,18,32.9,30.2,77.7,,63.0,77.3,0,10.0,0.0,0,0,0,145.8,2,32,32,0,0,2,1,19,18,0.7,9.5,5,2022
Casey Toohill,38472,ED,WAS,1,0,,,22.2,,,0,0,0,,32,61.3,76.9,78.9,78.3,65.8,71.4,0,,,0,0,0,0.0,0,2,9,0,0,0,0,0,0,0.0,,5,2022
Matthew Adams,38526,LB,CHI,1,0,,,100.0,,,0,0,0,,6,61.2,82.4,66.6,,68.8,71.7,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,5,2022
Justin Layne,40160,CB,NYG,1,0,5.5,50.0,100.0,7.0,3.5,0,0,1,50.0,21,64.8,66.4,72.6,,63.2,75.4,0,9.0,0.0,0,1,0,62.5,1,7,7,0,1,2,0,9,1,1.3,9.0,5,2022
L'Jarius Sneed,40588,CB,KC,1,0,6.5,75.0,94.6,10.3,7.8,0,0,0,0.0,16,77.3,69.1,79.0,53.8,41.0,52.3,0,9.0,25.0,1,0,0,84.4,3,35,37,0,3,4,0,19,4,0.6,6.3,5,2022
Alohi Gilman,41662,S,LAC,1,0,20.0,100.0,100.0,36.0,36.0,0,0,0,0.0,27,60.5,53.8,77.6,,44.9,45.5,1,38.0,0.0,0,0,0,79.2,1,38,38,0,3,1,0,38,18,1.1,38.0,5,2022
Trevon Diggs,41817,CB,DAL,1,0,7.7,80.0,100.0,6.0,4.8,0,0,0,0.0,9,61.9,62.7,78.4,,63.1,80.0,0,75.0,0.0,0,0,0,152.1,8,49,49,2,6,10,1,184,123,3.8,23.0,5,2022
Divine Deablo,42208,LB,LV,1,0,2.2,60.0,76.5,12.0,7.2,0,0,0,0.0,23,66.9,62.9,0.0,56.3,66.0,55.6,0,10.0,0.0,0,0,1,68.8,3,39,51,1,2,5,0,20,15,0.6,6.7,5,2022
Jonathan Kongbo,42433,ED,DEN,1,0,,,15.4,,,0,0,0,,10,69.5,53.9,0.0,58.2,56.3,,0,,,0,0,1,0.0,0,2,13,0,0,0,0,0,0,0.0,,5,2022
Isaiah Simmons,42451,LB,ARZ,1,2,-1.5,100.0,87.2,8.3,8.3,0,0,0,0.0,1,70.4,74.4,76.6,63.6,72.9,86.5,0,10.0,0.0,0,0,0,101.0,4,34,39,1,4,4,0,33,39,1.0,8.3,5,2022
K'Von Wallace,42467,S,PHI,1,0,,,100.0,,,0,0,0,,24,60.7,63.4,67.6,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,5,2022
Cameron Dantzler,42472,CB,MIN,1,0,10.0,75.0,100.0,9.7,7.3,0,0,0,0.0,18,90.7,86.3,77.3,,40.6,64.4,0,15.0,14.3,1,0,0,97.9,3,32,32,2,6,4,0,32,14,1.1,10.7,5,2022
Antoine Winfield Jr.,42475,S,TB,1,0,16.4,40.0,83.8,14.0,5.6,0,0,1,20.0,30,56.1,85.5,75.7,98.2,69.2,64.8,0,20.0,0.0,0,1,0,62.9,2,31,37,3,3,5,0,33,4,1.2,16.5,5,2022
Rashad Weaver,42495,ED,TEN,1,0,,,3.0,,,0,0,1,,31,60.0,88.7,80.9,71.8,71.1,69.2,0,,,0,1,0,0.0,0,1,33,0,0,0,0,0,0,0.0,,5,2022
J.C. Jackson,42781,CB,LAC,1,1,13.8,55.6,100.0,7.2,4.0,0,0,1,11.1,27,40.2,41.4,75.7,,53.3,60.6,0,15.0,0.0,0,1,0,112.3,5,38,38,0,3,9,1,58,6,1.6,11.6,5,2022
Chase Lucas,42833,S,DET,1,0,20.0,100.0,100.0,1.0,1.0,0,0,0,0.0,11,60.0,31.6,65.6,,60.0,75.2,0,24.0,,0,0,0,158.3,1,1,1,0,0,1,1,24,4,24.0,24.0,5,2022
Terrell Lewis,42845,ED,LA,1,0,,,33.3,,,0,0,0,,26,63.0,49.8,75.7,51.8,49.5,70.5,0,,,0,0,0,0.0,0,4,12,0,0,0,0,0,0,0.0,,5,2022
Kristian Fulton,42894,CB,TEN,1,1,10.8,50.0,100.0,13.3,6.7,0,0,0,0.0,31,72.0,73.8,78.1,,73.8,45.1,0,10.0,25.0,1,0,1,61.1,3,43,43,2,2,6,0,25,20,0.6,8.3,5,2022
Rashan Gary,42905,ED,GB,1,0,,,4.3,,,0,0,0,,12,75.6,71.2,77.8,58.8,66.5,74.5,0,,0.0,0,0,0,0.0,0,1,23,1,1,0,0,0,0,0.0,,5,2022
Charvarius Ward,43034,CB,SF,1,1,12.4,28.6,100.0,20.5,5.9,0,0,4,57.1,28,90.5,90.6,77.3,,73.7,77.3,0,32.0,0.0,0,4,0,47.3,2,44,44,1,1,7,0,34,8,0.8,17.0,5,2022
Brandon Jones,43049,S,MIA,1,0,5.3,100.0,79.2,4.3,4.3,0,0,0,0.0,17,51.9,60.6,71.5,66.9,65.5,65.7,0,11.0,0.0,0,0,0,102.1,4,19,24,2,2,4,0,34,13,2.0,8.5,5,2022
Devin White,43089,LB,TB,1,0,,,86.5,,,0,0,0,,30,68.6,50.8,76.4,51.2,39.3,64.7,0,,100.0,1,0,0,0.0,0,32,37,0,0,0,0,0,0,0.0,,5,2022
Mack Wilson,43190,LB,NE,1,0,,,44.4,,,0,0,1,,19,90.4,92.0,70.8,63.0,,73.2,0,,0.0,0,1,1,0.0,0,4,9,1,1,0,0,0,0,0.0,,5,2022
Richie Grant,43196,S,ATL,1,0,8.0,100.0,94.2,15.3,15.3,0,0,0,0.0,2,74.6,70.6,78.9,53.8,48.1,84.1,0,12.0,0.0,0,0,0,102.8,3,49,52,2,7,3,0,26,2,0.6,8.7,5,2022
Damar Hamlin,43291,S,BUF,1,1,2.0,100.0,97.8,42.0,42.0,0,1,0,0.0,4,64.4,74.1,76.5,60.0,84.9,84.6,0,2.0,0.0,0,0,0,79.2,1,45,46,1,2,1,0,2,0,0.0,2.0,5,2022
Myles Bryant,43336,CB,NE,1,0,3.7,66.7,100.0,10.5,7.0,0,0,0,0.0,19,70.8,70.9,74.8,,62.2,75.5,0,5.0,0.0,0,0,0,70.1,2,23,23,1,2,3,0,7,0,0.3,3.5,5,2022
Alex Highsmith,43507,ED,PIT,1,0,,,13.9,,,0,0,0,,25,75.0,61.2,78.9,51.7,59.6,69.9,0,,0.0,0,0,0,0.0,0,5,36,1,1,0,0,0,0,0.0,,5,2022
Jake Hansen,43645,LB,HST,1,0,,,100.0,,,0,0,0,,13,61.6,63.1,66.0,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,5,2022
Jeffery Simmons,43742,DI,TEN,1,0,,,10.0,,,0,0,0,,31,60.3,87.6,0.0,90.7,67.0,41.0,0,,0.0,0,0,1,0.0,0,4,40,2,2,0,0,0,0,0.0,,5,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,7.7,66.7,95.1,6.3,4.2,0,0,1,11.1,1,70.3,73.8,76.1,75.6,68.3,82.5,0,22.0,0.0,0,1,0,83.6,6,39,41,3,8,9,0,56,22,1.5,9.3,5,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,10.0,100.0,17.4,4.0,4.0,0,0,0,0.0,2,44.1,51.9,77.1,49.6,69.5,70.5,0,12.0,,0,0,0,116.7,1,4,23,0,0,1,0,12,2,3.0,12.0,5,2022
Julian Okwara,44152,ED,DET,1,0,,,100.0,,,0,0,0,,11,60.0,63.8,69.8,,61.4,69.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,5,2022
Saivion Smith,44429,CB,DET,1,0,12.0,100.0,100.0,1.0,1.0,0,0,0,0.0,11,60.0,74.6,62.6,,62.2,73.3,0,23.0,,0,0,0,118.8,1,1,1,0,0,1,0,23,11,23.0,23.0,5,2022
Kyzir White,44485,LB,PHI,1,1,5.3,100.0,85.2,7.7,7.7,0,0,0,0.0,24,43.7,54.9,75.6,65.6,70.4,79.8,0,13.0,0.0,0,0,0,111.1,3,23,27,0,1,3,0,32,16,1.4,10.7,5,2022
Brian Burns,44522,ED,CAR,1,0,-7.0,0.0,15.2,,3.0,0,0,1,100.0,5,86.9,72.3,79.2,68.3,55.9,72.0,0,,,0,1,0,39.6,0,5,33,1,0,1,0,0,0,0.0,,5,2022
D.J. Wonnum,44550,ED,MIN,1,0,,,6.3,,,0,0,0,,18,61.4,77.0,75.7,72.8,64.1,73.3,0,,0.0,0,0,0,0.0,0,1,16,0,1,0,0,0,0,0.0,,5,2022
Terrell Burgess,45255,S,LA,1,0,,,94.7,,,0,0,0,,26,56.6,61.8,80.9,60.0,67.4,65.7,0,,0.0,0,0,0,0.0,0,18,19,0,1,0,0,0,0,0.0,,5,2022
Essang Bassey,45258,S,DEN,1,0,-1.0,100.0,92.9,25.0,25.0,0,0,0,0.0,10,55.9,52.0,74.4,55.8,57.0,30.1,0,5.0,50.0,1,0,0,87.5,1,26,28,0,1,1,0,5,6,0.2,5.0,5,2022
Brandon Stephens,45644,CB,BLT,1,0,-2.0,100.0,88.9,8.0,8.0,0,0,0,0.0,3,65.2,64.7,73.1,58.4,60.3,,0,11.0,,0,0,0,112.5,1,8,9,0,0,1,0,11,13,1.4,11.0,5,2022
KaVontae Turpin,47658,WR,DAL,1,0,,,100.0,,,0,0,0,,9,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,5,2022
Anthony Nelson,48405,ED,TB,1,0,,,11.1,,,0,0,0,,30,60.0,63.8,75.4,49.7,70.1,33.8,0,,100.0,1,0,0,0.0,0,1,9,0,0,0,0,0,0,0.0,,5,2022
James Smith-Williams,48455,ED,WAS,1,0,,,5.0,,,0,0,0,,32,60.0,65.9,79.9,69.3,56.8,44.7,0,,,0,0,0,0.0,0,1,20,1,0,0,0,0,0,0.0,,5,2022
Sam Hubbard,48457,ED,CIN,1,0,,,9.1,,,0,0,0,,7,75.8,46.5,80.5,54.7,35.3,45.5,0,,,0,0,0,0.0,0,3,33,0,0,0,0,0,0,0.0,,5,2022
Justin Hollins,48498,ED,LA,1,0,,,16.7,,,0,0,0,,26,60.0,60.7,74.1,55.0,62.1,72.8,0,,,0,0,0,0.0,0,1,6,0,0,0,0,0,0,0.0,,5,2022
Carl Granderson,48500,ED,NO,1,0,,,9.1,,,0,0,0,,20,60.0,68.3,76.0,52.6,73.3,71.7,0,,,0,0,0,0.0,0,1,11,0,0,0,0,0,0,0.0,,5,2022
Bradley Chubb,48526,ED,DEN,1,0,,,11.6,,,0,0,0,,10,62.7,90.6,77.5,90.8,64.8,60.3,0,,,0,0,0,0.0,0,5,43,3,0,0,0,0,0,0.0,,5,2022
Oshane Ximines,48538,ED,NYG,1,0,-1.0,100.0,15.0,3.0,3.0,0,0,0,0.0,21,61.7,80.6,76.6,68.4,77.2,72.4,0,4.0,,0,0,0,83.3,1,3,20,1,0,1,0,4,5,1.3,4.0,5,2022
Dorance Armstrong,48557,ED,DAL,1,0,,,11.1,,,0,0,0,,9,60.6,84.6,75.9,80.8,65.3,69.9,0,,,0,0,0,0.0,0,3,27,1,0,0,0,0,0,0.0,,5,2022
Malik Reed,48567,ED,PIT,1,0,,,7.1,,,0,0,0,,25,61.9,48.9,77.4,48.6,56.5,69.6,0,,0.0,0,0,0,0.0,0,2,28,0,1,0,0,0,0,0.0,,5,2022
Nick Scott,49012,S,LA,1,0,3.5,50.0,100.0,19.0,9.5,0,0,0,0.0,26,46.4,35.2,81.6,,37.5,22.9,0,13.0,,0,0,0,70.8,1,19,19,0,0,2,0,13,11,0.7,13.0,5,2022
Justin Reid,49048,S,KC,1,0,6.0,66.7,89.2,15.0,10.0,0,0,0,0.0,16,67.2,68.5,78.6,52.9,66.4,52.3,0,12.0,33.3,1,0,0,79.9,2,33,37,1,2,3,0,16,5,0.5,8.0,5,2022
Tre Flowers,49059,CB,CIN,1,0,6.0,100.0,100.0,8.0,8.0,0,0,0,0.0,7,54.0,54.2,70.4,,,71.4,0,9.0,0.0,0,0,0,104.2,1,9,9,0,1,1,0,9,3,1.1,9.0,5,2022
Jalen Thompson,49116,S,ARZ,1,3,-0.5,100.0,97.6,19.5,19.5,0,1,2,100.0,1,70.4,69.7,75.7,58.8,56.2,55.5,0,8.0,20.0,1,2,0,95.8,2,40,41,0,1,2,0,14,15,0.4,7.0,5,2022
Ryan Neal,49132,S,SEA,1,1,8.6,60.0,89.7,8.0,4.8,0,0,1,20.0,29,64.4,54.4,77.0,53.7,46.2,82.5,0,13.0,0.0,0,1,0,72.1,3,26,29,1,1,5,0,24,15,1.0,8.0,5,2022
Myles Hartsfield,49159,S,CAR,1,0,11.8,50.0,97.2,16.0,8.0,0,0,1,25.0,5,59.2,53.6,75.7,59.1,46.4,39.5,0,30.0,66.7,2,1,0,124.0,2,35,36,0,1,4,1,39,14,1.2,19.5,5,2022
Jessie Bates III,49162,S,CIN,1,0,10.3,66.7,97.3,17.0,11.3,0,0,0,0.0,7,53.7,55.5,77.6,58.7,64.1,65.4,0,21.0,0.0,0,0,0,99.3,2,36,37,0,1,3,0,30,10,0.9,15.0,5,2022
Jordan Whitehead,49196,S,NYJ,1,0,13.0,100.0,100.0,35.0,35.0,0,0,0,0.0,22,68.9,76.9,78.1,,76.7,84.8,0,13.0,0.0,0,0,0,118.8,1,39,39,2,4,1,0,13,0,0.4,13.0,5,2022
Ronnie Harrison,49206,S,CLV,1,0,0.0,100.0,91.7,11.0,11.0,0,0,0,0.0,8,66.4,60.9,72.1,58.5,51.4,45.1,0,5.0,0.0,0,0,0,87.5,1,11,12,0,1,1,0,5,5,0.5,5.0,5,2022
Demetrius Flannigan-Fowles,49231,LB,SF,1,0,9.7,100.0,87.5,2.3,2.3,0,0,0,0.0,28,38.9,45.2,70.0,76.3,,77.0,0,22.0,0.0,0,0,0,118.8,3,7,8,2,3,3,0,43,14,6.1,14.3,5,2022
Rashad Fenton,49329,CB,KC,1,0,13.7,66.7,97.1,15.0,10.0,0,0,0,0.0,16,42.6,34.7,78.2,56.2,28.5,27.3,0,58.0,33.3,1,0,1,149.3,2,34,35,2,2,3,1,63,27,2.1,31.5,5,2022
Carlton Davis,49335,CB,TB,1,0,7.3,44.4,100.0,5.8,2.6,0,0,1,11.1,30,75.8,75.7,75.5,,61.5,77.8,0,13.0,0.0,0,1,0,54.4,4,25,25,3,4,9,0,33,25,1.4,8.3,5,2022
Kindle Vildor,49346,CB,CHI,1,0,10.3,75.0,100.0,13.3,10.0,0,0,0,0.0,6,89.4,89.1,78.6,,74.3,79.0,1,31.0,0.0,0,0,0,74.0,3,44,44,2,3,4,0,47,19,1.2,15.7,5,2022
Chandon Sullivan,49349,CB,MIN,1,0,17.8,75.0,96.4,8.0,6.0,0,0,0,0.0,18,41.0,50.0,74.4,60.0,79.3,38.0,0,39.0,50.0,1,0,0,116.7,3,27,28,0,1,4,0,55,13,2.3,18.3,5,2022
Jaire Alexander,49350,CB,GB,1,0,4.8,100.0,100.0,8.0,8.0,0,0,0,0.0,12,59.4,63.5,77.5,,73.7,50.5,0,14.0,20.0,1,0,0,112.5,4,34,34,1,4,4,0,44,25,1.4,11.0,5,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,1,9.0,83.3,100.0,9.0,7.5,0,0,0,0.0,24,64.7,67.2,78.7,,65.5,61.9,1,25.0,11.1,1,0,0,104.2,5,45,45,2,7,6,1,54,24,1.2,10.8,5,2022
Jaylon Jones,49374,CB,CHI,1,1,5.8,81.8,100.0,4.6,3.7,0,0,0,0.0,6,31.3,30.0,78.5,,32.4,65.7,0,16.0,10.0,1,0,1,101.1,9,45,45,0,8,11,0,91,36,2.2,10.1,5,2022
Donte Jackson,49377,CB,CAR,1,1,9.0,75.0,100.0,10.7,8.0,0,0,0,0.0,5,70.5,67.6,78.2,,53.1,78.0,0,18.0,0.0,0,0,0,93.8,3,36,36,2,2,4,0,28,11,0.9,9.3,5,2022
Cameron Lewis,49395,S,BUF,1,0,,,100.0,,,0,0,0,,4,72.8,76.9,71.2,,60.0,77.3,0,,0.0,0,0,0,0.0,0,13,13,1,1,0,0,0,0,0.0,,5,2022
Donovan Wilson,49408,S,DAL,1,0,8.4,60.0,100.0,14.3,8.6,0,0,1,20.0,9,68.6,74.8,74.9,,74.9,66.6,0,6.0,20.0,1,0,0,65.4,3,44,44,1,4,5,0,16,7,0.4,5.3,5,2022
Taron Johnson,49511,CB,BUF,1,0,4.2,83.3,92.1,6.4,5.3,0,0,1,16.7,4,70.0,70.5,76.3,57.3,67.9,79.4,0,11.0,0.0,0,1,0,95.1,5,35,38,3,4,6,0,41,28,1.3,8.2,5,2022
Nick McCloud,49535,CB,NYG,1,0,15.8,50.0,100.0,8.5,4.3,0,0,2,50.0,21,60.6,61.5,74.5,,61.9,76.7,0,17.0,0.0,0,1,1,69.8,2,18,18,0,3,4,0,25,5,1.5,12.5,5,2022
Denzel Ward,49558,CB,CLV,1,0,13.7,83.3,97.0,6.0,5.0,0,0,0,0.0,8,42.7,42.3,74.7,66.6,44.1,61.3,0,38.0,0.0,0,0,1,118.8,5,32,33,0,7,6,0,89,11,3.0,17.8,5,2022
Ashtyn Davis,49560,S,NYJ,1,0,,,100.0,,,0,0,0,,22,60.2,50.1,69.3,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,5,2022
Rock Ya-Sin,49564,CB,LV,1,0,8.3,33.3,100.0,33.0,11.0,0,0,0,0.0,23,74.9,71.4,77.3,,50.0,26.4,0,2.0,50.0,2,0,0,42.4,1,36,36,1,2,3,0,2,8,0.1,2.0,5,2022
Cole Holcomb,49753,LB,WAS,1,0,10.5,50.0,87.9,27.0,13.5,1,0,0,0.0,32,62.1,72.9,0.0,51.4,86.1,84.9,0,8.0,0.0,0,0,1,60.4,1,29,33,2,4,2,0,8,7,0.3,8.0,5,2022
Zaire Franklin,49834,LB,IND,1,1,5.7,57.1,95.7,10.8,6.1,0,0,0,0.0,14,46.8,45.4,76.4,56.8,53.8,36.9,0,24.0,0.0,0,0,0,80.7,4,44,46,0,3,7,0,52,50,1.2,13.0,5,2022
Uchenna Nwosu,50084,ED,SEA,1,0,,,8.7,,,0,0,0,,29,61.2,52.4,0.0,57.0,65.0,76.7,0,,,0,0,2,0.0,0,2,23,0,0,0,0,0,0,0.0,,5,2022
Lorenzo Carter,50126,ED,ATL,1,1,0.0,100.0,16.7,6.0,6.0,0,0,0,0.0,2,62.5,68.4,77.4,55.4,80.0,74.9,0,1.0,0.0,0,0,0,118.8,1,7,42,0,0,1,1,1,1,0.2,1.0,5,2022
Oren Burks,50203,LB,SF,1,0,,,85.7,,,0,0,0,,28,65.1,73.3,68.6,74.1,63.7,74.9,0,,,0,0,0,0.0,0,12,14,0,0,0,0,0,0,0.0,,5,2022
Rashaan Evans,50213,LB,ATL,1,1,0.0,100.0,96.4,26.0,26.0,0,0,1,50.0,2,64.1,57.3,77.5,70.3,40.9,50.4,0,7.0,25.0,1,1,0,95.8,2,54,56,0,2,2,0,14,14,0.3,7.0,5,2022
Josh Allen,50235,ED,JAX,1,0,,,21.1,,,0,0,0,,15,62.1,62.8,77.4,49.5,69.3,70.5,0,,,0,0,0,0.0,0,4,19,0,0,0,0,0,0,0.0,,5,2022
Marquis Haynes,50244,ED,CAR,1,0,,,11.1,,,0,0,0,,5,61.8,63.1,76.6,69.7,52.1,,0,,,0,0,0,0.0,0,2,18,0,0,0,0,0,0,0.0,,5,2022
Nik Needham,50356,CB,MIA,1,0,19.5,50.0,100.0,24.0,12.0,0,0,0,0.0,17,70.9,63.4,0.0,,59.0,53.7,0,21.0,0.0,0,0,1,87.5,1,26,26,0,3,2,0,21,1,0.9,21.0,5,2022
A.J. Green,50394,CB,CLV,1,0,9.0,0.0,100.0,,4.0,0,0,0,0.0,8,45.7,47.5,70.3,,60.6,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,,5,2022
Jeremy Reaves,50406,S,WAS,1,0,,,100.0,,,0,0,0,,32,60.0,60.0,65.5,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,5,2022
Josh Jackson,50417,CB,PIT,1,0,10.0,66.7,100.0,8.5,5.7,0,0,0,0.0,25,58.8,59.6,74.8,,60.0,75.4,0,24.0,0.0,0,0,1,134.7,2,18,18,1,2,3,1,27,4,1.6,13.5,5,2022
Juan Thornhill,50426,S,KC,1,0,33.0,0.0,100.0,,33.0,0,0,1,100.0,16,69.0,61.2,77.6,,39.4,24.2,0,,,0,1,0,39.6,0,37,37,0,0,1,0,0,0,0.0,,5,2022
Emmanuel Moseley,50430,CB,SF,1,0,21.0,33.3,97.6,37.0,12.3,0,0,1,33.3,28,69.7,66.0,78.3,40.6,60.6,29.5,1,10.0,50.0,1,1,1,4.2,1,40,41,0,1,3,0,10,6,0.3,10.0,5,2022
Michael Jackson,50437,CB,SEA,1,0,12.3,75.0,100.0,7.3,5.5,0,0,1,25.0,29,59.2,64.4,75.8,,72.6,77.0,0,18.0,0.0,0,1,0,104.2,3,24,24,0,2,4,0,38,4,1.7,12.7,5,2022
Grant Haley,50473,CB,LA,1,0,10.0,33.3,100.0,18.0,6.0,1,0,2,66.7,26,80.4,76.8,73.5,,61.1,44.1,0,1.0,0.0,0,2,1,42.4,1,18,18,1,1,3,0,1,3,0.1,1.0,5,2022
Lamar Jackson,50532,CB,CHI,1,0,3.0,0.0,100.0,,4.0,0,0,0,0.0,6,65.0,65.3,68.5,,,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,,5,2022
Mike Ford,50535,CB,ATL,1,0,3.0,100.0,100.0,2.0,2.0,0,0,0,0.0,2,28.4,28.8,70.0,,60.4,,0,20.0,,0,0,0,116.7,3,6,6,0,0,3,0,36,27,6.0,12.0,5,2022
Brandon Facyson,50564,CB,IND,1,0,6.0,100.0,100.0,18.0,18.0,0,0,0,0.0,14,53.5,54.6,74.0,,60.4,,0,11.0,,0,0,0,112.5,1,19,19,0,0,1,0,11,5,0.6,11.0,5,2022
Josey Jewell,50720,LB,DEN,1,0,2.3,75.0,77.3,5.0,3.8,0,0,0,0.0,10,58.7,69.1,72.0,68.2,69.9,63.6,0,21.0,33.3,1,0,0,106.3,3,17,22,2,2,4,0,40,29,2.7,13.3,5,2022
Cody Barton,50727,LB,SEA,1,0,0.5,100.0,81.3,6.5,6.5,0,0,0,0.0,29,50.1,73.8,72.9,54.5,80.9,83.2,0,54.0,0.0,0,0,0,118.8,2,13,16,0,2,2,0,62,61,4.8,31.0,5,2022
Jordyn Brooks,50851,LB,SEA,1,0,5.3,83.3,72.4,4.0,3.3,0,0,0,0.0,29,35.4,63.4,76.3,83.5,74.1,53.8,0,22.0,25.0,1,0,0,139.6,5,21,29,2,3,6,1,48,27,2.4,9.6,5,2022
Roquan Smith,50892,LB,CHI,1,1,3.0,100.0,85.4,18.5,18.5,0,0,0,0.0,6,50.1,55.3,74.6,52.1,67.7,66.0,0,15.0,20.0,1,0,0,106.3,2,41,48,1,3,2,0,19,13,0.5,9.5,5,2022
Robert Spillane,50918,LB,PIT,1,0,12.0,66.7,66.7,5.0,3.3,0,0,2,66.7,25,80.1,75.1,71.9,50.9,62.3,,0,26.0,,0,2,0,109.7,2,10,15,0,0,3,0,44,38,4.4,22.0,5,2022
Leighton Vander Esch,50950,LB,DAL,1,1,16.0,50.0,84.4,27.0,13.5,0,0,0,0.0,9,76.7,76.5,76.7,49.1,70.8,58.5,0,4.0,33.3,1,0,0,56.3,1,27,32,0,1,2,0,4,2,0.1,4.0,5,2022
Bobby Okereke,50954,LB,IND,1,1,9.0,77.8,97.8,6.3,4.9,0,0,0,0.0,14,44.4,49.4,75.6,59.1,63.6,61.9,0,37.0,0.0,0,0,0,118.5,7,45,46,2,4,9,0,112,83,2.5,16.0,5,2022
Ja'Whaun Bentley,50966,LB,NE,1,1,1.3,100.0,75.0,4.7,4.7,0,0,0,0.0,19,53.5,63.9,75.4,75.7,63.4,80.4,0,36.0,0.0,0,0,0,118.8,3,15,20,0,0,3,0,61,57,4.4,20.3,5,2022
Tyrel Dodson,51045,LB,BUF,1,2,6.0,75.0,83.3,12.7,9.5,0,0,0,0.0,4,51.4,65.6,76.7,72.4,78.9,82.1,0,20.0,0.0,0,0,0,94.8,3,40,48,2,3,4,0,29,15,0.8,9.7,5,2022
Jahlani Tavai,51055,LB,NE,1,0,8.0,66.7,60.7,8.0,5.3,0,0,0,0.0,19,64.6,68.0,77.5,57.5,68.0,76.8,0,8.0,0.0,0,0,0,78.5,2,17,28,0,1,3,0,15,7,0.9,7.5,5,2022
Julian Love,51081,S,NYG,1,1,-2.3,100.0,97.7,13.3,13.3,0,0,0,0.0,21,68.2,70.5,78.1,60.0,64.1,84.6,0,9.0,0.0,0,0,0,122.9,3,42,43,1,3,3,1,12,19,0.3,4.0,5,2022
Ben Niemann,51099,LB,ARZ,1,0,-4.7,100.0,92.0,7.3,7.3,0,0,0,0.0,1,50.6,50.5,74.7,57.9,56.5,80.0,0,12.0,0.0,0,0,0,79.2,3,23,25,0,1,3,0,9,23,0.4,3.0,5,2022
Joshua Kalu,51203,S,TEN,1,0,6.0,100.0,100.0,43.0,43.0,0,0,0,0.0,31,49.4,49.9,80.5,,64.4,75.4,0,11.0,0.0,0,0,0,112.5,1,47,47,0,1,1,0,11,5,0.3,11.0,5,2022
Minkah Fitzpatrick,51206,S,PIT,1,1,29.5,100.0,95.0,18.5,18.5,0,0,0,0.0,25,33.9,29.5,77.3,67.8,47.1,27.9,0,62.0,0.0,0,0,0,158.3,2,38,40,0,0,2,1,82,23,2.2,41.0,5,2022
Fred Warner,51222,LB,SF,1,0,-1.3,0.0,93.2,,12.7,0,0,1,33.3,28,83.4,87.1,0.0,68.4,82.1,83.4,0,,0.0,0,1,1,39.6,0,41,44,4,6,3,0,0,0,0.0,,5,2022
Drue Tranquill,51276,LB,LAC,1,0,-0.5,100.0,86.8,16.0,16.0,0,0,0,0.0,27,60.4,45.0,76.0,52.2,39.8,39.4,0,11.0,0.0,0,0,0,93.8,2,33,38,1,1,2,0,13,14,0.4,6.5,5,2022
Mike Edwards,51282,S,TB,1,0,2.3,100.0,97.2,11.0,11.0,0,0,0,0.0,30,46.0,35.9,75.7,66.0,31.9,24.8,0,19.0,50.0,1,0,0,154.9,3,35,36,0,1,3,1,35,28,1.1,11.7,5,2022
