player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year
Raheem Blackshear,57385,HB,CAR,1,0,5,,,0,0.0,0,60.0,0,50.0,1,2,60.0,50.0,1,100.0,2,7,2022
Matt Farniok,41585,G,DAL,1,0,9,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,7,2022
Jack Conklin,10642,T,CLV,1,0,8,52.1,100.0,15,33.3,15,55.4,0,100.0,45,45,59.6,100.0,22,48.9,22,8,2022
Ethan Pocic,11813,C,CLV,1,0,8,62.5,100.0,15,33.3,15,92.0,0,100.0,45,45,93.2,100.0,22,48.9,22,8,2022
Jedrick Wills Jr.,58467,T,CLV,1,0,8,74.3,100.0,15,33.3,15,87.0,1,100.0,45,45,88.6,100.0,22,48.9,22,8,2022
Joel Bitonio,8670,G,CLV,1,0,8,71.2,100.0,15,33.3,15,90.7,0,100.0,45,45,84.2,100.0,22,48.9,22,8,2022
Hjalte Froholdt,44959,G,CLV,1,0,8,52.3,100.0,15,33.3,15,57.9,0,100.0,45,45,57.9,100.0,22,48.9,22,8,2022
Nate Davis,46808,G,TEN,1,0,31,46.9,100.0,14,31.8,14,74.4,0,100.0,44,44,88.5,100.0,27,61.4,27,8,2022
Nicholas Petit-Frere,82003,T,TEN,1,0,31,41.6,100.0,14,31.8,14,71.3,0,100.0,44,44,86.4,100.0,27,61.4,27,8,2022
Aaron Brewer,46014,G,TEN,1,1,31,64.2,100.0,14,31.8,14,55.8,1,100.0,44,44,52.4,100.0,27,61.4,27,8,2022
Dennis Daley,60063,T,TEN,1,0,31,49.5,100.0,14,31.8,14,51.4,0,100.0,44,44,55.0,100.0,27,61.4,27,8,2022
Ben Jones,7099,C,TEN,1,0,31,58.3,100.0,14,31.8,14,80.8,0,100.0,44,44,85.0,100.0,27,61.4,27,8,2022
Donovan Peoples-Jones,61439,WR,CLV,1,0,8,55.4,100.0,13,31.0,13,54.5,0,100.0,42,42,56.7,100.0,21,50.0,21,8,2022
Michael Schofield III,8730,G,CHI,1,0,6,41.7,100.0,12,29.3,12,51.9,0,100.0,41,41,61.2,100.0,26,63.4,26,8,2022
Riley Reiff,7029,T,CHI,1,0,6,53.1,100.0,12,29.3,12,60.7,0,100.0,41,41,65.4,100.0,26,63.4,26,8,2022
Braxton Jones,60092,T,CHI,1,0,6,54.5,100.0,12,29.3,12,54.0,1,100.0,41,41,56.0,100.0,26,63.4,26,8,2022
Jacoby Brissett,10725,QB,CLV,1,0,8,60.0,100.0,15,37.5,15,60.2,0,88.9,40,45,60.2,100.0,22,55.0,22,8,2022
Malik Willis,60341,QB,TEN,1,0,31,60.0,92.9,13,32.5,14,60.0,0,90.9,40,44,60.0,96.3,26,65.0,27,8,2022
Sam Mustipher,13026,C,CHI,1,0,6,55.8,100.0,11,28.2,11,66.6,0,100.0,39,39,71.4,100.0,25,64.1,25,8,2022
Teven Jenkins,41534,G,CHI,1,0,6,60.7,100.0,12,30.8,12,73.7,0,100.0,39,39,86.5,100.0,25,64.1,25,8,2022
Cole Kmet,60995,TE,CHI,1,0,6,49.5,100.0,10,25.6,10,73.2,1,100.0,39,39,83.1,100.0,26,66.7,26,8,2022
Ikem Ekwonu,98286,T,CAR,1,1,5,58.6,100.0,19,50.0,19,61.6,1,100.0,38,38,65.2,100.0,16,42.1,16,8,2022
P.J. Walker,12134,QB,CAR,1,0,5,60.0,100.0,19,50.0,19,60.0,0,100.0,38,38,60.0,100.0,16,42.1,16,8,2022
Austin Corbett,46290,G,CAR,1,0,5,65.6,100.0,19,50.0,19,58.1,1,100.0,38,38,51.8,100.0,16,42.1,16,8,2022
Brady Christensen,51985,G,CAR,1,0,5,68.1,100.0,19,50.0,19,55.0,0,100.0,38,38,44.9,100.0,16,42.1,16,8,2022
Taylor Moton,11819,T,CAR,1,0,5,74.5,100.0,19,50.0,19,66.5,0,100.0,38,38,56.6,100.0,16,42.1,16,8,2022
Bradley Bozeman,27934,C,CAR,1,0,5,58.3,100.0,19,50.0,19,50.8,0,100.0,38,38,48.8,100.0,16,42.1,16,8,2022
Jake Matthews,8641,T,ATL,1,0,2,74.8,100.0,11,30.6,11,68.2,0,100.0,36,36,61.8,100.0,24,66.7,24,8,2022
Kaleb McGary,46912,T,ATL,1,0,2,78.3,100.0,11,30.6,11,84.8,0,100.0,36,36,79.9,100.0,24,66.7,24,8,2022
Elijah Wilkinson,46238,G,ATL,1,0,2,65.8,100.0,11,30.6,11,63.8,0,100.0,36,36,61.2,100.0,24,66.7,24,8,2022
Drew Dalman,52270,C,ATL,1,0,2,45.9,100.0,11,30.6,11,57.6,0,100.0,36,36,65.5,100.0,24,66.7,24,8,2022
Chris Lindstrom,46692,G,ATL,1,0,2,73.4,100.0,11,30.6,11,78.4,0,100.0,36,36,74.7,100.0,24,66.7,24,8,2022
D.J. Moore,48267,WR,CAR,1,1,5,75.4,100.0,18,51.4,18,39.2,1,97.2,35,36,59.7,100.0,15,42.9,15,8,2022
Geoff Swaim,9679,TE,TEN,1,0,31,64.2,100.0,13,37.1,13,68.2,0,100.0,35,35,68.1,100.0,21,60.0,21,8,2022
Harrison Bryant,26394,TE,CLV,1,0,8,48.1,100.0,13,38.2,13,58.2,0,100.0,34,34,69.1,100.0,14,41.2,14,8,2022
Terrace Marshall Jr.,84271,WR,CAR,1,0,5,60.0,100.0,16,47.1,16,61.5,0,100.0,34,34,62.4,100.0,15,44.1,15,8,2022
Justin Fields,82118,QB,CHI,1,0,6,60.0,81.8,9,26.5,11,60.0,0,87.2,34,39,60.1,92.0,23,67.6,25,8,2022
Jawaan Taylor,41665,T,JAX,1,0,15,41.0,100.0,15,45.5,15,52.4,0,100.0,33,33,78.7,100.0,13,39.4,13,8,2022
Tyler Shatley,9257,G,JAX,1,0,15,64.2,100.0,15,45.5,15,63.7,0,100.0,33,33,75.0,100.0,13,39.4,13,8,2022
Luke Fortner,42028,C,JAX,1,0,15,56.2,100.0,15,45.5,15,64.5,1,100.0,33,33,66.4,100.0,13,39.4,13,8,2022
Brandon Scherff,9438,G,JAX,1,0,15,53.0,100.0,15,45.5,15,55.7,0,100.0,33,33,53.9,100.0,13,39.4,13,8,2022
Cam Robinson,11789,T,JAX,1,0,15,34.9,100.0,15,45.5,15,35.5,1,100.0,33,33,46.4,100.0,13,39.4,13,8,2022
James Ferentz,9258,C,NE,1,0,19,54.9,100.0,17,53.1,17,50.5,0,100.0,32,32,52.5,100.0,9,28.1,9,8,2022
Trent Brown,9677,T,NE,1,0,19,43.0,100.0,17,53.1,17,50.2,0,100.0,32,32,66.6,100.0,9,28.1,9,8,2022
Cesar Ruiz,59857,G,NO,1,0,20,68.5,100.0,12,37.5,12,68.3,0,100.0,32,32,60.0,100.0,17,53.1,17,8,2022
Michael Onwenu,27357,G,NE,1,0,19,70.2,100.0,17,53.1,17,74.0,0,100.0,32,32,72.3,100.0,9,28.1,9,8,2022
Erik McCoy,37347,C,NO,1,0,20,67.2,100.0,12,37.5,12,70.6,0,100.0,32,32,70.7,100.0,17,53.1,17,8,2022
Trevor Lawrence,77632,QB,JAX,1,0,15,60.2,100.0,15,46.9,15,60.3,0,97.0,32,33,60.0,100.0,13,40.6,13,8,2022
James Hurst,9001,T,NO,1,0,20,51.3,100.0,12,37.5,12,61.3,0,100.0,32,32,69.3,100.0,17,53.1,17,8,2022
Ryan Ramczyk,11787,T,NO,1,0,20,75.6,100.0,12,37.5,12,76.3,0,100.0,32,32,70.6,100.0,17,53.1,17,8,2022
Darnell Mooney,48236,WR,CHI,1,0,6,60.4,100.0,10,31.3,10,56.6,0,100.0,32,32,55.9,100.0,21,65.6,21,8,2022
Andrus Peat,9446,G,NO,1,0,20,50.8,100.0,12,37.5,12,63.6,0,100.0,32,32,73.8,100.0,17,53.1,17,8,2022
Ben Powers,41482,G,BLT,1,0,3,53.4,100.0,18,58.1,18,50.1,0,100.0,31,31,52.9,100.0,10,32.3,10,8,2022
Amari Cooper,9437,WR,CLV,1,0,8,57.2,100.0,9,29.0,9,54.2,0,100.0,31,31,56.2,100.0,17,54.8,17,8,2022
Tyler Linderbaum,82291,C,BLT,1,0,3,68.7,100.0,18,58.1,18,79.0,0,100.0,31,31,90.9,100.0,10,32.3,10,8,2022
Kevin Zeitler,7032,G,BLT,1,0,3,52.5,100.0,18,58.1,18,62.5,0,100.0,31,31,73.7,100.0,10,32.3,10,8,2022
Marcus Mariota,9435,QB,ATL,1,0,2,60.0,81.8,9,29.0,11,60.0,0,86.1,31,36,60.0,91.7,22,71.0,24,8,2022
Drake London,86519,WR,ATL,1,0,2,49.6,100.0,10,32.3,10,39.7,0,100.0,31,31,60.4,100.0,21,67.7,21,8,2022
N'Keal Harry,48297,WR,CHI,1,0,6,61.5,100.0,11,35.5,11,45.7,0,100.0,31,31,59.5,100.0,20,64.5,20,8,2022
Ronnie Stanley,10640,T,BLT,1,0,3,45.6,100.0,18,58.1,18,46.6,0,100.0,31,31,54.4,100.0,10,32.3,10,8,2022
Zay Jones,11792,WR,JAX,1,0,15,42.2,100.0,15,48.4,15,47.3,0,96.9,31,32,60.6,100.0,12,38.7,12,8,2022
Morgan Moses,8701,T,BLT,1,0,3,70.8,100.0,17,56.7,17,77.3,0,100.0,30,30,76.7,100.0,10,33.3,10,8,2022
Marcus Cannon,6290,T,NE,1,0,19,46.7,100.0,15,50.0,15,46.6,0,100.0,30,30,53.3,100.0,9,30.0,9,8,2022
Tyler Smith,98385,T,DAL,1,0,9,47.7,100.0,9,31.0,9,60.8,0,100.0,29,29,79.3,100.0,17,58.6,17,8,2022
Josh Myers,59992,C,GB,1,0,12,71.6,100.0,10,34.5,10,50.0,0,100.0,29,29,46.5,100.0,19,65.5,19,8,2022
Evan Engram,11778,TE,JAX,1,0,15,42.1,100.0,12,41.4,12,57.5,0,100.0,29,29,57.7,100.0,12,41.4,12,8,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,0,31,57.9,100.0,10,34.5,10,71.1,1,100.0,29,29,78.6,100.0,17,58.6,17,8,2022
Terence Steele,39461,T,DAL,1,0,9,49.4,100.0,9,31.0,9,76.4,0,100.0,29,29,81.3,100.0,17,58.6,17,8,2022
Aaron Rodgers,2241,QB,GB,1,0,12,60.0,100.0,10,34.5,10,60.0,0,100.0,29,29,60.0,100.0,19,65.5,19,8,2022
Yosh Nijman,60822,T,GB,1,0,12,53.6,100.0,10,34.5,10,42.3,0,100.0,29,29,40.9,100.0,19,65.5,19,8,2022
Zack Martin,8651,G,DAL,1,0,9,55.7,100.0,9,31.0,9,70.5,0,100.0,29,29,70.7,100.0,17,58.6,17,8,2022
Tyler Biadasz,41178,C,DAL,1,0,9,72.5,100.0,9,31.0,9,90.2,0,100.0,29,29,81.3,100.0,17,58.6,17,8,2022
Zach Tom,55443,G,GB,1,0,12,66.1,100.0,10,34.5,10,73.9,0,100.0,29,29,73.9,100.0,19,65.5,19,8,2022
Jon Runyan,36661,G,GB,1,0,12,55.2,100.0,10,34.5,10,41.1,0,100.0,29,29,38.5,100.0,19,65.5,19,8,2022
David Bakhtiari,7891,T,GB,1,0,12,66.1,100.0,10,34.5,10,87.8,0,100.0,29,29,86.5,100.0,19,65.5,19,8,2022
Olamide Zaccheaus,44920,WR,ATL,1,0,2,59.3,88.9,8,28.6,9,55.9,0,96.6,28,29,55.2,100.0,19,67.9,19,8,2022
Ian Thomas,42130,TE,CAR,1,0,5,48.5,100.0,17,60.7,17,44.6,0,100.0,28,28,47.4,100.0,10,35.7,10,8,2022
Mac Jones,60323,QB,NE,1,0,19,60.0,100.0,17,60.7,17,60.0,0,87.5,28,32,60.0,100.0,9,32.1,9,8,2022
Brian O'Neill,46854,T,MIN,1,0,18,48.1,100.0,8,29.6,8,62.7,0,100.0,27,27,70.9,100.0,17,63.0,17,8,2022
Matt Pryor,46647,T,IND,1,0,14,52.1,100.0,9,33.3,9,53.4,0,100.0,27,27,56.5,100.0,14,51.9,14,8,2022
Cole Strange,22976,G,NE,1,0,19,59.5,100.0,15,55.6,15,41.7,2,100.0,27,27,42.2,100.0,9,33.3,9,8,2022
Braden Smith,46794,T,IND,1,0,14,68.0,100.0,9,33.3,9,81.4,0,100.0,27,27,83.3,100.0,14,51.9,14,8,2022
Ed Ingram,59819,G,MIN,1,0,18,61.7,100.0,8,29.6,8,59.7,0,100.0,27,27,52.9,100.0,17,63.0,17,8,2022
Dennis Kelly,7146,T,IND,1,0,14,65.1,100.0,9,33.3,9,68.0,0,100.0,27,27,59.0,100.0,14,51.9,14,8,2022
Quenton Nelson,12954,G,IND,1,0,14,52.5,100.0,9,33.3,9,45.2,0,100.0,27,27,45.4,100.0,14,51.9,14,8,2022
Garrett Bradbury,46013,C,MIN,1,0,18,59.5,100.0,8,29.6,8,71.1,1,100.0,27,27,74.4,100.0,17,63.0,17,8,2022
Ezra Cleveland,41973,G,MIN,1,0,18,64.4,100.0,8,29.6,8,82.7,0,100.0,27,27,86.1,100.0,17,63.0,17,8,2022
Ryan Kelly,10652,C,IND,1,0,14,55.7,100.0,9,33.3,9,46.1,0,100.0,27,27,44.6,100.0,14,51.9,14,8,2022
Christian Darrisaw,77373,T,MIN,1,0,18,54.3,100.0,8,29.6,8,91.2,0,100.0,27,27,95.9,100.0,17,63.0,17,8,2022
Calvin Anderson,46247,T,DEN,1,0,10,55.0,100.0,7,26.9,7,60.2,0,100.0,26,26,63.8,100.0,16,61.5,16,8,2022
Dalton Risner,47008,G,DEN,1,0,10,57.0,100.0,7,26.9,7,65.9,0,100.0,26,26,58.0,100.0,16,61.5,16,8,2022
Billy Turner,8702,T,DEN,1,0,10,57.6,100.0,7,26.9,7,65.5,0,100.0,26,26,69.5,100.0,16,61.5,16,8,2022
Justin Jefferson,61398,WR,MIN,1,0,18,62.1,100.0,8,30.8,8,57.1,0,100.0,26,26,55.6,100.0,17,65.4,17,8,2022
Terron Armstead,7856,T,MIA,1,0,17,58.8,100.0,6,23.1,6,78.6,0,100.0,26,26,76.1,100.0,15,57.7,15,8,2022
Robert Woods,7822,WR,TEN,1,0,31,59.4,100.0,10,38.5,10,59.5,0,100.0,26,26,59.7,100.0,14,53.8,14,8,2022
Quinn Meinerz,112915,G,DEN,1,0,10,70.9,100.0,7,26.9,7,84.7,0,100.0,26,26,72.9,100.0,16,61.5,16,8,2022
Connor Williams,46216,C,MIA,1,0,17,71.9,100.0,6,23.1,6,92.1,0,100.0,26,26,90.1,100.0,15,57.7,15,8,2022
Brandon Shell,10792,T,MIA,1,0,17,79.9,100.0,6,23.1,6,85.4,0,100.0,26,26,78.6,100.0,15,57.7,15,8,2022
Robert Hunt,46139,G,MIA,1,0,17,58.4,100.0,6,23.1,6,49.8,0,100.0,26,26,48.1,100.0,15,57.7,15,8,2022
Kirk Cousins,7102,QB,MIN,1,0,18,60.0,100.0,8,30.8,8,60.0,0,96.3,26,27,60.0,100.0,17,65.4,17,8,2022
Nick Vannett,10728,TE,NO,1,0,20,56.0,100.0,10,40.0,10,49.7,0,100.0,25,25,58.2,100.0,15,60.0,15,8,2022
David Quessenberry,7957,T,BUF,1,0,4,65.3,100.0,16,64.0,16,63.7,0,100.0,25,25,58.7,100.0,4,16.0,4,8,2022
Sammy Watkins,8639,WR,GB,1,0,12,59.7,100.0,6,24.0,6,56.3,0,100.0,25,25,56.1,100.0,19,76.0,19,8,2022
Joshua Ezeudu,77355,G,NYG,1,0,21,60.1,100.0,15,60.0,15,50.2,0,100.0,25,25,54.5,100.0,9,36.0,9,8,2022
Mitch Morse,9482,C,BUF,1,0,4,58.2,100.0,16,64.0,16,54.4,0,100.0,25,25,53.8,100.0,4,16.0,4,8,2022
Jon Feliciano,9561,C,NYG,1,0,21,63.0,100.0,15,60.0,15,66.2,0,100.0,25,25,53.5,100.0,9,36.0,9,8,2022
Mark Glowinski,9567,G,NYG,1,0,21,53.7,100.0,15,60.0,15,52.4,0,100.0,25,25,55.0,100.0,9,36.0,9,8,2022
Tyre Phillips,59874,T,NYG,1,0,21,61.9,100.0,15,60.0,15,58.5,0,100.0,25,25,54.3,100.0,9,36.0,9,8,2022
Andrew Thomas,59701,T,NYG,1,0,21,51.5,100.0,15,60.0,15,55.8,0,100.0,25,25,63.5,100.0,9,36.0,9,8,2022
Dion Dawkins,11818,T,BUF,1,0,4,48.5,100.0,16,64.0,16,50.7,1,100.0,25,25,60.5,100.0,4,16.0,4,8,2022
Ryan Bates,28300,G,BUF,1,0,4,58.2,100.0,16,64.0,16,67.8,0,100.0,25,25,68.2,100.0,4,16.0,4,8,2022
Juwan Johnson,28305,TE,NO,1,0,20,59.3,100.0,9,36.0,9,35.4,0,100.0,25,25,37.6,100.0,13,52.0,13,8,2022
Michael Pittman Jr.,29049,WR,IND,1,0,14,47.5,100.0,8,32.0,8,66.3,0,100.0,25,25,80.6,100.0,14,56.0,14,8,2022
George Kittle,11901,TE,SF,1,0,28,51.6,100.0,7,29.2,7,51.1,0,100.0,24,24,57.2,100.0,15,62.5,15,8,2022
Jonnu Smith,11855,TE,NE,1,0,19,47.9,100.0,13,54.2,13,49.7,0,100.0,24,24,57.8,100.0,7,29.2,7,8,2022
Russell Wilson,7077,QB,DEN,1,0,10,60.0,100.0,7,29.2,7,60.0,0,92.3,24,26,60.0,100.0,16,66.7,16,8,2022
Jake Brendel,11117,C,SF,1,0,28,52.5,100.0,7,29.2,7,52.4,0,100.0,24,24,56.7,100.0,15,62.5,15,8,2022
Mike McGlinchey,46275,T,SF,1,0,28,50.3,100.0,7,29.2,7,54.3,0,100.0,24,24,54.6,100.0,15,62.5,15,8,2022
Trent Williams,5529,T,SF,1,0,28,73.6,100.0,7,29.2,7,93.0,0,100.0,24,24,93.4,100.0,15,62.5,15,8,2022
Rodger Saffold,5558,G,BUF,1,0,4,61.2,100.0,16,66.7,16,64.1,0,100.0,24,24,56.7,100.0,4,16.7,4,8,2022
Courtland Sutton,48164,WR,DEN,1,0,10,60.5,100.0,6,25.0,6,41.1,0,100.0,24,24,61.5,100.0,15,62.5,15,8,2022
Cody Hollister,12052,WR,TEN,1,0,31,54.6,100.0,10,41.7,10,71.7,0,100.0,24,24,78.3,100.0,13,54.2,13,8,2022
Lamar Jackson,46416,QB,BLT,1,0,3,60.0,77.8,14,58.3,18,60.0,0,77.4,24,31,60.0,90.0,9,37.5,10,8,2022
Aaron Banks,59983,G,SF,1,0,28,54.0,100.0,7,29.2,7,70.4,0,100.0,24,24,77.9,100.0,15,62.5,15,8,2022
Demarcus Robinson,10760,WR,BLT,1,0,3,61.9,100.0,12,50.0,12,63.1,0,100.0,24,24,61.4,100.0,9,37.5,9,8,2022
Dak Prescott,10769,QB,DAL,1,0,9,60.0,88.9,8,33.3,9,60.0,0,82.8,24,29,60.0,94.1,16,66.7,17,8,2022
Patrick Ricard,48862,FB,BLT,1,0,3,51.2,100.0,16,69.6,16,48.1,1,100.0,23,23,50.8,100.0,5,21.7,5,8,2022
Abraham Lucas,60218,T,SEA,1,0,29,42.4,100.0,12,52.2,12,43.8,0,100.0,23,23,53.9,100.0,8,34.8,8,8,2022
Tua Tagovailoa,60326,QB,MIA,1,0,17,60.0,100.0,6,26.1,6,60.1,0,88.5,23,26,60.0,100.0,15,65.2,15,8,2022
Sam Ehlinger,60555,QB,IND,1,0,14,60.0,77.8,7,30.4,9,60.3,0,85.2,23,27,60.2,92.9,13,56.5,14,8,2022
Charles Cross,98401,T,SEA,1,0,29,50.0,100.0,12,52.2,12,59.9,0,100.0,23,23,56.1,100.0,8,34.8,8,8,2022
Andy Dalton,6187,QB,NO,1,0,20,60.0,100.0,5,21.7,5,60.2,0,100.0,23,23,60.1,100.0,17,73.9,17,8,2022
Brandon Aiyuk,84109,WR,SF,1,0,28,60.8,100.0,7,30.4,7,55.7,0,100.0,23,23,54.7,100.0,14,60.9,14,8,2022
Jimmy Garoppolo,8697,QB,SF,1,0,28,60.0,100.0,7,30.4,7,60.0,0,95.8,23,24,60.0,100.0,15,65.2,15,8,2022
Damien Lewis,81532,G,SEA,1,0,29,50.1,100.0,12,52.2,12,52.9,0,100.0,23,23,60.4,100.0,8,34.8,8,8,2022
Jakobi Meyers,47468,WR,NE,1,0,19,78.6,100.0,11,50.0,11,82.7,0,100.0,22,22,62.0,100.0,8,36.4,8,8,2022
Romeo Doubs,84329,WR,GB,1,0,12,59.5,100.0,7,31.8,7,39.9,0,100.0,22,22,60.3,100.0,15,68.2,15,8,2022
Michael Gallup,26075,WR,DAL,1,0,9,61.0,100.0,7,31.8,7,60.5,0,100.0,22,22,60.2,100.0,14,63.6,14,8,2022
Dawson Knox,35883,TE,BUF,1,0,4,59.4,100.0,14,63.6,14,53.8,0,100.0,22,22,48.0,100.0,3,13.6,3,8,2022
Hunter Henry,10669,TE,NE,1,0,19,57.0,100.0,12,54.5,12,56.1,0,100.0,22,22,57.9,100.0,4,18.2,4,8,2022
Daniel Jones,39395,QB,NYG,1,0,21,60.0,100.0,15,68.2,15,60.3,0,88.0,22,25,60.0,77.8,7,31.8,9,8,2022
Josh Allen,46601,QB,BUF,1,0,4,60.0,100.0,16,72.7,16,60.0,0,88.0,22,25,60.0,100.0,4,18.2,4,8,2022
Terry McLaurin,48229,WR,WAS,1,0,32,54.1,100.0,11,50.0,11,52.3,0,100.0,22,22,61.7,100.0,9,40.9,9,8,2022
Adam Thielen,8288,WR,MIN,1,0,18,32.8,100.0,7,31.8,7,30.4,1,100.0,22,22,59.8,100.0,14,63.6,14,8,2022
Kyle Pitts,83964,TE,ATL,1,0,2,48.2,100.0,6,27.3,6,55.3,0,100.0,22,22,62.9,100.0,15,68.2,15,8,2022
Cornelius Lucas,9025,T,WAS,1,0,32,46.8,100.0,11,50.0,11,48.5,0,100.0,22,22,57.4,100.0,9,40.9,9,8,2022
Johnny Mundt,12206,TE,MIN,1,1,18,54.2,100.0,6,27.3,6,59.6,1,100.0,22,22,64.8,100.0,14,63.6,14,8,2022
Will Dissly,30762,TE,SEA,1,0,29,58.1,100.0,12,54.5,12,56.2,0,100.0,22,22,57.5,100.0,8,36.4,8,8,2022
Connor McGovern,41714,G,DAL,1,0,9,48.0,100.0,6,27.3,6,59.3,0,100.0,22,22,67.2,100.0,13,59.1,13,8,2022
Trai Turner,8727,G,WAS,1,0,32,62.7,100.0,11,50.0,11,80.6,0,100.0,22,22,80.3,100.0,9,40.9,9,8,2022
Austin Hooper,10715,TE,TEN,1,0,31,52.1,100.0,2,9.1,2,60.2,0,100.0,22,22,67.0,100.0,19,86.4,19,8,2022
Tyler Larsen,9304,C,WAS,1,0,32,62.6,100.0,11,50.0,11,77.4,0,100.0,22,22,82.1,100.0,9,40.9,9,8,2022
Charles Leno Jr.,8880,T,WAS,1,0,32,86.2,100.0,11,50.0,11,73.1,0,100.0,22,22,53.7,100.0,9,40.9,9,8,2022
Andrew Norwell,9126,G,WAS,1,0,32,76.1,100.0,11,50.0,11,63.1,0,100.0,22,22,61.1,100.0,9,40.9,9,8,2022
Dalton Schultz,47304,TE,DAL,1,0,9,41.4,100.0,8,36.4,8,57.3,0,100.0,22,22,69.1,100.0,12,54.5,12,8,2022
Tyquan Thornton,78092,WR,NE,1,0,19,50.2,100.0,15,68.2,15,52.5,0,100.0,22,22,60.8,100.0,7,31.8,7,8,2022
Gabriel Davis,55410,WR,BUF,1,0,4,55.7,100.0,15,68.2,15,55.8,1,100.0,22,22,60.1,100.0,3,13.6,3,8,2022
Geno Smith,7820,QB,SEA,1,0,29,60.0,100.0,12,54.5,12,60.0,0,95.7,22,23,60.0,100.0,8,36.4,8,8,2022
Robert Tonyan,12193,TE,GB,1,0,12,59.1,100.0,6,28.6,6,65.6,0,100.0,21,21,68.5,100.0,15,71.4,15,8,2022
CeeDee Lamb,61570,WR,DAL,1,0,9,58.2,100.0,7,33.3,7,57.3,0,95.5,21,22,57.9,93.3,14,66.7,15,8,2022
Parris Campbell,47940,WR,IND,1,0,14,58.6,100.0,7,33.3,7,59.3,0,95.5,21,22,60.9,100.0,13,61.9,13,8,2022
Christian Kirk,47546,WR,JAX,1,0,15,54.3,100.0,10,47.6,10,55.1,0,100.0,21,21,58.9,100.0,8,38.1,8,8,2022
Chris Myarick,47358,TE,NYG,1,0,21,54.3,100.0,14,66.7,14,46.5,0,100.0,21,21,44.3,100.0,7,33.3,7,8,2022
Josh Oliver,47083,TE,BLT,1,0,3,55.4,100.0,13,61.9,13,53.0,0,100.0,21,21,70.2,100.0,6,28.6,6,8,2022
Taylor Heinicke,9896,QB,WAS,1,0,32,60.0,100.0,11,52.4,11,60.0,0,95.5,21,22,60.0,100.0,9,42.9,9,8,2022
Tommy Tremble,84025,TE,CAR,1,0,5,59.0,100.0,11,52.4,11,52.9,0,100.0,21,21,57.1,100.0,8,38.1,8,8,2022
Chris Manhertz,10211,TE,JAX,1,0,15,51.6,100.0,12,57.1,12,69.6,0,100.0,21,21,84.1,100.0,7,33.3,7,8,2022
Oday Aboushi,7923,G,LA,1,0,26,75.1,100.0,6,30.0,6,56.1,0,100.0,20,20,42.5,100.0,10,50.0,10,8,2022
Brian Allen,46104,C,LA,1,0,26,67.4,100.0,6,30.0,6,67.7,0,100.0,20,20,56.1,100.0,10,50.0,10,8,2022
Marcus Johnson,11074,WR,NYG,1,0,21,62.7,100.0,11,55.0,11,58.7,0,100.0,20,20,55.5,100.0,8,40.0,8,8,2022
Bobby Evans,36800,G,LA,1,0,26,54.6,100.0,6,30.0,6,54.8,0,100.0,20,20,49.7,100.0,10,50.0,10,8,2022
Alaric Jackson,40972,G,LA,1,0,26,68.2,100.0,6,30.0,6,48.4,0,100.0,20,20,38.7,100.0,10,50.0,10,8,2022
Allen Robinson II,8696,WR,LA,1,0,26,61.1,100.0,6,30.0,6,60.9,0,100.0,20,20,61.5,100.0,10,50.0,10,8,2022
Michael Dunn,39676,T,CLV,1,0,8,64.8,100.0,11,55.0,11,74.6,0,100.0,20,20,80.8,100.0,8,40.0,8,8,2022
Pharaoh Brown,12247,TE,CLV,1,0,8,56.6,100.0,6,30.0,6,58.9,0,100.0,20,20,62.7,100.0,10,50.0,10,8,2022
Rob Havenstein,9490,T,LA,1,0,26,69.3,100.0,6,30.0,6,92.0,0,100.0,20,20,93.4,100.0,10,50.0,10,8,2022
Chukwuma Okorafor,46302,T,PIT,1,0,25,47.0,100.0,5,26.3,5,59.1,0,100.0,19,19,71.8,100.0,5,26.3,5,8,2022
Dante Pettis,48113,WR,CHI,1,0,6,52.2,100.0,3,15.8,3,71.7,0,100.0,19,19,79.8,100.0,15,78.9,15,8,2022
Kevin Dotson,46735,G,PIT,1,0,25,57.5,100.0,5,26.3,5,68.6,0,100.0,19,19,69.4,100.0,5,26.3,5,8,2022
Tre'Quan Smith,48228,WR,NO,1,0,20,68.0,100.0,8,42.1,8,63.3,0,100.0,19,19,57.2,100.0,9,47.4,9,8,2022
Kevin White,9440,WR,NO,1,0,20,58.0,100.0,6,31.6,6,57.0,0,100.0,19,19,57.6,100.0,12,63.2,12,8,2022
Matthew Stafford,4924,QB,LA,1,0,26,60.0,100.0,6,31.6,6,60.0,0,95.0,19,20,60.0,100.0,10,52.6,10,8,2022
Dan Moore Jr.,60120,T,PIT,1,0,25,61.0,100.0,5,26.3,5,51.9,1,100.0,19,19,47.5,100.0,5,26.3,5,8,2022
K.J. Osborn,23503,WR,MIN,1,0,18,59.5,100.0,6,31.6,6,56.3,0,100.0,19,19,56.5,100.0,11,57.9,11,8,2022
