player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Jamison Crowder,9538,WR,BUF,1,1,0,4,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,61.0,0,0,0.0,0,15,0,86.7,13,0.0,0,0.0,0,0,0,,,0.0,2,2022
Dax Milne,84147,WR,WAS,1,1,0,32,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,3.0,0,100.0,,0,0,0.0,0,0,0,68.3,60.0,0,6,0.0,0,2,1,100.0,2,91.7,1,100.0,0,6,3,3.0,6.0,3.0,2,2022
Ameer Abdullah,9487,HB,LV,1,1,0,23,0,-3.0,0,100.0,,0,0,0.0,0,1,0,84.5,98.9,0,23,33.3,1,3,1,33.3,1,118.8,1,100.0,0,23,26,26.0,23.0,23.0,,0,,,0,0,,0,0,0,72.1,79.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Melvin Gordon III,9448,HB,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,0,0,70.5,60.8,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,1,1.0,6.0,6.0,2,2022
Kyle Philips,84463,WR,TEN,1,1,0,31,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,62.3,0,5,0.0,0,2,1,50.0,1,87.5,1,100.0,0,5,7,7.0,5.0,5.0,,0,,,0,0,,0,0,0,68.3,55.4,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,2,2022
Ryan Griffin,7982,TE,CHI,1,1,0,6,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,16.0,0,100.0,,0,0,0.0,0,1,0,68.3,90.8,0,18,0.0,0,1,1,100.0,1,118.8,1,100.0,0,18,2,2.0,18.0,18.0,2,2022
Kyle Juszczyk,7912,FB,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,51.4,0,0,16.7,1,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,2,2022
Avery Williams,42873,HB,ATL,1,1,0,2,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,62.8,0,6,0.0,0,2,1,100.0,2,91.7,1,100.0,0,6,9,9.0,6.0,3.0,-3.0,0,100.0,,0,0,0.0,0,0,0,68.3,55.4,0,6,0.0,0,2,1,100.0,2,91.7,1,100.0,0,6,9,9.0,6.0,3.0,2,2022
Josh Jacobs,45953,HB,LV,1,1,0,23,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,79.8,0,12,0.0,0,5,1,100.0,5,116.7,1,100.0,0,12,16,16.0,12.0,2.4,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Deonte Harty,91470,WR,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,44.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,2,2022
Lil'Jordan Humphrey,42247,WR,NE,1,1,0,19,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,58.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,2,2022
Mitchell Wilcox,47234,TE,CIN,1,1,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,57.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Durham Smythe,47257,TE,MIA,1,1,0,17,0,,0,,,0,0,,0,0,0,,35.0,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,46.7,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,2,2022
Drew Sample,47259,TE,CIN,1,1,0,7,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,68.7,0,-4,0.0,0,1,1,100.0,1,79.2,1,100.0,0,-4,0,0.0,-4.0,-4.0,,0,,,0,0,,0,0,0,64.7,62.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Khalil Herbert,41668,HB,CHI,1,1,0,6,0,-2.0,1,100.0,,0,0,0.0,0,0,0,78.7,80.1,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,5,5.0,3.0,3.0,,0,,,0,0,,0,0,0,68.3,64.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Josh Gordon,7618,WR,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,53.1,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,2,2022
Stephen Sullivan,40411,TE,CAR,1,1,0,5,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,56.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Boston Scott,39462,HB,PHI,1,1,0,24,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,70.5,55.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Adam Prentice,35639,FB,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,26.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Marquise Goodwin,7859,WR,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,,56.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.0,0,0.0,,0,0,,0,0,0,,50.0,0,0,0.0,0,11,0,100.0,11,39.6,1,100.0,0,0,0,,,0.0,2,2022
Ray-Ray McCloud III,47895,WR,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,59.2,0,0,0.0,0,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Parris Campbell,47940,WR,IND,1,1,0,14,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,17.0,0,0.0,,0,0,,0,0,0,,48.8,1,0,0.0,0,23,0,95.7,22,0.0,1,100.0,0,0,0,,,0.0,2,2022
Brandon Powell,48036,WR,LA,1,1,0,26,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,56.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jeff Smith,48055,WR,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,56.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Kendall Hinton,34045,WR,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,53.8,0,0,0.0,0,14,0,78.6,11,0.0,0,0.0,0,0,0,,,0.0,2,2022
Craig Reynolds,94383,HB,DET,1,1,0,11,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,58.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Cedrick Wilson,48170,WR,MIA,1,1,0,17,0,,0,,,0,0,,0,0,0,,53.4,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,7.0,0,0.0,,0,0,,0,0,0,,48.1,0,0,0.0,0,12,0,100.0,12,39.6,1,100.0,0,0,0,,,0.0,2,2022
D'Wayne Eskridge,29573,WR,SEA,1,1,0,29,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,59.3,0,6,0.0,0,2,1,100.0,2,91.7,1,100.0,0,6,8,8.0,6.0,3.0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.4,0,6,0.0,0,3,1,100.0,3,91.7,1,100.0,0,6,8,8.0,6.0,2.0,2,2022
Sony Michel,27589,HB,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,56.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Parker Hesse,48369,TE,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,49.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.0,0,0,20.0,1,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,2,2022
Dan Arnold,51842,TE,JAX,1,1,0,15,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.1,0,8,0.0,0,2,1,100.0,2,100.0,1,100.0,0,8,9,9.0,8.0,4.0,,0,,,0,0,,0,0,0,64.7,54.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,2,2022
Ross Dwelley,20994,TE,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,53.9,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,2,2022
Joe Fortson,94384,TE,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,2,2022
Rachaad White,131633,HB,TB,1,1,0,30,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,3.0,0,0.0,,0,0,100.0,1,0,0,24.4,24.6,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,2,2022
Giovanni Ricci,13756,TE,CAR,1,1,0,5,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,7.0,0,100.0,,0,0,0.0,0,1,0,70.5,91.0,0,16,0.0,0,1,1,100.0,1,118.8,1,100.0,0,16,9,9.0,16.0,16.0,2,2022
Joshua Kelley,13750,HB,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,58.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Zander Horvath,57384,FB,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,2,2022
Jonathan Taylor,57488,HB,IND,1,1,0,14,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,58.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,2,2022
Cordarrelle Patterson,7810,HB,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,2.0,0,0.0,,0,0,100.0,1,0,0,27.9,41.9,1,0,0.0,0,6,0,100.0,6,0.0,1,100.0,0,0,0,,,0.0,2,2022
Brock Wright,60994,TE,DET,1,1,0,11,0,,0,,,0,0,,0,0,0,,43.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,15.0,0,100.0,,0,0,0.0,0,1,0,70.5,94.0,0,25,0.0,0,2,1,100.0,2,118.8,1,100.0,0,25,10,10.0,25.0,12.5,2,2022
Cole Kmet,60995,TE,CHI,1,1,0,6,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,27.9,42.6,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,2,2022
Breece Hall,97636,HB,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,78.7,96.5,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,70.5,84.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Quintin Morris,61182,TE,BUF,1,1,0,4,0,,0,,,0,0,,0,0,0,,51.1,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,0,0,68.3,54.5,0,6,0.0,0,4,1,100.0,4,91.7,1,100.0,0,6,4,4.0,6.0,1.5,2,2022
David Bell,97989,WR,CLV,1,1,0,8,0,,0,,,0,0,,0,0,0,,53.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,0,0,68.3,53.9,0,6,0.0,0,9,1,100.0,9,91.7,1,100.0,0,6,0,0.0,6.0,0.67,2,2022
Dennis Houston,61295,WR,DAL,1,1,0,9,0,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Jamal Agnew,11920,WR,JAX,1,1,0,15,0,,0,,,0,0,,0,0,0,,51.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,41.0,0,0.0,0.0,0,1,100.0,1,0,0,25.5,29.3,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,2,2022
Donovan Peoples-Jones,61439,WR,CLV,1,1,0,8,0,,0,,,0,0,,0,0,0,,50.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jamaal Williams,11889,HB,DET,1,1,0,11,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,57.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Samaje Perine,11869,HB,CIN,1,1,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1.0,1,100.0,,0,0,0.0,0,0,0,68.3,58.2,0,8,33.3,1,3,1,66.7,2,100.0,1,100.0,0,8,7,7.0,8.0,4.0,2,2022
Tylan Wallace,61577,WR,BLT,1,1,0,3,0,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,100.0,1,1,0.0,0,0,0,68.3,53.9,0,9,0.0,0,5,1,100.0,5,104.2,1,100.0,0,9,3,3.0,9.0,1.8,2,2022
O.J. Howard,11774,TE,HST,1,1,0,13,0,,0,,,0,0,,0,0,0,,43.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,53.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Stephen Anderson,11160,TE,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,47.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,52.3,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Montrell Washington,64310,WR,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,27.0,0,0.0,0.0,0,1,,0,0,0,,54.4,0,0,0.0,0,4,0,100.0,4,39.6,1,100.0,0,0,0,,,0.0,2,2022
Jaylen Warren,98692,HB,PIT,1,1,0,25,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Demetric Felton,40568,WR,CLV,1,1,0,8,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,61.9,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,5,5.0,3.0,3.0,-2.0,0,100.0,,0,0,0.0,0,0,0,70.5,61.1,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,5,5.0,3.0,3.0,2,2022
Dameon Pierce,83659,HB,HST,1,1,0,13,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,60.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,2,2022
James Cook,83666,HB,BUF,1,1,0,4,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,54.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Marquise Brown,61568,WR,ARZ,1,17,0,1,0,-1.0,0,100.0,,0,0,0.0,0,2,0,88.7,88.2,0,20,0.0,0,11,3,100.0,11,118.8,3,17.6,0,45,48,16.0,15.0,4.09,4.8,0,100.0,,0,0,0.0,0,2,0,87.6,82.4,0,10,0.0,0,11,4,100.0,11,88.5,4,23.5,0,21,2,0.5,5.3,1.91,3,2022
Mark Andrews,47436,TE,BLT,1,13,0,3,0,-2.0,1,100.0,,0,0,0.0,0,1,0,78.7,99.3,0,5,0.0,0,1,1,100.0,1,127.1,1,7.7,1,5,7,7.0,5.0,5.0,15.3,0,50.0,100.0,1,1,20.0,1,4,0,47.7,92.0,0,25,0.0,0,18,4,100.0,18,113.5,8,61.5,1,58,11,2.8,14.5,3.22,3,2022
Russell Gage,44771,WR,TB,1,13,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.4,0,3,0.0,0,4,1,100.0,4,79.2,1,7.7,0,3,5,5.0,3.0,0.75,6.0,0,90.9,100.0,1,1,0.0,0,4,1,85.3,69.7,0,15,0.0,0,32,10,90.6,29,124.6,11,84.6,1,73,23,2.3,7.3,2.52,3,2022
Chris Olave,84355,WR,NO,1,12,0,20,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.8,0,4,0.0,0,4,1,75.0,3,83.3,1,8.3,0,4,6,6.0,4.0,1.33,49.0,0,0.0,0.0,0,1,,0,0,0,82.2,87.9,1,0,0.0,0,5,0,60.0,3,0.0,1,8.3,0,0,0,,,0.0,3,2022
DeVonta Smith,61100,WR,PHI,1,12,0,24,0,-4.0,1,100.0,,0,0,0.0,0,1,0,78.7,87.4,0,13,0.0,0,4,1,100.0,4,118.8,1,8.3,0,13,17,17.0,13.0,3.25,12.0,0,50.0,0.0,0,1,0.0,0,1,0,81.1,92.3,0,31,0.0,0,6,1,100.0,6,95.8,2,16.7,0,31,28,28.0,31.0,5.17,3,2022
CeeDee Lamb,61570,WR,DAL,1,12,0,9,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,59.4,0,5,0.0,0,2,1,100.0,2,87.5,1,8.3,0,5,7,7.0,5.0,2.5,11.6,0,40.0,50.0,1,2,33.3,1,2,0,28.1,72.5,0,26,0.0,0,12,2,100.0,12,60.4,5,41.7,0,30,13,6.5,15.0,2.5,3,2022
Diontae Johnson,33441,WR,PIT,1,12,0,25,0,-4.0,0,100.0,,0,0,0.0,0,0,0,24.1,28.6,0,1,0.0,0,5,1,60.0,3,79.2,1,8.3,0,1,5,5.0,1.0,0.33,-4.0,0,100.0,,0,0,0.0,0,0,0,35.3,64.0,0,1,0.0,0,2,1,100.0,2,79.2,1,8.3,0,1,5,5.0,1.0,0.5,3,2022
D.K. Metcalf,47864,WR,SEA,1,12,0,29,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,15.0,0,0.0,,0,0,,0,0,0,78.0,72.0,0,0,0.0,0,7,0,100.0,7,39.6,2,16.7,0,0,0,,,0.0,3,2022
Stefon Diggs,9579,WR,BUF,1,11,0,4,0,-1.0,0,100.0,,0,0,0.0,0,2,0,88.7,94.9,0,10,0.0,0,4,3,100.0,4,87.5,3,27.3,0,15,18,6.0,5.0,3.75,6.8,0,100.0,,0,0,0.0,0,3,0,80.6,76.8,0,28,0.0,0,24,4,100.0,24,118.8,4,36.4,0,50,23,5.8,12.5,2.08,3,2022
Amari Cooper,9437,WR,CLV,1,11,0,8,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.3,0,0,0.0,0,3,1,100.0,3,79.2,1,9.1,0,0,2,2.0,0.0,0.0,8.5,0,75.0,0.0,0,1,0.0,0,2,0,43.5,55.3,0,28,0.0,0,8,3,100.0,8,151.0,4,36.4,1,45,21,7.0,15.0,5.63,3,2022
Breece Hall,97636,HB,NYJ,1,11,0,22,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,-1.0,2,100.0,,0,0,0.0,0,1,0,46.0,90.6,0,5,0.0,0,3,1,100.0,3,87.5,1,9.1,0,5,6,6.0,5.0,1.67,3,2022
Zay Jones,11792,WR,JAX,1,11,0,15,0,-2.8,3,100.0,,0,0,0.0,0,1,0,90.2,93.0,0,16,0.0,0,6,4,100.0,6,96.9,4,36.4,0,29,40,10.0,7.3,4.83,0.9,3,100.0,,0,0,0.0,0,3,0,83.6,90.6,0,16,0.0,0,14,7,92.9,13,136.0,7,63.6,1,50,51,7.3,7.1,3.85,3,2022
Tyler Lockett,9502,WR,SEA,1,11,0,29,0,,0,,,0,0,,0,0,0,,51.0,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,10.4,0,85.7,,0,0,0.0,0,2,0,81.1,62.5,1,10,0.0,0,20,6,100.0,20,53.3,7,63.6,0,44,3,0.5,7.3,2.2,3,2022
David Njoku,11784,TE,CLV,1,10,0,8,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.8,0,12,0.0,0,3,1,100.0,3,116.7,1,10.0,0,12,17,17.0,12.0,4.0,4.4,2,100.0,100.0,1,1,0.0,0,4,0,82.7,93.0,0,19,0.0,0,12,5,100.0,12,113.3,5,50.0,0,56,34,6.8,11.2,4.67,3,2022
Courtland Sutton,48164,WR,DEN,1,10,0,10,0,,0,,,0,0,,0,0,0,,55.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,10.0,0,100.0,,0,0,0.0,0,1,0,58.5,71.5,0,10,0.0,0,3,1,100.0,3,108.3,1,10.0,0,10,0,0.0,10.0,3.33,3,2022
Curtis Samuel,11795,WR,WAS,1,10,0,32,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.5,0,5,0.0,0,4,1,100.0,4,87.5,1,10.0,0,5,8,8.0,5.0,1.25,3.0,0,66.7,0.0,0,1,0.0,0,0,0,81.7,59.2,0,5,0.0,0,35,2,91.4,32,70.1,3,30.0,0,8,1,0.5,4.0,0.25,3,2022
Josh Reynolds,11872,WR,DET,1,10,0,11,0,,0,,,0,0,,0,0,0,,50.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.5,0,50.0,,0,0,0.0,0,1,0,76.5,65.7,0,16,0.0,0,10,1,100.0,10,77.1,2,20.0,0,16,10,10.0,16.0,1.6,3,2022
Ja'Marr Chase,84270,WR,CIN,1,10,0,7,0,1.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.0,0,5,0.0,0,4,1,75.0,3,87.5,1,10.0,0,5,4,4.0,5.0,1.67,3.7,0,100.0,,0,0,0.0,0,1,0,78.7,58.9,0,10,0.0,0,8,3,87.5,7,90.3,3,30.0,0,17,6,2.0,5.7,2.43,3,2022
Zach Ertz,7816,TE,ARZ,1,10,0,1,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,46.6,0,5,10.0,1,10,1,90.0,9,87.5,1,10.0,0,5,8,8.0,5.0,0.56,9.3,0,33.3,0.0,0,1,50.0,2,1,0,35.3,52.6,0,10,0.0,0,40,2,97.5,39,42.4,6,60.0,0,14,0,0.0,7.0,0.36,3,2022
Devin Singletary,40485,HB,BUF,1,10,0,4,0,,0,,,0,0,,0,0,0,,49.8,0,0,40.0,2,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,,0,0,0.0,0,1,0,80.6,90.2,0,22,0.0,0,2,1,100.0,2,118.8,1,10.0,0,22,10,10.0,22.0,11.0,3,2022
Greg Dortch,42237,WR,ARZ,1,10,0,1,0,-4.5,1,100.0,,0,0,0.0,0,0,0,84.5,56.0,0,4,0.0,0,7,2,100.0,7,79.2,2,20.0,0,4,13,6.5,2.0,0.57,3.4,2,88.9,100.0,1,1,0.0,0,3,0,84.1,71.3,0,30,0.0,0,51,8,98.0,50,97.7,9,90.0,0,67,41,5.1,8.4,1.34,3,2022
