player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week,year
Bailey Zappe,60396,QB,NE,1,3,0,0,0.0,0,0,-4,0,0,0,0.0,0.0,0,0,19,1,0,79.5,73.3,0.0,75.8,,,60.5,60.0,-1,2,-6,1,0,30,0,0,1,4,0,-4,0,0.0,-1.3,,0,6,2022
Brandon Powell,48036,WR,LA,1,3,1,0,0.0,0,0,13,0,0,1,7.0,33.3,0,0,26,0,1,75.3,65.3,76.2,,,69.0,58.3,59.5,5,0,27,4,13,12,0,0,5,7,0,13,7,2.33,4.3,2.08,0,6,2022
Keaontay Ingram,77761,HB,ARZ,1,3,2,0,0.0,0,0,7,0,0,2,8.0,177.8,0,0,1,0,1,67.2,63.0,72.7,,68.7,55.2,64.3,,7,0,0,0,5,3,0,0,0,3,0,7,8,2.67,2.3,0.0,2,6,2022
Phillip Lindsay,12660,HB,IND,1,3,0,0,0.0,0,0,7,0,1,0,7.0,38.9,0,0,14,0,1,70.6,60.1,76.7,,48.3,60.9,61.1,60.0,3,0,5,3,16,5,0,0,3,6,0,7,7,2.33,2.3,0.31,2,6,2022
Jimmy Garoppolo,8697,QB,SF,1,2,1,0,0.0,0,0,5,0,0,0,0.0,0.0,0,2,28,0,0,29.7,63.9,78.8,61.4,,,67.7,60.0,6,0,0,0,0,15,6,1,0,2,0,11,9,3.0,3.7,,0,6,2022
Tyquan Thornton,78092,WR,NE,1,3,0,1,118.8,19,0,16,0,1,0,3.0,14.3,1,1,19,0,0,70.3,68.3,77.5,,,68.3,59.8,59.6,19,0,37,4,26,11,0,0,5,7,1,16,3,1.0,5.3,1.42,0,6,2022
Matt Breida,12271,HB,NYG,1,3,0,0,0.0,0,0,-6,0,0,0,1.0,0.0,0,0,21,0,3,69.0,57.5,78.8,,42.2,73.5,51.4,58.6,1,0,17,2,4,9,0,0,2,5,0,-6,1,0.33,-2.0,4.25,0,6,2022
Kevin Harris,99141,HB,NE,1,3,0,0,0.0,0,0,5,0,0,0,4.0,0.0,0,0,19,0,3,67.2,48.1,70.7,,64.2,58.3,52.9,60.0,3,0,0,0,2,9,0,0,0,3,0,5,4,1.33,1.7,0.0,0,6,2022
Deebo Samuel,48274,WR,SF,1,2,0,0,0.0,0,0,11,0,9,0,3.0,150.0,0,0,28,0,1,71.1,76.9,78.5,,,79.1,62.7,48.8,7,0,79,7,35,12,0,0,10,9,0,11,3,1.5,5.5,2.26,1,6,2022
Chase Edmonds,45851,HB,MIA,1,2,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,0,17,0,0,67.8,57.4,78.2,,41.9,56.4,53.7,72.4,2,0,28,2,24,2,0,0,2,4,0,3,2,1.0,1.5,1.17,2,6,2022
DeeJay Dallas,55632,HB,SEA,1,2,1,0,0.0,0,0,1,0,0,1,3.0,75.0,0,1,29,0,0,71.5,64.0,76.2,,82.2,52.4,61.0,69.9,2,0,0,0,12,4,0,0,0,2,0,1,3,1.5,0.5,0.0,1,6,2022
P.J. Walker,12134,QB,CAR,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,5,0,0,74.9,45.7,77.0,45.5,,,57.8,60.0,0,1,0,0,0,19,0,1,0,1,0,-1,1,0.5,-0.5,,0,6,2022
Jerick McKinnon,8731,HB,KC,1,2,1,0,0.0,0,0,1,0,1,1,2.0,40.0,0,0,16,0,0,68.7,58.4,77.4,,9.2,70.2,56.0,60.0,1,0,29,3,20,3,0,0,3,5,0,1,2,1.0,0.5,1.45,2,6,2022
Justin Herbert,28237,QB,LAC,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,27,0,0,82.2,67.5,80.4,67.7,,,54.7,60.0,5,0,0,0,0,26,9,2,0,0,0,9,0,0.0,4.5,,0,6,2022
J.D. McKissic,11047,HB,WAS,1,2,0,1,80.0,16,0,20,1,0,0,9.0,0.0,1,1,32,0,1,65.2,49.4,72.6,,76.6,29.6,62.8,60.0,16,0,0,0,10,3,0,0,3,2,0,20,9,4.5,10.0,0.0,1,6,2022
Jaylen Warren,98692,HB,PIT,1,2,0,0,0.0,0,0,2,0,0,0,6.0,0.0,0,1,25,0,0,67.2,52.4,74.3,,25.8,53.3,57.5,60.0,1,0,0,0,12,5,0,0,0,2,0,2,6,3.0,1.0,0.0,1,6,2022
Diontae Johnson,33441,WR,PIT,1,2,0,0,0.0,0,0,8,0,0,0,5.0,0.0,0,0,25,0,1,70.6,62.3,78.6,,,63.3,55.8,59.5,5,0,28,5,34,25,0,0,7,7,0,8,5,2.5,4.0,0.82,0,6,2022
Samaje Perine,11869,HB,CIN,1,2,0,0,0.0,0,0,5,0,2,0,4.0,100.0,0,0,7,0,1,67.8,65.9,75.1,,78.9,65.7,62.7,60.0,5,0,11,2,8,3,0,0,2,4,0,5,4,2.0,2.5,1.38,0,6,2022
Cooper Kupp,11824,WR,LA,1,2,0,0,0.0,0,0,17,0,5,0,0.0,0.0,1,2,26,0,0,71.1,74.3,79.1,,76.2,78.5,69.2,29.6,13,0,80,7,32,28,0,0,8,9,0,17,0,0.0,8.5,2.5,0,6,2022
Kirk Cousins,7102,QB,MIN,1,2,0,0,0.0,0,0,-5,0,0,0,0.0,0.0,0,0,18,0,0,78.7,71.5,78.2,70.4,,,60.0,60.0,-1,0,0,0,0,17,0,0,0,2,0,-5,0,0.0,-2.5,,0,6,2022
Carson Wentz,10636,QB,WAS,1,2,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,0,32,0,1,77.5,56.6,78.6,55.4,,,56.6,60.0,2,1,0,0,0,29,0,0,0,2,0,2,2,1.0,1.0,,0,6,2022
James Cook,83666,HB,BUF,1,2,0,0,0.0,0,0,8,0,0,0,7.0,0.0,0,0,4,0,0,65.2,55.4,72.5,,,55.1,57.0,60.0,4,0,0,0,6,3,0,0,0,2,0,8,7,3.5,4.0,0.0,1,6,2022
Chuba Hubbard,57373,HB,CAR,1,2,0,0,0.0,0,0,6,0,0,0,3.0,0.0,0,1,5,0,0,66.7,59.5,67.7,,,60.9,59.1,,4,0,1,1,2,2,0,0,1,3,0,6,3,1.5,3.0,0.5,2,6,2022
Isiah Pacheco,83747,HB,KC,1,2,0,0,0.0,0,0,9,0,1,0,7.0,87.5,0,0,16,0,0,71.8,63.7,73.5,,69.2,71.3,59.1,,5,0,9,2,6,2,0,0,2,4,0,9,7,3.5,4.5,1.5,2,6,2022
Avery Williams,42873,HB,ATL,1,2,0,0,0.0,0,0,6,0,1,0,3.0,50.0,0,0,2,0,1,72.2,57.9,73.8,,,62.2,56.6,60.0,3,0,2,1,3,3,0,0,1,3,0,6,3,1.5,3.0,0.67,1,6,2022
Kenny Pickett,60515,QB,PIT,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,0,25,0,0,75.9,49.5,77.0,51.3,,,54.2,60.0,10,0,0,0,0,14,16,2,0,0,0,16,9,4.5,8.0,,0,6,2022
Matthew Stafford,4924,QB,LA,1,2,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,0,26,0,0,78.7,75.2,0.0,78.3,,,60.0,60.0,-1,3,0,0,0,30,0,0,0,2,0,-3,0,0.0,-1.5,,0,6,2022
Terry McLaurin,48229,WR,WAS,1,2,0,0,0.0,0,0,11,0,0,0,3.0,0.0,0,0,32,1,0,16.3,55.1,0.0,,,67.2,36.1,57.8,6,1,41,3,25,28,0,0,4,5,0,11,3,1.5,5.5,1.64,0,6,2022
CeeDee Lamb,61570,WR,DAL,1,2,0,0,0.0,0,1,9,0,0,0,5.0,0.0,0,0,9,0,0,70.0,71.2,0.0,,,72.5,62.6,61.2,8,1,68,5,37,23,0,0,9,7,0,9,5,2.5,4.5,1.84,0,6,2022
Tom Brady,698,QB,TB,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,30,1,0,79.8,70.6,79.5,70.1,,,59.7,60.0,0,0,0,0,0,27,0,0,0,1,0,0,0,0.0,0.0,,0,6,2022
Alec Ingold,34934,FB,MIA,1,1,0,0,0.0,0,0,2,0,0,0,1.0,0.0,0,1,17,0,0,66.2,53.2,78.4,,64.2,56.1,61.4,43.3,2,1,10,2,12,12,0,0,2,3,0,2,1,1.0,2.0,0.83,0,6,2022
Velus Jones Jr.,40573,WR,CHI,1,1,0,0,0.0,0,0,8,0,0,0,3.0,0.0,0,1,6,0,0,73.4,75.9,72.2,,,72.6,62.8,58.9,8,0,10,1,3,8,0,0,1,2,0,8,3,3.0,8.0,3.33,0,6,2022
Mike Boone,31615,HB,DEN,1,1,0,0,0.0,0,0,1,0,1,0,0.0,0.0,0,0,10,0,1,64.6,52.0,75.8,,27.1,56.0,59.6,,1,0,3,1,12,1,0,0,2,2,0,1,0,0.0,1.0,0.25,0,6,2022
Chase Claypool,42312,WR,PIT,1,1,0,0,0.0,0,0,8,0,0,0,3.0,0.0,0,0,25,0,0,70.3,86.7,77.9,,,89.0,57.2,52.6,8,0,96,7,31,23,0,0,7,8,0,8,3,3.0,8.0,3.1,0,6,2022
Bennett Skowronek,27948,WR,LA,1,1,0,1,100.0,17,0,17,0,0,0,0.0,0.0,1,1,26,0,0,69.1,60.9,76.8,,73.0,58.1,63.1,57.5,17,0,40,5,23,19,0,0,5,6,1,17,0,0.0,17.0,1.74,0,6,2022
Alexander Mattison,45817,HB,MIN,1,1,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,0,18,0,0,61.9,54.4,67.6,,78.3,56.9,56.7,,3,0,0,0,4,1,0,0,0,1,0,3,2,2.0,3.0,0.0,1,6,2022
Tyler Conklin,47124,TE,NYJ,1,1,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0,1,22,0,0,64.6,69.0,76.9,,72.1,66.1,62.6,59.4,1,0,16,1,12,22,0,0,2,2,0,1,0,0.0,1.0,1.33,0,6,2022
Christian Kirk,47546,WR,JAX,1,1,0,0,0.0,0,0,4,0,0,0,2.0,0.0,0,0,15,1,0,68.3,62.1,77.8,,,62.4,56.2,67.6,4,0,24,4,28,26,0,0,5,5,0,4,2,2.0,4.0,0.86,0,6,2022
Braxton Berrios,47961,WR,NYJ,1,1,0,1,100.0,20,0,20,0,0,0,0.0,0.0,1,1,22,0,0,73.4,61.9,73.3,,,56.9,63.1,61.7,20,0,6,1,6,10,0,0,1,2,1,20,0,0.0,20.0,1.0,0,6,2022
Equanimeous St. Brown,47967,WR,CHI,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,6,0,0,61.9,52.9,77.8,,65.6,51.6,56.6,70.1,1,0,0,0,26,18,0,0,0,1,0,1,1,1.0,1.0,0.0,0,6,2022
Steven Sims,48341,WR,PIT,1,1,0,0,0.0,0,0,-5,0,0,0,0.0,0.0,0,0,25,0,0,74.6,51.5,68.7,,,55.8,58.7,59.7,-5,0,0,0,3,3,0,0,0,1,0,-5,0,0.0,-5.0,0.0,0,6,2022
Jamal Agnew,11920,WR,JAX,1,1,0,1,100.0,19,0,19,0,0,0,3.0,0.0,1,1,15,0,0,72.3,64.1,72.7,,,58.6,63.1,,19,0,5,1,3,1,0,0,1,2,0,19,3,3.0,19.0,1.67,0,6,2022
C.J. Ham,11347,FB,MIN,1,1,0,0,0.0,0,0,3,0,0,0,1.0,0.0,0,1,18,0,0,61.9,50.0,77.1,,10.0,57.9,61.4,55.6,3,0,0,0,2,12,0,0,0,1,0,3,1,1.0,3.0,0.0,0,6,2022
Clayton Fejedelem,10879,S,MIA,1,1,0,0,,0,0,0,0,0,0,4.0,0.0,0,0,17,0,0,61.9,55.9,60.4,,,,57.3,,0,0,0,0,0,1,0,0,0,1,0,0,4,4.0,0.0,,1,6,2022
Ronnie Rivers,57208,HB,LA,1,1,0,0,,0,0,0,0,1,0,1.0,50.0,0,0,26,0,0,64.6,64.2,65.5,,,81.5,59.3,60.0,0,0,14,1,1,2,0,0,1,2,0,0,1,1.0,0.0,14.0,1,6,2022
Jacoby Brissett,10725,QB,CLV,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,8,2,0,32.3,57.4,79.3,57.8,,,58.2,60.0,0,0,0,0,0,18,0,0,0,1,0,0,0,0.0,0.0,,0,6,2022
Skylar Thompson,60417,QB,MIA,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,17,0,0,74.5,89.3,75.3,85.6,,,63.9,60.0,9,0,0,0,0,6,9,1,0,0,0,9,17,17.0,9.0,,0,6,2022
Ihmir Smith-Marsette,61324,WR,CHI,1,1,0,0,0.0,0,0,-1,1,0,0,0.0,0.0,0,0,6,0,0,61.9,43.8,74.8,,70.2,43.6,57.2,70.1,-1,0,0,0,13,10,0,0,1,1,0,-1,0,0.0,-1.0,0.0,0,6,2022
Donovan Peoples-Jones,61439,WR,CLV,1,1,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,0,8,0,0,68.3,65.3,0.0,,,66.6,59.2,72.5,2,1,74,4,41,17,0,0,5,5,0,2,2,2.0,2.0,1.8,0,6,2022
Quez Watkins,61664,WR,PHI,1,1,0,0,0.0,0,0,-3,0,0,0,4.0,0.0,0,0,24,0,0,61.2,53.2,79.4,,,52.6,,60.4,-3,0,0,1,19,23,0,0,1,2,0,-3,4,4.0,-3.0,0.0,0,6,2022
Rashid Shaheed,63707,WR,NO,1,1,2,1,100.0,44,0,44,0,0,2,0.0,0.0,1,1,20,0,0,70.4,89.9,73.0,,,54.2,79.6,60.0,44,0,0,0,6,3,0,0,1,1,1,44,0,0.0,44.0,0.0,0,6,2022
Pierre Strong Jr.,66619,HB,NE,1,1,0,0,0.0,0,0,5,0,0,0,3.0,0.0,0,0,19,0,1,61.9,68.2,70.4,,,,62.8,60.0,5,0,0,0,0,4,0,0,0,1,0,5,3,3.0,5.0,,0,6,2022
Keith Smith,9302,FB,ATL,1,1,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,1,2,0,0,64.6,58.2,75.9,,36.0,81.5,62.4,46.6,2,0,8,1,1,25,0,0,1,2,0,2,2,2.0,2.0,8.0,0,6,2022
Tutu Atwell,77965,WR,LA,1,1,0,0,0.0,0,0,9,0,0,0,3.0,0.0,0,0,26,0,0,61.9,68.6,67.2,,,60.0,63.1,,9,0,0,0,1,1,0,0,0,1,0,9,3,3.0,9.0,0.0,0,6,2022
Teddy Bridgewater,8667,QB,MIA,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,17,0,0,79.3,80.5,0.0,79.2,,,64.4,60.0,10,1,0,0,0,12,10,1,0,0,0,10,1,1.0,10.0,,0,6,2022
Travis Kelce,7844,TE,KC,1,1,0,0,0.0,0,0,4,0,1,0,3.0,33.3,0,0,16,0,1,71.3,77.7,0.0,,,82.8,56.9,56.9,4,2,108,8,35,11,0,0,10,9,0,4,3,3.0,4.0,3.09,0,6,2022
Matt Ryan,4317,QB,IND,1,1,0,0,0.0,0,0,-4,0,0,0,0.0,0.0,0,0,14,0,1,82.1,74.2,0.0,74.6,,,59.6,60.0,-4,1,0,0,0,17,0,0,0,1,0,-4,0,0.0,-4.0,,0,6,2022
Aaron Rodgers,2241,QB,GB,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,12,2,0,80.1,64.7,0.0,67.0,,,60.0,60.0,0,1,0,0,0,20,0,0,0,1,0,0,0,0.0,0.0,,1,6,2022
George Pickens,99229,WR,PIT,1,1,0,0,0.0,0,0,1,0,0,0,2.0,0.0,0,0,25,0,0,67.4,55.7,78.4,,,57.5,56.6,55.5,1,0,27,3,30,21,0,0,6,4,0,1,2,2.0,1.0,0.9,0,6,2022
Michael Dickson,35381,P,SEA,1,1,0,0,0.0,0,0,-10,0,0,0,4.0,0.0,0,0,29,1,0,,60.0,65.7,,,,60.0,,-10,0,0,0,0,1,0,0,0,1,0,-10,4,4.0,-10.0,,0,6,2022
Derrick Henry,10679,HB,TEN,1,30,4,2,34.4,44,0,128,0,0,4,112.0,45.3,3,7,31,0,7,80.0,72.9,74.6,,72.4,71.2,70.0,60.0,23,0,10,3,9,33,0,0,3,33,0,128,112,3.73,4.3,1.11,23,7,2022
Saquon Barkley,45791,HB,NYG,1,24,4,2,34.5,38,0,110,0,1,4,73.0,54.3,4,5,21,0,14,78.7,73.9,78.3,,43.2,64.5,75.5,58.7,20,0,25,4,19,31,0,0,4,28,0,110,73,3.04,4.6,1.32,10,7,2022
Kenneth Walker III,97199,HB,SEA,1,23,3,3,64.3,108,0,168,0,0,3,125.0,70.9,5,7,29,0,3,78.2,82.4,77.1,,77.5,49.8,85.9,60.0,74,0,0,0,18,26,0,0,0,23,2,168,125,5.43,7.3,0.0,20,7,2022
Josh Jacobs,45953,HB,LV,1,20,8,1,10.5,15,0,143,0,2,8,61.0,132.6,7,11,23,0,12,77.6,91.4,74.5,,82.0,69.6,91.0,60.0,15,0,12,3,17,23,0,0,4,23,3,143,61,3.05,7.2,0.71,2,7,2022
Brian Robinson Jr.,57120,HB,WAS,1,20,3,1,32.4,24,0,74,0,1,3,59.0,53.6,1,3,32,0,10,77.7,59.7,75.6,,23.6,73.2,60.0,59.9,24,0,13,2,8,24,0,0,2,22,0,74,59,2.95,3.7,1.63,10,7,2022
Dameon Pierce,83659,HB,HST,1,20,5,1,23.9,22,0,92,0,3,5,61.0,101.7,3,7,13,0,7,77.7,85.7,73.4,,23.6,73.4,85.2,,22,0,25,4,12,20,0,0,4,24,0,92,61,3.05,4.6,2.08,13,7,2022
Joe Mixon,11803,HB,CIN,1,17,1,0,0.0,0,0,58,0,0,1,30.0,8.8,1,3,7,0,10,76.9,71.0,79.6,,29.8,67.1,71.6,60.0,11,1,33,3,24,19,0,0,3,20,1,58,30,1.76,3.4,1.38,7,7,2022
Najee Harris,57121,HB,PIT,1,17,5,1,24.6,16,0,65,1,2,5,57.0,117.4,2,2,25,0,8,76.7,59.7,0.0,,85.5,43.8,65.7,60.0,16,1,15,3,26,19,0,0,4,20,0,65,57,3.35,3.8,0.58,9,7,2022
Tyler Allgeier,83639,HB,ATL,1,16,1,0,0.0,0,0,50,0,0,1,36.0,14.1,0,4,2,0,3,75.8,61.1,74.8,,78.1,54.3,61.2,60.0,9,0,0,0,7,17,0,0,0,16,1,50,36,2.25,3.1,0.0,13,7,2022
Gus Edwards,46027,HB,BLT,1,16,3,0,0.0,0,0,66,0,0,3,41.0,48.0,1,5,3,0,11,75.8,78.6,72.7,,76.4,56.6,76.8,58.6,12,0,0,0,4,18,0,0,0,16,2,66,41,2.56,4.1,0.0,4,7,2022
Raheem Mostert,9783,HB,MIA,1,16,3,0,0.0,0,0,79,0,2,3,56.0,87.5,3,4,17,0,5,77.5,79.3,75.7,,,75.2,76.7,60.0,12,0,30,4,27,17,0,0,5,20,0,79,56,3.5,4.9,1.11,11,7,2022
Nick Chubb,45783,HB,CLV,1,16,5,1,24.2,22,0,91,0,3,5,68.0,188.9,3,5,8,0,13,76.2,90.6,75.0,,76.2,66.8,90.6,,22,0,16,2,15,16,0,0,2,18,1,91,68,4.25,5.7,1.07,3,7,2022
Jamaal Williams,11889,HB,DET,1,15,3,1,25.3,20,0,79,0,0,3,52.0,65.0,2,6,11,2,11,17.4,55.0,73.2,,49.4,59.8,55.7,,20,0,4,1,7,16,0,0,1,16,0,79,52,3.47,5.3,0.57,4,7,2022
David Montgomery,45719,HB,CHI,1,15,5,0,0.0,0,0,62,0,0,5,47.0,104.4,1,3,6,0,4,75.5,68.4,77.3,,78.2,53.4,68.9,58.1,12,0,0,0,12,23,0,0,0,15,1,62,47,3.13,4.1,0.0,11,7,2022
D'Onta Foreman,11844,HB,CAR,1,15,2,2,73.7,87,0,118,0,2,2,71.0,111.4,2,2,5,0,7,75.9,65.8,72.5,,16.4,77.2,65.7,,60,0,27,2,10,15,0,0,2,17,0,118,71,4.73,7.9,2.7,8,7,2022
Ezekiel Elliott,10638,HB,DAL,1,15,1,1,31.6,18,0,57,0,0,1,31.0,13.8,2,6,9,0,11,75.5,72.1,74.2,,28.2,52.6,73.9,60.0,18,0,0,0,11,18,0,0,0,15,2,57,31,2.07,3.8,0.0,3,7,2022
Justin Fields,82118,QB,CHI,1,12,2,1,18.3,15,0,55,0,0,1,12.0,8.3,2,6,6,4,4,16.8,71.1,79.4,62.4,,,75.1,60.0,20,1,0,0,0,43,27,2,0,12,1,82,42,3.0,5.9,,3,7,2022
Travis Etienne,57185,HB,JAX,1,14,4,2,56.1,64,0,114,1,0,4,40.0,76.2,3,3,15,1,8,23.8,62.7,79.8,,71.1,30.3,70.0,60.0,49,0,5,1,20,19,0,0,5,15,1,114,40,2.86,8.1,0.25,6,7,2022
Michael Carter,57337,HB,NYJ,1,13,0,0,0.0,0,0,28,0,0,0,17.0,0.0,0,1,22,0,5,75.2,61.4,79.7,,76.6,79.1,54.3,53.3,5,0,45,2,19,21,0,0,2,15,0,28,17,1.31,2.2,2.37,7,7,2022
Eno Benjamin,57136,HB,ARZ,1,12,4,2,65.2,60,0,92,0,2,4,78.0,243.8,2,4,1,0,9,75.6,85.0,80.6,,78.3,72.8,87.4,59.1,45,0,21,4,24,19,0,0,5,16,1,92,78,6.5,7.7,0.88,3,7,2022
Khalil Herbert,41668,HB,CHI,1,12,1,0,0.0,0,0,62,0,0,1,30.0,19.2,2,2,6,0,8,75.7,67.7,77.4,,77.7,75.4,61.9,59.5,13,0,25,1,10,16,0,0,1,13,0,62,30,2.5,5.2,2.5,4,7,2022
Tony Pollard,27126,HB,DAL,1,12,3,2,63.9,53,0,83,0,0,3,61.0,108.9,2,2,9,0,6,75.2,74.8,76.6,,76.9,62.0,75.6,61.3,28,0,26,2,14,22,0,0,2,14,0,83,61,5.08,6.9,1.86,5,7,2022
Alvin Kamara,11822,HB,NO,1,11,4,1,34.7,17,0,49,0,0,4,37.0,74.7,3,3,20,0,4,75.5,76.8,77.7,,57.7,81.5,74.8,60.0,17,0,56,7,28,15,0,0,8,18,0,49,37,3.36,4.5,2.0,7,7,2022
Rhamondre Stevenson,98689,HB,NE,1,11,1,0,0.0,0,0,39,0,4,1,21.0,50.2,0,2,19,0,5,75.7,77.8,78.0,,80.2,89.4,71.2,60.0,7,0,59,8,22,12,0,0,8,19,1,39,21,1.91,3.5,2.68,4,7,2022
Melvin Gordon III,9448,HB,DEN,1,11,0,0,0.0,0,0,33,0,0,0,18.0,0.0,0,1,10,0,4,74.4,58.5,76.0,,,57.3,58.8,60.0,7,0,17,2,27,12,0,0,3,13,0,33,18,1.64,3.0,0.63,7,7,2022
Kenyan Drake,10707,HB,BLT,1,11,1,0,0.0,0,0,5,0,0,1,14.0,11.6,0,0,3,0,9,73.8,42.8,71.0,,76.9,56.5,44.7,60.0,4,0,0,0,3,12,0,0,0,11,0,5,14,1.27,0.5,0.0,2,7,2022
Daniel Jones,39395,QB,NYG,1,5,3,0,0.0,0,0,42,0,0,0,1.0,0.0,5,7,21,0,0,31.7,74.6,79.6,60.7,,,90.0,60.0,24,0,0,0,0,33,65,6,0,5,1,107,49,4.45,9.7,,4,7,2022
Antonio Gibson,78050,HB,WAS,1,10,1,1,33.9,20,0,59,0,1,1,41.0,63.1,2,3,32,0,5,75.9,76.9,75.1,,19.3,82.6,71.5,59.4,20,0,18,3,12,14,0,0,4,13,0,59,41,4.1,5.9,1.5,5,7,2022
Lamar Jackson,46416,QB,BLT,1,8,5,0,0.0,0,0,42,0,0,3,32.0,150.0,4,5,3,0,7,78.0,75.8,78.9,69.0,,,73.8,60.0,11,0,0,0,0,42,17,2,0,8,0,59,55,5.5,5.9,,0,7,2022
Jonathan Taylor,57488,HB,IND,1,10,5,0,0.0,0,0,58,0,2,5,46.0,189.4,2,4,14,0,9,75.2,72.8,76.8,,8.4,72.4,79.3,,14,0,27,7,22,10,0,0,7,17,0,58,46,4.6,5.8,1.23,1,7,2022
Chuba Hubbard,57373,HB,CAR,1,9,4,1,27.0,17,0,63,0,1,4,37.0,186.9,2,3,5,0,2,73.4,77.0,73.3,,77.2,56.5,79.4,60.0,17,0,10,2,11,10,0,0,3,11,1,63,37,4.11,7.0,0.91,7,7,2022
Austin Ekeler,12164,HB,LAC,1,9,1,0,0.0,0,0,31,0,1,1,17.0,18.0,1,2,27,1,0,25.5,64.0,80.0,,57.9,68.4,61.1,,13,0,96,12,41,9,0,0,12,21,1,31,17,1.89,3.4,2.34,7,7,2022
Kyler Murray,38334,QB,ARZ,1,7,0,1,65.4,17,0,15,0,0,0,4.0,0.0,2,3,1,1,4,79.7,73.3,79.0,73.1,,,62.2,60.0,17,0,0,0,0,29,11,1,0,7,0,26,4,0.5,3.3,,1,7,2022
Latavius Murray,7962,HB,DEN,1,8,2,0,0.0,0,0,24,0,0,2,16.0,40.0,0,2,10,0,1,73.9,66.0,74.6,,76.4,58.2,67.0,60.0,5,0,-1,2,15,13,0,0,3,10,1,24,16,2.0,3.0,-0.07,7,7,2022
Isiah Pacheco,83747,HB,KC,1,8,0,1,39.5,17,0,43,0,0,0,21.0,0.0,1,1,16,0,3,76.0,59.2,73.9,,,54.5,60.0,60.0,17,0,0,0,7,12,0,0,0,8,0,43,21,2.63,5.4,0.0,5,7,2022
Keaontay Ingram,77761,HB,ARZ,1,8,2,0,0.0,0,0,18,0,4,2,20.0,150.0,1,2,1,0,3,72.9,65.4,73.4,,,78.5,60.2,60.0,11,0,23,2,9,10,0,0,2,10,1,18,20,2.5,2.3,2.56,4,7,2022
Christian McCaffrey,11763,HB,SF,1,8,1,0,0.0,0,0,38,0,0,1,17.0,21.3,2,2,28,0,4,72.9,70.9,79.7,,70.2,74.0,64.1,,12,0,24,2,11,8,0,0,2,10,0,38,17,2.13,4.8,2.18,4,7,2022
Leonard Fournette,11759,HB,TB,1,8,0,0,0.0,0,0,19,1,0,0,16.0,0.0,0,2,30,0,5,72.9,54.7,77.6,,48.8,37.6,64.7,60.0,9,0,7,2,24,9,0,0,3,10,0,19,16,2.0,2.4,0.29,3,7,2022
Aaron Jones,11937,HB,GB,1,8,6,0,0.0,0,0,23,1,0,6,12.0,52.9,0,2,12,0,4,75.2,67.5,80.1,,73.7,65.7,67.7,,8,0,53,9,26,9,0,0,10,17,0,23,12,1.5,2.9,2.04,4,7,2022
Chase Edmonds,45851,HB,MIA,1,7,0,0,0.0,0,0,17,2,0,0,14.0,0.0,0,1,17,0,2,71.4,35.1,73.3,,65.8,25.1,52.2,,9,0,0,0,10,7,0,0,2,7,0,17,14,2.0,2.4,0.0,5,7,2022
Jeff Wilson Jr.,29413,HB,SF,1,7,3,1,27.8,15,0,54,0,0,3,37.0,226.5,3,3,28,0,1,72.1,71.4,0.0,,,51.1,81.8,60.0,15,1,0,0,13,11,0,0,1,7,0,54,37,5.29,7.7,0.0,6,7,2022
Caleb Huntley,57156,HB,ATL,1,6,3,0,0.0,0,0,22,0,0,3,16.0,133.3,1,1,2,0,2,70.6,58.5,69.2,,,56.6,59.5,60.0,10,0,0,0,4,7,0,0,0,6,0,22,16,2.67,3.7,0.0,4,7,2022
Marcus Mariota,9435,QB,ATL,1,3,0,0,0.0,0,0,14,0,0,0,3.0,0.0,2,1,2,1,1,76.1,62.5,77.7,68.6,,,48.4,60.0,11,0,0,0,0,26,17,3,0,3,0,31,9,1.5,5.2,,2,7,2022
