player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year
Cordell Volson,30614,G,CIN,1,100.0,0,7,50.1,54.1,49.2,2,0,39,100.0,100.0,97.4,1,2,0,68,0,68,0,68,41,41,0,0,27,0,3,2022
Alex Cappa,66578,G,CIN,1,100.0,0,7,58.5,70.4,52.8,0,0,39,100.0,100.0,97.4,0,1,1,68,0,0,0,68,41,41,68,0,27,0,3,2022
La'el Collins,9719,T,CIN,1,100.0,0,7,50.6,40.3,54.8,0,1,39,100.0,100.0,98.7,0,1,0,68,0,0,0,68,41,41,0,68,27,0,3,2022
David Andrews,9948,C,NE,1,100.0,1,19,53.3,25.6,62.8,1,1,40,100.0,100.0,95.0,1,3,1,66,66,0,0,66,42,42,0,0,24,0,3,2022
Trent Brown,9677,T,NE,1,100.0,0,19,68.0,69.9,62.7,0,2,40,100.0,100.0,97.5,0,2,0,66,0,0,66,66,42,42,0,0,24,0,3,2022
Jedrick Wills Jr.,58467,T,CLV,1,100.0,0,8,63.7,69.3,58.0,0,1,29,100.0,100.0,94.8,0,2,1,66,0,0,66,66,30,30,0,0,36,0,3,2022
Isaiah Wynn,46048,T,NE,1,100.0,0,19,55.4,74.5,55.0,0,2,40,100.0,100.0,97.5,2,2,0,66,0,0,0,66,42,42,0,66,24,0,3,2022
Michael Onwenu,27357,G,NE,1,100.0,0,19,63.2,85.1,52.5,0,0,40,100.0,100.0,100.0,0,0,0,66,0,0,0,66,42,42,66,0,24,0,3,2022
Cole Strange,22976,G,NE,1,100.0,0,19,56.5,56.5,55.5,0,3,40,100.0,100.0,93.7,0,4,1,66,0,66,0,66,42,42,0,0,24,0,3,2022
Samuel Cosmi,60114,T,WAS,1,100.0,0,32,71.6,62.5,79.9,2,1,48,100.0,100.0,90.6,0,6,3,66,0,0,0,66,49,49,0,66,17,0,3,2022
Robert Hainsey,59980,C,TB,1,100.0,0,30,49.9,60.4,40.5,0,1,45,100.0,100.0,98.9,0,1,0,65,65,0,0,65,50,50,0,0,15,0,3,2022
Luke Goedeke,77548,G,TB,1,100.0,0,30,47.8,32.3,56.0,0,3,45,100.0,100.0,94.4,0,4,1,65,0,65,0,65,50,50,0,0,15,0,3,2022
Shaq Mason,9564,G,TB,1,100.0,0,30,45.1,53.2,39.4,0,0,45,100.0,100.0,100.0,1,0,0,65,0,0,0,65,50,50,65,0,15,0,3,2022
Tristan Wirfs,64818,T,TB,1,100.0,0,30,69.6,76.5,69.3,1,0,45,100.0,100.0,98.9,1,1,0,65,0,0,0,65,50,50,0,65,15,0,3,2022
Brandon Walton,41533,T,TB,1,100.0,0,30,63.8,55.1,87.5,0,2,45,100.0,100.0,95.6,2,3,1,65,0,0,65,65,50,50,0,0,15,0,3,2022
Terence Steele,39461,T,DAL,1,100.0,0,9,61.6,82.5,49.8,0,0,31,100.0,100.0,100.0,0,0,0,64,0,0,0,64,31,31,0,64,33,0,3,2022
Orlando Brown Jr.,46227,T,KC,1,100.0,0,16,70.5,83.1,65.0,1,1,43,100.0,100.0,97.7,1,2,0,64,0,0,63,64,47,47,0,0,17,0,3,2022
Tyler Smith,98385,T,DAL,1,100.0,1,9,59.8,54.6,67.1,0,1,31,100.0,100.0,98.4,2,1,0,64,0,0,64,64,31,31,0,0,33,0,3,2022
Zack Martin,8651,G,DAL,1,100.0,0,9,64.9,71.5,61.1,0,1,31,100.0,100.0,98.4,0,1,0,64,0,0,0,64,31,31,64,0,33,0,3,2022
Creed Humphrey,59996,C,KC,1,100.0,0,16,65.0,80.8,57.8,0,1,43,100.0,100.0,98.8,0,1,0,64,63,0,0,64,47,47,0,0,17,0,3,2022
Tyler Biadasz,41178,C,DAL,1,100.0,0,9,52.3,47.8,52.8,1,0,31,100.0,100.0,98.4,0,1,0,64,64,0,0,64,31,31,0,0,33,0,3,2022
Trey Smith,62960,G,KC,1,100.0,0,16,53.0,57.0,49.2,0,3,43,100.0,100.0,96.5,1,3,0,64,0,0,0,64,47,47,63,0,17,0,3,2022
Larry Borom,59879,T,CHI,1,100.0,0,6,56.9,64.3,59.3,1,0,25,100.0,100.0,94.0,1,2,1,63,0,0,0,63,26,26,0,63,37,0,3,2022
Sam Mustipher,13026,C,CHI,1,100.0,0,6,67.6,62.4,72.6,0,0,25,100.0,100.0,100.0,1,0,0,63,63,0,0,63,26,26,0,0,37,0,3,2022
Joe Thuney,10712,G,KC,1,100.0,0,16,64.4,84.8,52.6,0,0,42,100.0,100.0,100.0,0,0,0,63,0,63,0,63,46,46,0,0,17,0,3,2022
Braxton Jones,60092,T,CHI,1,100.0,0,6,70.3,54.4,73.2,0,3,25,100.0,100.0,90.0,0,4,1,63,0,0,63,63,26,26,0,0,37,0,3,2022
Cody Whitehair,10690,G,CHI,1,100.0,0,6,85.3,66.6,82.8,0,1,25,100.0,100.0,98.0,0,1,0,63,0,63,0,63,26,26,0,0,37,0,3,2022
Royce Newman,41746,G,GB,1,100.0,0,12,66.3,55.5,67.1,1,1,36,100.0,100.0,94.4,0,3,1,62,0,0,0,62,37,37,62,0,25,0,3,2022
Jon Runyan,36661,G,GB,1,100.0,0,12,46.5,53.1,45.0,0,0,36,100.0,100.0,100.0,0,0,0,62,0,62,0,62,37,37,0,0,25,0,3,2022
Elgton Jenkins,46298,T,GB,1,100.0,0,12,66.8,53.5,72.2,0,3,36,100.0,100.0,95.8,0,3,0,62,0,0,0,62,37,37,0,62,25,0,3,2022
Andrew Wylie,12333,T,KC,1,100.0,1,16,60.6,67.1,51.0,1,2,41,100.0,100.0,96.3,1,3,0,62,0,0,0,62,45,45,0,61,17,0,3,2022
Taylor Moton,11819,T,CAR,1,100.0,0,5,70.8,76.7,65.3,0,1,29,100.0,100.0,98.3,0,1,0,61,0,0,0,61,29,29,0,61,32,0,3,2022
Brady Christensen,51985,G,CAR,1,100.0,0,5,62.7,54.4,63.0,0,1,29,100.0,100.0,94.8,0,2,1,61,0,61,0,61,29,29,0,0,32,0,3,2022
Ikem Ekwonu,98286,T,CAR,1,100.0,0,5,53.1,56.7,56.6,0,2,29,100.0,100.0,96.6,1,2,0,61,0,0,61,61,29,29,0,0,32,0,3,2022
Zion Johnson,99681,G,LAC,1,100.0,0,27,49.1,29.6,59.7,0,5,47,100.0,100.0,94.7,0,5,0,61,0,0,0,61,50,50,61,0,11,0,3,2022
Will Clapp,39386,C,LAC,1,100.0,0,27,52.6,64.0,44.6,1,0,47,100.0,100.0,98.9,0,1,0,61,61,0,0,61,50,50,0,0,11,0,3,2022
Austin Corbett,46290,G,CAR,1,100.0,0,5,66.7,75.3,62.0,0,0,29,100.0,100.0,100.0,0,0,0,61,0,0,0,61,29,29,61,0,32,0,3,2022
Trey Pipkins,91462,T,LAC,1,100.0,0,27,58.2,72.6,44.8,0,3,47,100.0,100.0,96.8,1,3,0,61,0,0,0,61,50,50,0,61,11,0,3,2022
Pat Elflein,11825,C,CAR,1,100.0,0,5,45.4,52.5,43.9,0,1,29,100.0,100.0,98.3,0,1,0,61,61,0,0,61,29,29,0,0,32,0,3,2022
Matt Feiler,9289,G,LAC,1,100.0,0,27,42.6,29.0,50.5,1,6,47,100.0,100.0,92.6,0,7,0,61,0,61,0,61,50,50,0,0,11,0,3,2022
Landon Dickerson,41712,G,PHI,1,100.0,0,24,52.0,35.2,57.9,1,0,36,100.0,100.0,98.6,0,1,0,59,0,59,0,59,38,38,0,0,21,0,3,2022
A.J. Cann,9500,G,HST,1,100.0,0,13,70.6,72.4,66.8,0,0,33,100.0,100.0,100.0,0,0,0,59,0,0,0,59,35,35,59,0,24,0,3,2022
Dan Moore Jr.,60120,T,PIT,1,100.0,0,25,63.6,57.3,65.2,0,1,33,100.0,100.0,98.5,0,1,0,59,0,0,59,59,37,37,0,0,22,0,3,2022
Tyler Linderbaum,82291,C,BLT,1,100.0,0,3,70.4,77.7,67.3,0,0,34,100.0,100.0,100.0,0,0,0,59,59,0,0,59,34,34,0,0,25,0,3,2022
Josh Myers,59992,C,GB,1,100.0,0,12,61.4,71.5,57.9,0,1,34,100.0,100.0,98.5,0,1,0,59,59,0,0,59,35,35,0,0,24,0,3,2022
Laremy Tunsil,10647,T,HST,1,100.0,0,13,79.1,89.3,69.0,0,0,33,100.0,100.0,100.0,0,0,0,59,0,0,58,59,35,35,0,0,24,1,3,2022
Mason Cole,45547,C,PIT,1,100.0,0,25,79.3,83.8,76.8,0,0,33,100.0,100.0,100.0,0,0,0,59,59,0,0,59,37,37,0,0,22,0,3,2022
Morgan Moses,8701,T,BLT,1,100.0,0,3,56.3,62.1,68.9,0,2,34,100.0,100.0,97.1,2,2,0,59,0,0,0,59,34,34,0,59,25,0,3,2022
James Daniels,45576,G,PIT,1,100.0,0,25,70.5,83.2,63.3,0,1,33,100.0,100.0,98.5,0,1,0,59,0,0,0,59,37,37,59,0,22,0,3,2022
Kenyon Green,99052,G,HST,1,100.0,0,13,72.1,82.2,65.5,0,1,33,100.0,100.0,98.5,0,1,0,59,0,59,0,59,35,35,0,0,24,0,3,2022
Chukwuma Okorafor,46302,T,PIT,1,100.0,0,25,66.7,70.0,62.2,0,2,33,100.0,100.0,97.0,1,2,0,59,0,0,0,59,37,37,0,59,22,0,3,2022
Kevin Zeitler,7032,G,BLT,1,100.0,0,3,74.2,72.8,70.9,0,2,34,100.0,100.0,97.1,0,2,0,59,0,0,0,59,34,34,59,0,25,0,3,2022
Kevin Dotson,46735,G,PIT,1,100.0,0,25,65.1,77.9,67.3,0,0,33,100.0,100.0,100.0,1,0,0,59,0,59,0,59,37,37,0,0,22,0,3,2022
Ben Powers,41482,G,BLT,1,100.0,0,3,58.9,82.7,49.8,0,1,34,100.0,100.0,98.5,0,1,0,59,0,59,0,59,34,34,0,0,25,0,3,2022
Scott Quessenberry,23918,C,HST,1,100.0,0,13,44.7,63.4,40.8,0,0,32,100.0,100.0,96.9,1,1,1,58,58,0,0,58,34,34,0,0,24,0,3,2022
Ryan Bates,28300,G,BUF,1,100.0,0,4,45.7,56.7,34.6,1,2,47,100.0,100.0,96.8,0,3,0,58,0,0,0,58,48,48,58,0,10,0,3,2022
David Quessenberry,7957,T,BUF,1,100.0,0,4,55.0,63.7,39.0,2,2,44,100.0,100.0,95.5,1,4,0,57,0,0,0,57,46,46,0,57,11,0,3,2022
Tytus Howard,25472,T,HST,1,100.0,1,13,58.6,71.9,47.3,0,2,33,100.0,100.0,97.0,1,2,0,57,0,0,0,57,35,35,0,56,22,1,3,2022
Dennis Daley,60063,T,TEN,1,100.0,0,31,56.1,75.6,41.9,1,0,28,100.0,100.0,98.2,0,1,0,57,0,0,57,57,30,30,0,0,27,0,3,2022
Ben Jones,7099,C,TEN,1,100.0,0,31,68.6,70.6,74.3,0,1,28,100.0,100.0,98.2,1,1,0,57,57,0,0,57,30,30,0,0,27,0,3,2022
Nicholas Petit-Frere,82003,T,TEN,1,100.0,0,31,45.7,46.3,42.5,0,3,28,100.0,100.0,94.6,1,3,0,57,0,0,0,57,30,30,0,57,27,0,3,2022
Colby Gossett,46673,G,ATL,1,100.0,0,2,66.1,72.2,69.5,1,0,26,100.0,100.0,98.1,1,1,0,57,0,57,0,57,28,28,0,0,29,0,3,2022
Chris Lindstrom,46692,G,ATL,1,100.0,0,2,90.4,52.6,90.9,0,0,26,100.0,100.0,96.2,0,1,1,57,0,0,0,57,28,28,57,0,29,0,3,2022
Nate Davis,46808,G,TEN,1,100.0,1,31,76.0,73.1,72.7,1,0,28,100.0,100.0,98.2,1,1,0,57,0,0,0,57,30,30,57,0,27,0,3,2022
Kaleb McGary,46912,T,ATL,1,100.0,0,2,70.2,65.9,69.4,0,0,26,100.0,100.0,96.2,0,1,1,57,0,0,0,57,28,28,0,57,29,0,3,2022
Drew Dalman,52270,C,ATL,1,100.0,0,2,51.1,74.7,52.4,0,0,26,100.0,100.0,100.0,1,0,0,57,57,0,0,57,28,28,0,0,29,0,3,2022
Aaron Brewer,46014,G,TEN,1,100.0,0,31,62.2,46.5,65.1,0,2,28,100.0,100.0,96.4,0,2,0,57,0,57,0,57,30,30,0,0,27,0,3,2022
Jake Matthews,8641,T,ATL,1,100.0,1,2,61.0,51.3,62.5,0,2,26,100.0,100.0,96.2,1,2,0,57,0,0,57,57,28,28,0,0,29,0,3,2022
Jake Brendel,11117,C,SF,1,100.0,0,28,60.3,78.6,53.7,0,0,33,100.0,100.0,100.0,0,0,0,56,56,0,0,56,35,35,0,0,21,0,3,2022
Spencer Burford,81920,G,SF,1,100.0,0,28,43.7,47.3,51.3,1,2,33,100.0,100.0,95.5,2,3,0,56,0,0,0,56,35,35,56,0,21,0,3,2022
Aaron Banks,59983,G,SF,1,100.0,0,28,72.7,62.6,72.9,0,1,33,100.0,100.0,98.5,0,1,0,56,0,56,0,56,35,35,0,0,21,0,3,2022
Mike McGlinchey,46275,T,SF,1,100.0,0,28,61.4,54.5,64.0,0,3,33,100.0,100.0,95.5,1,3,0,56,0,0,0,56,35,35,0,56,21,0,3,2022
Daniel Faalele,81734,T,BLT,1,100.0,0,3,59.8,54.1,60.2,1,0,29,100.0,100.0,91.4,0,3,2,53,0,0,53,53,29,29,0,0,24,0,3,2022
Matt Farniok,41585,G,DAL,1,100.0,0,9,54.3,67.2,51.1,1,0,25,100.0,100.0,98.0,1,1,0,50,0,50,0,50,25,25,0,0,25,0,3,2022
Alaric Jackson,40972,G,LA,1,100.0,0,26,67.0,80.4,69.7,0,1,27,100.0,100.0,98.1,1,1,0,48,0,0,0,48,27,27,48,0,21,0,3,2022
Coleman Shelton,39316,C,LA,1,100.0,0,26,47.6,64.2,50.9,0,1,27,100.0,100.0,98.1,2,1,0,48,48,0,0,48,27,27,0,0,21,0,3,2022
Joseph Noteboom,46249,T,LA,1,100.0,0,26,77.2,80.5,72.5,1,0,27,100.0,100.0,98.1,1,1,0,48,0,0,48,48,27,27,0,0,21,0,3,2022
David Edwards,35941,G,LA,1,100.0,0,26,72.8,64.1,72.1,1,0,27,100.0,100.0,98.1,0,1,0,48,0,48,0,48,27,27,0,0,21,0,3,2022
Rob Havenstein,9490,T,LA,1,100.0,0,26,63.8,58.3,64.7,1,1,27,100.0,100.0,92.6,0,3,1,45,0,0,0,45,27,27,0,45,18,0,3,2022
Terron Armstead,7856,T,MIA,1,100.0,0,17,62.2,67.8,56.1,0,1,22,100.0,100.0,97.7,0,1,0,43,0,0,43,43,25,25,0,0,18,0,3,2022
Liam Eichenberg,41851,G,MIA,1,100.0,1,17,37.7,40.1,39.1,0,1,22,100.0,100.0,93.2,1,2,1,43,0,43,0,43,25,25,0,0,18,0,3,2022
George Fant,11282,T,NYJ,1,100.0,0,22,41.7,27.2,52.3,1,1,29,100.0,100.0,89.7,1,4,2,43,0,0,43,43,31,31,0,0,12,0,3,2022
Connor Williams,46216,C,MIA,1,100.0,0,17,56.8,75.2,59.7,0,0,22,100.0,100.0,100.0,1,0,0,43,43,0,0,43,25,25,0,0,18,0,3,2022
Robert Hunt,46139,G,MIA,1,100.0,0,17,94.3,71.9,93.3,0,0,21,100.0,100.0,100.0,0,0,0,42,0,0,0,42,24,24,38,4,18,0,3,2022
Lucas Patrick,11435,G,CHI,1,100.0,0,6,41.5,32.6,44.7,0,1,17,100.0,100.0,97.1,0,1,0,41,0,0,0,41,18,18,41,0,23,0,3,2022
Jake Ferguson,61081,TE,DAL,1,73.6,0,9,57.6,78.4,60.3,0,0,8,36.4,36.4,100.0,0,0,0,39,0,0,0,53,8,22,0,0,31,46,3,2022
Trent Williams,5529,T,SF,1,100.0,0,28,80.6,88.4,74.6,0,0,19,100.0,100.0,100.0,0,0,0,38,0,0,38,38,21,21,0,0,17,0,3,2022
Greg Little,46254,T,MIA,1,100.0,0,17,29.5,7.5,46.5,0,2,18,100.0,100.0,94.4,1,2,0,38,0,0,0,38,21,21,0,38,17,0,3,2022
Cole Kmet,60995,TE,CHI,1,63.8,0,6,60.7,51.0,55.1,1,0,3,13.0,12.5,83.3,1,1,0,37,0,0,0,58,3,24,0,0,34,39,3,2022
Calvin Throckmorton,28238,G,NO,1,100.0,0,20,50.0,51.4,48.9,0,2,25,100.0,100.0,96.0,0,2,0,37,0,37,0,37,26,26,0,0,11,0,3,2022
Tommy Doyle,40459,G,BUF,1,100.0,0,4,51.4,39.2,56.6,0,1,27,100.0,100.0,98.1,0,1,0,36,0,0,0,36,28,28,33,0,8,3,3,2022
David Njoku,11784,TE,CLV,1,55.6,0,8,89.6,72.2,56.1,0,0,2,6.9,6.7,100.0,0,0,0,35,0,0,0,63,2,30,0,0,33,43,3,2022
David Bakhtiari,7891,T,GB,1,100.0,0,12,64.0,78.6,55.7,0,1,17,100.0,100.0,97.1,0,1,0,35,0,0,35,35,17,17,0,0,18,0,3,2022
Jacoby Brissett,10725,QB,CLV,1,48.6,0,8,92.5,,60.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,72,0,34,0,0,35,0,3,2022
Conor McDermott,11966,T,NYJ,1,100.0,0,22,45.6,20.6,71.1,1,3,27,100.0,100.0,88.9,0,5,1,35,0,0,35,35,27,27,0,0,8,0,3,2022
Donovan Peoples-Jones,61439,WR,CLV,1,55.6,0,8,57.1,,57.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,63,0,28,0,0,35,1,3,2022
Parker Hesse,48369,TE,ATL,1,79.1,0,2,73.5,77.6,75.4,0,0,10,52.6,52.6,100.0,0,0,0,34,0,0,0,43,10,19,0,0,24,31,3,2022
Spencer Brown,42296,T,BUF,1,100.0,0,4,51.3,39.2,61.9,1,2,28,100.0,100.0,91.1,0,4,1,34,0,0,0,34,28,28,0,34,6,0,3,2022
Darnell Mooney,48236,WR,CHI,1,57.6,0,6,54.6,,59.5,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,59,0,25,0,0,34,0,3,2022
Rashawn Slater,59971,T,LAC,1,100.0,0,27,72.3,67.9,74.4,0,0,24,100.0,100.0,95.8,1,1,1,33,0,0,33,33,25,25,0,0,8,0,3,2022
Jared Goff,10635,QB,DET,1,42.3,0,11,64.2,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,78,0,45,0,0,33,0,3,2022
Andrus Peat,9446,G,NO,1,100.0,0,20,59.8,68.0,55.8,1,0,17,100.0,100.0,97.1,0,1,0,32,0,32,0,32,20,20,0,0,12,0,3,2022
Trevor Lawrence,77632,QB,JAX,1,42.7,0,15,77.4,,60.3,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,75,0,41,0,0,32,0,3,2022
Justin Fields,82118,QB,CHI,1,50.8,1,6,56.3,,60.0,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,63,0,26,0,0,32,0,3,2022
Adam Trautman,109795,TE,NO,1,72.7,0,20,63.4,64.4,73.9,1,0,9,45.0,45.5,94.4,2,1,0,32,0,0,0,44,10,22,0,0,22,35,3,2022
Baker Mayfield,46518,QB,CAR,1,50.8,0,5,46.5,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,61,0,29,0,0,31,0,3,2022
Christian Kirk,47546,WR,JAX,1,42.9,0,15,61.1,,31.7,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,70,0,40,0,0,30,0,3,2022
D.J. Moore,48267,WR,CAR,1,50.0,0,5,53.9,,52.6,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,60,0,29,0,0,30,0,3,2022
Cooper Rush,12324,QB,DAL,1,46.9,0,9,82.1,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,64,0,31,0,0,30,0,3,2022
CeeDee Lamb,61570,WR,DAL,1,49.2,0,9,74.2,,55.8,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,61,0,31,0,0,30,0,3,2022
Equanimeous St. Brown,47967,WR,CHI,1,53.7,0,6,67.9,,57.1,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,54,0,23,0,0,29,0,3,2022
Pharaoh Brown,12247,TE,HST,1,60.4,0,13,59.0,75.2,54.0,0,0,6,25.0,24.0,100.0,0,0,0,29,0,0,1,48,6,25,0,1,23,38,3,2022
Chris Manhertz,10211,TE,JAX,1,77.8,0,15,56.1,73.4,59.4,0,0,4,33.3,33.3,100.0,0,0,0,28,0,0,0,36,4,12,0,1,24,32,3,2022
Storm Norton,12188,T,LAC,1,100.0,1,27,32.0,17.2,58.2,3,5,23,100.0,100.0,82.6,2,8,0,28,0,0,28,28,25,25,0,0,3,0,3,2022
Geoff Swaim,9679,TE,TEN,1,70.0,0,31,72.4,62.2,56.5,1,0,5,29.4,29.4,90.0,0,1,0,28,0,0,0,40,5,17,0,0,23,36,3,2022
Russell Wilson,7077,QB,DEN,1,36.5,0,10,64.4,,60.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,74,0,44,0,0,27,0,3,2022
Eric Tomlinson,9786,TE,DEN,1,77.1,0,10,53.4,74.2,57.9,0,0,3,30.0,27.3,100.0,0,0,0,27,0,0,0,35,3,11,0,0,24,34,3,2022
Yosh Nijman,60822,T,GB,1,100.0,0,12,53.1,45.6,55.5,1,0,19,100.0,100.0,97.4,0,1,0,27,0,0,27,27,20,20,0,0,7,0,3,2022
T.J. Hockenson,40912,TE,DET,1,45.8,0,11,50.7,18.0,50.8,0,1,5,14.3,13.5,90.0,0,1,0,27,0,0,0,59,5,37,0,0,22,30,3,2022
Ian Thomas,42130,TE,CAR,1,71.1,0,5,50.6,76.1,49.5,0,0,5,31.3,31.3,100.0,0,0,0,27,0,0,0,38,5,16,0,0,22,38,3,2022
Adam Thielen,8288,WR,MIN,1,37.1,0,18,77.0,62.3,70.0,0,0,1,2.5,2.2,100.0,0,0,0,26,0,0,0,70,1,45,0,0,25,0,3,2022
Patrick Ricard,48862,FB,BLT,1,68.4,0,3,78.7,70.7,73.7,0,1,6,33.3,33.3,91.7,0,1,0,26,0,0,0,38,6,18,0,0,20,23,3,2022
Drake London,86519,WR,ATL,1,54.2,1,2,78.1,,61.8,0,0,0,0.0,0.0,,1,0,0,26,0,0,0,48,0,22,0,0,26,0,3,2022
Robbie Anderson,11254,WR,CAR,1,51.0,0,5,51.4,,40.2,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,51,0,25,0,0,26,0,3,2022
Amari Cooper,9437,WR,CLV,1,44.1,0,8,66.3,,39.4,0,0,0,0.0,0.0,,1,0,0,26,0,0,0,59,0,33,0,0,26,0,3,2022
Josh Reynolds,11872,WR,DET,1,40.3,0,11,69.0,,53.7,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,62,0,37,0,0,25,0,3,2022
Mitchell Wilcox,47234,TE,CIN,1,64.1,0,7,51.2,73.6,42.1,0,0,4,23.5,26.3,100.0,0,0,0,25,0,0,0,39,5,19,0,0,20,32,3,2022
Justin Jefferson,61398,WR,MIN,1,34.7,0,18,43.9,,61.4,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,72,0,47,0,0,25,0,3,2022
Marcus Mariota,9435,QB,ATL,1,42.1,0,2,64.2,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,57,0,28,0,0,24,0,3,2022
Noah Brown,11993,WR,DAL,1,47.1,0,9,68.9,65.3,58.6,0,0,1,3.6,3.6,100.0,0,0,0,24,0,0,0,51,1,28,0,0,23,0,3,2022
Aaron Rodgers,2241,QB,GB,1,38.7,0,12,70.3,,60.0,0,0,0,0.0,0.0,,1,0,0,24,0,0,0,62,0,37,0,0,24,0,3,2022
Zay Jones,11792,WR,JAX,1,41.4,0,15,81.2,,53.8,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,58,0,33,0,0,24,0,3,2022
Kirk Cousins,7102,QB,MIN,1,33.3,0,18,76.6,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,72,0,47,0,0,24,0,3,2022
Matt Ryan,4317,QB,IND,1,33.8,0,14,56.1,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,71,0,45,0,0,24,0,3,2022
Evan Engram,11778,TE,JAX,1,41.4,0,15,58.5,62.3,64.7,0,0,1,3.0,2.9,100.0,0,0,0,24,0,0,0,58,1,34,0,0,23,26,3,2022
Giovanni Ricci,13756,TE,CAR,1,77.4,0,5,64.0,59.1,62.9,0,1,4,36.4,36.4,87.5,0,1,0,24,0,0,0,31,4,11,0,0,20,27,3,2022
Mac Jones,60323,QB,NE,1,36.4,0,19,62.0,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,66,0,42,0,0,24,0,3,2022
Davis Mills,52269,QB,HST,1,40.7,0,13,71.4,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,59,0,35,0,0,24,0,3,2022
Eric Saubert,11929,TE,DEN,1,68.6,0,10,50.7,71.5,57.9,0,0,2,16.7,15.4,100.0,0,0,0,24,0,0,0,35,2,13,0,0,22,31,3,2022
Brock Wright,60994,TE,DET,1,76.7,0,11,57.2,75.9,58.7,0,0,6,54.5,46.2,100.0,0,0,0,23,0,0,0,30,6,13,0,0,17,23,3,2022
Amon-Ra St. Brown,84470,WR,DET,1,40.4,0,11,76.4,64.9,54.4,0,0,1,3.0,2.9,100.0,0,0,0,23,0,0,0,57,1,35,0,0,22,0,3,2022
Andrew Beck,47121,FB,DEN,1,85.2,0,10,57.6,74.6,58.0,0,0,3,50.0,42.9,100.0,0,0,0,23,0,0,0,27,3,7,0,0,20,18,3,2022
Joe Burrow,28022,QB,CIN,1,33.8,0,7,71.9,,60.0,0,0,0,0.0,0.0,,2,0,0,23,0,0,0,68,0,41,0,0,23,0,3,2022
Michael Pittman Jr.,29049,WR,IND,1,34.3,0,14,70.6,,56.2,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,67,0,44,0,0,23,0,3,2022
Lil'Jordan Humphrey,42247,WR,NE,1,42.6,0,19,50.0,,62.9,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,54,0,31,0,0,23,4,3,2022
Will Dissly,30762,TE,SEA,1,53.5,0,29,69.9,75.2,60.6,0,0,4,17.4,16.7,100.0,0,0,0,23,0,0,0,43,4,24,0,0,19,34,3,2022
D.J. Chark Jr.,47702,WR,DET,1,37.1,0,11,66.3,,52.3,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,62,0,39,0,0,23,0,3,2022
Peyton Hendershot,60915,TE,DAL,1,60.5,0,9,54.9,35.5,54.5,0,1,5,25.0,25.0,90.0,2,1,0,23,0,0,0,38,5,20,0,0,18,31,3,2022
Ryan Tannehill,7014,QB,TEN,1,40.4,0,31,65.7,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,57,0,30,0,0,23,0,3,2022
Allen Lazard,48135,WR,GB,1,39.3,0,12,68.6,,43.2,0,0,0,0.0,0.0,,2,0,0,22,0,0,0,56,0,34,0,0,22,4,3,2022
Courtland Sutton,48164,WR,DEN,1,34.4,0,10,68.9,,57.8,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,64,0,42,0,0,22,0,3,2022
DeVonta Smith,61100,WR,PHI,1,35.5,0,24,92.5,,74.9,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,62,0,40,0,0,22,0,3,2022
Zach Ertz,7816,TE,ARZ,1,28.6,0,1,49.2,18.0,41.5,0,2,4,6.9,6.8,75.0,1,2,0,22,0,0,0,77,4,59,0,0,18,20,3,2022
Geno Smith,7820,QB,SEA,1,31.0,0,29,69.2,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,71,0,47,0,0,22,0,3,2022
