player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Antoine Winfield Jr.,42475,S,TB,1,0,0,75.0,0,0,30,63.0,64.1,77.0,54.8,65.8,83.0,0,1,0,26.0,0.0,0,0,0,101.0,3,0,5,1,35,62,4,0,0,4,0,20,58,2,25,32,2,6,4,1,0,35,7,11.7,3,2022
Rashad Weaver,42495,ED,TEN,1,0,0,,0,0,31,60.0,57.7,81.3,59.1,53.0,72.3,1,2,0,,50.0,1,0,0,0.0,0,1,0,0,1,57,57,0,0,57,0,0,0,44,12,0,2,1,0,4,0,0,0,,3,2022
Shemar Jean-Charles,42496,S,GB,1,0,0,,0,0,12,61.1,61.5,66.8,,,,0,0,0,,,0,0,0,0.0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,3,2022
Chauncey Golston,42718,DI,DAL,1,1,0,,0,0,9,60.0,94.0,73.0,93.4,64.9,70.5,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,11,11,0,8,1,2,0,0,8,3,0,1,1,0,3,0,0,0,,3,2022
Nick Bosa,42741,ED,SF,1,1,0,,0,0,28,,75.2,13.7,72.3,74.9,29.9,3,2,0,,50.0,1,0,1,0.0,0,1,0,0,0,57,57,0,0,57,0,0,0,33,24,0,1,0,0,6,0,0,0,,3,2022
Osa Odighizuwa,42754,DI,DAL,1,0,0,,0,0,9,60.0,76.5,76.5,73.6,68.4,68.7,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,36,36,0,29,0,7,0,0,27,8,0,1,2,0,2,0,0,0,,3,2022
Shaka Toney,42806,ED,WAS,1,0,0,,0,0,32,70.0,73.3,79.0,55.7,72.7,73.4,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,32,32,0,0,32,0,0,0,22,10,0,3,3,0,2,0,0,0,,3,2022
Terrell Lewis,42845,ED,LA,1,1,0,50.0,0,0,26,65.8,59.9,77.3,55.2,61.3,73.9,0,0,0,7.0,0.0,0,0,0,58.3,1,1,0,0,5,48,47,0,0,47,0,0,1,31,12,1,2,1,2,1,0,7,9,7.0,3,2022
Kristian Fulton,42894,CB,TEN,1,2,0,62.5,0,0,31,61.5,68.7,79.3,,90.8,79.9,0,0,0,60.0,0.0,0,1,0,100.0,5,0,4,58,52,69,0,0,0,0,0,0,69,0,17,7,3,4,8,0,0,88,41,17.6,3,2022
Rashan Gary,42905,ED,GB,1,1,0,,0,0,12,,67.1,76.6,65.7,60.6,73.9,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,43,43,0,0,43,0,0,0,32,11,0,2,1,0,3,0,0,0,,3,2022
Charvarius Ward,43034,CB,SF,1,3,0,57.1,0,1,28,64.8,81.7,77.7,58.8,93.5,80.1,0,0,0,19.0,0.0,0,1,0,75.3,4,0,13,50,41,71,8,0,0,8,0,0,63,1,29,0,3,5,7,0,0,43,4,10.8,3,2022
Brandon Jones,43049,S,MIA,1,3,0,75.0,0,0,17,41.6,43.9,77.0,59.5,66.5,48.7,0,2,0,22.0,18.2,2,1,0,100.0,6,0,35,2,60,82,7,0,0,7,0,24,75,8,14,14,0,6,8,2,0,68,40,11.3,3,2022
Devin White,43089,LB,TB,1,2,0,50.0,0,0,30,42.6,34.3,75.4,51.8,43.2,79.0,0,0,0,40.0,0.0,0,0,0,95.8,1,0,61,0,31,62,1,0,0,1,0,0,61,6,25,0,2,3,2,0,0,40,29,40.0,3,2022
Jeremy Chinn,43179,S,CAR,1,1,2,100.0,0,0,5,37.4,43.7,77.8,90.8,58.5,48.0,0,1,0,48.0,22.2,2,0,0,118.8,4,1,10,0,41,69,3,0,0,3,0,38,66,5,23,18,1,6,4,2,0,88,26,22.0,3,2022
Mack Wilson,43190,LB,NE,1,0,0,100.0,0,0,19,28.0,26.4,75.2,54.1,29.6,45.4,0,2,0,17.0,25.0,1,0,0,144.8,4,0,24,1,20,40,14,0,0,14,0,0,26,5,15,1,1,3,4,2,1,37,25,9.3,3,2022
Richie Grant,43196,S,ATL,1,2,0,50.0,0,0,2,86.7,86.4,78.1,59.7,57.6,64.7,0,0,1,3.0,11.1,1,1,0,16.7,1,0,14,3,46,71,1,0,0,1,0,37,70,1,24,16,1,6,2,0,0,3,8,3.0,3,2022
Damar Hamlin,43291,S,BUF,1,0,0,100.0,0,0,4,52.2,64.5,76.7,78.7,77.7,48.1,0,0,0,17.0,25.0,1,0,0,118.8,1,1,10,1,24,43,2,0,0,2,0,26,41,1,18,4,2,3,1,1,0,17,5,17.0,3,2022
Myles Bryant,43336,CB,NE,1,0,0,100.0,0,0,19,48.2,49.6,74.6,,61.0,,0,0,0,6.0,,0,0,0,127.1,2,0,2,0,17,22,0,0,0,0,0,2,22,0,5,18,0,0,2,0,1,10,3,5.0,3,2022
Christian Holmes,43393,CB,WAS,1,0,0,100.0,0,0,32,46.5,41.8,71.8,,60.0,72.5,0,0,0,10.0,0.0,0,0,0,108.3,1,0,0,3,1,6,2,0,0,2,0,0,4,0,5,1,0,1,1,0,0,10,5,10.0,3,2022
Josh Metellus,43395,S,MIN,1,0,0,80.0,0,0,18,78.1,82.7,79.7,,65.7,66.0,0,0,1,7.0,10.0,1,1,0,46.3,4,0,14,0,45,78,0,0,0,0,0,57,78,0,33,7,2,9,5,0,0,23,3,5.8,3,2022
Milo Eifler,43421,LB,WAS,1,0,0,,0,0,32,60.0,37.0,68.0,,44.1,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,6,0,1,6,0,0,0,0,0,0,6,0,5,0,0,1,0,0,0,0,0,,3,2022
Alex Highsmith,43507,ED,PIT,1,1,0,0.0,0,0,25,65.8,73.0,6.4,54.8,84.7,48.8,0,0,0,,14.3,1,0,1,39.6,0,1,1,0,14,68,63,0,0,63,0,0,5,17,37,4,6,5,1,1,0,0,0,,3,2022
Jeffery Simmons,43742,DI,TEN,1,2,0,,0,0,31,61.9,63.9,78.4,64.1,53.0,70.2,1,4,0,,0.0,0,0,0,0.0,0,0,0,0,1,64,64,0,30,1,33,0,0,48,15,0,1,1,0,5,0,0,0,,3,2022
Derrick Brown,43883,DI,CAR,1,0,0,,0,0,5,60.7,76.8,78.4,57.8,77.1,69.2,0,1,1,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,14,22,1,6,0,0,28,15,0,2,2,0,1,0,0,0,,3,2022
Timmy Horne,43918,DI,ATL,1,0,0,,0,0,2,,46.2,73.8,53.0,53.5,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,2,4,2,5,0,0,10,3,0,0,0,0,0,0,0,0,,3,2022
Patrick Jones II,43974,ED,MIN,1,0,0,,0,0,18,60.0,50.8,74.3,63.5,47.6,,0,1,0,,,0,0,0,0.0,0,0,1,0,1,14,13,0,0,13,0,0,1,6,7,0,0,0,0,1,0,0,0,,3,2022
Byron Murphy Jr.,44027,CB,ARZ,1,1,0,75.0,0,0,1,33.4,40.6,77.1,,68.9,78.0,0,0,0,26.0,0.0,0,0,0,107.3,3,0,2,39,27,48,0,0,0,0,0,0,48,0,21,7,1,3,4,0,0,41,19,13.7,3,2022
Benito Jones,44035,DI,DET,1,0,0,,0,0,11,,30.1,73.4,64.7,29.7,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,13,13,1,12,0,0,0,0,7,6,0,0,0,0,1,0,0,0,,3,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,0,100.0,0,0,2,29.1,28.4,77.0,48.2,38.6,20.4,0,0,0,7.0,100.0,3,0,0,95.8,1,0,3,0,2,34,31,0,0,29,2,0,3,19,13,0,0,0,1,0,0,7,7,7.0,3,2022
Julian Okwara,44152,ED,DET,1,0,0,100.0,0,0,11,60.0,55.8,77.0,49.4,65.5,,0,0,0,16.0,,0,0,0,118.8,1,0,0,0,1,20,20,0,1,19,0,0,0,13,6,0,0,0,1,0,0,16,14,16.0,3,2022
William Bradley-King,44184,ED,WAS,1,0,0,,0,0,32,60.0,33.7,78.5,50.3,33.5,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,24,24,0,0,24,0,0,0,15,9,0,1,2,0,0,0,0,0,,3,2022
Quinnen Williams,44216,DI,NYJ,1,0,0,,0,0,22,62.3,71.6,77.0,77.8,48.8,70.6,2,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,46,46,1,37,0,8,0,0,29,17,0,0,4,0,4,0,0,0,,3,2022
Jamir Jones,44287,ED,PIT,1,0,0,100.0,0,0,25,50.5,39.0,69.8,55.7,60.0,72.4,0,0,0,13.0,0.0,0,0,0,118.8,1,0,0,0,1,5,5,0,0,5,0,0,0,3,1,0,1,2,1,0,0,13,7,13.0,3,2022
Justin Madubuike,44304,DI,BLT,1,2,0,,0,0,3,57.7,59.6,77.1,65.4,65.7,70.5,0,1,0,,25.0,1,0,0,0.0,0,1,0,0,0,40,40,1,31,0,8,0,0,27,13,0,2,1,0,2,0,0,0,,3,2022
Boogie Basham,44320,ED,BUF,1,0,1,,0,0,4,,95.5,74.7,95.7,62.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,12,12,0,1,9,2,0,0,8,4,0,0,0,0,1,0,0,0,,3,2022
Naquan Jones,44363,DI,TEN,1,0,0,,0,0,31,,55.3,74.3,52.4,61.4,68.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,18,18,4,12,1,1,0,0,14,4,0,1,1,0,0,0,0,0,,3,2022
Kyzir White,44485,LB,PHI,1,1,0,70.0,0,0,24,38.9,44.5,74.7,57.0,69.8,59.0,0,0,0,9.0,10.0,1,0,2,77.1,7,0,44,0,47,60,2,0,0,2,0,0,58,2,11,14,3,8,10,0,0,40,15,5.7,3,2022
Rashard Lawrence,44515,DI,ARZ,1,0,0,,0,0,1,,46.0,73.9,63.6,43.6,19.5,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,0,19,19,8,11,0,0,0,0,10,9,0,0,0,0,1,0,0,0,,3,2022
Trysten Hill,44519,DI,DAL,1,0,0,,0,0,9,,37.2,76.2,59.3,33.5,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,4,21,0,2,0,0,17,10,0,1,1,0,0,0,0,0,,3,2022
Brian Burns,44522,ED,CAR,1,0,0,,0,0,5,70.6,67.8,80.8,61.1,59.0,,1,4,0,,,0,0,0,0.0,0,0,0,0,6,56,55,0,0,55,0,0,1,33,17,1,0,0,0,5,0,0,0,,3,2022
Ross Blacklock,44526,DI,MIN,1,0,0,,0,0,18,,47.6,71.6,55.3,54.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,8,0,0,0,0,5,3,0,0,0,0,0,0,0,0,,3,2022
D.J. Wonnum,44550,ED,MIN,1,0,0,,0,0,18,60.0,66.5,76.4,54.7,75.9,72.8,1,2,0,,0.0,0,0,0,0.0,0,0,4,0,1,34,30,0,0,30,0,0,4,24,9,0,2,2,0,3,0,0,0,,3,2022
Leki Fotu,44614,DI,ARZ,1,1,0,,0,0,1,,47.6,74.6,55.7,49.8,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,1,9,2,8,0,0,7,13,0,0,0,0,0,0,0,0,,3,2022
Terrell Burgess,45255,S,LA,1,0,0,66.7,0,0,26,55.6,54.9,79.5,,60.0,77.2,0,0,0,11.0,0.0,0,0,0,88.2,2,0,0,0,23,26,0,0,0,0,0,25,26,0,3,1,0,1,3,0,0,22,14,11.0,3,2022
Essang Bassey,45258,S,DEN,1,0,0,,0,0,10,60.9,61.5,65.9,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,3,2022
Zech McPhearson,45464,CB,PHI,1,0,0,100.0,0,0,24,47.2,39.0,0.0,,60.7,76.8,0,0,0,16.0,0.0,0,0,1,118.8,2,0,1,15,9,16,0,0,0,0,0,0,16,0,7,0,0,3,2,0,0,31,0,15.5,3,2022
Brandon Stephens,45644,CB,BLT,1,0,0,60.0,1,0,3,31.2,35.4,75.2,,61.2,72.8,0,0,0,36.0,0.0,0,1,1,102.9,3,0,0,21,12,23,0,0,0,0,0,0,23,0,11,2,0,1,5,0,0,61,0,20.3,3,2022
Dante Pettis,48113,WR,CHI,1,0,0,,0,0,6,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,3,2022
Kentavius Street,48404,DI,NO,1,3,0,,0,0,20,,83.1,76.4,71.2,76.0,70.9,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,32,32,0,28,0,4,0,0,16,16,0,1,1,0,1,0,0,0,,3,2022
Anthony Nelson,48405,ED,TB,1,0,0,100.0,0,0,30,39.1,46.0,75.9,62.9,65.2,69.2,0,0,0,9.0,0.0,0,0,0,104.2,1,0,0,0,2,15,14,0,0,14,0,0,1,6,7,1,1,1,1,0,0,9,5,9.0,3,2022
Jonathan Greenard,48407,ED,HST,1,0,0,,0,0,13,,61.4,79.9,50.0,68.9,29.9,0,1,0,,66.7,2,0,0,0.0,0,1,0,0,0,36,36,0,0,36,0,0,0,18,18,0,2,1,0,2,0,0,0,,3,2022
Demone Harris,48452,ED,HST,1,0,0,,0,0,13,,59.5,66.7,59.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,2022
Sam Hubbard,48457,ED,CIN,1,1,0,,0,0,7,69.2,73.6,80.3,62.8,68.6,37.5,2,0,0,,33.3,1,0,0,0.0,0,0,2,0,3,57,55,0,1,53,1,0,2,41,13,0,1,1,0,2,0,0,0,,3,2022
Tyquan Lewis,48475,ED,IND,1,0,0,,0,0,14,,65.8,77.6,66.0,57.4,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,38,38,0,8,14,16,0,0,30,8,0,0,0,0,1,0,0,0,,3,2022
Justin Hollins,48498,ED,LA,1,1,0,100.0,0,0,26,63.8,57.7,76.1,52.4,62.3,75.2,0,1,0,8.0,0.0,0,0,0,100.0,1,0,0,0,4,37,35,0,0,35,0,0,2,25,8,2,1,3,1,1,0,8,2,8.0,3,2022
Carl Granderson,48500,ED,NO,1,1,0,,0,0,20,60.0,69.2,76.3,67.2,61.8,73.0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,18,18,0,0,17,1,0,0,8,10,0,1,1,0,1,0,0,0,,3,2022
Bradley Chubb,48526,ED,DEN,1,0,0,100.0,0,0,10,31.6,58.9,77.1,63.2,70.2,73.6,0,2,0,24.0,0.0,0,0,0,118.8,1,1,0,0,4,44,43,0,0,43,0,0,1,27,13,1,2,1,1,3,0,24,1,24.0,3,2022
Oshane Ximines,48538,ED,NYG,1,2,0,0.0,0,0,21,62.1,72.1,76.5,60.2,71.4,74.8,1,1,0,,0.0,0,0,0,39.6,0,0,5,0,4,34,29,0,2,27,0,0,5,10,20,0,0,1,1,2,0,0,0,,3,2022
Dorance Armstrong,48557,ED,DAL,1,0,0,,0,0,9,,58.8,77.6,61.6,52.2,33.2,2,1,0,,100.0,1,0,0,0.0,0,1,3,0,0,46,43,0,4,38,1,0,3,35,11,0,1,0,0,4,0,0,0,,3,2022
Malik Reed,48567,ED,PIT,1,2,0,100.0,0,0,25,65.6,54.1,79.5,53.2,51.7,32.4,0,0,0,12.0,25.0,1,0,0,114.6,2,0,0,0,9,57,55,0,1,52,2,0,2,20,28,2,1,1,2,0,0,23,32,11.5,3,2022
Roy Lopez,48676,DI,HST,1,1,0,,0,0,13,60.0,68.1,76.2,63.3,64.9,68.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,1,29,0,0,0,0,12,18,0,1,1,0,1,0,0,0,,3,2022
Harrison Phillips,48690,DI,MIN,1,1,0,,0,0,18,,66.2,77.6,53.9,70.2,36.2,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,55,55,14,34,0,7,0,0,29,26,0,3,3,0,0,0,0,0,,3,2022
Daron Payne,48698,DI,WAS,1,0,0,,0,0,32,60.0,57.3,78.7,59.1,55.6,70.5,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,1,57,57,9,34,1,13,0,0,34,22,0,2,2,0,4,0,0,0,,3,2022
Greg Gaines,48706,DI,LA,1,0,0,,0,0,26,,49.9,79.4,56.1,46.5,26.2,0,1,0,,50.0,1,0,0,0.0,0,0,1,0,0,78,77,31,41,0,5,0,1,59,19,0,1,1,0,1,0,0,0,,3,2022
Rasheem Green,48731,ED,HST,1,0,0,,0,0,13,,51.7,78.7,66.9,46.9,41.7,1,0,0,,14.3,1,0,0,0.0,0,1,0,0,0,36,36,0,3,25,8,0,0,11,25,0,3,6,0,2,0,0,0,,3,2022
Taven Bryan,48753,DI,CLV,1,0,0,,0,0,8,,51.6,76.2,51.2,56.0,68.7,0,1,0,,33.3,1,0,0,0.0,0,0,0,0,0,31,31,2,17,2,10,0,0,17,14,0,0,2,0,1,0,0,0,,3,2022
Deadrin Senat,48815,DI,TB,1,0,0,,0,0,30,,91.5,73.6,68.1,89.3,70.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,9,4,0,0,0,0,6,7,0,2,2,0,1,0,0,0,,3,2022
Michael Dogbe,48850,DI,ARZ,1,0,0,,0,0,1,,63.9,74.0,56.1,64.4,70.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,5,7,0,7,0,0,7,12,0,0,2,0,0,0,0,0,,3,2022
Daniel Ekuale,48874,DI,NE,1,0,1,,0,0,19,,69.3,74.3,60.4,68.4,67.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,0,8,1,7,0,0,10,6,0,1,1,0,0,0,0,0,,3,2022
Poona Ford,48875,DI,SEA,1,1,0,,0,0,29,60.0,62.9,76.5,53.4,65.0,70.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,35,35,0,23,0,12,0,0,15,20,0,0,2,0,2,0,0,0,,3,2022
Henry Mondeaux,48889,DI,NYG,1,2,0,,0,0,21,,57.5,75.8,52.7,60.7,71.5,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,29,29,0,5,7,17,0,0,11,18,0,0,0,0,1,0,0,0,,3,2022
Justin Jones,48940,DI,CHI,1,0,0,,0,0,6,,48.3,77.1,57.8,45.5,68.4,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,44,43,0,30,1,12,0,1,27,17,0,2,1,0,2,0,0,0,,3,2022
Vita Vea,48956,DI,TB,1,1,0,,0,1,30,62.4,73.8,76.6,75.6,56.4,66.8,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,2,39,39,12,26,0,1,0,0,24,13,0,0,0,0,2,0,0,0,,3,2022
Tim Settle,48966,DI,BUF,1,0,0,,0,0,4,,66.8,75.7,63.4,63.7,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,28,28,0,25,0,3,0,0,16,12,0,1,1,0,0,0,0,0,,3,2022
Kevin Strong Jr.,48981,DI,TEN,1,0,0,,0,0,31,,49.1,74.4,61.3,47.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,16,16,1,13,0,2,0,0,10,6,0,0,0,0,0,0,0,0,,3,2022
Kendal Vickers,48993,DI,LV,1,0,0,,0,0,23,,58.8,72.6,55.5,61.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,0,6,1,2,0,0,5,4,0,0,0,0,0,0,0,0,,3,2022
Nick Scott,49012,S,LA,1,1,0,75.0,0,0,26,59.5,55.6,75.4,,45.8,52.5,0,0,0,12.0,25.0,2,0,0,87.5,3,0,9,0,63,83,0,0,0,0,0,62,83,0,20,12,0,5,4,0,0,22,12,7.3,3,2022
Justin Reid,49048,S,KC,1,4,0,100.0,0,0,16,60.0,72.7,78.1,77.2,81.7,83.5,2,0,0,5.0,0.0,0,0,0,85.4,2,0,20,5,41,71,11,0,0,11,0,30,60,4,26,5,4,5,2,2,0,9,6,4.5,3,2022
Tre Flowers,49059,CB,CIN,1,0,0,100.0,0,0,7,67.1,67.3,69.3,,,73.3,0,0,0,4.0,0.0,0,0,0,83.3,1,0,13,2,21,21,0,0,0,0,0,1,21,0,0,5,1,1,1,0,0,4,-1,4.0,3,2022
Jalen Thompson,49116,S,ARZ,1,1,0,33.3,0,0,1,39.0,39.0,75.4,60.0,63.4,84.3,1,0,0,11.0,0.0,0,0,0,45.1,1,0,18,1,26,48,1,0,0,1,0,26,47,1,21,2,1,5,3,1,0,11,0,11.0,3,2022
Myles Hartsfield,49159,S,CAR,1,0,0,85.7,0,0,5,48.6,50.5,77.0,72.4,52.1,76.5,0,2,0,23.0,0.0,0,0,0,142.0,6,0,1,1,24,37,5,0,0,5,0,2,32,5,8,28,1,3,7,2,1,60,25,10.0,3,2022
Jessie Bates III,49162,S,CIN,1,1,0,100.0,0,0,7,59.5,61.7,77.6,56.4,67.0,79.7,0,1,1,22.0,0.0,0,0,0,79.2,2,0,16,0,56,78,2,0,0,2,0,57,76,2,20,3,0,2,2,1,0,40,18,20.0,3,2022
Tarvarius Moore,49178,S,SF,1,0,0,,0,0,28,,63.9,61.7,,60.5,73.3,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,3,2022
Jordan Whitehead,49196,S,NYJ,1,3,0,0.0,0,0,22,69.5,71.2,75.6,56.3,63.8,30.0,0,1,0,,28.6,2,1,0,39.6,0,0,30,0,38,67,0,0,0,0,0,30,67,3,26,7,2,2,1,1,0,0,0,,3,2022
Demetrius Flannigan-Fowles,49231,LB,SF,1,0,0,,0,0,28,63.3,76.4,66.9,,75.3,74.9,0,0,0,,0.0,0,0,0,0.0,0,0,18,0,6,21,0,0,0,0,0,0,21,0,15,3,1,2,0,0,0,0,0,,3,2022
Rashad Fenton,49329,CB,KC,1,1,0,100.0,0,0,16,55.1,58.9,79.1,60.0,73.5,78.7,0,0,0,17.0,0.0,0,0,0,106.7,5,0,3,64,43,70,2,0,0,2,0,0,68,1,26,1,0,4,5,0,0,48,13,9.6,3,2022
Carlton Davis,49335,CB,TB,1,0,0,66.7,0,0,30,63.2,66.7,77.0,,73.8,79.5,0,0,0,23.0,0.0,0,0,0,104.9,4,0,7,48,37,62,0,0,0,0,0,0,62,0,25,7,2,5,6,0,0,68,50,17.0,3,2022
Kindle Vildor,49346,CB,CHI,1,1,0,62.5,0,0,6,41.2,50.2,77.4,,80.6,79.0,0,0,0,22.0,0.0,0,2,1,133.9,5,0,5,47,35,59,3,0,0,3,0,0,56,0,24,3,1,4,8,0,1,77,17,15.4,3,2022
Chandon Sullivan,49349,CB,MIN,1,0,0,80.0,0,0,18,43.6,48.7,77.0,60.0,70.2,76.4,0,1,0,30.0,0.0,0,0,0,147.9,4,0,2,1,36,60,0,0,0,0,0,2,60,1,23,55,1,2,5,1,1,50,41,12.5,3,2022
Jaire Alexander,49350,CB,GB,1,0,0,100.0,0,0,12,44.4,43.7,67.9,,60.0,,0,0,0,12.0,,0,0,0,116.7,1,0,2,4,3,6,0,0,0,0,0,0,6,0,3,0,0,0,1,0,0,12,0,12.0,3,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,1,0,100.0,0,0,24,62.3,65.2,82.5,,66.4,82.8,0,0,0,45.0,0.0,0,0,0,118.8,2,0,8,0,58,77,3,0,0,3,0,54,74,0,19,12,3,4,2,0,0,49,6,24.5,3,2022
Jaylon Jones,49374,CB,CHI,1,1,0,100.0,0,0,6,71.4,63.7,0.0,,59.5,76.9,0,0,0,5.0,0.0,0,0,1,87.5,1,0,1,31,22,33,0,0,0,0,0,0,33,0,11,0,0,2,1,0,0,5,1,5.0,3,2022
Donte Jackson,49377,CB,CAR,1,0,0,75.0,0,0,5,29.3,30.2,75.6,,63.3,37.2,0,0,0,38.0,25.0,1,0,0,116.7,3,0,1,25,20,27,0,0,0,0,0,0,27,0,7,1,1,3,4,0,0,62,7,20.7,3,2022
Donovan Wilson,49408,S,DAL,1,1,1,50.0,0,0,9,53.2,52.8,0.0,81.8,50.8,29.8,1,1,0,6.0,28.6,4,0,1,56.3,1,1,39,1,49,72,6,0,0,6,0,19,66,5,18,7,4,9,2,3,0,6,3,6.0,3,2022
Julian Blackmon,49434,S,IND,1,0,0,,0,0,14,63.5,64.9,73.2,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,10,12,0,0,0,0,0,10,12,0,2,2,0,0,0,0,0,0,0,,3,2022
Keion Crossen,49454,CB,MIA,1,0,0,0.0,0,0,17,84.3,82.5,71.7,60.0,60.0,,0,1,0,,,0,1,0,39.6,0,0,0,9,8,11,0,0,0,0,0,0,11,1,2,2,0,0,1,1,0,0,0,,3,2022
Taron Johnson,49511,CB,BUF,1,3,0,75.0,0,0,4,54.3,57.5,73.5,,64.7,79.7,0,0,0,22.0,0.0,0,0,0,107.3,3,0,13,2,25,43,0,0,0,0,0,0,43,0,18,28,2,3,4,0,0,41,14,13.7,3,2022
Juju Hughes,49545,S,DET,1,2,0,100.0,0,0,11,67.9,64.6,73.8,55.0,51.6,29.8,0,0,0,5.0,27.3,3,0,0,87.5,1,0,23,2,39,63,2,0,0,2,0,34,61,3,21,2,5,6,1,0,0,5,2,5.0,3,2022
Denzel Ward,49558,CB,CLV,1,0,0,60.0,2,0,8,27.9,27.5,0.0,,66.5,77.9,0,0,0,16.0,0.0,0,0,3,83.3,6,0,0,58,37,59,0,0,0,0,0,1,59,0,22,0,0,4,10,0,0,75,5,12.5,3,2022
Rock Ya-Sin,49564,CB,LV,1,2,0,50.0,0,0,23,47.5,56.4,76.0,,81.4,79.7,0,0,0,21.0,0.0,0,0,0,87.5,1,0,6,35,26,45,2,0,0,2,0,0,43,0,19,2,1,4,2,0,0,21,2,21.0,3,2022
Zach Allen,49605,DI,ARZ,1,1,0,,0,0,1,,60.5,77.3,59.9,59.3,38.2,1,1,0,,25.0,1,0,0,0.0,0,0,2,0,0,40,38,0,8,8,22,0,2,24,16,0,1,2,0,2,0,0,0,,3,2022
Cole Holcomb,49753,LB,WAS,1,2,0,75.0,0,0,32,66.1,56.7,77.0,53.2,46.6,48.9,1,0,0,23.0,18.2,2,1,0,147.9,3,0,59,0,39,64,1,0,0,1,0,0,63,3,22,4,4,7,4,1,1,42,44,14.0,3,2022
Quincy Williams,49779,LB,NYJ,1,1,0,90.0,0,0,22,61.0,68.8,71.0,65.4,73.4,37.2,1,0,0,14.0,20.0,2,0,0,125.4,9,0,43,0,31,47,1,0,0,1,0,0,46,5,11,3,6,7,10,1,1,61,22,6.8,3,2022
Azeez Al-Shaair,49792,LB,SF,1,2,0,100.0,0,0,28,40.7,46.5,71.4,58.8,59.1,43.5,0,0,0,22.0,28.6,2,0,0,118.8,1,0,5,0,6,17,2,0,0,2,0,0,15,1,10,10,1,3,1,0,0,22,19,22.0,3,2022
Zaire Franklin,49834,LB,IND,1,3,0,80.0,0,0,14,46.0,56.0,76.1,64.0,74.2,54.6,1,0,0,20.0,15.4,2,1,2,112.5,4,0,55,0,45,64,0,0,0,0,0,1,64,2,17,7,4,8,5,1,0,55,41,13.8,3,2022
