player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception,week,year
Tariq Woolen,61790,CB,SEA,1,36,0,29,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.8,1,0,0,0,0,0,0,0.0,,0,0,3.0,0.0,100.0,,13.0,0,0,0.0,40.9,0,,,0,0,39.6,0,14,38.9,14,0,0,1,0,0,0,0.0,,1,2022
Caleb Farley,61803,CB,TEN,1,14,0,31,0,12.0,50.0,100.0,5.0,2.5,0,0,0.0,51.6,0,6.0,0.0,0,0,56.3,1,6,42.9,6,1,1,2,0,6,0,1.2,6.0,0,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,7,50.0,7,0,0,0,0,0,0,0.0,,1,2022
Akayleb Evans,65033,CB,MIN,1,3,0,18,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,1,2022
Samuel Womack,65771,CB,SF,1,12,0,28,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,0.0,0.0,80.0,,7.0,0,0,0.0,65.1,0,,,0,0,39.6,0,8,66.7,10,0,0,1,0,0,0,0.0,,1,2022
Dennis Gardeck,66928,ED,ARZ,1,4,0,1,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,7,0,0,0,0,0,0,0.0,,0,0,,,22.2,,,0,0,,93.9,0,,0.0,0,0,0.0,0,2,50.0,9,0,1,0,0,0,0,0.0,,1,2022
Jonathan Owens,66930,S,HST,1,56,0,13,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,6,10.7,6,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,62.9,0,,0.0,0,0,0.0,0,44,78.6,44,0,3,0,0,0,0,0.0,,1,2022
Trent McDuffie,72191,CB,KC,1,21,0,16,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,7,33.3,7,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,68.4,0,,0.0,0,0,0.0,0,11,52.4,11,0,1,0,0,0,0,0.0,,1,2022
Chad Muma,75818,LB,JAX,1,6,0,15,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,3,50.0,3,0,0,0,0,0,0,0.0,,1,2022
Asante Samuel Jr.,76625,CB,LAC,1,45,0,27,0,10.5,100.0,100.0,3.0,3.0,0,0,0.0,42.8,0,16.0,100.0,1,0,145.8,2,7,15.6,7,0,0,2,1,19,0,3.2,9.5,0,0,11.2,80.0,100.0,6.3,5.0,0,0,0.0,50.3,1,41.0,33.3,1,0,75.4,4,25,55.6,25,1,2,5,0,58,26,2.3,14.5,1,2022
Andre Cisco,76641,S,JAX,1,51,0,15,0,,,90.9,,,0,0,,64.9,0,,0.0,0,0,0.0,0,10,19.6,11,0,2,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,25.0,25.0,0,0,0.0,61.5,0,3.0,0.0,0,0,118.8,1,28,54.9,28,1,3,1,1,3,1,0.1,3.0,1,2022
Caden Sterns,76725,S,DEN,1,5,0,10,1,,,100.0,,,0,0,,63.6,0,,0.0,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,1,2022
Logan Hall,76919,DI,TB,1,1,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,,1,2022
Zaven Collins,77190,LB,ARZ,1,28,0,1,0,5.5,50.0,50.0,9.0,4.5,0,1,50.0,52.6,0,7.0,,0,0,58.3,1,9,32.1,18,0,0,2,0,7,5,0.8,7.0,0,1,12.7,66.7,75.0,5.5,3.7,0,0,0.0,29.6,0,17.0,0.0,0,0,85.4,2,12,42.9,16,0,1,3,0,20,17,1.8,10.0,1,2022
Trevon Moehrig,77847,S,LV,1,16,0,23,0,11.0,100.0,100.0,3.0,3.0,0,0,0.0,36.8,0,25.0,,0,0,118.8,1,3,18.8,3,0,0,1,0,25,14,8.3,25.0,0,0,19.0,100.0,100.0,9.0,9.0,0,0,0.0,27.2,0,19.0,0.0,0,0,118.8,1,9,56.3,9,0,2,1,0,19,0,2.1,19.0,1,2022
Christian Benford,79181,CB,BUF,1,31,0,4,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.2,1,0,0,0,0,0,0,,,0,1,17.2,60.0,100.0,8.3,5.0,0,1,20.0,72.5,0,28.0,25.0,1,1,97.9,3,25,80.6,25,2,2,5,0,55,36,2.2,18.3,1,2022
Micah McFadden,81246,LB,NYG,1,5,0,21,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,1,2022
Nick Bolton,81322,LB,KC,1,30,0,16,0,,,90.0,,,0,0,,65.8,0,,,0,0,0.0,0,9,30.0,10,0,0,0,0,0,0,0.0,,0,0,3.3,100.0,85.0,5.3,5.3,0,0,0.0,78.8,0,8.0,0.0,0,0,94.4,3,17,56.7,20,3,6,3,0,20,10,1.3,6.7,1,2022
Micah Parsons,81360,ED,DAL,1,5,0,9,0,,,18.2,,,0,0,,62.2,0,,,0,0,0.0,0,2,40.0,11,0,0,0,0,0,0,0.0,,0,0,,,18.8,,,0,0,,61.7,0,,,0,0,0.0,0,3,60.0,16,0,0,0,0,0,0,0.0,,1,2022
Ernest Jones,81399,LB,LA,1,21,0,26,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,2,0,0,0,0,0,0,0.0,,0,0,3.5,100.0,87.5,3.5,3.5,0,0,0.0,65.2,0,10.0,0.0,0,0,88.5,4,14,66.7,16,2,3,4,0,21,7,1.5,5.3,1,2022
Odafe Oweh,82161,ED,BLT,1,7,0,3,0,,,14.3,,,0,0,,60.8,0,,,0,0,0.0,0,2,28.6,14,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,14.7,5.0,5.0,0,0,0.0,46.6,0,16.0,0.0,0,0,118.8,1,5,71.4,34,1,2,1,0,16,15,3.2,16.0,1,2022
Kingsley Enagbare,82409,ED,GB,1,2,0,12,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,100.0,40.0,2.0,2.0,0,0,0.0,63.2,0,5.0,0.0,0,0,87.5,1,2,100.0,5,0,1,1,0,5,1,2.5,5.0,1,2022
Quay Walker,82547,LB,GB,1,24,0,12,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,3,12.5,3,0,0,0,0,0,0,0.0,,0,0,2.3,100.0,100.0,5.3,5.3,0,0,0.0,43.7,0,22.0,33.3,1,0,118.1,3,16,66.7,16,1,2,3,0,37,30,2.3,12.3,1,2022
Kelvin Joseph,83051,CB,DAL,1,1,0,9,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,1,2022
Patrick Surtain II,83119,CB,DEN,1,35,0,10,0,15.0,100.0,100.0,6.0,6.0,0,0,0.0,30.1,0,15.0,0.0,0,0,118.8,1,7,20.0,7,0,1,1,0,15,0,2.5,15.0,0,0,2.0,100.0,100.0,6.0,6.0,0,0,0.0,63.1,0,8.0,50.0,1,0,91.7,2,13,37.1,13,0,1,2,0,12,8,1.0,6.0,1,2022
Jalyn Armour-Davis,83120,CB,BLT,1,3,0,3,1,12.0,100.0,100.0,1.0,1.0,0,0,0.0,48.1,0,12.0,0.0,0,0,116.7,1,1,33.3,1,0,0,1,0,12,0,12.0,12.0,0,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,1,2022
Roger McCreary,83176,CB,TEN,1,28,0,31,0,,,100.0,,,0,0,,66.7,0,,,0,0,0.0,0,8,28.6,8,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,90.5,18.0,18.0,0,0,0.0,62.5,0,5.0,0.0,0,0,87.5,1,19,67.9,21,0,1,1,0,5,0,0.3,5.0,1,2022
Tyson Campbell,83217,CB,JAX,1,52,0,15,0,18.7,66.7,100.0,5.0,3.3,0,0,0.0,47.0,0,24.0,100.0,1,0,143.1,2,11,21.2,11,0,0,3,1,33,10,3.3,16.5,0,0,6.0,66.7,100.0,12.5,8.3,0,0,0.0,54.4,0,8.0,0.0,0,0,70.1,2,28,53.8,28,0,2,3,0,9,11,0.4,4.5,1,2022
Percy Butler,83271,S,WAS,1,4,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,100.0,3.0,3.0,0,0,0.0,78.1,0,3.0,0.0,0,0,79.2,1,3,75.0,3,1,1,1,0,3,0,1.0,3.0,1,2022
Greg Newsome II,83341,CB,CLV,1,31,0,8,0,,,100.0,,,0,0,,67.0,0,,,0,0,0.0,0,6,19.4,6,0,0,0,0,0,0,0.0,,0,0,11.8,66.7,90.5,4.5,3.0,0,0,0.0,45.5,0,75.0,0.0,0,0,149.3,4,19,61.3,21,1,2,6,1,87,39,4.8,21.8,1,2022
Jaycee Horn,83375,CB,CAR,1,36,0,5,1,9.7,66.7,100.0,6.0,4.0,0,0,0.0,31.9,0,6.0,0.0,0,0,70.1,2,14,38.9,14,0,1,3,0,8,4,0.7,4.0,0,0,10.5,100.0,88.2,6.5,6.5,0,0,0.0,58.6,0,15.0,0.0,0,0,114.6,2,15,41.7,17,0,1,2,0,23,2,1.8,11.5,1,2022
Kyler Gordon,83451,CB,CHI,1,35,0,6,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,4,11.4,4,0,0,0,0,0,0,0.0,,0,0,8.6,100.0,96.7,5.6,5.6,0,0,0.0,59.4,0,44.0,0.0,0,0,118.8,5,29,82.9,30,2,4,5,0,70,27,2.5,14.0,1,2022
Jevon Holland,83873,S,MIA,1,33,0,17,0,,,88.9,,,0,0,,75.2,1,,0.0,0,0,0.0,0,8,24.2,9,0,1,0,0,0,0,0.0,,0,0,,,95.7,,,0,0,,63.3,0,,,0,0,0.0,0,22,66.7,23,0,0,0,0,0,0,0.0,,1,2022
Talanoa Hufanga,83903,S,SF,1,23,0,28,0,,,66.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,8.7,3,0,0,0,0,0,0,0.0,,0,1,5.0,33.3,100.0,16.0,5.3,0,0,0.0,90.3,1,3.0,0.0,0,0,2.8,1,17,73.9,17,2,2,3,0,3,2,0.2,3.0,1,2022
Kyle Dugger,90621,S,NE,1,29,0,19,0,,,100.0,,,0,0,,41.7,0,,,0,0,0.0,0,12,41.4,12,0,0,0,0,0,0,0.0,,0,0,3.5,100.0,89.5,8.5,8.5,0,0,0.0,64.8,0,8.0,0.0,0,0,81.3,2,17,58.6,19,1,2,2,0,7,0,0.4,3.5,1,2022
E.J. Speed,94351,LB,IND,1,15,0,14,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.7,1,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,72.2,12.0,12.0,0,0,0.0,67.7,0,6.0,0.0,0,0,91.7,1,13,86.7,18,1,1,1,0,6,4,0.5,6.0,1,2022
Nick Cross,97514,S,IND,1,41,0,14,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,7,17.1,7,0,0,0,0,0,0,0.0,,0,0,4.3,100.0,94.3,11.0,11.0,0,0,0.0,68.0,0,9.0,25.0,1,0,91.7,3,33,80.5,35,1,3,3,0,18,5,0.5,6.0,1,2022
Daxton Hill,97519,S,CIN,1,4,0,7,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,,1,2022
Martin Emerson,97872,CB,CLV,1,28,0,8,0,7.0,50.0,100.0,5.0,2.5,0,0,0.0,39.0,0,16.0,0.0,0,0,77.1,1,6,21.4,6,0,1,2,0,16,4,3.2,16.0,0,1,5.0,100.0,100.0,8.0,8.0,0,0,0.0,84.0,0,8.0,0.0,0,0,89.6,2,16,57.1,16,1,2,2,0,11,1,0.7,5.5,1,2022
Derek Stingley Jr.,98253,CB,HST,1,56,0,13,0,,,100.0,,,0,0,,65.3,0,,,0,0,0.0,0,6,10.7,6,0,0,0,0,0,0,0.0,,0,2,9.3,85.7,100.0,7.0,6.0,0,0,0.0,54.5,0,20.0,0.0,0,0,114.9,6,44,78.6,44,1,4,7,0,81,18,1.9,13.5,1,2022
Alex Wright,98318,ED,CLV,1,1,0,8,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,1,2022
George Karlaftis,98319,ED,KC,1,3,0,16,0,,,25.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,66.7,8,0,0,0,0,0,0,0.0,,0,0,,,4.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,24,0,0,0,0,0,0,0.0,,1,2022
Kaiir Elam,98693,CB,BUF,1,22,0,4,0,2.0,100.0,100.0,2.0,2.0,0,0,0.0,65.2,0,5.0,0.0,0,0,87.5,1,2,9.1,2,0,1,1,0,5,3,2.5,5.0,0,0,3.0,100.0,100.0,18.0,18.0,0,0,0.0,51.7,0,10.0,0.0,0,0,108.3,1,18,81.8,18,0,1,1,0,10,7,0.6,10.0,1,2022
Brandin Echols,98900,CB,NYJ,1,1,0,22,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,1,2022
Travon Walker,98940,ED,JAX,1,4,0,15,0,,,10.0,,,0,0,,93.2,1,,,0,0,0.0,0,1,25.0,10,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,8.3,2.0,2.0,0,0,0.0,60.3,0,6.0,0.0,0,0,91.7,1,2,50.0,24,2,2,1,0,6,0,3.0,6.0,1,2022
Sauce Gardner,100903,CB,NYJ,1,35,0,22,0,5.0,0.0,100.0,,6.0,0,0,0.0,65.8,0,,,0,0,39.6,0,6,17.1,6,0,0,1,0,0,0,0.0,,0,0,14.0,50.0,100.0,26.0,13.0,0,1,50.0,71.8,0,8.0,50.0,1,1,60.4,1,27,77.1,27,0,1,2,0,8,5,0.3,8.0,1,2022
Damarion Williams,100904,CB,BLT,1,12,0,3,0,,,100.0,,,0,0,,64.5,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,,0,0,18.0,100.0,75.0,3.0,3.0,0,0,0.0,34.7,0,19.0,,0,0,118.8,1,3,25.0,4,0,0,1,0,19,1,6.3,19.0,1,2022
Leo Chenal,101463,LB,KC,1,6,0,16,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,6,100.0,6,0,0,0,0,0,0,0.0,,1,2022
Jaquan Brisker,101665,S,CHI,1,36,0,6,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,4,11.1,4,0,0,0,0,0,0,0.0,,0,0,-2.0,33.3,100.0,29.0,9.7,0,0,0.0,60.0,0,2.0,50.0,1,0,42.4,1,30,83.3,30,1,1,3,0,2,6,0.1,2.0,1,2022
Kyle Hamilton,102684,S,BLT,1,39,0,3,0,-1.0,100.0,80.0,7.0,7.0,0,0,0.0,62.5,0,9.0,,0,0,104.2,1,8,20.5,10,0,0,1,0,9,10,1.3,9.0,0,0,2.7,100.0,100.0,7.3,7.3,0,0,0.0,53.0,0,9.0,50.0,2,0,97.2,3,22,56.4,22,1,2,3,0,22,14,1.0,7.3,1,2022
Dee Alford,110542,CB,ATL,1,18,0,2,0,11.0,100.0,100.0,10.0,10.0,0,0,0.0,58.5,0,11.0,0.0,0,0,112.5,1,11,61.1,11,0,1,1,0,11,0,1.1,11.0,0,0,6.0,100.0,57.1,4.0,4.0,0,0,0.0,65.9,0,10.0,0.0,0,0,108.3,1,4,22.2,7,1,1,1,0,10,4,2.5,10.0,1,2022
Jaylen Watson,131960,CB,KC,1,25,0,16,0,17.5,50.0,100.0,4.0,2.0,0,1,50.0,69.0,0,6.0,,0,1,95.8,1,4,16.0,4,0,0,2,1,6,0,1.5,6.0,0,0,,,100.0,,,0,0,,66.8,0,,,0,0,0.0,0,18,72.0,18,0,0,0,0,0,0,0.0,,1,2022
Kader Kohou,156070,CB,MIA,1,14,0,17,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,5,35.7,5,0,0,0,0,0,0,0.0,,0,0,13.5,0.0,100.0,,4.5,0,1,50.0,91.4,0,,0.0,0,1,39.6,0,9,64.3,9,2,2,2,0,0,0,0.0,,1,2022
Joshua Williams,156083,CB,KC,1,12,0,16,0,14.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,8.3,1,0,0,1,0,0,0,0.0,,0,0,2.0,100.0,100.0,8.0,8.0,0,0,0.0,77.1,0,2.0,0.0,0,0,79.2,1,9,75.0,9,1,1,1,0,2,0,0.3,2.0,1,2022
Brandon Graham,5538,ED,PHI,1,2,0,24,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,8,0,0,0,0,0,0,0.0,,0,1,1.0,100.0,10.0,1.0,1.0,0,0,0.0,70.8,0,2.0,0.0,0,0,79.2,1,1,50.0,10,1,1,1,0,2,1,2.0,2.0,2,2022
Kareem Jackson,5545,S,DEN,1,43,0,10,0,,,100.0,,,0,0,,72.2,0,,0.0,0,0,0.0,0,8,18.6,8,1,1,0,0,0,0,0.0,,0,0,21.5,0.0,100.0,,13.5,0,0,0.0,58.0,0,,0.0,0,0,39.6,0,27,62.8,27,0,1,2,0,0,0,0.0,,2,2022
Devin McCourty,5552,S,NE,1,38,0,19,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,18,47.4,18,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.7,0,,0.0,0,0,0.0,0,17,44.7,17,0,1,0,0,0,0,0.0,,2,2022
Jerry Hughes,5556,ED,HST,1,1,0,13,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,2,2022
Carlos Dunlap,5579,ED,KC,1,1,0,16,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,,2,2022
Patrick Peterson,6157,CB,MIN,1,43,0,18,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,2,4.7,2,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.4,0,,50.0,1,0,0.0,0,30,69.8,30,0,1,0,0,0,0,0.0,,2,2022
Justin Houston,6222,ED,BLT,1,4,0,3,0,,,15.4,,,0,0,,62.0,0,,,0,0,0.0,0,2,50.0,13,1,0,0,0,0,0,0.0,,0,0,,,9.1,,,0,0,,62.9,0,,50.0,1,0,0.0,0,2,50.0,22,0,1,0,0,0,0,0.0,,2,2022
Josh Bynes,6503,LB,BLT,1,24,0,3,0,,,71.4,,,0,0,,65.4,0,,,0,0,0.0,0,5,20.8,7,0,0,0,0,0,0,0.0,,0,0,7.0,50.0,100.0,13.0,6.5,0,0,0.0,55.6,0,14.0,0.0,0,0,72.9,1,13,54.2,13,0,1,2,0,14,3,1.1,14.0,2,2022
Stephon Gilmore,7016,CB,IND,1,33,0,14,0,18.0,50.0,100.0,6.0,3.0,0,0,0.0,51.6,0,8.0,0.0,0,0,60.4,1,6,18.2,6,0,1,2,0,8,6,1.3,8.0,0,0,3.5,75.0,100.0,7.0,5.3,0,0,0.0,64.9,0,11.0,0.0,0,0,89.6,3,23,69.7,23,1,4,4,0,24,13,1.1,8.0,2,2022
Melvin Ingram III,7024,ED,MIA,1,2,0,17,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,15,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,2,2022
Chandler Jones,7027,ED,LV,1,9,0,23,0,,,5.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,20,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,25.9,6.0,6.0,0,0,0.0,48.1,0,11.0,0.0,0,0,112.5,1,7,77.8,27,0,1,1,0,11,5,1.8,11.0,2,2022
Bobby Wagner,7050,LB,LA,1,29,0,26,0,,,100.0,,,0,0,,41.8,0,,100.0,1,0,0.0,0,3,10.3,3,0,0,0,0,0,0,0.0,,0,1,,,75.0,,,0,0,,67.8,0,,0.0,0,0,0.0,0,18,62.1,24,1,0,0,0,0,0,0.0,,2,2022
Lavonte David,7060,LB,TB,1,45,0,30,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.2,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,97.4,7.0,7.0,0,0,0.0,74.1,0,13.0,0.0,0,0,94.2,5,37,82.2,38,3,3,5,0,33,8,0.9,6.6,2,2022
Casey Hayward Jr.,7064,CB,ATL,1,29,0,2,0,3.0,100.0,100.0,2.5,2.5,0,0,0.0,31.1,0,18.0,,0,0,150.0,2,5,17.2,5,0,0,2,1,21,22,4.2,10.5,0,0,21.5,50.0,100.0,18.0,9.0,0,0,0.0,90.4,1,15.0,0.0,0,0,35.4,1,18,62.1,18,0,2,2,0,15,0,0.8,15.0,2,2022
Demario Davis,7079,LB,NO,1,33,0,20,0,,,72.7,,,0,0,,67.1,0,,,0,0,0.0,0,8,24.2,11,0,0,0,0,0,0,0.0,,0,1,-0.7,33.3,100.0,19.0,6.3,0,1,33.3,76.8,0,3.0,0.0,0,1,42.4,1,20,60.6,20,1,1,3,0,3,6,0.2,3.0,2,2022
Rodney McLeod,7271,S,IND,1,13,0,14,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,11.0,11.0,0,0,0.0,66.7,0,6.0,0.0,0,0,91.7,1,11,84.6,11,0,3,1,0,6,1,0.5,6.0,2,2022
Tashaun Gipson Sr.,7288,S,SF,1,35,0,28,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,2,5.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,70.0,1,,0.0,0,0,0.0,0,28,80.0,28,0,1,0,0,0,0,0.0,,2,2022
Harrison Smith,7641,S,MIN,1,41,0,18,0,,,100.0,,,0,0,,34.9,0,,,0,0,0.0,0,2,4.9,2,0,0,0,0,0,0,,,0,0,7.0,100.0,100.0,6.3,6.3,0,0,0.0,43.8,0,16.0,0.0,0,0,105.2,4,28,68.3,28,1,8,4,0,37,9,1.5,9.3,2,2022
Darius Slay,7817,CB,PHI,1,41,0,24,0,12.5,25.0,100.0,14.0,3.5,1,1,25.0,83.4,1,12.0,,0,1,0.0,1,15,36.6,15,0,0,4,0,12,0,0.9,12.0,0,0,13.0,25.0,100.0,21.0,5.3,1,0,0.0,81.7,1,7.0,0.0,0,0,0.0,1,22,53.7,22,0,1,4,0,7,6,0.3,7.0,2,2022
Tyrann Mathieu,7850,S,NO,1,35,0,20,0,,,100.0,,,0,0,,68.0,0,,0.0,0,0,0.0,0,11,31.4,11,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.0,0,,0.0,0,0,0.0,0,20,57.1,20,0,1,0,0,0,0,0.0,,2,2022
John Jenkins,7863,DI,MIA,1,1,0,17,0,,,33.3,,,0,0,,59.8,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Logan Ryan,7864,S,TB,1,40,0,30,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,15.7,33.3,100.0,28.0,9.3,0,1,33.3,58.7,0,11.0,0.0,0,1,45.1,1,30,75.0,30,0,1,3,0,11,0,0.4,11.0,2,2022
Duron Harmon,7872,S,LV,1,58,0,23,0,,,90.5,,,0,1,,71.4,0,,0.0,0,1,0.0,0,19,32.8,21,0,1,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,29.0,29.0,0,0,0.0,60.2,0,8.0,0.0,0,0,100.0,1,31,53.4,31,0,1,1,0,8,3,0.3,8.0,2,2022
Micah Hyde,7941,S,BUF,1,21,0,4,0,,,66.7,,,0,0,,60.2,0,,,0,0,0.0,0,2,9.5,3,0,0,0,0,0,0,0.0,,0,0,17.0,100.0,100.0,12.0,12.0,0,0,0.0,50.1,0,19.0,0.0,0,0,118.8,1,13,61.9,13,0,1,1,0,19,2,1.6,19.0,2,2022
Jordan Poyer,8000,S,BUF,1,27,0,4,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,3,11.1,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,70.4,1,,,0,0,0.0,0,17,63.0,17,0,0,0,0,0,0,0.0,,2,2022
Tony Jefferson,8361,S,NYG,1,7,0,21,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,2,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,66.7,4.0,4.0,0,0,0.0,74.4,0,4.0,0.0,0,0,83.3,1,4,57.1,6,1,1,1,0,4,2,1.0,4.0,2,2022
Jadeveon Clowney,8636,ED,CLV,1,1,0,8,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,1,0,0,0,0,0,0.0,,2,2022
